Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
17:00,9.084406,-0.9076262,49.62938,1030.008,1.268448,10.63803,19.70898,100
17:05,9.270612,-1.26789,47.73211,1030.033,1.267813,9.738651,5.766644,100
17:10,9.194369,-1.153466,48.38236,1030.024,1.268602,10.0009,17.36874,100
17:15,9.075148,-0.9165002,49.62305,1030.023,1.26897,10.51961,22.08093,100
17:20,9.031459,-0.7097694,50.52567,1030.088,1.269168,8.459595,10.81389,100
17:25,8.93408,-0.6898198,50.93232,1030.051,1.269241,9.330714,19.04726,100
17:30,8.891103,-0.7917379,50.70212,1030.061,1.269407,9.502404,19.46801,100
17:35,8.905923,-0.8322242,50.50381,1030.11,1.269725,9.631296,6.58855,100
17:40,8.906032,-0.7991029,50.62623,1030.142,1.270139,8.262691,19.89073,100
17:45,8.812694,-0.916818,50.50993,1030.226,1.269743,9.971228,8.69227,100
17:50,8.912815,-0.9586388,50.0145,1030.298,1.270207,7.484668,96.39009,100
17:55,8.735989,-1.069241,50.20742,1030.333,1.270417,9.150191,37.12798,100
