Channel->,160,170,260,360,310,465,405,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind speed KM/h,act wind dir °,wind measurement quality %
07:40,8.334541,3.926818,73.79167,1020.722,1.259479,2.655946,0,0,100
07:45,8.299441,4.094563,74.84152,1020.756,1.259609,1.962145,1.859262,284.3604,100
07:50,8.295743,4.215106,75.49454,1020.862,1.259667,1.266926,3.707541,274.0659,100
07:55,8.286604,4.347888,76.24693,1020.841,1.259672,1.775977,2.481846,259.0319,100
