Channel->,310,500,805,405,360,160,170,260,465,700
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u,Precipitation Type
13:00,1.208323,0.08233643,100,1.617737,1016.631,18.02743,14.15026,78.09796,1.937151,0
13:05,1.209547,293.3811,100,2.654568,1016.612,17.94486,13.52212,75.37093,2.017051,0
13:10,1.209001,62.88045,100,1.675174,1016.642,18.07359,13.29311,73.65669,1.715913,0
13:15,1.209116,260.0376,100,5.717132,1016.695,18.1162,13.08683,72.47953,2.523111,0
13:20,1.209142,221.5361,100,3.422545,1016.795,18.11334,12.64469,70.42516,2.549179,0
13:25,1.208071,0,100,0,1016.839,18.34974,12.76701,69.94881,1.620024,0
13:30,1.206511,311.2514,100,1.931284,1016.78,18.70236,12.91506,69.08809,2.497985,0
13:35,1.205283,329.3891,100,3.76314,1016.817,18.92447,13.0552,68.76127,2.592771,0
13:40,1.206618,0,100,0,1016.808,18.80744,13.00313,69.03873,2.723163,0
13:45,1.206936,286.4391,100,3.47771,1016.897,18.70684,12.8746,68.88458,2.009668,0
13:50,1.207141,314.6617,100,2.689287,1016.971,18.71256,12.83325,68.67533,3.177774,0
13:55,1.207455,0,100,0,1017.07,18.6348,12.87408,69.19484,2.204175,0
