Channel->,160,170,260,360,310,465,405,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind speed KM/h,act wind dir °,wind measurement quality %
07:45,5.566267,1.178109,73.38841,1031.537,1.285509,2.839943,1.982723,108.1592,100
07:50,5.698037,1.179456,72.7295,1031.525,1.284724,3.299744,0,0,100
07:55,5.932112,1.337975,72.3797,1031.544,1.284456,1.7289,6.070116,56.81978,100
