Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
13:00,4.145724,2.075172,86.39133,1029.659,1.289916,8.829649,6.857164,100
13:05,4.120954,2.012073,86.15193,1029.502,1.289971,8.042889,3.374082,100
13:10,4.19786,2.066326,86.02099,1029.571,1.289452,7.647147,5.990117,100
13:15,4.221535,2.092384,86.03835,1029.564,1.289085,7.761122,43.86273,100
13:20,4.513598,2.202921,84.96635,1029.498,1.288475,6.576743,359.2213,100
13:25,4.307942,2.089822,85.50381,1029.612,1.2896,8.271504,16.30544,100
13:30,4.390801,2.13081,85.25847,1029.588,1.288977,3.987994,15.92534,100
13:35,4.277248,1.984516,85.047,1029.603,1.289292,5.998486,0,100
13:40,4.305957,2.057473,85.3187,1029.602,1.289173,4.176752,330.4152,100
13:45,4.37811,2.054297,84.86996,1029.501,1.288756,4.287141,3.643867,100
13:50,4.411981,2.109163,85.00081,1029.539,1.288412,4.799491,305.9147,100
13:55,4.558197,2.188691,84.61504,1029.518,1.288082,4.161314,359.6871,100
