Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
09:00,3.813896,0.03724478,76.38058,1031.677,1.294533,5.998994,70.64863,100
09:05,4.038424,0.2252262,76.21786,1031.707,1.293383,5.502288,16.59653,100
09:10,4.048866,0.1195327,75.58093,1031.677,1.293144,6.263672,19.7964,100
09:15,4.138566,0.1894736,75.48828,1031.689,1.292965,4.989862,32.43124,100
09:20,4.087759,0.1484645,75.53316,1031.617,1.29337,6.926945,40.82188,100
09:25,4.149748,0.198876,75.48067,1031.686,1.292985,6.705785,50.95762,100
09:30,4.258717,0.2468526,75.16721,1031.642,1.292148,6.862427,10.91066,100
09:35,4.285796,0.2665383,75.132,1031.631,1.291559,7.231282,20.7578,100
09:40,4.473874,0.2890107,74.27086,1031.632,1.291677,5.926409,43.02567,100
09:45,4.604856,0.4086547,74.23508,1031.629,1.290424,6.049321,5.410495,100
09:50,4.482082,0.293419,74.25188,1031.697,1.291203,8.52766,7.424529,100
09:55,4.512222,0.327961,74.28044,1031.691,1.291207,8.621901,6.325314,100
