Channel->,310,500,805,405,360,160,170,260,465,700
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u,Precipitation Type
13:00,1.200041,0,100,0,1015.237,20.02611,12.11298,60.37168,2.685491,0
13:05,1.200097,175.9103,100,5.910598,1015.124,19.96305,11.93005,59.87919,2.167866,8.407791E-44
13:10,1.199647,305.5282,100,3.985005,1015.027,19.98513,12.21314,60.92303,2.669301,8.407791E-44
13:15,1.199284,320.1286,100,1.6866,1014.9,20.02602,12.21029,60.7563,2.32951,8.407791E-44
13:20,1.199615,251.2133,100,7.266954,1014.874,19.99132,12.52853,62.17524,2.606074,0
13:25,1.1998,54.96039,100,1.978048,1014.883,19.86883,13.5453,66.97392,3.415928,0
13:30,1.20119,311.4266,100,1.227145,1014.877,19.44967,14.09703,71.21547,1.114364,0
13:35,1.201558,260.8468,100,1.157913,1014.885,19.385,14.28718,72.38396,1.497051,0
13:40,1.200414,105.9069,100,2.561775,1014.842,19.39845,14.42767,72.98344,1.365969,8.407791E-44
13:45,1.199371,0,100,0,1014.764,19.69635,14.72811,73.04767,2.038137,0
13:50,1.199619,0,100,0,1014.79,19.78697,14.70887,72.54916,1.699967,8.407791E-44
13:55,1.199255,127.198,100,1.824867,1014.67,19.72223,14.51397,71.93129,1.959377,0
