Channel->,310,500,805,405,360,160,170,260,465,700
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u,Precipitation Type
23:00,1.21612,0,100,0,1010.224,14.68511,12.75304,88.20848,1.763471,8.407791E-44
23:05,1.21669,246.4143,100,1.695467,1010.069,14.54063,12.63844,88.36879,1.171322,8.407791E-44
23:10,1.216601,151.4428,100,1.995388,1010.036,14.5513,12.69082,88.6115,2.230803,8.407791E-44
23:15,1.216733,160.3223,100,4.524325,1009.954,14.44478,12.57027,88.52118,1.582413,8.407791E-44
23:20,1.216511,224.9694,100,1.852587,1009.81,14.3982,12.56053,88.73111,2.271883,8.407791E-44
23:25,1.215984,232.3845,100,1.561786,1009.817,14.53089,12.74092,89.01958,0,8.407791E-44
23:30,1.216216,0,100,0,1009.749,14.53505,12.74523,89.02074,0,8.407791E-44
23:35,1.216359,155.6525,100,3.263847,1009.575,14.43715,12.60833,88.78578,1.253662,8.407791E-44
23:40,1.215801,91.48266,100,3.857036,1009.507,14.47469,12.69676,89.08519,2.565632,0
23:45,1.216196,167.7794,100,3.070782,1009.474,14.41242,12.69473,89.4323,3.20751,0
23:50,1.21664,113.5644,100,2.200388,1009.377,14.32388,12.68101,89.86459,2.480169,0
23:55,1.216609,181.6946,100,4.828964,1009.399,14.31119,12.72708,90.20991,2.848759,0
