Channel->,310,500,805,405,360,160,170,260,465
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u
21:00,1.215954,0,100,0,1011.517,15.20979,11.3414,77.71768,1.132389
21:05,1.216144,8.65179,100,1.258647,1011.559,15.15103,11.31953,77.89832,1.290176
21:10,1.216173,356.8403,100,0,1011.553,15.13742,11.23707,77.54205,1.1492
21:15,1.216262,0,100,0,1011.579,15.14604,11.23,77.46281,0
21:20,1.216557,232.9503,100,2.067048,1011.638,15.11223,11.19659,77.45973,0
21:25,1.217047,216.1707,100,2.252849,1011.647,15.03597,11.16427,77.67395,0
21:30,1.216927,0,100,0,1011.679,15.00124,11.20563,78.06124,0
21:35,1.216685,0,100,0,1011.714,15.09128,11.28276,78.00804,0
21:40,1.216215,326.7655,100,1.118582,1011.789,15.18698,11.26216,77.42421,1.117965
21:45,1.216785,204.6335,100,1.952025,1011.839,15.12399,11.17573,77.29443,1.128773
21:50,1.216799,0,100,0,1011.794,15.06532,11.11069,77.2526,0
21:55,1.217431,0,100,0,1011.813,15.01509,11.09236,77.40825,1.127331
