Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
03:00,2.424247,-2.122615,71.95342,1034.498,1.305192,6.11756,4.219757,100
03:05,2.479925,-2.095995,71.81026,1034.606,1.304938,6.084205,34.00107,100
03:10,2.444417,-2.088507,72.03147,1034.641,1.305718,4.824067,3.268097,100
03:15,2.461425,-2.108773,71.83707,1034.618,1.304984,6.1282,44.24352,100
03:20,2.516428,-2.139342,71.39571,1034.721,1.305319,6.457653,15.65092,100
03:25,2.499129,-2.176647,71.28697,1034.752,1.304821,6.887515,10.71792,100
03:30,2.587691,-2.068487,71.40771,1034.718,1.304783,6.847557,54.69866,100
03:35,2.553772,-2.093764,71.44656,1034.827,1.304763,7.659821,8.748967,100
03:40,2.568059,-2.064513,71.52843,1034.836,1.305126,7.327218,40.7569,100
03:45,2.529922,-2.043596,71.83284,1034.83,1.304778,8.42012,17.36698,100
03:50,2.580018,-1.977263,71.92861,1034.932,1.305221,7.535841,10.57955,100
03:55,2.526739,-2.031005,71.91569,1034.946,1.305479,5.96524,15.97661,100
