Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
20:00,7.415552,-0.7508963,56.20767,1031.195,1.277504,6.306906,12.44565,100
20:05,7.42004,-0.6442867,56.62877,1031.217,1.278063,5.487218,19.7053,100
20:10,7.264629,-0.643481,57.23635,1031.153,1.278485,4.957157,22.95316,100
20:15,7.235303,-0.6776173,57.20887,1031.301,1.278729,5.098717,32.96729,100
20:20,7.2349,-0.5752341,57.63863,1031.216,1.278612,6.556805,7.64085,100
20:25,7.257234,-0.4859541,57.92574,1031.269,1.278264,7.281509,8.461349,100
20:30,7.101052,-0.2602462,59.5208,1031.384,1.279642,4.223197,0.7764282,100
20:35,6.849227,0.2131968,62.67125,1031.413,1.280598,4.65168,146.4121,100
20:40,6.632357,0.413507,64.53375,1031.433,1.281655,3.884677,42.6251,100
20:45,6.450296,0.5089033,65.79739,1031.532,1.282345,3.076597,350.7442,100
20:50,6.455068,0.612241,66.26774,1031.494,1.282056,3.262963,50.36868,100
20:55,6.385472,0.7019929,67.01907,1031.565,1.282831,2.936806,336.4278,100
