Channel->,310,500,805,405,360,160,170,260,465
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u
11:00,1.226245,0,100,0,1014.988,13.75355,10.91881,83.02013,1.445693
11:05,1.226121,0,100,0,1015.005,13.85314,11.02695,83.07933,2.224678
11:10,1.228274,251.603,100,1.282471,1015.081,13.50368,10.52952,82.22374,3.659822
11:15,1.227749,157.8105,100,1.807902,1015.097,13.54797,10.63896,82.58667,2.087429
11:20,1.2264,298.0857,100,1.510822,1015.111,13.72982,10.89639,83.02455,1.290453
11:25,1.226311,317.6946,100,1.229308,1015.122,13.81764,10.92655,82.71827,1.460061
11:30,1.225401,271.8721,100,1.451681,1015.15,13.90505,10.94421,82.34692,1.310772
11:35,1.227073,20.12304,100,1.29866,1015.185,13.8446,10.78398,81.79567,2.242133
11:40,1.227005,197.6966,100,5.770774,1015.144,13.72516,10.57877,81.31538,2.039144
11:45,1.225722,247.9498,100,1.915115,1015.176,13.79316,10.55129,80.80913,1.931919
11:50,1.224658,0,100,0,1015.193,14.17479,10.926,80.82255,0
11:55,1.224318,0,100,0,1015.29,14.27122,10.97215,80.56639,1.281059
