Channel->,310,500,805,405,360,160,170,260,465
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u
06:00,1.257799,328.6055,100,2.307675,1010.398,5.828892,2.314254,78.1624,1.311993
06:05,1.256761,12.27307,100,1.721123,1010.343,6.016191,2.08602,75.92135,1.974879
06:10,1.255903,231.4334,100,4.078815,1010.235,6.253416,1.791141,73.12882,2.086127
06:15,1.255306,160.2939,100,3.255085,1010.198,6.427601,1.525989,70.90018,4.888333
06:20,1.254617,243.433,100,4.304547,1010.058,6.515653,1.558708,70.63499,1.946467
06:25,1.253905,248.6802,100,2.825314,1009.855,6.580715,1.682675,70.94729,2.473239
06:30,1.253287,110.1369,100,2.214303,1009.641,6.659329,1.793381,71.12503,3.151312
