Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
01:00,3.497664,0.3841763,80.08387,1030.671,1.295036,5.457329,8.94729,100
01:05,3.413426,0.2528663,79.79948,1030.723,1.295407,5.821105,13.07388,100
01:10,3.338702,0.2155049,80.00455,1030.692,1.29586,4.407983,35.46572,100
01:15,3.291525,0.161923,79.96052,1030.63,1.295853,4.836767,25.99321,100
01:20,3.258657,0.1157012,79.87844,1030.678,1.296087,4.21058,25.5074,100
01:25,3.214951,0.01308552,79.53191,1030.683,1.296424,4.277207,14.11031,100
01:30,3.163305,-0.01785335,79.64365,1030.686,1.296595,4.720845,8.845172,100
01:35,3.149051,-0.01247816,79.75491,1030.649,1.296471,5.549475,7.881495,100
01:40,3.100046,-0.04805894,79.82545,1030.615,1.296911,4.891402,9.309968,100
01:45,3.064962,-0.07303338,79.87883,1030.641,1.296934,5.890211,25.07009,100
01:50,3.072178,-0.1253635,79.53564,1030.625,1.297199,5.341599,21.27814,100
01:55,3.001928,-0.1265545,79.92468,1030.642,1.297247,5.615962,20.5991,100
