Channel->,160,170,260,360,310,465,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind dir °,wind measurement quality %
11:00,6.190741,0.1378308,65.2119,1036.709,1.289734,9.977034,7.709417,100
11:05,6.304551,0.2081715,65.03395,1036.588,1.289112,9.921583,28.94769,100
11:10,6.277666,0.07112189,64.51019,1036.547,1.289247,10.5484,27.3073,100
11:15,6.421073,0.2463288,64.69108,1036.612,1.28841,7.375359,53.69111,100
11:20,6.574666,0.4052993,64.75125,1036.598,1.288013,6.176288,30.31819,100
11:25,6.500819,0.251284,64.36079,1036.613,1.287487,5.668316,48.01529,100
11:30,6.635377,0.1172784,63.15267,1036.559,1.287602,5.395068,75.15668,100
11:35,6.674535,0.2889745,63.77185,1036.482,1.287219,6.493718,335.2478,100
11:40,6.925905,0.4086406,63.22523,1036.462,1.285728,5.40702,41.07949,100
11:45,6.883073,0.2149563,62.52878,1036.455,1.285965,3.795616,12.85026,100
11:50,6.829359,0.3908746,63.56398,1036.449,1.285949,9.216087,30.15567,100
11:55,6.94142,0.5843272,63.96341,1036.476,1.285604,7.15014,80.27789,100
