Channel->,310,500,805,405,360,160,170,260,465,700
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u,Precipitation Type
17:00,1.210566,308.7971,100,1.613649,1018.012,18.47751,10.36229,59.20134,1.889029,0
17:05,1.210954,284.579,100,2.169443,1018.009,18.36132,10.29354,59.35941,1.853191,0
17:10,1.211415,0,100,0,1017.987,18.29625,10.29558,59.61124,3.185274,0
17:15,1.210223,253.0675,100,1.666924,1017.951,18.39713,10.27018,59.13985,2.716358,0
17:20,1.209215,355.706,100,1.870827,1017.966,18.61824,10.40132,58.83379,1.387248,0
17:25,1.207839,82.2083,100,1.317332,1018.014,18.8704,10.78223,59.40151,1.428387,0
17:30,1.209557,0,100,0,1018.042,18.81481,10.28347,57.66111,2.008285,0
17:35,1.210434,307.2912,100,2.084479,1018.104,18.56952,10.10572,57.86341,2.092584,0
17:40,1.209978,208.5971,100,3.445188,1018.117,18.5919,9.878751,56.91066,1.194402,0
17:45,1.20998,296.0782,100,1.595412,1018.094,18.58565,9.905256,57.03421,2.212544,0
17:50,1.210462,289.369,100,2.049018,1018.266,18.55588,9.803104,56.75087,2.560694,0
17:55,1.210862,312.0752,100,2.869685,1018.21,18.54252,9.915257,57.2248,1.27476,0
