Channel->,160,170,260,360,310,465,405,500,805
UTC time,avg temp °C,avg dewpoint °C,avg humidity %,avg air pressure hPA,avg air density KG/m3 ,avg wind speed KM/h,act wind speed KM/h,act wind dir °,wind measurement quality %
08:20,10.19643,3.986928,65.38313,1022.615,1.252601,7.368787,8.048896,8.544364,100
08:25,10.05156,3.849707,65.38406,1022.651,1.255205,8.414733,11.10674,48.13412,100
08:30,9.615784,3.594061,66.1202,1022.637,1.256854,7.402774,7.283434,8.582672,100
08:35,9.294913,3.315829,66.24885,1022.734,1.257701,4.629229,3.507955,84.27131,100
08:40,9.543226,3.701033,66.94449,1022.613,1.25574,8.378165,5.339572,27.86959,100
08:45,9.59656,3.841053,67.36529,1022.62,1.255894,7.809589,8.692124,24.58269,100
08:50,9.587279,3.748482,66.97037,1022.603,1.256041,8.631445,8.251843,9.635526,100
08:55,9.624002,3.528928,65.78214,1022.618,1.254919,9.915355,9.659422,30.63381,100
