Channel->,310,500,805,405,360,160,170,260,465,700
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u,Precipitation Type
00:00,1.216694,179.581,100,2.286909,1009.287,14.23335,12.66943,90.3236,2.509867,0
00:05,1.216213,195.3575,100,2.314971,1009.107,14.20152,12.67325,90.53251,2.56747,0
00:10,1.216625,175.7755,100,3.502188,1009.258,14.20925,12.66654,90.44746,4.687426,0
00:15,1.216852,202.6949,100,2.480311,1009.157,14.22045,12.71683,90.67985,2.050826,0
00:20,1.216591,79.42239,100,2.9791,1009.133,14.15208,12.63578,90.59988,2.916778,0
00:25,1.216774,134.9107,100,2.851756,1009.015,14.15969,12.64275,90.59665,1.659135,0
00:30,1.216054,163.0313,100,2.403244,1008.925,14.26987,12.76166,90.65609,1.866557,0
00:35,1.21623,299.2782,100,1.144265,1008.952,14.26287,12.73414,90.53402,2.12933,0
00:40,1.215879,108.7995,100,1.402489,1008.796,14.2518,12.7245,90.54166,0,0
00:45,1.215312,175.0391,100,3.066237,1008.85,14.35908,12.82382,90.50201,2.746959,0
00:50,1.215168,202.5261,100,2.213998,1008.814,14.3977,12.87954,90.60606,2.762475,0
00:55,1.215239,168.4,100,2.994306,1008.844,14.40402,12.90729,90.73345,3.662199,0
