Channel->,310,500,805,405,360,160,170,260,465
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u
06:50,1.224561,319.1569,100,2.092995,1010.22,12.703,11.5701,92.82227,2.032403
06:55,1.225178,227.4405,100,1.246843,1010.318,12.71761,11.58975,92.85388,1.850438
