Date,2016/05/09,2016/05/09,2016/05/09,2016/05/09,2016/05/09,2016/05/09,2016/05/09,2016/05/09,2016/05/09,
317.28,224.33,226.49,220.84,222.40,220.36,214.10,212.89,210.37,209.76,
317.71,231.69,232.54,228.20,229.40,226.51,220.97,219.52,217.47,216.51,
318.14,237.29,238.25,234.16,235.13,232.24,227.31,225.03,223.95,222.02,
318.57,241.97,244.85,240.89,241.61,237.88,233.31,230.91,229.95,227.18,
319.01,248.33,251.10,247.49,247.49,244.24,239.55,236.54,235.22,233.42,
319.44,254.90,257.18,253.46,253.34,249.85,245.29,242.76,240.72,239.04,
319.87,259.70,262.68,258.38,257.42,254.80,249.78,247.63,245.83,243.32,
320.30,265.63,269.09,263.37,263.85,261.34,255.27,253.72,251.10,248.96,
320.73,272.79,277.19,270.53,271.01,268.75,262.92,260.18,258.52,256.02,
321.17,280.33,283.28,276.66,277.84,275.36,269.56,266.49,265.30,262.35,
321.60,291.04,293.78,287.59,288.54,286.52,279.98,277.49,275.94,272.97,
322.03,301.88,304.26,297.83,299.26,297.71,289.84,287.33,286.02,282.56,
322.46,311.99,314.13,307.83,309.50,307.47,300.58,296.65,294.75,292.97,
322.89,320.99,323.70,318.15,318.39,316.38,309.05,305.98,303.26,301.60,
323.33,331.50,334.56,329.14,328.08,326.78,318.89,316.76,313.70,311.22,
323.76,341.24,344.88,338.31,338.19,337.02,328.80,326.34,322.35,320.94,
324.19,349.90,356.07,348.38,347.45,345.82,338.59,335.56,331.60,329.85,
324.62,359.86,366.81,358.36,357.20,356.04,347.82,344.70,340.42,339.26,
325.05,372.55,379.60,370.24,369.54,369.08,359.13,357.40,352.31,351.85,
325.48,383.07,390.20,380.31,379.74,379.74,368.94,366.64,362.27,361.81,
325.92,392.19,399.94,389.56,390.13,389.45,378.74,376.23,371.44,371.56,
326.35,402.88,410.71,400.72,401.29,399.81,389.15,386.88,382.00,381.77,
326.78,411.87,418.17,409.06,408.95,407.83,397.48,395.00,390.05,389.60,
327.21,420.16,426.75,417.14,417.14,415.69,406.08,403.18,398.48,397.48,
327.64,426.16,434.60,424.83,424.16,422.05,412.84,409.62,405.73,403.73,
328.07,431.82,439.75,430.06,429.29,427.74,418.05,414.75,410.23,409.13,
328.50,436.49,444.58,434.63,433.97,432.33,422.81,419.64,414.50,413.95,
328.93,439.26,447.71,437.53,436.12,435.14,424.95,422.57,417.59,416.72,
329.37,441.93,450.52,439.03,439.35,438.17,426.89,425.49,420.33,418.83,
329.80,444.20,453.58,441.32,442.07,440.79,429.70,428.00,422.67,420.97,
330.23,445.65,454.29,442.17,443.43,441.43,430.89,428.78,424.14,422.13,
330.66,449.91,458.53,446.23,447.70,446.13,435.09,433.51,428.99,426.79,
331.09,451.97,460.01,448.31,449.98,448.42,436.83,435.36,430.98,428.68,
331.52,453.03,459.65,448.79,450.24,448.69,437.94,435.35,430.80,429.67,
331.95,452.32,458.45,448.64,449.56,447.72,436.99,435.05,430.14,428.61,
332.38,451.77,457.95,448.64,448.23,447.02,435.78,435.28,430.52,427.89,
332.81,450.93,456.74,446.83,447.23,447.03,434.80,434.10,429.09,426.79,
333.24,449.12,456.55,446.15,446.64,445.06,433.86,432.67,428.50,426.22,
333.68,447.95,455.40,445.69,445.89,444.42,432.65,431.67,427.55,425.89,
334.11,449.53,456.34,446.90,446.81,446.22,433.38,433.67,428.32,427.93,
334.54,450.02,456.56,446.75,447.13,446.75,433.66,432.99,428.08,428.08,
334.97,450.40,456.85,446.79,447.74,446.79,434.45,433.69,428.66,429.23,
335.40,452.76,459.24,449.29,450.32,448.63,436.24,435.49,431.45,430.51,
335.83,455.52,460.71,451.71,452.64,450.32,438.82,437.43,433.53,432.98,
336.26,459.33,464.11,455.66,456.21,453.91,442.62,440.69,437.47,436.65,
336.69,461.76,468.21,459.21,459.49,456.58,445.95,443.77,441.23,439.68,
337.12,464.75,471.03,462.05,462.32,459.72,448.23,446.08,443.74,442.76,
337.55,468.38,474.95,465.09,465.80,463.23,451.69,449.47,446.54,446.27,
337.98,471.83,478.50,468.32,468.93,466.74,454.79,452.60,449.70,449.17,
338.41,475.13,482.60,471.13,473.13,470.69,458.17,456.00,453.04,452.69,
338.84,478.12,486.20,474.16,476.31,474.08,461.10,458.86,455.76,455.34,
339.27,481.30,488.69,477.14,478.92,476.03,463.62,461.33,458.10,458.02,
339.70,485.57,492.65,481.18,482.28,480.17,468.02,466.25,462.54,461.86,
340.13,488.79,496.08,484.60,486.03,483.85,471.37,469.20,465.59,465.01,
340.56,490.67,497.56,486.27,488.10,485.44,473.33,470.75,467.60,467.27,
340.99,491.76,498.50,487.56,489.37,486.16,474.40,472.10,468.39,467.82,
341.42,492.43,500.11,488.43,489.90,486.88,474.46,473.40,469.40,467.93,
341.85,492.24,500.27,488.11,490.05,487.70,474.72,473.83,468.96,468.40,
342.28,491.48,500.66,487.85,489.46,486.97,474.64,473.76,468.93,468.12,
342.71,490.84,500.19,487.56,489.08,486.76,473.89,473.33,468.05,467.65,
343.14,492.04,500.96,488.54,490.29,488.30,474.60,475.00,469.02,469.10,
343.57,492.82,500.58,488.54,490.60,488.93,475.15,474.75,468.73,469.37,
344.00,492.63,500.11,487.99,490.98,488.62,475.47,474.92,468.62,469.49,
344.43,493.37,500.89,489.14,491.72,488.90,475.89,475.58,469.94,470.10,
344.86,494.22,500.92,489.78,491.72,488.92,476.37,476.14,470.45,470.37,
345.29,496.34,503.03,492.07,494.09,490.90,478.77,478.00,472.79,472.63,
345.72,497.26,505.55,493.78,495.87,492.23,480.62,479.46,474.73,474.11,
346.15,499.10,507.73,496.32,498.25,495.24,482.60,481.52,476.51,476.66,
346.58,502.03,510.38,498.65,500.19,497.81,484.85,483.93,478.79,479.33,
347.01,505.24,513.55,501.73,503.03,501.12,487.70,486.78,481.82,482.20,
347.44,509.33,518.45,506.29,507.81,506.07,491.86,491.25,486.09,486.92,
347.87,513.18,522.39,510.68,511.82,510.31,496.18,494.74,489.98,490.89,
348.30,518.28,526.62,514.98,516.40,514.37,500.77,498.89,494.39,495.06,
348.73,523.97,532.51,520.82,522.17,520.29,506.42,504.55,500.42,500.72,
349.16,528.64,537.68,525.28,527.15,525.13,511.46,508.91,504.95,505.48,
349.59,533.42,541.90,529.63,531.27,529.56,516.10,512.75,508.74,509.78,
350.02,533.43,542.76,530.64,531.89,529.54,516.69,513.31,509.27,510.15,
350.44,538.35,547.93,536.16,536.16,534.55,520.94,518.60,514.36,514.65,
350.87,543.21,553.41,540.81,541.39,540.30,525.87,523.76,518.87,519.38,
351.30,547.89,558.99,545.86,546.08,545.21,530.84,528.59,523.65,524.09,
351.73,552.03,563.52,550.01,550.81,549.29,535.20,532.88,527.46,528.04,
352.16,556.50,567.69,554.63,555.35,554.05,539.41,537.68,531.91,532.56,
352.59,560.37,570.96,557.64,558.93,557.57,542.51,540.28,534.73,535.67,
353.02,561.66,571.85,558.57,560.58,557.92,543.85,541.55,535.66,536.88,
353.45,561.32,571.70,558.60,560.31,557.38,543.63,541.19,535.11,536.40,
353.88,560.39,569.83,557.17,558.74,555.67,542.01,540.22,534.64,535.07,
354.31,557.69,566.89,554.26,555.90,552.69,539.14,537.85,532.22,532.08,
354.73,552.68,563.34,550.54,551.96,548.20,535.33,533.98,528.43,528.00,
355.16,548.19,558.81,546.56,547.48,544.58,530.98,529.77,523.97,524.11,
355.59,544.62,554.57,542.79,543.49,540.95,526.84,526.21,520.21,520.21,
356.02,542.74,552.75,540.90,541.68,538.93,524.68,524.68,518.41,518.41,
356.45,541.73,552.17,539.68,541.09,538.34,524.09,524.66,517.67,517.88,
356.88,540.71,551.29,539.23,540.22,537.54,523.22,523.72,516.74,517.09,
357.31,539.58,549.86,537.76,538.74,535.36,521.99,521.92,515.73,515.94,
357.74,538.63,548.89,536.94,537.93,534.27,521.20,521.20,515.58,515.65,
358.16,538.27,548.74,536.93,537.43,534.47,521.05,520.56,515.50,515.50,
358.59,537.95,547.83,536.13,536.62,534.02,520.29,519.66,514.61,515.52,
359.02,539.69,550.13,538.64,538.57,535.76,522.45,521.75,516.84,517.40,
359.45,542.79,553.16,541.81,541.25,538.87,524.93,525.07,519.81,519.95,
359.88,547.82,558.25,546.00,546.56,544.24,529.75,530.03,524.63,524.77,
360.31,554.12,565.53,552.79,553.35,550.41,536.54,536.26,531.01,530.87,
360.73,562.21,573.76,560.32,561.44,558.57,544.29,543.87,538.48,538.97,
361.16,572.13,583.33,569.96,571.08,568.63,553.57,553.50,547.89,548.87,
361.59,583.11,593.85,580.17,581.71,579.11,563.96,563.12,557.64,559.40,
362.02,593.73,604.64,590.85,592.82,589.65,574.95,573.76,567.99,570.24,
362.45,603.76,614.41,601.22,602.21,599.11,584.44,583.24,577.67,579.50,
362.88,613.59,623.58,610.62,611.19,608.57,593.55,591.93,586.90,588.46,
363.30,623.08,632.76,619.37,620.58,618.23,602.64,600.79,596.16,597.23,
363.73,632.44,643.13,629.35,630.50,627.98,612.55,610.61,605.58,606.16,
364.16,640.47,651.47,637.64,639.09,636.63,620.71,618.39,612.82,614.20,
364.59,649.05,659.50,645.54,647.52,644.96,628.23,626.63,620.34,622.46,
365.02,657.73,668.30,654.11,656.18,653.60,636.90,634.98,628.85,630.55,
365.44,665.01,676.13,661.05,663.74,660.90,644.41,642.47,635.53,638.29,
365.87,672.17,683.56,668.32,670.81,668.17,651.72,649.46,642.74,645.08,
366.30,678.61,689.65,674.72,676.93,674.04,657.73,655.37,648.44,650.87,
366.73,684.88,695.82,681.11,682.88,680.80,664.16,661.54,654.91,656.99,
367.16,689.94,701.63,686.59,688.23,685.82,669.38,665.87,659.88,662.13,
367.58,694.26,704.81,690.40,691.82,689.54,673.56,669.54,663.32,666.00,
368.01,696.50,707.24,692.60,693.96,691.73,675.67,672.25,665.73,668.11,
368.44,696.90,707.33,692.97,693.94,691.85,675.65,673.08,666.75,667.95,
368.87,695.58,706.81,691.22,693.48,691.62,674.65,671.98,665.36,666.81,
369.29,692.13,703.91,687.67,690.26,688.15,671.34,668.91,662.41,663.55,
369.72,687.36,699.65,683.12,685.73,682.79,667.24,664.31,658.03,659.17,
370.15,681.29,692.54,676.81,679.18,676.57,660.76,658.57,651.97,653.76,
370.58,676.41,686.68,671.12,673.56,671.12,655.39,652.86,646.42,648.54,
371.00,672.38,682.41,667.00,669.28,666.84,652.08,648.82,642.87,644.91,
371.43,668.00,678.01,663.52,664.99,662.79,648.14,644.97,639.02,640.98,
371.86,665.17,674.26,660.14,660.95,659.49,644.71,641.63,636.51,637.41,
372.29,663.60,673.25,658.90,659.95,658.81,643.33,640.33,635.54,636.03,
372.71,662.48,673.98,658.91,659.72,658.18,643.43,640.03,636.06,635.65,
373.14,661.63,673.50,658.40,659.29,657.35,642.57,639.42,634.82,635.14,
373.57,663.71,675.24,660.49,661.37,659.76,644.68,641.70,636.53,636.86,
374.00,666.57,678.00,663.03,664.24,662.71,646.45,644.44,639.20,639.29,
374.42,670.18,681.74,666.25,668.26,666.49,650.19,647.86,642.33,642.97,
374.85,675.15,687.32,671.54,673.38,671.78,655.03,652.87,646.86,647.74,
375.28,681.04,692.87,677.28,678.72,677.12,660.73,658.09,652.81,653.37,
375.70,686.67,699.20,683.40,684.67,682.84,666.23,664.24,659.29,659.13,
376.13,692.57,705.65,689.70,691.37,689.14,672.24,670.16,665.38,665.14,
376.56,698.23,710.89,695.36,697.11,694.80,677.44,675.37,670.27,670.51,
376.99,702.55,715.35,700.16,701.35,699.13,681.72,680.21,674.73,674.33,
377.41,703.95,716.86,701.73,703.07,700.78,682.56,682.32,676.30,675.91,
377.84,705.13,718.40,702.20,704.57,702.04,684.10,683.39,677.31,676.99,
378.27,703.37,717.41,701.64,703.37,700.14,682.72,682.01,676.25,675.31,
378.69,698.65,712.31,696.69,698.34,695.04,678.00,677.22,670.94,670.86,
379.12,692.01,704.52,689.90,691.38,688.33,671.29,671.06,664.25,664.88,
379.55,683.73,695.80,681.24,682.95,680.31,662.94,662.32,656.01,657.42,
379.97,672.75,684.36,670.05,671.98,669.27,652.72,651.94,645.52,647.15,
380.40,661.01,672.68,659.09,660.01,657.33,641.74,640.74,634.90,636.05,
380.83,649.40,660.90,647.80,647.96,645.67,630.75,629.23,624.13,624.74,
381.25,639.14,650.84,638.08,637.93,636.04,621.32,619.06,614.90,614.98,
381.68,630.06,642.78,629.99,629.24,626.84,612.78,610.84,606.65,606.20,
382.11,622.95,635.39,622.73,622.21,620.21,605.62,603.48,598.89,599.48,
382.53,618.36,629.80,617.77,617.04,615.43,600.54,598.85,593.58,594.90,
382.96,615.35,626.76,614.33,613.61,612.52,597.40,595.59,590.50,591.74,
383.39,613.73,625.40,612.29,612.72,610.99,596.15,593.99,588.66,590.75,
383.81,614.42,626.29,613.13,613.13,611.63,596.69,594.19,589.05,591.05,
384.24,615.46,627.36,614.19,614.05,612.70,597.33,594.92,589.96,592.02,
384.67,618.55,630.28,616.65,617.29,615.81,600.07,598.18,592.98,595.01,
385.09,624.09,636.52,622.41,623.46,621.58,606.08,603.42,598.61,600.98,
385.52,632.58,644.18,630.50,631.89,629.87,613.62,610.84,606.05,608.76,
385.95,642.14,653.33,639.72,640.97,639.24,622.38,619.90,614.78,617.34,
386.37,653.13,664.35,650.86,651.27,649.62,632.07,630.76,625.32,627.66,
386.80,664.93,676.75,662.25,663.90,662.11,643.90,642.25,636.27,639.30,
387.22,677.26,689.49,674.51,676.36,673.96,655.33,654.64,648.24,650.72,
387.65,688.17,700.55,684.80,687.55,684.59,665.75,665.06,658.52,661.41,
388.08,697.36,709.49,693.78,697.09,693.85,674.77,674.35,667.19,671.05,
388.50,705.08,716.34,701.35,704.46,700.87,681.94,681.32,674.13,678.28,
388.93,709.82,721.32,705.80,709.26,705.38,687.02,686.05,678.77,682.93,
389.36,712.54,723.74,708.85,712.05,707.74,689.59,688.41,681.52,685.49,
389.78,712.74,723.77,709.39,711.83,707.92,689.98,688.72,682.02,685.37,
390.21,711.30,722.09,707.65,710.25,706.81,688.23,686.97,680.73,683.75,
390.63,709.07,720.20,705.47,708.01,704.27,686.09,685.18,679.05,681.37,
391.06,707.07,718.41,703.74,706.36,702.74,684.45,683.60,676.73,679.78,
391.49,705.30,715.84,701.66,704.08,700.66,682.50,681.78,674.80,677.94,
391.91,703.66,714.26,699.66,701.88,698.87,680.55,680.19,672.96,676.04,
392.34,703.04,714.35,698.93,702.03,698.35,680.92,680.06,672.50,676.10,
392.76,702.38,713.91,698.61,702.02,697.82,680.71,679.55,672.37,675.56,
393.19,701.58,712.96,697.28,700.85,696.33,679.86,678.11,671.32,674.31,
393.61,699.75,711.04,695.79,699.38,694.69,678.13,676.30,670.29,673.00,
394.04,699.15,711.32,695.90,699.30,694.95,677.98,676.13,670.31,672.96,
394.47,701.79,713.53,698.45,701.42,697.71,680.63,678.25,672.83,675.21,
394.89,708.65,720.76,705.21,708.13,704.84,687.34,685.02,679.72,681.66,
395.32,721.22,732.89,717.75,719.79,717.38,698.25,697.12,691.55,693.28,
395.74,739.13,751.72,735.19,738.60,736.17,716.60,714.86,708.94,711.29,
396.17,762.91,776.35,758.86,762.29,759.54,739.14,737.92,732.34,733.72,
396.59,791.46,804.86,786.61,790.85,787.23,766.82,765.51,759.81,761.04,
397.02,822.18,835.76,817.60,821.56,817.83,796.72,795.71,789.27,791.52,
397.45,853.05,867.20,848.05,852.27,848.83,826.32,825.23,818.43,821.48,
397.87,883.99,898.40,878.63,883.75,879.73,856.34,855.47,847.99,851.22,
398.30,913.47,928.79,908.55,913.15,909.34,885.13,883.94,876.72,879.41,
398.72,941.36,956.63,936.88,940.96,936.88,912.18,911.62,904.34,906.74,
399.15,968.52,984.96,964.25,968.20,965.14,938.96,938.07,930.66,933.24,
399.57,995.83,1012.97,991.93,995.83,991.93,965.78,965.05,957.33,959.77,
400.00,1023.80,1041.10,1020.03,1023.80,1019.87,993.22,992.16,983.71,987.07,
400.42,1049.88,1066.99,1045.34,1048.64,1044.68,1018.14,1017.48,1008.22,1011.94,
400.85,1072.81,1090.06,1068.23,1071.48,1067.73,1040.07,1039.82,1030.23,1033.98,
401.27,1093.00,1111.17,1087.62,1092.16,1087.87,1060.46,1059.62,1048.94,1053.98,
401.70,1108.08,1127.16,1103.16,1107.99,1102.65,1076.19,1074.32,1064.06,1068.98,
402.12,1118.57,1137.89,1113.35,1117.63,1112.41,1085.57,1084.12,1074.20,1078.73,
402.55,1125.62,1144.76,1120.53,1124.41,1119.49,1092.76,1091.47,1081.29,1085.69,
402.97,1128.40,1148.30,1123.71,1127.53,1122.67,1096.24,1093.98,1083.47,1089.38,
403.40,1130.02,1149.73,1124.85,1128.88,1124.42,1097.53,1095.07,1084.83,1090.26,
403.82,1131.46,1150.90,1126.16,1130.49,1125.54,1098.95,1096.48,1085.88,1090.91,
404.25,1131.66,1151.53,1127.03,1130.06,1126.22,1098.79,1097.00,1087.03,1091.21,
404.67,1131.33,1151.45,1126.57,1131.06,1126.75,1100.08,1097.39,1086.79,1091.46,
405.10,1131.50,1152.60,1127.07,1131.14,1126.62,1100.27,1097.83,1086.97,1090.59,
405.52,1133.05,1153.77,1127.94,1132.05,1127.03,1101.03,1098.84,1087.80,1091.63,
405.95,1133.51,1154.10,1128.00,1132.60,1127.82,1101.08,1099.52,1088.03,1092.72,
406.37,1133.84,1154.18,1128.48,1132.64,1128.11,1101.58,1099.91,1087.43,1093.07,
406.80,1135.86,1156.06,1130.08,1135.02,1130.18,1103.46,1101.69,1088.56,1094.98,
407.22,1138.85,1159.31,1133.41,1138.57,1133.13,1106.95,1104.51,1091.57,1097.85,
407.65,1140.20,1160.38,1135.86,1140.10,1134.07,1108.03,1105.77,1093.32,1099.26,
408.07,1142.84,1163.43,1138.48,1142.37,1137.34,1110.78,1108.31,1096.26,1101.67,
408.50,1147.66,1169.06,1143.93,1147.75,1142.21,1115.94,1112.98,1101.23,1106.10,
408.92,1152.45,1173.88,1149.09,1152.84,1147.94,1121.22,1117.66,1105.75,1111.99,
409.35,1159.61,1180.61,1156.23,1159.90,1154.68,1127.78,1125.46,1112.39,1118.49,
409.77,1167.07,1187.83,1163.96,1166.98,1162.10,1134.52,1133.45,1119.32,1126.14,
410.20,1173.61,1194.71,1170.17,1173.80,1168.70,1142.10,1140.04,1126.20,1133.27,
410.62,1180.48,1201.94,1177.81,1181.18,1175.14,1149.13,1146.86,1133.01,1140.04,
411.04,1188.50,1208.74,1184.91,1187.90,1180.72,1155.39,1153.60,1139.64,1147.72,
411.47,1193.72,1213.72,1189.60,1192.72,1186.89,1160.16,1158.55,1145.28,1153.42,
411.89,1197.54,1217.60,1193.49,1197.03,1191.26,1164.31,1161.57,1148.91,1157.93,
412.32,1201.82,1222.47,1198.65,1201.52,1196.10,1169.11,1166.24,1153.05,1162.56,
412.74,1207.76,1228.53,1204.15,1206.94,1201.36,1174.49,1171.49,1158.68,1167.67,
413.17,1210.95,1231.61,1208.35,1210.12,1205.42,1177.67,1175.37,1162.54,1170.89,
413.59,1214.45,1234.78,1211.39,1213.39,1208.97,1181.36,1178.20,1165.77,1174.62,
414.02,1218.23,1239.55,1215.78,1217.48,1213.22,1185.93,1183.05,1170.15,1177.83,
414.44,1223.01,1243.41,1219.45,1221.71,1216.75,1189.33,1187.17,1173.57,1182.21,
414.86,1224.98,1244.86,1221.26,1223.77,1219.08,1191.44,1190.67,1176.14,1184.88,
415.29,1226.22,1245.36,1222.46,1225.01,1219.48,1192.05,1191.39,1176.34,1185.52,
415.71,1226.40,1245.78,1222.48,1225.06,1219.91,1192.01,1191.12,1176.33,1185.63,
416.14,1226.70,1245.77,1222.85,1225.57,1219.21,1192.65,1190.38,1176.65,1185.39,
416.56,1225.84,1244.81,1222.85,1224.23,1218.25,1191.58,1189.06,1175.61,1184.34,
416.99,1224.99,1244.78,1221.50,1223.01,1218.70,1190.88,1187.74,1174.46,1183.43,
417.41,1222.69,1244.37,1219.98,1221.99,1217.39,1189.11,1186.04,1173.32,1180.74,
417.83,1222.73,1244.34,1220.46,1222.49,1217.00,1189.42,1185.95,1172.58,1180.82,
418.26,1223.39,1244.57,1221.22,1223.27,1217.83,1190.36,1187.70,1173.54,1181.65,
418.68,1223.93,1244.28,1221.72,1222.71,1218.05,1189.73,1188.26,1173.79,1181.88,
419.11,1222.15,1242.62,1219.18,1222.90,1216.32,1189.16,1186.92,1172.16,1181.09,
419.53,1222.26,1242.74,1219.62,1223.02,1215.98,1188.96,1185.82,1172.88,1180.80,
419.95,1223.33,1243.82,1219.89,1223.07,1215.81,1188.32,1186.28,1172.53,1180.80,
420.38,1222.78,1242.63,1219.05,1221.62,1215.05,1186.44,1184.90,1172.14,1179.74,
420.80,1219.27,1240.36,1216.66,1219.66,1213.01,1184.36,1181.63,1169.65,1177.85,
421.23,1218.85,1239.66,1216.48,1218.59,1212.53,1183.68,1179.86,1168.01,1177.10,
421.65,1218.75,1240.47,1216.75,1218.22,1212.62,1183.57,1179.31,1167.98,1176.91,
422.07,1216.30,1237.56,1214.96,1216.03,1210.92,1181.72,1177.68,1167.45,1175.39,
422.50,1214.86,1237.43,1213.77,1214.72,1211.32,1181.28,1176.65,1167.13,1174.88,
