Date,2016/10/05,2016/10/05,
695.39,1039.52,1047.26,
695.80,1043.24,1044.22,
696.21,1046.76,1045.25,
696.63,1045.43,1043.37,
697.04,1049.66,1046.51,
697.45,1055.42,1050.06,
697.86,1053.33,1051.69,
698.27,1055.39,1058.17,
698.69,1056.51,1055.94,
699.10,1055.75,1059.73,
699.51,1056.66,1060.68,
699.92,1053.33,1059.12,
700.33,1049.70,1057.29,
700.75,1044.99,1054.41,
701.16,1042.96,1056.03,
701.57,1044.14,1056.11,
701.98,1040.12,1058.19,
702.39,1039.11,1060.29,
702.80,1046.21,1062.05,
703.22,1046.61,1062.53,
703.63,1046.73,1069.52,
704.04,1052.07,1078.71,
704.45,1053.79,1078.70,
704.86,1055.63,1076.91,
705.27,1052.76,1074.14,
705.69,1054.87,1077.62,
706.10,1057.46,1083.48,
706.51,1059.22,1081.53,
706.92,1062.08,1083.22,
707.33,1064.49,1079.92,
707.74,1065.06,1081.83,
708.16,1070.06,1090.81,
708.57,1072.24,1089.83,
708.98,1069.99,1092.24,
709.39,1071.62,1088.05,
709.80,1069.34,1081.87,
710.21,1067.40,1076.00,
710.63,1062.28,1080.87,
711.04,1059.41,1082.07,
711.45,1063.94,1078.67,
711.86,1059.43,1073.55,
712.27,1053.43,1068.29,
712.68,1047.44,1065.77,
713.09,1041.31,1058.33,
713.51,1035.43,1053.21,
713.92,1025.30,1045.91,
714.33,1015.30,1025.64,
714.74,999.60,1014.83,
715.15,984.86,1000.85,
715.56,968.42,997.05,
715.97,952.02,981.44,
716.38,935.50,966.42,
716.80,930.58,946.82,
717.21,920.75,937.05,
717.62,909.78,933.96,
718.03,904.06,924.06,
718.44,900.83,916.58,
718.85,894.95,905.71,
719.26,889.09,906.33,
719.67,888.73,909.56,
720.08,888.90,907.55,
720.50,885.03,911.54,
720.91,890.96,909.60,
721.32,895.04,914.37,
721.73,897.55,913.30,
722.14,907.30,924.51,
722.55,914.69,929.08,
722.96,911.32,930.77,
723.37,909.63,929.84,
723.78,907.85,928.11,
724.19,907.60,929.33,
724.61,900.99,928.57,
725.02,897.82,932.07,
725.43,901.60,927.97,
725.84,899.27,919.89,
726.25,897.54,916.84,
726.66,899.38,914.33,
727.07,900.14,922.72,
727.48,902.49,919.91,
727.89,908.84,921.80,
728.30,909.73,915.09,
728.71,909.95,922.25,
729.12,915.27,934.57,
729.54,924.91,935.76,
729.95,927.30,940.51,
730.36,934.99,938.11,
730.77,949.53,944.05,
731.18,956.60,951.10,
731.59,960.42,957.27,
732.00,963.62,967.58,
732.41,970.20,968.61,
732.82,975.64,974.05,
733.23,975.48,973.89,
733.64,980.01,987.20,
734.05,986.57,990.57,
734.46,987.03,994.27,
734.87,992.06,995.29,
735.28,991.91,993.53,
735.69,991.16,998.46,
736.10,1001.33,998.08,
736.51,995.71,1009.55,
736.93,994.50,1010.83,
737.34,995.46,1009.37,
737.75,996.19,1014.24,
738.16,998.10,1011.25,
738.57,989.42,1021.52,
738.98,990.67,1022.86,
739.39,988.84,1020.28,
739.80,990.00,1010.73,
740.21,985.79,1016.57,
740.62,987.86,1025.38,
741.03,987.49,1021.74,
741.44,993.38,1024.35,
741.85,998.83,1018.12,
742.26,997.57,1021.10,
742.67,1001.25,1023.17,
743.08,998.39,1024.57,
743.49,999.03,1027.81,
743.90,995.85,1017.06,
744.31,996.23,1018.35,
744.72,1005.81,1017.76,
745.13,1003.79,1026.04,
745.54,1009.80,1030.41,
745.95,1009.15,1035.01,
746.36,1009.99,1030.70,
746.77,1010.58,1024.41,
747.18,1010.30,1029.37,
747.59,1013.11,1026.14,
748.00,1004.74,1034.36,
748.41,998.79,1031.99,
748.82,1000.04,1028.11,
749.23,999.18,1029.05,
749.64,991.15,1022.86,
750.05,999.14,1033.63,
750.46,998.59,1035.81,
750.87,992.67,1031.73,
751.28,993.49,1018.44,
751.69,993.27,1021.83,
752.10,994.92,1020.82,
752.51,987.14,1017.60,
752.92,984.09,1018.25,
753.33,985.75,1006.48,
753.74,975.91,1004.83,
754.15,968.58,1003.05,
754.56,962.22,995.84,
754.96,951.28,984.05,
755.37,938.71,961.54,
755.78,921.80,945.60,
756.19,890.56,919.91,
756.60,856.10,894.73,
757.01,822.02,860.73,
757.42,779.97,827.05,
757.83,731.50,778.66,
758.24,685.30,731.67,
758.65,653.46,697.15,
759.06,615.04,650.45,
759.47,574.93,623.54,
759.88,541.31,585.40,
760.29,516.45,546.55,
760.70,490.85,517.23,
761.11,470.40,493.07,
761.52,458.15,481.81,
761.92,451.85,473.69,
762.33,449.94,467.06,
762.74,463.93,459.15,
763.15,482.84,479.98,
763.56,511.63,502.05,
763.97,551.16,528.07,
764.38,584.71,561.56,
764.79,619.09,584.27,
765.20,654.49,622.44,
765.61,688.29,656.16,
766.02,719.48,686.34,
766.43,744.78,721.32,
766.83,776.11,749.62,
767.24,801.42,780.77,
767.65,824.09,805.36,
768.06,851.99,841.12,
768.47,877.31,865.43,
768.88,896.30,896.30,
769.29,914.69,906.72,
769.70,926.96,920.96,
770.11,935.52,940.53,
770.52,941.54,945.57,
770.92,941.81,961.98,
771.33,947.99,967.17,
771.74,944.52,965.76,
772.15,947.32,970.65,
772.56,958.32,979.68,
772.97,959.77,989.32,
773.38,961.85,992.52,
773.79,966.21,994.93,
774.19,967.85,976.08,
774.60,966.76,980.18,
775.01,962.09,981.75,
775.42,964.97,980.53,
775.83,960.57,982.43,
776.24,960.73,968.04,
776.65,970.00,974.19,
777.05,969.13,965.98,
777.46,964.25,966.36,
777.87,973.38,964.94,
778.28,970.90,963.50,
778.69,965.24,953.59,
779.10,959.87,949.25,
779.50,959.41,954.09,
779.91,958.84,956.71,
780.32,952.12,966.02,
780.73,950.33,959.99,
781.14,950.79,955.10,
781.55,950.40,956.88,
781.95,948.17,952.49,
782.36,944.57,965.15,
782.77,937.88,962.82,
783.18,943.41,965.15,
783.59,937.86,966.18,
784.00,931.97,961.43,
784.40,933.61,966.45,
784.81,931.90,965.89,
785.22,934.61,962.03,
785.63,928.85,940.93,
786.04,924.40,939.78,
786.44,924.84,940.22,
786.85,924.87,935.84,
787.26,925.90,933.58,
787.67,920.32,922.52,
788.08,922.86,929.50,
788.48,926.69,922.25,
788.89,917.85,917.85,
789.30,914.14,915.26,
789.71,918.54,910.62,
790.12,920.51,911.41,
790.52,918.03,905.44,
790.93,915.35,906.14,
791.34,911.53,905.74,
791.75,921.70,920.53,
792.15,915.70,914.53,
792.56,913.21,900.29,
792.97,913.91,910.37,
793.38,915.76,909.83,
793.78,918.82,922.38,
794.19,910.69,914.24,
794.60,911.68,912.86,
795.01,914.89,913.70,
795.42,910.75,916.62,
795.82,909.84,919.18,
796.23,906.84,920.78,
796.64,898.52,918.13,
797.05,908.81,906.52,
797.45,907.93,907.93,
797.86,905.59,912.37,
798.27,909.78,913.16,
798.67,910.82,918.64,
799.08,916.29,905.18,
799.49,910.01,911.11,
799.90,907.05,908.15,
800.30,910.78,906.41,
800.71,908.98,910.07,
801.12,906.09,905.01,
801.53,904.89,899.51,
801.93,906.63,895.93,
802.34,910.74,900.08,
802.75,914.13,904.58,
803.15,911.17,919.64,
803.56,904.50,916.11,
803.97,899.43,906.78,
804.38,902.76,916.32,
804.78,899.94,917.57,
805.19,893.73,929.81,
805.60,901.05,921.53,
806.00,907.50,918.69,
806.41,908.27,918.38,
806.82,905.23,909.26,
807.22,906.74,912.75,
807.63,905.84,909.82,
808.04,893.34,908.18,
808.44,889.62,895.52,
808.85,885.50,894.33,
809.26,878.21,887.97,
809.67,876.02,882.82,
810.07,871.35,878.12,
810.48,861.07,855.28,
810.89,858.81,847.24,
811.29,849.83,831.57,
811.70,835.95,824.44,
812.11,818.37,812.62,
812.51,803.16,802.21,
812.92,792.50,798.21,
813.32,773.52,784.91,
813.73,762.86,776.11,
814.14,758.62,768.05,
814.54,744.43,767.93,
814.95,735.00,756.54,
815.36,728.14,743.05,
815.76,725.69,744.27,
816.17,725.90,743.49,
816.58,726.36,748.48,
816.98,720.93,745.72,
817.39,724.33,745.39,
817.79,724.76,746.64,
818.20,726.84,748.62,
818.61,726.53,750.92,
819.01,729.34,750.05,
819.42,738.12,752.45,
819.83,737.04,746.84,
820.23,737.83,749.38,
820.64,742.53,746.06,
821.04,745.94,745.06,
821.45,749.10,749.97,
821.86,747.54,742.31,
822.26,750.28,741.60,
822.67,750.41,747.81,
823.07,752.35,747.18,
823.48,752.34,750.62,
823.89,753.18,749.76,
824.29,756.32,751.22,
824.70,765.35,752.65,
825.10,767.29,756.34,
825.51,766.08,756.85,
825.91,766.02,766.85,
826.32,767.10,766.27,
826.73,767.92,767.92,
827.13,766.45,774.70,
827.54,767.49,778.16,
827.94,771.07,789.06,
828.35,768.07,786.80,
828.75,772.33,782.88,
829.16,772.34,787.69,
829.57,770.49,785.79,
829.97,774.18,788.62,
830.38,777.50,789.48,
830.78,777.12,791.45,
831.19,778.09,787.61,
831.59,781.15,792.21,
832.00,788.49,791.64,
832.40,788.83,791.97,
832.81,792.63,797.32,
833.21,801.35,790.45,
833.62,803.88,791.49,
834.02,804.61,790.72,
834.43,807.97,798.75,
834.83,807.82,801.70,
835.24,814.25,797.48,
835.64,817.81,801.11,
836.05,818.23,803.10,
836.45,817.77,807.22,
836.86,819.33,810.32,
837.26,820.93,817.19,
837.67,816.00,816.74,
838.07,815.32,819.03,
838.48,826.58,832.49,
838.88,831.90,828.95,
839.29,833.06,838.19,
839.69,831.60,838.18,
840.10,838.00,836.54,
840.50,839.98,834.18,
840.91,836.72,837.44,
841.31,833.51,843.58,
841.72,830.40,846.18,
842.12,827.83,847.84,
842.53,827.76,842.72,
842.93,826.57,844.33,
843.34,825.17,847.13,
843.74,833.38,847.50,
844.15,833.21,849.40,
844.55,827.81,836.23,
844.95,822.78,840.97,
845.36,820.84,840.35,
845.76,818.81,837.54,
846.17,811.07,839.42,
846.57,808.29,833.77,
846.98,808.01,825.83,
847.38,805.17,822.23,
847.79,809.23,819.42,
848.19,807.92,816.04,
848.59,806.24,819.72,
849.00,803.17,814.59,
849.40,802.73,810.76,
849.81,797.09,811.75,
850.21,790.55,805.83,
850.61,785.05,806.87,
851.02,780.64,801.70,
851.42,774.87,795.19,
851.83,772.23,791.83,
852.23,773.25,788.22,
852.63,771.31,794.01,
853.04,771.33,796.57,
853.44,767.86,796.25,
853.85,765.93,792.30,
854.25,768.60,794.88,
854.65,767.93,794.77,
855.06,771.45,794.38,
855.46,772.74,793.08,
855.86,775.79,788.46,
856.27,781.75,793.14,
856.67,784.49,794.59,
857.08,786.80,793.74,
857.48,796.17,796.80,
857.88,799.27,799.90,
858.29,799.92,799.92,
858.69,801.95,797.58,
859.09,805.25,800.26,
859.50,810.23,802.14,
859.90,806.78,806.78,
860.30,805.74,806.36,
860.71,805.09,805.71,
861.11,803.53,809.06,
861.51,800.85,809.42,
861.92,796.87,812.73,
862.32,796.31,810.30,
862.72,796.75,804.04,
863.13,797.67,805.53,
863.53,790.19,801.66,
863.93,787.13,802.80,
864.34,783.52,803.36,
864.74,782.20,803.18,
865.14,775.85,792.59,
865.54,771.91,792.79,
865.95,772.98,791.42,
866.35,771.12,787.74,
866.75,770.83,786.23,
867.16,775.66,778.62,
867.56,778.50,777.91,
867.96,781.70,776.99,
868.36,779.59,774.90,
868.77,781.66,778.74,
869.17,778.15,778.15,
869.57,778.60,779.76,
869.98,780.05,778.31,
870.38,782.88,781.14,
870.78,782.59,783.17,
871.18,789.01,790.74,
871.59,788.89,787.74,
871.99,790.06,785.46,
872.39,789.32,790.46,
872.79,789.57,790.14,
873.20,786.10,796.97,
873.60,782.39,791.52,
874.00,780.63,790.89,
874.40,781.24,796.03,
874.80,778.78,794.68,
875.21,779.08,796.64,
875.61,780.88,798.95,
876.01,777.69,799.66,
876.41,781.63,794.54,
876.82,780.52,791.72,
877.22,778.00,791.96,
877.62,778.44,790.14,
878.02,776.64,789.42,
878.42,778.54,781.31,
878.82,775.20,782.94,
879.23,772.53,779.15,
879.63,773.10,782.45,
880.03,772.77,784.29,
880.43,768.90,779.29,
880.83,767.99,778.36,
881.24,767.66,778.00,
881.64,768.77,775.83,
882.04,768.14,774.63,
882.44,765.19,778.14,
882.84,767.99,774.45,
883.24,766.76,769.45,
883.65,767.80,773.15,
884.05,764.43,772.43,
884.45,762.26,775.03,
884.85,766.80,771.58,
885.25,762.85,770.79,
885.65,761.98,770.43,
886.05,762.87,767.09,
886.46,764.75,767.91,
886.86,763.94,766.57,
887.26,760.00,766.82,
887.66,757.37,763.66,
888.06,758.83,761.97,
888.46,755.82,758.96,
888.86,748.73,761.25,
889.26,748.01,761.03,
889.66,746.11,752.35,
890.07,746.91,753.14,
890.47,743.37,751.13,
890.87,738.04,748.37,
891.27,736.87,744.60,
891.67,733.28,737.39,
892.07,726.34,731.97,
892.47,717.75,726.95,
892.87,710.38,721.10,
893.27,704.90,710.50,
893.67,697.85,705.48,
894.07,691.19,696.78,
894.47,683.05,686.60,
894.87,674.33,677.88,
895.27,665.78,668.31,
895.67,655.13,663.73,
896.08,644.88,652.46,
896.48,632.46,641.54,
896.88,621.00,632.09,
897.28,613.82,621.37,
897.68,601.89,616.48,
898.08,594.97,608.52,
898.48,592.70,603.23,
898.88,590.15,595.66,
899.28,586.27,592.26,
899.68,583.13,590.61,
900.08,581.50,589.96,
900.48,581.82,592.24,
900.88,581.58,590.00,
901.28,583.91,592.82,
901.68,588.42,596.34,
902.08,591.68,600.07,
902.48,598.60,605.02,
902.88,601.05,609.43,
903.28,603.46,615.28,
903.68,611.83,615.27,
904.08,613.23,618.64,
904.48,614.31,618.24,
904.88,609.95,619.77,
905.28,610.55,619.88,
905.68,608.39,615.25,
906.07,600.84,614.06,
906.47,597.86,608.62,
906.87,598.41,609.65,
907.27,591.84,604.05,
907.67,585.16,597.84,
908.07,582.02,595.17,
908.47,578.11,590.75,
908.87,576.67,585.41,
909.27,574.55,581.34,
909.67,572.08,579.35,
910.07,570.20,574.08,
910.47,565.63,574.34,
910.87,566.02,572.78,
911.27,564.06,568.89,
911.66,562.72,568.99,
912.06,566.48,564.55,
912.46,564.56,564.56,
912.86,561.60,561.60,
913.26,560.64,561.60,
913.66,561.49,561.49,
914.06,558.71,559.67,
914.46,556.82,557.78,
914.85,557.24,558.68,
915.25,555.56,560.35,
915.65,553.80,563.38,
916.05,556.87,567.39,
916.45,558.76,568.80,
916.85,562.01,570.60,
917.25,568.05,577.11,
917.64,575.77,581.02,
918.04,578.09,588.57,
918.44,577.47,592.23,
918.84,581.42,596.66,
919.24,585.35,598.69,
919.64,584.27,601.90,
920.03,587.66,605.31,
920.43,591.04,608.23,
920.83,592.70,609.42,
921.23,593.99,606.42,
921.63,595.48,606.01,
922.02,595.75,604.84,
922.42,597.28,603.01,
922.82,592.97,601.59,
923.22,589.73,598.83,
923.62,583.10,597.96,
924.01,576.71,594.46,
924.41,576.45,589.41,
924.81,570.21,585.56,
925.21,563.54,579.38,
925.60,564.14,571.82,
926.00,554.84,562.52,
926.40,544.12,556.11,
926.80,533.19,546.15,
927.19,523.71,538.59,
927.59,509.09,524.46,
927.99,491.67,510.92,
928.39,475.85,499.47,
928.78,460.26,483.93,
929.18,439.01,465.12,
929.58,419.53,446.17,
929.98,400.82,425.56,
930.37,381.05,406.32,
930.77,363.42,383.88,
931.17,344.20,368.12,
931.56,324.52,350.95,
931.96,307.04,333.08,
932.36,291.58,314.77,
932.75,277.38,301.16,
933.15,261.20,288.07,
933.55,251.53,278.03,
933.94,242.23,266.36,
934.34,233.25,253.45,
934.74,229.47,247.75,
935.13,227.30,245.17,
935.53,228.05,241.91,
935.93,233.64,241.40,
936.32,240.55,243.16,
936.72,247.07,247.60,
937.12,249.04,250.09,
937.51,255.80,257.93,
937.91,264.59,265.66,
938.31,267.56,275.66,
938.70,272.91,279.99,
939.10,283.31,286.05,
939.49,288.60,292.47,
939.89,294.94,299.94,
940.29,300.29,307.57,
940.68,304.88,311.07,
941.08,310.48,312.18,
941.47,308.20,315.61,
941.87,306.59,315.76,
942.27,301.57,317.11,
942.66,296.74,316.94,
943.06,296.60,316.88,
943.45,291.48,311.22,
943.85,289.06,309.41,
944.24,294.05,304.53,
944.64,294.68,303.41,
945.04,292.71,301.43,
945.43,291.88,297.12,
945.83,295.67,296.83,
946.22,295.73,299.21,
946.62,292.75,298.53,
947.01,297.34,298.49,
947.41,301.29,299.57,
947.80,301.34,303.06,
948.20,303.89,304.46,
948.59,307.54,305.82,
948.99,310.28,309.15,
949.38,316.02,312.62,
949.78,317.38,313.99,
950.17,318.70,315.32,
950.57,317.31,317.87,
950.96,318.60,321.40,
951.36,322.13,326.60,
951.75,320.56,328.35,
952.15,322.49,328.60,
952.54,328.48,331.80,
952.94,327.26,335.00,
953.33,328.10,337.48,
953.73,330.64,338.89,
954.12,333.05,341.28,
954.51,334.94,342.61,
954.91,336.84,342.85,
955.30,338.37,346.54,
955.70,340.97,350.76,
956.09,341.76,353.15,
956.49,348.50,351.20,
956.88,349.30,354.16,
957.27,350.53,355.38,
957.67,357.20,355.06,
958.06,360.58,357.37,
958.46,360.88,359.27,
958.85,361.26,362.86,
959.24,366.75,365.68,
959.64,371.49,370.95,
960.03,371.74,374.40,
960.42,377.98,382.23,
960.82,385.36,384.83,
961.21,390.32,387.13,
961.61,392.72,391.13,
962.00,398.76,396.64,
962.39,402.96,404.55,
962.79,413.19,410.00,
963.18,419.47,413.09,
963.57,423.58,423.05,
963.97,428.64,429.71,
964.36,436.04,437.10,
964.75,446.98,442.73,
965.15,450.27,450.80,
965.54,458.61,455.42,
965.93,471.66,463.70,
966.32,478.71,469.70,
966.72,483.73,478.96,
967.11,496.20,487.73,
967.50,506.14,491.31,
967.90,513.20,500.49,
968.29,518.42,508.36,
968.68,523.90,513.83,
969.07,527.82,523.05,
969.47,527.29,526.23,
969.86,531.98,529.86,
970.25,533.60,534.13,
970.64,532.66,537.45,
971.04,539.23,537.63,
971.43,540.17,540.17,
971.82,537.85,537.85,
972.21,535.24,535.24,
972.61,533.18,534.25,
973.00,526.74,533.19,
973.39,519.07,535.22,
973.78,517.35,533.54,
974.17,513.40,531.78,
974.57,511.06,532.69,
974.96,511.52,529.93,
975.35,515.67,531.38,
975.74,517.51,532.14,
976.13,522.90,532.12,
976.53,526.03,533.09,
976.92,525.52,535.30,
977.31,524.80,536.76,
977.70,529.34,540.22,
978.09,534.37,544.71,
978.48,533.57,546.09,
978.87,537.31,548.21,
979.27,547.63,550.90,
979.66,549.76,553.04,
980.05,555.52,554.42,
980.44,559.58,556.30,
980.83,564.76,558.71,
981.22,568.71,561.54,
981.61,567.57,565.91,
982.00,571.59,570.48,
982.39,576.18,575.07,
982.79,579.13,576.90,
983.18,582.75,578.28,
983.57,582.84,583.40,
983.96,584.23,585.35,
984.35,589.94,591.06,
984.74,589.86,593.79,
985.13,589.75,594.25,
985.52,594.07,596.32,
985.91,594.13,599.75,
986.30,595.46,602.77,
986.69,591.72,605.77,
987.08,596.65,606.20,
987.47,598.11,604.28,
987.86,595.79,605.89,
988.25,594.27,606.60,
988.64,595.21,608.10,
989.03,597.54,612.10,
989.42,600.40,608.23,
989.81,604.40,609.99,
990.20,605.04,609.50,
990.59,606.58,608.81,
990.98,607.28,612.28,
991.37,608.11,611.98,
991.76,607.20,612.69,
992.15,607.74,612.10,
992.54,613.16,612.08,
992.93,611.73,613.34,
993.32,615.21,615.73,
993.71,615.75,613.15,
994.10,617.67,612.56,
994.49,620.66,614.63,
994.87,621.06,613.66,
995.26,623.02,618.20,
995.65,620.72,619.30,
996.04,621.07,619.22,
996.43,621.05,619.70,
996.82,619.30,618.42,
997.21,618.30,618.72,
997.60,624.03,616.07,
997.99,623.70,614.28,
998.38,620.18,613.36,
998.76,618.14,613.02,
999.15,615.71,612.22,
999.54,615.05,612.37,
999.93,609.92,612.95,
1000.32,608.15,610.03,
1000.71,606.13,608.38,
1001.09,601.63,606.13,
1001.48,600.60,603.62,
1001.87,597.02,601.21,
1002.26,596.12,598.81,
1002.65,596.74,597.13,
1003.03,595.40,595.40,
1003.42,589.33,597.05,
1003.81,586.43,596.83,
1004.20,587.31,596.69,
1004.59,585.62,594.37,
1004.97,582.84,593.20,
1005.36,583.88,594.53,
1005.75,586.45,592.64,
1006.14,582.74,594.50,
1006.52,582.84,596.43,
1006.91,584.05,596.98,
1007.30,583.18,596.43,
1007.69,587.52,598.39,
1008.07,588.69,601.48,
1008.46,591.64,602.45,
1008.85,589.54,604.09,
1009.23,588.82,602.47,
1009.62,592.83,603.72,
1010.01,587.70,604.95,
1010.40,589.66,609.74,
1010.78,593.73,609.03,
1011.17,592.79,603.16,
1011.56,591.47,604.63,
1011.94,591.72,602.39,
1012.33,593.65,597.71,
1012.72,594.70,598.13,
1013.10,595.97,598.05,
1013.49,593.09,597.31,
1013.87,590.92,596.62,
1014.26,584.65,596.17,
1014.65,584.67,597.78,
1015.03,584.02,600.96,
1015.42,581.55,598.68,
1015.81,589.69,594.95,
1016.19,590.84,591.60,
1016.58,588.49,592.34,
1016.96,579.79,594.53,
1017.35,582.75,593.73,
1017.73,584.83,592.75,
1018.12,575.56,593.97,
1018.51,573.13,593.34,
1018.89,575.22,595.65,
1019.28,575.35,595.13,
1019.66,572.70,594.31,
1020.05,573.27,590.87,
1020.43,574.65,586.48,
1020.82,580.46,586.42,
1021.20,576.55,584.28,
1021.59,572.91,583.32,
1021.97,570.26,578.12,
1022.36,567.95,578.50,
1022.74,575.51,578.16,
1023.13,567.66,574.79,
1023.51,569.61,575.88,
1023.90,582.77,579.16,
1024.28,581.24,577.60,
1024.67,577.25,571.76,
1025.05,576.40,577.32,
1025.44,571.75,577.31,
1025.82,570.02,578.42,
1026.21,568.22,574.80,
1026.59,566.19,573.76,
1026.97,569.77,577.41,
1027.36,567.08,578.61,
1027.74,569.70,585.20,
1028.13,571.69,581.47,
1028.51,570.38,580.23,
1028.89,579.03,583.00,
1029.28,577.41,585.43,
1029.66,570.98,580.07,
1030.05,563.70,584.09,
1030.43,560.56,585.24,
1030.81,565.31,577.76,
1031.20,564.98,575.44,
1031.58,569.10,576.49,
1031.96,568.24,576.76,
1032.35,563.41,581.66,
1032.73,563.03,572.75,
1033.11,561.94,573.92,
1033.50,559.32,574.67,
1033.88,566.17,575.00,
1034.26,567.22,573.89,
1034.65,565.42,572.14,
1035.03,558.47,567.47,
1035.41,560.75,567.54,
1035.79,565.78,562.36,
1036.18,558.86,562.31,
1036.56,557.43,565.53,
1036.94,568.10,565.76,
1037.32,564.01,564.01,
1037.71,561.57,566.30,
1038.09,564.79,561.22,
1038.47,570.67,568.27,
1038.85,568.91,565.28,
1039.24,568.04,560.71,
1039.62,563.09,574.20,
1040.00,557.21,573.41,
1040.38,548.28,573.44,
1040.76,545.38,574.62,
1041.15,539.67,576.93,
1041.53,541.42,575.18,
1041.91,552.61,572.30,
1042.29,554.76,570.69,
1042.67,550.09,574.19,
1043.05,549.88,564.74,
1043.44,551.77,559.96,
1043.82,549.96,563.75,
1044.20,539.52,565.94,
1044.58,542.16,566.03,
1044.96,544.93,567.63,
1045.34,532.65,555.50,
1045.72,534.00,554.15,
1046.10,538.42,551.48,
1046.48,541.82,547.66,
1046.87,546.77,545.30,
1047.25,550.99,546.55,
1047.63,550.32,545.84,
1048.01,537.96,545.45,
1048.39,537.02,543.06,
1048.77,539.60,551.77,
1049.15,537.18,550.96,
1049.53,537.43,538.97,
1049.91,552.26,533.54,
1050.29,553.44,531.43,
1050.67,546.25,530.42,
1051.05,551.20,528.83,
1051.43,549.63,528.68,
1051.81,556.28,536.77,
1052.19,558.18,538.48,
1052.57,560.65,535.77,
1052.95,553.16,536.40,
1053.33,561.29,539.24,
1053.71,573.18,532.00,
1054.09,562.48,539.91,
1054.47,562.06,540.98,
1054.85,572.27,542.06,
1055.23,573.48,548.31,
1055.60,552.42,550.60,
1055.98,538.64,544.16,
1056.36,547.30,543.58,
1056.74,546.24,544.36,
1057.12,539.05,542.86,
1057.50,523.92,529.70,
1057.88,522.11,535.75,
1058.26,514.15,537.79,
1058.64,507.49,539.33,
1059.01,488.68,534.94,
1059.39,486.90,537.62,
1059.77,503.23,527.78,
1060.15,503.28,530.09,
1060.53,492.95,526.23,
1060.91,484.84,522.62,
1061.28,495.66,521.08,
1061.66,491.72,528.07,
1062.04,472.25,530.47,
1062.42,478.30,528.31,
1062.80,495.53,530.61,
1063.17,502.05,530.81,
1063.55,499.68,521.99,
1063.93,504.28,517.79,
1064.31,513.78,513.78,
1064.68,511.42,513.72,
1065.06,513.57,511.25,
1065.44,509.71,512.04,
1065.82,502.89,507.62,
1066.19,486.67,510.53,
1066.57,491.99,508.87,
1066.95,490.65,507.74,
1067.32,498.05,505.45,
1067.70,523.14,505.70,
1068.08,523.38,500.74,
1068.45,518.59,503.33,
1068.83,508.49,511.05,
1069.21,509.36,514.56,
1069.58,513.06,513.06,
1069.96,494.71,513.32,
1070.34,508.43,513.81,
1070.71,492.10,497.53,
1071.09,485.77,496.75,
1071.47,487.67,495.98,
1071.84,492.89,498.49,
1072.22,491.62,500.10,
1072.59,506.41,486.49,
1072.97,524.35,487.10,
1073.35,502.62,488.18,
1073.72,488.95,488.95,
1074.10,490.61,487.68,
1074.47,515.96,471.48,
1074.85,499.46,469.55,
1075.22,502.80,475.70,
1075.60,530.79,476.20,
1075.97,501.08,470.52,
1076.35,498.31,495.23,
1076.72,490.31,496.52,
1077.10,501.36,491.96,
1077.47,515.09,480.33,
1077.85,519.45,481.21,
1078.22,514.75,492.23,
1078.60,509.76,490.28,
1078.97,521.27,481.93,
1079.35,520.30,493.78,
1079.72,503.07,496.36,
1080.10,501.27,491.11,
1080.47,533.78,482.46,
1080.84,518.66,470.26,
1081.22,492.74,464.79,
1081.59,515.91,462.90,
1081.97,513.01,452.02,
1082.34,527.31,454.58,
1082.71,511.85,460.30,
1083.09,518.22,458.57,
1083.46,505.88,445.48,
1083.83,481.39,447.00,
1084.21,471.35,444.30,
1084.58,469.65,438.34,
1084.95,471.54,420.02,
1085.33,496.13,428.11,
1085.70,485.39,448.99,
1086.07,470.58,458.30,
1086.45,458.88,450.61,
1086.82,477.10,456.17,
1087.19,473.87,456.94,
1087.57,475.42,488.26,
1087.94,479.91,479.91,
1088.31,506.25,480.07,
1088.68,475.40,493.01,
1089.06,474.72,505.78,
1089.43,497.35,506.31,
1089.80,485.76,508.46,
1090.17,500.28,523.23,
1090.54,518.78,518.78,
1090.92,505.70,515.06,
1091.29,458.30,496.10,
1091.66,451.79,499.34,
1092.03,479.41,503.38,
1092.40,431.16,498.99,
1092.78,445.49,504.24,
1093.15,473.88,464.01,
1093.52,462.52,457.55,
1093.89,437.53,457.64,
1094.26,456.62,446.47,
1094.63,472.42,446.74,
1095.00,472.32,456.75,
1095.37,514.55,446.29,
1095.75,482.48,440.06,
1096.12,460.86,460.86,
1096.49,449.06,449.06,
1096.86,458.55,431.25,
1097.23,386.85,420.01,
1097.60,381.33,414.98,
1097.97,459.48,414.10,
1098.34,424.86,407.64,
1098.71,395.39,407.02,
1099.08,371.72,418.93,
1099.45,387.48,411.33,
1099.82,380.06,416.26,
1100.19,337.59,429.66,
1100.56,0.00,0.00,
1100.93,0.00,0.00,
1101.30,0.00,0.00,
1101.67,0.00,0.00,
1102.04,0.00,0.00,
1102.41,0.00,0.00,
1102.78,0.00,0.00,
1103.15,0.00,0.00,
1103.52,0.00,0.00,
1103.88,0.00,0.00,
1104.25,0.00,0.00,
1104.62,0.00,0.00,
1104.99,0.00,0.00,
1105.36,0.00,0.00,
1105.73,0.00,0.00,
1106.10,0.00,0.00,
1106.47,0.00,0.00,
1106.83,0.00,0.00,
1107.20,0.00,0.00,
1107.57,0.00,0.00,
