Date,2016/05/30,2016/05/30,2016/05/30,
Time,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,
Exposure Time(msec),1000,1000,1000,
Sensor Temp.(deg),24.7,24.6,24.7,
Power(V),5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
287.77,-0.00,0.00,0.00,
288.21,-0.00,0.00,-0.00,
288.65,-0.00,0.00,-0.00,
289.08,-0.00,0.00,-0.00,
289.52,-0.00,0.00,0.00,
289.95,-0.00,-0.00,-0.00,
290.39,-0.00,-0.00,0.00,
290.82,-0.00,-0.00,0.00,
291.26,0.00,-0.00,0.00,
291.69,-0.00,-0.00,0.00,
292.13,0.00,0.00,0.00,
292.56,0.00,-0.00,0.00,
293.00,0.00,-0.00,0.00,
293.43,0.00,-0.00,0.00,
293.87,0.00,0.00,-0.00,
294.30,0.00,0.00,-0.00,
294.74,0.09,0.06,0.14,
295.17,0.09,0.02,0.16,
295.61,0.15,0.02,0.15,
296.04,0.17,0.04,0.15,
296.47,0.16,0.01,0.19,
296.91,0.16,0.07,0.22,
297.34,0.19,0.08,0.23,
297.78,0.22,0.13,0.20,
298.21,0.25,0.12,0.18,
298.65,0.30,0.07,0.14,
299.08,0.23,0.07,0.19,
299.51,0.24,0.14,0.20,
299.95,0.23,0.20,0.24,
300.38,0.25,0.21,0.39,
300.82,0.25,0.21,0.44,
301.25,0.30,0.30,0.43,
301.68,0.33,0.31,0.45,
302.12,0.36,0.32,0.53,
302.55,0.39,0.42,0.61,
302.99,0.48,0.55,0.60,
303.42,0.59,0.67,0.73,
303.85,0.61,0.74,0.86,
304.29,0.72,0.81,0.97,
304.72,0.79,0.91,1.12,
305.15,0.85,1.07,1.33,
305.59,0.97,1.27,1.57,
306.02,1.10,1.46,1.85,
306.46,1.24,1.65,2.10,
306.89,1.43,1.92,2.33,
307.32,1.71,2.13,2.61,
307.76,1.89,2.31,2.90,
308.19,2.09,2.61,3.27,
308.62,2.29,2.97,3.55,
309.06,2.54,3.31,3.93,
309.49,2.73,3.65,4.47,
309.92,2.98,3.90,4.85,
310.35,3.32,4.25,5.25,
310.79,3.61,4.61,5.72,
311.22,3.86,4.95,6.17,
311.65,4.24,5.43,6.71,
312.09,4.59,5.81,7.15,
312.52,5.01,6.30,7.72,
312.95,5.43,6.77,8.25,
313.38,5.85,7.21,8.79,
313.82,6.16,7.64,9.33,
314.25,6.51,8.20,9.90,
314.68,6.90,8.76,10.52,
315.12,7.26,9.27,11.23,
315.55,7.63,9.71,11.82,
315.98,8.13,10.36,12.55,
316.41,8.65,10.91,13.25,
316.85,9.00,11.42,13.90,
317.28,9.36,12.01,14.54,
317.71,9.86,12.65,15.13,
318.14,10.27,13.15,15.74,
318.57,10.61,13.63,16.37,
319.01,11.00,14.11,16.94,
319.44,11.39,14.61,17.58,
319.87,11.68,15.11,18.18,
320.30,12.07,15.68,18.83,
320.73,12.57,16.25,19.59,
321.17,13.01,16.80,20.29,
321.60,13.64,17.64,21.20,
322.03,14.40,18.44,22.10,
322.46,14.98,19.13,22.95,
322.89,15.48,19.84,23.79,
323.33,16.15,20.70,24.71,
323.76,16.79,21.45,25.62,
324.19,17.27,22.12,26.64,
324.62,17.87,22.83,27.52,
325.05,18.60,23.79,28.64,
325.48,19.19,24.56,29.58,
325.92,19.74,25.23,30.47,
326.35,20.37,26.06,31.42,
326.78,20.90,26.72,32.21,
327.21,21.42,27.38,32.95,
327.64,21.95,27.89,33.56,
328.07,22.33,28.28,34.08,
328.50,22.57,28.63,34.57,
328.93,22.75,28.93,34.93,
329.37,22.94,29.21,35.18,
329.80,23.07,29.40,35.53,
330.23,23.12,29.48,35.71,
330.66,23.42,29.88,36.01,
331.09,23.59,30.04,36.22,
331.52,23.62,30.05,36.27,
331.95,23.58,30.06,36.29,
332.38,23.64,30.13,36.22,
332.81,23.61,30.11,36.20,
333.24,23.51,30.01,36.10,
333.68,23.50,29.95,36.03,
334.11,23.49,30.02,36.12,
334.54,23.44,30.03,36.11,
334.97,23.41,30.09,36.14,
335.40,23.49,30.22,36.31,
335.83,23.56,30.34,36.54,
336.26,23.75,30.59,36.78,
336.69,23.99,30.79,36.97,
337.12,24.12,30.88,37.20,
337.55,24.24,31.11,37.47,
337.98,24.40,31.32,37.66,
338.41,24.60,31.52,37.89,
338.84,24.68,31.69,38.19,
339.27,24.79,31.76,38.35,
339.70,24.99,32.01,38.64,
340.13,25.11,32.18,38.90,
340.56,25.16,32.26,39.07,
340.99,25.21,32.34,39.19,
341.42,25.27,32.39,39.20,
341.85,25.34,32.38,39.19,
342.28,25.37,32.28,39.11,
342.71,25.32,32.14,39.03,
343.14,25.32,32.18,39.11,
343.57,25.28,32.22,39.07,
344.00,25.25,32.20,39.03,
344.43,25.21,32.19,39.11,
344.86,25.16,32.18,39.10,
345.29,25.25,32.28,39.22,
345.72,25.32,32.33,39.31,
346.15,25.38,32.43,39.46,
346.58,25.49,32.60,39.59,
347.01,25.65,32.79,39.73,
347.44,25.85,33.03,40.05,
347.87,26.04,33.22,40.36,
348.30,26.20,33.42,40.62,
348.73,26.45,33.77,41.04,
349.16,26.62,34.09,41.39,
349.59,26.79,34.32,41.66,
350.02,26.79,34.29,41.69,
350.44,27.00,34.54,42.02,
350.87,27.23,34.87,42.36,
351.30,27.52,35.13,42.66,
351.73,27.66,35.33,42.93,
352.16,27.84,35.66,43.24,
352.59,28.00,35.83,43.41,
353.02,28.01,35.81,43.45,
353.45,27.92,35.74,43.43,
353.88,27.82,35.60,43.24,
354.31,27.60,35.34,42.91,
354.73,27.31,35.07,42.57,
355.16,27.00,34.77,42.17,
355.59,26.75,34.46,41.82,
356.02,26.60,34.25,41.58,
356.45,26.52,34.17,41.43,
356.88,26.48,34.03,41.25,
357.31,26.34,33.80,41.00,
357.74,26.19,33.66,40.87,
358.16,26.13,33.61,40.77,
358.59,26.05,33.45,40.61,
359.02,26.05,33.49,40.76,
359.45,26.13,33.61,40.94,
359.88,26.34,33.83,41.24,
360.31,26.60,34.16,41.63,
360.73,26.93,34.63,42.19,
361.16,27.38,35.19,42.87,
361.59,27.90,35.83,43.59,
362.02,28.41,36.48,44.36,
362.45,28.88,37.07,45.03,
362.88,29.33,37.58,45.69,
363.30,29.70,38.16,46.39,
363.73,30.16,38.79,47.14,
364.16,30.55,39.32,47.73,
364.59,30.90,39.76,48.38,
365.02,31.29,40.27,49.03,
365.44,31.67,40.76,49.52,
365.87,32.07,41.19,49.99,
366.30,32.32,41.56,50.43,
366.73,32.57,42.00,50.92,
367.16,32.85,42.31,51.23,
367.58,33.01,42.47,51.48,
368.01,33.06,42.57,51.70,
368.44,33.08,42.52,51.65,
368.87,32.99,42.41,51.61,
369.29,32.75,42.21,51.33,
369.72,32.49,41.91,50.97,
370.15,32.16,41.47,50.49,
370.58,31.85,41.07,50.08,
371.00,31.65,40.83,49.64,
371.43,31.45,40.50,49.25,
371.86,31.21,40.18,48.93,
372.29,31.00,40.08,48.77,
372.71,30.92,40.03,48.59,
373.14,30.85,39.85,48.46,
373.57,30.84,39.90,48.60,
374.00,30.94,39.99,48.73,
374.42,31.06,40.09,48.87,
374.85,31.24,40.35,49.14,
375.28,31.42,40.67,49.46,
375.70,31.64,40.95,49.81,
376.13,31.89,41.22,50.20,
376.56,32.15,41.54,50.52,
376.99,32.37,41.74,50.76,
377.41,32.43,41.74,50.82,
377.84,32.43,41.82,50.87,
378.27,32.34,41.72,50.75,
378.69,32.11,41.40,50.39,
379.12,31.77,40.95,49.93,
379.55,31.38,40.42,49.34,
379.97,30.89,39.74,48.49,
380.40,30.38,39.01,47.59,
380.83,29.81,38.32,46.72,
381.25,29.27,37.68,45.97,
381.68,28.88,37.13,45.30,
382.11,28.53,36.69,44.75,
382.53,28.26,36.37,44.38,
382.96,28.06,36.08,44.04,
383.39,27.90,35.96,43.88,
383.81,27.84,35.98,43.86,
384.24,27.83,36.01,43.89,
384.67,27.92,36.12,44.05,
385.09,28.14,36.41,44.45,
385.52,28.51,36.86,45.00,
385.95,28.96,37.36,45.54,
386.37,29.41,37.94,46.27,
386.80,29.85,38.68,47.08,
387.22,30.42,39.39,47.91,
387.65,30.91,40.02,48.69,
388.08,31.27,40.51,49.37,
388.50,31.62,40.88,49.86,
388.93,31.85,41.14,50.15,
389.36,31.91,41.31,50.35,
389.78,31.92,41.35,50.40,
390.21,31.85,41.27,50.32,
390.63,31.79,41.12,50.17,
391.06,31.69,41.08,50.01,
391.49,31.61,40.92,49.82,
391.91,31.48,40.74,49.60,
392.34,31.36,40.69,49.55,
392.76,31.27,40.64,49.44,
393.19,31.21,40.51,49.36,
393.61,31.07,40.35,49.23,
394.04,31.04,40.27,49.16,
394.47,31.12,40.38,49.20,
394.89,31.35,40.70,49.56,
395.32,31.79,41.37,50.29,
395.74,32.51,42.33,51.48,
396.17,33.50,43.57,52.99,
396.59,34.73,45.14,54.84,
397.02,36.04,46.80,56.92,
397.45,37.39,48.37,59.01,
397.87,38.70,50.10,61.11,
398.30,39.97,51.81,63.14,
398.72,41.18,53.44,65.09,
399.15,42.39,54.97,67.02,
399.57,43.61,56.49,68.92,
400.00,44.88,58.10,70.80,
400.42,46.04,59.58,72.53,
400.85,47.06,60.87,74.14,
401.27,47.94,62.10,75.62,
401.70,48.61,62.96,76.73,
402.12,49.12,63.54,77.45,
402.55,49.46,63.95,77.96,
402.97,49.58,64.06,78.19,
403.40,49.58,64.09,78.22,
403.82,49.58,64.22,78.23,
404.25,49.55,64.27,78.22,
404.67,49.54,64.25,78.25,
405.10,49.55,64.20,78.23,
405.52,49.57,64.26,78.22,
405.95,49.61,64.22,78.22,
406.37,49.54,64.11,78.17,
406.80,49.47,64.15,78.24,
407.22,49.61,64.29,78.38,
407.65,49.64,64.24,78.43,
408.07,49.74,64.36,78.58,
408.50,49.94,64.57,78.86,
408.92,50.11,64.76,79.11,
409.35,50.38,65.13,79.52,
409.77,50.63,65.57,79.94,
410.20,50.86,65.92,80.44,
410.62,51.16,66.21,80.88,
411.04,51.44,66.60,81.31,
411.47,51.72,66.81,81.65,
411.89,51.87,66.91,81.90,
412.32,51.96,67.17,82.13,
412.74,52.13,67.49,82.44,
413.17,52.30,67.67,82.68,
413.59,52.34,67.78,82.91,
414.02,52.49,67.98,83.15,
414.44,52.64,68.10,83.35,
414.86,52.75,68.18,83.44,
415.29,52.70,68.26,83.46,
415.71,52.61,68.20,83.39,
416.14,52.61,68.16,83.42,
416.56,52.58,68.09,83.28,
416.99,52.55,68.00,83.18,
417.41,52.40,67.72,83.02,
417.83,52.28,67.65,82.86,
418.26,52.26,67.70,82.73,
418.68,52.24,67.64,82.71,
419.11,52.09,67.50,82.63,
419.53,52.07,67.40,82.51,
419.95,52.06,67.36,82.40,
420.38,52.01,67.31,82.29,
420.80,51.85,67.18,82.02,
421.23,51.69,67.15,81.95,
421.65,51.66,67.07,81.92,
422.07,51.58,66.99,81.89,
422.50,51.53,66.83,81.81,
422.92,51.47,66.64,81.70,
423.34,51.26,66.37,81.42,
423.77,51.16,66.27,81.11,
424.19,50.91,66.14,80.84,
424.62,50.56,65.76,80.48,
425.04,50.22,65.32,79.98,
425.46,50.07,65.02,79.49,
425.89,49.75,64.52,78.99,
426.31,49.28,63.85,78.21,
426.73,48.82,63.40,77.53,
427.16,48.42,62.91,76.93,
427.58,47.94,62.23,76.25,
428.00,47.52,61.55,75.41,
428.43,47.20,61.04,74.77,
428.85,46.91,60.65,74.20,
429.27,46.80,60.47,73.87,
429.70,46.70,60.55,73.74,
430.12,46.70,60.67,73.97,
430.54,46.83,60.70,74.19,
430.97,47.11,61.06,74.59,
431.39,47.45,61.37,75.06,
431.81,47.65,61.58,75.54,
432.24,47.97,62.15,76.11,
432.66,48.44,62.94,76.85,
433.08,48.95,63.66,77.81,
433.51,49.47,64.38,78.72,
433.93,50.17,65.28,79.74,
434.35,50.81,66.15,80.77,
434.77,51.38,66.86,81.71,
435.20,51.71,67.41,82.33,
435.62,51.94,67.88,82.95,
436.04,52.22,68.18,83.41,
436.47,52.42,68.42,83.65,
436.89,52.67,68.59,83.95,
437.31,52.82,68.70,84.24,
437.73,52.88,68.92,84.46,
438.16,53.18,69.42,84.80,
438.58,53.42,69.87,85.28,
439.00,53.59,70.15,85.83,
439.43,53.89,70.43,86.19,
439.85,54.30,70.92,86.66,
440.27,54.61,71.16,87.10,
440.69,54.82,71.47,87.39,
441.12,55.10,71.99,87.87,
441.54,55.45,72.49,88.48,
441.96,55.71,72.75,88.92,
442.38,56.05,73.11,89.46,
442.81,56.41,73.47,89.91,
443.23,56.63,73.84,90.28,
443.65,56.91,74.24,90.54,
444.07,57.21,74.73,90.98,
444.50,57.39,75.00,91.43,
444.92,57.70,75.24,91.83,
445.34,58.09,75.74,92.25,
445.76,58.43,76.04,92.74,
446.19,58.63,76.18,93.09,
446.61,58.82,76.62,93.56,
447.03,59.12,77.10,94.13,
447.45,59.48,77.44,94.65,
447.87,59.73,77.77,95.17,
448.30,60.20,78.32,95.75,
448.72,60.54,78.75,96.23,
449.14,60.86,79.12,96.66,
449.56,61.04,79.47,97.03,
449.99,61.21,79.78,97.48,
450.41,61.36,79.88,97.78,
450.83,61.49,80.03,97.95,
451.25,61.57,80.08,98.09,
451.67,61.54,79.87,98.09,
452.10,61.46,79.91,98.08,
452.52,61.50,80.12,98.16,
452.94,61.45,80.14,98.12,
453.36,61.43,80.08,98.19,
453.78,61.41,80.05,98.15,
454.20,61.45,80.13,98.14,
454.63,61.43,80.01,98.11,
455.05,61.31,79.85,97.95,
455.47,61.26,79.96,98.03,
455.89,61.30,80.10,98.24,
456.31,61.40,80.14,98.34,
456.74,61.53,80.28,98.46,
457.16,61.63,80.35,98.59,
457.58,61.67,80.48,98.68,
458.00,61.83,80.69,98.79,
458.42,61.96,80.86,98.90,
458.84,61.98,80.89,99.12,
459.27,62.13,80.95,99.27,
459.69,62.29,81.13,99.33,
460.11,62.36,81.15,99.44,
460.53,62.36,81.08,99.43,
460.95,62.34,81.22,99.43,
461.37,62.39,81.39,99.58,
461.79,62.36,81.29,99.61,
462.22,62.36,81.07,99.48,
462.64,62.43,81.03,99.52,
463.06,62.35,80.89,99.44,
463.48,62.36,80.92,99.32,
463.90,62.28,80.95,99.30,
464.32,62.10,80.90,99.20,
464.74,62.02,80.71,99.14,
465.16,61.97,80.75,98.95,
465.59,61.89,80.61,98.93,
466.01,61.68,80.16,98.67,
466.43,61.43,79.94,98.35,
466.85,61.36,79.94,98.16,
467.27,61.25,79.75,98.05,
467.69,61.01,79.57,97.96,
468.11,61.01,79.48,97.72,
468.53,61.01,79.51,97.63,
468.95,61.06,79.51,97.51,
469.38,60.81,79.49,97.29,
469.80,60.78,79.65,97.46,
470.22,60.80,79.70,97.62,
470.64,60.85,79.71,97.78,
471.06,60.86,79.73,97.80,
471.48,60.91,79.31,97.65,
471.90,60.67,79.20,97.44,
472.32,60.69,79.51,97.26,
472.74,60.70,79.68,97.42,
473.16,60.54,79.48,97.52,
473.58,60.59,79.37,97.48,
474.01,60.88,79.47,97.50,
474.43,60.99,79.42,97.81,
474.85,60.90,79.39,97.58,
475.27,60.71,79.63,97.68,
475.69,60.76,79.74,97.97,
476.11,60.86,79.63,98.07,
476.53,61.05,79.53,97.95,
476.95,61.29,79.63,98.13,
477.37,61.37,79.62,98.16,
477.79,61.49,80.03,98.13,
478.21,61.70,80.57,98.44,
478.63,61.56,80.51,98.77,
479.05,61.72,80.46,99.00,
479.47,62.11,80.91,99.28,
479.89,62.24,80.93,99.46,
480.31,62.10,80.74,99.34,
480.74,62.00,80.93,99.16,
481.16,61.96,81.13,99.23,
481.58,61.80,80.68,98.91,
482.00,61.49,80.25,98.50,
482.42,61.25,79.77,97.83,
482.84,60.85,79.31,97.24,
483.26,60.42,78.74,96.45,
483.68,59.89,78.32,95.65,
484.10,59.30,77.79,95.08,
484.52,58.96,77.05,94.60,
484.94,58.87,76.80,94.02,
485.36,58.62,76.34,93.55,
485.78,58.24,75.53,92.82,
486.20,57.89,75.37,92.40,
486.62,57.78,75.44,92.14,
487.04,57.66,75.26,92.20,
487.46,57.45,75.12,92.39,
487.88,57.58,75.16,92.47,
488.30,57.85,75.34,92.72,
488.72,58.24,75.62,93.33,
489.14,58.30,75.78,93.71,
489.56,58.54,76.33,94.19,
489.98,58.82,76.78,94.81,
490.40,59.12,77.20,95.31,
490.82,59.41,77.50,95.70,
491.24,59.74,77.57,96.04,
491.66,59.88,77.80,95.98,
492.08,60.10,78.40,96.13,
492.50,60.15,78.75,96.34,
492.92,60.07,78.65,96.58,
493.34,60.23,78.70,96.62,
493.76,60.57,78.85,96.52,
494.18,60.69,78.79,96.80,
494.60,60.59,78.68,96.54,
495.02,60.27,78.74,96.27,
495.44,60.22,79.01,96.39,
495.86,60.24,78.87,96.49,
496.28,60.37,78.58,96.32,
496.70,60.31,78.21,96.18,
497.12,60.12,77.91,95.88,
497.54,59.88,77.74,95.53,
497.95,59.50,77.69,95.11,
498.37,58.91,77.19,94.88,
498.79,58.66,76.53,94.48,
499.21,58.56,76.54,94.07,
499.63,58.41,75.98,93.63,
500.05,57.86,75.16,92.96,
500.47,57.37,75.08,92.18,
500.89,57.12,74.87,91.64,
501.31,56.88,74.54,91.48,
501.73,56.54,74.07,91.04,
502.15,56.43,73.62,90.59,
502.57,56.19,73.44,90.35,
502.99,56.20,73.37,90.29,
503.41,55.97,73.49,90.04,
503.83,55.91,73.46,90.28,
504.25,56.03,73.27,90.69,
504.67,56.18,73.52,90.76,
505.08,56.43,73.59,90.79,
505.50,56.54,73.32,90.83,
505.92,56.40,73.50,90.74,
506.34,56.51,74.00,90.99,
506.76,56.74,74.05,91.37,
507.18,56.70,74.16,91.72,
507.60,57.01,74.27,91.88,
508.02,57.31,74.41,92.04,
508.44,57.66,74.68,92.50,
508.86,57.66,74.83,92.57,
509.28,57.48,75.00,92.62,
509.70,57.58,75.09,92.88,
510.11,57.60,75.23,92.76,
510.53,57.71,75.28,92.68,
510.95,57.80,74.97,92.70,
511.37,57.69,74.94,92.59,
511.79,57.52,75.06,92.34,
512.21,57.34,75.11,92.39,
512.63,57.11,74.79,92.27,
513.05,56.95,74.41,91.98,
513.47,56.96,74.33,91.67,
513.88,56.77,73.92,91.36,
514.30,56.37,73.34,90.74,
514.72,55.71,72.99,90.02,
515.14,55.32,72.70,89.33,
515.56,55.23,72.42,88.96,
515.98,54.92,72.07,88.57,
516.40,54.83,71.61,88.20,
516.82,54.66,71.28,87.72,
517.23,54.62,71.37,87.52,
517.65,54.37,71.39,87.36,
518.07,54.34,71.41,87.63,
518.49,54.47,71.24,87.77,
518.91,54.79,71.60,88.02,
519.33,55.06,71.83,88.26,
519.75,55.11,71.63,88.48,
520.17,55.02,72.07,88.55,
520.58,55.26,72.60,88.81,
521.00,55.51,72.94,89.45,
521.42,55.65,73.09,90.07,
521.84,55.96,73.29,90.37,
522.26,56.34,73.38,90.85,
522.68,56.53,73.65,91.21,
523.09,56.30,73.88,91.11,
523.51,56.15,73.75,91.14,
523.93,56.36,73.62,91.43,
524.35,56.31,73.63,91.23,
524.77,56.44,73.57,91.13,
525.19,56.42,73.06,90.89,
525.60,56.11,73.18,90.64,
526.02,56.02,73.52,90.43,
526.44,56.07,73.68,90.57,
526.86,55.87,73.68,90.81,
527.28,56.07,73.66,90.85,
527.70,56.32,73.75,91.03,
528.11,56.55,73.87,91.20,
528.53,56.49,73.95,90.90,
528.95,56.39,74.12,90.92,
529.37,56.62,74.15,91.20,
529.79,56.74,74.52,91.42,
530.21,56.85,74.61,91.31,
530.62,56.94,74.44,91.37,
531.04,56.87,74.60,91.47,
531.46,56.94,74.94,91.39,
531.88,56.93,74.95,91.34,
532.30,56.97,74.80,91.71,
532.71,57.12,74.72,91.96,
533.13,57.55,74.88,91.98,
533.55,57.73,74.90,92.06,
533.97,57.68,74.80,91.96,
534.39,57.28,74.81,91.61,
534.80,57.15,75.01,91.36,
535.22,57.03,74.94,91.39,
535.64,56.96,74.79,91.43,
536.06,57.00,74.44,91.19,
536.48,56.80,74.23,91.04,
536.89,56.94,74.23,91.10,
537.31,56.67,74.06,90.76,
537.73,56.30,73.71,90.79,
538.15,56.28,73.46,90.77,
538.56,56.29,73.52,90.46,
538.98,56.18,73.22,89.97,
539.40,55.76,72.51,89.68,
539.82,55.30,72.33,89.24,
540.24,55.15,72.25,88.70,
540.65,55.19,72.21,88.69,
541.07,54.93,71.84,88.83,
541.49,55.03,71.62,88.62,
541.91,55.02,71.48,88.61,
542.32,55.01,71.52,88.87,
542.74,54.88,71.62,88.70,
543.16,54.56,71.68,88.48,
543.58,54.56,71.77,88.64,
543.99,54.82,72.16,88.67,
544.41,55.04,72.05,88.77,
544.83,55.04,71.75,88.71,
545.25,54.96,71.86,88.68,
545.66,55.14,72.27,88.45,
546.08,55.08,72.42,88.47,
546.50,54.98,72.52,88.80,
546.92,55.20,72.42,88.98,
547.33,55.46,72.46,89.21,
547.75,55.65,72.55,89.41,
548.17,55.61,72.59,89.29,
548.59,55.45,72.70,88.94,
549.00,55.54,72.93,89.01,
549.42,55.74,73.07,89.22,
549.84,56.00,72.91,89.36,
550.26,56.03,72.60,89.38,
550.67,55.99,72.69,89.38,
551.09,56.28,73.04,89.46,
551.51,56.16,73.22,89.30,
551.93,55.85,73.11,89.69,
552.34,55.97,73.05,89.95,
552.76,56.16,72.98,89.93,
553.18,56.12,72.72,89.82,
553.59,55.89,72.40,89.60,
554.01,55.56,72.29,89.11,
554.43,55.40,72.39,88.69,
554.85,55.25,72.29,88.63,
555.26,55.07,71.88,88.64,
555.68,55.10,71.59,88.43,
556.10,54.90,71.31,88.25,
556.51,54.85,71.20,88.12,
556.93,54.37,71.03,87.56,
557.35,53.83,70.65,87.33,
557.77,53.60,70.29,87.37,
558.18,53.68,70.29,87.08,
558.60,53.60,69.93,86.69,
559.02,53.37,69.47,86.53,
559.43,53.06,69.71,86.09,
559.85,53.05,69.91,85.62,
560.27,52.86,69.82,85.76,
560.68,52.55,69.73,85.98,
561.10,52.74,69.51,86.06,
561.52,52.80,69.38,85.91,
561.93,52.82,69.39,85.96,
562.35,52.68,69.43,85.57,
562.77,52.28,69.37,85.34,
563.19,52.19,69.16,85.32,
563.60,52.21,69.26,85.27,
564.02,52.27,68.97,84.87,
564.44,52.19,68.31,84.43,
564.85,52.02,68.19,84.04,
565.27,51.99,68.14,83.39,
565.69,51.68,67.73,83.01,
566.10,51.30,67.35,82.85,
566.52,51.34,66.88,82.61,
566.94,51.39,66.26,82.24,
567.35,51.09,65.77,81.87,
567.77,50.71,65.73,81.44,
568.19,50.23,65.45,80.76,
568.60,49.95,65.25,80.09,
569.02,49.87,65.27,80.06,
569.44,49.77,65.05,79.87,
569.85,49.83,64.59,79.44,
570.27,49.74,64.41,79.30,
570.69,49.79,64.53,79.31,
571.10,49.40,64.51,78.93,
571.52,48.97,64.17,79.12,
571.93,48.72,64.00,79.18,
572.35,48.87,64.16,79.27,
572.77,48.75,64.02,79.05,
573.18,48.60,64.09,78.83,
573.60,48.29,64.27,78.56,
574.02,48.49,64.18,78.18,
574.43,48.31,64.15,78.28,
574.85,48.21,64.00,78.74,
575.27,48.34,63.58,78.49,
575.68,48.39,63.38,78.60,
576.10,48.31,63.62,78.83,
576.52,48.20,63.80,78.73,
576.93,47.91,63.91,78.76,
577.35,47.90,63.84,79.12,
577.76,48.09,64.41,79.29,
578.18,48.76,64.44,79.63,
578.60,48.89,64.16,79.67,
579.01,48.92,64.50,79.80,
579.43,49.48,64.89,79.77,
579.85,49.64,65.07,80.02,
580.26,49.45,65.26,80.82,
580.68,49.82,65.41,81.29,
581.09,50.26,65.52,81.51,
581.51,50.29,65.77,81.98,
581.93,50.29,66.07,82.06,
582.34,50.21,66.05,81.85,
582.76,50.06,65.94,81.66,
583.17,50.28,66.14,81.86,
583.59,50.25,65.94,81.68,
584.01,50.22,64.98,81.07,
584.42,49.82,64.70,80.38,
584.84,49.64,64.50,79.85,
585.25,49.07,63.73,78.84,
585.67,47.99,62.77,78.10,
586.09,47.43,61.90,77.35,
586.50,46.97,60.94,76.25,
586.92,46.41,60.10,75.12,
587.33,45.60,59.40,73.99,
587.75,44.92,58.87,72.77,
588.17,44.43,58.20,71.48,
588.58,44.12,57.67,70.98,
589.00,43.77,57.13,70.54,
589.41,43.50,56.23,69.76,
589.83,43.26,55.80,69.19,
590.25,43.03,55.89,69.26,
590.66,42.73,55.89,68.90,
591.08,42.15,55.66,68.78,
591.49,42.05,55.78,69.06,
591.91,42.36,56.14,69.28,
592.32,42.75,56.29,69.58,
592.74,42.88,56.42,69.76,
593.16,43.02,56.91,69.95,
593.57,43.61,57.21,70.11,
593.99,43.75,57.46,70.43,
594.40,43.79,57.76,71.24,
594.82,44.11,57.80,71.68,
595.23,44.44,57.88,72.13,
595.65,44.54,58.38,72.63,
596.07,44.73,58.92,73.01,
596.48,44.85,59.28,73.12,
596.90,45.03,59.57,73.56,
597.31,45.51,60.32,74.17,
597.73,46.08,60.64,74.59,
598.14,46.33,60.48,74.93,
598.56,46.57,61.03,75.15,
598.97,47.18,61.69,75.66,
599.39,47.24,61.97,75.99,
599.81,47.09,62.17,76.64,
600.22,47.30,62.47,77.25,
600.64,47.76,62.57,77.48,
601.05,48.00,63.06,77.72,
601.47,48.13,63.48,78.09,
601.88,48.25,63.80,78.20,
602.30,48.40,64.05,78.04,
602.71,48.42,64.43,78.38,
603.13,48.77,64.58,78.78,
603.54,49.00,64.25,78.69,
603.96,49.05,64.44,78.78,
604.37,49.23,64.88,79.24,
604.79,49.13,65.02,79.26,
605.21,48.72,65.02,79.30,
605.62,48.70,65.00,79.55,
606.04,48.82,65.06,79.64,
606.45,49.06,64.94,79.42,
606.87,48.91,65.05,79.48,
607.28,48.67,65.05,79.07,
607.70,48.85,64.92,78.53,
608.11,48.72,64.85,78.62,
608.53,48.45,64.74,78.97,
608.94,48.72,64.25,78.79,
609.36,48.50,63.93,78.66,
609.77,48.36,64.00,78.78,
610.19,48.17,64.05,78.42,
610.60,47.73,63.83,78.04,
611.02,47.60,63.57,77.93,
611.43,47.76,63.88,77.99,
611.85,47.92,63.58,77.69,
612.26,47.81,63.47,77.47,
612.68,47.61,63.61,77.41,
613.09,47.90,63.60,77.25,
613.51,47.79,63.38,77.08,
613.92,47.26,63.32,77.27,
614.34,47.35,63.05,77.30,
614.75,47.67,62.66,77.20,
615.17,47.54,62.62,76.96,
615.58,47.48,62.80,76.93,
616.00,47.33,62.64,76.86,
616.41,47.40,62.46,76.73,
616.83,47.41,62.93,76.86,
617.24,47.45,62.92,77.03,
617.66,47.59,62.35,76.97,
618.07,47.61,62.53,77.06,
618.49,47.78,62.66,77.24,
618.90,47.77,62.50,77.12,
619.32,47.34,62.28,77.11,
619.73,47.32,62.12,77.16,
620.15,47.46,61.99,76.98,
620.56,47.56,61.89,76.78,
620.98,47.32,62.16,76.61,
621.39,46.99,62.12,76.45,
621.80,47.14,61.98,75.86,
622.22,46.98,62.07,75.67,
622.63,46.75,61.80,75.55,
623.05,46.82,61.02,75.23,
623.46,46.83,60.73,74.69,
623.88,46.49,60.56,74.42,
624.29,46.02,60.23,73.74,
624.71,45.46,59.57,73.07,
625.12,45.04,59.16,72.77,
625.54,44.90,58.97,72.39,
625.95,44.92,58.65,72.07,
626.37,44.63,58.51,71.73,
626.78,44.17,58.41,71.34,
627.19,44.27,57.96,71.10,
627.61,44.00,57.84,70.73,
628.02,43.47,57.64,70.96,
628.44,43.63,57.00,70.83,
628.85,43.70,56.72,70.55,
629.27,43.64,56.82,70.46,
629.68,43.55,56.89,70.43,
