Date,2016/04/11,2016/04/11,2016/04/11,2016/04/11,2016/04/11,2016/04/11,2016/04/11,
Time,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),200,200,200,200,200,200,200,
Sensor Temp.(deg),24.7,24.6,24.6,24.6,24.7,24.6,24.6,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
928.78,191.01,198.26,207.19,220.47,229.65,240.27,248.97,
929.18,181.07,187.84,196.78,209.11,217.57,228.69,236.67,
929.58,171.74,176.82,185.54,199.35,204.92,218.73,223.81,
929.98,160.37,166.68,173.48,188.28,193.86,204.53,210.36,
930.37,149.70,155.53,162.34,176.92,181.78,191.25,198.79,
930.77,139.08,144.44,152.97,164.66,168.80,179.52,186.58,
931.17,129.87,134.75,142.81,153.30,157.70,168.19,172.83,
931.56,122.61,125.80,134.36,142.44,148.07,157.61,162.51,
931.96,114.96,117.90,126.75,131.17,137.80,148.12,153.03,
932.36,106.57,110.02,118.41,124.08,128.52,138.64,143.57,
932.75,98.57,103.77,111.70,116.90,121.60,130.02,135.22,
933.15,93.29,98.01,105.48,110.20,115.43,122.39,128.61,
933.55,89.01,92.51,98.01,105.01,110.26,116.76,123.26,
933.94,83.42,88.95,93.22,100.26,107.05,110.06,118.35,
934.34,80.78,85.58,90.37,95.67,103.25,106.02,113.09,
934.74,79.96,83.26,88.08,93.41,99.50,105.34,109.91,
935.13,77.89,81.98,86.32,92.96,98.07,104.20,108.29,
935.53,76.27,81.66,86.54,92.71,98.36,102.21,107.86,
935.93,76.76,82.70,89.42,93.04,98.21,102.61,108.81,
936.32,78.88,84.35,91.90,94.76,100.49,105.96,110.64,
936.72,82.36,88.65,94.42,98.36,104.39,109.64,115.41,
937.12,85.92,92.53,98.08,100.20,108.39,111.56,120.02,
937.51,88.46,96.19,101.52,104.18,111.38,116.18,124.44,
937.91,90.43,99.56,104.12,109.75,115.12,120.49,128.81,
938.31,93.78,103.24,107.56,114.05,119.72,122.97,132.97,
938.70,96.96,105.95,108.13,117.66,124.20,126.65,137.27,
939.10,98.55,108.99,110.91,120.52,128.20,130.40,141.11,
939.49,102.28,111.68,114.17,123.02,131.86,133.52,142.37,
939.89,106.84,114.36,116.86,124.93,133.56,138.29,144.96,
940.29,107.85,115.41,119.05,126.05,134.46,141.46,147.34,
940.68,107.35,116.37,120.03,128.49,135.25,142.29,149.62,
941.08,107.93,116.71,122.10,128.61,136.55,141.93,150.14,
941.47,108.81,116.50,122.48,128.47,136.44,143.28,150.40,
941.87,109.74,116.04,120.34,128.94,136.96,144.12,151.86,
942.27,109.64,116.25,119.71,126.61,138.41,141.00,150.21,
942.66,108.53,114.02,118.06,124.70,136.24,140.00,148.08,
943.06,107.17,112.09,116.73,123.97,133.24,141.35,145.69,
943.45,104.80,110.90,114.09,123.09,132.38,138.48,143.42,
943.85,103.82,109.63,111.67,121.56,130.86,136.68,141.33,
944.24,101.90,106.85,110.34,119.37,128.10,136.54,138.87,
944.64,101.62,106.86,111.23,117.64,127.25,136.27,135.11,
945.04,103.29,105.91,111.73,116.38,126.28,136.46,135.30,
945.43,103.21,105.53,112.51,114.54,124.72,136.93,135.48,
945.83,101.94,104.85,112.69,115.89,124.31,136.80,135.64,
946.22,102.06,106.70,115.10,118.00,124.96,135.40,137.14,
946.62,103.85,107.32,115.71,119.18,126.41,135.67,138.27,
947.01,105.66,108.54,114.61,121.53,128.17,137.41,140.59,
947.41,105.71,110.32,116.08,122.99,131.92,137.11,142.58,
947.80,107.33,111.64,117.95,123.12,133.74,138.04,143.50,
948.20,109.88,112.46,119.33,125.62,133.35,142.50,145.36,
948.59,109.26,113.83,119.53,127.81,134.37,143.50,146.64,
948.99,108.83,115.08,120.19,130.14,135.82,143.21,148.04,
949.38,109.02,114.68,122.33,131.11,135.64,144.13,148.95,
949.78,110.41,115.21,123.96,131.30,137.23,145.42,149.09,
950.17,112.05,117.40,126.13,132.32,138.80,146.68,152.31,
950.57,113.73,118.22,127.77,131.70,140.12,146.86,154.16,
950.96,113.95,119.26,128.78,132.98,140.26,148.10,155.10,
951.36,113.33,120.59,130.64,135.66,140.97,148.51,156.60,
951.75,114.09,121.60,131.34,137.18,142.75,148.59,157.22,
952.15,115.18,121.84,129.05,138.21,144.04,150.14,158.19,
952.54,114.11,122.97,129.89,138.20,145.96,151.50,159.25,
952.94,115.81,124.10,131.84,137.92,147.32,152.85,158.10,
953.33,118.56,124.62,132.07,138.41,146.68,156.33,159.09,
953.73,119.38,125.43,132.59,138.91,146.62,158.72,159.27,
954.12,119.34,126.47,133.60,141.29,147.60,158.57,160.76,
954.51,121.50,127.25,137.10,142.02,148.86,159.26,162.27,
954.91,123.66,128.57,138.40,143.04,150.41,161.32,163.78,
955.30,126.68,130.77,140.03,145.48,153.65,163.46,167.00,
955.70,129.16,132.69,141.94,146.01,157.71,163.96,169.94,
956.09,130.74,134.26,142.40,147.55,158.40,166.00,171.15,
956.49,132.31,136.10,144.48,151.25,159.10,169.65,173.17,
956.88,133.08,138.21,146.03,154.13,161.42,170.60,174.65,
957.27,134.88,139.19,145.38,156.15,164.23,172.04,176.61,
957.67,135.90,140.46,147.45,157.65,165.44,174.57,178.60,
958.06,138.77,143.05,150.82,158.59,168.24,177.08,178.68,
958.46,142.48,145.42,152.90,160.66,169.75,180.17,181.24,
958.85,144.88,147.55,155.55,161.69,171.29,183.57,184.37,
959.24,145.26,150.06,158.32,165.52,173.78,185.24,187.64,
959.64,146.36,153.01,162.06,168.45,176.43,186.54,190.27,
960.03,148.91,154.76,165.13,170.71,179.76,189.59,193.58,
960.42,151.51,157.62,166.93,174.90,183.67,192.98,197.76,
960.82,152.82,159.99,169.82,176.47,188.69,194.81,201.19,
961.21,156.13,162.76,171.79,178.43,190.91,198.08,203.39,
961.61,159.48,165.05,174.87,183.09,191.85,204.05,205.91,
962.00,160.94,168.09,177.37,186.39,194.61,206.54,209.72,
962.39,162.77,170.46,178.41,189.28,198.03,208.37,213.14,
962.79,166.28,171.59,181.13,192.01,200.23,212.16,216.41,
963.18,169.11,175.22,185.04,195.13,203.36,216.37,219.56,
963.57,173.52,179.37,188.40,197.44,207.54,220.03,225.34,
963.97,177.36,182.68,192.52,199.96,211.93,224.69,230.28,
964.36,180.53,185.85,196.22,204.46,215.36,228.92,235.57,
964.75,182.83,190.54,201.43,209.94,219.50,232.26,240.50,
965.15,186.91,194.60,206.29,214.78,224.87,236.02,245.31,
965.54,191.88,198.52,209.66,220.55,230.63,240.72,251.33,
965.93,194.71,203.73,214.34,224.95,236.62,244.85,256.78,
966.32,199.86,209.14,219.47,228.75,242.54,249.96,260.29,
966.72,206.90,214.05,224.38,233.92,246.10,257.23,265.71,
967.11,210.24,218.44,229.04,238.04,250.48,262.93,270.87,
967.50,213.36,223.15,233.21,243.54,255.71,266.57,276.63,
967.90,217.94,226.68,239.65,248.39,260.57,270.37,281.23,
968.29,222.94,231.15,244.65,252.33,265.57,275.63,285.69,
968.68,227.25,236.52,249.50,255.86,270.95,280.49,292.14,
969.07,231.58,240.59,253.84,259.41,277.16,283.25,296.50,
969.47,234.76,243.51,256.76,263.12,279.01,287.23,299.42,
969.86,237.08,246.90,259.89,267.32,280.58,290.65,302.59,
970.25,238.39,249.28,261.76,270.52,282.99,291.49,304.50,
970.64,239.49,249.32,261.01,273.24,284.94,292.38,305.93,
971.04,240.07,249.65,260.83,272.54,284.52,293.30,306.61,
971.43,240.76,250.62,260.75,271.95,285.28,293.55,305.01,
971.82,242.49,250.77,260.11,271.06,283.88,294.83,303.91,
972.21,242.20,248.89,257.72,269.23,281.54,295.18,304.02,
972.61,239.77,248.08,256.40,269.54,279.46,292.87,302.80,
973.00,238.38,247.52,256.38,269.28,278.96,289.98,301.80,
973.39,238.00,245.53,255.77,266.80,277.57,288.88,300.73,
973.78,238.18,245.46,253.55,267.04,278.10,289.16,301.03,
974.17,236.98,246.43,253.46,265.08,279.13,286.70,300.48,
974.57,236.60,246.06,252.55,264.45,278.24,286.35,299.60,
974.96,237.63,245.75,252.78,265.50,276.33,288.78,300.69,
975.35,235.63,246.19,252.69,266.50,277.33,287.63,300.90,
975.74,235.18,245.48,250.90,267.42,278.26,286.93,301.83,
976.13,235.41,245.18,251.41,267.96,277.18,288.30,302.40,
976.53,236.96,247.00,253.24,267.36,279.30,290.43,301.29,
976.92,239.12,248.63,254.61,267.92,281.78,292.65,301.89,
977.31,241.46,249.89,256.42,268.65,282.52,295.03,304.55,
977.70,242.36,250.80,258.41,272.01,283.44,296.49,307.65,
978.09,242.42,254.40,262.56,274.80,285.69,297.39,309.90,
978.48,245.01,256.17,265.97,277.67,288.83,299.45,312.52,
978.87,248.22,258.57,268.11,281.46,292.36,302.71,316.61,
979.27,249.00,261.81,270.54,283.90,296.72,304.36,319.36,
979.66,251.13,263.96,273.52,285.25,298.63,306.82,320.74,
980.05,254.79,264.91,276.12,288.69,299.90,312.20,323.41,
980.44,256.22,266.91,277.60,292.40,301.99,314.32,325.56,
980.83,256.28,268.37,277.71,295.01,304.35,315.07,327.15,
981.22,259.56,268.65,281.05,297.58,306.12,317.69,328.72,
981.61,261.96,271.35,284.06,298.71,308.66,320.54,330.21,
982.00,265.28,275.54,287.46,299.93,312.40,323.77,334.03,
982.39,268.63,277.80,290.32,301.72,316.18,325.91,338.15,
982.79,270.61,280.09,292.91,304.34,317.44,328.31,342.24,
983.18,271.26,283.55,296.68,307.58,319.87,330.76,345.85,
983.57,273.51,286.38,299.82,311.02,323.90,332.85,347.97,
983.96,276.14,287.63,300.25,314.26,326.88,335.29,350.71,
984.35,276.16,290.20,301.70,315.46,328.37,337.91,353.06,
984.74,278.08,292.96,303.64,316.28,331.44,340.15,352.51,
985.13,282.51,295.16,304.99,317.92,331.70,344.35,355.03,
985.52,285.22,296.19,306.04,318.70,332.76,346.82,356.39,
985.91,284.69,297.63,306.63,321.54,333.63,346.85,358.95,
986.30,285.92,298.85,310.10,322.47,335.68,346.93,360.71,
986.69,288.27,299.79,312.72,323.11,336.88,348.96,362.45,
987.08,290.18,302.54,314.05,323.89,339.34,351.13,365.74,
987.47,291.75,304.95,315.90,324.33,342.30,350.16,367.85,
987.86,293.13,305.19,316.13,325.95,342.22,351.75,368.58,
988.25,293.21,306.38,317.04,327.97,341.98,354.32,370.58,
988.64,292.56,307.13,318.34,330.11,343.00,354.21,371.31,
989.03,293.73,306.89,316.69,332.09,344.41,354.77,372.13,
989.42,294.32,306.35,316.70,331.81,343.56,355.59,372.38,
989.81,295.49,307.79,318.13,330.99,344.97,356.99,370.97,
990.20,298.89,308.38,318.71,330.71,346.61,358.61,372.01,
990.59,299.95,308.30,318.89,329.75,345.90,360.11,374.31,
990.98,298.65,308.64,320.02,331.67,345.27,360.26,375.25,
991.37,298.26,310.13,322.28,333.88,346.58,359.56,376.69,
991.76,298.93,310.46,323.64,334.34,347.24,360.15,376.62,
992.15,300.33,311.77,324.04,336.57,348.29,361.64,378.00,
992.54,299.56,313.33,324.68,336.56,351.15,360.33,378.70,
992.93,299.99,314.42,325.90,336.85,351.81,361.70,378.79,
993.32,301.54,313.67,325.54,338.20,350.87,365.38,379.36,
993.71,300.33,314.64,325.82,339.34,352.34,365.08,378.86,
994.10,300.14,314.72,324.70,340.57,353.10,364.36,378.69,
994.49,300.78,313.34,325.41,340.48,352.54,365.11,378.17,
994.87,300.92,314.23,326.55,340.10,353.16,365.49,376.58,
995.26,302.34,314.65,326.71,340.47,354.22,366.53,376.90,
995.65,303.51,315.08,328.06,340.10,355.20,366.76,377.86,
996.04,302.93,315.15,328.52,341.20,354.34,366.79,377.85,
996.43,302.20,316.38,329.65,342.70,353.73,366.78,377.81,
996.82,302.62,316.24,330.08,342.81,354.45,365.65,377.29,
997.21,302.93,316.01,328.66,343.66,354.60,365.96,377.32,
997.60,301.96,316.20,328.35,341.96,355.15,365.00,377.56,
997.99,301.82,315.94,328.03,340.11,354.44,364.68,376.14,
998.38,303.47,315.30,327.94,340.17,352.81,366.05,375.48,
998.76,302.57,314.58,326.20,339.39,351.39,365.37,375.02,
999.15,301.27,313.67,325.29,339.24,350.67,363.84,373.73,
999.54,300.83,312.50,325.31,338.89,349.21,362.41,372.74,
999.93,300.61,311.40,325.03,337.14,348.12,361.56,371.97,
1000.32,300.69,311.98,324.40,335.88,348.29,360.90,372.76,
1000.71,300.06,311.70,323.89,334.03,348.10,358.99,372.12,
1001.09,298.75,310.58,322.97,332.36,346.07,358.08,371.98,
1001.48,297.47,309.92,322.18,332.37,344.63,357.46,370.85,
1001.87,295.85,308.97,321.33,331.98,344.14,354.98,369.43,
1002.26,294.98,307.48,318.44,331.33,344.02,352.67,368.06,
1002.65,293.49,305.98,317.11,329.20,342.67,351.65,366.87,
1003.03,292.73,305.45,315.98,327.51,342.81,350.96,364.47,
1003.42,293.65,305.02,314.96,326.93,341.34,350.88,363.67,
1003.81,293.84,303.61,313.58,325.43,339.97,350.99,363.04,
1004.20,291.95,302.82,311.77,325.41,339.26,349.49,361.85,
1004.59,290.62,303.10,312.29,324.54,338.99,347.74,360.65,
1004.97,290.30,302.67,312.13,323.15,338.46,347.23,360.28,
1005.36,291.25,303.05,311.62,322.73,339.17,347.97,361.17,
1005.75,290.13,302.75,311.57,321.81,340.63,346.10,361.11,
1006.14,290.15,302.39,310.23,321.73,339.85,346.46,360.17,
1006.52,290.92,301.48,310.29,323.13,337.97,348.54,360.12,
1006.91,290.22,301.33,310.38,324.85,339.06,347.59,359.74,
1007.30,289.20,300.87,308.55,326.05,339.04,345.67,360.51,
1007.69,289.95,299.46,308.16,325.55,337.78,347.02,360.61,
1008.07,290.45,299.63,309.64,324.39,338.30,348.04,359.44,
1008.46,292.69,300.09,309.48,324.29,338.81,349.63,360.45,
1008.85,294.19,300.30,310.78,323.00,337.55,350.06,361.70,
1009.23,292.93,299.75,311.03,323.49,336.85,350.20,361.48,
1009.62,290.67,300.65,313.05,324.55,337.55,348.74,361.45,
1010.01,290.77,300.01,314.80,325.27,337.59,348.37,362.23,
1010.40,292.01,299.54,314.91,327.76,338.43,348.78,363.52,
1010.78,289.53,299.73,314.72,327.48,340.55,346.93,364.14,
1011.17,289.92,299.31,314.86,326.85,340.13,347.25,362.48,
1011.56,293.43,299.35,315.47,328.63,338.17,350.01,362.84,
1011.94,291.52,299.20,315.54,329.21,337.55,350.56,362.24,
1012.33,290.40,298.52,312.38,329.62,337.73,348.55,362.75,
1012.72,290.50,297.69,312.77,329.21,336.75,348.05,361.07,
1013.10,291.05,297.64,312.90,327.47,336.49,349.32,360.08,
1013.49,291.28,299.36,313.41,326.06,338.01,349.60,361.20,
1013.87,291.55,299.38,313.97,325.36,338.18,349.57,362.38,
1014.26,290.17,299.53,313.93,325.45,336.97,349.21,362.89,
1014.65,289.06,299.62,314.54,328.01,335.66,349.13,364.42,
1015.03,288.70,299.74,314.84,329.20,336.94,347.61,364.19,
1015.42,288.91,299.34,311.62,330.98,336.94,346.99,364.86,
1015.81,288.08,299.36,310.64,329.07,337.72,345.99,364.79,
1016.19,289.34,300.36,309.49,328.12,338.00,346.37,361.19,
1016.58,292.71,300.01,309.61,328.05,335.73,348.79,361.86,
1016.96,292.22,298.82,308.52,326.37,333.75,349.66,361.30,
1017.35,289.41,299.22,307.85,327.06,333.34,349.02,361.18,
1017.73,288.85,299.15,309.85,326.09,332.83,345.90,359.77,
1018.12,288.98,298.99,310.59,323.80,331.81,347.02,358.62,
1018.51,290.20,299.50,311.22,322.94,332.64,348.41,360.94,
1018.89,290.47,301.09,312.53,321.52,335.82,344.81,361.96,
1019.28,290.97,301.27,311.17,321.88,334.66,344.55,360.62,
1019.66,290.09,300.90,310.87,323.34,333.31,346.61,360.74,
1020.05,288.31,301.30,310.94,324.35,334.41,344.47,359.55,
1020.43,286.90,300.42,307.61,324.51,335.49,342.68,357.47,
1020.82,287.67,299.18,307.70,323.04,334.12,343.93,356.29,
1021.20,287.84,298.58,309.32,320.92,335.96,344.98,352.29,
1021.59,290.36,299.46,309.43,319.83,334.99,347.56,351.90,
1021.97,289.93,296.92,309.15,316.57,333.16,349.32,352.81,
1022.36,287.05,295.85,307.72,318.71,333.21,347.72,351.67,
1022.74,284.21,297.05,310.33,320.51,335.12,346.19,352.39,
1023.13,284.72,295.86,311.01,319.92,335.07,343.98,352.00,
1023.51,285.25,295.57,310.37,322.48,336.38,345.35,353.87,
1023.90,283.26,297.26,311.26,321.20,339.73,342.44,354.63,
1024.28,283.34,297.44,310.63,321.09,339.28,342.92,352.47,
1024.67,285.42,295.94,310.12,322.02,336.20,347.63,351.75,
1025.05,283.13,296.03,309.38,323.19,336.08,347.59,351.27,
1025.44,282.17,295.14,305.80,323.87,335.91,345.18,350.74,
1025.82,282.21,291.54,305.54,323.73,333.06,345.19,349.85,
1026.21,283.17,291.62,307.12,321.21,333.42,345.63,347.98,
1026.59,284.51,292.56,305.82,319.07,332.80,346.06,349.84,
1026.97,285.84,291.57,305.40,317.33,330.70,345.01,349.78,
1027.36,284.02,290.75,305.64,318.14,329.67,343.61,350.82,
1027.74,281.94,294.05,307.13,319.24,329.90,341.04,352.19,
1028.13,281.94,294.15,307.83,319.56,329.82,339.60,351.81,
1028.51,284.20,293.56,306.37,320.16,330.01,338.88,352.18,
1028.89,282.07,294.48,305.41,317.82,333.22,337.19,352.58,
1029.28,283.19,295.22,304.75,315.27,333.32,336.32,349.35,
1029.66,288.01,292.06,304.18,316.31,331.47,340.06,349.66,
1030.05,286.95,291.02,303.26,313.96,329.76,340.46,349.64,
1030.43,283.36,291.08,299.82,315.76,329.13,336.33,349.19,
1030.81,282.66,287.84,302.88,316.37,327.78,334.52,347.48,
1031.20,283.53,286.67,304.46,313.88,328.00,335.32,346.31,
1031.58,284.02,289.83,304.61,310.94,329.95,336.28,348.95,
1031.96,285.18,291.05,306.51,311.84,331.56,334.23,350.22,
1032.35,283.85,291.90,306.39,311.75,329.46,334.83,348.78,
1032.73,282.05,292.32,305.83,313.93,328.52,334.47,350.14,
1033.11,279.88,292.95,306.02,314.19,329.98,331.07,348.49,
1033.50,280.21,290.63,303.24,317.49,329.01,330.65,347.11,
1033.88,277.56,289.70,301.84,314.54,329.44,329.99,345.99,
1034.26,278.05,289.73,300.85,312.53,330.32,330.88,342.00,
1034.65,282.71,291.11,300.06,311.26,326.38,334.21,340.37,
1035.03,282.61,288.80,298.37,308.51,322.02,336.66,340.60,
1035.41,278.67,289.44,296.80,309.26,320.02,333.62,337.58,
1035.79,276.62,289.74,300.57,310.84,319.96,330.80,337.64,
1036.18,277.14,288.04,300.66,309.84,317.87,332.79,336.81,
1036.56,279.29,290.28,300.11,307.05,319.19,333.65,339.43,
1036.94,279.97,292.21,300.38,306.21,323.13,330.13,341.21,
1037.32,280.83,291.99,299.63,307.85,319.60,330.77,338.99,
1037.71,280.19,290.83,299.11,309.16,316.25,334.58,338.72,
1038.09,277.63,291.33,298.48,310.40,318.74,330.06,338.40,
1038.47,275.72,290.14,293.75,312.37,319.58,329.79,337.60,
1038.85,275.38,287.48,294.14,312.29,315.32,330.45,336.50,
1039.24,277.30,287.69,294.40,308.45,317.62,331.05,333.50,
1039.62,281.55,288.34,294.51,306.86,316.74,333.41,334.64,
1040.00,282.97,286.08,294.81,303.53,314.13,334.70,335.32,
1040.38,279.80,284.83,294.26,304.95,313.75,331.99,335.76,
1040.76,275.87,286.04,296.21,307.01,316.55,327.99,337.52,
1041.15,276.90,285.90,298.10,307.74,316.09,325.73,339.22,
1041.53,277.85,286.29,296.03,309.66,317.45,325.89,341.47,
1041.91,274.34,287.46,297.31,305.84,323.56,321.59,343.25,
1042.29,275.39,287.33,295.96,306.58,323.17,322.51,341.75,
1042.67,277.72,284.42,296.46,306.50,318.55,327.25,341.30,
1043.05,274.26,285.07,295.20,305.34,318.85,326.95,341.14,
1043.44,271.79,283.40,290.91,305.25,320.27,324.37,342.12,
1043.82,274.98,278.43,292.90,303.93,315.64,324.60,340.45,
1044.20,276.02,278.80,293.40,298.96,315.65,324.68,337.20,
1044.58,279.51,280.91,294.25,295.66,318.13,326.56,342.01,
1044.96,280.27,280.98,296.59,294.46,317.88,327.81,342.71,
1045.34,279.18,280.61,297.74,295.60,316.31,327.02,344.15,
1045.72,274.92,282.11,299.38,297.94,314.50,326.01,344.72,
1046.10,273.56,283.00,303.32,300.41,314.93,322.91,343.23,
1046.48,276.75,281.13,300.85,303.77,314.72,322.02,343.20,
1046.87,272.65,281.47,298.37,300.58,318.21,321.15,341.73,
1047.25,272.53,282.16,297.71,298.45,319.19,321.41,335.48,
1047.63,280.38,279.63,298.27,299.77,313.93,326.61,334.81,
1048.01,278.72,280.22,295.20,295.95,310.19,326.67,331.91,
1048.39,271.53,279.82,289.63,297.93,309.99,321.31,331.11,
1048.77,272.84,278.16,294.12,298.68,309.32,317.68,329.08,
1049.15,273.95,277.01,294.61,296.14,306.85,319.10,325.98,
1049.53,274.12,281.07,294.19,294.97,311.18,321.99,330.49,
1049.91,273.01,280.81,295.63,294.07,315.13,318.25,331.51,
1050.29,273.58,283.01,294.80,296.38,312.10,319.17,330.18,
1050.67,270.75,281.84,292.92,298.46,309.54,320.63,330.13,
1051.05,265.21,281.99,293.17,300.36,312.35,315.54,328.32,
1051.43,265.15,280.46,286.91,303.02,314.31,314.31,329.62,
1051.81,263.50,278.96,285.46,300.10,313.11,315.55,329.38,
1052.19,262.67,279.91,284.02,294.69,313.57,317.67,322.60,
1052.57,267.06,278.67,284.47,292.77,311.01,321.79,321.79,
1052.95,268.20,275.74,281.61,286.64,305.92,326.03,323.52,
1053.33,264.53,276.40,279.80,287.43,304.38,323.04,323.04,
1053.71,259.13,274.58,284.88,289.17,306.33,318.34,326.06,
1054.09,261.27,271.69,287.31,287.31,305.54,319.43,325.51,
1054.47,262.59,270.49,283.66,289.81,306.50,322.30,328.45,
1054.85,256.81,271.92,284.36,286.13,313.68,315.46,330.57,
1055.23,257.08,269.66,282.25,287.64,311.91,315.50,327.19,
1055.60,260.76,269.85,282.57,291.66,305.28,322.55,327.09,
1055.98,253.70,267.48,280.35,293.22,307.01,318.04,325.39,
1056.36,254.10,265.27,271.79,295.06,308.09,313.67,326.70,
1056.74,258.05,261.82,272.18,294.78,299.49,312.67,324.92,
1057.12,259.05,262.86,272.38,289.53,301.91,314.29,317.15,
1057.50,262.92,263.89,269.67,286.04,298.56,315.89,319.75,
1057.88,265.93,263.00,269.82,282.49,297.10,315.60,321.45,
1058.26,265.94,262.98,269.88,285.64,294.50,314.20,325.04,
1058.64,260.71,265.69,274.64,289.57,295.54,308.47,326.39,
1059.01,262.44,265.46,276.52,291.60,295.62,304.67,326.79,
1059.39,266.78,266.78,273.88,298.23,297.21,303.30,325.62,
1059.77,257.75,267.98,274.12,294.57,303.78,298.66,325.26,
1060.15,258.86,267.11,272.26,291.86,305.27,299.08,322.80,
1060.53,269.36,267.28,274.56,293.28,298.48,309.92,321.36,
1060.91,266.56,268.65,271.80,289.64,295.94,309.58,320.08,
1061.28,259.48,263.72,267.95,291.25,295.49,305.02,319.85,
1061.66,264.03,261.90,270.45,288.62,291.83,302.52,316.41,
1062.04,265.24,262.00,273.86,282.49,290.03,305.13,312.68,
1062.42,267.41,261.98,273.94,277.20,295.68,307.64,318.51,
1062.80,268.59,262.02,276.27,274.08,297.10,306.97,321.22,
1063.17,268.72,262.09,276.46,274.25,295.26,305.21,320.69,
1063.55,264.34,264.34,277.73,279.96,294.46,304.50,320.11,
1063.93,261.15,263.40,276.91,284.79,299.42,299.42,315.18,
1064.31,262.57,261.44,272.80,287.58,302.36,296.67,316.00,
1064.68,254.57,260.30,270.62,284.38,301.58,295.85,313.05,
1065.06,253.31,259.10,267.19,278.76,303.05,298.42,304.21,
1065.44,265.37,258.36,265.37,275.90,296.94,305.12,305.12,
1065.82,263.25,257.35,262.07,267.97,288.04,305.75,302.21,
1066.19,255.26,255.26,256.46,273.16,285.09,299.40,299.40,
1066.57,252.02,254.44,262.88,273.73,286.99,291.82,299.05,
1066.95,256.31,255.09,267.30,268.52,286.82,291.71,296.59,
1067.32,253.96,256.42,266.29,267.52,290.94,294.64,303.27,
1067.70,244.13,260.33,266.55,265.31,298.94,287.73,306.41,
1068.08,244.08,261.69,265.47,267.98,295.66,288.11,301.95,
1068.45,242.77,263.11,265.65,274.55,289.80,296.15,299.97,
1068.83,233.70,261.95,267.08,277.36,291.48,292.77,297.90,
1069.21,232.59,259.88,257.28,281.97,289.76,285.86,301.46,
1069.58,232.85,259.16,260.47,281.52,278.89,290.73,299.94,
1069.96,232.72,259.32,257.99,276.61,280.60,291.24,289.91,
1070.34,240.76,260.94,259.59,273.04,279.77,294.56,293.22,
1070.71,244.69,259.64,259.64,266.44,273.24,297.70,297.70,
1071.09,236.02,260.72,257.98,271.70,271.70,295.03,297.77,
1071.47,225.82,260.46,266.00,274.31,274.31,288.17,299.25,
1071.84,228.24,261.85,268.85,277.25,277.25,288.45,303.86,
1072.22,233.10,261.35,265.59,285.37,282.54,289.60,307.97,
1072.59,226.18,260.32,263.16,280.23,291.61,281.65,311.53,
1072.97,227.79,257.88,260.74,279.37,290.83,283.66,309.45,
1073.35,244.09,254.20,264.31,284.53,283.09,296.08,309.08,
1073.72,238.66,250.30,261.94,279.40,280.86,292.50,309.96,
1074.10,236.49,246.78,251.18,284.97,283.50,283.50,311.41,
1074.47,238.70,243.15,252.05,283.18,275.77,281.70,309.87,
1074.85,242.25,243.75,252.72,270.67,279.64,284.12,302.07,
1075.22,243.87,248.39,252.90,258.93,284.52,287.53,310.11,
1075.60,248.72,245.68,253.27,253.27,285.11,292.70,315.44,
1075.97,245.95,242.90,253.59,255.12,282.62,293.31,317.76,
1076.35,241.46,246.08,258.38,259.92,281.45,293.76,315.29,
1076.72,237.40,246.71,262.22,262.22,287.05,285.50,313.43,
1077.10,244.41,244.41,255.38,271.05,291.42,285.15,313.35,
1077.47,238.58,244.90,254.39,263.87,295.47,281.25,311.27,
1077.85,240.61,245.39,258.13,258.13,296.38,285.22,301.16,
1078.22,254.16,246.12,257.38,257.38,284.72,295.98,302.42,
1078.60,251.63,245.14,254.88,251.63,275.98,295.46,297.09,
1078.97,240.97,247.52,245.88,254.08,273.75,286.86,291.78,
1079.35,235.29,236.95,248.55,261.81,271.75,278.37,288.32,
1079.72,238.12,236.44,254.89,251.53,269.98,278.36,285.07,
1080.10,240.47,238.78,259.10,242.17,277.73,284.50,287.89,
1080.47,237.81,239.52,265.18,237.81,287.42,277.16,294.26,
1080.84,242.04,236.86,262.79,242.04,281.81,276.62,290.45,
1081.22,244.62,237.64,269.09,246.37,276.08,281.32,286.56,
1081.59,234.98,240.28,268.55,250.89,280.92,270.32,282.69,
1081.97,233.19,234.98,258.30,258.30,281.62,263.68,287.00,
1082.34,234.56,236.38,256.38,254.57,272.75,263.66,283.66,
1082.71,237.51,237.51,255.92,244.88,272.50,265.13,268.81,
1083.09,247.93,236.74,251.65,240.47,264.70,274.02,281.48,
1083.46,251.05,232.18,241.62,234.07,254.83,277.48,281.26,
1083.83,240.69,233.05,236.87,242.60,252.16,273.17,276.99,
1084.21,229.88,229.88,243.40,247.26,258.86,264.65,276.24,
1084.58,230.91,223.08,244.61,238.74,256.35,262.22,281.79,
1084.95,235.77,229.82,245.67,249.64,261.52,265.49,287.28,
