Date,2016/04/08,2016/04/08,2016/04/08,2016/04/08,2016/04/08,2016/04/08,2016/04/08,2016/04/08,2016/04/08,2016/04/08,
303.85,4.48,8.90,4.24,4.07,4.36,3.56,2.40,1.60,1.25,1.17,
304.29,5.11,9.87,4.35,4.52,4.99,4.04,2.98,1.74,1.36,1.30,
304.72,6.07,10.98,4.90,5.14,5.72,4.41,3.32,2.03,1.61,1.40,
305.15,6.95,11.80,5.61,5.96,6.54,4.91,3.57,2.48,1.99,1.59,
305.59,7.72,12.94,6.04,6.73,6.96,5.55,4.04,2.88,2.23,1.79,
306.02,8.78,14.62,6.88,7.57,7.57,6.29,4.58,3.35,2.63,2.03,
306.46,9.67,16.47,7.95,8.58,8.35,7.05,5.18,3.71,2.88,2.30,
306.89,10.83,18.35,8.97,9.79,9.44,8.06,5.89,4.17,3.31,2.73,
307.32,12.05,20.41,9.88,10.99,10.58,9.17,6.62,4.70,3.81,3.06,
307.76,13.41,22.75,11.14,12.25,11.90,10.08,7.26,5.13,4.22,3.39,
308.19,15.07,25.00,12.50,13.61,13.55,11.19,7.97,5.84,4.74,3.83,
308.62,16.61,27.12,14.03,15.09,14.91,12.45,8.85,6.53,5.21,4.30,
309.06,17.83,30.00,15.59,16.53,16.24,13.51,9.74,7.18,5.62,4.66,
309.49,19.22,32.81,17.15,18.21,18.03,14.80,10.67,7.99,6.08,5.14,
309.92,20.76,35.37,18.22,19.76,19.70,16.18,11.85,8.66,6.65,5.63,
310.35,22.82,38.20,19.61,21.51,21.27,17.52,12.88,9.55,7.32,6.12,
310.79,24.29,40.91,21.14,23.34,23.10,18.74,13.78,10.45,8.03,6.62,
311.22,26.05,43.64,22.68,25.05,24.63,20.04,14.68,11.32,8.74,7.14,
311.65,28.22,47.09,24.23,26.97,26.13,21.64,15.93,12.22,9.55,7.76,
312.09,29.64,50.31,26.13,28.69,27.74,23.09,17.01,13.00,10.10,8.32,
312.52,31.22,54.01,28.47,30.50,29.85,24.71,18.11,13.76,10.79,8.97,
312.95,33.20,57.45,30.08,32.36,31.70,26.66,19.39,14.63,11.53,9.64,
313.38,35.21,61.26,31.84,34.31,33.89,28.24,20.57,15.44,12.23,10.19,
313.82,37.32,64.35,33.89,36.30,36.18,29.64,21.60,16.40,13.00,10.79,
314.25,39.31,67.23,35.75,38.16,38.04,31.18,22.73,17.43,13.82,11.40,
314.68,41.23,70.78,37.31,40.08,39.72,32.76,24.05,18.44,14.49,12.02,
315.12,42.74,74.38,39.26,42.02,41.66,34.39,25.26,19.47,15.20,12.64,
315.55,44.51,77.65,40.74,43.85,43.67,36.06,26.56,20.29,15.89,13.29,
315.98,47.04,81.59,42.75,46.19,45.71,38.04,28.15,21.37,16.88,14.07,
316.41,48.95,85.63,44.72,48.40,47.98,39.79,29.39,22.48,17.81,14.73,
316.85,51.01,89.13,46.55,50.23,49.98,41.29,30.47,23.46,18.62,15.37,
317.28,53.37,92.67,48.44,52.11,51.81,43.01,31.72,24.48,19.54,16.05,
317.71,55.36,96.51,50.66,54.22,53.86,44.87,33.13,25.54,20.27,16.77,
318.14,56.80,100.13,52.95,55.96,55.96,46.30,34.12,26.40,20.82,17.37,
318.57,58.72,103.61,54.63,57.82,58.00,48.13,35.34,27.31,21.56,18.07,
319.01,60.79,107.21,55.98,59.83,60.13,49.76,36.82,28.19,22.20,18.70,
319.44,62.85,110.75,57.99,61.65,62.37,51.15,37.93,29.20,23.05,19.34,
319.87,64.71,113.24,59.52,63.46,64.00,52.51,38.96,30.19,23.81,19.86,
320.30,66.41,116.79,60.87,65.40,65.57,54.13,40.21,31.21,24.56,20.52,
320.73,68.70,121.05,63.11,67.75,67.69,56.06,41.66,32.41,25.48,21.22,
321.17,70.61,125.02,65.17,69.84,69.96,57.82,43.03,33.33,26.23,21.92,
321.60,73.71,130.42,67.83,72.70,72.82,60.40,44.92,34.74,27.49,22.90,
322.03,76.72,135.92,70.64,75.77,75.83,62.90,46.78,36.27,28.80,23.90,
322.46,79.78,141.91,73.24,78.83,78.95,65.18,48.46,37.60,29.96,24.81,
322.89,82.91,146.78,75.87,81.49,81.84,67.44,50.09,39.02,31.13,25.75,
323.33,86.06,152.37,78.81,84.58,84.82,70.07,52.08,40.48,32.35,26.76,
323.76,88.83,158.18,81.97,87.54,87.60,72.40,53.86,41.87,33.35,27.71,
324.19,91.44,163.76,84.50,90.39,90.68,74.80,55.64,43.15,34.36,28.66,
324.62,94.45,169.11,86.81,93.35,93.70,77.30,57.69,44.40,35.56,29.59,
325.05,98.31,175.58,89.99,96.93,97.27,80.11,59.87,46.15,36.97,30.65,
325.48,101.43,180.85,92.87,99.99,100.57,82.52,61.63,47.81,38.20,31.64,
325.92,104.29,186.01,95.23,102.98,103.26,84.84,63.39,49.33,39.37,32.52,
326.35,107.73,192.02,98.19,105.91,106.14,87.47,65.33,50.94,40.62,33.50,
326.78,110.11,197.11,100.72,108.31,108.59,89.44,66.97,52.07,41.43,34.33,
327.21,112.30,201.87,102.81,110.63,111.02,91.54,68.43,53.17,42.33,35.24,
327.64,114.42,205.98,104.71,112.48,113.04,93.45,69.78,54.28,43.19,35.95,
328.07,116.16,209.85,106.25,114.40,115.01,94.78,70.79,54.97,43.75,36.53,
328.50,118.04,212.94,107.81,115.96,116.89,95.92,71.61,55.77,44.35,37.01,
328.93,119.16,214.37,108.92,116.83,117.65,96.80,72.14,56.34,44.67,37.38,
329.37,119.80,216.29,109.49,117.82,118.25,97.43,72.68,56.77,44.81,37.63,
329.80,120.22,218.32,110.30,118.67,119.26,98.05,73.15,57.27,45.04,37.88,
330.23,120.56,219.45,110.38,119.19,119.66,98.43,73.53,57.42,45.14,38.01,
330.66,122.04,221.96,111.32,120.47,120.68,99.36,74.32,58.09,45.66,38.37,
331.09,122.49,223.58,111.90,121.24,121.50,99.79,74.58,58.58,45.95,38.60,
331.52,122.82,224.40,112.12,121.32,121.58,99.79,74.60,58.76,46.13,38.70,
331.95,122.91,224.88,111.98,121.28,121.07,99.72,74.52,58.69,46.20,38.65,
332.38,122.86,225.48,112.13,121.14,120.84,99.71,74.55,58.66,46.09,38.65,
332.81,122.38,225.87,112.31,121.07,120.77,99.38,74.28,58.47,45.94,38.68,
333.24,122.17,225.55,111.91,120.88,120.63,99.26,74.06,58.26,45.83,38.60,
333.68,122.04,225.79,111.69,120.72,120.52,98.95,73.96,58.05,45.64,38.44,
334.11,122.55,226.66,111.90,121.24,121.19,98.94,73.99,58.19,45.77,38.47,
334.54,122.70,226.55,111.88,121.21,121.02,98.78,73.92,58.24,45.87,38.44,
334.97,122.76,227.24,111.51,121.29,120.62,98.74,73.94,58.27,45.80,38.38,
335.40,123.12,228.87,111.95,121.80,121.05,98.96,74.22,58.54,45.96,38.48,
335.83,123.69,230.63,112.46,122.30,121.69,99.43,74.59,58.68,46.15,38.68,
336.26,124.82,232.61,113.20,123.31,122.30,100.17,75.19,59.02,46.57,38.97,
336.69,125.55,234.56,113.96,124.09,123.23,100.84,75.56,59.41,46.91,39.22,
337.12,126.28,236.68,114.71,124.89,123.86,101.33,75.86,59.67,47.14,39.41,
337.55,127.70,238.80,115.59,125.75,124.51,102.07,76.36,60.17,47.55,39.72,
337.98,128.69,240.92,116.40,126.67,125.27,102.83,76.87,60.56,47.74,39.96,
338.41,129.50,243.34,117.46,127.67,126.15,103.42,77.29,60.88,47.92,40.25,
338.84,130.17,245.16,118.13,128.54,126.90,104.08,77.71,61.20,48.15,40.47,
339.27,131.03,246.73,118.41,129.16,127.68,104.59,78.25,61.44,48.33,40.59,
339.70,132.40,249.24,119.28,130.25,128.81,105.31,78.84,61.97,48.71,40.86,
340.13,133.36,251.14,120.04,131.05,129.55,105.93,79.28,62.49,49.11,41.12,
340.56,133.77,252.22,120.28,131.48,129.66,106.27,79.51,62.82,49.26,41.27,
340.99,134.09,253.45,120.64,131.82,129.81,106.51,79.63,63.00,49.32,41.33,
341.42,134.11,254.42,120.88,132.03,129.91,106.67,79.73,63.12,49.32,41.43,
341.85,134.11,254.96,120.89,132.00,129.81,106.67,79.71,63.07,49.35,41.45,
342.28,134.00,255.04,120.71,131.87,129.57,106.57,79.56,62.99,49.27,41.34,
342.71,133.86,255.37,120.35,131.70,129.42,106.19,79.32,62.82,49.12,41.23,
343.14,134.52,256.25,120.54,131.85,129.54,106.23,79.37,63.00,49.24,41.30,
343.57,134.63,256.15,120.57,131.82,129.32,106.10,79.31,63.01,49.24,41.30,
344.00,134.14,256.35,120.56,131.62,128.91,105.83,79.07,62.80,49.00,41.20,
344.43,133.94,256.95,120.70,131.67,129.08,105.80,79.07,62.80,48.92,41.20,
344.86,134.11,257.04,120.48,131.62,129.01,105.79,79.11,62.81,48.81,41.15,
345.29,134.75,258.24,120.72,132.07,129.43,106.02,79.31,63.01,48.97,41.24,
345.72,134.82,259.24,120.81,132.27,129.56,106.11,79.34,63.20,49.08,41.31,
346.15,135.37,260.61,121.23,132.79,129.71,106.42,79.48,63.46,49.29,41.45,
346.58,136.11,262.17,121.73,133.42,130.05,106.77,79.76,63.71,49.47,41.60,
347.01,136.72,264.29,122.53,134.17,130.62,107.23,80.15,63.96,49.59,41.79,
347.44,137.70,266.86,123.65,135.16,131.63,107.91,80.73,64.40,49.95,42.14,
347.87,138.85,269.09,124.50,136.09,132.54,108.63,81.29,64.68,50.33,42.42,
348.30,140.00,271.65,125.34,137.18,133.61,109.32,81.89,65.02,50.59,42.73,
348.73,141.75,274.88,126.68,138.68,135.34,110.22,82.60,65.76,51.18,43.15,
349.16,143.24,277.28,127.96,139.84,136.36,111.14,83.28,66.34,51.66,43.48,
349.59,144.12,279.61,128.69,140.85,137.20,111.80,83.80,66.79,51.89,43.71,
350.02,143.95,280.49,128.60,140.87,137.42,111.70,83.79,66.88,51.79,43.66,
350.44,145.36,283.48,129.56,142.03,138.78,112.60,84.55,67.38,52.23,44.00,
350.87,146.82,286.32,130.50,143.29,139.76,113.44,85.27,67.92,52.75,44.38,
351.30,147.68,289.37,131.39,144.52,141.00,114.19,85.88,68.43,53.24,44.71,
351.73,148.94,291.99,132.39,145.65,141.97,114.87,86.37,68.90,53.62,45.00,
352.16,150.40,294.88,133.45,146.75,142.97,115.72,87.02,69.44,54.07,45.34,
352.59,151.26,297.11,134.37,147.62,143.66,116.30,87.50,69.77,54.28,45.59,
353.02,151.33,298.13,134.71,147.81,143.79,116.38,87.50,69.74,54.27,45.64,
353.45,151.32,298.20,134.56,147.67,143.52,116.33,87.34,69.61,54.24,45.58,
353.88,151.20,298.11,134.04,147.45,143.26,116.08,87.19,69.34,53.99,45.41,
354.31,150.43,296.86,133.27,146.61,142.54,115.33,86.54,68.92,53.65,45.08,
354.73,149.46,294.75,132.18,145.51,141.28,114.35,85.72,68.47,53.26,44.69,
355.16,148.10,292.62,130.78,144.24,139.70,113.36,84.91,67.85,52.68,44.24,
355.59,146.67,291.01,129.59,143.00,138.63,112.35,84.16,67.32,52.13,43.88,
356.02,145.98,290.37,128.98,142.38,137.94,111.82,83.74,66.93,51.88,43.69,
356.45,145.75,289.91,128.64,141.83,137.32,111.48,83.44,66.67,51.74,43.56,
356.88,145.21,289.50,128.07,141.58,136.82,111.13,83.07,66.46,51.54,43.35,
357.31,144.70,289.22,127.49,141.04,136.32,110.58,82.52,66.08,51.31,43.10,
357.74,144.73,288.75,127.26,140.58,135.76,110.23,82.20,65.96,51.19,42.97,
358.16,144.49,288.84,127.17,140.31,135.36,110.00,81.99,65.82,51.05,42.88,
358.59,144.10,288.63,127.08,139.97,134.85,109.58,81.68,65.55,50.82,42.72,
359.02,144.37,289.71,127.37,140.23,135.15,109.73,81.87,65.68,50.85,42.81,
359.45,145.14,291.39,127.69,140.76,135.93,110.14,82.29,65.93,51.06,42.97,
359.88,146.43,294.19,128.50,141.91,137.22,110.80,82.86,66.35,51.44,43.21,
360.31,147.75,297.43,129.76,143.24,138.65,111.76,83.63,67.11,51.97,43.64,
360.73,149.83,301.93,131.35,145.17,140.27,113.09,84.68,68.08,52.66,44.20,
361.16,152.19,307.39,133.49,147.60,142.42,114.73,85.96,69.20,53.38,44.87,
361.59,154.83,313.63,136.06,150.23,144.90,116.65,87.49,70.42,54.28,45.67,
362.02,157.68,319.62,138.62,153.01,147.34,118.66,88.96,71.59,55.24,46.51,
362.45,160.23,325.08,140.77,155.68,149.65,120.55,90.29,72.67,56.10,47.20,
362.88,162.78,331.01,142.74,158.25,152.05,122.21,91.59,73.62,56.87,47.87,
363.30,165.61,336.35,144.89,160.49,154.33,123.87,92.87,74.72,57.80,48.62,
363.73,168.38,341.78,147.23,162.92,156.46,125.71,94.31,75.94,58.63,49.34,
364.16,170.50,347.01,148.97,165.04,158.42,127.28,95.47,76.90,59.28,49.93,
364.59,172.56,351.88,150.79,167.08,160.55,128.80,96.68,77.92,59.95,50.56,
365.02,174.85,357.05,152.47,169.23,162.77,130.51,97.97,78.94,60.66,51.18,
365.44,176.80,361.77,153.84,171.24,164.63,131.93,98.92,79.75,61.34,51.68,
365.87,178.43,365.92,155.35,173.15,166.25,133.17,99.80,80.62,61.94,52.19,
366.30,180.11,369.89,156.68,174.47,167.39,134.24,100.52,81.38,62.44,52.65,
366.73,181.97,373.72,158.05,176.15,168.52,135.42,101.32,82.08,63.03,53.10,
367.16,183.22,377.07,159.50,177.45,169.62,136.45,102.03,82.65,63.41,53.49,
367.58,184.23,379.61,160.54,178.25,170.38,137.06,102.59,82.95,63.76,53.82,
368.01,184.96,381.17,160.98,178.84,170.69,137.57,102.86,83.13,63.89,53.95,
368.44,185.27,382.10,160.77,178.90,170.72,137.54,102.95,83.06,63.84,53.90,
368.87,185.33,382.42,160.68,178.38,170.54,137.18,102.67,82.94,63.79,53.78,
369.29,184.44,380.45,159.92,177.30,169.54,136.54,102.08,82.64,63.50,53.53,
369.72,183.10,378.38,158.75,176.01,168.11,135.55,101.26,82.15,62.85,53.10,
370.15,181.30,375.35,157.19,174.21,166.51,134.14,100.25,81.35,62.16,52.59,
370.58,179.70,372.56,155.78,172.73,165.07,132.85,99.38,80.53,61.64,52.15,
371.00,178.53,370.39,154.40,171.44,163.61,131.79,98.64,79.86,61.16,51.73,
371.43,177.13,368.10,153.12,170.25,162.65,130.69,97.82,79.20,60.73,51.33,
371.86,176.28,366.23,152.13,169.09,161.42,129.59,97.10,78.66,60.33,50.99,
372.29,176.14,365.70,151.69,168.43,160.65,129.10,96.70,78.48,60.19,50.80,
372.71,175.73,365.64,151.58,168.35,160.37,128.85,96.56,78.30,60.02,50.74,
373.14,175.22,365.66,151.24,167.87,160.04,128.32,96.28,78.00,59.75,50.63,
373.57,175.65,366.78,151.37,168.11,160.28,128.48,96.40,78.08,59.82,50.72,
374.00,176.18,368.38,151.55,168.69,160.81,128.82,96.66,78.26,59.88,50.79,
374.42,176.94,370.41,152.05,169.35,161.85,129.11,96.93,78.58,60.15,50.95,
374.85,178.08,373.03,152.96,170.31,162.86,129.79,97.34,79.12,60.59,51.22,
375.28,179.20,376.14,153.89,171.68,163.76,130.66,97.99,79.72,60.95,51.56,
375.70,180.47,379.93,155.16,173.20,165.18,131.55,98.72,80.33,61.35,51.91,
376.13,182.01,383.76,156.46,174.56,166.58,132.52,99.55,80.88,61.80,52.35,
376.56,183.42,387.30,157.81,176.01,167.65,133.56,100.29,81.49,62.23,52.77,
376.99,184.30,390.03,158.59,177.31,168.40,134.45,100.70,81.91,62.51,52.98,
377.41,184.88,391.70,158.94,177.71,169.00,134.72,100.74,81.98,62.64,53.07,
377.84,185.65,393.07,159.21,178.02,168.89,134.88,100.80,82.16,62.83,53.16,
378.27,185.30,393.00,159.21,177.81,168.47,134.68,100.59,82.01,62.64,53.03,
378.69,183.93,390.77,158.26,176.70,167.36,133.72,99.84,81.34,62.11,52.65,
379.12,182.23,387.48,156.78,174.96,165.77,132.41,98.86,80.57,61.41,52.10,
379.55,180.22,383.21,154.76,172.94,163.94,130.89,97.74,79.56,60.56,51.39,
379.97,177.30,377.49,152.08,170.26,161.36,128.67,96.06,78.27,59.59,50.49,
380.40,174.31,371.17,149.28,167.29,158.50,126.38,94.27,76.96,58.59,49.58,
380.83,171.26,365.09,146.48,164.22,155.27,123.99,92.48,75.57,57.48,48.67,
381.25,168.45,359.69,144.10,161.65,152.52,121.94,90.88,74.29,56.45,47.85,
381.68,165.97,354.98,142.07,159.27,150.26,120.10,89.58,73.20,55.54,47.17,
382.11,163.88,350.97,140.37,157.18,148.11,118.46,88.42,72.19,54.85,46.60,
382.53,162.31,348.04,138.92,156.07,146.69,117.38,87.58,71.43,54.35,46.09,
382.96,161.21,346.25,137.71,155.04,145.85,116.43,86.99,70.88,54.08,45.73,
383.39,161.01,345.40,137.14,154.31,145.38,115.77,86.62,70.64,53.98,45.59,
383.81,161.04,345.41,137.20,154.32,144.99,115.56,86.57,70.69,53.95,45.56,
384.24,160.81,345.84,137.18,154.36,144.98,115.47,86.57,70.70,53.85,45.50,
384.67,161.24,347.46,137.64,154.88,145.54,115.76,86.92,71.02,53.99,45.67,
385.09,162.71,350.90,138.66,155.90,146.68,116.65,87.65,71.62,54.37,46.02,
385.52,164.71,355.36,140.09,157.62,148.49,117.89,88.53,72.44,55.09,46.53,
385.95,166.82,360.41,141.85,159.64,150.45,119.34,89.63,73.39,55.90,47.10,
386.37,169.58,366.77,144.01,162.22,152.79,121.06,90.99,74.59,56.80,47.86,
386.80,172.57,373.87,146.63,165.15,155.32,123.10,92.52,75.92,57.81,48.71,
387.22,175.62,381.29,149.36,168.20,158.13,125.36,94.27,77.29,58.75,49.61,
387.65,178.47,387.87,151.92,171.01,160.62,127.32,95.84,78.48,59.71,50.43,
388.08,181.01,393.49,154.07,173.43,162.65,129.07,97.06,79.48,60.57,51.08,
388.50,183.11,398.55,155.48,175.41,164.42,130.50,98.05,80.25,61.17,51.59,
388.93,184.76,401.99,156.67,176.55,165.71,131.38,98.66,80.88,61.64,51.95,
389.36,185.87,403.98,157.36,177.21,166.19,131.89,98.96,81.29,61.87,52.16,
389.78,186.02,404.83,157.50,177.29,166.05,132.02,98.96,81.41,61.78,52.18,
390.21,185.47,404.58,157.25,176.98,165.80,131.81,98.71,81.30,61.54,52.07,
390.63,185.16,403.97,156.79,176.53,165.36,131.48,98.43,81.04,61.29,51.93,
391.06,184.88,403.09,156.39,176.02,164.64,131.12,98.00,80.73,61.12,51.78,
391.49,184.07,401.95,155.72,175.63,164.19,130.56,97.57,80.40,60.92,51.57,
391.91,183.50,401.29,155.23,175.13,163.39,129.95,97.22,80.13,60.68,51.40,
392.34,183.54,401.44,155.12,174.97,163.05,129.76,97.03,80.13,60.64,51.40,
392.76,183.21,401.42,155.16,174.76,162.69,129.66,97.00,79.98,60.44,51.32,
393.19,182.94,401.29,154.87,174.34,162.34,129.26,96.89,79.78,60.31,51.22,
393.61,182.54,400.49,154.51,173.78,161.80,128.91,96.47,79.50,60.20,51.07,
394.04,182.44,400.85,154.15,173.52,161.79,128.75,96.32,79.29,60.08,51.00,
394.47,182.95,402.40,154.36,173.78,162.38,128.83,96.56,79.46,60.21,51.08,
394.89,184.53,405.47,155.44,174.84,163.70,129.57,97.29,80.18,60.64,51.44,
395.32,187.01,411.85,157.56,177.41,166.04,131.26,98.61,81.38,61.46,52.17,
395.74,190.93,421.91,161.19,181.67,169.99,134.05,100.90,83.20,62.79,53.32,
396.17,196.82,435.13,166.18,187.08,175.20,137.83,104.02,85.60,64.61,54.90,
396.59,204.05,451.03,172.35,193.69,181.40,142.58,107.71,88.58,66.96,56.86,
397.02,211.39,468.64,178.83,201.45,188.49,147.89,111.72,91.90,69.54,59.00,
397.45,219.42,486.90,185.30,209.10,195.62,153.23,115.87,95.32,72.17,61.16,
397.87,228.03,505.36,192.15,216.72,202.70,158.78,119.99,98.82,74.91,63.39,
398.30,235.87,522.93,198.84,224.24,209.44,164.25,123.95,102.13,77.38,65.53,
398.72,243.22,539.96,205.08,231.42,215.87,169.29,127.80,105.20,79.63,67.55,
399.15,250.69,556.44,211.10,238.20,222.17,174.32,131.50,108.40,81.93,69.58,
399.57,258.10,572.89,217.12,245.06,228.73,179.41,135.16,111.36,84.10,71.54,
400.00,265.46,589.62,223.08,252.02,235.25,184.35,138.98,114.51,86.46,73.49,
400.42,272.53,604.83,228.44,258.32,241.16,188.83,142.39,117.58,88.68,75.30,
400.85,278.64,618.81,233.44,264.14,246.27,193.00,145.27,120.27,90.56,77.00,
401.27,284.08,631.73,238.20,269.70,250.86,196.85,148.03,122.70,92.30,78.52,
401.70,288.56,642.17,241.82,273.75,254.50,199.94,150.35,124.50,93.57,79.78,
402.12,291.63,649.17,244.49,276.46,256.88,202.02,151.80,125.70,94.46,80.66,
402.55,293.58,654.30,246.11,278.88,258.57,203.56,152.76,126.54,95.25,81.20,
402.97,294.72,657.33,246.57,279.82,259.48,204.18,153.23,126.79,95.61,81.43,
403.40,295.75,659.00,246.88,279.77,259.93,204.47,153.39,126.99,95.79,81.57,
403.82,296.07,660.34,247.18,279.86,259.90,204.60,153.46,127.12,95.80,81.69,
404.25,295.77,661.15,246.99,279.86,259.64,204.59,153.57,127.18,95.68,81.66,
404.67,295.65,661.90,246.89,279.62,259.68,204.46,153.57,127.22,95.63,81.68,
405.10,295.66,662.21,246.64,279.37,259.90,204.36,153.44,127.16,95.58,81.62,
405.52,295.90,663.02,246.58,279.34,260.04,204.20,153.32,127.08,95.68,81.51,
405.95,295.69,663.47,246.30,279.34,259.81,203.97,153.16,127.15,95.78,81.43,
406.37,295.66,664.09,246.02,279.21,259.56,203.71,152.82,127.18,95.65,81.39,
406.80,295.74,665.64,246.49,279.54,259.52,203.82,152.84,127.31,95.67,81.45,
407.22,296.30,668.13,247.23,280.21,260.08,204.18,153.31,127.51,95.78,81.61,
407.65,296.42,669.61,247.65,280.19,260.05,204.21,153.37,127.41,95.85,81.69,
408.07,296.88,671.41,248.07,280.75,260.59,204.51,153.55,127.54,96.02,81.76,
408.50,298.16,675.00,248.68,281.97,261.62,205.19,154.14,127.90,96.51,82.04,
408.92,299.55,678.34,249.43,282.78,262.98,205.79,154.61,128.33,96.76,82.31,
409.35,301.37,682.57,250.62,284.00,264.21,206.71,155.25,129.14,97.21,82.70,
409.77,303.17,687.53,251.81,285.73,265.26,207.62,156.08,129.90,97.55,83.11,
410.20,304.71,692.17,253.23,287.10,266.78,208.79,156.95,130.62,97.98,83.58,
410.62,306.81,696.65,254.70,288.77,268.40,209.91,157.71,131.23,98.36,84.04,
411.04,308.77,701.19,256.17,290.37,269.63,211.06,158.47,131.86,98.90,84.49,
411.47,309.84,705.15,257.03,291.80,270.64,211.99,159.05,132.44,99.31,84.76,
411.89,310.91,708.53,257.77,292.72,271.35,212.54,159.48,132.87,99.64,85.07,
412.32,312.49,712.20,258.92,293.63,272.21,213.37,159.96,133.40,99.97,85.43,
412.74,313.67,716.20,260.25,295.12,273.11,214.46,160.79,133.92,100.38,85.83,
413.17,314.53,719.05,261.00,296.06,273.99,215.02,161.35,134.24,100.69,86.15,
413.59,315.57,721.33,261.62,296.71,274.58,215.62,161.72,134.66,100.98,86.36,
414.02,316.71,724.61,262.13,297.89,275.67,216.33,162.20,135.15,101.14,86.60,
414.44,318.14,727.97,262.71,298.93,276.53,216.75,162.83,135.54,101.61,86.86,
