Date,2016/04/25,2016/04/25,
Time,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,
Exposure Time(msec),500,500,
Sensor Temp.(deg),24.5,24.6,
Power(V),5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),
287.77,0.00,0.00,
288.21,0.00,0.00,
288.65,0.00,0.00,
289.08,0.00,0.00,
289.52,0.00,0.00,
289.95,0.00,0.00,
290.39,0.00,0.00,
290.82,0.00,0.00,
291.26,0.00,0.00,
291.69,0.00,0.00,
292.13,0.00,0.00,
292.56,0.00,0.00,
293.00,0.00,0.00,
293.43,0.00,0.00,
293.87,0.00,0.00,
294.30,0.00,0.00,
294.74,0.15,0.33,
295.17,0.12,0.35,
295.61,0.10,0.32,
296.04,0.20,0.32,
296.47,0.27,0.32,
296.91,0.36,0.39,
297.34,0.33,0.55,
297.78,0.43,0.53,
298.21,0.56,0.51,
298.65,0.45,0.50,
299.08,0.38,0.55,
299.51,0.50,0.55,
299.95,0.48,0.55,
300.38,0.54,0.54,
300.82,0.59,0.68,
301.25,0.64,0.76,
301.68,0.76,0.87,
302.12,0.87,1.01,
302.55,0.96,1.13,
302.99,1.05,1.30,
303.42,1.20,1.36,
303.85,1.46,1.49,
304.29,1.48,1.64,
304.72,1.61,1.77,
305.15,1.96,2.13,
305.59,2.18,2.30,
306.02,2.52,2.63,
306.46,2.79,3.13,
306.89,3.22,3.66,
307.32,3.77,4.16,
307.76,4.27,4.71,
308.19,4.86,5.37,
308.62,5.59,6.18,
309.06,6.28,6.82,
309.49,7.12,7.69,
309.92,7.78,8.59,
310.35,8.58,9.48,
310.79,9.52,10.50,
311.22,10.42,11.44,
311.65,11.50,12.55,
312.09,12.45,13.85,
312.52,13.66,15.12,
312.95,15.09,16.39,
313.38,16.26,17.75,
313.82,17.46,19.12,
314.25,18.83,20.56,
314.68,20.17,21.83,
315.12,21.47,23.24,
315.55,22.76,24.69,
315.98,24.36,26.34,
316.41,25.96,27.99,
316.85,27.41,29.51,
317.28,29.00,31.12,
317.71,30.55,32.96,
318.14,32.07,34.57,
318.57,33.78,36.16,
319.01,35.28,37.78,
319.44,36.80,39.42,
319.87,38.34,40.82,
320.30,39.98,42.36,
320.73,41.76,44.18,
321.17,43.34,46.15,
321.60,45.58,48.53,
322.03,48.00,51.05,
322.46,50.27,53.39,
322.89,52.50,55.76,
323.33,54.94,58.38,
323.76,57.31,60.90,
324.19,59.65,63.24,
324.62,61.76,65.49,
325.05,64.45,68.24,
325.48,66.85,70.73,
325.92,69.07,72.99,
326.35,71.50,75.54,
326.78,73.42,77.76,
327.21,75.41,79.76,
327.64,77.33,81.57,
328.07,78.83,83.08,
328.50,80.23,84.50,
328.93,81.24,85.60,
329.37,82.13,86.52,
329.80,83.02,87.26,
330.23,83.44,87.61,
330.66,84.52,88.66,
331.09,85.32,89.47,
331.52,85.64,89.80,
331.95,85.80,89.87,
332.38,85.98,90.25,
332.81,86.06,90.39,
333.24,86.14,90.36,
333.68,86.08,90.37,
334.11,86.40,90.70,
334.54,86.54,90.83,
334.97,86.64,90.91,
335.40,87.15,91.27,
335.83,87.56,91.73,
336.26,88.34,92.47,
336.69,89.12,93.28,
337.12,89.74,93.90,
337.55,90.46,94.67,
337.98,91.12,95.54,
338.41,91.93,96.42,
338.84,92.60,96.93,
339.27,93.06,97.35,
339.70,93.92,98.23,
340.13,94.73,98.95,
340.56,95.13,99.35,
340.99,95.44,99.59,
341.42,95.61,99.87,
341.85,95.63,99.92,
342.28,95.65,99.78,
342.71,95.50,99.64,
343.14,95.72,99.86,
343.57,95.68,99.89,
344.00,95.65,99.77,
344.43,95.81,99.72,
344.86,95.73,99.54,
345.29,96.00,99.91,
345.72,96.34,100.27,
346.15,96.64,100.50,
346.58,97.00,100.91,
347.01,97.49,101.49,
347.44,98.24,102.22,
347.87,98.99,102.89,
348.30,99.69,103.67,
348.73,100.74,104.88,
349.16,101.59,105.88,
349.59,102.25,106.64,
350.02,102.35,106.63,
350.44,103.15,107.54,
350.87,104.01,108.48,
351.30,104.95,109.48,
351.73,105.70,110.16,
352.16,106.58,111.07,
352.59,107.21,111.84,
353.02,107.29,111.94,
353.45,107.21,111.81,
353.88,106.99,111.65,
354.31,106.46,111.01,
354.73,105.67,110.21,
355.16,104.75,109.28,
355.59,103.99,108.30,
356.02,103.54,107.74,
356.45,103.20,107.34,
356.88,102.94,106.99,
357.31,102.53,106.48,
357.74,102.20,106.21,
358.16,102.00,106.21,
358.59,101.59,105.80,
359.02,101.78,105.99,
359.45,102.31,106.44,
359.88,103.09,107.29,
360.31,104.07,108.33,
360.73,105.43,109.81,
361.16,107.16,111.50,
361.59,109.00,113.32,
362.02,110.83,115.33,
362.45,112.66,117.16,
362.88,114.38,118.92,
363.30,116.06,120.70,
363.73,117.78,122.71,
364.16,119.35,124.29,
364.59,120.91,125.71,
365.02,122.58,127.28,
365.44,123.98,128.63,
365.87,125.20,130.06,
366.30,126.33,131.18,
366.73,127.52,132.34,
367.16,128.41,133.24,
367.58,129.07,133.89,
368.01,129.49,134.34,
368.44,129.60,134.30,
368.87,129.40,134.17,
369.29,128.73,133.68,
369.72,127.86,132.71,
370.15,126.71,131.42,
370.58,125.54,130.20,
371.00,124.58,129.21,
371.43,123.67,128.31,
371.86,122.94,127.55,
372.29,122.50,127.08,
372.71,122.20,126.90,
373.14,121.88,126.48,
373.57,122.05,126.66,
374.00,122.30,127.04,
374.42,122.83,127.57,
374.85,123.51,128.51,
375.28,124.41,129.43,
375.70,125.50,130.26,
376.13,126.52,131.35,
376.56,127.49,132.27,
376.99,128.33,133.08,
377.41,128.65,133.45,
377.84,128.95,133.69,
378.27,128.69,133.55,
378.69,127.91,132.56,
379.12,126.72,131.16,
379.55,125.25,129.61,
379.97,123.32,127.53,
380.40,121.13,125.32,
380.83,118.93,123.03,
381.25,117.00,120.90,
381.68,115.25,118.97,
382.11,113.62,117.48,
382.53,112.54,116.34,
382.96,111.71,115.59,
383.39,111.22,115.04,
383.81,111.08,115.06,
384.24,111.01,115.02,
384.67,111.30,115.27,
385.09,112.18,116.20,
385.52,113.46,117.60,
385.95,114.82,119.17,
386.37,116.61,121.15,
386.80,118.69,123.25,
387.22,120.85,125.43,
387.65,122.82,127.44,
388.08,124.50,129.24,
388.50,125.87,130.72,
388.93,126.84,131.68,
389.36,127.42,132.30,
389.78,127.60,132.45,
390.21,127.35,132.05,
390.63,127.03,131.62,
391.06,126.64,131.26,
391.49,126.11,130.87,
391.91,125.72,130.43,
392.34,125.68,130.19,
392.76,125.50,129.86,
393.19,125.25,129.55,
393.61,124.90,129.18,
394.04,124.69,129.09,
394.47,124.90,129.32,
394.89,125.70,130.31,
395.32,127.41,132.18,
395.74,130.23,135.02,
396.17,133.97,138.92,
396.59,138.64,143.84,
397.02,143.85,149.39,
397.45,149.32,154.93,
397.87,154.87,160.46,
398.30,160.06,165.87,
398.72,165.05,171.08,
399.15,169.92,176.19,
399.57,174.77,181.28,
400.00,179.62,186.51,
400.42,184.17,191.23,
400.85,188.33,195.41,
401.27,192.33,199.16,
401.70,195.29,201.97,
402.12,197.32,204.00,
402.55,198.74,205.50,
402.97,199.59,206.12,
403.40,199.80,206.31,
403.82,199.90,206.54,
404.25,200.00,206.68,
404.67,199.92,206.54,
405.10,199.79,206.40,
405.52,199.84,206.45,
405.95,199.71,206.40,
406.37,199.62,206.04,
406.80,199.95,206.20,
407.22,200.37,206.53,
407.65,200.29,206.59,
408.07,200.62,207.05,
408.50,201.43,207.86,
408.92,202.12,208.73,
409.35,203.05,209.94,
409.77,204.29,211.17,
410.20,205.49,212.17,
410.62,206.45,213.15,
411.04,207.63,214.45,
411.47,208.41,215.45,
411.89,209.10,216.07,
412.32,210.00,216.77,
412.74,210.97,217.79,
413.17,211.49,218.30,
413.59,211.89,218.89,
414.02,212.82,219.68,
414.44,213.45,220.42,
414.86,213.64,220.79,
415.29,213.79,220.80,
415.71,213.78,220.57,
416.14,213.60,220.28,
416.56,213.14,220.04,
416.99,212.89,219.99,
417.41,212.53,219.51,
417.83,212.67,219.42,
418.26,212.71,219.39,
418.68,212.67,219.39,
419.11,212.20,219.05,
419.53,211.98,219.04,
419.95,211.95,218.95,
420.38,211.44,218.78,
420.80,210.93,218.14,
421.23,210.79,217.77,
421.65,210.60,217.31,
422.07,210.18,217.10,
422.50,209.99,217.14,
422.92,209.92,216.76,
423.34,209.52,215.93,
423.77,209.15,215.39,
424.19,208.26,214.53,
424.62,206.91,213.49,
425.04,205.53,212.24,
425.46,204.46,211.16,
425.89,202.84,209.74,
426.31,200.99,207.83,
426.73,199.66,205.96,
427.16,198.02,204.27,
427.58,196.02,202.24,
428.00,193.97,200.47,
428.43,192.61,199.02,
428.85,191.39,197.76,
429.27,190.65,197.20,
429.70,190.36,197.24,
430.12,190.47,197.56,
430.54,190.99,198.14,
430.97,192.08,199.19,
431.39,193.05,200.35,
431.81,194.37,201.44,
432.24,196.31,202.94,
432.66,198.35,204.97,
433.08,200.49,207.20,
433.51,202.71,209.87,
433.93,205.52,212.92,
434.35,208.37,215.76,
434.77,210.60,218.14,
435.20,212.43,219.78,
435.62,213.93,221.10,
436.04,215.09,222.04,
436.47,215.66,222.60,
436.89,216.09,223.24,
437.31,216.90,223.91,
437.73,217.90,224.48,
438.16,219.00,225.54,
438.58,220.01,226.95,
439.00,221.13,228.35,
439.43,222.32,229.60,
439.85,223.78,230.89,
440.27,224.94,231.95,
440.69,226.03,232.91,
441.12,227.46,234.16,
441.54,228.90,235.82,
441.96,230.02,237.29,
442.38,231.22,238.81,
442.81,232.87,240.25,
443.23,234.38,241.55,
443.65,235.53,242.51,
444.07,236.61,243.68,
444.50,237.53,244.80,
444.92,238.57,245.86,
445.34,239.93,247.08,
445.76,240.72,248.16,
446.19,241.68,249.05,
446.61,242.93,250.09,
447.03,244.17,251.40,
447.45,245.44,252.79,
447.87,246.64,254.12,
448.30,248.11,255.35,
448.72,249.69,256.55,
449.14,250.76,257.64,
449.56,251.74,258.56,
449.99,252.40,259.45,
450.41,253.07,260.32,
450.83,253.57,260.79,
451.25,253.89,261.03,
451.67,253.86,261.02,
452.10,254.19,261.08,
452.52,254.45,261.35,
452.94,254.24,261.45,
453.36,254.34,261.64,
453.78,254.29,261.48,
454.20,254.44,261.56,
454.63,254.43,261.46,
455.05,254.10,261.17,
455.47,254.14,261.51,
455.89,254.45,262.04,
456.31,254.67,262.23,
456.74,255.09,262.60,
457.16,255.61,263.07,
457.58,256.12,263.32,
458.00,256.52,263.63,
458.42,256.86,264.13,
458.84,257.19,264.65,
459.27,257.58,264.86,
459.69,257.96,265.17,
460.11,258.27,265.26,
460.53,258.07,264.98,
460.95,258.08,265.36,
461.37,258.48,265.93,
461.79,258.26,265.66,
462.22,258.02,265.44,
462.64,258.36,265.92,
463.06,258.56,265.62,
463.48,258.38,265.33,
463.90,257.94,265.36,
464.32,257.67,265.50,
464.74,257.36,264.90,
465.16,257.08,264.55,
465.59,256.79,264.16,
466.01,255.95,263.40,
466.43,255.27,263.00,
466.85,255.33,263.27,
467.27,255.03,262.82,
467.69,254.52,262.37,
468.11,254.60,262.49,
468.53,254.92,262.31,
468.95,254.57,261.73,
469.38,254.03,261.69,
469.80,254.30,262.66,
470.22,254.75,263.05,
470.64,255.03,262.97,
471.06,255.32,263.41,
471.48,255.48,263.19,
471.90,255.42,263.27,
472.32,256.02,264.18,
472.74,256.59,264.83,
473.16,256.24,264.69,
473.58,256.50,265.04,
474.01,257.24,265.55,
474.43,257.52,265.24,
474.85,256.95,265.03,
475.27,257.35,265.92,
475.69,257.86,266.47,
476.11,257.80,266.21,
476.53,257.83,266.35,
476.95,258.73,267.26,
477.37,258.99,267.34,
477.79,259.23,268.16,
478.21,259.70,269.27,
478.63,259.48,269.27,
479.05,259.82,269.07,
479.47,261.03,269.48,
479.89,261.15,268.87,
480.31,260.21,268.16,
480.74,259.92,268.54,
481.16,260.14,268.96,
481.58,259.48,267.90,
482.00,258.35,266.59,
482.42,257.45,265.29,
482.84,256.62,263.49,
483.26,254.34,261.44,
483.68,252.36,259.85,
484.10,250.33,258.13,
484.52,248.70,255.65,
484.94,247.58,253.96,
485.36,246.31,252.48,
485.78,244.36,250.76,
486.20,243.28,250.29,
486.62,243.32,250.28,
487.04,243.33,250.01,
487.46,242.90,249.67,
487.88,243.08,250.10,
488.30,244.00,250.51,
488.72,244.31,251.06,
489.14,244.18,251.85,
489.56,245.15,253.07,
489.98,246.40,253.74,
490.40,247.51,254.40,
490.82,248.87,255.32,
491.24,249.61,256.15,
491.66,249.71,256.86,
492.08,250.71,258.35,
492.50,251.50,259.16,
492.92,251.57,259.17,
493.34,251.93,259.40,
493.76,252.76,259.40,
494.18,252.83,259.33,
494.60,251.86,259.05,
495.02,251.31,259.05,
495.44,251.76,258.90,
495.86,251.90,258.42,
496.28,251.89,258.02,
496.70,251.90,258.05,
497.12,250.99,257.84,
497.54,250.36,257.90,
497.95,249.72,257.03,
498.37,248.75,255.97,
498.79,247.63,254.98,
499.21,247.12,254.07,
499.63,245.86,252.24,
500.05,243.66,251.07,
500.47,242.49,250.55,
500.89,242.26,249.98,
501.31,242.29,249.29,
501.73,241.72,248.82,
502.15,241.54,248.37,
502.57,240.90,248.42,
502.99,240.72,248.90,
503.41,240.82,249.01,
503.83,241.00,248.97,
504.25,241.31,249.41,
504.67,241.82,249.07,
505.08,242.13,249.18,
505.50,241.97,249.43,
505.92,241.74,249.95,
506.34,242.54,250.35,
506.76,243.35,250.57,
507.18,243.57,251.21,
507.60,243.69,251.42,
508.02,244.25,251.56,
508.44,244.42,252.44,
508.86,244.25,252.38,
509.28,243.90,252.02,
509.70,244.19,252.12,
510.11,244.15,251.49,
510.53,243.68,250.85,
510.95,243.23,250.97,
511.37,242.57,250.90,
511.79,242.13,250.58,
512.21,242.26,250.44,
512.63,241.35,249.80,
513.05,240.11,248.40,
513.47,239.42,247.02,
513.88,237.90,245.92,
514.30,235.59,244.07,
514.72,233.68,242.08,
515.14,232.33,240.59,
515.56,231.42,238.87,
515.98,229.87,236.79,
516.40,228.88,235.93,
516.82,227.95,235.56,
517.23,227.54,235.12,
517.65,227.19,234.42,
518.07,227.19,234.54,
518.49,227.01,234.31,
518.91,227.88,234.54,
519.33,228.24,235.31,
519.75,228.15,235.86,
520.17,228.48,236.36,
520.58,230.28,237.73,
521.00,231.97,238.84,
521.42,233.05,239.55,
521.84,234.03,241.02,
522.26,234.72,242.67,
522.68,235.11,243.32,
523.09,235.32,243.46,
523.51,235.38,243.39,
523.93,235.75,243.72,
524.35,235.64,242.74,
524.77,235.41,242.45,
525.19,234.39,242.23,
525.60,234.14,242.16,
526.02,234.42,242.22,
526.44,235.61,242.88,
526.86,235.72,242.69,
527.28,235.80,242.62,
527.70,235.64,243.19,
528.11,235.85,243.49,
528.53,235.43,242.98,
528.95,235.70,243.26,
529.37,236.49,243.82,
529.79,236.96,243.66,
530.21,236.62,243.48,
530.62,236.66,244.10,
531.04,236.54,244.63,
531.46,236.60,244.55,
531.88,236.97,244.60,
532.30,237.13,244.36,
532.71,236.53,244.01,
533.13,236.29,244.43,
533.55,236.31,244.79,
533.97,235.94,244.42,
534.39,235.57,244.05,
534.80,236.44,244.37,
535.22,236.61,243.73,
535.64,235.85,243.04,
536.06,235.12,243.22,
536.48,235.07,243.69,
536.89,234.59,243.05,
537.31,234.70,242.17,
537.73,234.71,241.86,
538.15,234.41,241.15,
538.56,233.89,240.71,
538.98,233.43,240.51,
539.40,232.52,239.85,
539.82,231.39,239.37,
540.24,231.64,239.39,
540.65,231.82,239.01,
541.07,230.89,238.00,
541.49,230.37,238.48,
541.91,230.38,239.08,
542.32,230.50,238.55,
542.74,230.36,238.07,
543.16,230.60,238.48,
543.58,230.64,238.78,
543.99,231.08,238.90,
544.41,230.63,239.11,
544.83,230.68,239.51,
545.25,230.27,239.20,
545.66,230.83,239.27,
546.08,231.22,239.10,
546.50,231.07,238.46,
546.92,230.46,238.44,
547.33,230.43,239.10,
547.75,230.26,238.77,
548.17,230.09,238.10,
548.59,229.91,238.52,
549.00,230.38,238.59,
549.42,230.66,238.21,
549.84,230.34,238.06,
550.26,229.90,238.22,
550.67,229.77,238.54,
551.09,229.73,238.43,
551.51,230.11,237.95,
551.93,229.97,237.57,
552.34,230.15,237.51,
552.76,229.59,237.38,
553.18,229.39,237.27,
553.59,229.05,236.51,
554.01,228.85,236.06,
554.43,228.56,235.96,
554.85,228.41,235.23,
555.26,227.55,234.29,
555.68,226.47,233.91,
556.10,225.40,233.74,
556.51,225.05,232.88,
556.93,224.53,231.40,
557.35,223.96,230.23,
557.77,223.41,229.96,
558.18,222.76,229.40,
558.60,221.94,228.68,
559.02,221.83,228.50,
559.43,221.47,227.89,
559.85,221.52,227.51,
560.27,221.42,227.16,
560.68,221.36,226.58,
561.10,220.65,226.41,
561.52,220.00,226.75,
561.93,219.93,226.52,
562.35,220.51,225.68,
562.77,219.75,225.10,
563.19,219.87,224.97,
563.60,219.62,225.00,
564.02,219.22,225.06,
564.44,218.76,224.89,
564.85,218.58,224.63,
565.27,218.36,224.07,
565.69,218.15,223.41,
566.10,217.28,222.73,
566.52,216.56,222.58,
566.94,215.31,221.97,
567.35,214.86,221.08,
567.77,214.73,220.32,
568.19,214.13,219.53,
568.60,213.38,219.08,
569.02,213.68,219.30,
569.44,213.29,219.57,
569.85,212.92,219.39,
570.27,212.52,219.39,
570.69,212.74,219.44,
571.10,212.56,218.80,
571.52,211.83,217.99,
571.93,211.33,218.25,
572.35,210.81,218.30,
572.77,210.17,217.76,
573.18,211.10,217.86,
573.60,211.29,218.15,
574.02,211.30,217.89,
574.43,211.40,217.92,
574.85,211.71,218.35,
575.27,210.92,218.14,
575.68,210.31,218.01,
576.10,210.40,217.84,
576.52,210.53,217.02,
576.93,209.58,215.89,
577.35,209.59,216.29,
577.76,209.84,217.04,
578.18,209.95,217.35,
578.60,210.58,217.52,
579.01,211.80,218.45,
579.43,212.02,218.68,
579.85,212.57,218.77,
580.26,213.43,219.63,
580.68,213.76,220.37,
581.09,213.38,220.57,
581.51,214.40,220.92,
581.93,215.38,220.93,
582.34,215.17,220.24,
582.76,215.19,220.57,
583.17,215.71,221.39,
583.59,215.23,221.51,
584.01,214.71,221.08,
584.42,214.90,220.69,
584.84,214.50,220.20,
585.25,213.39,218.80,
585.67,212.56,217.88,
586.09,211.16,217.08,
586.50,209.40,216.21,
586.92,208.56,214.99,
587.33,208.21,213.94,
587.75,206.79,212.53,
588.17,206.07,212.01,
588.58,206.08,212.63,
589.00,205.57,212.12,
589.41,205.14,211.90,
589.83,205.78,211.95,
590.25,206.12,211.81,
590.66,205.72,211.20,
591.08,205.20,211.08,
591.49,204.94,211.13,
591.91,204.09,211.68,
592.32,204.38,211.47,
592.74,205.19,211.69,
593.16,205.15,211.25,
593.57,205.34,211.54,
593.99,206.23,212.34,
594.40,206.11,212.52,
594.82,205.52,212.54,
595.23,205.76,212.78,
595.65,205.85,212.27,
596.07,205.28,211.60,
596.48,204.56,210.78,
596.90,204.18,211.10,
597.31,203.93,211.66,
597.73,203.90,211.43,
598.14,204.67,211.10,
598.56,204.76,210.78,
598.97,204.78,210.41,
599.39,205.05,210.98,
599.81,205.25,211.18,
600.22,204.36,211.30,
600.64,204.28,211.11,
601.05,204.85,211.27,
601.47,205.05,210.97,
601.88,204.96,210.68,
602.30,204.94,211.06,
602.71,204.82,211.84,
603.13,204.63,211.35,
603.54,205.33,210.84,
603.96,205.61,210.73,
604.37,206.04,210.86,
604.79,206.23,210.95,
605.21,205.92,211.44,
605.62,205.24,211.46,
606.04,204.59,211.41,
606.45,204.74,211.46,
606.87,204.86,210.78,
607.28,203.91,209.62,
607.70,203.31,209.32,
608.11,202.70,209.81,
608.53,202.32,209.44,
608.94,202.68,208.89,
609.36,202.92,209.13,
609.77,202.77,208.79,
610.19,202.70,208.71,
610.60,202.21,208.61,
611.02,201.52,208.93,
611.43,200.84,208.75,
611.85,200.80,208.21,
612.26,201.05,207.55,
612.68,200.94,206.44,
613.09,200.51,206.31,
613.51,200.35,206.65,
613.92,200.35,206.85,
614.34,200.41,206.41,
614.75,200.86,206.56,
615.17,200.66,206.55,
615.58,200.99,206.28,
616.00,200.60,206.48,
616.41,200.06,206.95,
616.83,199.73,207.51,
617.24,199.97,207.55,
617.66,200.82,207.31,
618.07,201.12,206.91,
618.49,201.33,207.12,
618.90,200.87,207.86,
619.32,200.96,208.35,
619.73,201.29,208.49,
620.15,201.11,208.30,
620.56,201.32,208.21,
620.98,201.18,207.68,
621.39,200.64,207.33,
621.80,199.26,207.25,
622.22,198.41,207.11,
622.63,198.19,206.09,
623.05,198.08,205.08,
623.46,197.71,203.91,
623.88,197.29,203.29,
624.29,196.20,203.10,
624.71,195.16,202.56,
625.12,194.89,202.10,
625.54,194.63,201.54,
625.95,194.52,201.23,
626.37,194.36,200.17,
626.78,193.92,199.54,
627.19,193.03,199.55,
627.61,192.04,199.46,
628.02,192.58,198.81,
628.44,193.33,198.26,
628.85,193.39,198.11,
629.27,193.37,197.90,
629.68,193.62,198.45,
630.10,193.43,199.07,
630.51,194.12,199.77,
630.92,194.63,200.19,
631.34,195.13,200.89,
631.75,195.82,201.18,
632.17,196.05,200.91,
632.58,196.01,201.88,
633.00,195.74,202.83,
633.41,196.30,202.58,
633.82,197.63,202.79,
634.24,197.94,203.70,
634.65,198.39,203.84,
635.07,198.79,204.63,
635.48,199.06,205.58,
635.90,198.85,206.46,
636.31,199.40,206.58,
636.72,199.83,206.59,
637.14,200.25,206.58,
637.55,199.98,205.58,
637.97,199.47,205.72,
638.38,198.80,206.17,
638.80,198.65,205.77,
639.21,199.58,205.88,
639.62,199.85,206.28,
640.04,200.08,206.07,
640.45,200.25,205.44,
640.87,199.96,206.01,
641.28,199.51,205.86,
641.69,199.10,205.65,
642.11,199.12,205.15,
642.52,199.40,204.92,
642.94,198.85,204.04,
643.35,198.35,203.89,
643.76,197.98,204.13,
644.18,197.72,204.03,
644.59,197.67,203.75,
645.01,197.72,203.81,
645.42,197.30,203.31,
645.83,196.88,202.67,
646.25,196.34,202.30,
646.66,195.56,202.32,
647.07,194.54,202.08,
647.49,194.55,201.57,
647.90,194.87,201.24,
648.32,194.67,200.84,
648.73,194.37,200.66,
649.14,194.53,201.09,
649.56,194.42,201.34,
649.97,194.58,201.57,
650.38,195.06,201.52,
650.80,195.45,201.48,
651.21,195.27,200.94,
651.63,194.93,200.02,
652.04,194.17,199.73,
652.45,193.13,199.33,
652.87,192.66,198.21,
653.28,192.74,197.10,
653.69,191.88,196.05,
654.11,191.24,195.13,
654.52,191.02,194.71,
654.93,190.47,194.51,
655.35,190.05,194.37,
655.76,190.19,194.32,
656.17,190.54,194.39,
656.59,190.61,194.34,
657.00,190.35,194.21,
657.42,190.46,194.87,
657.83,190.79,196.39,
658.24,191.50,196.83,
658.66,192.96,197.91,
659.07,194.27,199.02,
659.48,195.24,200.23,
659.90,196.51,202.02,
660.31,197.64,203.57,
660.72,198.20,204.75,
661.14,198.22,205.47,
661.55,199.04,205.87,
661.96,199.42,205.70,
662.38,199.10,204.73,
662.79,198.83,204.93,
663.20,199.04,205.50,
663.62,198.74,204.88,
664.03,198.77,204.67,
664.44,199.46,205.11,
664.85,199.57,204.78,
665.27,199.22,204.53,
665.68,199.34,205.08,
666.09,199.13,205.19,
666.51,198.27,205.15,
666.92,198.34,204.81,
667.33,198.70,204.36,
667.75,198.11,203.47,
668.16,197.91,203.44,
668.57,198.01,204.07,
668.99,197.70,203.89,
669.40,197.56,203.74,
669.81,197.94,204.04,
670.23,198.25,203.72,
670.64,197.91,203.26,
671.05,197.83,203.39,
671.46,197.76,203.59,
671.88,196.96,203.39,
672.29,196.95,203.05,
672.70,197.43,202.93,
673.12,197.18,202.35,
673.53,197.40,202.37,
673.94,197.90,202.75,
674.35,197.69,202.96,
674.77,197.57,202.91,
675.18,197.98,203.16,
675.59,198.19,203.52,
676.01,198.06,203.38,
676.42,197.75,203.11,
676.83,197.61,203.41,
677.24,197.08,203.33,
677.66,196.90,203.34,
678.07,197.50,203.29,
678.48,197.56,203.08,
