Date,2016/05/17,2016/05/17,2016/05/17,2016/05/17,2016/05/17,
Time,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),500,500,500,500,500,
Sensor Temp.(deg),24.6,24.6,24.6,24.6,24.6,
Power(V),5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
293.87,0.00,-0.00,0.00,0.00,0.00,
294.30,0.00,-0.00,0.00,0.00,0.00,
294.74,0.18,0.08,0.05,0.38,0.23,
295.17,0.07,0.17,0.10,0.45,0.40,
295.61,0.02,0.17,0.12,0.52,0.47,
296.04,0.17,0.20,0.10,0.42,0.54,
296.47,0.22,0.27,0.10,0.34,0.58,
296.91,0.17,0.17,0.14,0.31,0.55,
297.34,0.21,0.00,0.12,0.31,0.48,
297.78,0.24,0.12,0.19,0.36,0.41,
298.21,0.27,0.31,0.24,0.53,0.53,
298.65,0.24,0.22,0.29,0.72,0.72,
299.08,0.24,0.19,0.33,0.69,0.67,
299.51,0.07,0.31,0.46,0.62,0.67,
299.95,0.17,0.26,0.50,0.79,0.67,
300.38,0.19,0.38,0.57,0.90,0.78,
300.82,0.17,0.50,0.66,0.94,0.97,
301.25,0.19,0.62,0.76,1.09,1.24,
301.68,0.35,0.61,0.78,1.11,1.39,
302.12,0.45,0.68,0.87,1.13,1.64,
302.55,0.42,0.68,1.01,1.20,1.85,
302.99,0.51,0.58,1.14,1.35,1.95,
303.42,0.68,0.77,1.31,1.57,2.14,
303.85,0.78,1.08,1.58,1.98,2.52,
304.29,0.85,1.22,1.79,2.42,3.08,
304.72,0.91,1.35,2.01,2.69,3.46,
305.15,1.00,1.64,2.27,2.90,3.90,
305.59,1.16,1.83,2.53,3.30,4.41,
306.02,1.50,1.96,2.82,3.81,5.01,
306.46,1.80,2.33,3.18,4.15,5.74,
306.89,2.17,2.75,3.61,4.80,6.64,
307.32,2.55,3.06,4.07,5.45,7.60,
307.76,2.89,3.45,4.50,6.14,8.54,
308.19,3.18,3.88,5.07,6.80,9.44,
308.62,3.45,4.23,5.68,7.63,10.52,
309.06,3.91,4.71,6.35,8.61,11.48,
309.49,4.40,5.42,7.14,9.65,12.77,
309.92,4.73,6.01,7.88,10.72,14.22,
310.35,5.20,6.61,8.65,11.76,15.59,
310.79,5.70,7.32,9.38,12.64,16.89,
311.22,6.13,7.96,10.16,13.64,18.38,
311.65,6.79,8.62,11.05,14.79,19.83,
312.09,7.44,9.15,11.95,15.80,21.26,
312.52,8.06,10.10,12.97,17.11,22.92,
312.95,8.57,11.04,14.03,18.60,24.76,
313.38,9.24,11.79,15.07,20.09,26.41,
313.82,9.82,12.57,16.11,21.28,27.95,
314.25,10.30,13.39,17.21,22.54,29.47,
314.68,11.00,14.18,18.30,23.95,31.10,
315.12,11.74,15.13,19.35,25.33,32.68,
315.55,12.37,16.10,20.48,26.66,34.48,
315.98,13.22,17.17,21.68,28.32,36.59,
316.41,14.12,18.15,22.79,29.78,38.55,
316.85,14.77,19.08,23.90,31.03,40.30,
317.28,15.55,19.88,25.06,32.40,42.10,
317.71,16.46,20.63,26.22,33.88,43.83,
318.14,17.21,21.57,27.31,35.32,45.44,
318.57,17.91,22.60,28.49,36.90,47.36,
319.01,18.69,23.43,29.61,38.48,49.28,
319.44,19.49,24.30,30.67,39.83,50.93,
319.87,20.01,25.14,31.72,40.85,52.44,
320.30,20.75,25.97,32.83,42.26,54.20,
320.73,21.75,27.08,34.00,43.97,56.22,
321.17,22.59,28.22,35.22,45.51,58.27,
321.60,23.71,29.67,36.90,47.65,61.09,
322.03,24.92,31.05,38.51,49.84,63.83,
322.46,25.99,32.32,40.16,51.84,66.42,
322.89,26.92,33.54,41.70,53.68,68.85,
323.33,28.13,34.73,43.34,55.78,71.56,
323.76,29.29,36.07,45.01,57.92,74.05,
324.19,30.33,37.53,46.74,60.00,76.58,
324.62,31.34,38.89,48.29,62.16,79.26,
325.05,32.57,40.48,50.17,64.54,82.19,
325.48,33.56,41.90,51.81,66.48,84.75,
325.92,34.49,43.17,53.39,68.29,87.28,
326.35,35.69,44.50,54.96,70.41,89.95,
326.78,36.69,45.62,56.30,72.05,92.11,
327.21,37.55,46.80,57.71,73.75,94.33,
327.64,38.37,47.75,58.85,75.26,96.25,
328.07,39.06,48.43,59.77,76.47,97.73,
328.50,39.58,49.03,60.67,77.43,99.07,
328.93,39.80,49.44,61.26,78.08,99.86,
329.37,40.21,49.73,61.85,78.72,100.42,
329.80,40.56,50.26,62.43,79.40,101.05,
330.23,40.63,50.58,62.69,79.68,101.57,
330.66,41.06,51.15,63.26,80.48,102.70,
331.09,41.44,51.50,63.68,80.79,103.28,
331.52,41.48,51.65,63.81,80.87,103.55,
331.95,41.54,51.56,63.69,80.72,103.42,
332.38,41.72,51.53,63.66,80.68,103.33,
332.81,41.70,51.50,63.66,80.63,103.19,
333.24,41.61,51.46,63.52,80.53,102.99,
333.68,41.58,51.31,63.33,80.49,102.71,
334.11,41.59,51.34,63.50,80.58,102.89,
334.54,41.48,51.33,63.55,80.48,102.84,
334.97,41.51,51.31,63.55,80.49,102.74,
335.40,41.81,51.57,63.76,80.88,103.13,
335.83,42.00,51.92,64.09,81.25,103.70,
336.26,42.29,52.35,64.57,81.86,104.54,
336.69,42.73,52.73,64.99,82.32,105.18,
337.12,42.97,53.03,65.34,82.77,105.75,
337.55,43.22,53.37,65.84,83.27,106.46,
337.98,43.52,53.55,66.23,83.74,107.10,
338.41,43.89,54.04,66.67,84.44,107.79,
338.84,44.09,54.37,67.13,85.03,108.40,
339.27,44.24,54.61,67.40,85.49,108.87,
339.70,44.57,55.02,67.91,86.11,109.65,
340.13,44.72,55.52,68.48,86.52,110.34,
340.56,44.89,55.70,68.68,86.75,110.70,
340.99,45.05,55.86,68.74,86.90,110.77,
341.42,45.17,56.03,68.90,87.00,110.88,
341.85,45.18,56.06,68.86,86.96,110.96,
342.28,45.23,55.98,68.72,86.78,110.83,
342.71,45.13,55.88,68.46,86.61,110.59,
343.14,45.13,55.85,68.53,86.65,110.69,
343.57,45.11,55.71,68.52,86.51,110.54,
344.00,45.04,55.61,68.38,86.36,110.18,
344.43,45.11,55.80,68.48,86.45,110.22,
344.86,45.04,55.69,68.50,86.38,110.22,
345.29,45.16,55.85,68.66,86.58,110.45,
345.72,45.24,56.05,68.83,86.62,110.57,
346.15,45.39,56.29,69.11,86.84,111.00,
346.58,45.67,56.38,69.27,87.09,111.32,
347.01,45.99,56.66,69.61,87.52,111.80,
347.44,46.31,57.10,70.19,88.21,112.72,
347.87,46.60,57.47,70.60,88.80,113.47,
348.30,46.97,57.85,71.10,89.39,114.19,
348.73,47.34,58.35,71.82,90.17,115.32,
349.16,47.66,58.76,72.43,90.78,116.14,
349.59,48.04,59.13,72.92,91.28,116.78,
350.02,48.08,59.20,72.87,91.23,116.70,
350.44,48.44,59.71,73.51,91.97,117.74,
350.87,48.82,60.16,74.07,92.67,118.64,
351.30,49.26,60.68,74.60,93.28,119.48,
351.73,49.55,61.11,75.11,93.86,120.32,
352.16,49.96,61.50,75.60,94.47,121.17,
352.59,50.32,61.74,75.93,94.85,121.65,
353.02,50.35,61.82,76.00,94.94,121.69,
353.45,50.23,61.73,75.83,94.75,121.50,
353.88,50.18,61.52,75.57,94.43,121.03,
354.31,49.85,61.06,75.07,93.74,120.24,
354.73,49.30,60.54,74.46,92.86,119.15,
355.16,48.90,59.98,73.80,91.93,117.97,
355.59,48.61,59.53,73.18,91.21,116.96,
356.02,48.28,59.28,72.82,90.86,116.39,
356.45,48.11,59.08,72.55,90.51,116.06,
356.88,48.00,58.82,72.16,90.11,115.66,
357.31,47.74,58.55,71.80,89.65,115.10,
357.74,47.56,58.31,71.57,89.27,114.73,
358.16,47.50,58.11,71.41,89.01,114.46,
358.59,47.38,57.98,71.22,88.80,114.04,
359.02,47.40,58.10,71.44,89.02,114.27,
359.45,47.66,58.26,71.67,89.35,114.75,
359.88,48.01,58.73,72.23,89.99,115.57,
360.31,48.39,59.28,72.96,90.77,116.70,
360.73,48.97,60.04,73.92,91.92,118.18,
361.16,49.87,61.04,74.97,93.37,119.99,
361.59,50.72,62.20,76.26,95.02,122.12,
362.02,51.55,63.23,77.57,96.57,124.21,
362.45,52.46,64.22,78.72,97.97,126.11,
362.88,53.23,65.21,79.88,99.45,127.92,
363.30,53.94,66.12,81.13,100.82,129.68,
363.73,54.79,66.99,82.37,102.25,131.64,
364.16,55.58,67.82,83.43,103.63,133.10,
364.59,56.30,68.69,84.47,104.90,134.69,
365.02,56.98,69.51,85.54,106.19,136.39,
365.44,57.55,70.18,86.33,107.25,137.73,
365.87,58.05,70.92,87.22,108.25,139.05,
366.30,58.44,71.48,87.91,109.06,140.14,
366.73,59.03,72.06,88.56,109.95,141.21,
367.16,59.55,72.55,89.16,110.69,142.16,
367.58,59.84,72.87,89.63,111.17,142.80,
368.01,59.99,73.01,89.81,111.44,143.10,
368.44,60.01,73.02,89.78,111.52,142.99,
368.87,59.88,72.82,89.58,111.21,142.67,
369.29,59.53,72.40,89.12,110.48,141.85,
369.72,59.13,71.87,88.41,109.62,140.63,
370.15,58.61,71.23,87.48,108.50,139.13,
370.58,57.98,70.59,86.65,107.41,137.97,
371.00,57.44,70.07,85.92,106.51,136.81,
371.43,57.00,69.52,85.19,105.52,135.73,
371.86,56.63,69.10,84.64,104.75,134.87,
372.29,56.46,68.87,84.31,104.29,134.41,
372.71,56.45,68.75,84.15,103.97,134.15,
373.14,56.31,68.62,83.94,103.71,133.84,
373.57,56.36,68.76,84.11,103.77,133.98,
374.00,56.56,68.91,84.28,104.00,134.30,
374.42,56.77,69.12,84.60,104.32,134.78,
374.85,57.05,69.52,85.13,104.73,135.49,
375.28,57.40,69.97,85.70,105.41,136.22,
375.70,57.88,70.46,86.25,106.20,137.19,
376.13,58.26,71.05,86.98,107.13,138.31,
376.56,58.60,71.60,87.57,107.80,139.23,
376.99,58.98,71.92,88.01,108.27,139.81,
377.41,59.09,72.05,88.10,108.52,140.08,
377.84,59.16,72.11,88.17,108.61,140.17,
378.27,59.08,71.98,87.98,108.29,139.76,
378.69,58.69,71.39,87.35,107.54,138.62,
379.12,58.08,70.65,86.52,106.57,137.24,
379.55,57.40,69.74,85.45,105.20,135.42,
379.97,56.39,68.52,83.91,103.42,133.05,
380.40,55.26,67.25,82.47,101.39,130.57,
380.83,54.25,65.99,80.93,99.41,128.11,
381.25,53.38,64.93,79.52,97.75,125.94,
381.68,52.61,63.93,78.37,96.31,124.23,
382.11,51.86,63.15,77.38,94.96,122.61,
382.53,51.46,62.52,76.57,93.93,121.49,
382.96,51.15,62.04,76.05,93.34,120.64,
383.39,50.94,61.86,75.77,92.94,120.24,
383.81,50.95,61.81,75.77,92.72,120.10,
384.24,51.02,61.82,75.77,92.76,120.07,
384.67,51.20,62.02,76.09,93.13,120.48,
385.09,51.58,62.54,76.69,93.85,121.49,
385.52,52.16,63.27,77.54,94.87,122.81,
385.95,52.73,64.14,78.49,96.02,124.44,
386.37,53.56,65.19,79.71,97.43,126.43,
386.80,54.58,66.36,81.03,99.21,128.60,
387.22,55.62,67.50,82.47,101.05,130.86,
387.65,56.50,68.58,83.77,102.52,132.87,
388.08,57.27,69.54,84.83,103.80,134.48,
388.50,57.89,70.18,85.65,104.94,135.84,
388.93,58.26,70.66,86.23,105.56,136.66,
389.36,58.45,70.97,86.56,105.77,137.01,
389.78,58.53,70.96,86.60,105.76,136.88,
390.21,58.40,70.78,86.45,105.57,136.50,
390.63,58.15,70.57,86.18,105.14,136.03,
391.06,57.90,70.35,85.86,104.71,135.56,
391.49,57.74,70.08,85.47,104.22,134.97,
391.91,57.48,69.82,85.10,103.75,134.46,
392.34,57.41,69.70,84.98,103.57,134.23,
392.76,57.41,69.60,84.85,103.38,133.92,
393.19,57.28,69.31,84.73,103.09,133.55,
393.61,57.04,69.15,84.45,102.67,133.07,
394.04,57.03,69.01,84.31,102.59,132.90,
394.47,57.12,69.14,84.45,102.74,133.18,
394.89,57.51,69.62,85.16,103.34,134.15,
395.32,58.40,70.71,86.40,104.82,136.14,
395.74,59.83,72.29,88.31,107.27,139.33,
396.17,61.54,74.48,90.94,110.47,143.58,
396.59,63.67,77.12,94.03,114.23,148.62,
397.02,66.16,80.04,97.52,118.49,154.21,
397.45,68.60,82.97,101.02,122.83,159.82,
397.87,71.09,85.95,104.70,127.14,165.52,
398.30,73.61,88.85,108.14,131.37,170.93,
398.72,75.94,91.61,111.44,135.46,176.10,
399.15,78.14,94.30,114.81,139.35,181.23,
399.57,80.38,97.10,117.99,143.22,186.30,
400.00,82.66,99.79,121.20,147.16,191.43,
400.42,84.55,102.35,124.31,150.74,196.09,
400.85,86.39,104.59,126.97,153.92,200.26,
401.27,88.17,106.67,129.29,156.91,204.03,
401.70,89.38,108.08,131.20,159.31,206.91,
402.12,90.17,109.11,132.50,160.68,208.74,
402.55,90.82,109.79,133.34,161.67,209.98,
402.97,91.09,110.14,133.69,162.23,210.54,
403.40,91.11,110.24,133.75,162.27,210.61,
403.82,91.20,110.35,133.82,162.18,210.60,
404.25,91.15,110.31,133.82,162.23,210.55,
404.67,90.98,110.16,133.92,162.09,210.48,
405.10,90.98,110.10,133.91,161.97,210.33,
405.52,90.88,110.13,133.71,161.92,210.21,
405.95,90.64,110.03,133.53,161.70,210.03,
406.37,90.53,109.89,133.35,161.40,209.83,
406.80,90.65,109.86,133.25,161.37,209.85,
407.22,90.80,110.00,133.46,161.79,210.15,
407.65,90.83,109.93,133.51,161.69,210.19,
408.07,91.09,110.21,133.68,161.73,210.45,
408.50,91.46,110.57,134.04,162.43,211.25,
408.92,91.80,111.00,134.41,162.87,212.00,
409.35,92.31,111.51,135.16,163.49,213.00,
409.77,92.87,112.09,135.99,164.37,214.19,
410.20,93.46,112.66,136.73,165.27,215.27,
410.62,93.93,113.31,137.46,166.04,216.40,
411.04,94.45,113.87,138.09,166.84,217.32,
411.47,94.69,114.31,138.47,167.29,218.16,
411.89,95.03,114.58,138.95,167.58,218.76,
412.32,95.51,114.94,139.39,168.20,219.45,
412.74,95.98,115.46,140.02,169.01,220.27,
413.17,96.30,115.84,140.61,169.47,220.93,
413.59,96.56,116.20,141.08,169.72,221.46,
414.02,96.86,116.60,141.54,170.37,222.11,
414.44,96.97,116.89,141.85,170.80,222.71,
414.86,96.92,117.05,142.00,170.69,222.91,
415.29,97.04,117.04,142.08,170.70,222.82,
415.71,97.00,117.01,141.96,170.66,222.74,
416.14,96.85,116.96,141.96,170.56,222.64,
416.56,96.60,116.68,141.67,170.17,222.29,
416.99,96.54,116.47,141.29,169.79,221.85,
417.41,96.34,116.26,140.89,169.31,221.47,
417.83,96.30,116.12,140.77,169.18,221.19,
418.26,96.43,116.13,140.69,169.23,221.13,
418.68,96.38,115.99,140.71,169.05,220.93,
419.11,96.21,115.74,140.55,168.64,220.49,
419.53,96.08,115.60,140.28,168.53,220.18,
419.95,96.02,115.42,139.86,168.25,219.84,
420.38,95.72,115.20,139.61,167.75,219.33,
420.80,95.57,114.74,139.25,167.22,218.56,
421.23,95.53,114.52,139.00,167.08,218.16,
421.65,95.27,114.40,138.97,166.98,217.93,
422.07,95.09,114.09,138.59,166.50,217.45,
422.50,95.15,113.99,138.25,166.23,217.00,
422.92,94.95,113.85,137.91,166.07,216.57,
423.34,94.56,113.52,137.53,165.50,215.93,
423.77,94.40,113.18,137.22,164.96,215.30,
424.19,94.12,112.81,136.88,164.36,214.44,
424.62,93.55,112.17,136.28,163.38,213.17,
425.04,92.98,111.51,135.40,162.33,211.81,
425.46,92.37,110.79,134.38,161.29,210.44,
425.89,91.46,109.98,133.38,159.96,208.95,
426.31,90.52,109.00,132.23,158.32,207.01,
426.73,89.90,108.11,131.00,157.00,205.22,
427.16,89.19,107.46,129.97,155.85,203.70,
427.58,88.33,106.44,128.83,154.34,201.61,
428.00,87.55,105.41,127.48,152.64,199.67,
428.43,86.80,104.65,126.45,151.70,198.18,
428.85,86.21,103.92,125.71,150.63,196.95,
429.27,86.00,103.41,125.38,149.76,196.35,
429.70,86.07,103.35,125.44,149.63,196.12,
430.12,86.24,103.50,125.72,149.95,196.31,
430.54,86.42,103.65,126.04,150.21,196.67,
430.97,86.74,104.14,126.47,150.84,197.60,
431.39,87.03,104.76,127.03,151.51,198.75,
431.81,87.49,105.40,127.91,152.22,199.96,
432.24,88.53,106.35,128.88,153.58,201.61,
432.66,89.64,107.53,130.27,155.44,203.82,
433.08,90.74,108.81,131.94,157.15,206.20,
433.51,91.87,110.03,133.63,158.82,208.49,
433.93,93.16,111.61,135.38,161.04,211.26,
434.35,94.38,112.98,136.93,163.02,213.87,
434.77,95.45,114.05,138.46,164.41,215.96,
435.20,96.29,114.91,139.52,165.74,217.70,
435.62,97.02,115.75,140.48,166.94,219.08,
436.04,97.33,116.31,141.11,167.71,220.05,
436.47,97.53,116.68,141.25,168.03,220.55,
436.89,97.84,117.05,141.53,168.59,221.19,
437.31,98.19,117.46,141.86,169.02,221.90,
437.73,98.77,117.90,142.39,169.61,222.73,
438.16,99.50,118.53,143.10,170.61,224.04,
438.58,100.09,119.23,144.02,171.56,225.20,
439.00,100.65,119.82,144.96,172.31,226.29,
439.43,101.21,120.33,145.63,173.31,227.52,
439.85,101.71,121.02,146.19,174.18,228.79,
440.27,102.17,121.48,147.06,174.67,229.95,
440.69,102.64,122.05,147.73,175.43,230.98,
441.12,103.40,122.93,148.60,176.71,232.39,
441.54,104.01,123.92,149.74,177.86,233.91,
441.96,104.51,124.57,150.48,178.68,234.99,
442.38,105.23,125.30,151.25,179.67,236.38,
442.81,105.80,126.05,152.13,180.87,237.89,
443.23,106.40,126.61,152.83,181.60,239.20,
443.65,107.01,127.21,153.68,182.42,240.32,
444.07,107.50,127.84,154.49,183.43,241.35,
444.50,107.83,128.52,155.34,184.17,242.19,
444.92,108.25,128.87,155.93,184.83,243.15,
445.34,108.63,129.38,156.37,185.60,244.32,
445.76,108.93,130.11,157.03,186.11,245.15,
446.19,109.31,130.52,157.52,186.70,246.09,
446.61,109.95,131.09,157.95,187.66,247.27,
447.03,110.56,132.04,158.93,188.75,248.50,
447.45,111.10,132.71,159.74,189.59,249.73,
447.87,111.78,133.32,160.44,190.51,250.89,
448.30,112.42,134.19,161.29,191.81,252.24,
448.72,112.91,134.91,162.15,192.69,253.48,
449.14,113.42,135.40,162.93,193.24,254.57,
449.56,114.00,136.03,163.71,194.15,255.40,
449.99,114.29,136.49,164.29,194.73,256.21,
450.41,114.47,136.70,164.75,195.05,256.79,
450.83,114.69,136.72,164.77,195.07,257.04,
451.25,114.69,136.99,164.86,195.21,257.14,
451.67,114.67,137.00,164.81,194.99,257.01,
452.10,114.81,136.90,164.78,195.08,257.07,
452.52,115.12,137.13,165.16,195.39,257.19,
452.94,115.19,137.14,165.31,195.35,256.93,
453.36,115.27,137.00,165.43,195.25,256.91,
453.78,115.22,136.98,165.32,195.22,256.58,
454.20,115.11,136.86,165.32,195.07,256.62,
454.63,115.14,136.59,165.34,194.53,256.48,
455.05,115.20,136.44,165.28,194.43,256.17,
455.47,115.33,136.66,165.44,194.69,256.17,
455.89,115.28,136.74,165.69,194.75,256.40,
456.31,115.24,136.73,165.72,194.73,256.35,
456.74,115.40,137.02,165.66,194.96,256.52,
457.16,115.53,137.18,165.91,195.29,257.02,
457.58,115.86,137.32,166.05,195.33,257.54,
458.00,116.09,137.58,166.35,195.87,257.96,
458.42,116.31,137.92,166.82,196.26,258.38,
458.84,116.34,138.24,167.19,196.42,258.64,
459.27,116.40,138.37,167.30,196.71,259.14,
459.69,116.38,138.54,167.25,196.84,259.65,
460.11,116.28,138.35,167.48,196.68,259.98,
460.53,116.27,138.24,167.29,196.48,259.74,
460.95,116.38,138.49,167.16,196.75,259.86,
461.37,116.25,138.68,167.30,197.01,260.08,
461.79,116.15,138.39,166.90,196.75,259.85,
462.22,116.19,138.44,166.53,196.41,259.60,
462.64,116.27,138.65,166.60,196.76,260.05,
463.06,116.29,138.61,166.64,196.50,260.13,
463.48,116.41,138.63,166.65,196.43,260.01,
463.90,116.37,138.60,166.86,196.66,259.72,
464.32,116.30,138.50,166.99,196.51,259.56,
464.74,116.30,138.10,166.58,196.19,259.17,
465.16,116.11,137.70,165.98,195.90,258.79,
465.59,115.67,137.38,165.62,195.24,258.38,
466.01,115.40,136.87,165.28,194.72,257.43,
466.43,115.48,136.85,164.75,194.50,256.91,
466.85,115.35,137.15,164.91,194.70,256.78,
467.27,115.07,136.86,164.82,194.35,256.43,
467.69,115.14,136.67,164.41,193.81,255.99,
468.11,115.02,136.90,164.37,193.94,255.92,
468.53,115.05,136.70,164.39,193.96,256.12,
468.95,115.25,136.53,164.23,193.39,255.85,
469.38,115.12,136.50,164.29,193.64,255.48,
469.80,115.20,136.89,164.94,194.21,255.99,
470.22,115.36,136.61,165.01,194.19,256.22,
470.64,115.20,136.67,164.74,194.05,256.00,
471.06,114.79,136.68,164.62,193.94,256.15,
471.48,114.72,136.42,164.59,193.55,256.43,
471.90,114.93,136.51,164.51,193.77,256.17,
472.32,115.11,137.18,164.70,194.11,256.73,
472.74,115.22,137.56,165.17,194.41,257.08,
473.16,115.35,137.37,165.32,194.00,257.10,
473.58,115.47,137.51,164.95,194.27,256.94,
474.01,115.55,137.67,165.21,194.55,257.69,
474.43,115.82,137.36,165.58,194.07,258.11,
474.85,115.77,137.37,165.67,193.84,257.87,
475.27,116.04,137.65,165.98,194.44,258.14,
475.69,116.14,137.61,166.34,194.67,258.60,
476.11,116.03,137.31,165.63,194.10,258.35,
476.53,115.61,137.71,165.27,193.85,258.37,
476.95,116.26,138.07,165.93,194.34,259.62,
477.37,117.00,138.33,166.08,194.45,259.82,
477.79,117.37,139.30,166.36,195.15,259.71,
478.21,117.91,139.84,167.12,195.64,260.60,
478.63,118.04,139.57,167.83,195.74,260.66,
479.05,117.95,139.58,167.74,195.84,260.66,
479.47,118.01,139.60,167.75,196.33,261.23,
479.89,117.88,139.07,168.18,195.97,261.50,
480.31,117.94,138.62,167.87,195.23,260.71,
480.74,117.99,138.83,167.51,195.56,260.28,
481.16,117.94,139.00,167.73,196.05,260.28,
481.58,117.25,138.37,167.13,195.04,259.12,
482.00,116.83,138.16,165.87,193.71,257.85,
482.42,116.17,137.61,165.01,192.85,256.80,
482.84,115.92,136.80,164.12,191.73,255.54,
483.26,115.18,135.75,162.70,190.01,253.18,
483.68,114.11,134.97,161.79,188.69,251.20,
484.10,113.13,133.70,161.19,187.45,249.38,
484.52,112.44,132.47,159.88,185.91,247.32,
484.94,111.44,131.52,158.21,184.53,245.67,
485.36,110.54,130.62,157.61,183.06,244.47,
485.78,109.93,129.65,156.50,181.67,242.96,
486.20,109.95,129.42,155.60,181.26,241.88,
486.62,109.48,129.92,155.55,181.62,241.40,
487.04,109.22,129.87,155.51,181.36,241.47,
487.46,109.54,129.63,155.16,180.54,241.11,
487.88,109.34,129.94,155.09,181.14,241.14,
488.30,109.79,130.01,155.70,181.69,242.05,
488.72,110.48,130.22,156.34,182.01,242.51,
489.14,111.04,130.81,156.97,182.84,242.75,
489.56,111.34,131.62,158.16,184.09,243.72,
489.98,112.05,131.78,158.93,184.71,245.04,
490.40,112.41,132.08,158.93,185.10,245.85,
490.82,112.23,132.78,159.55,185.63,246.83,
491.24,113.03,132.94,160.00,186.15,248.02,
491.66,113.59,133.37,159.85,186.63,248.11,
492.08,114.24,134.49,160.54,187.75,248.88,
492.50,114.48,135.03,161.25,187.93,249.58,
492.92,114.85,134.65,161.45,187.70,249.73,
493.34,114.93,134.77,161.31,188.16,249.47,
493.76,114.89,134.79,161.33,188.34,249.99,
494.18,115.05,134.30,161.75,187.65,250.36,
494.60,114.99,134.16,161.61,187.29,249.77,
495.02,114.66,134.25,161.81,187.36,249.45,
495.44,114.39,133.95,162.20,187.81,249.74,
495.86,113.96,133.60,161.54,187.32,249.34,
496.28,113.13,133.94,160.89,186.98,249.25,
496.70,112.99,133.85,160.93,187.00,249.80,
497.12,113.32,133.55,160.71,186.63,249.44,
497.54,112.84,133.54,160.16,186.39,248.49,
497.95,112.54,133.46,160.13,186.18,247.94,
498.37,112.07,132.56,159.81,185.19,247.20,
498.79,111.59,132.02,158.87,184.64,245.77,
499.21,110.94,131.47,158.03,183.97,244.88,
499.63,110.28,130.12,157.65,182.41,244.09,
500.05,109.69,129.24,156.89,181.11,242.37,
500.47,109.43,129.26,155.94,180.79,241.28,
500.89,109.02,129.00,155.96,180.86,240.90,
501.31,108.64,128.52,155.40,180.32,240.55,
501.73,108.45,128.41,154.35,179.31,240.23,
502.15,108.33,128.23,154.00,179.17,240.35,
502.57,108.70,127.93,153.95,178.85,240.09,
502.99,108.96,127.74,153.90,178.46,239.70,
503.41,109.12,127.72,153.86,178.77,239.45,
503.83,109.09,128.04,154.52,179.13,239.56,
504.25,109.28,127.90,154.57,179.17,239.67,
504.67,108.84,127.70,154.08,178.99,239.57,
505.08,108.47,127.94,154.44,178.79,240.25,
505.50,108.72,127.93,154.59,178.35,240.59,
505.92,109.04,128.33,154.12,178.74,240.79,
506.34,109.07,129.12,154.81,179.95,241.31,
506.76,109.22,129.27,155.05,180.10,241.80,
507.18,109.65,129.56,154.83,179.69,241.96,
507.60,109.74,129.81,154.88,179.95,242.22,
508.02,109.91,129.90,155.20,180.04,242.33,
508.44,110.29,130.09,155.46,179.84,242.37,
508.86,110.24,129.92,155.61,180.12,241.81,
509.28,110.07,130.26,156.00,180.42,241.52,
509.70,110.00,130.22,156.07,180.33,241.74,
510.11,109.77,129.81,155.49,179.64,241.24,
510.53,109.32,129.97,155.28,178.99,241.02,
510.95,109.53,129.83,155.27,178.85,241.09,
511.37,109.74,129.68,154.85,178.74,240.43,
511.79,109.57,129.92,154.39,178.93,239.76,
512.21,109.51,129.89,154.51,178.58,239.67,
512.63,109.55,129.05,153.71,177.47,238.81,
513.05,109.06,128.56,152.90,176.97,237.69,
513.47,108.48,128.15,152.08,176.22,236.70,
513.88,107.99,127.11,151.36,174.77,235.16,
514.30,107.22,126.10,150.36,173.42,233.04,
514.72,106.44,125.32,149.68,172.62,231.33,
515.14,105.89,124.50,148.85,171.48,230.39,
515.56,105.32,123.78,147.52,170.33,229.03,
515.98,104.45,123.17,146.69,169.05,227.69,
516.40,104.02,122.66,146.30,168.54,227.49,
516.82,104.23,122.40,145.67,168.42,226.70,
517.23,104.27,122.39,145.26,168.28,225.91,
517.65,104.19,122.18,145.39,168.00,225.84,
518.07,104.32,122.11,145.90,167.90,226.06,
518.49,104.27,122.36,145.71,168.24,225.58,
518.91,104.37,122.46,145.69,168.32,226.14,
519.33,104.58,122.22,146.41,167.85,226.72,
519.75,104.96,122.28,146.99,168.50,226.70,
520.17,105.37,122.73,147.35,169.45,227.11,
520.58,105.76,123.36,148.50,170.71,228.66,
521.00,106.00,123.97,148.73,171.34,229.81,
521.42,106.43,124.92,148.90,171.71,230.50,
521.84,106.65,125.44,149.52,172.44,232.17,
522.26,107.38,125.78,149.88,173.43,233.00,
522.68,107.90,126.19,149.89,173.50,233.00,
523.09,107.75,126.00,150.27,173.61,233.04,
523.51,107.52,126.13,150.87,173.65,233.02,
523.93,107.67,126.04,150.63,173.88,232.68,
524.35,107.17,125.71,150.02,173.30,231.85,
524.77,106.55,125.06,150.37,172.52,231.85,
525.19,106.42,124.96,150.47,172.26,231.53,
525.60,106.59,125.25,149.85,172.71,231.28,
526.02,106.47,125.64,150.39,172.99,231.64,
