Date,2016/05/17,2016/05/17,2016/05/17,2016/05/17,2016/05/17,
Time,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),500,500,500,500,500,
Sensor Temp.(deg),24.6,24.6,24.6,24.6,24.6,
Power(V),5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
753.33,90.83,101.64,117.32,128.67,170.48,
753.74,90.72,102.65,117.47,128.68,169.34,
754.15,89.60,101.57,116.45,128.42,168.50,
754.56,88.50,100.49,115.03,127.39,167.18,
754.96,88.12,99.95,114.34,125.62,165.31,
755.37,85.84,97.89,111.95,124.00,162.72,
755.78,84.22,95.57,107.47,120.65,158.73,
756.19,81.99,93.37,105.11,115.38,152.80,
756.60,78.71,89.93,101.70,110.90,146.03,
757.01,73.91,85.89,96.95,107.27,139.15,
757.42,69.41,80.86,91.94,102.27,131.44,
757.83,64.92,75.65,86.00,95.99,123.55,
758.24,58.98,69.18,80.49,89.58,116.47,
758.65,55.21,64.70,75.85,83.84,110.24,
759.06,51.63,61.32,71.57,78.46,101.95,
759.47,47.86,57.21,67.12,72.36,94.98,
759.88,44.09,52.72,62.48,67.92,89.69,
760.29,41.20,50.05,59.26,63.59,85.04,
760.70,38.63,46.35,55.40,60.30,80.27,
761.11,36.27,43.45,51.01,56.49,77.27,
761.52,35.40,42.60,49.79,53.58,74.78,
761.92,35.12,42.91,50.50,52.59,73.28,
762.33,35.58,43.19,50.80,54.22,73.63,
762.74,36.46,44.10,51.74,56.70,76.37,
763.15,38.44,45.32,53.54,58.71,79.93,
763.56,40.43,47.52,55.95,61.51,85.66,
763.97,43.48,50.59,59.83,65.60,92.92,
764.38,47.66,55.77,64.26,69.66,98.42,
764.79,51.66,59.97,68.87,73.32,102.92,
765.20,55.74,63.70,73.22,79.24,109.92,
765.61,59.39,67.56,77.88,85.09,116.24,
766.02,62.59,71.56,81.50,89.69,121.08,
766.43,66.07,74.67,84.06,94.03,126.48,
766.83,69.08,77.51,88.31,97.92,132.46,
767.24,72.37,81.42,93.02,102.07,136.09,
767.65,75.31,84.18,97.39,106.26,140.37,
768.06,77.29,86.38,100.02,110.50,144.30,
768.47,78.82,88.52,102.19,113.48,148.33,
768.88,80.80,90.13,105.02,115.54,152.26,
769.29,81.70,91.47,106.61,118.97,156.23,
769.70,84.00,93.60,107.60,120.20,158.39,
770.11,85.83,95.86,110.10,121.13,158.63,
770.52,86.91,96.77,111.05,122.52,159.54,
770.92,87.12,97.81,111.53,124.43,160.93,
771.33,87.43,98.53,111.86,124.78,160.72,
771.74,87.58,98.29,111.04,124.79,161.60,
772.15,86.41,96.56,111.37,123.94,162.48,
772.56,87.49,97.26,112.31,123.50,162.77,
772.97,88.23,99.03,113.30,123.28,162.41,
773.38,87.70,98.54,113.05,123.89,162.93,
773.79,87.59,98.26,112.42,124.52,163.91,
774.19,88.66,99.56,113.55,124.04,164.98,
774.60,89.14,98.84,113.29,124.43,165.70,
775.01,88.97,99.11,111.93,124.35,165.73,
775.42,89.65,100.23,112.89,122.64,164.56,
775.83,89.71,101.16,114.48,122.18,163.60,
776.24,89.50,100.77,114.75,123.09,163.36,
776.65,89.78,100.66,114.47,123.68,163.24,
777.05,88.94,99.43,114.11,123.55,163.41,
777.46,87.49,98.00,113.99,122.61,163.83,
777.87,87.53,97.87,114.32,122.54,164.51,
778.28,88.53,99.52,115.16,122.76,163.96,
778.69,87.84,99.28,115.15,121.50,163.62,
779.10,88.13,98.75,115.10,122.53,164.37,
779.50,88.81,99.46,115.43,122.88,165.05,
779.91,89.38,99.62,114.98,123.08,165.10,
780.32,88.37,98.42,112.76,122.81,164.96,
780.73,88.91,98.36,113.18,121.77,164.72,
781.14,89.16,98.85,114.14,121.03,163.67,
781.55,89.11,98.38,114.35,121.69,163.54,
781.95,89.30,97.52,113.09,123.47,163.25,
782.36,88.39,96.62,111.79,123.49,162.92,
782.77,88.04,95.20,111.46,121.87,163.94,
783.18,87.82,95.21,110.86,122.82,164.99,
783.59,88.88,95.64,110.67,122.00,164.92,
784.00,89.05,96.25,111.53,120.92,163.26,
784.40,89.09,96.10,111.20,121.49,163.30,
784.81,89.24,96.48,110.95,123.01,163.14,
785.22,88.85,96.09,109.92,122.64,161.03,
785.63,88.05,95.08,108.26,121.87,160.96,
786.04,87.05,93.65,107.94,120.69,159.38,
786.44,87.21,94.68,108.30,119.50,157.51,
786.85,86.89,95.01,108.40,119.37,155.57,
787.26,85.67,93.36,107.64,119.94,155.30,
787.67,84.77,92.47,106.12,119.33,155.22,
788.08,84.00,92.62,105.88,118.04,155.62,
788.48,83.68,91.23,104.99,118.31,156.26,
788.89,83.20,92.12,103.50,117.32,155.69,
789.30,83.33,92.99,104.44,115.45,153.63,
789.71,83.03,93.21,104.98,115.84,152.94,
790.12,82.38,92.85,104.45,116.74,152.70,
790.52,82.65,92.95,103.48,117.21,151.78,
790.93,81.75,91.88,102.24,116.52,150.83,
791.34,80.15,89.88,101.69,115.13,151.73,
791.75,80.30,89.61,103.11,114.51,151.99,
792.15,80.69,90.98,104.08,114.84,151.33,
792.56,79.69,90.03,103.90,114.47,151.85,
792.97,79.11,89.50,103.44,115.24,153.03,
793.38,80.08,91.46,104.73,115.39,154.48,
793.78,79.67,91.53,104.09,116.19,155.07,
794.19,79.82,90.95,103.03,115.58,155.14,
794.60,81.22,92.83,104.43,114.37,154.39,
795.01,82.03,93.62,106.15,115.13,153.66,
795.42,82.03,93.54,106.47,115.87,153.48,
795.82,82.22,93.20,106.05,115.86,153.24,
796.23,81.74,92.66,105.43,115.65,153.04,
796.64,80.05,90.66,105.19,114.65,154.10,
797.05,80.22,90.54,105.66,115.29,155.86,
797.45,81.24,91.25,106.72,114.69,155.19,
797.86,80.72,91.80,106.50,113.96,153.76,
798.27,80.52,91.99,106.39,114.71,154.74,
798.67,81.58,92.09,107.51,115.78,155.57,
799.08,81.52,92.18,106.62,115.95,155.49,
799.49,81.06,91.22,105.14,115.96,155.50,
799.90,81.26,91.36,105.86,115.08,154.62,
800.30,81.47,91.73,107.46,115.32,153.54,
800.71,81.02,91.22,107.73,115.77,152.69,
801.12,80.78,90.07,107.35,116.64,153.14,
801.53,80.60,89.41,105.96,116.93,152.82,
801.93,79.00,88.63,105.76,116.46,153.28,
802.34,79.13,88.30,105.79,117.31,155.27,
802.75,80.27,89.82,106.17,116.79,154.80,
803.15,80.85,91.22,107.10,115.56,153.24,
803.56,80.85,92.46,107.23,116.10,153.88,
803.97,81.65,92.15,107.68,117.34,154.07,
804.38,81.31,92.57,106.75,117.38,152.61,
804.78,80.66,92.07,105.13,116.74,152.62,
805.19,79.99,90.51,105.14,115.87,151.94,
805.60,80.28,90.72,106.28,114.88,151.54,
806.00,80.37,91.16,106.42,114.76,150.78,
806.41,79.50,90.02,105.80,114.70,150.70,
806.82,78.45,89.52,104.40,114.66,151.07,
807.22,77.46,90.47,103.89,114.09,151.12,
807.63,77.05,89.39,103.52,113.88,152.50,
808.04,77.56,89.24,102.49,112.78,151.56,
808.44,77.55,89.16,102.35,110.81,149.19,
808.85,76.88,88.65,101.79,109.83,147.88,
809.26,75.92,86.46,100.90,110.07,146.95,
809.67,75.56,84.88,99.06,109.16,144.90,
810.07,73.77,83.26,96.62,107.47,143.29,
810.48,72.29,79.83,94.90,105.34,142.26,
810.89,71.33,78.27,94.07,103.71,141.11,
811.29,70.76,77.87,93.44,101.90,138.05,
811.70,68.53,76.59,91.18,99.82,134.56,
812.11,66.89,74.75,88.74,98.70,132.82,
812.51,65.97,74.58,88.16,97.14,131.18,
812.92,63.63,73.34,86.11,95.44,129.35,
813.32,62.83,71.56,83.33,93.58,126.99,
813.73,62.28,70.42,82.72,90.67,123.80,
814.14,61.14,69.82,81.90,88.69,121.15,
814.54,59.40,69.18,80.83,88.17,119.18,
814.95,58.43,67.60,79.40,87.83,117.60,
815.36,57.24,66.94,77.94,86.33,115.98,
815.76,54.82,65.79,76.75,84.56,115.59,
816.17,55.00,65.18,76.85,84.81,116.11,
816.58,55.31,66.55,77.61,84.07,115.22,
816.98,55.29,67.41,77.88,83.20,113.69,
817.39,55.31,67.58,77.65,83.88,115.01,
817.79,56.52,68.01,79.13,84.97,116.14,
818.20,56.62,68.06,78.95,85.48,116.15,
818.61,57.11,67.59,77.53,85.48,116.93,
819.01,57.99,66.45,78.52,84.82,116.69,
819.42,59.12,66.65,80.08,84.38,116.09,
819.83,58.64,67.20,80.21,85.20,115.32,
820.23,58.78,66.41,80.09,86.48,115.43,
820.64,58.69,65.94,79.56,86.10,115.98,
821.04,58.23,66.68,79.34,86.03,116.99,
821.45,58.35,66.24,79.73,87.79,118.45,
821.86,60.01,67.34,80.95,87.75,118.98,
822.26,60.79,68.95,81.28,86.66,118.27,
822.67,60.76,69.24,81.71,87.76,119.10,
823.07,61.88,69.12,82.22,89.46,119.62,
823.48,61.94,69.66,81.67,89.56,119.24,
823.89,61.31,69.17,80.61,89.49,119.55,
824.29,61.42,68.06,80.82,89.16,119.96,
824.70,62.14,68.58,81.78,89.06,119.20,
825.10,62.66,69.74,82.04,89.95,119.09,
825.51,62.26,69.98,82.23,90.96,119.49,
825.91,62.48,70.17,81.70,92.06,120.29,
826.32,62.17,71.64,81.95,92.42,121.84,
826.73,62.39,72.16,82.25,93.67,123.13,
827.13,62.80,72.20,82.25,93.29,123.79,
827.54,63.70,72.89,82.91,92.26,123.13,
827.94,63.78,73.26,83.24,92.56,122.65,
828.35,63.37,72.98,83.89,93.67,122.83,
828.75,63.44,72.85,83.56,94.11,122.18,
829.16,62.53,72.23,82.73,93.39,122.48,
829.57,61.35,71.17,82.77,92.75,123.34,
829.97,61.77,71.40,83.59,93.54,123.87,
830.38,62.65,72.40,84.70,93.17,123.54,
830.78,62.42,73.41,84.72,93.48,124.21,
831.19,62.56,74.00,84.95,94.32,125.13,
831.59,63.88,74.79,85.86,94.72,126.34,
832.00,64.43,75.15,85.86,94.84,127.61,
832.40,65.46,75.19,85.87,95.13,128.57,
832.81,66.60,75.51,87.39,94.90,128.20,
833.21,67.53,76.71,88.54,95.07,128.06,
833.62,67.53,77.45,88.91,95.72,128.71,
834.02,67.89,77.30,89.18,96.89,129.45,
834.43,68.35,77.26,89.09,97.23,130.26,
834.83,67.78,77.57,89.35,97.46,131.88,
835.24,68.77,78.07,90.57,98.96,133.27,
835.64,70.16,79.43,91.58,99.47,133.49,
836.05,70.78,80.61,92.41,98.91,133.55,
836.45,71.00,81.25,92.56,99.79,134.91,
836.86,71.94,81.41,94.02,100.78,135.78,
837.26,72.37,81.79,94.21,100.78,136.67,
837.67,72.07,81.60,93.36,100.81,137.44,
838.07,72.26,81.01,94.37,100.89,137.40,
838.48,72.54,81.55,95.73,101.05,136.80,
838.88,72.67,82.23,95.62,101.65,136.96,
839.29,72.31,81.84,95.77,102.81,137.28,
839.69,72.64,81.70,95.58,103.48,137.53,
840.10,72.60,82.64,95.44,103.88,138.07,
840.50,72.47,82.62,95.67,105.09,139.15,
840.91,73.35,82.73,95.73,104.68,138.76,
841.31,74.22,83.42,96.51,103.56,137.79,
841.72,74.58,83.61,96.52,103.69,138.26,
842.12,74.92,83.21,96.94,104.94,138.69,
842.53,75.23,83.20,96.60,105.57,137.77,
842.93,74.70,83.08,95.72,105.52,138.05,
843.34,74.65,82.02,95.90,105.54,137.98,
843.74,75.29,82.21,96.47,105.80,137.72,
844.15,76.00,83.04,96.97,105.70,137.09,
844.55,75.20,83.20,96.53,105.65,137.64,
844.95,75.28,82.98,96.13,106.07,137.83,
845.36,75.95,83.62,96.30,105.64,138.39,
845.76,75.36,83.41,96.04,105.75,139.20,
846.17,75.78,83.11,95.14,104.96,139.12,
846.57,76.29,83.03,95.29,103.55,138.25,
846.98,76.07,83.34,95.67,103.21,138.03,
847.38,75.33,83.11,95.26,103.44,138.11,
847.79,75.28,82.76,94.85,103.68,137.11,
848.19,74.70,82.55,93.65,102.85,137.09,
848.59,73.34,81.70,93.30,101.93,137.25,
849.00,73.33,81.39,93.21,102.08,137.13,
849.40,73.45,81.74,93.52,101.14,136.20,
849.81,72.51,81.84,93.44,99.84,135.83,
850.21,72.01,81.45,92.74,100.18,135.79,
850.61,72.35,81.22,92.86,100.13,135.45,
851.02,71.74,81.09,91.89,99.65,135.33,
851.42,71.06,79.98,90.47,99.25,134.65,
851.83,71.34,79.18,90.68,98.52,133.02,
852.23,70.82,79.41,91.12,97.76,132.00,
852.63,70.45,79.79,91.08,97.95,131.17,
853.04,70.40,79.20,90.98,98.49,130.84,
853.44,70.46,78.98,90.34,98.60,130.60,
853.85,69.45,79.23,90.16,98.52,131.32,
854.25,70.00,79.10,90.64,99.62,131.92,
854.65,70.66,79.60,91.23,99.54,131.48,
855.06,70.84,80.65,91.35,98.87,130.97,
855.46,70.79,81.21,91.38,99.64,131.54,
855.86,71.75,81.25,91.90,100.52,132.09,
856.27,71.98,81.72,91.84,100.82,132.32,
856.67,71.82,81.79,91.13,100.60,132.92,
857.08,72.38,81.20,92.05,100.87,133.02,
857.48,73.26,81.57,93.27,101.08,132.80,
857.88,73.33,82.63,93.93,101.09,133.23,
858.29,73.79,82.31,94.21,101.98,133.68,
858.69,74.07,82.70,93.96,102.84,134.24,
859.09,73.85,83.58,94.06,102.79,135.23,
859.50,73.62,83.70,94.27,103.22,136.30,
859.90,74.66,83.59,94.38,103.07,136.18,
860.30,74.70,83.97,94.86,101.78,135.42,
860.71,74.96,84.08,94.81,101.59,135.99,
861.11,74.95,83.55,95.22,101.85,136.26,
861.51,75.06,83.02,94.53,102.25,135.56,
861.92,74.20,82.62,93.72,101.41,135.21,
862.32,73.85,81.15,93.68,100.62,134.81,
862.72,73.67,80.83,93.94,100.73,133.50,
863.13,73.59,80.98,94.05,99.74,132.54,
863.53,72.44,80.89,93.45,99.00,131.96,
863.93,72.08,80.28,92.57,99.57,131.87,
864.34,72.16,80.46,92.12,99.46,132.05,
864.74,71.45,79.84,91.71,98.78,132.35,
865.14,71.61,79.02,90.97,98.27,131.98,
865.54,72.18,78.98,91.51,97.23,130.64,
865.95,72.00,79.26,91.64,96.76,130.44,
866.35,72.07,79.43,91.77,97.00,130.36,
866.75,72.05,78.92,91.48,97.88,129.76,
867.16,71.89,78.63,90.57,97.67,129.71,
867.56,71.24,78.79,90.71,97.20,129.99,
867.96,71.88,78.58,91.17,98.11,130.22,
868.36,71.80,79.54,91.63,98.31,129.99,
868.77,71.85,80.39,91.86,97.94,130.71,
869.17,71.92,80.68,91.77,98.77,131.81,
869.57,72.79,81.06,92.01,99.81,132.89,
869.98,72.84,81.90,92.12,99.55,133.71,
870.38,72.55,81.82,91.79,99.90,134.09,
870.78,73.11,81.56,92.66,99.60,133.61,
871.18,73.07,82.08,93.27,99.51,133.33,
871.59,72.56,82.46,93.17,99.85,133.36,
871.99,72.51,81.59,92.97,100.67,132.73,
872.39,71.93,81.23,92.47,100.50,132.62,
872.79,71.00,81.76,91.84,99.97,132.84,
873.20,71.24,81.30,92.62,100.51,133.67,
873.60,71.56,81.15,92.79,100.32,133.31,
874.00,71.11,81.94,92.76,99.15,132.88,
874.40,71.35,82.05,92.52,99.23,132.80,
874.80,71.63,81.74,92.41,99.79,132.71,
875.21,71.91,81.87,92.06,99.88,132.26,
875.61,71.60,81.19,91.36,99.38,132.01,
876.01,71.63,79.85,91.45,99.11,131.10,
876.41,71.65,79.85,92.09,98.94,130.05,
876.82,71.45,80.40,92.05,98.88,129.90,
877.22,71.49,79.75,91.82,98.97,129.46,
877.62,71.32,79.24,91.16,99.19,129.39,
878.02,70.94,79.61,90.84,99.07,129.75,
878.42,70.98,79.18,90.83,99.26,130.53,
878.82,71.55,78.74,91.23,99.08,129.94,
879.23,71.68,79.07,90.76,98.37,128.92,
879.63,71.37,79.29,90.62,98.20,129.11,
880.03,71.96,78.65,90.71,98.72,129.22,
880.43,71.86,78.42,90.34,98.98,128.95,
880.83,71.56,78.22,89.67,98.62,129.27,
881.24,71.27,77.15,89.77,97.93,129.27,
881.64,71.29,77.15,90.17,98.85,128.91,
882.04,71.30,78.11,90.34,98.34,128.53,
882.44,71.12,77.92,90.01,97.78,128.75,
882.84,70.83,77.50,89.23,98.16,128.84,
883.24,70.94,78.02,89.18,98.41,129.21,
883.65,70.52,78.01,88.71,97.70,129.48,
884.05,70.74,77.46,88.45,97.09,129.20,
884.45,70.75,77.77,88.51,96.49,128.09,
884.85,70.58,77.90,88.41,95.84,127.99,
885.25,70.09,77.71,88.62,95.82,127.79,
885.65,70.07,77.15,88.14,95.96,127.14,
886.05,69.53,77.03,87.47,95.91,126.93,
886.46,68.68,76.47,87.22,95.54,127.14,
886.86,68.66,76.13,87.59,95.79,126.92,
887.26,68.65,76.63,87.76,95.63,126.28,
887.66,68.14,76.73,87.74,94.45,126.32,
888.06,67.98,76.46,87.04,94.47,126.31,
888.46,67.95,76.52,86.66,94.71,126.28,
888.86,67.52,76.49,86.40,94.13,126.06,
889.26,66.99,76.05,85.53,93.45,125.85,
889.66,67.07,75.18,85.89,93.07,125.20,
890.07,66.39,75.21,85.79,92.43,124.17,
890.47,65.54,74.96,85.41,92.35,123.51,
890.87,65.08,74.06,84.91,92.14,122.71,
891.27,64.41,73.17,83.79,91.83,121.71,
891.67,63.00,72.66,82.73,90.54,120.76,
892.07,62.02,71.45,82.01,90.01,120.05,
892.47,61.24,70.55,81.28,88.85,117.78,
892.87,60.12,70.02,80.12,86.65,115.44,
893.27,58.72,68.81,78.29,85.22,114.17,
893.67,57.92,67.29,77.06,84.39,112.39,
894.07,56.51,66.07,75.22,83.25,109.98,
894.47,55.15,64.29,73.43,81.46,108.07,
894.87,53.89,62.00,72.15,79.86,105.64,
895.27,52.59,60.60,71.34,78.74,103.06,
895.67,51.20,59.59,69.81,77.00,100.37,
896.08,49.93,57.72,68.43,75.61,98.15,
896.48,48.66,56.03,66.53,74.20,96.21,
896.88,47.48,55.24,64.92,72.58,94.46,
897.28,46.23,53.78,63.65,71.40,93.76,
897.68,45.56,52.50,63.06,70.20,92.02,
898.08,44.89,51.92,62.26,68.18,90.07,
898.48,44.43,51.45,61.38,66.89,89.36,
898.88,43.95,50.76,60.97,66.67,88.50,
899.28,43.65,50.14,60.32,66.62,87.59,
899.68,43.36,49.74,59.51,65.99,87.42,
900.08,43.58,48.95,59.69,65.66,87.75,
900.48,43.69,49.05,60.37,66.92,87.57,
900.88,43.89,50.13,60.73,67.07,87.98,
901.28,44.24,50.97,61.16,66.90,88.87,
901.68,44.70,51.62,61.41,68.14,90.19,
902.08,45.24,52.75,61.83,68.95,91.57,
902.48,45.70,53.69,62.48,69.29,93.17,
902.88,46.15,54.04,62.82,69.82,93.98,
903.28,46.80,54.68,63.65,69.85,93.79,
903.68,46.96,55.33,63.79,70.19,93.82,
904.08,47.01,55.57,63.93,70.52,94.22,
904.48,47.08,55.44,63.69,70.96,94.06,
904.88,46.95,55.20,63.06,70.92,94.10,
905.28,46.33,54.67,62.82,70.58,94.14,
905.68,46.18,54.12,63.14,70.69,93.83,
906.07,45.54,54.06,62.97,70.02,92.75,
906.47,44.91,54.01,62.13,68.01,91.78,
906.87,44.20,53.29,61.21,67.37,90.93,
907.27,43.85,52.54,60.55,67.00,90.14,
907.67,43.11,51.88,59.59,66.12,89.14,
908.07,42.47,50.56,58.45,65.26,88.35,
908.47,42.11,49.40,58.15,64.57,86.84,
908.87,41.55,48.74,57.96,64.27,85.72,
909.27,41.02,48.39,57.50,63.71,84.95,
909.67,40.69,47.47,57.06,63.46,84.29,
910.07,40.47,46.86,56.34,63.80,83.74,
910.47,40.22,46.70,55.98,63.82,83.83,
910.87,39.80,46.36,56.12,63.85,84.32,
911.27,39.86,46.42,56.45,63.60,83.57,
911.66,39.64,46.77,56.13,62.59,82.84,
912.06,39.63,46.76,55.83,62.10,82.92,
912.46,39.69,46.53,56.17,62.53,83.05,
912.86,39.56,46.39,55.73,62.75,82.68,
913.26,39.33,46.06,55.20,62.41,82.51,
913.66,39.19,44.96,55.33,61.96,82.04,
914.06,39.07,45.02,55.78,62.21,81.31,
914.46,38.85,45.37,55.83,61.87,80.48,
914.85,38.94,45.46,55.63,61.57,80.37,
915.25,39.11,45.25,55.41,62.31,80.82,
915.65,39.35,46.33,55.33,62.51,81.56,
916.05,39.71,46.69,55.69,62.38,82.76,
916.45,40.15,46.94,56.59,62.52,83.46,
916.85,40.59,47.75,57.30,62.46,83.47,
917.25,41.21,48.65,57.71,62.58,84.52,
917.64,41.75,49.19,58.91,63.77,85.41,
918.04,42.19,49.81,59.14,65.14,86.09,
918.44,42.85,50.18,59.13,65.51,87.03,
918.84,43.43,50.19,59.90,65.90,88.19,
919.24,43.91,50.49,60.87,67.06,88.97,
919.64,44.32,51.66,61.57,67.58,89.40,
920.03,44.65,52.47,61.72,67.35,90.25,
920.43,45.07,52.61,61.78,67.98,91.57,
920.83,45.18,53.11,62.18,68.11,92.27,
921.23,45.40,53.23,62.22,67.95,93.18,
921.63,45.34,53.00,62.37,67.63,93.46,
922.02,45.14,52.88,62.64,67.13,92.66,
922.42,44.95,52.98,62.36,67.04,92.20,
922.82,44.89,52.65,62.12,67.10,91.79,
923.22,44.65,52.03,61.51,67.17,90.93,
923.62,44.21,51.50,60.23,66.56,90.44,
924.01,43.76,50.76,59.78,65.64,89.91,
