Date,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,
298.65,3.47,4.18,3.71,2.75,1.49,1.91,1.91,2.93,2.87,3.29,2.39,
299.08,4.90,4.90,3.71,3.41,2.15,2.15,2.51,3.41,3.29,3.77,2.45,
299.51,6.00,5.52,4.08,4.14,2.82,2.70,2.82,3.96,3.66,4.38,2.76,
299.95,7.42,5.86,4.43,4.72,3.35,2.99,3.17,4.37,4.01,4.72,3.29,
300.38,8.17,6.04,5.57,5.57,3.73,3.73,3.79,4.97,4.56,5.33,3.79,
300.82,8.86,7.08,6.97,6.26,4.25,4.49,4.19,5.55,5.08,5.90,4.07,
301.25,10.12,8.57,8.33,6.43,5.12,5.18,4.64,6.55,5.89,6.66,4.70,
301.68,10.76,10.28,9.93,7.21,5.50,5.67,5.62,7.68,6.62,7.62,5.50,
302.12,12.33,11.15,10.68,8.04,6.28,6.46,6.52,8.51,7.46,8.57,6.34,
302.55,14.43,13.61,11.15,9.09,7.69,7.33,7.45,9.27,8.51,9.92,6.98,
302.99,15.92,14.64,12.43,10.05,8.77,8.60,8.13,10.17,9.53,11.21,7.90,
303.42,18.43,15.73,13.62,11.44,10.04,9.80,9.27,11.62,10.92,12.62,8.92,
303.85,20.39,17.45,15.21,13.26,11.26,10.90,10.84,13.14,12.38,13.97,10.02,
304.29,22.55,19.38,17.26,14.74,12.27,12.33,11.57,14.56,13.74,15.44,11.16,
304.72,25.22,21.37,18.92,16.17,13.54,13.43,13.02,16.23,15.30,17.16,12.49,
305.15,27.44,23.82,21.14,17.99,14.66,14.72,14.66,18.22,16.88,19.09,14.01,
305.59,30.06,26.23,22.75,19.44,16.31,15.90,16.08,19.62,18.57,20.54,15.44,
306.02,32.58,28.66,24.73,20.86,17.74,17.45,17.39,21.09,20.34,22.88,17.51,
306.46,35.01,30.98,27.30,22.63,19.35,19.18,18.95,22.98,22.40,24.93,19.23,
306.89,38.33,34.48,29.71,24.58,21.61,21.20,21.03,25.51,24.81,27.73,21.38,
307.32,41.28,37.89,32.75,26.78,23.51,23.04,22.98,28.19,27.37,30.23,23.33,
307.76,45.03,40.71,35.23,29.22,25.55,24.85,24.67,30.62,29.75,33.01,25.72,
308.19,49.89,44.28,37.62,31.84,27.98,26.87,26.93,33.18,32.42,35.99,27.69,
308.62,54.13,48.72,40.51,34.58,30.47,29.35,29.29,36.10,35.16,39.10,30.06,
309.06,58.71,51.89,43.42,37.18,32.71,31.47,31.42,38.83,37.95,41.89,32.53,
309.49,62.55,55.46,46.95,40.20,35.06,34.12,34.12,42.16,40.91,45.17,35.18,
309.92,66.36,59.38,50.39,42.94,37.20,36.73,36.32,44.89,43.71,48.09,37.56,
310.35,70.47,64.05,54.42,45.21,39.69,39.27,38.74,48.25,46.70,51.45,40.16,
310.79,74.11,68.05,58.07,47.92,41.63,41.27,41.21,51.36,49.70,54.75,42.93,
311.22,78.28,70.82,60.87,50.57,44.00,43.46,43.64,54.06,52.34,57.67,45.48,
311.65,83.10,76.43,63.93,53.46,47.09,46.13,46.31,57.03,55.54,61.37,47.98,
312.09,87.07,79.83,66.88,55.83,49.42,48.76,48.53,59.87,58.27,64.74,50.54,
312.52,92.11,83.74,70.34,58.80,52.34,51.62,51.08,63.46,61.73,68.48,53.17,
312.95,96.72,87.70,74.11,62.14,55.04,54.26,54.38,67.01,64.90,72.24,56.12,
313.38,101.54,92.01,78.02,65.06,57.46,57.04,56.50,70.24,68.13,75.79,58.55,
313.82,105.94,95.95,80.78,67.90,59.89,59.11,59.05,73.43,70.91,79.27,61.34,
314.25,110.39,100.04,84.51,70.73,61.82,61.52,61.70,76.80,74.10,82.82,63.80,
314.68,114.83,103.88,87.39,73.30,64.40,63.49,64.28,79.56,76.98,85.88,66.56,
315.12,118.50,107.82,90.89,75.64,66.51,65.97,66.33,82.42,79.96,89.63,69.22,
315.55,121.68,110.79,93.92,78.01,68.49,68.20,68.55,85.06,82.55,92.78,71.67,
315.98,126.51,115.78,97.45,80.74,71.64,71.04,71.40,88.88,86.35,97.03,74.89,
316.41,130.65,120.01,101.28,83.57,73.90,73.24,74.03,92.40,89.62,100.80,77.53,
316.85,135.02,123.09,103.94,86.06,76.18,75.22,75.88,95.21,92.32,104.06,80.03,
317.28,139.60,127.09,106.75,88.70,78.59,77.32,78.53,98.08,95.19,107.41,82.26,
317.71,143.86,131.45,109.76,91.27,81.21,79.88,80.78,101.09,98.26,111.03,84.94,
318.14,148.10,134.15,112.39,93.40,82.94,81.68,82.70,103.92,100.73,114.32,87.39,
318.57,152.06,137.63,115.76,96.22,84.80,84.02,85.04,106.98,103.67,117.56,90.09,
319.01,155.49,141.06,119.29,98.85,86.64,86.28,87.25,109.61,106.49,120.74,92.36,
319.44,159.12,144.58,122.34,100.95,88.57,88.39,88.99,112.73,109.36,123.97,94.58,
319.87,161.46,147.48,125.49,102.78,89.87,89.81,91.01,115.45,111.62,126.74,96.74,
320.30,165.45,151.04,128.41,105.00,91.78,91.84,93.21,117.99,114.41,129.66,99.17,
320.73,169.65,156.09,131.10,107.55,94.46,94.34,95.77,120.99,117.42,133.72,101.66,
321.17,173.52,159.56,134.37,109.76,96.81,96.75,97.94,124.02,120.35,137.50,104.38,
321.60,180.47,165.02,138.86,113.54,100.40,100.40,101.65,128.76,124.71,142.49,108.31,
322.03,187.06,170.97,144.14,117.68,104.02,103.91,105.57,133.95,129.48,147.66,112.19,
322.46,193.09,176.09,149.22,121.10,107.07,107.19,108.38,138.46,133.52,152.73,115.69,
322.89,198.90,181.41,153.17,124.62,110.15,109.97,111.45,142.47,137.45,157.66,119.37,
323.33,205.48,187.56,158.79,128.73,113.29,113.47,115.41,147.54,141.94,162.92,123.13,
323.76,212.04,193.27,163.11,132.37,116.88,116.52,118.75,151.96,146.39,167.63,126.91,
324.19,217.72,199.19,167.49,136.02,119.76,119.76,122.03,156.36,150.47,173.02,130.72,
324.62,222.93,204.30,171.89,139.71,122.87,123.16,125.24,160.48,154.87,177.50,134.38,
325.05,230.40,211.20,176.96,143.54,127.06,127.17,129.25,166.15,160.13,183.67,138.68,
325.48,236.30,217.34,182.17,147.17,130.16,130.22,132.63,171.19,164.53,188.89,142.35,
325.92,242.20,222.25,186.23,150.39,133.06,133.01,135.91,175.29,168.40,193.59,145.77,
326.35,249.15,228.27,190.38,154.41,136.49,136.32,139.72,179.77,172.90,198.83,149.31,
326.78,254.64,232.59,193.79,157.24,139.18,138.90,142.22,183.22,176.41,202.90,152.23,
327.21,260.03,236.68,197.45,160.19,141.75,141.36,144.54,186.73,180.13,206.78,155.27,
327.64,263.71,240.62,200.42,163.11,143.57,143.52,146.90,190.15,182.99,210.31,157.84,
328.07,266.58,243.01,203.24,164.91,144.91,145.19,148.38,192.67,185.40,212.94,159.40,
328.50,269.11,245.59,205.34,166.06,146.10,146.43,149.54,194.61,187.39,215.40,160.87,
328.93,270.84,247.75,207.00,166.90,146.10,146.80,150.43,196.06,188.58,216.70,161.81,
329.37,272.38,248.85,207.59,167.51,146.66,147.20,151.18,197.16,189.37,217.42,162.51,
329.80,273.79,251.19,208.03,167.75,147.39,147.76,151.65,197.85,190.23,218.85,163.11,
330.23,274.32,251.34,208.12,167.47,147.23,147.92,151.61,197.94,190.35,219.50,163.20,
330.66,277.20,252.81,209.29,168.19,148.22,148.85,152.53,199.83,191.95,221.07,164.30,
331.09,278.30,253.66,210.22,168.76,148.55,149.07,153.04,200.87,192.57,222.02,164.79,
331.52,278.31,253.29,210.39,168.52,148.15,148.77,152.54,200.93,192.30,221.97,164.43,
331.95,277.91,252.47,209.66,167.87,147.54,147.95,152.03,200.10,191.73,221.15,164.04,
332.38,277.90,252.50,209.39,167.29,146.90,147.40,151.45,200.03,191.48,221.08,163.75,
332.81,277.31,251.87,208.29,166.61,146.57,146.57,150.63,199.62,190.85,220.41,163.30,
333.24,276.05,251.37,207.56,165.58,145.61,145.91,149.97,199.14,190.16,220.00,162.91,
333.68,274.97,250.16,206.81,164.65,144.54,145.28,149.35,198.28,189.36,219.42,162.29,
334.11,275.36,250.26,207.06,164.05,144.59,145.22,149.16,198.69,189.49,219.71,162.20,
334.54,274.55,250.60,206.92,163.49,143.82,144.63,148.58,198.51,189.27,219.77,161.81,
334.97,274.66,249.69,206.59,163.15,143.41,144.17,148.34,198.52,189.12,219.74,161.73,
335.40,276.09,250.55,206.52,163.44,143.82,144.33,148.84,198.97,189.72,220.70,161.98,
335.83,277.71,251.36,207.21,163.66,144.19,144.88,149.10,199.65,190.47,222.24,162.46,
336.26,279.86,252.40,208.04,164.50,144.84,145.49,149.71,201.10,191.73,223.88,163.44,
336.69,281.52,253.64,209.30,165.61,145.30,146.39,150.62,202.63,192.86,225.43,164.61,
337.12,282.72,255.17,210.92,166.36,145.81,147.15,150.88,203.79,193.82,226.85,165.19,
337.55,284.26,257.00,212.44,166.99,146.39,147.81,151.67,205.34,195.17,228.73,166.14,
337.98,285.57,259.05,213.92,167.86,146.65,148.36,152.62,206.80,196.53,230.60,167.24,
338.41,288.20,260.73,215.18,168.71,147.49,149.01,153.62,208.35,197.66,232.43,168.32,
338.84,289.91,263.00,216.15,169.29,148.27,149.86,154.46,209.44,198.91,234.16,168.90,
339.27,291.13,264.36,217.11,169.61,148.66,150.36,154.91,210.06,199.82,235.34,169.57,
339.70,294.07,265.98,217.90,170.57,149.74,151.38,156.06,211.95,201.49,237.34,170.53,
340.13,296.19,267.97,219.65,171.71,150.56,152.07,157.01,213.79,202.82,238.83,171.58,
340.56,297.41,269.19,220.48,172.15,150.82,152.27,157.08,214.55,203.51,239.90,172.02,
340.99,298.44,269.73,220.62,172.38,150.87,152.26,157.49,215.07,203.84,240.45,172.42,
341.42,299.18,270.76,221.02,172.50,150.82,152.29,157.68,215.50,204.15,240.99,172.58,
341.85,299.45,271.06,220.94,172.31,150.86,152.08,157.55,215.62,204.35,241.17,172.60,
342.28,299.09,271.47,220.65,171.89,150.39,151.92,157.40,215.66,204.31,241.15,172.62,
342.71,298.74,270.76,220.48,171.43,149.77,151.73,157.00,215.60,204.05,240.90,172.27,
343.14,299.14,271.83,220.77,171.04,149.97,151.68,156.98,216.27,204.41,241.52,172.43,
343.57,298.65,272.03,220.86,170.87,149.37,151.27,157.01,216.50,204.50,241.77,172.22,
344.00,298.98,271.90,220.65,170.55,149.06,150.87,156.89,216.17,204.16,241.63,171.93,
344.43,300.08,272.19,220.40,170.41,149.10,150.71,156.97,216.32,204.49,242.18,171.82,
344.86,300.33,272.67,220.38,170.23,148.96,150.83,156.79,216.17,204.60,242.55,171.71,
345.29,302.00,273.63,220.92,170.75,149.21,150.96,157.07,217.12,205.49,243.70,172.42,
345.72,303.25,274.14,221.81,171.33,149.30,151.43,157.55,218.24,206.13,244.88,172.99,
346.15,304.67,275.68,223.72,172.03,149.60,152.14,157.77,219.33,206.92,246.20,173.61,
346.58,306.34,276.97,224.60,172.61,149.95,152.52,158.54,220.38,207.92,247.79,174.33,
347.01,308.15,278.86,226.00,173.49,150.30,153.31,159.72,222.07,209.33,249.53,175.39,
347.44,311.57,281.26,227.92,174.78,151.57,154.38,161.18,224.09,211.32,251.82,176.87,
347.87,314.12,284.35,229.35,175.94,152.64,155.47,162.23,225.95,213.26,254.28,178.06,
348.30,316.51,286.68,231.22,177.08,153.60,156.72,163.52,227.84,215.03,256.55,179.37,
348.73,320.62,289.28,233.19,178.72,155.32,158.21,165.11,230.53,217.41,259.58,181.15,
349.16,323.91,292.30,235.59,180.45,156.61,159.34,166.51,232.75,219.38,262.12,182.69,
349.59,326.74,294.55,237.46,181.81,157.50,160.32,167.72,234.48,221.17,264.29,183.97,
350.02,327.79,294.96,237.60,181.89,157.43,160.29,168.01,234.69,221.47,264.73,184.20,
350.44,331.39,298.18,239.88,183.44,158.86,161.71,169.32,237.13,223.75,267.60,186.03,
350.87,334.89,301.52,242.06,185.08,160.30,163.04,170.80,239.58,226.10,270.33,187.85,
351.30,337.95,304.57,244.27,186.79,161.50,164.44,172.39,242.34,228.26,273.07,189.77,
351.73,340.30,306.69,246.35,188.11,162.45,165.92,173.44,244.65,230.02,275.26,191.32,
352.16,343.28,309.38,248.14,189.31,163.71,167.06,174.67,246.80,231.91,277.71,192.70,
352.59,344.72,311.88,249.79,190.30,164.26,167.68,175.75,248.78,233.30,279.79,193.90,
353.02,345.52,312.49,249.95,190.35,164.40,167.70,175.96,249.34,233.51,280.33,194.12,
353.45,345.90,312.74,249.58,190.03,164.36,167.44,175.64,249.11,233.39,280.59,193.61,
353.88,345.32,312.42,248.97,189.61,164.04,167.15,174.98,248.44,233.02,280.48,193.11,
354.31,344.02,310.34,247.42,188.35,163.02,166.23,173.97,247.35,231.51,279.17,192.20,
354.73,341.57,307.94,245.80,187.07,161.54,164.92,172.49,245.91,229.69,277.40,190.98,
355.16,339.04,305.82,244.56,185.53,159.96,163.64,170.72,244.38,227.92,275.40,189.35,
355.59,336.74,303.93,243.03,183.89,158.53,162.23,169.46,242.85,226.41,273.79,187.88,
356.02,335.89,303.24,242.67,183.18,157.55,161.49,168.90,242.49,225.85,273.27,187.31,
356.45,335.87,302.93,242.19,182.72,157.25,161.02,168.43,242.29,225.57,273.05,186.98,
356.88,335.54,303.03,241.34,182.08,156.59,160.68,168.09,242.08,225.27,273.00,186.35,
357.31,334.50,302.06,240.76,181.26,155.82,160.32,167.50,241.47,224.47,272.47,185.97,
357.74,334.79,301.54,240.04,180.36,155.38,159.98,166.94,241.20,224.05,272.34,185.39,
358.16,334.93,301.63,240.01,180.22,155.07,159.46,166.94,241.24,223.99,272.54,185.21,
358.59,334.81,301.31,240.00,179.77,154.44,159.07,166.67,241.12,223.81,272.41,185.03,
359.02,336.81,302.47,240.94,180.39,154.95,159.43,167.25,241.85,224.85,273.63,185.54,
359.45,339.59,304.56,242.64,181.28,155.82,160.30,168.04,243.24,226.46,275.74,186.57,
359.88,343.01,307.49,244.66,182.75,156.97,161.49,169.44,245.61,228.80,278.50,188.49,
360.31,346.89,311.33,247.90,184.44,158.36,163.22,171.63,248.91,231.45,281.99,190.95,
360.73,352.29,315.96,251.50,186.96,160.43,165.61,173.76,252.86,235.01,286.21,193.50,
361.16,358.80,321.68,255.63,189.59,163.08,168.12,176.67,257.35,239.14,291.42,196.66,
361.59,365.03,328.19,260.33,192.97,165.71,170.76,180.06,262.30,243.70,297.35,200.06,
362.02,372.35,334.01,265.00,196.23,168.76,173.76,183.43,267.25,248.15,302.99,203.83,
362.45,379.21,340.21,269.19,199.27,171.59,176.59,186.33,271.70,252.44,308.37,207.10,
362.88,385.39,345.60,273.16,202.11,174.25,179.28,189.08,275.89,256.63,313.56,210.29,
363.30,391.75,350.73,277.33,205.09,176.76,181.88,191.71,280.60,260.56,318.48,213.46,
363.73,398.29,356.36,282.11,208.62,179.40,184.57,194.66,285.45,264.84,323.72,216.59,
364.16,403.89,361.12,286.44,211.32,181.57,186.89,197.02,289.40,268.42,328.30,219.39,
364.59,409.33,366.31,290.34,213.87,183.77,189.11,199.62,293.30,272.19,332.96,222.01,
365.02,415.22,371.78,294.66,216.58,186.00,191.36,202.14,297.51,275.98,337.69,224.97,
365.44,420.62,376.28,297.68,218.71,187.96,193.33,204.23,301.01,279.36,341.95,227.55,
365.87,425.38,381.54,300.74,220.80,189.68,195.52,206.43,304.74,282.67,346.08,230.00,
366.30,429.40,385.05,303.53,222.66,191.16,197.33,208.03,308.03,285.21,349.36,232.18,
366.73,434.27,388.66,305.85,224.45,192.95,199.07,209.55,311.24,287.67,352.80,234.01,
367.16,437.32,391.91,308.55,226.33,194.01,200.08,211.10,313.97,290.05,355.88,235.80,
367.58,439.96,394.13,310.60,227.46,194.71,201.08,212.26,316.03,291.55,358.19,236.94,
368.01,441.80,395.60,311.63,228.22,195.14,201.70,212.99,317.08,292.59,359.62,237.88,
368.44,442.49,396.29,312.24,228.22,195.10,201.76,212.62,317.29,292.95,360.44,237.89,
368.87,442.09,395.63,311.67,227.87,194.58,201.21,212.24,317.12,292.80,360.44,237.57,
369.29,440.09,393.89,310.50,226.66,193.25,200.23,211.32,316.27,291.38,359.18,236.69,
369.72,437.30,391.37,308.61,224.84,191.65,198.90,209.61,314.27,289.60,357.20,235.11,
370.15,433.23,388.34,305.17,222.24,189.73,196.74,207.49,311.52,287.04,354.41,232.83,
370.58,429.16,385.80,302.76,220.24,187.64,194.77,205.82,309.40,285.19,351.73,231.08,
371.00,427.17,383.15,300.81,218.47,186.23,193.28,204.53,307.54,283.36,349.68,229.68,
371.43,425.15,381.36,298.43,216.85,185.07,192.02,203.26,305.84,281.87,348.24,227.79,
371.86,423.10,379.59,296.46,215.57,184.11,190.89,202.05,304.54,280.35,346.59,226.65,
372.29,422.26,378.23,295.59,214.90,183.60,190.17,201.40,304.39,279.45,345.99,226.05,
372.71,422.53,377.96,295.62,214.87,183.35,189.95,201.26,304.50,279.42,346.35,225.69,
373.14,421.98,377.49,295.69,214.50,182.77,189.55,200.90,304.05,279.22,346.32,225.24,
373.57,423.79,378.95,296.78,214.80,183.19,189.84,201.57,305.00,280.12,347.78,225.65,
374.00,426.32,380.93,298.35,215.58,183.75,190.47,202.18,306.32,281.61,349.42,226.68,
374.42,429.58,383.50,299.69,216.52,184.77,191.19,202.91,308.16,283.43,351.39,227.96,
374.85,433.00,387.33,301.52,217.86,185.81,192.54,204.64,311.05,285.53,354.48,229.92,
375.28,436.59,390.78,303.86,219.50,187.07,194.03,205.90,314.01,287.70,357.55,231.69,
375.70,441.23,394.38,306.02,220.97,188.69,195.67,207.56,316.79,290.18,360.81,233.63,
376.13,444.97,398.24,308.93,223.16,190.11,197.13,209.49,319.97,292.78,364.39,235.56,
376.56,449.74,401.24,311.80,224.71,191.34,198.39,211.25,322.63,294.80,367.43,237.65,
376.99,453.34,403.90,313.59,226.03,192.49,199.48,212.40,324.84,296.62,370.27,238.95,
377.41,454.99,405.64,314.70,226.58,193.08,200.09,212.76,325.71,297.56,371.70,239.57,
377.84,455.86,406.54,315.34,226.90,193.08,200.23,212.75,326.44,297.91,372.48,240.26,
378.27,454.96,405.93,315.11,226.46,192.28,200.05,212.27,326.30,297.49,372.11,240.13,
378.69,452.08,403.10,312.82,224.78,190.75,198.92,210.42,324.13,295.71,369.85,238.25,
379.12,447.79,399.79,309.89,222.25,188.68,196.69,208.34,321.07,292.96,366.56,236.01,
379.55,442.66,395.55,306.40,219.42,185.94,194.04,205.88,317.65,289.62,362.62,233.32,
379.97,436.20,389.02,301.22,215.59,182.94,190.80,202.55,312.82,285.13,357.26,229.70,
380.40,428.87,382.95,295.72,211.71,179.73,187.48,199.04,307.74,280.40,351.82,225.42,
380.83,421.46,376.32,290.52,207.69,176.13,184.09,195.47,302.62,275.41,346.06,221.39,
381.25,415.40,370.03,285.56,204.15,173.28,181.13,192.22,298.02,271.11,340.63,217.62,
381.68,409.67,365.00,281.96,201.43,170.53,178.46,189.57,294.20,267.45,336.31,214.52,
382.11,404.76,361.00,279.27,199.01,168.14,176.21,187.09,290.97,264.28,332.54,211.60,
382.53,401.90,358.42,277.17,197.10,166.45,174.37,185.55,288.54,262.18,330.08,209.79,
382.96,400.09,356.93,276.07,195.79,165.35,173.45,184.42,287.15,261.03,328.74,208.58,
383.39,399.16,356.38,275.21,195.19,164.83,172.57,183.74,286.45,260.66,328.15,208.01,
383.81,399.63,356.96,275.19,195.13,164.61,172.48,183.91,286.95,260.61,328.87,208.29,
384.24,400.39,357.39,275.50,195.20,164.60,172.71,183.94,287.75,261.12,329.48,208.52,
384.67,402.93,359.09,276.25,195.67,165.46,173.19,184.67,289.22,262.45,331.48,209.12,
385.09,406.75,362.77,279.27,197.72,166.51,174.37,186.51,292.22,264.95,334.74,210.95,
385.52,412.42,367.06,282.95,200.03,168.60,176.48,188.95,296.22,268.44,339.07,213.60,
385.95,418.95,372.60,287.01,202.84,170.97,178.87,191.58,300.66,272.34,344.25,216.42,
386.37,426.45,379.30,292.08,206.24,173.61,181.73,194.50,305.81,276.90,350.21,220.07,
386.80,434.35,386.24,297.31,209.86,176.42,184.91,197.86,311.74,281.95,356.62,224.29,
387.22,442.68,393.46,302.98,213.78,179.64,188.34,201.44,317.73,287.31,363.45,228.66,
387.65,449.95,400.08,308.04,217.13,182.36,191.34,204.34,323.00,292.08,369.50,232.27,
388.08,456.60,406.03,312.20,219.82,184.79,193.75,207.22,327.46,296.05,374.82,235.39,
388.50,461.97,410.64,315.65,221.97,186.32,195.61,209.43,331.33,299.45,379.31,238.03,
388.93,465.64,413.81,317.77,223.32,187.78,196.89,210.85,333.84,301.83,382.31,239.78,
389.36,467.52,415.91,318.61,224.02,188.48,197.59,211.68,335.54,303.17,384.33,240.47,
389.78,468.13,416.39,318.56,224.01,188.33,197.82,211.83,336.22,303.23,385.03,240.63,
390.21,467.47,415.45,317.58,223.25,187.85,197.45,211.16,335.91,302.58,384.25,240.01,
390.63,465.73,414.50,316.90,222.65,187.24,196.79,210.74,335.19,301.82,383.50,239.28,
391.06,464.83,413.72,316.53,222.07,186.48,196.26,210.33,334.54,300.86,382.56,238.62,
391.49,463.90,412.60,315.78,221.05,185.78,195.47,209.61,333.70,299.92,381.65,237.90,
391.91,463.12,411.66,315.33,220.11,185.11,194.85,208.80,332.69,299.01,380.85,237.18,
392.34,462.95,411.88,315.14,219.77,184.98,194.45,208.43,332.65,298.93,380.84,237.09,
392.76,462.67,412.08,314.66,219.41,184.62,194.41,208.32,332.60,298.68,380.87,237.06,
393.19,461.91,411.38,313.97,218.93,184.33,194.03,207.51,332.42,298.18,380.36,236.57,
393.61,460.88,410.45,312.82,217.65,183.75,193.43,207.06,331.73,297.54,379.78,235.86,
394.04,460.71,410.84,312.80,217.59,183.29,193.10,207.16,332.16,297.75,380.45,235.82,
394.47,462.89,411.57,313.69,217.93,183.84,193.61,207.72,333.48,299.02,382.01,236.64,
394.89,467.75,415.56,316.79,219.74,185.57,195.14,209.42,336.72,302.06,386.03,238.40,
395.32,476.04,422.66,322.43,223.22,188.40,198.34,212.87,342.69,307.11,392.99,242.31,
395.74,488.51,433.59,330.50,228.59,192.67,203.10,217.97,351.44,314.61,402.83,248.39,
396.17,504.12,447.43,341.07,235.86,198.54,209.39,224.67,362.85,324.42,415.42,256.34,
396.59,522.84,463.69,353.95,244.52,205.47,217.06,232.77,376.02,336.62,430.89,265.46,
397.02,543.77,481.99,367.74,253.57,213.17,225.05,241.73,390.48,349.73,447.92,275.61,
397.45,564.74,500.58,381.94,262.91,220.98,233.25,250.72,405.31,363.06,465.33,285.89,
397.87,585.94,519.54,395.72,272.53,229.01,241.26,259.81,420.10,376.74,482.79,296.40,
398.30,605.88,538.17,408.79,281.67,236.66,249.40,268.73,434.63,389.42,499.95,306.35,
398.72,624.99,554.71,421.19,290.31,243.66,257.33,277.04,448.41,401.56,515.89,316.09,
399.15,644.29,571.46,433.55,298.58,250.77,264.67,285.05,461.99,413.65,531.27,325.20,
399.57,662.89,587.83,446.42,307.40,257.69,272.11,293.39,475.30,425.75,547.14,334.21,
400.00,682.18,605.03,459.51,316.29,264.72,279.81,301.66,488.99,437.62,562.98,343.18,
400.42,699.89,620.46,471.58,324.12,271.21,286.71,309.32,501.51,448.65,577.43,351.68,
400.85,715.51,635.10,482.54,331.13,277.18,292.93,315.72,512.53,458.29,590.44,359.46,
401.27,729.54,647.54,491.63,337.61,282.52,298.37,321.71,523.08,466.86,602.13,366.70,
401.70,740.39,657.77,498.31,342.29,286.27,302.64,326.47,530.93,473.59,610.95,372.19,
402.12,747.05,663.53,502.91,345.27,288.90,305.35,329.03,536.08,478.16,616.99,375.79,
402.55,752.39,668.23,506.11,347.05,290.95,307.17,331.36,539.65,481.62,621.71,378.01,
402.97,755.02,670.80,508.27,348.05,291.38,307.67,332.36,542.04,483.20,624.30,379.20,
403.40,756.88,671.74,509.00,348.18,291.72,307.89,332.54,543.16,484.16,625.49,379.67,
403.82,757.96,672.80,509.11,348.28,291.74,308.04,332.73,544.18,484.94,626.55,379.82,
