Date,2016/05/27,2016/05/27,2016/05/27,2016/05/27,2016/05/27,2016/05/27,2016/05/27,2016/05/27,2016/05/27,
Time,16:00:00,16:05:00,16:10:00,16:15:00,16:20:00,16:25:00,16:30:00,16:35:00,16:40:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),100,100,100,100,100,100,100,100,100,
Sensor Temp.(deg),25.3,25.2,25.3,25.2,25.3,25.2,25.3,25.2,25.2,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
784.00,868.67,862.13,854.49,825.02,823.93,797.74,796.65,773.73,748.63,
784.40,874.51,863.56,851.52,821.97,824.16,793.52,797.89,769.44,750.83,
784.81,873.79,859.54,849.67,817.88,816.78,802.53,792.66,767.45,748.81,
785.22,868.79,857.82,845.76,816.14,810.65,800.78,787.62,764.58,743.74,
785.63,866.27,859.68,842.12,819.06,809.18,790.51,783.93,760.87,740.01,
786.04,866.14,860.64,839.76,806.79,806.79,789.20,779.31,757.32,743.03,
786.44,863.33,857.84,831.48,806.22,794.13,790.84,776.56,752.40,728.23,
786.85,856.85,850.27,832.71,808.58,785.54,787.73,774.57,754.82,729.58,
787.26,855.60,842.42,835.83,808.37,793.00,779.82,773.23,746.87,727.10,
787.67,852.07,834.46,826.75,804.73,789.32,777.21,768.40,740.88,727.67,
788.08,847.71,823.39,820.08,801.29,786.92,775.87,767.03,739.40,723.92,
788.48,844.56,820.15,816.82,794.62,786.85,763.55,765.77,735.80,720.26,
788.89,842.02,821.94,813.02,791.83,784.02,759.49,761.72,734.95,713.76,
789.30,842.26,818.68,810.82,783.87,787.23,761.40,761.40,733.33,715.36,
789.71,842.75,822.39,799.76,786.19,778.27,762.43,761.30,733.02,711.53,
790.12,837.45,819.24,805.59,783.97,777.14,768.04,762.35,738.46,714.56,
790.52,837.90,815.01,798.98,779.52,771.51,773.80,758.92,738.32,713.13,
790.93,833.60,812.88,797.91,781.79,765.67,769.13,756.46,741.49,711.56,
791.34,836.24,810.76,796.86,774.86,763.27,764.43,757.48,741.27,714.63,
791.75,834.42,814.63,797.18,768.08,762.26,763.43,757.61,743.64,712.22,
792.15,830.33,810.44,798.75,771.85,762.50,768.34,756.65,742.62,705.19,
792.56,830.94,805.09,799.21,775.70,773.35,759.25,754.55,736.92,712.24,
792.97,828.90,808.82,798.20,773.40,778.12,760.41,754.51,735.62,713.18,
793.38,829.27,804.40,796.10,772.41,778.33,771.22,753.45,738.05,714.36,
793.78,833.46,806.19,793.15,771.81,776.55,769.44,749.29,738.62,713.72,
794.19,833.71,812.39,793.45,778.05,775.68,763.84,748.45,736.60,711.73,
794.60,837.08,819.32,798.01,768.41,776.70,769.60,749.47,741.18,721.05,
795.01,836.87,822.69,795.50,776.59,771.86,776.59,752.95,744.67,713.94,
795.42,835.54,822.61,801.46,781.48,770.90,779.13,752.10,749.75,714.50,
795.82,835.09,814.07,804.72,783.70,781.37,770.85,752.17,745.16,713.62,
796.23,836.01,811.63,803.50,779.12,776.80,773.31,750.09,747.77,716.42,
796.64,832.78,803.94,802.79,782.03,777.41,767.03,750.88,742.81,710.51,
797.05,833.17,804.52,805.67,779.31,781.60,763.26,751.80,741.49,710.54,
797.45,832.84,807.81,803.25,778.22,782.77,763.43,749.78,740.68,709.96,
797.86,829.84,807.23,802.71,777.83,785.75,767.66,751.83,737.13,710.00,
798.27,833.31,814.20,798.45,784.96,779.33,768.09,752.34,737.72,703.99,
798.67,835.94,812.47,806.88,781.18,778.94,774.47,754.36,746.54,708.54,
799.08,837.43,811.89,803.00,780.79,774.12,776.34,750.80,744.14,710.82,
799.49,833.81,811.72,802.88,785.21,769.75,771.96,750.98,745.46,710.12,
799.90,831.28,809.32,802.73,782.96,770.88,768.69,754.41,745.62,710.48,
800.30,829.96,812.49,803.75,776.45,773.18,767.72,754.61,743.69,710.93,
800.71,826.45,810.16,803.64,780.84,773.23,766.72,753.69,741.74,709.16,
801.12,826.17,804.57,804.57,780.81,782.97,761.37,753.81,735.45,709.53,
801.53,824.29,806.02,800.64,781.30,782.37,757.66,753.36,731.86,710.37,
801.93,824.21,801.73,798.52,776.04,777.11,769.62,753.57,733.23,713.96,
802.34,824.36,805.17,794.50,777.44,778.50,767.84,753.98,731.58,712.38,
802.75,822.83,810.09,794.16,784.61,779.30,766.56,752.75,733.64,711.35,
803.15,823.34,815.93,797.94,774.66,781.01,767.25,749.26,735.50,718.57,
803.56,826.40,819.01,793.68,779.96,775.74,772.57,749.35,737.74,711.36,
803.97,829.11,818.62,801.83,783.99,774.54,770.34,747.25,746.20,712.62,
804.38,827.71,814.16,803.73,784.97,783.92,762.03,752.65,739.10,717.21,
804.78,826.33,811.81,801.44,785.89,780.71,761.01,752.71,738.20,717.46,
805.19,825.69,805.08,799.92,786.52,779.31,761.78,757.66,736.01,716.43,
805.60,826.31,809.92,801.73,782.28,778.18,755.66,757.70,734.15,715.72,
806.00,825.09,811.87,801.69,778.29,777.28,752.86,755.91,729.46,713.18,
806.41,824.32,809.15,802.07,776.78,776.78,755.54,753.52,728.23,710.03,
806.82,823.76,812.70,791.58,775.48,769.45,754.36,751.34,725.19,703.07,
807.22,822.67,808.66,797.65,772.63,765.63,758.62,749.61,729.60,705.58,
807.63,817.25,803.31,792.36,766.48,760.51,758.52,744.58,725.67,705.76,
808.04,812.22,801.34,787.49,768.69,752.86,750.88,740.99,723.18,700.43,
808.44,808.92,795.14,782.35,757.75,745.94,742.99,737.08,717.40,698.70,
808.85,804.11,792.35,777.64,745.28,741.35,736.45,732.53,711.93,694.28,
809.26,799.17,783.56,771.85,741.60,732.82,731.84,730.87,707.45,683.05,
809.67,786.67,770.16,766.28,738.11,735.20,718.69,724.51,694.41,675.95,
810.07,777.43,760.98,754.20,727.09,726.12,710.63,718.38,680.62,670.94,
810.48,766.37,747.04,745.10,714.18,715.15,710.31,706.45,674.56,662.96,
810.89,754.71,738.33,730.62,703.63,701.70,700.74,693.99,665.07,651.58,
811.29,740.24,731.59,716.20,697.94,690.25,685.44,680.63,653.72,636.41,
811.70,727.50,720.78,705.43,677.59,678.55,673.75,664.16,644.00,628.64,
812.11,716.79,712.00,687.08,671.75,660.25,665.04,651.63,636.29,610.42,
812.51,702.77,697.99,677.91,664.52,646.36,653.05,641.57,632.01,600.46,
812.92,688.67,681.05,672.48,656.29,642.00,634.38,631.52,615.33,592.47,
813.32,674.81,668.17,656.78,646.34,629.26,621.66,618.82,603.63,583.70,
813.73,667.27,649.28,643.61,636.98,619.94,609.53,614.26,590.60,570.73,
814.14,655.77,641.62,636.90,623.69,614.25,596.33,604.82,582.17,559.53,
814.54,643.86,635.40,627.88,613.78,607.20,587.46,594.98,571.48,547.04,
814.95,634.82,627.33,620.77,608.60,601.11,582.38,587.07,565.53,542.12,
815.36,627.45,623.72,606.94,606.94,589.22,579.90,580.83,555.66,530.49,
815.76,622.55,619.76,608.61,600.25,583.52,580.74,577.02,559.37,530.56,
816.17,618.50,615.72,603.68,593.50,577.76,578.68,572.20,556.46,527.76,
816.58,616.67,615.75,601.00,597.31,576.11,572.42,568.74,556.75,524.49,
816.98,616.23,613.48,599.70,593.27,577.66,570.31,568.47,556.54,525.31,
817.39,618.11,617.19,603.46,590.64,581.48,570.49,568.66,557.67,527.45,
817.79,619.92,616.28,604.43,595.31,582.55,574.34,572.52,559.75,525.11,
818.20,621.58,614.32,611.60,596.18,590.73,571.68,574.40,555.34,530.84,
818.61,624.41,616.28,612.67,596.40,594.59,573.81,575.62,554.83,535.86,
819.01,628.49,613.18,611.38,594.27,594.27,585.27,573.57,558.26,537.55,
819.42,630.62,616.29,609.12,592.10,591.21,586.73,571.50,558.07,536.57,
819.83,631.87,623.85,609.59,596.22,591.77,586.42,568.60,558.79,537.40,
820.23,634.84,628.62,612.64,589.56,590.44,587.78,562.92,561.14,543.39,
820.64,637.34,631.15,609.05,594.90,586.07,591.37,564.85,563.97,538.33,
821.04,641.26,630.71,614.87,598.16,586.72,592.00,565.61,570.01,539.22,
821.45,644.84,629.94,621.18,601.91,597.53,586.14,569.49,568.61,545.83,
821.86,649.85,632.40,622.81,604.49,596.64,587.92,571.34,573.09,548.66,
822.26,653.89,629.58,621.76,608.74,600.92,587.89,578.34,573.13,548.82,
822.67,657.80,636.16,627.51,608.47,604.14,592.02,582.50,577.31,552.21,
823.07,659.28,642.04,632.56,610.16,604.99,593.78,584.30,578.27,555.00,
823.48,662.26,643.39,636.53,611.65,609.08,597.92,586.77,579.91,559.32,
823.89,662.66,649.85,632.77,613.99,605.45,600.32,590.08,579.83,554.21,
824.29,664.44,649.98,639.77,615.95,609.14,609.99,592.98,588.72,559.80,
824.70,664.60,651.05,638.35,616.34,607.88,612.11,593.48,589.25,561.31,
825.10,667.07,657.80,640.11,623.27,610.63,611.48,595.47,595.47,562.63,
825.51,667.91,664.55,642.74,623.44,614.21,611.69,600.78,599.11,567.22,
825.91,669.95,667.44,646.56,621.50,617.32,613.98,603.96,601.45,569.71,
826.32,674.85,667.37,649.92,629.14,621.66,616.67,611.69,603.38,570.13,
826.73,676.07,667.80,655.38,634.70,629.73,616.49,613.18,600.77,575.12,
827.13,676.62,670.03,656.84,635.42,634.59,618.11,617.28,599.15,579.37,
827.54,675.56,664.88,657.50,633.69,633.69,628.77,618.10,600.86,581.98,
827.94,677.03,666.41,654.96,635.33,633.70,629.61,615.71,598.54,582.18,
828.35,676.03,671.14,655.67,637.75,633.68,631.23,613.32,599.47,579.11,
828.75,674.17,673.36,655.51,630.36,631.17,627.93,606.83,597.91,580.87,
829.16,675.40,672.97,650.35,632.58,627.73,630.96,605.92,597.84,574.41,
829.57,677.90,670.66,652.14,634.43,626.37,631.21,606.25,601.42,574.04,
829.97,678.71,665.07,656.24,638.59,634.58,626.56,608.11,598.48,578.43,
830.38,678.41,666.42,655.24,640.06,632.86,625.67,608.09,599.30,580.12,
830.78,683.16,664.85,655.30,644.15,635.39,629.02,615.48,599.56,581.25,
831.19,687.57,670.90,658.99,645.49,639.14,632.00,620.09,602.62,582.77,
831.59,691.01,671.25,663.34,649.11,642.78,634.88,623.02,604.83,583.49,
832.00,698.69,675.06,667.97,655.37,649.06,640.40,626.22,607.32,590.77,
832.40,701.71,683.65,667.96,661.68,647.55,645.98,632.63,612.23,591.03,
832.81,705.08,686.32,677.72,664.43,652.70,653.49,637.07,623.00,597.21,
833.21,710.32,690.09,678.42,666.75,651.19,655.86,638.74,626.29,599.06,
833.62,714.82,697.78,679.97,675.32,652.86,657.51,640.47,629.63,601.75,
834.02,716.66,705.09,682.72,674.23,658.81,659.58,646.46,634.89,606.35,
834.43,720.41,708.89,686.62,674.33,663.58,661.28,650.52,638.23,609.05,
834.83,729.79,710.66,689.24,683.13,668.59,664.77,659.41,642.58,609.69,
835.24,733.44,714.38,695.32,689.98,680.83,665.58,664.06,643.47,616.79,
835.64,737.32,717.58,698.59,692.52,684.93,669.74,668.22,645.44,622.66,
836.05,739.58,717.65,701.77,695.72,685.13,681.35,671.52,649.59,627.66,
836.45,745.41,722.80,703.96,698.69,688.89,686.63,673.81,653.46,631.61,
836.86,744.23,730.71,708.18,700.67,692.41,689.41,675.14,657.87,634.59,
837.26,746.91,735.70,714.01,696.82,694.58,690.09,671.40,660.93,642.99,
837.67,748.99,741.54,712.51,702.08,693.15,693.15,671.56,661.14,640.29,
838.07,750.04,741.87,716.65,707.75,693.65,695.88,676.59,669.91,641.72,
838.48,749.76,741.63,721.69,711.35,698.79,693.62,678.11,666.29,644.13,
838.88,751.72,744.37,721.57,713.47,698.03,696.56,678.90,666.40,648.01,
839.29,756.06,743.59,720.86,717.19,701.06,701.79,684.19,668.06,648.99,
839.69,758.53,747.57,725.64,715.41,703.72,700.07,687.64,672.30,649.64,
840.10,758.71,745.61,728.88,717.24,705.60,701.24,687.42,672.14,649.59,
840.50,760.98,746.49,731.27,718.22,708.80,703.73,687.78,673.29,655.17,
840.91,760.20,750.81,728.43,722.65,706.77,706.77,690.89,673.56,654.79,
841.31,760.88,747.21,736.43,719.88,705.50,711.97,691.12,679.61,658.04,
841.72,760.84,749.37,736.46,719.25,704.91,714.23,690.57,680.53,658.30,
842.12,763.49,752.05,736.32,722.74,704.87,713.45,691.28,682.71,659.11,
842.53,765.79,755.10,735.16,720.20,705.24,710.22,693.84,684.58,659.65,
842.93,768.34,755.56,734.97,720.77,705.85,708.70,693.07,685.26,658.28,
843.34,771.34,751.51,735.92,724.59,706.88,709.72,698.38,686.34,654.47,
843.74,773.34,748.63,738.74,728.14,714.73,705.54,701.31,685.77,657.52,
844.15,773.40,747.36,738.91,726.25,714.28,704.43,700.21,682.61,657.28,
844.55,770.99,742.92,742.22,723.98,716.97,710.65,699.43,684.70,660.14,
844.95,771.71,743.02,739.52,723.43,716.44,708.04,700.34,684.95,659.06,
845.36,765.79,744.89,738.62,722.59,715.62,703.08,695.42,684.27,657.79,
845.76,761.91,745.25,737.62,715.42,714.72,702.23,688.35,682.11,662.68,
846.17,760.59,748.15,733.62,716.34,708.04,701.82,688.68,681.77,657.57,
846.57,760.10,745.64,734.62,718.10,706.39,699.51,688.49,683.67,657.51,
846.98,754.56,740.85,736.05,716.86,706.58,695.62,686.02,678.48,657.24,
847.38,752.63,739.66,730.79,717.83,704.86,693.95,684.39,675.52,657.10,
847.79,751.47,735.17,727.01,717.50,701.19,689.64,686.24,671.98,654.99,
848.19,749.72,736.87,724.01,715.22,701.01,684.09,682.74,671.23,652.96,
848.59,744.22,734.11,721.97,713.21,700.40,682.20,679.50,668.04,651.86,
849.00,742.06,730.65,721.25,711.17,701.10,680.28,676.92,664.16,650.06,
849.40,737.84,731.82,713.76,710.42,695.70,678.31,674.96,660.25,645.53,
849.81,733.11,727.11,714.45,706.45,691.12,681.13,673.13,661.80,645.14,
850.21,730.10,724.12,710.83,702.20,686.25,679.61,668.98,658.35,643.07,
850.61,728.17,723.54,704.36,701.72,679.89,671.29,664.68,656.08,637.56,
851.02,724.03,722.72,698.36,691.78,675.32,667.43,660.84,653.60,637.15,
851.42,721.12,719.81,696.86,687.68,671.29,664.74,656.87,652.28,632.62,
851.83,724.54,714.74,693.84,689.26,667.70,661.82,658.56,650.72,626.54,
852.23,726.39,709.46,692.54,688.64,672.36,656.09,657.39,645.68,625.50,
852.63,723.31,707.09,689.57,686.33,670.76,656.49,655.19,643.51,624.70,
853.04,721.51,704.04,692.39,683.98,670.39,661.33,655.50,645.80,624.44,
853.44,723.34,705.27,691.08,683.33,667.20,660.10,654.30,644.62,622.03,
853.85,720.91,709.34,690.05,685.54,670.75,659.82,652.75,646.32,621.88,
854.25,719.24,710.90,691.67,680.14,671.80,662.83,648.72,648.08,625.65,
854.65,720.02,712.99,691.91,683.60,667.63,664.43,652.30,648.46,620.99,
855.06,725.58,712.84,693.73,686.09,668.25,667.61,653.60,652.96,623.66,
855.46,726.35,711.10,698.39,686.95,671.70,665.98,655.18,650.73,628.49,
855.86,729.52,713.67,699.10,688.96,672.48,667.41,655.36,651.56,631.28,
856.27,731.79,714.71,700.16,692.57,675.50,667.27,662.85,653.36,632.49,
856.67,735.89,719.48,701.81,694.24,680.35,669.63,663.95,656.37,634.91,
857.08,739.52,719.97,706.73,698.54,684.67,672.69,667.02,658.19,636.12,
857.48,745.19,723.16,711.84,702.39,690.44,676.59,669.67,659.60,641.34,
857.88,744.02,730.21,711.37,707.60,691.28,681.86,674.96,661.14,644.19,
858.29,744.80,730.39,719.12,709.10,692.81,690.93,675.27,670.26,648.33,
858.69,746.91,733.77,721.26,710.00,693.11,693.73,676.22,671.21,651.82,
859.09,750.36,738.51,720.42,713.56,693.60,692.36,676.14,673.64,653.06,
859.50,751.16,741.21,718.82,711.98,695.81,691.46,678.40,675.92,656.64,
859.90,754.69,741.67,721.21,709.42,694.54,692.68,677.18,675.94,654.85,
860.30,761.83,740.19,721.64,711.74,693.81,692.57,681.44,675.88,653.00,
860.71,762.56,736.67,722.49,712.63,700.91,689.20,681.19,672.56,655.91,
861.11,758.68,734.73,721.82,710.77,701.55,686.81,680.05,671.45,656.71,
861.51,755.54,731.66,723.70,707.78,697.98,690.64,677.78,671.05,654.51,
861.92,754.15,730.97,718.77,704.73,694.97,688.26,676.66,669.95,650.43,
862.32,750.07,730.00,715.40,704.45,694.11,685.59,672.81,667.95,647.26,
862.72,745.78,726.97,713.01,697.24,690.56,683.89,666.29,665.68,648.08,
863.13,743.20,726.86,707.49,696.60,682.68,682.07,663.31,662.10,640.31,
863.53,741.90,723.18,703.87,694.81,678.51,679.72,662.82,662.82,637.46,
863.93,736.50,716.61,703.35,691.30,678.64,674.42,659.96,656.34,635.85,
864.34,732.41,715.57,698.13,688.51,674.08,671.07,657.24,651.83,633.19,
864.74,731.25,710.28,694.69,685.10,671.32,666.52,658.13,647.94,628.16,
865.14,729.83,708.31,692.77,682.01,670.06,663.48,656.91,646.15,626.42,
865.54,725.97,705.69,693.76,681.23,669.90,661.55,655.58,643.06,624.56,
865.95,722.99,705.14,693.84,678.96,670.63,661.11,656.94,641.47,621.83,
866.35,718.29,706.41,689.20,679.11,669.61,660.70,656.55,639.93,620.93,
866.75,717.50,705.06,693.81,677.22,668.33,665.37,655.89,644.04,620.93,
867.16,715.95,707.67,693.48,676.34,665.70,666.88,656.24,644.41,621.95,
867.56,717.76,710.09,692.99,679.42,667.63,665.86,655.83,645.21,621.03,
867.96,719.35,713.47,692.88,678.77,669.36,664.65,656.42,647.00,624.06,
868.36,721.52,716.83,695.12,677.53,668.73,667.55,656.41,648.78,622.97,
868.77,725.50,717.31,698.00,681.62,670.50,669.91,661.72,650.61,621.94,
869.17,728.53,716.27,701.10,684.75,678.91,669.57,666.07,650.31,625.79,
869.57,728.52,716.87,702.31,686.01,680.18,671.45,666.21,651.06,629.52,
869.98,730.68,715.58,706.87,685.96,681.89,677.83,667.95,654.59,631.36,
870.38,733.04,717.39,706.38,686.68,683.79,677.99,668.14,655.97,632.21,
870.78,731.11,722.43,706.24,691.78,685.42,679.05,668.64,658.23,634.52,
871.18,731.87,723.21,706.47,685.70,686.27,678.77,663.76,657.41,637.21,
871.59,733.04,725.55,705.40,686.97,682.36,680.06,664.51,657.60,633.42,
871.99,736.62,723.41,706.17,689.51,681.46,679.16,663.65,660.78,634.92,
872.39,734.25,720.48,709.01,691.80,679.18,676.89,662.54,657.38,633.86,
872.79,733.46,719.72,706.55,691.09,677.35,675.06,663.61,655.02,634.40,
873.20,733.51,716.93,704.35,691.77,676.91,674.05,666.04,652.89,632.31,
873.60,732.74,716.19,701.92,689.37,676.81,670.54,665.97,652.85,631.73,
874.00,729.35,714.53,703.71,688.32,677.50,670.09,665.53,650.72,630.77,
874.40,730.60,711.82,703.86,687.35,681.10,669.71,665.16,648.09,631.02,
874.80,726.56,713.51,698.75,686.83,678.88,668.66,666.96,646.53,632.34,
875.21,723.60,711.14,703.21,687.36,676.60,671.51,664.15,649.99,633.01,
875.61,722.16,711.43,701.27,685.46,674.73,671.35,664.01,649.89,631.82,
876.01,721.94,713.50,700.54,685.90,674.08,667.88,661.12,649.30,629.59,
876.41,722.67,715.93,698.52,683.92,674.38,665.96,661.46,649.11,631.14,
876.82,721.73,714.45,699.34,680.86,671.90,664.62,657.90,650.06,625.99,
877.22,725.50,712.65,698.69,681.94,671.88,665.74,660.71,652.34,622.73,
877.62,726.06,709.35,698.20,683.16,676.47,661.98,660.87,648.05,622.98,
878.02,720.49,708.26,697.14,683.24,674.90,661.56,659.89,645.44,624.31,
878.42,717.54,704.23,695.91,680.39,675.40,665.97,659.87,646.56,623.27,
878.82,717.69,704.42,693.37,677.88,672.91,664.06,656.87,646.92,620.38,
879.23,715.19,706.91,692.58,678.79,672.73,662.25,653.98,646.81,620.89,
879.63,714.26,707.67,692.82,674.68,672.48,662.58,649.38,646.63,622.99,
880.03,714.64,710.25,689.95,676.79,669.11,663.63,647.72,646.63,618.11,
880.43,716.94,708.74,691.24,677.57,664.99,663.90,646.40,650.23,620.15,
880.83,716.18,706.36,694.36,677.45,664.90,661.09,646.90,647.45,619.09,
881.24,716.52,706.18,693.12,676.26,664.83,661.02,646.34,645.25,619.13,
881.64,716.69,704.21,691.73,676.00,662.98,658.64,648.87,643.99,616.86,
882.04,718.37,704.31,689.16,674.55,662.11,656.70,649.67,643.72,615.59,
882.44,713.92,701.51,690.72,674.53,662.66,656.72,648.09,641.07,615.71,
882.84,714.17,699.64,690.49,673.81,665.73,657.12,647.44,638.29,616.76,
883.24,710.42,701.30,687.35,676.08,663.21,656.23,648.72,635.84,616.52,
883.65,708.95,698.25,691.29,674.17,661.33,660.79,645.81,637.25,617.45,
884.05,707.89,697.22,689.22,671.08,660.41,659.88,643.87,637.47,617.73,
884.45,709.60,698.43,687.26,672.90,659.07,657.47,642.04,637.26,615.98,
884.85,708.96,699.41,686.67,671.81,658.55,656.42,642.10,637.32,617.68,
885.25,709.38,699.85,686.61,668.61,656.97,654.85,640.03,636.85,613.56,
885.65,713.89,696.98,686.41,671.09,656.29,654.18,643.08,636.74,611.38,
886.05,712.75,693.76,686.90,672.12,659.46,651.02,644.69,632.56,611.98,
886.46,709.45,692.59,685.75,672.05,659.94,649.40,644.14,629.39,612.54,
886.86,706.10,688.75,684.02,670.88,661.41,654.05,641.43,629.87,611.47,
887.26,705.41,688.09,680.74,668.67,657.65,651.88,641.38,629.83,609.89,
887.66,701.29,690.28,679.27,669.31,659.35,650.97,638.39,628.96,609.04,
888.06,700.17,690.75,679.23,664.04,657.76,650.42,633.14,627.38,610.62,
888.46,699.37,691.01,674.28,663.31,651.28,649.19,633.51,626.19,604.76,
888.86,700.73,688.21,674.64,662.64,648.03,647.51,633.94,628.20,605.25,
889.26,698.00,684.98,675.08,659.45,645.91,641.74,630.81,622.99,605.28,
889.66,694.12,681.64,670.72,657.20,642.13,639.53,629.13,622.37,602.61,
890.07,691.93,677.93,666.00,653.03,638.51,634.36,627.62,617.76,598.05,
890.47,688.49,675.55,662.61,647.60,636.21,630.00,624.30,613.95,595.31,
890.87,682.27,669.87,657.99,643.01,632.68,624.94,619.26,607.38,589.82,
891.27,677.09,662.15,652.36,635.87,630.20,621.44,613.20,601.35,585.37,
891.67,667.50,656.71,642.33,629.99,620.23,616.12,607.38,594.54,580.15,
892.07,659.19,646.37,638.68,622.28,612.54,612.03,599.73,588.96,574.61,
892.47,648.74,638.00,627.78,612.95,602.22,604.77,589.44,580.75,565.92,
892.87,641.49,632.81,619.55,605.77,593.01,594.03,580.76,572.59,555.75,
893.27,631.50,624.37,609.59,594.30,584.61,583.08,570.85,563.20,549.44,
893.67,622.51,613.86,600.63,582.81,573.14,571.61,559.91,552.78,537.00,
894.07,613.94,601.23,589.54,573.79,563.11,561.59,551.93,545.32,523.47,
894.47,603.32,588.59,580.46,564.21,558.12,548.98,542.37,532.22,514.44,
894.87,589.60,577.42,567.78,553.06,547.99,536.83,531.25,519.58,505.37,
895.27,576.10,561.40,554.82,543.16,538.10,530.50,520.36,509.72,493.00,
895.67,565.59,550.92,541.31,531.19,525.12,517.53,509.94,499.32,481.11,
896.08,550.88,541.27,529.14,523.08,514.49,506.91,497.81,489.22,470.52,
896.48,540.59,531.00,518.89,508.79,504.25,495.67,484.06,479.52,463.87,
896.88,531.78,521.70,506.58,501.03,491.96,486.92,475.83,470.28,451.13,
897.28,524.69,513.11,499.51,493.98,480.88,477.86,468.80,465.27,442.61,
897.68,512.39,502.33,492.78,484.73,475.18,467.13,462.11,453.56,435.96,
898.08,505.09,497.06,483.00,476.48,467.94,459.40,454.89,447.86,429.28,
898.48,501.44,490.41,475.36,469.85,463.33,451.80,453.80,441.27,424.22,
898.88,498.05,487.04,471.02,464.52,458.51,447.00,450.00,436.48,420.47,
899.28,492.39,483.40,468.41,461.92,456.43,443.95,446.44,431.96,416.48,
899.68,492.92,481.46,467.01,461.52,457.54,444.58,445.08,430.62,417.66,
900.08,491.47,483.51,465.60,463.61,455.65,446.20,447.19,429.29,418.84,
900.48,490.47,483.52,471.61,464.66,455.72,452.25,447.78,431.40,422.96,
900.88,491.42,486.96,472.59,468.63,457.24,455.25,449.31,434.45,425.53,
901.28,497.81,494.34,477.52,474.55,460.20,458.72,452.78,439.91,429.52,
901.68,503.37,501.89,482.61,476.67,465.30,462.83,456.40,445.03,437.11,
902.08,510.19,509.20,488.45,480.55,469.19,467.71,460.80,449.44,440.05,
902.48,518.16,513.72,494.97,488.55,473.25,472.76,467.83,455.98,442.66,
902.88,522.65,516.73,500.46,494.54,481.72,475.81,474.82,458.06,448.69,
903.28,524.15,520.21,503.95,496.56,485.72,479.81,477.84,458.63,453.70,
903.68,528.15,519.78,505.02,499.11,488.28,487.30,481.39,463.67,455.30,
904.08,529.14,521.76,506.52,500.12,490.78,488.81,482.91,466.19,456.85,
904.48,527.81,525.36,508.15,501.77,491.45,489.48,480.63,467.36,455.57,
904.88,526.96,524.50,508.29,497.00,491.60,487.67,475.88,465.57,456.24,
905.28,526.63,523.19,504.05,496.20,486.38,487.36,474.11,465.28,451.53,
905.68,525.05,518.18,504.95,493.67,482.88,484.85,472.10,464.75,450.04,
906.07,519.55,513.18,502.41,488.70,478.42,476.46,468.62,458.34,447.57,
906.47,516.65,508.82,494.63,484.35,473.59,470.66,462.34,456.47,443.75,
906.87,512.85,503.56,488.90,476.67,468.36,464.45,460.54,450.76,438.05,
907.27,507.85,499.06,483.43,468.78,463.41,458.04,455.11,443.88,432.65,
907.67,500.31,491.53,477.88,464.23,458.86,452.52,449.60,436.92,425.22,
908.07,496.30,482.66,472.92,459.77,456.36,448.57,443.21,430.55,419.35,
908.47,487.68,476.98,463.85,454.13,453.15,445.38,440.03,423.50,414.74,
908.87,480.56,470.85,462.12,449.01,447.55,444.16,433.96,419.40,412.12,
909.27,476.61,467.40,456.73,445.58,443.16,439.76,429.09,416.97,407.76,
909.67,472.78,465.03,453.89,445.17,440.81,435.96,424.82,414.16,403.51,
910.07,471.46,464.68,452.10,440.48,437.57,432.25,421.60,411.44,403.69,
910.47,470.39,461.21,450.57,438.49,433.65,430.27,419.63,409.48,399.33,
910.87,471.85,457.36,449.15,439.97,431.76,429.35,421.62,411.96,395.06,
911.27,470.94,456.46,448.74,439.57,435.23,426.06,422.68,407.73,395.18,
911.66,467.24,455.67,446.03,437.83,433.97,424.81,422.88,405.52,395.88,
912.06,464.75,451.26,443.54,436.79,433.42,429.08,423.29,405.94,393.88,
912.46,464.36,451.84,441.72,434.98,432.09,428.24,422.94,406.56,391.63,
912.86,459.58,451.40,441.29,436.00,431.67,427.34,420.60,406.16,391.24,
913.26,456.78,450.53,440.43,431.78,430.33,426.49,416.39,405.81,392.83,
913.66,456.30,450.06,436.61,432.29,425.08,425.56,417.88,405.39,389.06,
914.06,457.43,449.27,438.23,430.07,423.83,425.75,418.55,408.47,390.71,
914.46,456.10,448.43,438.83,430.20,421.57,421.09,417.25,406.22,391.83,
914.85,455.09,447.90,439.75,430.64,421.04,420.09,415.77,409.06,393.71,
915.25,456.82,447.71,439.08,430.93,420.86,420.38,419.91,409.36,394.98,
915.65,460.47,451.37,441.32,429.83,422.65,419.78,419.78,409.25,396.81,
916.05,462.62,453.05,442.53,432.48,425.30,422.43,421.48,411.43,397.56,
916.45,466.51,455.52,445.96,436.88,433.05,427.32,424.45,413.45,401.50,
