Date,2016/03/22,2016/03/22,2016/03/22,2016/03/22,
332.38,126.40,101.81,109.52,132.12,
332.81,126.28,101.75,109.48,131.94,
333.24,126.53,101.66,109.15,132.08,
333.68,126.45,101.48,108.89,131.99,
334.11,126.54,101.58,109.15,132.38,
334.54,126.79,101.62,109.22,132.13,
334.97,126.98,101.68,109.24,132.25,
335.40,127.67,101.93,109.68,132.88,
335.83,128.23,102.40,110.32,133.61,
336.26,129.37,103.40,111.14,134.83,
336.69,130.36,104.09,111.92,136.04,
337.12,131.00,104.69,112.61,137.10,
337.55,132.05,105.52,113.35,137.96,
337.98,132.86,106.24,114.23,138.84,
338.41,133.80,107.04,115.13,139.93,
338.84,134.94,107.63,115.88,141.00,
339.27,135.75,108.14,116.40,141.99,
339.70,136.74,108.94,117.43,143.20,
340.13,137.38,109.63,118.36,144.28,
340.56,137.87,110.02,118.86,144.97,
340.99,138.12,110.21,119.06,145.23,
341.42,138.12,110.39,119.36,145.30,
341.85,138.17,110.55,119.34,145.43,
342.28,138.35,110.39,119.10,145.48,
342.71,137.82,110.05,118.89,145.29,
343.14,138.18,110.13,119.02,145.47,
343.57,138.12,110.07,119.03,145.25,
344.00,137.84,109.93,118.92,145.16,
344.43,138.05,109.81,118.92,145.30,
344.86,138.20,109.80,118.86,145.34,
345.29,138.53,110.07,119.17,145.91,
345.72,138.62,110.26,119.44,146.28,
346.15,139.08,110.57,119.79,146.94,
346.58,139.83,110.97,120.10,147.38,
347.01,140.38,111.54,120.82,148.01,
347.44,141.58,112.40,121.71,149.25,
347.87,143.04,113.17,122.49,150.49,
348.30,144.09,113.92,123.31,151.61,
348.73,145.13,114.98,124.66,153.26,
349.16,146.38,115.93,125.75,154.52,
349.59,147.31,116.77,126.65,155.64,
350.02,147.40,116.65,126.61,155.70,
350.44,148.80,117.60,127.74,156.92,
350.87,149.96,118.76,128.80,158.37,
351.30,151.20,119.65,129.80,159.87,
351.73,152.19,120.54,130.76,161.22,
352.16,153.28,121.44,131.73,162.52,
352.59,154.07,122.12,132.52,163.25,
353.02,154.20,122.34,132.75,163.50,
353.45,154.37,122.18,132.53,163.53,
353.88,153.99,121.89,132.20,163.25,
354.31,152.89,121.14,131.39,162.45,
354.73,151.59,120.05,130.42,161.15,
355.16,150.57,119.00,129.20,159.78,
355.59,149.56,117.99,128.08,158.35,
356.02,148.62,117.42,127.53,157.58,
356.45,148.25,117.16,127.11,157.32,
356.88,147.96,116.76,126.63,157.02,
357.31,147.30,116.18,126.09,156.59,
357.74,146.73,115.75,125.68,156.15,
358.16,146.42,115.48,125.35,155.56,
358.59,146.14,115.10,125.00,155.11,
359.02,146.57,115.21,125.25,155.47,
359.45,147.24,115.65,125.75,155.96,
359.88,148.25,116.50,126.64,157.21,
360.31,149.57,117.60,127.96,158.81,
360.73,151.54,119.09,129.65,161.03,
361.16,153.97,121.05,131.63,163.53,
361.59,156.51,123.22,134.03,166.37,
362.02,159.13,125.44,136.42,169.43,
362.45,162.07,127.38,138.48,172.33,
362.88,164.48,129.28,140.52,174.99,
363.30,166.68,131.09,142.57,177.65,
363.73,169.53,133.09,144.77,180.12,
364.16,171.88,134.91,146.69,182.33,
364.59,174.13,136.57,148.58,184.65,
365.02,176.47,138.37,150.56,186.89,
365.44,178.51,139.99,152.11,189.15,
365.87,180.32,141.44,153.64,191.34,
366.30,181.71,142.58,154.91,193.29,
366.73,183.32,143.88,156.14,194.91,
367.16,184.70,144.94,157.29,196.15,
367.58,185.69,145.61,158.19,197.22,
368.01,186.51,146.00,158.62,197.92,
368.44,186.72,146.04,158.57,198.07,
368.87,186.06,145.77,158.33,197.89,
369.29,184.97,144.99,157.62,196.82,
369.72,183.63,143.97,156.51,195.64,
370.15,181.75,142.55,154.93,193.60,
370.58,179.90,141.13,153.65,191.92,
371.00,178.57,140.13,152.49,190.64,
371.43,177.25,139.00,151.34,189.46,
371.86,175.83,138.00,150.44,188.49,
372.29,175.21,137.44,149.98,187.86,
372.71,175.00,137.23,149.85,187.32,
373.14,174.77,136.85,149.51,186.93,
373.57,175.32,136.98,149.76,187.14,
374.00,175.98,137.29,150.14,187.69,
374.42,176.54,137.84,150.65,188.58,
374.85,177.36,138.52,151.62,189.78,
375.28,178.88,139.45,152.71,191.19,
375.70,180.47,140.56,153.92,192.56,
376.13,181.81,141.72,155.29,193.98,
376.56,183.14,142.83,156.47,195.48,
376.99,184.66,143.71,157.20,196.66,
377.41,184.84,143.88,157.47,197.31,
377.84,185.09,144.11,157.65,197.66,
378.27,184.83,143.92,157.34,197.05,
378.69,183.65,142.95,156.28,195.74,
379.12,181.87,141.50,154.66,193.76,
379.55,179.48,139.80,152.88,191.31,
379.97,176.45,137.64,150.33,188.47,
380.40,173.16,135.21,147.73,185.33,
380.83,169.93,132.68,145.06,181.95,
381.25,167.20,130.53,142.71,178.98,
381.68,164.62,128.65,140.71,176.22,
382.11,162.47,126.91,138.83,173.88,
382.53,161.43,125.71,137.37,172.32,
382.96,160.41,124.81,136.39,171.31,
383.39,159.54,124.29,135.90,170.84,
383.81,159.64,124.23,135.94,170.69,
384.24,159.71,124.18,136.00,170.73,
384.67,160.40,124.43,136.43,171.50,
385.09,161.83,125.45,137.62,172.83,
385.52,163.84,126.99,139.23,174.95,
385.95,166.13,128.55,141.00,177.46,
386.37,168.65,130.46,143.29,180.53,
386.80,171.71,132.74,145.78,183.74,
387.22,174.90,135.14,148.43,187.03,
387.65,177.82,137.25,150.76,190.03,
388.08,180.45,139.09,152.62,192.75,
388.50,182.56,140.62,154.25,194.96,
388.93,183.72,141.63,155.31,196.47,
389.36,184.20,142.16,155.99,197.38,
389.78,184.45,142.25,156.09,197.65,
390.21,184.13,141.89,155.72,197.10,
390.63,183.36,141.50,155.30,196.47,
391.06,182.86,141.26,154.80,195.84,
391.49,182.33,140.69,154.17,195.26,
391.91,181.39,140.16,153.60,194.74,
392.34,181.23,139.92,153.41,194.56,
392.76,181.03,139.71,153.25,194.15,
393.19,180.65,139.44,152.92,193.70,
393.61,180.20,139.03,152.41,193.13,
394.04,180.19,138.87,152.34,192.84,
394.47,180.42,139.19,152.63,193.35,
394.89,181.54,140.16,153.84,194.96,
395.32,184.33,142.17,156.26,198.15,
395.74,188.92,145.35,159.95,202.61,
396.17,194.41,149.66,164.79,208.59,
396.59,201.50,154.95,170.61,216.10,
397.02,209.60,160.82,176.93,224.50,
397.45,217.07,166.72,183.49,232.98,
397.87,224.72,172.65,190.08,241.46,
398.30,232.42,178.44,196.47,249.64,
398.72,239.62,184.02,202.47,257.45,
399.15,246.62,189.40,208.32,264.83,
399.57,253.79,194.81,214.26,272.47,
400.00,260.99,200.38,220.12,280.18,
400.42,267.41,205.41,225.55,287.62,
400.85,273.10,209.81,230.56,294.14,
401.27,278.44,213.87,235.03,299.89,
401.70,282.07,217.04,238.46,304.03,
402.12,284.71,219.18,240.64,307.02,
402.55,286.82,220.62,242.11,309.11,
402.97,287.77,221.28,242.78,310.06,
403.40,287.78,221.38,242.96,310.43,
403.82,287.99,221.52,243.20,310.69,
404.25,288.28,221.50,243.24,310.95,
404.67,288.51,221.35,243.29,310.61,
405.10,288.38,221.20,243.36,310.42,
405.52,288.46,221.26,243.29,310.54,
405.95,288.43,221.10,243.28,310.71,
406.37,287.85,220.80,243.21,310.73,
406.80,287.97,220.84,243.43,310.92,
407.22,288.75,221.32,244.10,311.45,
407.65,289.11,221.40,244.23,311.55,
408.07,290.00,221.81,244.51,312.11,
408.50,291.28,222.63,245.33,313.21,
408.92,292.15,223.44,246.29,314.49,
409.35,293.39,224.53,247.64,316.32,
409.77,295.13,225.81,249.24,318.38,
410.20,297.06,227.05,250.66,320.07,
410.62,298.11,228.44,252.14,321.65,
411.04,299.84,229.80,253.30,323.33,
411.47,301.30,230.85,254.16,324.81,
411.89,302.09,231.44,254.93,326.15,
412.32,303.09,232.14,255.74,327.27,
412.74,304.52,233.16,256.89,328.50,
413.17,305.56,233.89,257.65,329.19,
413.59,306.51,234.42,258.02,329.79,
414.02,307.70,235.18,258.76,330.62,
414.44,308.53,235.90,259.50,331.85,
414.86,308.67,236.23,260.01,332.82,
415.29,308.91,236.31,260.22,333.13,
415.71,308.92,236.27,260.11,333.06,
416.14,308.69,236.28,260.21,332.64,
416.56,308.41,235.95,259.74,332.15,
416.99,308.75,235.64,259.22,331.98,
417.41,307.79,235.11,258.73,331.72,
417.83,307.26,234.85,258.59,331.56,
418.26,307.21,234.83,258.74,331.41,
418.68,306.96,234.86,258.66,331.48,
419.11,306.47,234.36,258.18,330.66,
419.53,306.29,234.22,257.92,330.29,
419.95,305.86,234.17,257.75,330.56,
420.38,305.41,233.81,257.47,330.60,
420.80,304.17,233.12,256.95,329.82,
421.23,303.82,232.63,256.68,329.31,
421.65,303.32,232.53,256.41,328.77,
422.07,302.73,232.20,256.05,328.23,
422.50,302.46,231.93,255.54,328.02,
422.92,302.27,231.60,255.17,327.62,
423.34,300.78,230.84,254.41,326.91,
423.77,299.95,230.08,253.87,325.98,
424.19,299.12,229.36,252.94,325.11,
424.62,297.92,228.15,251.55,323.19,
425.04,296.13,226.78,250.21,320.86,
425.46,294.53,225.56,248.69,319.25,
425.89,292.78,224.03,246.94,317.45,
426.31,289.91,221.78,244.74,314.63,
426.73,287.12,219.99,242.85,311.76,
427.16,284.95,218.27,241.08,309.15,
427.58,282.08,216.27,238.66,306.09,
428.00,279.77,214.10,236.16,303.18,
428.43,278.17,212.50,234.36,300.55,
428.85,276.55,211.35,232.75,298.94,
429.27,275.05,210.47,231.87,298.06,
429.70,275.11,210.30,232.06,297.85,
430.12,275.71,210.71,232.56,298.39,
430.54,276.00,211.24,233.51,298.91,
430.97,277.45,212.23,234.54,300.39,
431.39,279.62,213.41,236.01,302.25,
431.81,280.79,214.69,237.67,304.73,
432.24,282.69,216.33,239.63,307.40,
432.66,285.70,218.66,242.50,310.43,
433.08,288.96,221.15,245.34,314.31,
433.51,292.73,223.65,248.00,317.90,
433.93,297.21,226.79,251.29,322.15,
434.35,301.09,230.02,254.57,326.59,
434.77,304.28,232.39,257.33,330.69,
435.20,306.59,233.98,259.50,333.17,
435.62,308.63,235.44,261.37,335.32,
436.04,309.97,236.63,262.63,336.89,
436.47,310.78,237.39,263.26,337.75,
436.89,312.48,238.23,263.91,339.10,
437.31,313.85,239.10,264.72,340.42,
437.73,314.51,239.97,265.53,342.02,
438.16,316.59,241.22,267.17,343.82,
438.58,318.61,242.46,268.69,346.16,
439.00,320.79,243.78,269.85,347.70,
439.43,322.61,245.19,271.29,349.11,
439.85,324.94,246.77,272.77,351.20,
440.27,326.45,247.85,274.14,353.12,
440.69,327.44,248.69,275.41,354.96,
441.12,329.40,250.15,277.38,357.11,
441.54,331.79,251.84,279.42,359.78,
441.96,333.52,253.30,280.90,361.72,
442.38,335.98,254.68,282.43,363.96,
442.81,338.36,256.38,284.22,366.07,
443.23,339.94,257.72,285.57,368.10,
443.65,340.87,258.80,286.98,370.07,
444.07,342.87,259.96,288.55,371.87,
444.50,344.46,261.03,289.75,373.17,
444.92,345.42,262.16,291.18,374.44,
445.34,347.34,263.55,292.57,376.40,
445.76,349.30,264.74,293.74,378.46,
446.19,350.29,265.51,294.92,380.18,
446.61,352.00,266.66,296.54,382.17,
447.03,354.18,268.12,298.22,383.85,
447.45,356.09,269.63,299.54,386.26,
447.87,357.97,271.03,300.81,387.85,
448.30,360.54,272.59,302.54,389.89,
448.72,362.39,274.17,303.89,392.13,
449.14,363.67,275.24,305.24,394.10,
449.56,365.16,276.29,306.68,395.71,
449.99,366.80,277.07,307.74,396.93,
450.41,367.11,277.86,308.59,397.46,
450.83,367.59,278.38,308.80,397.72,
451.25,368.64,278.70,308.85,398.08,
451.67,368.30,278.32,308.60,398.09,
452.10,367.89,278.39,308.83,398.28,
452.52,367.94,278.79,309.19,398.91,
452.94,368.06,278.88,309.00,399.28,
453.36,368.34,278.84,308.98,399.40,
453.78,368.24,278.80,308.95,398.69,
454.20,368.20,278.85,308.92,398.86,
454.63,368.09,278.81,308.84,399.40,
455.05,367.59,278.34,308.94,399.13,
455.47,367.76,278.43,309.15,399.53,
455.89,368.00,278.60,309.50,399.91,
456.31,368.21,278.93,309.56,400.11,
456.74,369.31,279.29,309.77,400.97,
457.16,370.06,279.69,310.31,401.89,
457.58,370.18,280.19,310.91,403.02,
458.00,370.76,280.91,311.71,403.93,
458.42,371.72,281.48,312.44,405.18,
458.84,372.90,281.70,313.04,405.78,
459.27,373.15,282.26,313.81,405.88,
459.69,373.67,282.94,314.06,406.69,
460.11,374.25,283.24,314.35,407.57,
460.53,373.61,283.09,314.29,408.17,
460.95,373.47,283.13,314.46,408.41,
461.37,373.77,283.48,314.65,408.86,
461.79,373.60,283.22,314.21,408.30,
462.22,373.92,283.22,313.90,407.77,
462.64,375.14,283.64,314.20,408.07,
463.06,375.17,283.61,313.87,408.48,
463.48,374.95,283.71,314.05,408.76,
463.90,374.90,283.61,314.07,408.63,
464.32,374.87,283.13,313.87,408.33,
464.74,373.39,282.68,313.33,407.04,
465.16,373.02,282.50,312.62,406.18,
465.59,373.09,281.88,311.78,405.43,
466.01,371.81,280.81,310.92,404.42,
466.43,370.42,280.14,310.54,403.46,
466.85,370.57,280.00,310.67,403.11,
467.27,370.17,279.70,310.09,402.81,
467.69,369.70,279.55,309.58,401.85,
468.11,369.84,279.72,309.86,401.53,
468.53,369.46,279.92,309.73,402.10,
468.95,368.28,279.77,309.82,402.60,
469.38,367.54,279.46,310.26,402.59,
469.80,368.38,279.63,310.75,403.37,
470.22,368.04,279.84,311.12,403.33,
470.64,367.97,280.26,311.12,403.40,
471.06,369.76,280.35,311.26,403.72,
471.48,369.77,280.44,311.31,404.00,
471.90,368.99,280.76,311.70,404.78,
472.32,369.73,281.40,312.89,405.98,
472.74,370.99,282.08,313.14,407.78,
473.16,371.34,282.39,313.17,406.97,
473.58,371.72,282.81,313.95,405.94,
474.01,372.60,283.19,314.32,406.96,
474.43,373.57,283.35,314.43,408.12,
474.85,372.82,282.62,314.73,408.44,
475.27,373.38,282.48,315.13,408.63,
475.69,373.97,282.89,315.66,408.79,
476.11,373.42,282.95,315.34,408.49,
476.53,374.97,283.06,315.05,408.74,
476.95,376.81,284.25,316.31,409.66,
477.37,375.85,284.74,316.35,411.23,
477.79,375.94,285.32,317.22,412.27,
478.21,377.19,285.79,318.13,413.10,
478.63,377.39,285.38,318.09,412.28,
479.05,376.41,285.48,318.66,411.01,
479.47,377.81,285.76,319.02,411.69,
479.89,378.54,285.64,318.76,412.39,
480.31,376.96,284.83,318.31,412.83,
480.74,376.21,284.23,318.56,412.42,
481.16,376.66,284.54,318.82,412.05,
481.58,374.84,283.74,317.21,411.95,
482.00,373.68,282.62,315.41,409.29,
482.42,372.79,281.54,314.13,406.42,
482.84,370.37,280.33,312.12,404.52,
483.26,366.91,277.95,309.68,402.22,
483.68,364.69,275.62,307.67,398.49,
484.10,362.14,272.94,305.18,394.96,
484.52,358.77,271.29,302.66,391.66,
484.94,357.03,270.16,300.51,389.29,
485.36,356.52,268.52,298.38,387.77,
485.78,354.47,266.94,296.38,386.47,
486.20,352.32,266.51,295.64,384.76,
486.62,352.21,266.21,295.76,383.50,
487.04,352.17,266.36,295.11,384.12,
487.46,352.18,266.41,294.99,383.80,
487.88,353.02,267.11,296.07,382.12,
488.30,354.61,267.81,296.50,383.82,
488.72,355.58,268.33,297.22,385.98,
489.14,355.60,268.47,298.31,387.36,
489.56,357.33,268.90,299.28,388.99,
489.98,358.38,270.29,300.99,390.32,
490.40,359.88,271.57,301.67,391.28,
490.82,362.66,272.53,302.94,392.99,
491.24,364.08,273.48,304.11,395.25,
491.66,363.49,274.43,305.02,396.21,
492.08,364.11,275.47,306.72,397.92,
492.50,365.36,275.88,307.32,400.05,
492.92,366.00,276.37,307.31,400.54,
493.34,365.59,276.78,307.94,399.06,
493.76,366.30,277.07,307.39,399.67,
494.18,367.65,276.72,307.34,401.09,
494.60,365.57,275.98,307.45,401.33,
495.02,364.46,275.39,307.52,400.85,
495.44,364.76,275.74,308.10,400.65,
495.86,364.66,276.05,307.95,400.95,
496.28,364.56,276.04,307.25,400.28,
496.70,364.97,276.18,307.77,400.38,
497.12,363.65,275.74,307.42,400.23,
497.54,361.88,275.10,306.70,399.81,
497.95,361.44,273.91,305.72,398.38,
498.37,360.90,272.50,304.40,396.80,
498.79,357.70,271.46,303.34,393.49,
499.21,356.86,270.51,301.78,391.21,
499.63,356.63,269.08,300.07,390.28,
500.05,354.04,267.04,298.43,388.41,
500.47,351.66,266.05,297.66,386.99,
500.89,352.22,265.65,297.15,385.54,
501.31,352.17,265.63,296.42,386.24,
501.73,352.05,265.04,295.54,385.50,
502.15,352.32,265.08,295.52,383.69,
502.57,352.25,265.00,295.29,384.31,
502.99,351.14,264.98,295.38,384.76,
503.41,351.53,264.79,295.49,385.02,
503.83,352.20,264.32,295.97,384.86,
504.25,351.58,264.84,296.62,384.99,
504.67,351.96,265.32,296.49,384.68,
505.08,354.37,265.85,296.75,385.59,
505.50,354.52,265.94,297.16,386.99,
505.92,353.83,266.44,297.49,387.86,
506.34,354.56,267.41,298.47,388.54,
506.76,355.40,268.19,298.77,389.83,
507.18,355.73,268.57,299.06,390.08,
507.60,356.03,268.76,299.83,388.54,
508.02,356.29,269.29,299.64,388.50,
508.44,357.03,269.39,300.06,389.98,
508.86,356.17,268.82,299.86,389.86,
509.28,356.01,268.18,299.66,389.34,
509.70,355.97,268.32,299.58,389.52,
510.11,354.97,268.36,298.80,389.54,
510.53,355.99,268.19,298.14,389.03,
510.95,356.13,267.94,297.99,388.85,
511.37,354.57,267.61,297.75,389.13,
511.79,353.02,267.14,297.42,388.51,
512.21,353.03,266.81,296.74,387.12,
512.63,352.17,265.73,295.75,385.82,
513.05,349.06,264.45,294.39,382.25,
513.47,347.76,263.35,292.51,379.67,
513.88,346.77,261.74,290.49,378.23,
514.30,343.02,259.28,288.28,376.08,
514.72,339.65,257.12,285.90,372.60,
515.14,337.83,255.39,284.49,370.16,
515.56,336.60,254.22,282.60,369.53,
515.98,335.23,252.89,280.78,366.55,
516.40,334.73,252.22,280.56,363.91,
516.82,333.33,251.52,279.81,363.43,
517.23,331.77,250.94,279.23,362.78,
517.65,331.56,250.02,278.76,361.41,
518.07,332.11,249.48,279.05,361.20,
518.49,330.94,249.53,279.37,361.08,
518.91,331.87,250.21,279.57,361.20,
519.33,335.02,250.98,280.34,362.78,
519.75,335.82,251.19,281.39,365.00,
520.17,335.31,252.27,282.24,366.66,
520.58,337.61,253.80,284.00,368.17,
521.00,339.05,255.11,285.36,371.06,
521.42,340.91,256.57,286.34,372.63,
521.84,341.76,258.26,288.40,372.06,
522.26,342.91,259.51,289.54,374.10,
522.68,343.24,259.89,289.76,376.08,
523.09,342.21,259.75,289.97,376.27,
523.51,342.23,259.33,290.04,376.00,
523.93,341.89,259.24,289.83,376.57,
524.35,341.31,259.08,288.83,376.63,
524.77,342.32,258.82,288.25,376.33,
525.19,342.11,258.24,288.27,376.38,
525.60,340.69,258.43,288.35,377.40,
526.02,339.97,258.69,288.53,377.57,
526.44,341.64,259.25,289.52,378.38,
526.86,342.78,259.42,289.91,379.00,
527.28,342.85,260.17,290.47,377.71,
527.70,344.06,260.55,290.43,377.80,
528.11,344.85,260.21,290.35,378.82,
528.53,344.48,259.68,289.72,378.81,
528.95,344.67,259.58,289.88,378.63,
529.37,346.39,260.02,290.49,379.03,
529.79,346.81,260.51,290.44,380.49,
530.21,348.84,261.15,290.85,379.91,
530.62,349.98,261.80,292.03,378.67,
531.04,349.50,262.36,292.80,380.26,
531.46,348.74,262.78,292.94,380.56,
531.88,348.96,262.61,292.72,380.21,
532.30,350.04,262.56,293.12,380.31,
532.71,348.62,262.47,293.04,379.31,
533.13,348.77,262.66,292.69,378.89,
533.55,351.04,262.16,292.81,379.57,
533.97,349.55,261.71,292.60,379.92,
534.39,348.99,261.75,292.08,379.37,
534.80,349.11,261.71,292.61,379.77,
535.22,349.76,261.81,292.33,380.85,
535.64,348.78,261.85,291.70,379.86,
536.06,349.07,262.22,292.44,378.55,
536.48,348.39,262.22,292.33,379.15,
536.89,347.74,262.10,291.91,379.77,
537.31,346.72,260.96,290.75,378.52,
537.73,346.16,260.01,290.31,377.16,
538.15,345.12,259.32,289.82,376.15,
538.56,343.96,258.72,288.49,375.21,
538.98,344.88,258.13,287.51,374.93,
539.40,343.44,257.30,287.01,374.30,
539.82,341.08,257.31,286.03,373.58,
540.24,340.04,256.95,285.88,373.63,
540.65,340.58,256.61,285.93,374.66,
541.07,339.97,256.10,285.62,373.86,
541.49,338.44,256.27,285.89,371.74,
541.91,338.76,256.25,285.69,371.73,
542.32,338.33,255.73,285.43,372.56,
542.74,336.55,255.07,284.66,372.82,
543.16,335.82,254.65,284.41,372.52,
543.58,336.61,254.82,284.74,372.97,
543.99,337.10,255.37,284.57,374.32,
544.41,337.58,255.67,284.46,374.19,
544.83,338.77,256.01,285.02,373.98,
545.25,338.22,256.39,285.27,374.32,
545.66,337.33,256.57,285.17,374.54,
546.08,338.04,256.36,285.26,374.69,
546.50,339.09,255.83,285.54,374.14,
546.92,337.33,256.09,285.58,373.04,
547.33,337.69,256.69,285.22,373.04,
547.75,339.78,256.82,285.14,373.93,
548.17,338.73,256.06,284.98,373.72,
548.59,338.42,255.89,284.40,372.79,
549.00,339.48,256.27,285.04,372.69,
549.42,340.35,256.85,285.42,374.69,
549.84,341.02,256.97,285.20,373.66,
550.26,342.17,257.42,285.80,372.54,
550.67,342.78,257.87,286.15,373.44,
551.09,341.53,257.88,286.19,375.00,
551.51,341.15,257.23,285.97,374.20,
551.93,341.83,256.63,286.29,373.88,
552.34,340.43,256.68,286.21,372.74,
552.76,339.84,256.89,285.14,372.37,
553.18,342.36,256.65,284.70,371.73,
553.59,340.79,255.73,283.95,371.67,
554.01,338.52,255.28,283.17,371.12,
554.43,338.50,254.97,282.93,370.97,
554.85,338.14,254.55,282.33,371.13,
555.26,337.14,253.73,281.55,369.97,
555.68,336.32,253.22,281.27,366.84,
556.10,335.71,252.85,280.56,365.90,
556.51,333.62,251.67,279.77,365.59,
556.93,330.57,250.02,278.46,364.28,
557.35,329.71,248.61,277.71,362.38,
557.77,329.39,248.13,277.23,361.71,
558.18,328.28,247.76,275.91,361.72,
558.60,329.28,247.15,274.98,360.79,
559.02,329.37,246.74,275.16,360.51,
559.43,327.46,246.33,274.89,360.85,
559.85,326.87,246.17,274.88,360.32,
560.27,327.67,245.80,274.77,360.13,
560.68,328.05,245.18,274.93,359.71,
561.10,327.15,245.31,275.30,358.21,
561.52,327.55,245.33,274.75,357.33,
561.93,327.80,245.23,274.62,357.87,
562.35,326.00,244.58,274.44,357.86,
562.77,325.88,244.37,273.82,357.10,
563.19,326.76,244.31,274.12,356.53,
563.60,327.45,244.56,273.71,357.73,
564.02,327.80,244.55,273.11,356.76,
