Date,2016/05/02,2016/05/02,2016/05/02,2016/05/02,2016/05/02,2016/05/02,2016/05/02,
307.32,3.74,5.15,5.67,6.49,6.14,6.49,8.13,
307.76,4.55,5.60,5.83,6.94,6.77,7.47,8.87,
308.19,5.26,6.02,6.66,7.77,7.95,8.35,10.05,
308.62,5.99,6.69,7.57,8.69,8.86,9.69,11.45,
309.06,7.24,7.59,8.29,10.00,10.30,11.53,12.71,
309.49,7.92,8.57,9.28,11.12,11.65,12.65,14.25,
309.92,8.46,9.88,10.47,12.01,12.95,13.66,15.61,
310.35,9.39,11.41,11.47,13.49,14.32,15.27,16.70,
310.79,10.33,12.47,12.53,14.43,15.74,16.80,17.99,
311.22,11.31,13.20,13.80,15.57,16.88,18.47,19.42,
311.65,12.68,14.52,15.42,17.44,17.92,20.24,21.31,
312.09,13.90,15.86,16.93,18.89,19.60,21.86,23.22,
312.52,14.89,16.87,18.90,20.52,21.71,23.51,25.42,
312.95,15.88,18.41,20.57,21.84,23.22,25.32,27.85,
313.38,17.36,19.96,21.83,23.45,24.90,27.31,29.54,
313.82,18.72,21.25,23.23,24.86,27.09,29.13,31.30,
314.25,19.80,22.69,25.16,26.42,28.83,31.30,33.41,
314.68,21.55,24.31,26.66,28.41,30.57,33.64,35.33,
315.12,22.99,25.99,28.27,30.32,32.54,35.60,37.46,
315.55,23.93,27.88,30.27,31.70,34.46,37.15,39.72,
315.98,25.63,30.21,32.50,34.13,36.66,39.38,42.15,
316.41,27.25,31.91,34.08,36.08,38.92,41.70,44.42,
316.85,28.85,33.30,35.83,37.70,40.59,43.96,46.67,
317.28,30.57,35.02,37.97,39.90,42.24,45.97,49.04,
317.71,32.29,36.87,40.18,42.29,44.40,48.19,51.75,
318.14,34.02,38.47,42.01,44.24,46.88,50.55,54.15,
318.57,35.34,40.27,44.05,45.92,48.92,52.47,56.68,
319.01,37.10,42.51,45.82,47.86,50.99,54.54,58.81,
319.44,39.06,44.65,47.41,49.87,53.42,56.72,60.75,
319.87,40.39,46.13,49.00,51.27,55.15,58.68,62.74,
320.30,42.41,47.89,51.10,53.60,57.12,61.29,64.80,
320.73,44.61,50.20,53.06,56.33,59.72,63.77,67.63,
321.17,46.13,52.40,55.41,58.73,62.10,65.88,70.20,
321.60,48.39,55.34,58.79,61.94,65.27,68.96,73.65,
322.03,50.91,58.30,61.52,65.16,68.44,72.37,77.02,
322.46,53.39,60.70,64.15,67.89,71.46,75.50,80.02,
322.89,55.72,63.11,67.36,70.73,73.92,78.30,83.32,
323.33,58.30,65.72,70.61,73.97,77.22,81.87,87.00,
323.76,61.20,68.59,73.28,77.21,80.68,85.72,90.59,
324.19,63.23,71.33,76.28,80.07,84.04,88.64,93.94,
324.62,65.57,74.25,78.88,82.99,87.10,91.38,97.40,
325.05,68.76,77.90,81.95,86.75,90.91,95.25,101.03,
325.48,71.14,80.45,84.88,89.53,94.13,98.67,104.30,
325.92,73.51,82.69,87.70,92.55,96.94,102.12,107.42,
326.35,76.24,85.77,90.76,96.21,100.41,105.74,111.19,
326.78,78.22,88.35,93.41,98.98,103.19,108.42,114.27,
327.21,80.18,90.63,96.49,101.52,105.93,111.07,117.22,
327.64,81.89,92.88,98.66,103.60,108.15,113.54,120.14,
328.07,83.72,94.57,100.08,105.31,109.99,115.61,122.11,
328.50,85.16,95.83,101.85,106.99,111.64,117.55,124.22,
328.93,86.16,96.89,103.07,108.11,112.82,119.16,125.94,
329.37,87.52,97.94,103.90,109.49,114.32,120.88,127.06,
329.80,88.30,99.06,104.92,110.62,115.63,121.76,128.42,
330.23,88.40,99.84,105.80,111.28,116.39,122.24,129.10,
330.66,89.72,101.55,106.91,112.85,117.84,123.57,130.61,
331.09,90.23,102.34,107.82,113.62,118.94,124.74,131.32,
331.52,90.51,102.45,108.40,113.93,119.15,125.41,131.82,
331.95,90.78,102.89,108.56,114.33,118.98,125.77,132.16,
332.38,90.98,103.28,108.95,114.82,119.42,126.00,132.73,
332.81,91.02,103.24,109.40,115.11,119.57,125.98,133.10,
333.24,90.84,103.28,109.13,114.93,119.44,125.83,133.37,
333.68,91.00,103.36,108.90,114.88,119.44,125.81,133.17,
334.11,91.46,103.43,109.37,115.20,120.17,126.10,133.64,
334.54,91.34,103.46,109.81,115.15,120.39,126.45,134.05,
334.97,91.95,103.77,109.94,115.68,120.86,126.94,134.10,
335.40,92.47,104.48,110.68,116.36,121.85,127.58,135.09,
335.83,92.62,105.28,111.77,116.96,122.90,128.14,136.21,
336.26,93.36,106.68,112.74,118.21,124.00,129.14,137.36,
336.69,94.20,107.56,113.69,119.10,125.18,130.27,138.40,
337.12,95.00,108.20,114.71,119.91,125.97,131.67,139.39,
337.55,96.01,109.10,115.90,121.09,126.77,132.85,140.75,
337.98,97.04,110.16,117.06,122.28,127.95,134.05,142.08,
338.41,97.94,110.89,118.28,123.54,129.28,135.36,143.62,
338.84,98.49,111.81,119.34,124.19,130.04,136.14,144.87,
339.27,99.17,112.68,119.99,124.87,130.82,136.81,145.65,
339.70,100.26,113.76,121.22,125.95,132.27,137.93,146.83,
340.13,100.95,114.64,122.30,126.82,133.36,139.01,148.05,
340.56,101.74,115.39,122.98,127.67,133.85,140.03,148.58,
340.99,102.33,116.07,123.31,128.41,134.37,140.46,149.18,
341.42,102.34,116.55,123.74,128.85,134.69,140.65,149.71,
341.85,102.32,116.88,123.97,129.37,134.72,140.76,149.77,
342.28,102.39,117.01,123.86,129.49,134.61,140.73,149.99,
342.71,102.44,116.83,123.79,129.26,134.54,140.74,149.73,
343.14,102.70,117.16,124.36,129.70,134.56,141.17,150.21,
343.57,102.82,117.24,124.49,129.92,134.79,141.36,150.71,
344.00,102.93,117.22,124.50,130.13,135.01,141.62,150.83,
344.43,102.83,117.33,124.89,130.33,135.19,141.62,151.25,
344.86,102.75,117.67,124.92,130.33,135.44,141.48,151.34,
345.29,103.35,118.43,125.31,131.02,136.23,142.10,151.82,
345.72,103.51,118.80,125.77,131.26,136.72,142.88,152.32,
346.15,104.11,119.38,126.43,132.14,137.30,143.86,153.03,
346.58,104.98,120.08,126.94,133.08,138.14,144.77,153.86,
347.01,105.41,121.12,128.03,133.94,139.16,145.61,154.91,
347.44,106.14,122.36,129.57,135.39,140.48,146.93,156.39,
347.87,106.86,123.44,130.69,136.40,141.76,148.18,157.89,
348.30,107.98,124.48,131.77,137.40,143.04,149.50,159.08,
348.73,109.25,125.82,133.43,138.90,144.49,151.42,160.80,
349.16,110.32,126.91,134.83,140.40,145.89,153.14,162.66,
349.59,111.48,127.95,135.72,141.74,147.39,154.56,163.89,
350.02,111.23,128.09,135.91,142.08,147.52,154.53,164.22,
350.44,112.22,129.56,137.20,143.31,148.98,155.78,165.88,
350.87,113.38,131.01,138.37,144.71,150.58,157.13,167.34,
351.30,114.37,132.26,139.59,145.90,152.10,158.56,168.65,
351.73,115.34,133.08,140.74,147.17,153.27,160.14,169.97,
352.16,116.57,134.35,142.07,148.74,154.65,161.58,171.46,
352.59,117.15,135.30,143.19,149.75,155.72,162.67,172.76,
353.02,117.19,135.75,143.86,150.18,156.10,163.00,173.16,
353.45,117.02,135.57,143.84,150.18,156.01,162.89,173.38,
353.88,116.83,135.25,143.41,149.70,155.74,162.65,172.98,
354.31,116.22,134.37,142.72,148.96,154.81,161.88,172.08,
354.73,115.29,133.39,141.78,148.00,153.69,160.87,171.00,
355.16,114.52,132.20,140.55,147.07,152.63,159.71,169.45,
355.59,113.58,131.32,139.61,145.86,151.75,158.49,168.26,
356.02,112.87,130.99,139.21,145.13,151.30,157.76,167.81,
356.45,112.84,131.08,139.01,144.90,151.04,157.35,167.30,
356.88,112.32,130.79,138.61,144.40,150.78,156.95,166.85,
357.31,111.94,130.23,138.26,143.89,150.22,156.66,166.41,
357.74,111.80,129.86,138.26,143.95,149.93,156.68,166.31,
358.16,111.61,129.81,138.41,144.11,149.90,156.58,166.31,
358.59,111.28,129.63,138.29,143.93,149.78,156.47,166.18,
359.02,111.43,130.17,138.83,144.37,150.15,156.91,167.00,
359.45,112.07,130.88,139.46,145.00,151.02,157.64,167.94,
359.88,113.09,132.24,140.54,146.22,152.52,159.04,169.12,
360.31,114.32,133.68,142.19,147.82,154.26,160.95,171.14,
360.73,116.16,135.48,144.26,150.04,156.62,163.48,173.34,
361.16,118.08,137.90,146.76,152.78,159.44,166.09,176.39,
361.59,120.03,140.80,149.60,155.53,162.55,169.15,180.09,
362.02,122.16,143.58,152.62,158.81,165.53,172.21,183.47,
362.45,124.16,145.95,155.19,161.47,168.27,175.08,186.54,
362.88,125.96,148.12,157.65,163.95,171.03,178.11,189.51,
363.30,128.05,150.45,160.38,166.82,173.59,181.21,192.49,
363.73,130.18,152.97,163.10,169.88,176.63,184.39,195.88,
364.16,132.04,155.16,165.36,172.20,179.19,186.97,198.76,
364.59,133.67,157.44,167.67,174.39,181.44,189.47,201.63,
365.02,135.40,159.82,170.01,176.81,183.93,191.88,204.32,
365.44,137.05,161.79,171.76,178.89,186.20,194.04,206.47,
365.87,138.33,163.46,173.64,180.70,188.13,196.47,208.80,
366.30,139.84,164.83,175.27,182.62,189.71,198.62,210.81,
366.73,141.17,166.60,176.84,184.66,191.67,200.57,213.05,
367.16,142.16,168.30,178.50,186.25,193.27,202.11,215.27,
367.58,142.78,169.55,179.86,187.34,194.43,203.37,216.79,
368.01,143.49,170.33,180.59,188.06,195.22,204.08,217.68,
368.44,143.69,170.48,180.58,188.16,195.54,204.60,217.76,
368.87,143.63,170.30,180.56,188.16,195.27,204.72,217.61,
369.29,143.23,169.58,180.06,187.53,194.59,204.05,216.84,
369.72,142.62,168.44,178.86,186.44,193.48,202.89,215.64,
370.15,141.10,167.00,177.43,184.80,191.77,201.10,213.72,
370.58,139.81,166.01,176.03,183.41,190.21,199.34,211.97,
371.00,138.95,165.00,174.74,182.16,189.13,197.93,210.49,
371.43,137.99,163.91,173.47,180.83,187.91,196.79,209.07,
371.86,137.39,162.84,172.58,180.01,186.99,195.96,207.90,
372.29,137.33,162.55,172.33,179.91,186.80,195.44,207.48,
372.71,137.03,162.60,172.41,179.82,186.99,195.18,207.62,
373.14,136.70,162.54,172.59,179.86,186.68,195.04,207.35,
373.57,136.90,163.02,173.02,180.40,187.34,195.52,207.82,
374.00,137.63,163.62,173.48,181.01,188.05,196.50,208.37,
374.42,138.24,164.37,174.53,181.92,188.78,197.65,209.45,
374.85,139.30,165.50,176.04,183.45,190.02,199.19,211.13,
375.28,140.57,166.80,177.32,185.15,191.75,200.87,212.94,
375.70,141.52,168.49,178.71,186.73,193.56,202.58,214.99,
376.13,142.50,170.29,180.46,188.39,195.45,204.18,217.02,
376.56,143.79,172.07,182.02,190.03,197.04,205.76,218.70,
376.99,144.52,173.01,183.11,190.94,198.29,207.00,219.91,
377.41,145.00,173.27,183.81,191.53,198.90,207.93,220.40,
377.84,145.30,173.67,184.42,192.17,199.32,208.57,220.97,
378.27,145.02,173.68,184.44,192.12,199.14,208.40,220.98,
378.69,143.93,172.70,183.42,191.11,197.86,207.32,219.72,
379.12,142.36,171.24,181.95,189.22,196.02,205.44,217.84,
379.55,140.90,169.24,179.83,186.84,193.88,202.88,215.18,
379.97,138.70,166.70,177.06,183.87,190.95,199.77,211.87,
380.40,136.34,163.79,174.16,180.84,187.83,196.43,208.37,
380.83,134.18,160.90,171.14,177.92,184.73,193.11,204.64,
381.25,131.99,158.56,168.41,175.01,181.96,189.88,201.58,
381.68,129.84,156.73,166.42,172.59,179.51,187.14,199.04,
382.11,128.31,155.07,164.73,170.66,177.39,184.80,196.46,
382.53,127.26,153.84,163.37,169.09,175.98,183.21,194.83,
382.96,126.56,152.75,162.30,167.97,175.05,182.32,193.72,
383.39,126.40,152.33,162.02,167.93,174.63,182.12,193.46,
383.81,126.48,152.60,162.15,168.51,174.66,182.20,193.85,
384.24,126.59,152.80,162.58,168.92,174.87,182.45,194.25,
384.67,126.96,153.65,163.42,169.60,175.68,183.34,195.25,
385.09,128.18,155.13,164.94,171.26,177.40,184.98,197.06,
385.52,129.91,157.38,166.86,173.36,179.75,187.25,199.57,
385.95,131.56,159.57,169.13,175.59,182.29,190.17,202.40,
386.37,133.99,162.15,171.99,178.77,185.28,193.50,205.65,
386.80,136.42,165.29,175.08,182.23,188.69,197.01,209.51,
387.22,138.67,168.54,178.58,185.59,192.47,200.65,213.68,
387.65,140.92,171.56,181.88,188.79,195.74,204.27,217.24,
388.08,142.94,174.05,184.48,191.44,198.64,207.25,220.27,
388.50,144.63,175.93,186.46,193.61,200.97,209.74,223.01,
388.93,145.79,177.35,188.02,195.33,202.64,211.72,224.78,
389.36,146.54,178.15,189.14,196.55,203.68,212.75,226.04,
389.78,146.64,178.48,189.55,196.88,204.04,213.05,226.52,
390.21,146.21,178.24,189.36,196.33,203.97,212.77,226.27,
390.63,145.87,177.97,188.82,195.91,203.62,212.18,225.86,
391.06,145.50,177.72,188.25,195.31,203.28,211.47,225.15,
391.49,144.89,177.27,187.53,194.44,202.63,210.86,224.54,
391.91,144.60,176.49,187.08,194.20,202.07,210.63,223.76,
392.34,144.68,176.48,187.03,194.49,201.98,210.59,223.95,
392.76,144.39,176.54,187.19,194.33,202.02,210.61,224.12,
393.19,144.01,176.42,187.35,194.32,201.86,210.58,223.92,
393.61,143.73,176.20,186.94,193.90,201.42,210.28,223.48,
394.04,143.82,176.13,186.50,193.77,201.40,210.18,223.42,
394.47,144.18,176.64,187.07,194.50,202.07,210.91,224.17,
394.89,145.39,178.17,188.75,196.34,203.78,212.83,226.06,
395.32,147.70,181.06,191.60,199.66,207.04,216.30,229.74,
395.74,151.07,185.62,196.31,204.51,211.86,221.46,235.42,
396.17,155.75,191.62,202.28,210.95,218.48,228.26,242.70,
396.59,161.38,198.92,209.67,218.83,226.50,236.47,251.49,
397.02,167.53,206.73,217.75,227.02,235.37,245.61,261.14,
397.45,174.21,214.42,226.22,236.02,244.35,255.37,270.96,
397.87,180.85,222.36,235.04,245.32,253.51,265.05,281.08,
398.30,187.01,230.23,243.53,253.89,262.26,274.37,291.23,
398.72,192.85,237.66,251.61,262.08,270.84,283.07,300.70,
399.15,198.57,244.81,259.23,269.98,279.17,291.49,309.86,
399.57,204.49,251.96,266.63,277.71,287.38,299.85,319.02,
400.00,210.45,259.23,274.40,286.08,295.84,308.50,328.14,
400.42,215.95,265.84,281.83,293.65,303.66,316.72,336.64,
400.85,221.02,271.68,288.22,300.60,310.68,323.97,344.42,
401.27,225.38,277.52,294.34,306.78,317.13,330.63,351.82,
401.70,228.55,282.07,299.33,311.50,322.06,335.42,357.43,
402.12,230.94,285.26,302.36,314.93,325.57,338.90,360.83,
402.55,232.57,287.51,304.62,316.78,327.99,341.53,363.48,
402.97,233.58,288.25,306.02,318.06,329.40,343.05,364.78,
403.40,234.26,288.66,306.70,319.05,330.00,343.97,365.52,
403.82,234.50,289.18,307.29,319.53,330.66,344.62,366.35,
404.25,234.43,289.57,307.79,319.68,331.00,344.94,366.99,
404.67,234.40,289.91,307.87,319.68,331.35,345.09,367.37,
405.10,234.69,290.19,307.84,319.88,331.60,345.18,367.36,
405.52,234.86,290.61,308.04,320.22,331.85,345.13,367.71,
405.95,234.59,290.78,308.14,320.32,332.22,345.49,367.78,
406.37,234.83,290.72,308.24,320.44,332.18,345.73,367.64,
406.80,234.99,291.41,308.87,321.02,332.47,345.88,368.55,
407.22,235.41,292.64,310.23,321.63,333.46,346.92,369.63,
407.65,235.81,293.16,310.71,322.26,333.67,347.59,369.85,
408.07,236.36,293.89,311.35,322.87,334.54,348.58,370.69,
408.50,237.64,295.06,312.92,324.34,336.19,350.42,372.68,
408.92,238.81,296.43,314.78,326.12,338.04,352.31,374.46,
409.35,240.31,298.47,316.95,328.37,339.83,354.64,377.14,
409.77,241.67,300.59,319.45,330.46,342.21,357.07,379.93,
410.20,242.88,302.80,321.60,332.59,344.51,359.29,382.50,
410.62,244.51,304.79,323.53,334.75,346.82,361.30,384.69,
411.04,245.85,306.77,325.67,336.99,348.75,363.11,386.84,
411.47,246.62,308.08,327.22,338.28,350.44,364.86,388.63,
411.89,247.85,309.08,328.64,339.83,351.94,366.83,389.88,
412.32,249.26,310.65,330.28,341.68,353.24,368.32,392.09,
412.74,250.22,312.53,332.27,343.22,354.95,370.14,394.37,
413.17,251.20,313.95,333.62,344.63,356.37,371.76,395.76,
413.59,251.98,314.94,334.43,345.65,357.40,372.57,397.07,
414.02,253.02,316.07,335.63,346.82,359.14,374.01,398.84,
414.44,254.19,317.38,337.24,348.41,360.77,375.72,400.44,
414.86,254.60,318.12,338.17,349.15,361.33,376.57,401.32,
415.29,254.60,318.09,338.55,349.88,361.44,376.93,401.98,
415.71,254.38,318.50,338.55,349.92,362.02,377.08,402.23,
416.14,254.55,318.79,338.54,350.24,362.27,377.02,402.39,
416.56,254.27,318.70,338.36,350.14,361.98,376.24,401.81,
416.99,253.74,318.53,337.97,349.73,361.84,376.16,401.42,
417.41,253.77,317.93,337.37,349.33,361.82,376.08,400.59,
417.83,254.01,318.13,337.65,349.83,361.71,376.27,401.11,
418.26,253.55,318.70,338.18,349.92,361.96,376.54,401.71,
418.68,253.45,318.98,338.53,350.18,362.01,376.78,401.73,
419.11,252.88,318.69,338.16,350.13,361.73,376.50,401.86,
419.53,252.63,318.41,337.89,349.83,361.89,376.34,401.66,
419.95,252.52,318.66,338.39,350.36,362.45,376.58,401.54,
420.38,252.19,318.36,338.40,350.38,362.11,376.47,401.47,
420.80,251.42,317.19,337.90,350.27,361.34,375.79,400.87,
421.23,251.07,317.26,337.81,350.06,361.32,375.42,400.97,
421.65,250.89,317.78,337.90,349.96,361.41,375.20,400.79,
422.07,250.65,317.40,337.38,349.63,360.87,374.39,400.43,
422.50,250.04,317.69,337.06,348.96,360.65,374.38,400.08,
422.92,250.49,317.18,336.61,348.84,360.58,374.94,399.73,
423.34,250.33,316.52,336.20,348.61,359.90,374.32,399.20,
423.77,249.64,315.97,335.84,348.37,359.14,373.77,399.16,
424.19,248.70,315.51,335.49,347.78,358.30,372.85,397.84,
424.62,248.10,314.01,333.94,346.18,356.64,371.23,396.28,
425.04,246.65,312.48,331.76,344.10,354.92,369.12,394.00,
425.46,245.38,311.08,330.09,342.16,353.65,367.24,391.81,
425.89,243.80,309.22,328.22,340.37,351.51,364.97,389.42,
426.31,241.95,306.07,325.30,337.59,348.04,362.23,386.14,
426.73,240.05,304.33,322.72,334.78,345.59,359.34,383.46,
427.16,238.01,302.86,320.33,332.33,343.36,356.46,380.89,
427.58,235.85,300.52,317.24,329.66,340.36,353.52,377.15,
428.00,233.78,298.19,314.07,326.22,337.10,350.07,373.78,
428.43,232.57,296.14,311.94,324.44,335.07,348.33,370.86,
428.85,231.61,294.28,310.74,323.59,333.44,346.81,369.21,
429.27,230.62,293.83,310.43,323.03,332.16,346.11,369.05,
429.70,230.26,294.21,310.95,323.23,332.32,346.11,369.22,
430.12,230.51,295.50,311.94,323.81,333.32,347.17,370.23,
430.54,231.48,296.62,312.43,324.73,334.58,348.25,371.47,
430.97,232.35,298.62,314.42,326.47,336.98,350.32,373.33,
431.39,233.58,300.40,316.42,328.58,339.36,352.68,375.77,
431.81,235.63,302.10,318.70,331.21,341.48,355.53,378.07,
432.24,237.60,305.00,321.73,334.36,344.43,358.76,382.16,
432.66,240.12,309.34,325.91,338.20,348.62,363.01,386.74,
433.08,243.01,313.38,330.46,342.87,352.78,367.68,391.24,
433.51,246.24,317.19,334.39,346.73,357.05,372.21,395.89,
433.93,250.00,321.28,339.16,351.55,362.37,377.43,401.27,
434.35,253.81,325.72,343.97,356.72,367.65,383.23,406.84,
434.77,256.43,329.35,348.35,360.73,372.00,387.29,411.89,
435.20,258.40,331.83,351.32,363.38,374.98,390.28,415.52,
435.62,260.00,334.53,353.71,365.79,378.11,393.03,418.77,
436.04,261.63,336.66,355.45,367.62,380.01,395.10,421.08,
436.47,262.28,337.59,356.60,368.74,381.04,395.63,422.28,
436.89,262.87,338.62,357.84,369.89,382.72,397.13,423.83,
437.31,264.49,339.47,358.96,371.70,384.12,398.97,425.15,
437.73,265.67,340.92,361.23,373.54,385.76,400.35,427.55,
438.16,267.29,343.51,363.77,376.06,388.26,403.05,430.52,
438.58,269.20,346.24,366.30,378.79,391.20,405.87,433.19,
439.00,271.00,348.17,368.16,380.92,393.44,408.45,436.30,
439.43,272.78,349.97,369.81,383.21,396.00,410.80,438.54,
439.85,274.52,352.20,371.97,385.95,398.61,413.82,441.31,
440.27,275.80,354.35,374.34,388.48,400.93,416.54,444.59,
440.69,276.84,355.80,376.59,390.58,402.66,418.63,447.29,
441.12,278.69,358.94,379.35,393.13,405.92,422.22,450.92,
441.54,280.89,362.05,382.08,396.57,409.39,425.39,454.45,
441.96,282.54,364.28,384.79,399.04,412.01,427.32,456.73,
442.38,283.92,366.51,387.06,401.39,414.96,430.42,459.44,
442.81,286.46,369.13,389.74,404.38,417.97,434.02,462.25,
443.23,288.30,371.52,392.70,407.48,420.41,436.76,465.37,
443.65,289.49,373.77,395.35,409.69,422.71,439.34,468.39,
444.07,291.20,376.51,397.56,412.43,425.31,442.54,471.17,
444.50,292.59,378.59,400.06,414.34,427.24,444.75,473.90,
444.92,293.88,379.98,401.70,416.28,429.19,446.61,475.77,
445.34,295.48,382.57,403.85,418.67,431.45,449.10,478.16,
445.76,296.71,384.18,406.39,420.93,433.45,451.68,481.05,
446.19,297.85,385.58,408.78,423.04,435.36,453.72,483.11,
446.61,299.50,387.91,411.18,425.41,437.97,456.29,485.66,
447.03,301.63,390.88,413.82,428.37,440.98,459.33,488.44,
447.45,303.26,393.12,416.43,431.44,442.88,461.33,490.78,
447.87,304.77,395.55,418.73,433.06,445.32,463.94,493.03,
448.30,307.26,397.94,421.03,436.20,448.38,467.19,495.90,
448.72,309.45,400.39,423.94,439.24,450.83,470.19,499.01,
449.14,311.00,402.70,426.58,441.72,452.88,472.65,502.15,
449.56,312.50,404.95,428.75,443.60,454.97,474.87,504.50,
449.99,313.37,406.81,430.19,445.25,456.76,476.59,506.93,
450.41,314.53,407.83,431.28,446.42,458.29,477.69,507.89,
450.83,314.65,408.88,431.83,447.18,459.83,478.23,508.36,
451.25,314.81,409.67,432.57,447.93,460.73,479.07,509.08,
451.67,314.76,409.25,432.86,448.43,461.02,479.64,509.29,
452.10,314.93,409.75,433.45,448.97,461.92,479.79,509.90,
452.52,315.27,410.97,434.45,449.65,462.92,480.83,511.09,
452.94,315.27,411.57,435.01,450.22,463.08,480.66,511.23,
453.36,315.17,411.78,435.11,450.21,463.52,480.76,511.97,
453.78,315.50,411.59,435.02,450.07,463.82,481.38,511.83,
454.20,315.71,411.93,435.62,450.99,464.27,482.22,512.31,
454.63,315.27,412.06,436.31,450.99,464.31,482.59,512.96,
455.05,314.99,411.83,436.29,451.30,464.29,482.11,513.43,
455.47,314.74,412.44,437.03,451.47,465.32,482.81,514.21,
455.89,315.21,413.34,437.37,452.41,466.28,483.58,514.91,
456.31,315.44,413.92,437.81,452.80,467.06,483.82,515.13,
456.74,315.64,414.46,438.62,453.90,467.68,484.81,516.46,
457.16,316.97,415.06,439.70,455.28,468.45,486.50,517.80,
457.58,317.80,416.19,441.09,456.46,469.25,487.56,519.28,
458.00,318.35,417.57,442.47,457.79,470.28,488.44,520.54,
458.42,319.17,419.31,443.68,459.20,471.31,490.09,521.61,
458.84,319.87,420.41,444.49,459.98,471.94,490.59,522.84,
459.27,320.62,420.97,444.84,460.65,473.02,491.86,523.80,
459.69,321.44,422.18,445.78,461.68,473.93,493.15,524.86,
460.11,321.64,422.75,446.58,462.50,474.79,493.76,525.92,
460.53,321.53,422.25,446.74,462.68,474.84,493.46,526.58,
460.95,321.62,423.18,447.27,462.99,475.38,494.17,527.40,
461.37,322.49,424.44,447.51,463.36,476.16,495.23,527.96,
461.79,322.25,424.24,447.34,463.37,475.85,494.35,527.64,
462.22,321.71,424.06,447.38,462.86,475.91,494.72,527.31,
