Date,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,
Time,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:40:00,13:45:00,13:50:00,13:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),200,100,100,100,100,100,100,100,100,100,200,100,200,100,
Sensor Temp.(deg),24.7,24.7,24.8,24.9,24.8,24.7,24.8,24.8,24.7,24.7,24.8,24.9,24.8,24.9,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
518.49,420.60,495.38,1678.25,1713.29,1701.61,1580.68,1642.46,1452.60,1684.28,1661.30,416.27,1730.99,438.68,1052.16,
518.91,420.99,495.73,1683.20,1716.12,1705.53,1584.43,1645.74,1455.39,1688.12,1665.42,416.64,1735.80,438.40,1053.89,
519.33,423.44,497.78,1688.42,1723.78,1714.28,1588.79,1650.39,1459.87,1696.40,1669.79,416.78,1741.28,439.41,1060.97,
519.75,424.88,500.01,1692.64,1728.49,1719.34,1591.95,1655.64,1465.71,1702.17,1672.42,417.25,1744.51,440.89,1064.86,
520.17,427.07,503.92,1697.96,1732.75,1725.10,1596.64,1660.11,1469.70,1706.37,1676.93,418.47,1750.34,442.94,1067.48,
520.58,430.42,509.21,1711.32,1745.90,1737.83,1606.78,1672.50,1478.43,1719.00,1687.87,421.58,1763.20,445.80,1076.83,
521.00,432.78,510.31,1721.47,1754.25,1745.77,1618.48,1683.28,1489.26,1731.11,1696.78,423.91,1775.47,448.59,1081.56,
521.42,434.31,512.05,1728.36,1760.84,1752.72,1624.71,1693.55,1498.63,1739.96,1705.93,425.22,1784.82,451.52,1085.20,
521.84,436.72,514.59,1736.00,1770.18,1763.58,1635.81,1702.99,1509.59,1749.21,1717.75,426.82,1795.04,453.61,1091.70,
522.26,439.41,517.39,1743.22,1776.75,1770.12,1640.68,1709.69,1515.52,1756.48,1723.72,428.30,1803.26,454.81,1099.11,
522.68,440.00,514.86,1747.88,1780.72,1774.46,1645.06,1711.91,1517.23,1760.00,1724.03,428.86,1806.52,455.83,1101.66,
523.09,440.29,514.87,1749.01,1781.90,1774.46,1646.03,1713.38,1515.65,1758.40,1725.12,429.32,1806.56,455.16,1101.40,
523.51,442.56,517.17,1753.34,1784.76,1773.37,1646.53,1710.54,1518.12,1758.84,1727.03,429.99,1807.53,455.32,1100.31,
523.93,443.37,515.88,1754.56,1786.88,1773.48,1649.33,1711.21,1519.28,1761.26,1726.58,429.77,1805.40,455.98,1099.16,
524.35,441.14,514.14,1753.90,1783.49,1768.50,1646.58,1711.29,1517.94,1758.24,1725.10,427.92,1805.20,454.36,1095.74,
524.77,440.80,514.56,1752.91,1785.73,1770.70,1642.95,1710.98,1516.79,1758.05,1724.43,426.76,1803.53,453.26,1096.75,
525.19,440.96,516.24,1750.38,1784.85,1770.58,1639.84,1712.34,1517.02,1759.49,1720.66,425.51,1802.67,452.65,1097.85,
525.60,441.10,515.90,1748.11,1783.04,1771.13,1638.98,1713.19,1515.56,1759.23,1719.94,426.81,1803.28,452.80,1098.47,
526.02,441.43,516.42,1752.98,1784.81,1777.25,1641.98,1714.39,1516.25,1762.93,1723.54,428.70,1808.68,453.76,1101.28,
526.44,443.07,517.95,1761.51,1793.46,1783.07,1649.69,1719.58,1522.70,1769.50,1731.16,430.49,1816.62,454.45,1104.19,
526.86,444.04,516.27,1764.54,1796.95,1784.95,1654.48,1723.31,1528.01,1773.74,1737.32,431.63,1820.16,457.04,1104.19,
527.28,443.64,515.37,1765.73,1799.79,1787.37,1658.33,1727.66,1530.09,1774.95,1743.29,430.01,1822.24,457.46,1103.28,
527.70,444.08,516.19,1770.71,1802.85,1789.99,1661.04,1730.54,1533.30,1780.35,1747.01,430.63,1826.15,456.94,1106.29,
528.11,444.13,515.27,1771.70,1805.46,1792.19,1661.17,1730.30,1532.15,1780.94,1745.17,430.67,1826.36,456.39,1108.11,
528.53,443.45,514.71,1772.58,1802.69,1791.85,1660.96,1728.41,1530.08,1780.21,1742.87,429.59,1824.37,455.89,1105.70,
528.95,444.95,519.71,1776.99,1803.92,1793.88,1661.64,1728.36,1531.41,1782.62,1745.64,430.28,1826.84,456.81,1105.75,
529.37,446.94,521.09,1785.34,1810.33,1801.87,1668.47,1732.55,1535.48,1789.37,1750.28,431.83,1832.09,458.43,1109.49,
529.79,446.83,519.41,1787.71,1811.50,1802.22,1670.35,1738.10,1538.48,1793.35,1752.22,432.91,1836.91,458.72,1110.61,
530.21,446.28,519.72,1789.98,1813.38,1805.31,1670.54,1741.55,1542.22,1795.62,1755.68,432.56,1841.63,459.20,1113.29,
530.62,447.37,522.14,1792.33,1817.79,1809.30,1673.92,1744.24,1547.02,1800.41,1760.40,433.84,1844.46,459.70,1117.02,
531.04,448.87,524.56,1793.45,1818.94,1810.44,1675.26,1745.28,1549.38,1805.59,1761.87,434.90,1847.68,460.20,1121.16,
531.46,447.84,522.81,1795.40,1819.71,1815.66,1677.46,1745.95,1550.61,1806.74,1767.03,436.29,1849.30,461.01,1123.44,
531.88,448.37,525.06,1800.80,1822.31,1815.81,1679.07,1747.24,1550.85,1807.29,1769.56,436.40,1851.12,460.34,1123.17,
532.30,449.79,525.37,1800.80,1826.40,1813.40,1683.38,1745.54,1554.17,1806.90,1773.17,437.20,1852.00,461.98,1122.25,
532.71,448.43,523.23,1798.99,1825.41,1810.78,1683.93,1747.35,1554.65,1805.49,1772.56,436.03,1848.58,462.04,1120.45,
533.13,447.46,523.36,1800.03,1824.86,1809.39,1683.23,1746.72,1554.22,1803.70,1772.77,435.05,1848.46,461.10,1120.39,
533.55,448.07,523.50,1801.25,1828.56,1811.85,1681.38,1745.80,1552.95,1806.14,1771.08,435.43,1848.54,460.10,1122.01,
533.97,447.79,523.00,1797.29,1825.82,1810.33,1677.85,1745.52,1551.89,1805.04,1766.72,433.93,1845.39,459.00,1121.42,
534.39,447.86,524.31,1793.48,1818.35,1808.16,1672.80,1743.34,1547.64,1802.05,1763.72,434.20,1843.22,458.46,1119.55,
534.80,448.24,526.52,1796.63,1820.75,1813.80,1675.22,1745.53,1548.09,1803.99,1765.97,435.77,1845.69,459.28,1122.13,
535.22,447.53,523.21,1794.63,1821.63,1811.40,1674.77,1746.77,1547.95,1803.22,1765.58,435.87,1845.76,458.99,1120.47,
535.64,445.07,520.92,1788.88,1818.73,1805.64,1670.30,1745.95,1547.23,1799.51,1763.94,434.24,1844.08,459.79,1117.49,
536.06,444.07,522.07,1786.50,1817.62,1806.57,1671.85,1745.56,1548.60,1797.56,1765.62,432.81,1843.01,458.81,1117.02,
536.48,444.56,522.89,1783.97,1817.60,1804.07,1671.60,1743.37,1546.93,1796.68,1766.34,432.46,1841.39,458.91,1117.54,
536.89,442.38,518.53,1781.41,1816.31,1805.22,1670.15,1742.00,1543.70,1794.96,1762.52,432.93,1840.12,457.98,1116.31,
537.31,441.10,516.60,1778.34,1811.16,1800.49,1667.55,1738.12,1537.07,1787.77,1758.23,431.86,1835.37,455.87,1110.74,
537.73,442.45,519.44,1777.61,1807.17,1795.26,1666.33,1732.85,1534.51,1784.18,1755.02,431.16,1832.63,454.56,1105.41,
538.15,441.31,516.34,1774.29,1805.95,1792.79,1665.76,1728.66,1533.39,1780.05,1749.63,430.21,1827.33,454.67,1102.97,
538.56,438.95,513.99,1771.01,1801.44,1787.05,1659.58,1727.01,1529.23,1775.94,1745.52,428.67,1824.46,452.31,1099.12,
538.98,438.31,514.03,1768.45,1798.08,1784.91,1654.04,1724.00,1525.22,1772.98,1740.88,426.78,1822.77,450.24,1097.62,
539.40,437.68,514.02,1761.01,1792.29,1783.23,1646.19,1720.68,1522.31,1772.94,1733.85,425.33,1817.80,447.76,1096.77,
539.82,436.95,514.30,1753.13,1786.46,1779.47,1640.81,1716.10,1517.38,1767.95,1727.62,423.99,1812.79,447.03,1094.83,
540.24,436.28,514.80,1755.01,1784.28,1782.22,1640.43,1712.97,1515.95,1765.73,1727.40,424.95,1811.89,446.79,1093.89,
540.65,436.63,513.87,1758.07,1789.46,1783.27,1644.06,1712.63,1518.48,1765.09,1729.57,425.27,1813.42,446.95,1095.08,
541.07,436.28,512.12,1755.44,1790.16,1779.00,1644.66,1712.45,1519.01,1764.95,1729.40,424.50,1812.48,447.85,1092.86,
541.49,434.84,512.20,1753.41,1789.40,1778.65,1647.91,1713.69,1520.89,1763.34,1732.31,423.66,1812.99,446.63,1090.61,
541.91,435.79,513.74,1758.08,1790.43,1780.89,1649.03,1714.55,1523.40,1765.96,1734.45,424.59,1814.89,445.12,1093.41,
542.32,436.24,511.95,1759.07,1794.75,1781.88,1647.88,1714.67,1521.76,1766.12,1732.51,424.21,1815.07,444.75,1094.44,
542.74,435.82,511.46,1757.77,1792.18,1780.57,1644.62,1715.08,1519.87,1766.48,1729.18,423.18,1812.49,443.28,1092.55,
543.16,437.61,516.18,1759.56,1789.82,1780.70,1643.88,1713.95,1520.33,1765.36,1728.46,423.10,1813.45,443.41,1094.13,
543.58,439.25,518.21,1764.89,1793.98,1786.09,1648.95,1717.52,1524.28,1768.22,1731.65,423.87,1817.67,444.44,1097.92,
543.99,438.58,515.32,1766.38,1797.99,1785.93,1648.68,1720.22,1526.82,1769.29,1734.77,425.06,1822.53,444.82,1098.43,
544.41,437.84,515.00,1765.49,1797.93,1786.29,1646.93,1721.81,1527.95,1772.14,1736.78,424.11,1824.56,444.49,1100.31,
544.83,438.77,516.70,1765.52,1799.68,1792.18,1649.68,1722.60,1530.92,1776.35,1740.10,423.57,1825.52,444.40,1102.56,
545.25,439.00,517.03,1764.76,1801.48,1792.72,1650.00,1722.19,1531.49,1780.20,1739.72,423.35,1825.26,444.84,1105.01,
545.66,437.66,514.99,1766.51,1802.04,1793.27,1652.81,1722.20,1531.59,1779.05,1742.69,424.49,1826.29,445.81,1104.38,
546.08,437.73,515.64,1771.03,1803.70,1795.74,1656.26,1722.86,1532.27,1776.89,1745.48,425.58,1829.67,445.06,1105.01,
546.50,438.98,514.94,1772.69,1806.27,1793.26,1659.38,1721.07,1534.74,1778.57,1747.93,425.55,1831.03,446.74,1103.74,
546.92,438.58,513.77,1772.79,1805.97,1791.69,1660.20,1722.38,1533.75,1777.83,1749.26,424.08,1828.24,447.19,1098.96,
547.33,438.47,512.95,1776.19,1806.49,1791.34,1659.63,1722.75,1534.23,1777.87,1752.20,424.59,1830.89,445.41,1099.12,
547.75,439.06,513.88,1776.46,1810.61,1793.32,1656.74,1722.92,1534.06,1779.41,1750.75,424.30,1830.84,444.75,1101.96,
548.17,439.28,513.47,1772.28,1807.69,1792.94,1655.08,1721.27,1532.83,1780.29,1746.99,421.78,1828.35,443.91,1100.30,
548.59,438.57,515.32,1768.20,1801.51,1792.66,1651.81,1718.86,1529.52,1777.90,1745.43,422.34,1827.24,444.26,1096.85,
549.00,439.74,516.94,1774.19,1803.80,1797.88,1656.59,1721.31,1530.95,1779.69,1747.12,424.09,1832.15,444.61,1100.30,
549.42,439.75,515.40,1775.09,1807.73,1797.56,1658.11,1723.38,1532.23,1782.72,1750.09,424.91,1833.59,445.47,1100.32,
549.84,438.10,513.34,1771.88,1807.91,1796.05,1656.58,1723.14,1530.26,1782.48,1749.84,423.68,1832.92,446.15,1098.74,
550.26,438.17,512.72,1772.24,1807.07,1798.57,1660.09,1726.36,1532.23,1782.01,1753.12,423.09,1833.41,445.61,1099.79,
550.67,439.23,513.96,1776.07,1809.29,1799.92,1663.23,1728.81,1532.93,1784.16,1753.50,423.26,1834.83,445.83,1101.58,
551.09,437.47,511.23,1775.03,1810.85,1798.91,1662.89,1728.98,1531.14,1783.99,1752.86,424.04,1835.15,445.78,1101.35,
551.51,437.53,510.88,1773.56,1808.53,1797.45,1660.98,1728.79,1530.07,1781.24,1751.82,424.73,1834.97,444.56,1098.94,
551.93,439.90,514.03,1778.39,1808.30,1799.75,1663.44,1727.54,1531.84,1781.38,1754.03,425.80,1837.35,444.60,1098.57,
552.34,439.92,513.53,1779.80,1811.04,1798.20,1664.26,1728.45,1531.17,1784.08,1752.41,424.94,1835.01,444.84,1097.67,
552.76,437.64,511.48,1775.40,1809.21,1795.94,1660.26,1729.60,1529.72,1780.54,1750.58,425.02,1835.75,443.42,1095.29,
553.18,436.26,511.51,1773.34,1808.50,1796.50,1657.58,1729.61,1529.38,1781.49,1748.48,424.26,1835.94,441.84,1097.19,
553.59,435.37,510.43,1766.34,1803.66,1793.79,1652.67,1725.16,1527.85,1779.21,1743.61,422.28,1830.25,440.51,1095.06,
554.01,434.62,509.27,1757.36,1795.12,1789.11,1644.52,1720.03,1522.67,1775.38,1735.91,421.11,1825.58,440.20,1091.91,
554.43,432.91,507.53,1756.14,1793.56,1790.12,1643.45,1717.86,1517.86,1771.20,1732.49,421.94,1823.24,439.57,1091.19,
554.85,433.02,506.34,1755.81,1792.47,1786.86,1644.10,1715.27,1515.58,1769.18,1731.66,421.59,1821.80,437.98,1092.91,
555.26,431.52,502.79,1749.84,1790.01,1779.64,1640.55,1708.37,1513.99,1765.39,1729.54,420.07,1816.79,438.86,1088.52,
555.68,429.60,500.37,1743.95,1785.07,1774.25,1637.90,1707.16,1511.94,1759.97,1728.80,417.92,1813.21,437.61,1081.69,
556.10,428.65,498.58,1745.01,1783.67,1771.51,1634.27,1706.36,1511.36,1756.74,1728.08,417.58,1811.03,436.04,1081.84,
556.51,427.79,497.61,1738.58,1782.94,1767.72,1627.22,1700.30,1505.43,1753.80,1721.18,416.27,1805.56,434.10,1079.60,
556.93,426.05,494.99,1730.72,1773.78,1761.17,1618.93,1695.05,1500.62,1748.55,1713.32,413.65,1799.44,431.70,1073.92,
557.35,426.62,497.40,1729.13,1764.84,1757.87,1611.97,1689.93,1496.11,1742.63,1709.09,412.90,1794.46,430.76,1070.14,
557.77,426.58,496.70,1729.93,1763.57,1757.45,1612.42,1687.55,1491.41,1739.98,1706.34,412.61,1791.52,430.95,1071.59,
558.18,424.23,493.51,1723.59,1761.18,1749.38,1607.75,1683.81,1487.54,1738.01,1700.86,411.55,1787.41,429.69,1067.02,
558.60,422.05,490.09,1719.70,1756.46,1745.52,1602.87,1682.51,1485.16,1735.89,1699.58,410.02,1785.34,428.39,1065.95,
559.02,421.69,491.64,1717.89,1753.86,1744.65,1602.11,1681.49,1485.01,1736.75,1699.47,408.53,1782.80,425.86,1066.61,
559.43,421.47,491.09,1713.97,1750.87,1741.21,1598.89,1677.52,1483.36,1735.50,1696.40,407.41,1778.98,425.42,1067.39,
559.85,420.41,488.65,1713.79,1750.33,1742.40,1598.89,1677.25,1481.35,1734.48,1694.86,407.65,1778.50,425.92,1066.66,
560.27,420.63,488.85,1718.72,1751.84,1744.33,1604.34,1678.53,1481.58,1734.62,1698.40,408.92,1780.98,424.82,1067.35,
560.68,422.57,490.97,1719.95,1751.82,1741.64,1607.50,1675.67,1483.98,1736.77,1702.68,409.51,1781.93,426.11,1066.06,
561.10,421.42,489.73,1721.16,1755.76,1739.79,1607.60,1677.69,1487.83,1736.69,1704.75,408.55,1781.05,426.52,1062.42,
561.52,420.66,489.33,1723.09,1756.87,1739.98,1606.65,1680.87,1488.43,1736.87,1705.31,408.44,1783.53,425.11,1061.32,
561.93,421.11,489.48,1724.52,1758.37,1743.23,1606.94,1679.98,1488.02,1738.33,1702.70,408.19,1782.87,423.78,1064.02,
562.35,421.15,490.67,1720.25,1755.01,1742.53,1604.38,1678.36,1488.95,1742.08,1700.19,406.22,1779.97,423.15,1062.90,
562.77,420.67,492.05,1715.70,1751.39,1742.02,1601.94,1675.55,1486.85,1739.34,1697.85,406.17,1778.60,422.90,1061.72,
563.19,421.44,493.28,1720.21,1752.89,1747.51,1605.62,1675.90,1485.21,1737.67,1699.62,407.34,1779.30,423.90,1065.79,
563.60,420.75,490.73,1718.44,1755.67,1745.80,1608.09,1675.37,1485.63,1739.52,1700.49,407.52,1780.34,423.44,1064.88,
564.02,418.95,488.11,1714.88,1754.85,1744.07,1605.32,1672.22,1488.12,1738.23,1700.06,405.48,1779.99,424.34,1061.53,
564.44,418.34,488.14,1712.98,1753.96,1745.41,1607.61,1673.81,1490.08,1735.50,1703.08,404.38,1779.18,423.52,1061.38,
564.85,419.09,488.63,1712.48,1751.76,1743.64,1606.80,1673.64,1489.84,1735.06,1699.83,403.96,1776.60,423.38,1061.27,
565.27,417.18,484.60,1708.09,1752.44,1742.93,1602.67,1670.09,1485.93,1731.17,1695.88,403.61,1774.16,423.74,1059.24,
565.69,417.31,483.27,1706.85,1748.11,1740.85,1599.86,1669.68,1483.35,1726.35,1692.80,403.03,1773.49,422.07,1055.85,
566.10,418.37,487.49,1708.48,1745.32,1738.95,1600.25,1666.19,1482.47,1724.40,1692.57,402.68,1772.15,422.00,1054.10,
566.52,417.39,485.54,1708.30,1745.23,1736.56,1598.42,1665.44,1481.71,1722.43,1689.15,401.66,1767.11,422.86,1052.70,
566.94,414.37,481.91,1704.49,1743.28,1732.33,1593.14,1664.79,1478.14,1717.73,1685.78,400.45,1766.56,421.45,1049.16,
567.35,413.22,482.51,1702.72,1739.31,1731.53,1589.30,1663.85,1475.87,1717.36,1681.68,399.27,1764.46,419.62,1049.17,
567.77,412.70,481.86,1697.52,1735.08,1730.96,1587.59,1660.88,1474.45,1718.13,1678.28,397.58,1759.36,418.20,1050.76,
568.19,411.34,481.23,1690.73,1729.23,1726.48,1580.28,1654.98,1468.45,1715.02,1672.86,396.44,1755.35,417.30,1049.55,
568.60,410.08,478.78,1689.96,1729.02,1727.64,1581.99,1655.50,1465.28,1711.56,1672.04,397.45,1755.67,417.67,1048.07,
569.02,410.21,478.89,1695.71,1730.74,1728.43,1585.55,1657.45,1466.17,1713.68,1674.97,398.00,1755.17,417.59,1048.12,
569.44,409.27,476.44,1694.79,1732.65,1724.80,1584.92,1657.86,1468.58,1713.72,1677.25,397.27,1756.20,418.50,1047.07,
569.85,407.60,474.23,1694.26,1733.58,1723.40,1585.53,1661.41,1470.79,1711.84,1679.45,395.80,1756.25,417.55,1044.22,
570.27,407.87,474.22,1699.68,1737.26,1722.88,1586.46,1665.34,1471.39,1712.67,1682.05,395.80,1758.15,416.22,1046.81,
570.69,407.50,472.82,1700.65,1739.24,1724.36,1583.96,1666.25,1470.06,1713.67,1679.27,396.34,1758.77,415.17,1047.45,
571.10,406.75,470.24,1698.64,1737.25,1724.22,1582.36,1664.69,1467.47,1713.53,1676.32,394.43,1757.71,413.27,1044.67,
571.52,408.20,475.30,1699.43,1732.98,1723.20,1581.07,1662.62,1465.98,1711.08,1677.07,395.38,1757.68,413.09,1044.26,
571.93,408.28,476.01,1703.65,1733.55,1725.61,1585.94,1662.55,1464.01,1713.00,1677.03,396.13,1758.31,414.12,1047.79,
572.35,407.55,473.26,1702.70,1735.43,1721.87,1584.38,1663.41,1464.20,1713.45,1676.98,396.80,1759.75,413.63,1046.12,
572.77,406.72,471.58,1700.88,1736.00,1722.42,1582.87,1663.42,1463.92,1714.46,1677.47,396.19,1760.82,413.28,1046.19,
573.18,408.01,472.34,1701.54,1738.17,1725.02,1585.57,1664.92,1466.31,1715.16,1681.36,395.57,1760.70,412.00,1048.91,
573.60,408.33,471.57,1699.14,1735.35,1725.00,1583.01,1662.00,1464.54,1714.66,1679.40,395.17,1758.85,412.33,1048.92,
574.02,407.37,469.34,1700.16,1736.45,1726.55,1581.89,1662.46,1464.08,1711.47,1680.37,396.30,1759.06,412.55,1046.11,
574.43,407.96,468.94,1706.05,1738.20,1728.74,1585.51,1666.34,1465.91,1710.78,1682.41,398.03,1762.30,411.74,1047.08,
574.85,410.05,470.25,1709.89,1738.33,1727.43,1587.58,1662.96,1467.65,1709.89,1683.82,397.96,1763.93,412.18,1046.22,
575.27,409.54,468.65,1708.43,1738.34,1724.57,1585.92,1661.42,1469.11,1707.48,1682.31,397.67,1761.13,411.67,1041.77,
575.68,408.48,467.72,1709.57,1737.16,1722.41,1583.00,1662.46,1469.76,1706.71,1681.02,398.01,1760.95,409.67,1040.59,
576.10,409.17,469.74,1709.65,1737.31,1723.48,1582.32,1659.57,1467.86,1708.69,1678.17,397.25,1758.77,409.17,1043.91,
576.52,408.23,470.50,1702.58,1730.26,1723.10,1579.47,1654.87,1467.81,1709.27,1673.00,395.58,1753.64,408.23,1043.12,
576.93,407.90,471.42,1696.54,1724.24,1721.85,1573.79,1650.21,1465.37,1707.05,1671.23,394.52,1751.47,408.37,1041.23,
577.35,408.55,472.72,1700.76,1725.66,1724.22,1577.66,1649.99,1465.11,1706.02,1672.98,395.85,1752.96,409.02,1045.07,
577.76,407.97,471.33,1702.92,1730.27,1724.99,1581.48,1652.04,1466.77,1709.64,1674.12,396.21,1755.71,409.89,1046.80,
578.18,407.06,469.81,1701.80,1734.02,1724.88,1581.58,1654.67,1471.94,1712.38,1679.68,396.00,1758.06,411.87,1046.85,
578.60,406.76,469.62,1701.23,1734.94,1728.68,1583.22,1657.40,1474.36,1711.82,1684.85,395.20,1759.03,410.86,1048.58,
579.01,407.19,471.35,1705.46,1734.89,1728.14,1586.30,1657.22,1476.78,1715.11,1685.68,394.89,1760.46,410.08,1049.81,
579.43,406.59,469.16,1706.08,1737.97,1731.69,1585.77,1659.22,1476.09,1716.71,1685.31,394.99,1762.62,410.70,1050.90,
579.85,406.62,468.79,1707.75,1738.23,1733.88,1588.74,1664.21,1476.99,1716.46,1687.92,394.04,1765.32,409.52,1050.29,
580.26,409.93,474.17,1711.96,1738.63,1736.20,1593.18,1663.48,1479.24,1719.72,1692.57,395.14,1769.66,409.93,1052.10,
580.68,410.82,475.40,1715.62,1743.79,1736.02,1597.14,1666.58,1482.54,1723.39,1694.26,394.31,1769.04,411.06,1055.69,
581.09,409.50,476.33,1718.18,1746.38,1737.14,1598.13,1670.55,1485.37,1726.45,1697.28,395.40,1774.57,410.95,1056.19,
581.51,409.18,474.66,1719.48,1748.69,1738.96,1598.75,1673.24,1486.78,1729.22,1699.52,394.82,1777.42,410.88,1060.80,
581.93,410.77,477.04,1717.65,1747.38,1739.58,1602.17,1671.85,1488.63,1731.78,1698.16,393.72,1777.10,410.29,1061.29,
582.34,410.46,476.27,1711.53,1745.17,1739.32,1597.47,1670.59,1485.35,1730.06,1696.42,393.15,1777.34,410.21,1060.75,
582.76,409.78,471.80,1713.83,1746.06,1742.16,1597.59,1669.87,1481.83,1726.53,1695.76,394.15,1778.79,410.75,1058.38,
583.17,409.78,472.45,1716.49,1748.80,1741.45,1601.43,1671.44,1480.99,1726.28,1695.92,395.34,1780.13,410.03,1058.97,
583.59,408.15,471.64,1713.99,1747.33,1736.54,1599.76,1669.87,1481.11,1724.78,1696.83,393.93,1778.22,411.09,1055.56,
584.01,405.33,466.88,1706.18,1739.53,1729.72,1593.38,1664.98,1477.64,1716.97,1694.41,391.36,1771.89,409.26,1049.01,
584.42,404.34,466.25,1704.33,1735.77,1723.49,1587.89,1661.10,1470.96,1712.68,1688.12,390.09,1767.71,406.06,1045.98,
584.84,402.92,464.90,1698.74,1731.70,1716.94,1582.64,1654.47,1465.06,1707.10,1678.57,387.67,1760.24,403.65,1040.50,
585.25,400.59,463.09,1688.49,1721.46,1709.65,1572.35,1648.63,1456.70,1697.84,1668.31,384.35,1750.50,401.33,1033.96,
585.67,399.10,465.12,1679.66,1708.24,1700.36,1562.40,1636.80,1448.09,1689.52,1658.97,383.33,1741.25,399.34,1026.32,
586.09,397.83,463.97,1673.76,1702.89,1693.01,1557.77,1625.89,1439.31,1680.18,1648.10,382.78,1732.01,397.59,1023.71,
586.50,393.86,459.79,1662.83,1694.94,1679.63,1548.26,1617.40,1433.68,1671.23,1635.67,380.77,1722.10,395.58,1015.87,
586.92,390.19,456.66,1650.21,1686.78,1672.45,1539.01,1609.68,1424.84,1661.58,1627.97,378.08,1714.95,394.88,1007.72,
587.33,387.73,453.51,1636.98,1678.03,1664.18,1530.65,1599.39,1417.40,1653.80,1621.15,374.63,1703.75,390.45,1002.47,
587.75,385.38,451.67,1627.61,1667.18,1655.31,1520.75,1591.49,1408.45,1644.43,1610.79,372.27,1694.39,388.60,997.84,
588.17,381.67,446.81,1621.80,1661.43,1650.53,1514.80,1586.63,1399.39,1636.17,1605.45,371.27,1688.18,387.62,993.69,
588.58,380.19,444.72,1621.03,1657.75,1646.84,1513.32,1583.80,1396.19,1630.46,1603.16,371.51,1685.05,385.90,990.19,
589.00,381.03,448.59,1618.99,1652.27,1640.35,1512.18,1577.76,1394.45,1626.44,1601.11,370.35,1679.60,385.00,986.60,
589.41,379.85,445.98,1615.87,1649.19,1635.26,1510.47,1575.60,1393.63,1620.85,1597.98,368.67,1673.05,384.58,981.95,
589.83,379.05,444.50,1615.24,1648.09,1631.67,1507.73,1572.93,1391.25,1619.72,1596.33,368.84,1672.98,382.78,980.59,
590.25,379.68,445.75,1616.46,1652.36,1633.91,1507.27,1573.58,1390.59,1621.94,1593.52,367.97,1671.80,381.18,982.74,
590.66,379.92,446.73,1613.43,1647.83,1635.36,1508.72,1571.55,1394.05,1623.90,1589.99,365.71,1669.27,380.67,983.71,
591.08,380.57,447.40,1610.05,1645.96,1639.48,1503.81,1570.65,1391.58,1623.02,1587.60,366.85,1670.90,381.56,984.58,
591.49,381.51,443.93,1614.44,1647.40,1645.90,1508.07,1571.49,1391.72,1623.93,1590.47,368.53,1673.86,382.01,987.24,
591.91,381.85,444.04,1617.82,1653.79,1646.29,1512.93,1574.87,1394.05,1626.31,1592.35,369.62,1678.26,382.85,988.97,
592.32,381.09,443.53,1619.77,1657.72,1649.23,1515.88,1575.81,1398.50,1630.75,1599.79,369.60,1681.70,385.34,990.44,
592.74,381.30,441.77,1622.65,1660.13,1654.13,1519.20,1580.67,1400.26,1633.14,1606.66,369.56,1687.11,385.55,992.98,
593.16,381.97,442.18,1627.81,1660.28,1653.79,1521.88,1580.34,1401.97,1637.80,1608.82,369.98,1688.76,384.72,994.77,
593.57,382.33,442.09,1630.83,1665.34,1658.34,1524.31,1583.32,1404.28,1640.33,1609.83,370.82,1691.84,385.58,998.20,
593.99,383.68,443.50,1634.85,1668.38,1663.38,1529.23,1589.29,1407.59,1643.86,1614.32,372.17,1696.92,385.69,998.63,
594.40,386.76,447.38,1640.73,1668.28,1665.28,1531.01,1588.62,1410.77,1645.24,1618.68,372.98,1700.34,386.51,1000.47,
594.82,387.73,448.64,1644.68,1672.25,1666.23,1534.90,1591.04,1413.59,1647.18,1620.11,372.95,1698.81,387.48,1003.05,
595.23,386.98,447.43,1646.25,1677.85,1666.31,1534.39,1594.58,1417.52,1649.76,1621.67,374.19,1704.44,388.24,1003.20,
595.65,386.21,445.40,1646.17,1679.78,1667.74,1532.82,1596.02,1418.46,1653.70,1623.60,373.17,1705.36,387.72,1005.16,
596.07,387.35,446.76,1643.15,1677.75,1670.73,1534.85,1596.02,1420.02,1655.69,1624.60,372.05,1703.82,387.10,1005.35,
