Date,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,2016/06/29,
Time,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:40:00,13:45:00,13:50:00,13:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),200,100,100,100,100,100,100,100,100,100,200,100,200,100,
Sensor Temp.(deg),24.7,24.7,24.8,24.9,24.8,24.7,24.8,24.8,24.7,24.7,24.8,24.9,24.8,24.9,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
707.74,325.45,363.84,1412.77,1437.28,1439.22,1313.43,1366.97,1217.31,1422.45,1399.22,309.33,1468.89,311.26,843.79,
708.16,324.58,361.87,1414.42,1442.95,1440.36,1315.85,1369.02,1221.81,1424.15,1404.69,308.70,1470.19,313.56,843.72,
708.57,324.60,360.45,1412.48,1441.81,1441.16,1314.71,1368.16,1224.11,1425.52,1407.92,307.66,1466.58,312.55,842.15,
708.98,325.58,361.90,1407.02,1439.75,1439.09,1312.13,1367.76,1220.51,1427.31,1405.72,307.58,1467.89,312.82,842.25,
709.39,323.92,360.71,1406.71,1440.88,1439.56,1308.16,1366.63,1219.46,1424.45,1400.80,307.49,1463.87,313.73,842.97,
709.80,323.57,360.18,1409.07,1439.42,1442.06,1307.48,1364.87,1220.40,1426.22,1397.86,308.07,1461.19,313.02,841.09,
710.21,326.24,365.95,1410.84,1434.00,1436.65,1306.29,1358.57,1219.60,1422.76,1394.96,309.04,1459.15,314.33,838.43,
710.63,325.65,364.49,1406.86,1434.74,1430.76,1304.61,1356.40,1219.63,1415.49,1392.25,307.73,1457.31,315.36,837.21,
711.04,323.36,360.02,1408.76,1434.77,1427.43,1300.09,1356.09,1219.42,1414.10,1392.10,308.69,1456.10,312.69,834.72,
711.45,322.40,359.56,1405.42,1434.21,1426.85,1296.28,1349.85,1217.94,1414.13,1390.02,305.99,1456.31,311.01,832.27,
711.86,321.66,358.97,1396.89,1427.14,1421.09,1295.39,1345.80,1213.37,1407.65,1386.14,302.84,1450.00,308.89,828.19,
712.27,320.62,360.83,1389.25,1416.28,1414.93,1285.19,1339.93,1207.49,1398.04,1377.09,300.69,1443.31,308.12,825.04,
712.68,317.02,355.03,1383.47,1405.19,1409.26,1276.89,1328.48,1192.03,1384.14,1361.74,300.72,1434.38,305.82,818.67,
713.09,313.96,351.42,1370.25,1392.72,1393.40,1264.01,1318.49,1177.52,1370.93,1350.50,297.95,1422.69,302.38,810.44,
713.51,310.15,346.74,1354.13,1380.11,1373.28,1253.59,1308.99,1168.10,1354.13,1339.08,293.74,1408.84,301.26,801.53,
713.92,304.43,340.16,1332.47,1366.83,1358.59,1237.64,1296.74,1156.55,1333.85,1324.23,288.28,1388.82,296.53,791.65,
714.33,299.35,333.83,1312.58,1343.61,1338.10,1220.84,1276.02,1136.00,1318.78,1304.30,285.55,1374.65,289.35,780.10,
714.74,294.55,329.51,1290.34,1328.41,1320.80,1203.11,1256.42,1115.89,1300.03,1279.95,280.36,1354.02,283.82,769.08,
715.15,289.83,324.58,1273.30,1305.97,1302.49,1186.42,1241.33,1103.71,1280.95,1258.01,273.15,1332.38,278.36,756.20,
715.56,287.66,322.57,1256.78,1279.82,1281.22,1168.81,1215.59,1084.32,1257.48,1236.53,269.86,1310.54,271.95,743.60,
715.97,282.31,318.04,1237.13,1258.15,1258.15,1150.97,1197.90,1062.70,1233.63,1212.61,265.15,1288.27,266.90,729.95,
716.38,275.17,311.36,1217.34,1243.35,1234.21,1135.11,1185.71,1045.84,1211.02,1194.15,260.06,1265.13,260.41,717.61,
716.80,269.36,304.31,1201.70,1226.41,1218.65,1120.51,1172.05,1030.13,1195.35,1179.11,254.89,1247.60,255.24,707.47,
717.21,265.45,301.25,1184.42,1209.23,1205.69,1109.29,1155.36,1012.89,1183.01,1164.58,250.21,1226.95,250.57,698.89,
717.62,262.83,300.18,1167.99,1191.46,1191.46,1093.30,1141.67,999.41,1170.83,1150.21,247.18,1214.22,247.18,690.69,
718.03,258.15,294.21,1162.57,1182.56,1188.99,1081.87,1131.15,989.04,1159.71,1137.57,244.94,1202.56,245.65,685.54,
718.44,257.43,291.44,1156.47,1174.37,1179.38,1077.70,1124.96,981.75,1155.75,1130.69,245.62,1195.85,242.03,680.28,
718.85,258.16,295.45,1147.37,1167.45,1168.89,1075.66,1120.12,980.29,1150.96,1127.30,244.18,1188.97,243.10,677.67,
719.26,256.74,293.73,1145.48,1169.89,1165.59,1075.10,1119.62,981.02,1147.63,1128.96,242.74,1185.69,242.38,675.08,
719.67,256.13,292.41,1150.96,1171.80,1169.64,1074.09,1121.51,983.56,1150.96,1131.56,244.27,1190.48,241.40,673.91,
720.08,257.92,293.43,1153.63,1173.72,1171.57,1074.71,1119.91,983.60,1156.50,1131.39,244.64,1195.24,240.34,675.10,
720.50,259.42,298.11,1157.34,1176.69,1175.26,1080.66,1127.25,989.65,1161.64,1134.41,242.58,1194.61,242.93,677.92,
720.91,261.27,301.05,1165.49,1177.68,1179.83,1080.19,1128.94,996.33,1166.21,1137.54,242.99,1201.33,246.22,680.23,
721.32,263.50,302.88,1170.71,1183.60,1188.61,1085.50,1127.75,992.42,1166.42,1139.21,247.03,1204.37,248.11,683.81,
721.73,264.11,302.76,1170.97,1192.44,1191.73,1089.37,1135.18,997.04,1170.25,1145.92,247.65,1210.34,250.87,687.12,
722.14,264.30,302.67,1173.39,1201.36,1199.21,1093.06,1143.27,1003.41,1176.98,1154.74,248.52,1217.14,255.69,690.69,
722.55,264.99,302.74,1176.45,1205.21,1208.09,1093.03,1144.09,1010.33,1180.76,1161.35,247.73,1217.44,256.00,693.21,
722.96,265.47,303.29,1172.11,1205.96,1207.41,1093.58,1145.45,1012.17,1185.07,1163.46,248.18,1223.98,256.11,695.92,
723.37,264.59,301.04,1173.85,1207.78,1209.95,1092.28,1146.42,1015.03,1185.40,1160.86,247.98,1225.83,256.64,697.38,
723.78,264.40,299.48,1172.61,1205.89,1210.23,1093.04,1148.74,1018.53,1188.53,1159.59,247.40,1224.70,256.44,695.90,
724.19,267.64,304.95,1170.54,1197.34,1203.86,1091.58,1139.39,1016.25,1184.30,1157.50,248.45,1224.14,256.06,692.47,
724.61,267.17,304.20,1167.43,1197.93,1199.38,1089.02,1136.22,1014.97,1178.32,1152.91,247.21,1221.16,255.92,690.44,
725.02,264.17,299.52,1169.65,1198.80,1196.61,1084.38,1136.12,1016.61,1174.02,1151.43,247.41,1221.39,253.97,687.94,
725.43,264.03,297.36,1166.73,1198.96,1195.30,1082.51,1135.24,1015.86,1174.06,1147.69,246.82,1220.93,252.32,687.00,
725.84,264.77,298.28,1162.20,1193.14,1192.40,1082.66,1132.01,1011.22,1173.25,1146.74,244.52,1215.97,250.41,687.16,
726.25,265.40,297.70,1161.09,1190.04,1191.53,1077.20,1132.14,1010.38,1172.22,1144.76,243.50,1214.54,251.30,687.45,
726.66,263.16,293.81,1166.28,1190.21,1199.92,1076.57,1130.40,1004.05,1169.27,1142.36,245.97,1215.62,251.20,687.06,
727.07,263.79,295.78,1167.32,1193.66,1199.68,1079.26,1134.21,1003.25,1170.33,1147.75,248.74,1216.24,248.74,687.90,
727.48,264.84,293.25,1169.97,1196.49,1197.25,1083.59,1138.15,1010.09,1169.97,1152.54,249.30,1220.74,252.71,688.04,
727.89,264.57,292.02,1174.17,1202.39,1199.34,1088.02,1144.44,1016.35,1171.12,1158.93,249.32,1219.92,252.37,690.78,
728.30,266.49,294.06,1181.58,1204.55,1202.26,1091.22,1147.89,1021.54,1178.52,1162.44,251.94,1231.36,251.17,694.55,
728.71,269.76,297.43,1185.86,1211.99,1205.84,1099.01,1152.81,1024.47,1188.16,1164.34,253.62,1239.66,251.70,696.30,
729.12,273.19,302.52,1196.18,1216.25,1217.02,1107.43,1160.68,1035.66,1198.50,1170.72,254.29,1245.57,255.06,699.96,
729.54,278.48,310.63,1209.20,1221.60,1223.92,1115.47,1161.95,1042.66,1206.88,1177.44,258.34,1254.13,257.57,704.14,
729.95,282.93,317.13,1223.44,1232.77,1231.99,1123.95,1168.26,1043.89,1211.79,1181.47,262.72,1262.31,259.22,709.66,
730.36,284.87,317.65,1232.34,1248.73,1236.25,1134.79,1183.17,1053.62,1219.86,1194.88,265.36,1273.71,261.84,717.24,
730.77,286.74,319.65,1244.11,1259.00,1248.81,1144.61,1193.97,1063.13,1233.14,1208.85,267.55,1284.07,266.76,724.69,
731.18,290.05,323.06,1249.79,1267.87,1263.94,1155.47,1201.84,1072.15,1244.29,1223.06,269.22,1293.02,267.64,731.80,
731.59,294.12,327.24,1253.75,1271.89,1271.10,1162.29,1211.96,1079.49,1258.49,1233.25,271.25,1305.01,271.25,738.85,
732.00,294.15,329.39,1267.68,1285.89,1287.47,1168.70,1221.75,1089.52,1270.05,1242.34,275.94,1315.18,275.55,745.88,
732.41,297.09,330.80,1278.00,1294.66,1297.83,1178.04,1228.02,1101.09,1281.96,1251.82,279.24,1324.01,276.86,750.46,
732.82,303.75,340.32,1285.75,1300.86,1303.24,1186.36,1233.27,1112.41,1291.32,1264.28,282.28,1335.05,281.48,757.77,
733.23,306.03,341.90,1293.47,1311.00,1309.41,1195.44,1244.85,1122.92,1298.25,1274.34,284.91,1342.08,285.31,763.49,
733.64,307.35,345.32,1304.55,1322.13,1319.74,1199.83,1252.59,1132.69,1309.35,1284.57,287.77,1351.71,286.57,769.78,
734.05,310.96,347.02,1310.35,1331.99,1329.58,1205.36,1258.25,1141.24,1322.37,1290.31,289.32,1360.84,288.12,774.99,
734.46,315.08,350.45,1315.78,1338.28,1337.48,1216.11,1269.16,1147.79,1329.44,1298.90,288.15,1364.81,290.16,779.66,
734.87,317.38,353.27,1321.14,1342.11,1345.34,1216.29,1272.75,1151.76,1334.85,1301.78,289.55,1368.73,293.18,783.97,
735.28,317.70,350.04,1327.40,1345.18,1354.08,1219.88,1274.85,1147.12,1333.06,1302.34,293.45,1371.05,293.45,784.96,
735.69,319.31,348.49,1325.87,1351.81,1354.24,1222.14,1281.30,1149.20,1334.79,1308.05,295.00,1376.12,295.00,788.56,
736.10,318.20,347.05,1326.44,1355.70,1358.95,1224.85,1287.43,1155.76,1337.01,1316.69,295.04,1380.09,299.51,792.45,
736.51,317.11,345.20,1324.63,1358.82,1364.52,1223.67,1287.99,1158.54,1334.40,1319.74,293.91,1375.10,299.20,792.99,
736.93,318.03,347.01,1322.73,1358.65,1361.92,1223.93,1290.07,1160.25,1338.24,1320.28,295.57,1383.97,298.02,795.27,
737.34,318.04,348.74,1322.09,1359.75,1363.84,1223.03,1291.80,1162.46,1342.55,1318.00,295.53,1385.12,298.80,797.35,
737.75,319.62,348.75,1326.88,1361.34,1368.73,1226.77,1290.77,1166.87,1346.57,1317.03,295.41,1384.32,298.28,798.43,
738.16,324.90,356.52,1329.99,1355.45,1365.31,1228.12,1286.45,1166.51,1343.95,1316.84,297.79,1384.20,298.20,798.48,
738.57,326.79,358.89,1329.37,1359.01,1361.48,1232.24,1288.22,1165.57,1343.37,1317.03,299.21,1384.52,299.62,800.92,
738.98,326.51,356.64,1331.62,1367.12,1362.16,1232.55,1294.47,1168.98,1344.83,1319.24,300.91,1387.76,300.09,804.09,
739.39,326.44,355.82,1333.90,1372.79,1364.52,1234.60,1293.35,1170.89,1347.97,1320.66,300.79,1391.00,299.55,804.31,
739.80,327.93,358.19,1333.27,1372.24,1365.61,1240.41,1297.62,1169.93,1352.34,1325.81,300.15,1392.97,297.25,805.10,
740.21,328.60,359.38,1334.35,1371.79,1365.96,1237.85,1301.91,1168.80,1357.64,1327.70,301.56,1395.91,298.65,806.10,
740.62,326.79,354.30,1338.83,1372.17,1375.51,1235.46,1296.31,1166.26,1358.00,1327.16,304.70,1397.18,300.11,808.63,
741.03,326.66,356.73,1344.22,1375.13,1373.46,1239.79,1297.43,1167.10,1359.25,1331.68,307.86,1400.19,299.09,812.04,
741.44,329.31,361.53,1343.20,1378.35,1370.82,1241.94,1298.01,1172.48,1362.45,1337.34,308.81,1403.46,302.53,814.29,
741.85,329.59,358.94,1342.68,1382.93,1372.03,1243.72,1306.61,1175.78,1361.96,1342.68,309.04,1402.22,302.33,815.17,
742.26,331.12,360.54,1348.86,1385.00,1370.71,1242.97,1306.84,1179.10,1367.35,1345.50,312.21,1409.37,300.45,816.88,
742.67,333.75,364.93,1351.02,1393.16,1375.46,1246.51,1309.72,1180.77,1375.46,1345.96,312.68,1417.60,300.46,818.36,
743.08,334.91,367.43,1354.83,1391.15,1381.02,1254.32,1314.29,1185.90,1383.55,1348.08,310.41,1416.49,301.54,816.78,
743.49,338.23,369.98,1361.38,1391.86,1383.40,1254.71,1312.28,1186.98,1384.24,1349.53,312.41,1415.57,302.67,818.69,
743.90,339.73,372.38,1363.15,1394.53,1386.05,1256.27,1312.25,1179.08,1378.42,1346.18,314.28,1416.59,304.10,817.72,
744.31,339.03,370.93,1360.36,1401.19,1385.88,1258.27,1316.97,1181.70,1379.92,1351.85,314.78,1420.76,305.85,819.28,
744.72,338.11,368.85,1360.14,1405.39,1390.03,1258.54,1321.72,1185.96,1383.20,1357.58,313.78,1424.18,309.08,817.96,
745.13,338.87,365.40,1358.92,1405.99,1391.44,1257.94,1322.12,1185.21,1380.31,1360.63,312.77,1421.39,307.64,818.95,
745.54,339.61,367.51,1351.56,1399.64,1390.20,1255.38,1323.22,1185.83,1384.19,1361.00,312.56,1427.12,309.12,820.04,
745.95,337.39,362.81,1353.01,1399.54,1397.82,1253.04,1321.98,1187.54,1386.61,1357.31,312.83,1424.53,311.97,822.14,
746.36,337.96,364.29,1350.97,1396.72,1399.31,1253.42,1318.16,1188.68,1388.95,1356.14,311.63,1421.75,310.33,822.66,
746.77,342.34,371.73,1350.32,1389.23,1391.82,1254.37,1314.02,1189.53,1384.04,1357.24,312.94,1420.35,309.05,819.53,
747.18,341.82,370.85,1348.23,1389.82,1388.95,1253.78,1317.90,1193.13,1380.29,1356.03,311.93,1421.88,310.20,817.95,
747.59,341.03,369.27,1353.70,1390.20,1389.33,1251.18,1320.69,1197.31,1383.25,1358.05,313.23,1423.21,309.32,816.74,
748.00,339.85,369.48,1355.04,1394.26,1390.77,1250.47,1316.70,1198.19,1385.54,1355.04,312.40,1429.11,307.61,816.51,
748.41,339.05,370.50,1350.94,1390.26,1391.14,1258.32,1319.48,1196.27,1387.64,1356.18,309.34,1424.34,306.71,815.28,
748.82,340.36,371.94,1350.05,1380.75,1389.52,1252.68,1319.35,1196.53,1387.77,1352.68,308.78,1421.98,308.78,816.70,
749.23,339.21,369.09,1350.69,1377.93,1391.99,1246.99,1312.02,1187.24,1377.93,1346.30,310.65,1416.60,308.89,816.39,
749.64,337.87,367.38,1349.72,1379.68,1384.96,1245.76,1310.07,1180.57,1373.51,1347.96,311.44,1418.44,307.48,814.06,
750.05,335.55,362.52,1344.86,1381.12,1381.12,1245.83,1312.15,1184.82,1372.27,1351.94,310.35,1417.37,310.80,815.23,
750.46,334.05,359.74,1342.39,1380.49,1378.72,1244.03,1312.26,1187.33,1367.20,1352.13,307.91,1411.50,309.24,815.18,
750.87,333.85,358.71,1343.39,1375.35,1375.35,1242.17,1309.65,1182.68,1364.70,1349.60,309.43,1417.97,304.99,814.20,
751.28,332.35,359.08,1341.88,1373.95,1376.63,1241.19,1305.35,1181.49,1369.50,1349.01,307.85,1420.29,304.28,813.50,
751.69,331.98,358.76,1344.00,1370.77,1377.02,1243.16,1307.41,1186.93,1371.67,1344.89,305.66,1417.18,303.43,811.22,
752.10,337.59,365.28,1343.23,1365.56,1370.02,1243.20,1296.79,1183.36,1362.88,1344.12,306.33,1413.78,303.21,808.26,
752.51,337.26,366.37,1345.45,1368.74,1366.95,1246.02,1293.50,1175.25,1357.10,1342.76,309.04,1414.43,304.56,804.40,
752.92,334.77,363.08,1342.68,1375.04,1363.35,1242.92,1297.75,1178.22,1357.96,1342.68,308.26,1413.68,305.11,802.55,
753.33,333.84,360.42,1339.87,1375.91,1363.30,1240.75,1296.62,1174.98,1360.59,1341.67,306.81,1411.05,304.11,801.04,
753.74,333.89,361.45,1332.85,1371.70,1361.76,1241.58,1291.28,1164.77,1352.73,1337.36,303.62,1405.14,301.36,798.80,
754.15,333.74,361.86,1322.28,1360.37,1352.21,1231.59,1283.28,1158.13,1350.40,1328.63,301.55,1399.37,300.64,793.55,
754.56,328.92,351.63,1311.13,1347.47,1347.47,1216.63,1267.51,1143.94,1333.84,1309.31,299.39,1384.73,298.93,787.77,
754.96,325.89,346.83,1296.29,1334.52,1330.88,1203.44,1251.68,1126.97,1317.23,1293.56,298.58,1365.47,292.21,779.23,
755.37,320.51,342.43,1270.18,1314.92,1304.88,1185.26,1226.35,1109.47,1295.75,1275.66,294.49,1345.97,289.47,767.95,
755.78,312.15,333.20,1240.36,1287.96,1276.06,1161.64,1204.66,1091.15,1266.91,1249.51,286.98,1311.76,284.69,749.71,
756.19,304.04,322.84,1210.64,1251.00,1243.66,1128.10,1169.37,1064.82,1235.41,1213.40,280.65,1280.35,275.15,730.06,
756.60,293.80,312.65,1170.59,1212.89,1201.86,1090.59,1129.21,1027.14,1200.02,1170.59,270.35,1241.40,263.91,707.14,
757.01,282.92,303.19,1125.21,1160.23,1158.39,1055.18,1090.20,991.59,1157.47,1126.14,256.65,1192.49,254.35,680.11,
757.42,272.30,295.37,1080.89,1108.58,1110.42,1009.81,1043.04,948.89,1107.66,1073.50,245.53,1136.27,245.07,650.75,
757.83,260.32,284.83,1034.82,1058.87,1060.72,963.61,992.28,895.18,1048.69,1019.10,235.82,1081.99,232.58,623.30,
758.24,244.35,267.07,984.83,1011.72,1005.23,916.21,948.66,850.37,998.74,970.92,224.88,1033.05,220.24,595.35,
758.65,229.59,252.83,936.97,963.93,959.28,870.04,909.08,816.13,951.84,924.89,211.00,985.31,211.00,568.87,
759.06,217.59,237.63,891.81,916.04,915.11,829.37,866.65,776.26,900.20,882.49,198.02,931.88,198.49,545.15,
759.47,207.53,227.17,846.03,866.60,868.47,787.14,824.53,737.59,858.18,839.49,188.37,895.58,186.97,518.84,
759.88,193.26,211.08,806.80,824.63,832.13,747.70,786.16,705.48,820.88,799.30,178.72,853.71,178.25,497.22,
760.29,184.38,200.37,776.08,787.37,801.48,717.76,752.57,681.07,790.19,764.80,168.86,815.59,169.80,474.12,
760.70,180.89,200.68,749.94,756.54,764.07,692.47,717.91,654.79,757.48,742.41,163.93,783.86,163.93,455.05,
761.11,172.86,193.64,731.10,738.66,738.66,675.37,697.09,639.48,735.82,726.38,158.69,763.21,160.58,441.12,
761.52,168.96,189.32,725.08,730.76,725.08,661.66,693.84,633.26,723.19,717.51,156.19,750.64,156.66,434.48,
761.92,168.97,190.80,726.19,733.79,726.19,659.74,694.87,632.21,725.24,714.80,154.73,752.77,154.26,431.92,
762.33,171.70,196.91,733.41,741.97,737.21,674.43,705.82,637.33,734.36,727.70,154.10,761.95,155.53,435.67,
762.74,177.55,204.28,750.30,756.98,759.84,686.34,724.53,651.02,755.07,741.71,157.98,782.75,161.32,445.79,
763.15,185.01,211.30,777.33,784.02,791.67,708.49,747.69,666.42,776.38,763.95,165.89,805.06,167.80,457.99,
763.56,194.02,219.41,808.65,823.02,822.06,736.79,776.07,690.80,805.78,797.15,176.29,842.18,171.50,478.10,
763.97,202.48,224.12,841.65,865.69,859.92,772.39,807.98,728.14,843.57,841.65,185.16,882.04,184.68,503.06,
764.38,210.82,232.53,879.00,906.02,900.23,808.56,849.09,766.11,880.93,881.89,192.49,916.63,193.94,525.86,
764.79,222.00,242.80,918.97,943.15,937.34,843.51,886.08,799.02,921.87,918.00,205.07,963.46,201.21,548.48,
765.20,231.60,251.50,953.57,985.62,978.82,879.77,922.50,831.22,966.20,953.57,214.60,1008.92,209.26,570.98,
765.61,242.41,259.93,996.90,1020.26,1023.18,919.02,961.85,871.31,1008.58,992.03,220.99,1043.63,220.02,594.83,
766.02,257.38,281.75,1034.38,1055.83,1055.83,953.46,992.46,903.74,1043.16,1024.63,232.52,1081.18,229.59,617.12,
766.43,265.85,293.22,1072.21,1097.62,1087.85,988.15,1032.14,923.65,1074.17,1058.53,243.86,1120.10,238.00,640.20,
766.83,274.24,297.30,1102.85,1140.13,1123.45,1022.39,1073.41,958.61,1109.71,1095.00,252.16,1160.73,246.28,663.28,
767.24,281.73,304.83,1134.77,1171.15,1157.38,1052.17,1109.20,989.23,1144.60,1123.95,258.62,1196.72,253.70,681.45,
767.65,291.29,316.43,1162.20,1199.66,1190.79,1081.37,1137.56,1012.37,1172.06,1155.30,263.20,1228.25,258.76,698.90,
768.06,298.49,325.18,1180.13,1218.68,1216.70,1101.06,1158.39,1032.86,1197.92,1176.18,269.83,1260.19,264.89,714.60,
768.47,301.51,324.78,1202.10,1238.74,1244.68,1115.95,1174.37,1048.62,1216.95,1191.21,275.77,1278.34,269.83,726.80,
768.88,306.21,330.53,1222.86,1256.61,1260.58,1134.52,1188.12,1069.01,1236.76,1209.96,282.39,1293.34,271.97,737.49,
769.29,309.38,333.79,1239.51,1270.40,1270.40,1151.83,1196.67,1086.07,1251.47,1229.55,287.46,1313.24,278.49,749.29,
769.70,309.49,333.99,1251.95,1286.95,1281.95,1164.95,1214.95,1102.95,1264.95,1246.95,290.49,1321.95,284.49,754.97,
770.11,312.84,337.91,1268.41,1296.49,1287.46,1171.15,1227.30,1114.00,1279.44,1254.37,295.80,1334.59,283.76,756.03,
770.52,315.86,342.01,1277.52,1308.71,1298.65,1179.95,1236.28,1121.61,1292.61,1256.40,296.75,1346.93,284.17,760.48,
770.92,318.14,343.85,1281.63,1311.88,1308.86,1191.89,1244.32,1126.34,1301.80,1266.51,293.94,1351.21,284.86,763.33,
771.33,321.55,353.35,1285.19,1312.44,1309.42,1188.27,1243.79,1130.72,1304.37,1267.01,294.80,1351.82,286.72,763.24,
771.74,323.10,357.99,1289.36,1318.69,1312.62,1190.26,1241.83,1122.50,1302.51,1264.08,298.83,1351.05,287.70,764.52,
772.15,322.53,351.95,1291.15,1325.64,1312.45,1192.77,1245.51,1122.79,1303.32,1270.87,299.21,1355.05,286.02,766.78,
772.56,321.98,348.94,1289.96,1328.62,1316.41,1193.32,1242.15,1129.23,1306.24,1280.81,299.09,1356.09,289.94,768.08,
772.97,321.45,348.45,1289.88,1327.58,1320.45,1190.03,1240.98,1130.94,1302.11,1281.73,297.51,1347.96,288.34,768.22,
773.38,323.00,348.56,1287.92,1325.74,1320.63,1187.75,1239.88,1127.44,1304.28,1281.79,298.47,1355.39,288.25,768.67,
773.79,319.51,341.56,1286.23,1329.31,1326.23,1185.71,1235.97,1129.29,1308.79,1278.02,298.48,1351.87,288.22,770.30,
774.19,319.87,338.39,1289.78,1327.83,1327.83,1185.90,1232.18,1136.53,1316.52,1276.41,299.82,1347.38,287.99,768.31,
774.60,325.01,349.77,1293.83,1321.69,1319.63,1189.63,1228.83,1137.00,1314.47,1280.42,301.79,1347.49,289.41,769.70,
775.01,324.32,345.53,1290.03,1323.14,1314.86,1191.76,1230.03,1129.68,1312.79,1282.79,301.56,1349.00,291.73,771.74,
775.42,323.73,345.52,1292.85,1330.21,1314.64,1190.13,1234.75,1132.02,1314.64,1285.59,301.94,1348.88,290.53,770.94,
775.83,325.22,344.47,1293.60,1331.07,1316.50,1188.49,1235.32,1132.29,1318.58,1283.19,301.28,1353.96,289.84,771.16,
776.24,326.50,346.32,1288.28,1326.88,1318.53,1193.36,1242.38,1127.64,1318.53,1289.32,296.25,1351.91,288.43,771.93,
776.65,328.04,346.35,1283.92,1321.59,1321.59,1188.69,1242.06,1125.91,1318.45,1290.19,295.08,1351.93,290.37,771.19,
777.05,327.24,345.07,1285.88,1318.39,1324.69,1184.14,1238.68,1123.31,1315.25,1282.73,297.35,1347.76,291.05,770.90,
777.46,327.03,341.75,1287.07,1319.67,1322.82,1187.18,1236.60,1119.88,1315.46,1284.97,299.69,1347.01,289.17,769.72,
777.87,324.81,337.47,1283.42,1322.44,1319.28,1188.51,1233.86,1119.96,1311.90,1292.92,298.45,1349.86,293.70,766.68,
778.28,322.22,334.90,1280.45,1322.71,1319.54,1187.48,1240.30,1123.03,1307.91,1292.07,296.34,1344.89,294.23,765.94,
778.69,321.75,335.50,1285.92,1319.79,1311.32,1183.26,1241.47,1121.87,1308.15,1286.98,299.52,1348.37,289.99,764.14,
779.10,319.07,335.53,1284.78,1320.88,1313.45,1181.78,1240.18,1119.14,1313.45,1281.59,298.37,1352.73,289.87,762.37,
779.50,318.38,337.55,1279.93,1316.13,1316.13,1186.22,1245.85,1124.46,1320.39,1282.06,294.43,1352.33,289.10,764.55,
779.91,323.70,347.70,1278.81,1307.61,1308.68,1184.96,1240.42,1120.96,1314.01,1276.68,296.51,1344.94,289.04,763.66,
780.32,323.61,350.89,1280.54,1307.29,1306.22,1186.40,1244.17,1109.38,1307.29,1270.92,296.33,1345.80,289.38,764.90,
780.73,320.53,345.77,1276.77,1316.50,1305.76,1189.79,1248.85,1111.40,1305.76,1275.70,296.37,1347.64,289.39,764.56,
781.14,318.73,345.65,1278.13,1316.90,1306.13,1187.69,1254.45,1114.46,1305.05,1274.90,295.04,1345.97,290.19,762.36,
781.55,319.32,347.37,1274.04,1313.95,1307.48,1188.81,1255.70,1114.38,1297.77,1274.04,292.89,1342.00,286.42,761.62,
781.95,319.48,351.37,1263.86,1307.11,1309.27,1184.94,1253.05,1113.58,1298.46,1271.43,290.83,1349.27,286.50,760.05,
782.36,315.22,344.46,1261.95,1306.36,1311.78,1179.63,1244.62,1111.38,1292.28,1263.03,293.01,1343.19,287.05,759.34,
782.77,313.89,346.96,1263.16,1303.27,1305.44,1178.59,1237.13,1112.45,1292.43,1256.65,295.46,1336.89,283.53,757.89,
783.18,314.11,351.06,1261.87,1298.82,1298.82,1179.27,1229.26,1110.79,1284.69,1258.61,295.09,1336.86,283.68,757.56,
783.59,311.53,346.39,1260.29,1301.68,1294.05,1179.68,1229.79,1111.06,1283.16,1260.29,295.19,1334.36,283.76,757.04,
784.00,310.47,345.94,1262.63,1298.64,1289.91,1173.15,1230.98,1116.40,1283.37,1257.18,297.38,1331.38,281.01,758.45,
784.40,312.48,346.96,1263.06,1298.08,1291.51,1170.02,1228.03,1117.49,1286.04,1249.92,296.61,1332.01,278.55,757.40,
784.81,313.01,347.54,1255.33,1292.60,1293.70,1173.10,1231.21,1113.90,1287.12,1254.23,289.44,1328.78,277.38,756.48,
785.22,316.47,348.83,1252.73,1282.35,1291.12,1164.97,1225.30,1111.22,1283.44,1248.34,289.05,1321.84,277.53,755.80,
785.63,317.85,348.05,1254.94,1279.10,1290.07,1158.32,1216.51,1101.23,1271.41,1238.47,288.21,1310.94,277.23,750.99,
786.04,314.91,342.94,1254.14,1281.62,1280.52,1156.32,1215.67,1096.96,1267.33,1240.96,288.53,1311.30,275.34,748.53,
