Date,2016/04/04,2016/04/04,2016/04/04,2016/04/04,2016/04/04,2016/04/04,2016/04/04,
306.89,0.61,0.58,0.52,0.76,1.10,1.21,1.40,
307.32,0.69,0.60,0.61,0.85,1.24,1.40,1.66,
307.76,0.84,0.71,0.70,1.04,1.34,1.56,1.82,
308.19,0.93,0.84,0.82,1.17,1.54,1.72,2.08,
308.62,1.01,0.92,0.99,1.39,1.75,1.94,2.30,
309.06,1.11,1.02,1.21,1.62,1.93,2.18,2.40,
309.49,1.25,1.25,1.35,1.86,2.25,2.38,2.70,
309.92,1.41,1.40,1.50,2.08,2.52,2.72,3.15,
310.35,1.54,1.58,1.75,2.32,2.88,3.08,3.59,
310.79,1.71,1.79,1.98,2.51,3.21,3.40,3.87,
311.22,1.99,2.03,2.17,2.69,3.52,3.83,4.19,
311.65,2.24,2.27,2.45,3.01,3.93,4.26,4.81,
312.09,2.47,2.51,2.72,3.42,4.40,4.64,5.25,
312.52,2.74,2.79,2.98,3.78,4.95,5.20,5.72,
312.95,3.10,3.02,3.31,4.17,5.49,5.82,6.35,
313.38,3.46,3.34,3.68,4.63,5.98,6.42,6.97,
313.82,3.76,3.74,4.03,5.02,6.57,6.97,7.46,
314.25,4.11,4.12,4.43,5.44,7.15,7.60,8.09,
314.68,4.45,4.47,4.90,5.92,7.66,8.25,8.64,
315.12,4.84,4.91,5.29,6.45,8.34,8.85,9.29,
315.55,5.26,5.32,5.64,6.90,9.03,9.56,10.10,
315.98,5.74,5.79,6.11,7.47,9.81,10.44,11.12,
316.41,6.21,6.26,6.57,8.01,10.53,11.26,11.89,
316.85,6.77,6.74,6.96,8.53,11.19,12.04,12.62,
317.28,7.23,7.27,7.43,9.09,11.91,12.85,13.62,
317.71,7.71,7.74,7.95,9.74,12.69,13.60,14.43,
318.14,8.19,8.19,8.41,10.35,13.48,14.36,15.00,
318.57,8.73,8.70,8.86,10.97,14.28,15.23,15.89,
319.01,9.30,9.24,9.36,11.63,15.03,16.09,16.88,
319.44,9.77,9.81,9.89,12.25,15.85,16.90,17.76,
319.87,10.25,10.40,10.39,12.80,16.58,17.68,18.52,
320.30,10.88,10.95,10.92,13.38,17.27,18.56,19.49,
320.73,11.50,11.55,11.58,14.18,18.21,19.44,20.51,
321.17,12.18,12.17,12.11,14.92,19.22,20.38,21.53,
321.60,13.02,12.91,12.84,15.80,20.41,21.70,22.92,
322.03,13.90,13.69,13.62,16.76,21.63,23.01,24.30,
322.46,14.81,14.47,14.39,17.73,22.76,24.27,25.49,
322.89,15.62,15.28,15.12,18.60,23.88,25.44,26.83,
323.33,16.50,16.08,15.96,19.63,25.13,26.74,28.18,
323.76,17.38,16.90,16.83,20.68,26.31,27.99,29.27,
324.19,18.23,17.76,17.58,21.67,27.57,29.30,30.51,
324.62,19.08,18.54,18.33,22.61,28.72,30.63,31.97,
325.05,20.01,19.50,19.29,23.71,30.10,32.13,33.54,
325.48,20.88,20.35,20.15,24.65,31.32,33.39,34.82,
325.92,21.78,21.20,20.86,25.53,32.44,34.68,36.08,
326.35,22.69,21.99,21.74,26.57,33.66,35.98,37.62,
326.78,23.43,22.71,22.45,27.51,34.81,37.12,38.80,
327.21,24.18,23.41,23.10,28.34,35.93,38.34,40.03,
327.64,24.89,23.98,23.73,29.07,36.86,39.46,41.17,
328.07,25.52,24.57,24.29,29.75,37.63,40.34,42.12,
328.50,26.03,25.10,24.79,30.31,38.41,41.10,42.97,
328.93,26.40,25.51,25.15,30.74,38.95,41.72,43.57,
329.37,26.78,25.84,25.58,31.20,39.40,42.26,44.03,
329.80,27.12,26.24,25.89,31.61,39.92,42.75,44.63,
330.23,27.45,26.45,26.07,31.87,40.34,43.23,45.14,
330.66,27.88,26.86,26.48,32.33,40.98,43.91,46.00,
331.09,28.23,27.19,26.80,32.68,41.41,44.37,46.53,
331.52,28.54,27.38,26.93,32.85,41.63,44.68,46.81,
331.95,28.67,27.50,27.02,32.93,41.79,44.86,47.08,
332.38,28.82,27.54,27.16,33.11,41.97,45.05,47.28,
332.81,28.94,27.60,27.19,33.20,42.16,45.24,47.25,
333.24,29.07,27.63,27.20,33.27,42.24,45.37,47.36,
333.68,29.16,27.69,27.22,33.33,42.29,45.48,47.48,
334.11,29.28,27.89,27.35,33.52,42.62,45.76,47.72,
334.54,29.39,28.00,27.40,33.60,42.72,45.92,47.89,
334.97,29.51,28.11,27.48,33.69,42.79,46.12,48.08,
335.40,29.74,28.30,27.66,33.93,43.12,46.36,48.44,
335.83,29.99,28.51,27.80,34.13,43.51,46.78,48.94,
336.26,30.32,28.75,28.05,34.42,43.98,47.37,49.54,
336.69,30.61,28.95,28.30,34.68,44.40,47.84,50.13,
337.12,30.98,29.22,28.50,34.93,44.74,48.31,50.59,
337.55,31.30,29.52,28.70,35.23,45.18,48.82,51.15,
337.98,31.55,29.74,28.95,35.55,45.57,49.24,51.69,
338.41,31.84,29.98,29.19,35.94,45.96,49.69,52.11,
338.84,32.10,30.26,29.38,36.21,46.36,50.13,52.62,
339.27,32.32,30.42,29.51,36.44,46.65,50.54,53.16,
339.70,32.60,30.72,29.79,36.80,47.12,51.05,53.84,
340.13,32.89,30.98,30.03,37.06,47.51,51.52,54.35,
340.56,33.13,31.14,30.15,37.18,47.66,51.82,54.70,
340.99,33.25,31.17,30.27,37.29,47.81,52.01,55.07,
341.42,33.35,31.23,30.31,37.46,47.99,52.18,55.30,
341.85,33.39,31.24,30.32,37.52,48.11,52.40,55.46,
342.28,33.40,31.14,30.30,37.53,48.11,52.48,55.60,
342.71,33.45,31.11,30.27,37.53,48.04,52.47,55.65,
343.14,33.55,31.26,30.29,37.61,48.14,52.60,55.94,
343.57,33.53,31.26,30.29,37.65,48.18,52.66,56.10,
344.00,33.51,31.20,30.31,37.68,48.14,52.65,56.10,
344.43,33.55,31.28,30.29,37.75,48.26,52.77,56.21,
344.86,33.62,31.29,30.27,37.76,48.33,52.91,56.45,
345.29,33.74,31.37,30.37,37.87,48.54,53.16,56.86,
345.72,33.82,31.47,30.46,37.95,48.70,53.33,57.12,
346.15,34.02,31.62,30.53,38.06,48.91,53.68,57.45,
346.58,34.18,31.75,30.65,38.23,49.11,53.90,57.91,
347.01,34.41,31.89,30.81,38.50,49.45,54.27,58.29,
347.44,34.71,32.17,31.00,38.85,49.93,54.81,58.79,
347.87,35.02,32.37,31.22,39.15,50.32,55.28,59.44,
348.30,35.33,32.61,31.44,39.48,50.72,55.76,60.04,
348.73,35.71,33.01,31.76,39.89,51.34,56.36,60.72,
349.16,36.03,33.32,32.02,40.24,51.80,56.91,61.39,
349.59,36.29,33.54,32.31,40.53,52.18,57.38,61.81,
350.02,36.32,33.54,32.26,40.59,52.23,57.40,61.93,
350.44,36.69,33.81,32.50,40.92,52.75,58.02,62.62,
350.87,37.02,34.07,32.77,41.23,53.25,58.62,63.41,
351.30,37.37,34.30,33.03,41.52,53.72,59.18,64.09,
351.73,37.73,34.55,33.23,41.83,54.15,59.72,64.63,
352.16,38.09,34.83,33.46,42.16,54.63,60.32,65.34,
352.59,38.31,34.97,33.63,42.45,54.97,60.67,65.79,
353.02,38.39,35.01,33.66,42.52,55.12,60.89,65.90,
353.45,38.35,34.99,33.58,42.47,55.11,60.91,66.00,
353.88,38.31,34.89,33.49,42.36,54.99,60.85,66.00,
354.31,38.07,34.68,33.29,42.12,54.73,60.59,65.74,
354.73,37.80,34.41,33.03,41.74,54.29,60.19,65.37,
355.16,37.47,34.11,32.71,41.35,53.76,59.79,64.95,
355.59,37.19,33.80,32.43,41.01,53.36,59.33,64.53,
356.02,37.07,33.62,32.22,40.85,53.22,59.13,64.44,
356.45,36.97,33.47,32.10,40.71,53.11,59.07,64.42,
356.88,36.87,33.26,31.97,40.55,52.98,58.96,64.41,
357.31,36.77,33.12,31.80,40.42,52.76,58.79,64.27,
357.74,36.66,33.04,31.67,40.30,52.60,58.65,64.26,
358.16,36.61,32.95,31.61,40.25,52.53,58.61,64.26,
358.59,36.52,32.82,31.52,40.16,52.33,58.50,64.10,
359.02,36.62,32.92,31.56,40.24,52.50,58.65,64.40,
359.45,36.80,33.01,31.65,40.41,52.74,58.97,64.91,
359.88,37.08,33.24,31.90,40.72,53.18,59.50,65.55,
360.31,37.48,33.58,32.22,41.14,53.76,60.14,66.38,
360.73,38.01,34.05,32.60,41.63,54.46,61.04,67.43,
361.16,38.64,34.58,33.11,42.33,55.37,62.07,68.73,
361.59,39.37,35.17,33.67,43.14,56.43,63.22,70.07,
362.02,40.07,35.77,34.22,43.91,57.54,64.46,71.45,
362.45,40.70,36.31,34.73,44.58,58.46,65.60,72.78,
362.88,41.41,36.85,35.24,45.31,59.36,66.69,74.06,
363.30,42.02,37.44,35.71,46.00,60.30,67.73,75.30,
363.73,42.69,38.03,36.25,46.73,61.28,68.88,76.64,
364.16,43.24,38.50,36.76,47.39,62.09,69.89,77.68,
364.59,43.79,39.00,37.20,48.00,62.93,70.79,78.80,
365.02,44.39,39.50,37.64,48.63,63.86,71.84,80.06,
365.44,44.89,39.90,38.05,49.15,64.57,72.82,81.17,
365.87,45.37,40.29,38.40,49.62,65.29,73.66,82.09,
366.30,45.85,40.64,38.67,50.03,65.90,74.38,83.01,
366.73,46.25,40.98,38.97,50.43,66.50,75.16,83.99,
367.16,46.65,41.22,39.23,50.87,67.04,75.79,84.68,
367.58,46.91,41.42,39.38,51.11,67.45,76.30,85.13,
368.01,47.11,41.49,39.45,51.24,67.70,76.67,85.63,
368.44,47.18,41.48,39.44,51.32,67.73,76.82,85.90,
368.87,47.10,41.40,39.37,51.26,67.68,76.80,85.90,
369.29,46.86,41.22,39.19,50.95,67.40,76.55,85.60,
369.72,46.57,40.91,38.94,50.59,66.89,76.17,85.10,
370.15,46.14,40.47,38.57,50.11,66.29,75.46,84.40,
370.58,45.79,40.11,38.16,49.66,65.80,74.92,83.89,
371.00,45.49,39.78,37.83,49.26,65.38,74.53,83.54,
371.43,45.15,39.39,37.54,48.90,64.94,74.04,83.13,
371.86,44.95,39.13,37.24,48.58,64.56,73.62,82.77,
372.29,44.85,39.00,37.13,48.44,64.36,73.44,82.80,
372.71,44.78,38.86,37.06,48.38,64.28,73.38,82.82,
373.14,44.67,38.73,36.95,48.30,64.18,73.25,82.59,
373.57,44.73,38.79,36.96,48.35,64.38,73.42,83.00,
374.00,44.87,38.83,37.01,48.53,64.60,73.74,83.51,
374.42,45.02,39.00,37.17,48.75,64.94,74.07,84.02,
374.85,45.33,39.24,37.36,48.97,65.32,74.55,84.69,
375.28,45.68,39.50,37.61,49.28,65.79,75.17,85.45,
375.70,46.05,39.76,37.84,49.65,66.30,75.75,86.28,
376.13,46.40,40.12,38.09,50.09,66.92,76.43,87.19,
376.56,46.74,40.35,38.29,50.40,67.47,77.13,88.02,
376.99,47.04,40.50,38.44,50.66,67.86,77.65,88.78,
377.41,47.19,40.61,38.48,50.83,67.99,77.90,89.14,
377.84,47.29,40.73,38.51,50.88,68.16,78.09,89.46,
378.27,47.19,40.64,38.46,50.83,68.10,78.07,89.40,
378.69,46.86,40.32,38.24,50.51,67.61,77.67,88.78,
379.12,46.40,39.98,37.81,50.06,67.00,76.99,88.06,
379.55,45.89,39.49,37.31,49.48,66.26,76.22,87.26,
379.97,45.16,38.82,36.74,48.69,65.19,75.13,86.08,
380.40,44.38,38.13,36.10,47.78,64.07,73.88,84.65,
380.83,43.63,37.40,35.39,46.83,62.89,72.64,83.23,
381.25,42.91,36.76,34.81,46.08,61.90,71.52,82.10,
381.68,42.33,36.22,34.29,45.46,61.07,70.54,81.07,
382.11,41.83,35.72,33.81,44.87,60.34,69.72,80.18,
382.53,41.54,35.28,33.44,44.43,59.82,69.14,79.63,
382.96,41.29,35.04,33.22,44.22,59.44,68.75,79.28,
383.39,41.13,34.95,33.07,44.04,59.33,68.52,79.10,
383.81,41.16,34.92,33.06,43.97,59.35,68.55,79.23,
384.24,41.20,34.91,33.09,44.06,59.31,68.64,79.31,
384.67,41.35,35.03,33.16,44.26,59.58,68.89,79.76,
385.09,41.72,35.31,33.35,44.60,60.13,69.54,80.62,
385.52,42.23,35.69,33.73,45.10,60.84,70.44,81.80,
385.95,42.81,36.12,34.15,45.67,61.67,71.38,83.07,
386.37,43.60,36.72,34.61,46.38,62.67,72.56,84.49,
386.80,44.42,37.37,35.20,47.22,63.79,73.91,86.28,
387.22,45.24,38.04,35.81,48.13,64.96,75.35,88.01,
387.65,45.99,38.63,36.33,48.91,66.04,76.63,89.45,
388.08,46.69,39.14,36.78,49.61,66.97,77.80,90.84,
388.50,47.21,39.55,37.17,50.20,67.72,78.79,92.06,
388.93,47.53,39.87,37.43,50.60,68.26,79.45,92.92,
389.36,47.76,40.07,37.57,50.76,68.56,79.88,93.41,
389.78,47.83,40.05,37.67,50.81,68.54,80.13,93.61,
390.21,47.74,39.95,37.57,50.75,68.40,80.03,93.54,
390.63,47.63,39.84,37.41,50.59,68.27,79.88,93.46,
391.06,47.52,39.68,37.25,50.39,68.09,79.75,93.38,
391.49,47.40,39.49,37.08,50.21,67.86,79.49,93.28,
391.91,47.36,39.31,36.94,50.06,67.69,79.29,93.07,
392.34,47.35,39.29,36.89,49.96,67.65,79.27,93.20,
392.76,47.30,39.17,36.84,49.91,67.61,79.26,93.25,
393.19,47.21,39.04,36.74,49.84,67.53,79.19,93.08,
393.61,47.13,38.93,36.57,49.71,67.45,78.99,92.97,
394.04,47.13,38.86,36.53,49.67,67.42,79.04,93.18,
394.47,47.21,38.89,36.62,49.75,67.62,79.22,93.59,
394.89,47.60,39.16,36.90,50.06,68.17,79.86,94.43,
395.32,48.36,39.70,37.39,50.70,69.17,81.14,96.02,
395.74,49.49,40.54,38.24,51.88,70.78,83.00,98.58,
396.17,50.99,41.75,39.28,53.45,72.99,85.47,101.76,
396.59,52.85,43.18,40.59,55.33,75.65,88.54,105.63,
397.02,54.91,44.73,42.08,57.41,78.52,91.94,109.92,
397.45,57.02,46.38,43.61,59.59,81.43,95.46,114.21,
397.87,59.11,48.07,45.16,61.78,84.50,99.01,118.62,
398.30,61.07,49.71,46.66,63.90,87.36,102.46,122.88,
398.72,62.94,51.27,48.14,65.92,90.05,105.77,126.80,
399.15,64.79,52.80,49.51,67.89,92.74,108.96,130.77,
399.57,66.69,54.32,50.90,69.83,95.47,112.21,134.79,
400.00,68.56,55.80,52.35,71.83,98.14,115.54,138.88,
400.42,70.31,57.20,53.66,73.60,100.62,118.50,142.59,
400.85,71.91,58.49,54.80,75.16,102.86,121.29,145.95,
401.27,73.37,59.65,55.83,76.68,104.94,123.76,149.15,
401.70,74.47,60.52,56.61,77.91,106.54,125.67,151.61,
402.12,75.26,61.10,57.10,78.71,107.65,127.09,153.27,
402.55,75.86,61.49,57.47,79.28,108.44,128.12,154.55,
402.97,76.15,61.66,57.64,79.55,108.82,128.67,155.37,
403.40,76.22,61.73,57.68,79.66,109.06,128.97,155.77,
403.82,76.31,61.82,57.73,79.71,109.24,129.22,156.15,
404.25,76.35,61.83,57.79,79.67,109.24,129.47,156.35,
404.67,76.35,61.76,57.76,79.63,109.26,129.53,156.47,
405.10,76.41,61.68,57.63,79.63,109.35,129.66,156.67,
405.52,76.43,61.65,57.60,79.56,109.36,129.78,156.99,
405.95,76.46,61.56,57.52,79.49,109.36,129.87,157.35,
406.37,76.54,61.48,57.39,79.44,109.33,129.86,157.52,
406.80,76.64,61.50,57.37,79.52,109.48,130.12,158.03,
407.22,76.88,61.55,57.40,79.80,109.79,130.50,158.73,
407.65,76.93,61.55,57.40,79.82,109.94,130.71,158.94,
408.07,77.17,61.61,57.45,79.96,110.20,131.06,159.56,
408.50,77.55,61.79,57.61,80.23,110.71,131.70,160.46,
408.92,77.81,61.95,57.77,80.50,111.20,132.27,161.41,
409.35,78.23,62.29,58.07,80.90,111.84,133.17,162.39,
409.77,78.73,62.67,58.36,81.37,112.49,134.12,163.65,
410.20,79.20,62.96,58.65,81.81,113.12,134.99,164.92,
410.62,79.70,63.27,58.84,82.32,113.85,135.81,166.14,
411.04,80.17,63.59,59.06,82.76,114.57,136.70,167.46,
411.47,80.55,63.77,59.24,83.07,115.11,137.32,168.48,
411.89,80.95,63.97,59.40,83.42,115.53,137.97,169.26,
412.32,81.25,64.22,59.59,83.72,115.99,138.53,170.15,
412.74,81.59,64.50,59.83,84.08,116.57,139.29,171.14,
413.17,81.86,64.63,60.02,84.33,116.97,139.90,171.74,
413.59,82.09,64.79,60.09,84.48,117.29,140.34,172.34,
414.02,82.43,64.96,60.22,84.80,117.70,140.97,173.25,
414.44,82.63,65.15,60.37,85.11,118.17,141.55,174.06,
414.86,82.76,65.31,60.48,85.21,118.37,141.95,174.44,
415.29,82.86,65.33,60.44,85.15,118.39,142.21,174.81,
415.71,82.84,65.27,60.43,85.14,118.43,142.26,175.27,
416.14,82.87,65.14,60.39,85.09,118.47,142.34,175.42,
416.56,82.80,65.03,60.19,84.97,118.42,142.29,175.37,
416.99,82.74,64.85,60.10,84.86,118.30,142.27,175.47,
417.41,82.70,64.66,59.96,84.75,118.14,142.14,175.39,
417.83,82.72,64.64,59.90,84.70,118.13,142.20,175.58,
418.26,82.71,64.55,59.87,84.69,118.15,142.29,175.86,
418.68,82.76,64.49,59.87,84.62,118.14,142.46,175.87,
419.11,82.66,64.40,59.69,84.48,117.99,142.34,175.78,
419.53,82.63,64.35,59.51,84.45,118.02,142.27,175.99,
419.95,82.54,64.28,59.49,84.41,118.03,142.36,176.32,
420.38,82.42,64.16,59.42,84.24,117.91,142.32,176.39,
420.80,82.32,63.95,59.15,83.96,117.60,142.10,176.16,
421.23,82.26,63.81,59.03,83.87,117.42,141.89,176.46,
421.65,82.22,63.72,58.92,83.90,117.40,141.87,176.54,
422.07,82.16,63.49,58.66,83.77,117.27,141.78,176.19,
422.50,82.14,63.40,58.53,83.73,117.13,141.69,176.35,
422.92,82.12,63.17,58.48,83.67,116.98,141.60,176.51,
423.34,81.88,63.03,58.24,83.47,116.77,141.34,176.34,
423.77,81.68,62.93,58.07,83.19,116.41,141.22,176.12,
424.19,81.36,62.68,57.92,82.87,115.99,140.95,175.77,
424.62,80.94,62.35,57.53,82.46,115.51,140.44,175.08,
425.04,80.48,61.95,57.05,82.01,114.92,139.69,174.38,
425.46,80.04,61.49,56.69,81.51,114.30,139.03,173.72,
425.89,79.53,60.96,56.31,80.90,113.49,138.27,172.89,
426.31,78.98,60.40,55.69,80.17,112.43,137.20,171.53,
426.73,78.44,59.90,55.14,79.53,111.52,136.13,170.57,
427.16,77.88,59.31,54.72,78.92,110.72,135.31,169.59,
427.58,77.13,58.71,54.08,78.17,109.83,134.26,167.90,
428.00,76.44,58.19,53.49,77.39,108.82,133.07,166.63,
428.43,76.00,57.73,53.12,76.82,108.09,132.16,165.87,
428.85,75.51,57.38,52.77,76.37,107.61,131.48,165.12,
429.27,75.30,57.27,52.49,76.04,107.32,131.13,164.76,
429.70,75.33,57.24,52.43,75.86,107.15,131.14,164.78,
430.12,75.45,57.23,52.49,76.06,107.44,131.38,165.50,
430.54,75.79,57.32,52.47,76.23,107.84,131.80,166.24,
430.97,76.20,57.56,52.67,76.58,108.40,132.49,167.38,
431.39,76.68,57.69,52.92,77.00,109.03,133.34,168.63,
431.81,77.37,58.10,53.19,77.56,109.74,134.21,169.91,
432.24,78.11,58.61,53.58,78.23,110.72,135.34,171.52,
432.66,78.96,59.21,54.17,79.12,112.07,136.82,173.61,
433.08,79.87,59.90,54.83,80.09,113.48,138.64,175.56,
433.51,80.88,60.67,55.47,81.05,114.89,140.27,177.89,
433.93,82.10,61.46,56.24,82.14,116.55,142.28,180.74,
434.35,83.16,62.20,56.96,83.24,118.14,144.15,183.25,
434.77,84.08,62.84,57.58,84.14,119.38,145.87,185.63,
435.20,84.82,63.37,57.93,84.73,120.18,147.09,187.32,
435.62,85.40,63.75,58.33,85.27,120.94,148.21,188.95,
436.04,85.83,64.03,58.58,85.78,121.63,149.04,190.26,
436.47,86.16,64.13,58.59,85.99,122.02,149.47,190.93,
436.89,86.45,64.26,58.73,86.33,122.39,149.97,191.80,
437.31,86.81,64.44,58.93,86.62,122.77,150.57,192.79,
437.73,87.19,64.77,59.14,86.95,123.33,151.17,193.69,
438.16,87.61,65.13,59.47,87.39,124.04,152.16,195.06,
438.58,88.11,65.53,59.87,87.89,124.77,153.26,196.32,
439.00,88.64,65.85,60.10,88.35,125.48,154.20,197.51,
439.43,89.17,66.15,60.32,88.76,126.12,154.99,198.76,
439.85,89.62,66.46,60.65,89.25,126.87,155.95,200.25,
440.27,90.03,66.64,60.89,89.75,127.46,156.81,201.54,
440.69,90.56,66.94,61.13,90.12,127.95,157.71,202.73,
441.12,91.19,67.37,61.46,90.66,128.82,158.79,204.34,
441.54,91.88,67.77,61.93,91.36,129.88,160.08,206.08,
441.96,92.39,68.03,62.13,91.89,130.66,160.99,207.27,
442.38,93.03,68.40,62.45,92.43,131.54,162.01,208.74,
442.81,93.67,68.81,62.91,93.03,132.37,163.11,210.29,
443.23,94.22,69.22,63.25,93.47,133.26,164.14,211.71,
443.65,94.70,69.58,63.50,93.94,133.97,165.03,212.91,
444.07,95.18,69.88,63.86,94.47,134.69,166.08,214.29,
444.50,95.63,70.17,64.11,94.91,135.32,166.94,215.58,
444.92,96.07,70.37,64.27,95.33,135.97,167.68,216.85,
445.34,96.55,70.67,64.56,95.76,136.63,168.50,218.23,
445.76,96.99,70.87,64.77,96.22,137.20,169.40,219.60,
446.19,97.54,71.14,64.86,96.59,137.62,170.12,220.59,
446.61,98.10,71.62,65.17,97.10,138.30,171.02,222.10,
447.03,98.65,71.98,65.47,97.70,139.19,172.08,223.67,
447.45,99.13,72.33,65.80,98.23,140.03,173.13,224.88,
447.87,99.65,72.75,66.07,98.65,140.75,174.06,226.19,
448.30,100.33,73.13,66.51,99.24,141.62,175.25,227.91,
448.72,100.77,73.52,66.89,99.80,142.44,176.29,229.34,
449.14,101.31,73.89,67.18,100.22,143.14,177.27,230.80,
449.56,101.77,74.15,67.39,100.77,143.68,178.19,231.98,
449.99,102.15,74.40,67.61,101.12,144.21,178.91,233.13,
450.41,102.49,74.57,67.64,101.36,144.63,179.41,233.97,
450.83,102.61,74.60,67.65,101.50,144.85,179.67,234.58,
451.25,102.77,74.60,67.68,101.60,144.99,179.92,235.06,
451.67,102.88,74.50,67.64,101.56,144.92,180.04,235.20,
452.10,102.99,74.60,67.68,101.64,145.08,180.19,235.60,
452.52,103.15,74.66,67.84,101.80,145.42,180.54,236.06,
452.94,103.13,74.54,67.84,101.75,145.57,180.79,235.98,
453.36,103.25,74.57,67.83,101.69,145.60,180.98,236.36,
453.78,103.37,74.48,67.69,101.71,145.56,181.02,236.58,
454.20,103.32,74.37,67.67,101.79,145.72,181.10,237.09,
454.63,103.28,74.31,67.57,101.77,145.70,181.12,237.31,
455.05,103.32,74.24,67.40,101.66,145.48,181.11,237.44,
455.47,103.35,74.22,67.40,101.77,145.63,181.34,237.95,
455.89,103.46,74.23,67.45,101.83,145.87,181.65,238.53,
456.31,103.51,74.10,67.38,101.83,145.86,181.80,238.89,
456.74,103.63,74.09,67.44,101.93,145.99,182.08,239.47,
457.16,103.96,74.12,67.60,102.06,146.30,182.53,240.16,
457.58,104.16,74.28,67.63,102.19,146.62,182.93,240.95,
458.00,104.35,74.47,67.81,102.45,147.03,183.44,241.78,
458.42,104.60,74.62,68.00,102.57,147.45,184.05,242.55,
458.84,104.74,74.75,67.99,102.73,147.77,184.53,243.53,
459.27,104.98,74.82,67.96,102.89,148.03,184.83,244.36,
459.69,105.12,74.88,68.02,103.11,148.40,185.13,245.18,
460.11,105.15,74.78,68.09,103.14,148.53,185.43,245.73,
460.53,105.35,74.81,67.98,103.10,148.29,185.52,245.72,
460.95,105.46,74.93,68.06,103.21,148.40,185.74,246.26,
461.37,105.61,74.89,68.15,103.26,148.69,186.09,246.92,
461.79,105.58,74.79,68.04,103.10,148.61,186.07,246.64,
462.22,105.50,74.78,67.93,102.96,148.52,185.97,246.79,
