Date,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,2016/09/21,
Time,16:20:00,16:25:00,16:30:00,16:35:00,16:40:00,16:45:00,16:50:00,16:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),200,200,200,200,200,200,200,200,
Sensor Temp.(deg),25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
754.15,502.88,514.67,505.60,528.73,397.23,423.08,375.92,389.07,
754.56,497.92,506.10,499.28,524.72,392.97,417.51,370.71,384.34,
754.96,490.20,499.31,492.48,519.34,389.62,411.46,366.86,377.33,
755.37,479.40,491.27,483.05,507.25,383.06,405.43,363.43,368.00,
755.78,466.85,478.29,470.51,497.52,368.90,397.28,355.17,356.09,
756.19,451.70,461.79,454.91,481.51,357.69,386.12,344.39,343.02,
756.60,433.57,445.06,440.93,461.62,343.91,374.26,332.88,331.96,
757.01,412.39,426.22,421.61,437.74,328.99,356.18,317.47,317.47,
757.42,391.37,404.76,400.14,416.29,309.68,334.60,299.99,300.91,
757.83,368.98,380.54,377.77,393.95,292.23,315.81,279.74,284.83,
758.24,347.29,358.42,356.56,371.86,277.74,294.43,264.29,268.00,
758.65,324.87,333.24,334.63,348.11,260.27,276.07,247.72,248.65,
759.06,304.26,310.32,310.32,330.35,244.62,259.99,231.11,230.17,
759.47,285.13,288.87,288.87,308.03,230.91,242.12,214.08,215.95,
759.88,267.37,271.59,272.53,287.07,216.71,229.38,200.76,204.52,
760.29,250.70,255.40,254.93,270.45,201.78,213.54,187.20,190.96,
760.70,237.42,242.13,241.19,255.32,189.84,202.56,178.06,179.01,
761.11,226.22,236.14,230.95,243.23,178.52,194.58,169.55,173.33,
761.52,220.08,230.02,225.76,238.07,172.75,186.95,165.65,167.55,
761.92,219.28,227.35,227.35,235.42,172.29,187.48,164.70,167.07,
762.33,222.59,229.73,227.35,235.91,175.03,188.82,165.04,169.80,
762.74,229.10,236.74,233.39,242.46,180.42,191.87,168.01,176.60,
763.15,239.51,245.25,243.33,254.81,189.31,199.83,174.02,184.53,
763.56,253.42,258.21,256.78,270.19,203.12,211.74,184.92,193.06,
763.97,267.88,275.58,272.69,284.72,215.94,225.08,200.55,202.96,
764.38,285.12,292.84,289.94,305.38,224.82,242.67,215.65,213.24,
764.79,301.32,309.55,308.10,324.06,239.41,257.31,229.74,227.81,
765.20,319.96,328.70,330.16,340.84,252.47,276.26,246.16,244.70,
765.61,337.82,347.06,349.01,358.26,266.75,290.60,258.47,259.45,
766.02,354.38,365.59,367.05,377.29,280.29,301.74,271.03,272.98,
766.43,370.92,382.16,384.12,396.34,294.69,315.70,281.49,288.82,
766.83,388.55,401.30,401.30,415.04,312.51,328.20,295.83,300.73,
767.24,404.15,413.00,416.44,431.19,324.99,340.73,307.78,310.73,
767.65,417.96,426.34,427.82,450.49,337.13,355.36,317.41,318.40,
768.06,431.43,439.34,438.84,462.07,347.91,365.70,325.67,329.63,
768.47,443.11,451.03,450.54,473.81,358.95,376.27,334.69,337.66,
768.88,453.11,461.55,460.56,483.88,365.77,382.14,340.95,345.42,
769.29,461.83,471.79,469.80,490.22,369.66,389.59,349.23,350.23,
769.70,466.98,481.98,477.48,497.48,370.48,397.48,356.49,356.99,
770.11,474.78,487.81,483.80,505.36,373.50,400.08,361.97,360.97,
770.52,479.83,493.41,490.89,508.49,377.72,406.39,365.15,367.16,
770.92,483.51,496.62,492.08,510.23,380.66,409.40,367.55,368.05,
771.33,486.11,499.74,493.18,511.35,384.14,410.39,365.97,372.53,
771.74,487.94,499.56,493.50,513.22,384.28,409.56,364.56,373.66,
772.15,489.89,500.54,494.45,516.26,387.95,411.28,366.15,374.26,
772.56,490.35,502.05,495.94,514.76,389.12,413.54,370.30,372.34,
772.97,490.58,499.75,495.17,519.62,384.11,415.70,370.87,370.87,
773.38,491.66,498.30,495.75,520.28,385.36,418.06,371.04,373.09,
773.79,492.85,498.49,500.03,516.95,386.18,421.05,373.35,376.94,
774.19,493.18,499.87,499.87,515.81,386.73,419.13,373.36,377.99,
774.60,493.18,501.44,500.92,517.43,384.33,416.32,372.47,378.66,
775.01,493.98,500.70,500.70,517.77,383.80,416.39,369.84,381.22,
775.42,494.94,502.20,500.64,520.88,388.06,414.00,373.02,380.28,
775.83,495.90,500.06,501.10,522.44,389.75,413.16,371.53,380.90,
776.24,495.49,498.62,496.54,525.74,390.66,415.17,368.75,377.10,
776.65,495.46,498.08,494.94,523.19,395.01,414.37,367.28,377.75,
777.05,494.00,497.68,495.05,523.90,396.99,412.72,368.67,379.68,
777.46,493.17,498.43,496.85,524.19,396.43,410.10,368.04,378.03,
777.87,492.49,500.40,496.71,524.13,395.47,411.29,370.16,374.90,
778.28,491.26,503.94,497.07,523.48,390.90,412.55,370.29,373.99,
778.69,491.08,504.31,496.91,522.31,389.48,409.59,370.43,374.13,
779.10,490.55,507.01,501.17,521.34,390.21,413.57,372.16,376.41,
779.50,488.76,507.39,497.28,519.10,390.79,412.62,370.56,375.35,
779.91,487.42,508.22,497.02,516.75,388.76,409.03,367.97,376.50,
780.32,487.29,503.87,495.85,517.25,387.80,407.59,366.40,378.71,
780.73,488.05,501.47,496.10,518.65,390.87,409.12,366.71,377.45,
781.14,484.55,501.24,494.24,516.85,390.33,411.33,369.87,374.18,
781.55,482.21,500.55,491.92,519.43,384.04,412.09,368.94,372.18,
781.95,481.65,497.33,490.30,516.25,383.81,412.46,369.75,370.83,
782.36,480.95,497.74,493.41,511.28,383.46,415.96,373.17,373.71,
782.77,479.24,497.67,492.79,510.14,380.03,412.56,372.98,373.53,
783.18,481.49,498.34,492.90,508.66,375.52,411.93,371.71,372.26,
783.59,480.91,495.62,490.72,507.60,374.16,411.20,367.63,374.16,
784.00,480.17,494.36,489.99,508.00,375.95,408.69,369.40,373.77,
784.40,478.85,489.24,490.89,508.94,374.32,407.70,368.85,373.77,
784.81,478.56,484.59,485.68,510.90,374.95,406.75,366.18,367.83,
785.22,476.63,479.92,480.47,506.80,374.61,402.58,362.54,368.58,
785.63,474.86,476.50,480.35,505.05,373.85,400.20,362.87,367.26,
786.04,473.74,474.84,478.69,504.52,373.17,398.45,360.53,366.57,
786.44,471.21,473.41,476.70,500.32,371.80,397.07,360.27,360.82,
786.85,467.92,476.70,473.41,497.54,364.79,394.41,360.95,361.50,
787.26,468.44,473.93,472.83,497.00,364.10,390.46,360.25,359.16,
787.67,468.42,470.62,474.47,492.64,364.94,392.46,361.08,359.98,
788.08,468.06,470.83,470.27,489.06,366.38,390.15,356.99,358.65,
788.48,467.23,468.89,467.23,484.99,364.57,385.10,352.92,358.47,
788.89,465.06,463.95,465.06,483.46,363.57,382.53,346.84,358.00,
789.30,462.12,463.24,463.81,484.02,367.79,382.95,344.77,355.43,
789.71,459.84,462.66,462.10,482.46,368.21,382.91,347.85,350.67,
790.12,459.12,460.82,458.55,483.01,364.68,384.59,348.18,347.61,
790.52,457.87,458.44,457.87,479.62,365.72,384.61,346.26,346.84,
790.93,455.95,458.83,461.13,475.52,365.56,389.74,350.02,349.45,
791.34,454.03,460.40,460.98,473.72,363.68,387.43,349.21,348.05,
791.75,454.45,462.59,461.43,471.32,361.35,385.79,349.13,347.96,
792.15,452.59,464.87,461.94,472.47,359.61,385.93,344.99,349.09,
792.56,450.73,467.77,461.90,474.24,361.99,383.74,346.72,348.48,
792.97,451.05,464.04,464.04,474.67,361.90,383.75,344.78,344.78,
793.38,451.36,462.62,460.84,479.20,363.70,385.02,342.37,341.19,
793.78,449.33,461.78,460.01,476.60,365.16,384.13,338.48,342.63,
794.19,449.42,458.30,461.26,478.44,364.16,382.51,339.29,343.43,
794.60,449.92,459.39,462.94,481.89,365.26,381.25,338.03,344.54,
795.01,446.80,461.58,462.76,481.08,365.24,383.57,342.79,342.79,
795.42,447.15,465.36,462.42,482.99,358.42,384.28,345.50,343.15,
795.82,446.74,463.68,463.10,482.95,357.98,380.17,345.13,343.38,
796.23,449.36,463.87,466.77,481.87,358.21,382.01,344.86,346.02,
796.64,449.84,464.83,463.68,480.40,358.72,381.21,344.88,346.03,
797.05,451.54,465.86,463.57,480.19,357.56,377.62,342.09,347.82,
797.45,452.26,462.50,462.50,480.70,356.69,374.89,337.34,349.29,
797.86,452.23,462.40,461.84,483.88,361.22,375.91,338.04,348.22,
798.27,450.96,460.52,459.95,484.69,362.11,376.73,341.87,346.37,
798.67,453.17,458.20,458.76,488.38,360.97,378.30,341.42,344.21,
799.08,452.59,456.48,457.03,486.46,361.52,378.18,338.75,345.41,
799.49,451.69,459.42,462.18,481.51,361.68,382.12,343.46,348.98,
799.90,451.88,461.21,461.76,479.33,359.63,379.95,344.26,349.20,
800.30,452.11,464.12,461.94,477.23,359.29,381.13,344.00,348.37,
800.71,450.15,464.27,460.46,476.21,355.67,381.19,343.18,350.78,
801.12,451.42,464.92,460.60,477.88,357.47,378.53,345.05,349.37,
801.53,452.98,461.58,461.58,476.62,358.41,377.75,343.36,349.27,
801.93,454.39,459.74,458.13,479.01,360.19,381.06,343.06,346.81,
802.34,453.77,460.17,456.44,476.17,360.46,380.72,341.80,348.73,
802.75,452.82,458.66,456.54,476.71,360.98,378.50,342.40,349.83,
803.15,453.47,458.76,456.65,479.40,362.99,379.92,341.82,349.76,
803.56,451.72,461.22,455.94,479.16,364.65,382.59,345.65,348.29,
803.97,450.24,463.36,457.06,479.10,359.46,384.65,347.91,347.39,
804.38,451.90,461.81,457.64,477.96,358.60,381.02,347.66,347.14,
804.78,453.60,462.41,461.89,477.45,358.21,386.21,350.44,349.40,
805.19,453.05,463.36,460.27,476.24,360.27,387.08,350.48,349.97,
805.60,454.62,463.33,458.72,476.12,358.37,383.46,346.60,351.21,
806.00,454.26,460.36,456.80,477.15,358.12,380.50,341.84,352.52,
806.41,452.11,459.19,455.14,480.94,359.56,379.29,340.85,349.96,
806.82,450.61,459.16,453.12,479.77,360.08,379.19,341.98,346.50,
807.22,450.87,455.87,450.37,480.39,357.79,379.31,340.28,342.78,
807.63,449.44,452.42,447.44,478.30,357.36,378.26,337.45,340.93,
808.04,444.20,451.12,448.15,473.88,354.67,379.40,337.85,341.31,
808.44,439.40,448.74,445.79,469.90,350.34,373.46,332.62,339.02,
808.85,437.85,447.17,443.73,465.31,345.67,370.68,329.98,335.86,
809.26,432.28,443.99,439.59,460.09,338.60,365.43,324.45,334.21,
809.67,430.24,440.44,435.10,455.98,333.61,358.86,322.44,329.24,
810.07,425.51,432.28,429.86,451.16,330.63,354.35,315.62,325.79,
810.48,420.39,424.26,420.87,446.48,328.10,351.29,310.70,316.98,
810.89,411.09,417.84,412.54,435.67,321.93,342.66,303.62,312.78,
811.29,403.29,409.05,404.73,428.76,314.84,334.55,296.58,306.67,
811.70,393.02,398.78,397.34,421.34,310.96,328.24,290.33,300.41,
812.11,384.75,391.46,389.54,411.58,305.69,322.46,288.44,291.79,
812.51,377.20,386.28,383.41,401.58,295.45,317.92,284.93,285.89,
812.92,370.05,376.25,376.25,393.87,289.09,310.05,280.04,279.56,
813.32,363.51,369.20,372.52,385.34,283.31,307.51,274.77,275.71,
813.73,355.40,365.34,364.87,376.23,277.79,300.03,270.22,271.17,
814.14,351.00,360.44,359.02,367.99,271.27,291.09,262.78,267.50,
814.54,347.31,352.48,351.07,362.82,267.41,285.27,255.19,264.59,
814.95,341.28,347.84,346.43,359.54,267.32,280.89,252.34,259.36,
815.36,337.50,343.56,341.23,355.21,263.85,278.30,252.19,253.59,
815.76,334.04,339.61,336.83,354.48,262.03,276.90,249.95,249.48,
816.17,332.86,337.95,333.32,352.30,261.56,275.45,248.60,247.21,
816.58,331.38,339.21,334.61,348.89,260.40,276.53,249.80,249.34,
816.98,330.16,339.34,334.29,347.61,259.90,274.14,249.80,250.72,
817.39,332.40,340.19,335.15,347.97,259.60,275.17,251.82,251.36,
817.79,333.66,345.97,335.94,349.62,256.63,276.69,251.16,252.98,
818.20,335.29,347.09,338.01,352.99,256.35,275.86,253.62,254.53,
818.61,337.51,346.09,339.77,355.13,258.89,276.51,253.47,256.63,
819.01,338.56,347.11,339.01,358.37,260.22,278.23,253.92,253.92,
819.42,337.71,347.11,339.05,357.41,260.22,276.79,253.06,256.64,
819.83,338.22,345.79,340.00,358.71,259.79,275.83,251.77,257.12,
820.23,337.40,345.83,340.95,360.93,263.26,277.46,253.05,257.04,
820.64,335.46,348.28,342.53,361.10,263.86,280.66,255.46,256.35,
821.04,336.90,350.98,343.50,362.85,260.37,283.25,258.18,258.18,
821.45,338.63,350.45,345.64,364.47,263.72,283.43,258.90,260.21,
821.86,340.63,352.84,350.66,365.05,266.05,288.72,261.25,262.99,
822.26,342.58,355.60,352.56,365.59,265.72,290.04,262.69,265.72,
822.67,345.78,358.33,355.30,367.42,266.58,289.95,262.25,267.88,
823.07,348.60,358.51,356.36,370.14,267.16,290.86,259.40,268.88,
823.48,349.15,360.73,356.44,373.60,270.65,291.24,260.36,268.51,
823.89,350.97,359.51,356.52,374.88,271.98,292.48,263.44,267.71,
824.29,353.06,360.29,355.61,378.16,274.79,294.79,263.73,265.44,
824.70,354.31,359.82,356.01,378.02,276.42,296.32,263.72,266.26,
825.10,354.59,360.91,358.80,376.49,277.94,299.42,266.99,269.94,
825.51,356.19,363.32,360.81,377.59,280.25,299.55,268.93,271.44,
825.91,359.20,366.30,362.54,378.41,281.93,302.81,270.65,271.91,
826.32,360.28,370.25,363.19,380.23,279.66,303.77,270.52,275.09,
826.73,363.69,371.96,365.76,383.13,280.94,302.45,273.49,275.15,
827.13,365.92,372.10,368.80,383.64,283.51,304.93,274.03,275.68,
827.54,366.51,371.84,367.33,387.03,284.01,307.00,274.16,273.75,
827.94,366.32,372.45,367.14,385.53,283.73,305.40,272.69,275.97,
828.35,365.71,369.37,366.93,385.26,285.48,303.40,270.82,275.30,
828.75,364.67,368.72,366.70,386.57,287.60,303.42,270.56,274.21,
829.16,360.72,370.42,366.78,384.56,288.42,304.98,272.66,272.66,
829.57,362.30,373.17,369.14,386.05,286.62,306.75,274.94,272.93,
829.97,363.02,372.65,370.64,386.29,288.01,308.47,276.38,272.77,
830.38,365.57,373.96,374.76,387.15,288.86,313.64,278.48,276.48,
830.78,366.66,376.22,376.22,388.16,289.03,314.51,279.48,280.67,
831.19,371.18,379.91,379.12,389.84,289.80,313.62,279.87,283.05,
831.59,373.97,381.09,380.69,393.34,290.56,314.67,279.09,285.81,
832.00,376.13,384.40,383.61,397.79,293.81,315.47,282.00,287.90,
832.40,379.11,385.00,386.17,401.09,296.69,317.89,286.10,288.06,
832.81,382.63,386.15,385.37,406.08,300.17,320.88,288.44,287.66,
833.21,384.34,387.45,386.67,409.23,303.03,322.87,289.03,290.20,
833.62,386.45,390.32,389.94,409.30,304.75,325.27,292.74,294.68,
834.02,389.19,393.05,391.50,411.95,307.42,325.93,293.92,297.00,
834.43,391.70,397.46,394.38,413.20,309.52,329.49,296.84,298.00,
834.83,393.96,402.38,397.02,416.53,307.90,332.38,297.96,302.17,
835.24,399.50,404.84,399.12,420.85,309.54,332.79,302.29,304.58,
835.64,402.07,405.49,402.45,423.33,312.47,336.39,303.74,307.53,
836.05,404.20,408.36,402.69,427.64,314.96,337.65,304.76,307.40,
836.45,405.12,411.90,403.99,429.24,316.93,336.91,304.12,311.28,
836.86,407.04,412.67,406.66,432.19,319.55,337.19,304.53,311.66,
837.26,408.22,415.32,408.97,435.14,322.99,339.06,305.42,312.15,
837.67,406.88,418.05,409.86,435.17,325.36,342.48,308.60,311.58,
838.07,408.40,419.53,412.11,438.82,326.05,345.34,311.59,311.59,
838.48,409.97,420.68,414.03,439.51,327.24,348.29,311.72,313.20,
838.88,411.53,422.20,419.99,439.85,327.68,352.32,313.71,316.65,
839.29,412.86,424.96,422.03,439.63,328.53,352.73,314.96,320.46,
839.69,416.53,427.49,423.84,440.65,328.84,352.23,314.96,321.53,
840.10,418.27,429.18,424.45,442.28,327.34,353.17,313.16,322.98,
840.50,419.27,429.41,425.06,444.99,329.40,352.23,316.71,324.69,
840.91,419.44,428.11,425.58,446.15,331.73,353.03,318.73,323.43,
841.31,421.43,427.54,425.03,449.48,332.61,354.19,318.95,322.55,
841.72,422.37,428.11,425.24,449.98,333.45,355.32,318.03,323.05,
842.12,422.49,428.21,427.14,448.23,334.20,354.58,320.26,325.27,
842.53,422.79,429.20,426.70,448.08,334.45,353.69,319.85,325.91,
842.93,423.94,431.04,427.13,447.37,334.11,355.77,322.39,325.59,
843.34,423.21,434.19,427.11,448.71,331.84,358.05,324.40,327.59,
843.74,426.22,434.34,428.69,449.88,332.29,355.95,325.93,327.70,
844.15,426.46,434.55,429.63,450.03,331.81,357.84,326.18,328.99,
844.55,427.58,434.25,427.94,452.49,333.23,357.78,326.21,327.27,
844.95,427.48,434.83,426.43,452.32,333.38,355.77,324.98,327.78,
845.36,426.80,432.37,424.36,452.58,332.38,353.63,322.62,326.46,
845.76,424.67,431.26,422.94,452.08,335.85,353.54,322.67,324.40,
846.17,422.47,429.39,423.17,451.17,336.73,354.02,323.94,322.21,
846.57,421.36,429.96,422.39,451.31,333.92,353.89,322.90,320.84,
846.98,420.45,428.34,421.48,448.90,334.10,353.63,321.42,319.71,
847.38,419.30,427.15,422.71,445.91,332.99,355.16,321.39,319.68,
847.79,417.86,426.69,421.26,444.36,332.25,353.31,320.70,320.36,
848.19,417.49,426.96,420.87,442.87,330.54,352.19,318.02,320.05,
848.59,416.94,425.70,419.97,441.54,328.63,351.55,315.48,319.87,
849.00,415.02,424.42,417.70,441.88,329.73,348.87,315.29,319.66,
849.40,414.41,420.43,415.75,440.83,328.12,346.85,313.07,316.74,
849.81,412.54,417.54,411.88,441.53,327.23,346.56,311.57,313.91,
850.21,411.22,414.87,409.23,438.13,326.19,344.12,309.58,313.23,
850.61,407.74,412.04,407.41,433.20,324.07,341.27,308.86,313.82,
851.02,404.80,410.39,404.47,429.48,322.19,338.65,307.06,311.99,
851.42,402.84,409.40,402.84,426.77,320.57,338.92,307.46,310.74,
851.83,400.49,409.96,401.47,424.34,315.23,337.77,307.39,311.31,
852.23,399.97,408.43,400.62,424.05,314.38,335.21,307.87,310.15,
852.63,399.60,407.06,401.55,423.60,313.97,337.65,307.49,310.40,
853.04,400.23,406.37,399.90,425.79,312.55,337.13,306.72,310.28,
853.44,400.38,407.48,399.74,425.23,312.95,334.57,305.21,311.66,
853.85,400.65,405.47,399.36,425.41,313.51,334.73,304.19,311.58,
854.25,400.00,407.38,400.65,426.61,316.35,335.26,305.45,311.22,
854.65,398.02,407.29,400.58,426.13,316.88,336.37,307.94,310.18,
855.06,399.74,407.70,402.29,427.45,316.93,338.27,309.92,308.96,
855.46,400.35,407.98,403.85,428.95,318.69,340.62,310.11,309.48,
855.86,402.15,409.76,407.54,429.41,320.39,344.16,311.52,312.15,
856.27,403.21,411.75,409.54,431.04,320.67,344.71,312.76,314.03,
856.67,407.08,415.28,411.81,432.64,321.56,345.86,313.35,315.56,
857.08,408.85,418.62,414.21,435.33,321.53,348.32,313.02,317.75,
857.48,410.36,421.06,417.28,438.37,325.08,348.05,315.01,319.10,
857.88,412.82,421.61,418.79,441.70,327.12,349.09,315.50,319.27,
858.29,415.62,422.51,418.13,445.06,328.55,351.73,315.71,317.90,
858.69,416.62,424.12,418.18,446.02,330.60,352.18,315.90,319.66,
859.09,417.60,424.46,420.40,444.73,332.14,351.17,317.80,321.23,
859.50,418.17,424.70,420.66,444.91,332.67,351.95,318.06,321.79,
859.90,417.66,426.96,421.07,443.39,332.70,352.85,319.68,321.23,
860.30,418.33,428.22,421.11,444.30,330.52,354.02,321.24,323.41,
860.71,420.12,426.59,421.35,445.08,331.04,354.46,321.79,323.64,
861.11,420.50,425.42,422.04,445.07,329.58,355.69,321.29,324.05,
861.51,419.40,424.91,418.48,444.51,328.18,354.81,319.91,323.58,
861.92,418.26,423.75,416.43,441.75,327.04,351.45,317.89,323.69,
862.32,416.40,421.27,414.58,439.82,325.46,348.57,314.51,321.20,
862.72,413.55,419.01,412.94,438.43,325.56,347.10,312.82,318.28,
863.13,409.42,415.78,410.33,435.45,325.30,345.88,313.20,315.62,
863.53,408.68,413.20,407.77,434.33,322.96,345.29,311.79,313.60,
863.93,406.82,410.44,406.82,432.14,322.14,345.05,310.69,312.20,
864.34,403.79,408.90,408.60,429.04,320.80,344.86,311.18,312.99,
864.74,401.89,407.88,406.98,426.17,319.17,341.95,311.38,312.88,
865.14,401.38,407.95,405.56,425.58,317.69,341.90,309.62,310.82,
865.54,399.97,408.02,405.04,425.92,314.97,341.81,306.91,310.19,
865.95,398.99,407.61,404.64,427.25,315.08,339.78,307.64,309.73,
866.35,399.21,405.45,403.96,427.11,315.21,339.85,307.50,307.20,
866.75,399.34,404.97,402.30,428.67,315.80,338.31,306.91,305.13,
867.16,398.47,404.39,401.43,427.15,316.89,337.28,305.95,306.24,
867.56,398.98,404.29,403.70,425.52,317.59,336.47,306.98,306.68,
867.96,399.38,404.97,403.79,425.85,318.80,336.44,307.33,306.15,
868.36,400.06,406.52,404.76,426.17,319.99,338.47,308.85,306.79,
868.77,399.90,409.85,406.34,427.11,318.58,340.52,311.55,310.09,
869.17,403.38,410.97,408.05,429.36,319.61,342.37,313.19,311.14,
869.57,405.61,412.88,411.43,430.65,320.29,344.75,314.76,312.14,
869.98,406.29,414.13,410.36,433.30,321.49,345.30,315.10,313.65,
870.38,407.95,416.07,410.85,433.16,321.61,344.79,314.08,314.95,
870.78,409.51,416.46,410.96,434.68,321.02,345.60,312.34,314.94,
871.18,409.22,417.02,411.53,434.62,322.93,345.16,311.97,314.28,
871.59,407.40,416.33,411.43,433.03,323.91,345.21,314.12,313.54,
871.99,408.53,416.29,411.12,432.95,323.49,346.48,313.73,312.00,
872.39,409.00,415.88,411.29,432.52,323.53,346.47,312.34,311.77,
872.79,408.81,415.40,413.39,431.72,322.64,347.83,313.19,312.91,
873.20,408.20,416.78,413.63,431.64,321.87,346.17,313.01,313.30,
873.60,408.88,417.44,414.02,431.14,320.43,346.40,312.16,312.44,
874.00,408.55,418.52,413.11,431.34,318.24,346.16,310.26,314.53,
874.40,408.26,418.22,413.38,432.73,318.36,344.25,312.10,314.66,
874.80,408.97,416.07,412.38,433.10,318.44,344.55,311.34,313.33,
875.21,409.64,415.02,411.06,434.55,318.48,343.40,309.14,311.41,
875.61,407.95,415.00,408.79,433.64,318.45,342.17,307.16,312.52,
876.01,406.87,413.06,410.53,431.93,318.17,340.42,306.63,312.54,
876.41,406.54,412.99,408.78,431.52,319.22,339.15,305.46,311.92,
876.82,403.70,412.94,407.90,428.90,319.43,338.47,305.99,311.31,
877.22,402.40,414.13,407.71,428.93,317.51,339.29,308.02,313.32,
877.62,403.71,412.62,407.05,429.34,316.78,338.79,307.59,312.88,
878.02,404.44,411.67,407.50,428.62,316.05,340.23,307.43,313.82,
878.42,403.13,411.17,405.63,428.36,315.24,339.36,306.65,314.69,
878.82,401.97,412.20,404.74,426.86,314.06,337.84,305.21,315.17,
879.23,402.26,410.25,403.36,425.97,312.38,336.91,302.73,314.31,
879.63,400.85,409.92,402.22,426.14,313.97,335.69,302.70,313.14,
880.03,399.55,408.32,402.56,424.78,314.26,336.20,304.67,311.25,
880.43,400.03,407.69,401.67,425.19,313.63,337.42,304.06,308.98,
880.83,400.36,406.09,401.18,424.09,313.36,337.09,302.72,307.91,
881.24,399.34,405.05,402.87,422.19,313.10,338.40,304.94,309.02,
881.64,397.68,404.46,403.10,420.74,312.77,336.64,305.18,308.43,
882.04,398.40,405.17,402.19,418.96,312.66,337.01,305.90,307.53,
882.44,398.24,405.53,401.75,419.29,309.47,337.53,304.89,307.85,
882.84,397.99,404.72,401.76,420.59,309.73,336.37,305.15,307.30,
883.24,398.41,402.16,400.82,420.67,309.60,335.90,304.24,305.31,
883.65,398.62,401.56,399.42,422.16,310.06,335.48,303.11,303.64,
884.05,396.62,401.42,397.95,421.16,310.20,333.94,301.67,303.80,
884.45,395.76,400.28,398.68,419.96,310.38,332.19,299.74,302.94,
884.85,395.07,399.58,397.73,418.95,311.23,331.40,299.82,302.21,
885.25,391.48,399.69,397.04,417.42,312.07,331.66,300.69,300.96,
885.65,391.03,400.54,397.10,416.92,310.71,332.11,301.20,300.93,
886.05,391.19,399.63,396.73,417.57,310.74,331.84,300.45,299.66,
886.46,391.06,398.70,396.59,416.08,310.48,332.87,300.74,299.95,
886.86,389.59,398.79,395.11,416.93,309.41,332.02,299.95,300.21,
887.26,389.97,399.42,393.91,415.95,308.62,329.87,297.60,299.96,
887.66,390.48,398.34,392.57,415.63,306.35,329.94,294.56,299.28,
888.06,389.36,397.74,391.20,415.55,306.88,328.88,294.58,298.77,
888.46,387.06,396.21,390.19,414.24,306.30,327.47,295.06,297.15,
888.86,386.89,393.93,388.97,413.50,305.23,327.41,293.49,294.27,
889.26,385.46,391.45,388.33,411.51,304.46,326.86,291.70,293.26,
889.66,382.68,389.18,388.66,407.89,302.61,326.26,292.21,292.47,
890.07,379.42,387.20,385.65,404.84,300.06,322.88,289.69,290.73,
890.47,378.15,385.14,383.59,401.45,298.43,320.95,289.12,288.34,
890.87,374.96,383.48,380.64,398.20,294.13,318.15,286.64,287.16,
891.27,373.07,379.77,376.68,395.74,290.88,313.56,284.70,284.44,
891.67,368.69,373.58,371.78,392.08,286.73,309.60,281.60,281.08,
892.07,364.19,367.78,365.47,387.52,282.95,304.48,276.80,276.54,
892.47,357.34,362.97,359.64,381.37,278.61,298.81,270.44,273.76,
892.87,351.36,355.45,353.41,373.31,274.05,292.68,264.35,268.95,
893.27,343.78,348.88,346.84,366.72,270.64,286.70,259.94,262.74,
893.67,335.18,342.05,340.27,357.32,266.46,280.97,256.28,256.54,
894.07,328.31,336.19,333.65,350.17,258.94,276.73,251.83,251.83,
894.47,321.72,328.32,327.30,342.29,254.17,270.93,245.80,245.54,
894.87,315.60,321.44,321.18,334.37,248.12,266.13,241.77,240.76,
895.27,307.81,314.40,311.61,327.06,242.70,259.42,235.86,235.86,
895.67,302.02,308.60,303.54,318.71,236.76,252.69,229.42,230.44,
896.08,295.91,301.47,296.41,311.07,230.71,246.38,222.62,224.65,
896.48,288.72,295.03,289.73,304.62,227.14,240.01,218.05,219.06,
896.88,281.77,287.82,282.52,297.14,222.04,235.14,212.46,213.47,
897.28,276.44,281.73,276.44,290.80,218.03,232.13,207.71,206.70,
897.68,271.53,275.81,271.78,284.10,213.96,228.54,202.39,202.39,
898.08,266.86,271.12,269.37,278.91,211.13,225.69,200.08,199.83,
898.48,263.51,267.77,265.51,274.29,208.35,221.89,197.82,196.81,
898.88,261.54,266.55,263.79,270.55,205.98,220.74,197.22,194.47,
899.28,259.68,266.42,262.67,269.41,202.25,219.73,196.50,195.26,
899.68,260.67,265.40,262.41,271.63,201.36,217.55,196.62,195.62,
900.08,261.65,263.89,263.39,272.84,202.21,218.13,196.24,195.24,
900.48,263.11,265.09,262.86,274.77,203.54,218.68,197.08,196.09,
900.88,264.78,267.26,264.04,276.42,205.34,218.96,197.41,199.39,
901.28,267.46,269.44,267.46,278.84,208.33,220.20,197.94,201.40,
901.68,269.74,272.46,270.97,281.85,211.39,222.51,199.52,203.97,
902.08,270.90,275.84,273.86,283.74,214.59,225.71,203.98,205.95,
