Date,2016/03/18,2016/03/18,2016/03/18,2016/03/18,2016/03/18,2016/03/18,2016/03/18,2016/03/18,2016/03/18,
294.30,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
294.74,0.14,-0.01,0.09,0.01,0.01,-0.01,0.06,0.09,0.04,
295.17,0.14,-0.07,0.07,0.02,0.01,0.05,0.08,0.01,-0.01,
295.61,0.15,-0.05,0.01,0.01,0.01,0.01,0.05,0.01,-0.04,
296.04,0.18,-0.01,0.10,0.08,0.02,0.02,0.05,0.05,-0.01,
296.47,0.10,0.02,0.15,0.07,0.03,0.07,0.13,0.04,-0.07,
296.91,0.07,0.05,0.20,0.07,0.07,0.08,0.19,0.12,-0.01,
297.34,0.13,0.05,0.20,0.10,0.09,0.10,0.20,0.17,-0.05,
297.78,0.11,0.00,0.28,0.14,0.04,0.11,0.22,0.22,-0.02,
298.21,0.10,0.01,0.24,0.15,0.02,0.08,0.25,0.22,0.12,
298.65,0.22,0.12,0.22,0.14,0.02,0.09,0.25,0.13,0.11,
299.08,0.23,0.16,0.19,0.10,0.02,0.14,0.22,0.06,0.14,
299.51,0.23,0.17,0.25,0.08,0.05,0.18,0.22,0.07,0.13,
299.95,0.28,0.29,0.28,0.10,0.08,0.20,0.26,0.24,0.17,
300.38,0.31,0.32,0.28,0.15,0.09,0.22,0.31,0.26,0.17,
300.82,0.24,0.35,0.37,0.18,0.10,0.34,0.27,0.28,0.26,
301.25,0.26,0.42,0.38,0.21,0.14,0.33,0.28,0.36,0.31,
301.68,0.31,0.53,0.45,0.24,0.20,0.36,0.29,0.45,0.39,
302.12,0.31,0.61,0.47,0.27,0.26,0.43,0.32,0.49,0.41,
302.55,0.42,0.60,0.54,0.26,0.31,0.46,0.38,0.48,0.42,
302.99,0.53,0.65,0.60,0.28,0.38,0.50,0.40,0.57,0.48,
303.42,0.54,0.69,0.67,0.31,0.40,0.53,0.47,0.63,0.52,
303.85,0.58,0.78,0.78,0.34,0.44,0.59,0.56,0.72,0.53,
304.29,0.70,0.89,0.78,0.35,0.48,0.65,0.61,0.67,0.48,
304.72,0.71,0.97,0.96,0.37,0.56,0.74,0.70,0.69,0.46,
305.15,0.70,1.03,1.09,0.43,0.62,0.85,0.79,0.78,0.53,
305.59,0.81,1.18,1.30,0.52,0.73,0.95,0.91,0.96,0.60,
306.02,0.94,1.36,1.42,0.65,0.86,1.05,1.06,1.14,0.72,
306.46,1.01,1.45,1.69,0.82,0.95,1.19,1.20,1.24,0.85,
306.89,1.16,1.69,1.99,0.97,1.12,1.35,1.33,1.50,0.98,
307.32,1.36,2.03,2.28,1.12,1.27,1.48,1.53,1.64,1.20,
307.76,1.52,2.34,2.62,1.24,1.42,1.70,1.70,1.87,1.34,
308.19,1.72,2.59,2.97,1.36,1.55,1.90,1.93,2.02,1.52,
308.62,1.95,2.88,3.39,1.49,1.77,2.10,2.17,2.28,1.89,
309.06,2.15,3.26,3.81,1.68,1.94,2.32,2.42,2.59,2.12,
309.49,2.45,3.61,4.22,1.91,2.15,2.59,2.72,2.86,2.40,
309.92,2.78,3.97,4.64,2.14,2.36,2.93,2.99,3.11,2.61,
310.35,3.10,4.41,5.09,2.36,2.63,3.20,3.28,3.40,2.99,
310.79,3.38,4.86,5.65,2.61,2.91,3.57,3.56,3.78,3.37,
311.22,3.72,5.31,6.17,2.85,3.21,3.93,3.81,4.20,3.74,
311.65,4.05,5.81,6.73,3.14,3.60,4.31,4.24,4.66,4.16,
312.09,4.34,6.27,7.23,3.38,3.88,4.69,4.63,5.14,4.44,
312.52,4.69,6.76,7.91,3.67,4.19,5.13,5.03,5.65,4.89,
312.95,5.05,7.31,8.54,3.92,4.55,5.54,5.50,6.09,5.32,
313.38,5.47,7.81,9.18,4.18,4.92,5.99,5.96,6.49,5.70,
313.82,5.85,8.31,9.86,4.44,5.25,6.43,6.44,6.95,6.10,
314.25,6.21,8.85,10.56,4.73,5.63,6.93,6.89,7.39,6.52,
314.68,6.60,9.44,11.19,5.05,6.04,7.40,7.38,8.03,7.01,
315.12,6.96,10.05,11.84,5.40,6.44,7.92,7.94,8.56,7.34,
315.55,7.29,10.66,12.50,5.75,6.81,8.46,8.45,9.12,7.81,
315.98,7.74,11.35,13.25,6.13,7.28,9.05,9.01,9.82,8.33,
316.41,8.18,12.04,14.01,6.50,7.77,9.58,9.55,10.49,8.96,
316.85,8.56,12.57,14.73,6.82,8.21,10.08,10.07,11.18,9.44,
317.28,8.99,13.17,15.51,7.15,8.63,10.61,10.64,11.83,10.00,
317.71,9.46,13.78,16.23,7.48,9.06,11.12,11.24,12.48,10.51,
318.14,9.87,14.38,16.97,7.79,9.43,11.61,11.76,13.11,10.99,
318.57,10.28,14.95,17.69,8.16,9.83,12.12,12.34,13.62,11.56,
319.01,10.82,15.57,18.44,8.50,10.26,12.65,12.90,14.21,12.07,
319.44,11.27,16.26,19.20,8.85,10.68,13.20,13.38,14.79,12.62,
319.87,11.54,16.79,19.90,9.16,11.01,13.70,13.86,15.37,13.15,
320.30,11.95,17.41,20.56,9.55,11.46,14.26,14.43,16.10,13.73,
320.73,12.42,18.12,21.38,9.96,12.00,14.85,15.07,16.85,14.45,
321.17,12.85,18.77,22.26,10.35,12.46,15.47,15.69,17.55,15.13,
321.60,13.51,19.58,23.35,10.90,13.07,16.25,16.48,18.51,15.92,
322.03,14.20,20.55,24.49,11.42,13.73,17.04,17.30,19.46,16.79,
322.46,14.84,21.46,25.62,11.93,14.36,17.78,18.09,20.31,17.59,
322.89,15.42,22.28,26.70,12.36,14.92,18.53,18.89,21.10,18.33,
323.33,16.02,23.34,27.86,12.90,15.56,19.38,19.81,22.01,19.20,
323.76,16.65,24.33,28.95,13.43,16.18,20.15,20.64,22.88,19.98,
324.19,17.27,25.23,30.04,13.96,16.81,20.93,21.46,23.75,20.77,
324.62,17.91,26.11,31.06,14.49,17.43,21.74,22.24,24.57,21.56,
325.05,18.71,27.22,32.36,15.08,18.19,22.62,23.16,25.64,22.48,
325.48,19.32,28.20,33.46,15.63,18.85,23.42,23.96,26.52,23.26,
325.92,19.90,29.02,34.43,16.10,19.49,24.19,24.75,27.48,24.06,
326.35,20.59,29.93,35.55,16.64,20.21,24.99,25.62,28.41,24.93,
326.78,21.13,30.70,36.50,17.05,20.76,25.65,26.33,29.21,25.58,
327.21,21.68,31.43,37.45,17.55,21.25,26.30,27.02,30.03,26.24,
327.64,22.19,32.11,38.25,17.96,21.74,26.84,27.62,30.69,26.84,
328.07,22.59,32.73,38.96,18.25,22.15,27.35,28.09,31.21,27.33,
328.50,22.91,33.21,39.62,18.50,22.50,27.79,28.56,31.63,27.73,
328.93,23.06,33.62,40.08,18.70,22.75,28.11,28.88,32.06,28.10,
329.37,23.28,33.95,40.44,18.89,22.99,28.36,29.14,32.46,28.40,
329.80,23.53,34.19,40.80,19.04,23.23,28.62,29.38,32.79,28.67,
330.23,23.63,34.34,41.02,19.12,23.32,28.81,29.55,32.98,28.76,
330.66,23.90,34.72,41.50,19.34,23.59,29.15,29.90,33.45,29.14,
331.09,24.07,35.01,41.83,19.50,23.77,29.38,30.12,33.76,29.40,
331.52,24.03,35.05,41.97,19.55,23.85,29.46,30.25,33.89,29.57,
331.95,24.04,35.05,41.96,19.57,23.86,29.49,30.31,33.94,29.67,
332.38,24.07,35.07,42.02,19.58,23.93,29.54,30.40,34.03,29.68,
332.81,24.03,35.07,42.01,19.58,23.87,29.53,30.39,34.14,29.77,
333.24,24.00,34.98,41.98,19.56,23.82,29.50,30.37,34.08,29.78,
333.68,24.04,35.02,41.95,19.48,23.82,29.50,30.41,34.04,29.70,
334.11,24.02,35.16,42.03,19.49,23.88,29.59,30.51,34.10,29.78,
334.54,23.98,35.17,42.07,19.48,23.88,29.61,30.50,34.13,29.83,
334.97,24.00,35.19,42.07,19.49,23.88,29.60,30.54,34.24,29.93,
335.40,24.15,35.29,42.23,19.56,24.01,29.71,30.68,34.37,30.04,
335.83,24.20,35.41,42.46,19.68,24.13,29.87,30.82,34.50,30.16,
336.26,24.36,35.66,42.74,19.84,24.26,30.08,31.03,34.78,30.37,
336.69,24.53,35.89,43.04,20.04,24.47,30.28,31.26,35.02,30.66,
337.12,24.68,36.14,43.33,20.17,24.63,30.46,31.46,35.21,30.91,
337.55,24.77,36.40,43.64,20.32,24.78,30.68,31.71,35.44,31.12,
337.98,24.95,36.70,43.89,20.43,24.97,30.92,31.93,35.74,31.28,
338.41,25.12,36.99,44.23,20.56,25.18,31.12,32.17,36.06,31.51,
338.84,25.28,37.20,44.51,20.69,25.26,31.28,32.37,36.21,31.75,
339.27,25.43,37.41,44.71,20.78,25.39,31.45,32.52,36.33,31.81,
339.70,25.66,37.72,45.05,20.96,25.60,31.68,32.77,36.58,32.00,
340.13,25.80,37.93,45.30,21.11,25.76,31.90,32.93,36.80,32.21,
340.56,25.88,38.02,45.51,21.21,25.86,32.03,33.06,36.87,32.38,
340.99,25.95,38.05,45.54,21.28,25.93,32.10,33.16,36.96,32.44,
341.42,25.92,38.09,45.59,21.31,25.99,32.16,33.22,37.03,32.49,
341.85,25.91,38.10,45.61,21.34,25.97,32.17,33.21,37.09,32.51,
342.28,25.90,38.08,45.57,21.30,25.93,32.14,33.20,37.12,32.59,
342.71,25.88,38.04,45.52,21.26,25.90,32.09,33.14,37.01,32.55,
343.14,25.84,38.12,45.56,21.24,25.93,32.13,33.18,37.06,32.61,
343.57,25.80,38.10,45.55,21.20,25.92,32.11,33.19,37.08,32.57,
344.00,25.81,38.02,45.47,21.15,25.89,32.05,33.16,37.04,32.56,
344.43,25.81,37.97,45.53,21.15,25.87,32.08,33.17,37.03,32.63,
344.86,25.77,37.90,45.53,21.13,25.83,32.11,33.13,36.98,32.57,
345.29,25.86,38.04,45.69,21.18,25.89,32.19,33.22,37.15,32.63,
345.72,25.83,38.11,45.77,21.25,25.96,32.26,33.27,37.18,32.72,
346.15,25.86,38.25,45.91,21.28,26.05,32.37,33.37,37.35,32.88,
346.58,25.93,38.39,46.08,21.36,26.14,32.47,33.49,37.54,33.05,
347.01,26.08,38.56,46.24,21.44,26.26,32.62,33.66,37.83,33.17,
347.44,26.25,38.85,46.56,21.61,26.47,32.85,33.90,38.15,33.45,
347.87,26.51,39.06,46.81,21.76,26.64,33.07,34.11,38.39,33.68,
348.30,26.77,39.36,47.09,21.87,26.82,33.33,34.35,38.63,33.88,
348.73,27.00,39.75,47.55,22.07,27.07,33.63,34.71,38.93,34.18,
349.16,27.21,40.07,47.93,22.24,27.28,33.88,34.98,39.24,34.45,
349.59,27.49,40.32,48.25,22.40,27.44,34.09,35.21,39.52,34.64,
350.02,27.48,40.28,48.21,22.41,27.42,34.09,35.19,39.48,34.60,
350.44,27.66,40.64,48.60,22.58,27.64,34.36,35.46,39.78,34.84,
350.87,27.89,40.96,48.95,22.78,27.86,34.61,35.74,40.15,35.08,
351.30,28.08,41.33,49.30,22.99,28.10,34.88,35.99,40.46,35.39,
351.73,28.20,41.59,49.61,23.16,28.31,35.14,36.24,40.72,35.65,
352.16,28.41,41.87,50.00,23.32,28.52,35.41,36.52,41.09,35.93,
352.59,28.60,42.09,50.27,23.43,28.69,35.60,36.73,41.30,36.14,
353.02,28.64,42.13,50.34,23.46,28.72,35.62,36.77,41.34,36.16,
353.45,28.59,42.08,50.30,23.44,28.69,35.57,36.73,41.25,36.13,
353.88,28.57,42.00,50.22,23.37,28.60,35.49,36.68,41.07,35.95,
354.31,28.36,41.81,49.95,23.22,28.38,35.28,36.42,40.77,35.74,
354.73,28.04,41.49,49.57,23.02,28.12,34.98,36.11,40.38,35.44,
355.16,27.76,41.10,49.12,22.82,27.88,34.67,35.77,40.00,35.10,
355.59,27.52,40.72,48.68,22.63,27.66,34.40,35.47,39.67,34.80,
356.02,27.32,40.51,48.41,22.52,27.51,34.22,35.25,39.45,34.62,
356.45,27.19,40.32,48.21,22.42,27.39,34.10,35.13,39.34,34.54,
356.88,27.10,40.15,48.00,22.34,27.27,33.97,34.99,39.19,34.45,
357.31,26.99,39.97,47.78,22.23,27.14,33.81,34.80,39.00,34.28,
357.74,26.88,39.76,47.61,22.12,27.02,33.66,34.69,38.81,34.15,
358.16,26.85,39.67,47.53,22.02,26.95,33.56,34.61,38.69,34.06,
358.59,26.77,39.53,47.43,21.94,26.84,33.44,34.51,38.54,33.94,
359.02,26.79,39.56,47.49,21.99,26.84,33.51,34.53,38.56,34.00,
359.45,26.86,39.73,47.63,22.05,26.90,33.65,34.64,38.69,34.06,
359.88,27.07,40.02,47.99,22.19,27.05,33.90,34.86,38.98,34.28,
360.31,27.28,40.39,48.45,22.40,27.31,34.23,35.16,39.38,34.66,
360.73,27.59,40.84,49.07,22.67,27.67,34.66,35.62,39.94,35.14,
361.16,28.01,41.44,49.80,23.01,28.12,35.18,36.17,40.64,35.70,
361.59,28.55,42.14,50.62,23.43,28.62,35.78,36.79,41.44,36.33,
362.02,28.98,42.83,51.48,23.83,29.10,36.39,37.42,42.22,36.95,
362.45,29.42,43.46,52.30,24.20,29.56,36.97,38.04,42.91,37.60,
362.88,29.91,44.15,53.12,24.57,30.02,37.53,38.58,43.55,38.13,
363.30,30.35,44.83,53.91,24.91,30.46,38.07,39.15,44.16,38.68,
363.73,30.84,45.53,54.81,25.28,30.91,38.67,39.78,44.79,39.29,
364.16,31.26,46.21,55.55,25.59,31.30,39.15,40.30,45.43,39.77,
364.59,31.66,46.81,56.25,25.96,31.70,39.64,40.76,46.01,40.33,
365.02,32.04,47.45,56.90,26.28,32.10,40.15,41.29,46.58,40.83,
365.44,32.40,47.95,57.52,26.58,32.46,40.58,41.74,47.18,41.27,
365.87,32.77,48.41,58.15,26.89,32.80,40.97,42.16,47.63,41.69,
366.30,33.02,48.82,58.57,27.12,33.12,41.30,42.51,48.06,42.03,
366.73,33.28,49.21,59.11,27.35,33.44,41.63,42.89,48.46,42.43,
367.16,33.55,49.55,59.50,27.54,33.68,41.92,43.22,48.83,42.68,
367.58,33.72,49.81,59.81,27.70,33.85,42.12,43.45,49.04,42.89,
368.01,33.76,49.96,60.00,27.78,33.92,42.23,43.58,49.13,43.01,
368.44,33.87,50.02,60.05,27.80,33.91,42.29,43.60,49.04,43.01,
368.87,33.81,49.98,59.97,27.74,33.81,42.21,43.53,48.90,42.87,
369.29,33.61,49.75,59.64,27.60,33.64,41.98,43.30,48.65,42.64,
369.72,33.34,49.42,59.21,27.40,33.42,41.67,42.99,48.28,42.31,
370.15,32.96,48.93,58.56,27.13,33.13,41.27,42.58,47.83,41.88,
370.58,32.60,48.42,57.94,26.90,32.85,40.92,42.20,47.37,41.48,
371.00,32.32,47.97,57.45,26.65,32.58,40.58,41.91,47.02,41.07,
371.43,32.03,47.60,56.99,26.45,32.36,40.29,41.59,46.64,40.75,
371.86,31.79,47.27,56.61,26.26,32.13,40.00,41.30,46.29,40.43,
372.29,31.59,47.08,56.39,26.12,32.00,39.85,41.12,46.05,40.33,
372.71,31.51,46.96,56.29,26.04,31.91,39.78,41.04,45.94,40.26,
373.14,31.44,46.85,56.06,25.95,31.77,39.64,40.90,45.83,40.11,
373.57,31.44,46.92,56.11,26.00,31.75,39.68,40.94,45.87,40.18,
374.00,31.54,47.00,56.27,26.02,31.79,39.78,41.01,45.96,40.20,
374.42,31.68,47.25,56.49,26.09,31.92,39.92,41.10,46.09,40.30,
374.85,31.79,47.53,56.73,26.21,32.09,40.08,41.30,46.35,40.50,
375.28,31.94,47.79,57.08,26.32,32.35,40.31,41.58,46.64,40.73,
375.70,32.14,48.09,57.51,26.49,32.58,40.59,41.90,47.03,41.02,
376.13,32.43,48.46,57.96,26.73,32.85,40.91,42.22,47.41,41.35,
376.56,32.65,48.72,58.30,26.93,33.04,41.15,42.48,47.74,41.62,
376.99,32.84,48.97,58.64,27.08,33.18,41.36,42.71,48.00,41.91,
377.41,32.96,49.10,58.76,27.14,33.23,41.43,42.79,48.07,42.01,
377.84,33.03,49.13,58.79,27.18,33.24,41.48,42.84,48.09,42.08,
378.27,32.95,49.06,58.72,27.11,33.16,41.41,42.78,47.97,42.04,
378.69,32.75,48.69,58.25,26.92,32.93,41.13,42.52,47.74,41.75,
379.12,32.43,48.23,57.68,26.67,32.65,40.72,42.09,47.25,41.35,
379.55,32.03,47.67,56.99,26.35,32.24,40.27,41.57,46.69,40.82,
379.97,31.53,46.88,56.07,25.94,31.73,39.68,40.90,45.92,40.15,
380.40,30.93,46.04,55.08,25.51,31.18,38.98,40.19,45.08,39.46,
380.83,30.27,45.12,54.04,25.04,30.60,38.27,39.44,44.31,38.76,
381.25,29.73,44.36,53.17,24.62,30.08,37.65,38.78,43.59,38.16,
381.68,29.29,43.66,52.38,24.31,29.64,37.12,38.17,42.99,37.62,
382.11,28.88,43.07,51.70,24.00,29.22,36.62,37.66,42.41,37.13,
382.53,28.60,42.66,51.19,23.75,28.90,36.26,37.28,41.99,36.85,
382.96,28.46,42.42,50.84,23.58,28.65,36.06,37.02,41.68,36.62,
383.39,28.33,42.26,50.62,23.46,28.52,35.89,36.84,41.44,36.45,
383.81,28.27,42.23,50.63,23.42,28.51,35.86,36.80,41.41,36.44,
384.24,28.26,42.27,50.66,23.40,28.52,35.83,36.78,41.46,36.41,
384.67,28.36,42.37,50.77,23.48,28.62,35.91,36.88,41.61,36.49,
385.09,28.52,42.74,51.18,23.66,28.86,36.18,37.15,41.85,36.74,
385.52,28.88,43.23,51.78,23.91,29.18,36.59,37.56,42.28,37.15,
385.95,29.27,43.76,52.43,24.22,29.56,37.04,38.01,42.79,37.61,
386.37,29.71,44.45,53.25,24.57,30.02,37.56,38.59,43.46,38.18,
386.80,30.21,45.20,54.11,24.98,30.54,38.21,39.27,44.20,38.85,
387.22,30.81,46.02,55.08,25.42,31.09,38.92,40.00,45.00,39.53,
387.65,31.32,46.75,55.97,25.82,31.57,39.51,40.62,45.70,40.18,
388.08,31.79,47.33,56.70,26.17,31.99,40.02,41.17,46.31,40.72,
388.50,32.18,47.82,57.31,26.45,32.33,40.48,41.63,46.76,41.15,
388.93,32.39,48.16,57.69,26.64,32.57,40.77,41.92,47.08,41.41,
389.36,32.45,48.37,57.99,26.70,32.75,40.92,42.08,47.25,41.52,
389.78,32.44,48.39,58.06,26.72,32.80,40.98,42.12,47.35,41.53,
390.21,32.30,48.29,57.91,26.69,32.77,40.90,42.05,47.29,41.45,
390.63,32.20,48.13,57.73,26.62,32.67,40.80,41.93,47.11,41.32,
391.06,32.08,47.97,57.58,26.55,32.55,40.66,41.77,46.99,41.15,
391.49,31.99,47.74,57.35,26.45,32.40,40.51,41.60,46.83,41.02,
391.91,31.86,47.53,57.10,26.36,32.25,40.37,41.45,46.71,40.88,
392.34,31.78,47.43,57.01,26.31,32.19,40.31,41.40,46.65,40.84,
392.76,31.69,47.41,56.89,26.25,32.15,40.24,41.32,46.62,40.77,
393.19,31.66,47.31,56.76,26.19,32.10,40.15,41.23,46.55,40.70,
393.61,31.55,47.14,56.59,26.13,32.00,39.99,41.08,46.35,40.58,
394.04,31.61,47.06,56.53,26.09,31.98,39.97,41.04,46.29,40.48,
394.47,31.66,47.20,56.64,26.11,32.00,40.07,41.10,46.30,40.54,
394.89,31.87,47.53,56.98,26.27,32.24,40.33,41.37,46.63,40.79,
395.32,32.28,48.12,57.81,26.63,32.69,40.89,41.93,47.32,41.30,
395.74,32.99,49.22,59.08,27.24,33.42,41.79,42.83,48.40,42.24,
396.17,33.92,50.60,60.75,28.05,34.36,42.99,44.04,49.79,43.46,
396.59,35.16,52.31,62.83,29.03,35.51,44.45,45.53,51.51,44.98,
397.02,36.49,54.25,65.19,30.12,36.79,46.09,47.23,53.45,46.76,
397.45,37.84,56.26,67.54,31.21,38.14,47.79,48.98,55.34,48.59,
397.87,39.16,58.29,70.02,32.32,39.52,49.48,50.73,57.32,50.34,
398.30,40.47,60.31,72.42,33.39,40.87,51.11,52.44,59.26,52.02,
398.72,41.74,62.23,74.67,34.44,42.14,52.66,54.05,61.14,53.66,
399.15,42.98,63.98,76.92,35.48,43.36,54.20,55.61,62.83,55.23,
399.57,44.14,65.79,79.23,36.49,44.56,55.75,57.16,64.53,56.77,
400.00,45.43,67.72,81.45,37.51,45.79,57.30,58.76,66.36,58.38,
400.42,46.47,69.48,83.44,38.46,46.92,58.73,60.21,67.99,59.85,
400.85,47.44,71.02,85.29,39.34,47.98,59.97,61.52,69.52,61.16,
401.27,48.36,72.49,86.99,40.14,48.93,61.16,62.74,70.94,62.37,
401.70,49.03,73.58,88.27,40.76,49.63,62.05,63.70,72.02,63.37,
402.12,49.48,74.29,89.13,41.19,50.10,62.62,64.35,72.72,64.00,
402.55,49.89,74.84,89.76,41.48,50.45,63.05,64.79,73.25,64.49,
402.97,50.12,75.05,90.09,41.61,50.60,63.27,65.05,73.45,64.64,
403.40,50.15,75.17,90.12,41.63,50.67,63.32,65.12,73.46,64.63,
403.82,50.13,75.27,90.23,41.66,50.73,63.42,65.18,73.54,64.53,
404.25,50.17,75.30,90.22,41.63,50.79,63.42,65.18,73.57,64.52,
404.67,50.13,75.20,90.16,41.63,50.75,63.41,65.14,73.50,64.47,
405.10,50.03,75.18,90.16,41.60,50.72,63.39,65.11,73.42,64.36,
405.52,50.02,75.15,90.07,41.59,50.69,63.38,65.12,73.46,64.32,
405.95,50.02,75.15,89.92,41.56,50.64,63.30,65.06,73.46,64.25,
406.37,49.94,75.02,89.79,41.49,50.59,63.21,65.01,73.43,64.13,
406.80,49.92,75.01,89.83,41.49,50.64,63.24,65.07,73.55,64.19,
407.22,50.05,75.18,89.89,41.51,50.74,63.39,65.20,73.71,64.29,
407.65,50.07,75.15,89.93,41.51,50.75,63.36,65.22,73.69,64.36,
408.07,50.20,75.27,90.07,41.57,50.87,63.47,65.31,73.74,64.39,
408.50,50.44,75.48,90.39,41.69,51.05,63.75,65.53,74.02,64.68,
408.92,50.63,75.74,90.63,41.80,51.21,63.94,65.77,74.18,64.85,
409.35,50.86,76.16,91.06,42.01,51.50,64.24,66.07,74.56,65.16,
409.77,51.09,76.55,91.68,42.25,51.81,64.62,66.45,75.07,65.55,
410.20,51.34,76.95,92.15,42.50,52.06,64.92,66.79,75.51,65.96,
410.62,51.53,77.33,92.60,42.79,52.27,65.26,67.16,75.94,66.31,
411.04,51.75,77.73,93.08,43.02,52.55,65.60,67.54,76.36,66.64,
411.47,51.97,77.99,93.48,43.19,52.74,65.87,67.83,76.70,67.00,
411.89,52.14,78.32,93.71,43.31,52.91,66.09,68.04,76.92,67.19,
412.32,52.32,78.53,94.00,43.45,53.11,66.36,68.32,77.14,67.46,
412.74,52.49,78.83,94.42,43.61,53.32,66.66,68.60,77.41,67.69,
413.17,52.68,79.03,94.67,43.75,53.46,66.84,68.77,77.51,67.96,
413.59,52.79,79.15,94.97,43.88,53.64,66.99,68.90,77.64,68.08,
414.02,52.95,79.32,95.28,44.03,53.77,67.29,69.12,77.84,68.29,
414.44,53.14,79.57,95.52,44.15,53.83,67.48,69.30,78.06,68.52,
414.86,53.10,79.76,95.62,44.21,53.91,67.57,69.44,78.08,68.54,
415.29,53.04,79.78,95.75,44.20,53.95,67.66,69.41,78.15,68.49,
415.71,52.96,79.73,95.71,44.19,53.93,67.65,69.37,78.14,68.45,
416.14,52.90,79.70,95.62,44.20,53.83,67.62,69.35,78.05,68.37,
416.56,52.81,79.58,95.49,44.12,53.72,67.53,69.22,77.96,68.24,
416.99,52.81,79.55,95.37,44.04,53.65,67.47,69.06,77.79,68.16,
417.41,52.84,79.39,95.15,43.95,53.50,67.34,68.89,77.64,68.10,
417.83,52.76,79.35,95.01,43.91,53.50,67.25,68.83,77.46,67.92,
418.26,52.69,79.17,94.99,43.86,53.54,67.23,68.80,77.45,67.84,
418.68,52.66,79.14,94.91,43.85,53.53,67.15,68.74,77.50,67.84,
419.11,52.54,78.97,94.80,43.81,53.45,67.04,68.61,77.35,67.78,
419.53,52.34,78.91,94.82,43.77,53.35,66.96,68.58,77.30,67.57,
419.95,52.35,78.84,94.77,43.67,53.22,66.89,68.53,77.26,67.42,
420.38,52.23,78.81,94.62,43.61,53.18,66.69,68.43,77.23,67.24,
420.80,52.00,78.56,94.42,43.47,53.10,66.47,68.26,76.98,66.95,
421.23,51.94,78.42,94.26,43.39,53.01,66.40,68.16,76.93,66.84,
421.65,51.92,78.33,94.05,43.40,52.91,66.27,68.14,76.85,66.79,
422.07,51.76,78.11,93.87,43.33,52.73,66.14,68.01,76.68,66.67,
422.50,51.76,77.98,93.72,43.28,52.74,66.09,67.85,76.62,66.66,
422.92,51.81,77.84,93.59,43.21,52.73,66.04,67.77,76.33,66.61,
423.34,51.66,77.44,93.23,43.05,52.55,65.79,67.56,76.08,66.35,
423.77,51.37,77.17,92.99,42.88,52.45,65.59,67.38,75.83,66.04,
424.19,51.14,76.89,92.63,42.73,52.31,65.40,67.15,75.61,65.88,
424.62,50.86,76.52,92.22,42.58,52.00,65.04,66.78,75.16,65.55,
425.04,50.46,75.95,91.68,42.30,51.68,64.69,66.37,74.61,64.99,
425.46,50.16,75.53,91.05,42.07,51.35,64.30,66.02,74.24,64.60,
425.89,49.85,75.05,90.31,41.79,50.99,63.87,65.55,73.69,64.28,
426.31,49.37,74.38,89.32,41.50,50.58,63.28,64.97,73.03,63.74,
426.73,48.89,73.68,88.55,41.14,50.17,62.81,64.40,72.35,63.26,
427.16,48.48,73.16,87.76,40.84,49.79,62.38,63.85,71.90,62.85,
