Date,2016/03/25,2016/03/25,2016/03/25,2016/03/25,2016/03/25,2016/03/25,2016/03/25,2016/03/25,2016/03/25,2016/03/25,
303.85,2.62,2.24,3.71,3.65,2.83,2.71,2.06,1.65,2.12,2.12,
304.29,3.03,2.47,4.17,4.23,3.46,3.11,2.35,1.94,2.47,2.23,
304.72,3.27,2.92,4.55,4.79,4.32,3.33,3.33,2.45,2.80,2.45,
305.15,3.62,3.43,4.91,5.49,4.85,4.09,3.91,2.98,3.04,2.98,
305.59,4.06,3.81,5.46,6.15,5.05,4.93,4.06,3.71,3.37,3.08,
306.02,4.44,4.21,5.78,6.88,5.72,5.72,4.56,4.28,3.93,3.47,
306.46,5.02,4.72,6.51,7.60,6.56,6.10,5.36,4.61,4.49,4.03,
306.89,5.82,5.41,7.51,8.45,7.28,6.99,6.12,5.18,5.30,4.66,
307.32,6.43,6.25,8.71,9.36,8.54,8.07,6.67,6.08,6.37,5.15,
307.76,7.09,7.12,9.86,10.62,9.57,8.57,7.52,6.77,7.06,5.83,
308.19,7.95,8.04,11.04,11.92,10.52,9.64,8.41,7.77,7.83,6.48,
308.62,8.95,9.16,12.50,13.15,11.68,11.33,9.33,8.92,8.75,6.87,
309.06,9.95,10.07,13.88,14.65,13.06,12.71,10.71,10.41,9.82,7.88,
309.49,11.07,11.04,14.84,16.20,14.72,13.95,12.30,11.53,10.70,9.11,
309.92,12.28,12.07,16.38,17.57,16.56,15.44,13.66,12.78,11.83,10.29,
310.35,13.40,13.29,18.00,19.13,18.78,16.70,15.57,14.32,13.01,11.47,
310.79,14.44,14.58,19.77,20.96,20.55,18.29,17.22,15.80,14.31,12.89,
311.22,15.58,15.77,21.26,22.80,21.79,19.90,18.53,17.11,15.45,14.15,
311.65,16.83,17.10,23.16,24.64,23.45,22.03,20.18,18.75,16.97,15.48,
312.09,18.13,18.29,25.30,26.61,25.42,23.70,21.74,20.02,18.65,16.93,
312.52,19.69,19.81,27.57,29.01,27.51,25.66,23.75,21.59,20.28,18.66,
312.95,21.15,21.41,29.96,31.34,29.72,28.15,25.32,23.28,22.02,20.45,
313.38,22.65,22.91,32.20,33.70,32.08,30.09,27.19,25.14,23.88,21.95,
313.82,24.05,24.46,34.43,36.12,34.55,32.02,29.55,27.03,25.40,23.54,
314.25,25.57,26.05,36.60,38.82,36.72,34.67,31.42,29.13,27.03,25.40,
314.68,27.18,27.49,38.88,41.29,39.12,37.19,33.58,31.66,28.83,27.02,
315.12,28.65,28.77,40.64,43.94,41.66,39.32,35.60,33.62,30.68,29.06,
315.55,30.20,30.22,42.83,46.42,44.33,41.34,37.63,35.35,32.54,31.11,
315.98,32.03,32.13,45.83,49.57,47.52,44.08,40.22,37.87,34.97,33.35,
316.41,33.60,34.06,48.46,52.57,50.34,46.65,42.36,40.31,37.35,35.41,
316.85,35.03,35.70,50.77,55.34,52.39,48.84,44.44,42.10,39.14,37.40,
317.28,36.66,37.36,53.25,58.19,54.88,51.57,46.51,44.41,41.16,39.29,
317.71,38.43,39.06,56.33,61.21,57.65,54.22,48.68,46.87,43.56,41.02,
318.14,40.05,40.58,58.78,63.95,60.10,56.50,51.03,49.04,45.68,43.09,
318.57,41.73,42.29,61.12,66.71,62.81,59.14,53.19,51.39,47.72,45.26,
319.01,43.48,43.85,63.74,69.63,65.78,61.69,55.62,53.75,50.09,47.38,
319.44,45.00,45.62,66.22,72.53,68.92,64.06,58.71,56.30,52.34,49.39,
319.87,46.42,47.28,68.36,75.29,71.17,66.57,61.19,58.74,54.08,51.69,
320.30,48.10,48.96,70.64,78.14,73.38,69.51,63.49,61.41,56.40,53.66,
320.73,49.87,50.80,73.28,81.37,76.56,72.69,66.26,64.18,59.19,56.09,
321.17,51.71,52.59,75.94,84.57,79.60,75.40,69.02,66.47,61.62,58.73,
321.60,54.21,55.26,79.77,88.87,83.52,79.42,72.88,69.97,65.15,61.94,
322.03,56.61,58.06,83.99,93.35,87.81,83.88,76.42,73.62,68.85,65.04,
322.46,58.90,60.61,87.81,97.68,91.61,87.33,80.02,76.87,72.17,68.01,
322.89,61.05,62.94,91.36,101.99,95.20,91.00,83.56,80.19,75.16,70.73,
323.33,63.61,65.76,95.55,106.57,99.44,95.61,87.30,84.17,78.75,73.62,
323.76,66.11,68.22,99.51,110.95,103.56,99.80,91.06,87.95,82.32,76.74,
324.19,68.56,70.66,102.74,115.39,107.81,103.73,94.93,91.09,85.43,80.36,
324.62,71.12,73.08,106.55,119.68,112.16,107.53,98.56,94.39,88.66,83.57,
325.05,73.82,76.18,110.98,125.09,117.34,112.02,103.52,98.60,92.70,87.27,
325.48,76.20,78.91,115.05,129.70,121.71,116.08,107.46,102.41,96.14,90.80,
325.92,78.53,81.31,118.53,134.03,125.26,119.96,110.84,105.77,99.56,93.97,
326.35,80.98,83.87,122.59,138.64,129.91,124.40,114.36,109.54,103.19,97.12,
326.78,83.09,86.00,126.36,142.50,133.73,127.77,117.76,112.36,106.29,100.21,
327.21,85.17,88.10,129.90,146.50,137.22,131.13,121.08,115.15,109.40,103.08,
327.64,87.03,90.10,133.13,150.12,140.80,134.80,123.86,117.92,112.37,105.65,
328.07,88.48,91.67,135.77,153.34,143.70,136.93,126.24,120.18,114.56,107.68,
328.50,89.75,93.18,137.89,156.16,146.10,138.88,128.81,122.25,116.40,109.56,
328.93,90.76,94.20,139.54,158.13,147.72,141.06,130.38,124.04,117.86,110.82,
329.37,91.76,95.09,141.19,159.99,149.51,142.80,132.00,125.98,119.27,112.17,
329.80,92.57,95.79,142.06,161.89,151.23,144.19,133.70,127.36,120.48,113.71,
330.23,93.07,96.28,142.96,163.20,152.66,145.23,134.79,128.15,121.35,114.86,
330.66,94.17,97.47,145.17,165.46,155.05,147.27,137.08,130.35,123.31,116.42,
331.09,94.72,98.29,146.62,167.19,156.64,148.76,138.58,131.84,124.64,117.59,
331.52,94.97,98.63,147.37,168.16,157.30,149.55,139.31,132.44,125.30,118.32,
331.95,94.96,98.68,147.84,168.53,157.50,150.04,139.72,132.82,125.52,118.42,
332.38,95.09,98.71,148.62,169.26,158.13,150.74,140.37,133.44,126.00,118.56,
332.81,95.12,98.72,149.03,169.86,158.34,150.93,140.81,133.70,126.33,118.97,
333.24,95.04,98.57,149.08,170.24,158.59,151.21,141.05,133.81,126.33,119.19,
333.68,95.06,98.51,149.25,170.63,159.16,151.36,141.36,134.10,126.70,119.24,
334.11,95.26,98.82,150.04,171.69,160.16,151.94,142.84,134.86,127.12,119.88,
334.54,95.41,98.91,150.41,172.24,160.46,152.81,143.38,135.54,127.32,120.34,
334.97,95.53,98.95,150.96,172.98,160.88,153.61,143.74,136.33,127.84,120.67,
335.40,95.90,99.32,151.84,174.47,162.22,154.71,144.80,137.43,128.80,121.85,
335.83,96.41,99.75,153.32,175.82,163.53,155.69,146.18,138.20,129.86,123.18,
336.26,97.21,100.56,155.04,177.77,165.28,157.29,147.92,139.52,131.43,124.59,
336.69,97.86,101.42,156.75,179.55,167.02,158.98,149.26,140.85,133.09,125.77,
337.12,98.50,102.23,158.10,181.26,168.29,160.03,150.61,142.08,134.32,127.00,
337.55,99.20,103.01,159.53,183.23,169.74,161.66,152.12,143.42,135.69,128.28,
337.98,100.04,103.89,161.05,185.11,171.15,163.42,153.46,144.98,137.08,129.13,
338.41,100.88,104.68,162.66,187.22,172.79,165.05,154.88,146.41,138.63,130.54,
338.84,101.54,105.43,163.79,189.06,174.19,166.58,156.22,147.54,139.71,132.02,
339.27,102.14,105.95,164.89,190.56,175.60,167.91,157.46,148.66,140.85,132.99,
339.70,103.05,107.02,166.44,192.63,177.74,169.60,159.48,150.41,142.40,134.42,
340.13,103.67,107.96,168.11,194.57,179.29,171.12,161.16,151.95,143.70,135.87,
340.56,104.03,108.42,168.95,195.84,180.07,172.27,162.02,152.85,144.60,136.59,
340.99,104.18,108.70,169.75,196.93,180.89,173.16,162.79,153.62,145.52,137.17,
341.42,104.46,108.89,170.58,197.66,181.77,173.77,163.72,153.96,146.16,137.79,
341.85,104.55,109.02,171.02,198.15,182.05,174.06,164.32,154.23,146.60,138.21,
342.28,104.43,109.07,171.13,198.51,182.40,174.51,164.36,154.30,147.09,138.19,
342.71,104.26,108.94,171.23,198.81,182.38,174.47,164.68,154.37,147.13,138.22,
343.14,104.46,109.14,171.75,199.71,183.06,175.06,165.46,154.91,147.50,138.54,
343.57,104.39,109.24,172.18,200.26,183.27,175.82,165.88,155.19,147.74,138.67,
344.00,104.38,109.14,172.28,200.42,183.42,176.22,166.30,155.67,147.84,138.82,
344.43,104.42,109.13,172.53,201.08,184.20,176.60,166.96,156.07,148.12,139.46,
344.86,104.52,109.15,172.84,201.64,184.77,176.86,167.66,156.40,148.34,139.92,
345.29,104.91,109.55,173.89,202.93,186.10,177.66,169.00,157.49,149.14,140.62,
345.72,105.10,109.90,174.77,204.23,187.12,178.57,170.05,158.28,149.96,141.56,
346.15,105.42,110.32,175.85,205.65,187.91,179.32,171.03,159.00,150.91,142.43,
346.58,105.82,110.70,176.71,207.04,189.06,180.54,172.03,160.11,151.87,143.16,
347.01,106.45,111.31,178.33,208.53,190.57,181.91,173.22,161.40,152.97,144.08,
347.44,107.38,112.20,180.21,210.72,192.48,183.78,175.24,162.97,154.46,145.76,
347.87,108.14,113.03,181.87,213.00,194.34,185.58,176.85,164.50,155.92,147.20,
348.30,108.96,113.86,183.66,215.29,196.51,187.49,178.66,166.11,157.51,148.34,
348.73,110.10,115.16,185.80,218.08,199.26,189.70,181.30,168.44,159.30,150.15,
349.16,111.11,116.26,187.99,220.50,201.44,191.92,183.25,170.36,161.02,151.68,
349.59,111.92,117.11,189.65,222.62,203.03,193.70,185.04,172.29,162.52,153.26,
350.02,111.92,117.04,189.78,223.20,203.55,194.04,185.60,172.74,162.87,153.61,
350.44,112.94,118.00,192.00,225.94,205.90,195.98,187.79,174.48,164.75,155.38,
350.87,113.99,119.08,194.11,228.72,208.03,198.19,190.00,176.22,166.53,157.10,
351.30,114.88,120.22,196.08,231.20,210.23,200.33,192.02,178.16,168.47,158.63,
351.73,115.57,121.17,197.97,233.53,212.13,201.91,193.82,179.51,170.04,160.07,
352.16,116.48,122.15,199.77,235.87,214.13,203.99,195.66,181.13,171.64,161.36,
352.59,117.20,122.92,201.39,237.84,215.94,205.93,197.32,182.63,172.87,162.28,
353.02,117.39,123.10,202.17,238.68,216.45,206.62,198.11,183.14,173.37,162.92,
353.45,117.35,122.98,202.20,239.16,216.78,206.86,198.34,183.12,173.45,163.28,
353.88,117.07,122.75,202.05,239.14,216.82,206.70,198.23,183.03,173.37,163.07,
354.31,116.39,122.14,201.26,238.21,216.20,205.86,197.83,182.39,172.69,162.31,
354.73,115.46,121.30,200.05,236.95,214.83,204.60,196.88,181.38,171.68,161.69,
355.16,114.44,120.23,198.74,235.46,213.01,203.30,195.48,180.04,170.41,160.46,
355.59,113.47,119.21,197.27,234.42,211.66,202.17,194.34,179.17,169.39,159.48,
356.02,112.99,118.63,197.04,234.10,211.35,201.55,194.08,178.49,169.01,159.20,
356.45,112.71,118.29,197.04,234.18,211.11,201.38,194.00,178.24,168.89,159.15,
356.88,112.29,118.05,196.78,233.94,211.02,201.22,193.61,178.03,168.72,159.03,
357.31,111.75,117.61,196.53,233.51,210.71,200.58,193.33,177.88,168.45,158.70,
357.74,111.40,117.30,196.32,233.43,210.59,200.40,193.26,177.66,168.13,158.36,
358.16,111.34,117.11,196.38,233.62,210.54,200.95,193.39,177.90,168.27,158.19,
358.59,111.09,116.80,196.24,233.45,210.39,201.07,193.51,178.23,168.07,158.08,
359.02,111.37,117.02,196.89,234.56,211.26,201.90,194.47,178.98,168.89,159.05,
359.45,111.92,117.44,198.06,236.20,212.98,203.41,195.88,180.19,170.04,160.09,
359.88,112.80,118.40,199.94,238.78,215.07,205.37,198.26,182.12,171.85,161.77,
360.31,113.97,119.66,202.25,241.81,217.87,207.96,200.82,184.54,174.11,164.03,
360.73,115.45,121.25,205.26,245.55,221.05,211.07,203.83,187.34,176.77,166.70,
361.16,117.31,123.19,208.88,250.17,224.82,215.12,207.41,190.74,179.89,169.59,
361.59,119.47,125.35,213.11,255.42,229.39,219.35,211.74,194.65,183.57,173.07,
362.02,121.66,127.60,217.48,260.46,233.87,223.64,216.11,198.38,187.34,176.64,
362.45,123.53,129.72,221.20,265.14,238.23,227.76,219.83,201.95,190.66,179.77,
362.88,125.45,131.77,224.98,269.69,242.51,231.64,223.74,205.40,193.90,182.85,
363.30,127.31,133.79,228.66,274.34,246.82,235.42,227.70,208.83,197.12,185.83,
363.73,129.40,135.98,232.82,279.17,250.99,239.86,231.63,212.53,200.65,189.06,
364.16,131.15,137.79,236.14,283.61,254.70,243.59,235.20,216.02,203.72,191.92,
364.59,132.80,139.57,239.25,287.79,258.50,246.99,238.66,219.27,206.64,195.06,
365.02,134.68,141.40,243.03,292.34,262.46,250.45,242.25,222.35,209.75,198.27,
365.44,136.18,143.09,246.10,296.08,265.85,253.75,245.62,225.24,212.33,200.83,
365.87,137.62,144.79,249.05,299.83,269.16,256.67,248.94,228.08,214.99,203.41,
366.30,138.77,146.10,251.65,302.96,271.88,259.12,251.57,230.39,217.10,205.44,
366.73,140.00,147.45,254.38,306.50,274.61,261.97,254.38,232.70,219.29,207.31,
367.16,141.09,148.61,256.83,309.61,277.20,264.43,256.87,234.98,221.35,209.00,
367.58,141.92,149.36,258.75,311.62,279.18,266.12,259.03,237.02,222.89,210.61,
368.01,142.34,149.89,259.91,313.22,280.58,267.54,260.22,238.12,224.00,211.80,
368.44,142.52,150.10,260.39,314.16,281.56,268.09,260.99,238.57,224.58,212.18,
368.87,142.35,150.07,260.48,314.42,281.85,268.07,261.77,238.82,224.76,212.16,
369.29,141.72,149.44,259.79,313.67,281.11,267.34,261.05,238.23,224.07,211.64,
369.72,140.84,148.45,258.44,312.32,279.41,266.22,259.91,237.10,222.93,210.43,
370.15,139.42,146.95,256.13,309.93,277.43,264.15,258.24,235.39,221.10,208.84,
370.58,138.28,145.53,254.59,307.85,275.62,262.17,256.59,233.53,219.43,207.77,
371.00,137.33,144.49,253.41,306.48,274.40,260.82,255.32,232.01,218.35,206.61,
371.43,136.20,143.50,251.84,304.82,273.08,259.41,254.20,230.72,217.25,205.41,
371.86,135.24,142.63,250.76,303.85,271.86,257.86,253.11,229.77,216.42,204.49,
372.29,134.78,142.11,250.42,303.54,271.34,257.64,252.77,229.42,216.08,203.87,
372.71,134.62,142.01,250.61,303.81,271.47,258.14,252.92,229.78,216.33,203.85,
373.14,134.26,141.68,250.63,303.48,271.26,258.22,252.85,230.00,216.36,203.76,
373.57,134.48,141.89,251.41,304.56,272.30,259.40,253.83,230.81,217.18,204.64,
374.00,134.96,142.26,252.72,306.08,273.77,260.69,255.17,231.59,218.27,205.52,
374.42,135.45,142.98,254.05,308.08,275.56,262.32,257.14,233.13,219.49,206.72,
374.85,136.18,143.91,256.04,310.61,277.68,264.50,259.41,235.37,221.15,208.61,
375.28,137.18,144.88,258.36,313.57,280.03,267.07,261.60,237.25,223.33,210.46,
375.70,138.10,145.94,260.56,316.75,282.55,269.74,264.12,239.61,225.60,212.47,
376.13,139.28,147.11,263.31,320.09,285.48,272.40,266.98,241.90,227.87,214.75,
376.56,140.39,148.26,265.97,323.39,287.91,274.85,269.47,243.98,229.97,216.87,
376.99,141.08,149.27,267.97,325.84,290.03,277.07,271.46,245.83,231.92,218.32,
377.41,141.41,149.74,268.92,327.06,291.02,277.83,272.72,246.94,232.76,219.06,
377.84,141.64,150.11,269.74,328.18,292.06,278.55,273.49,247.92,233.42,219.71,
378.27,141.42,149.98,270.01,328.39,291.97,278.80,273.44,247.90,233.43,219.44,
378.69,140.48,149.04,268.71,326.95,290.49,277.34,272.16,246.69,232.24,218.31,
379.12,139.21,147.59,266.38,324.66,288.15,274.94,269.94,244.69,230.19,216.70,
379.55,137.71,145.83,263.73,321.70,285.57,271.87,267.23,242.00,227.83,214.67,
379.97,135.51,143.62,259.87,317.27,281.69,267.72,263.74,238.41,224.48,211.68,
380.40,133.08,141.31,255.60,312.50,277.25,263.58,259.63,234.63,220.93,208.29,
380.83,130.78,138.73,251.39,307.46,272.63,259.00,255.27,230.60,217.36,204.87,
381.25,128.61,136.42,247.63,303.04,268.58,255.37,251.44,227.02,214.19,201.73,
381.68,126.87,134.42,244.63,299.25,265.21,252.23,248.30,224.40,211.38,198.92,
382.11,125.37,132.76,242.10,295.85,261.94,249.50,245.84,222.00,209.15,196.94,
382.53,124.21,131.61,240.36,293.67,260.09,247.81,243.99,220.35,207.59,195.56,
382.96,123.45,130.83,238.91,292.16,259.11,246.65,242.91,219.22,206.65,194.56,
383.39,123.02,130.39,238.40,291.67,258.90,246.07,242.83,218.99,206.17,194.07,
383.81,123.03,130.39,238.84,292.24,259.18,246.53,243.13,219.40,206.53,194.31,
384.24,123.14,130.39,239.34,292.93,259.45,247.34,243.87,219.68,207.14,194.53,
384.67,123.63,130.76,240.21,294.45,260.87,248.68,245.31,221.03,208.31,195.77,
385.09,124.73,131.76,242.89,297.21,263.45,250.99,247.78,223.31,210.32,197.93,
385.52,126.14,133.35,246.00,301.19,266.91,254.55,251.39,226.18,213.43,200.69,
385.95,127.78,135.27,249.37,305.67,270.71,258.35,255.41,229.61,216.59,203.64,
386.37,129.79,137.47,253.50,310.94,275.42,262.65,259.73,233.74,220.56,207.31,
386.80,132.05,139.85,258.41,317.28,280.85,267.90,264.74,238.24,224.74,211.33,
387.22,134.48,142.41,263.52,323.61,286.21,273.45,270.05,243.10,229.14,215.39,
387.65,136.66,144.76,268.38,329.33,291.12,278.12,275.06,247.68,233.20,219.20,
388.08,138.49,146.84,272.25,334.49,295.64,282.41,279.17,251.38,236.77,222.89,
388.50,140.05,148.60,275.68,339.07,299.90,285.98,282.70,254.51,239.73,225.56,
388.93,141.05,149.79,277.82,342.23,302.77,288.29,285.58,256.86,241.96,227.59,
389.36,141.63,150.52,279.49,344.41,304.49,289.92,287.35,258.45,243.36,229.06,
389.78,141.79,150.73,280.12,345.30,305.08,290.80,287.94,258.85,243.84,229.53,
390.21,141.52,150.42,279.90,345.17,304.89,290.84,287.96,258.83,243.65,229.67,
390.63,141.14,149.99,279.66,344.74,304.64,290.26,287.69,258.59,243.37,229.66,
391.06,140.76,149.68,279.38,344.53,304.26,289.87,287.36,258.08,242.94,229.40,
391.49,140.25,149.31,278.44,343.88,303.70,289.52,286.78,257.42,242.60,228.99,
391.91,139.79,148.81,277.94,343.03,303.27,288.64,286.20,256.93,241.97,228.63,
392.34,139.58,148.68,278.15,343.34,303.54,288.89,286.29,257.19,242.14,228.56,
392.76,139.48,148.55,278.45,343.65,303.46,289.43,286.53,257.47,242.25,228.44,
393.19,139.27,148.22,278.28,343.21,303.18,289.14,286.48,257.75,242.37,228.40,
393.61,138.91,147.85,277.97,342.99,302.93,288.71,286.25,257.71,242.13,228.28,
394.04,138.87,147.80,278.16,343.38,303.58,289.15,286.54,257.76,242.46,228.59,
394.47,139.16,148.16,279.12,344.73,304.78,290.04,288.03,258.81,243.36,229.36,
394.89,140.22,149.24,281.65,347.71,307.30,292.79,290.81,261.39,245.69,231.67,
395.32,142.32,151.41,286.36,353.38,312.00,297.85,295.55,265.77,249.65,235.35,
395.74,145.58,154.80,293.14,362.09,319.39,305.54,302.89,272.36,255.90,241.14,
396.17,150.03,159.26,302.49,373.62,329.31,315.06,312.73,281.21,264.06,248.89,
396.59,155.35,164.87,313.94,387.84,341.82,326.80,324.30,291.73,273.97,258.15,
397.02,161.16,171.16,326.26,403.29,355.32,340.03,336.81,303.17,284.93,268.20,
397.45,167.09,177.52,338.76,418.91,369.12,352.87,350.17,314.96,296.05,278.42,
397.87,173.11,184.03,351.69,434.87,383.27,366.26,363.86,327.19,307.27,288.91,
398.30,179.03,190.38,364.26,450.54,396.80,379.42,376.88,339.02,318.42,298.97,
398.72,184.66,196.36,376.18,465.28,409.72,391.93,389.29,349.99,328.80,308.90,
399.15,190.19,202.13,387.59,479.91,422.35,403.99,401.41,360.85,338.94,318.76,
399.57,195.77,207.92,399.47,494.95,435.25,416.12,413.69,371.61,349.35,328.52,
400.00,201.28,213.93,411.27,509.73,448.49,428.32,426.35,382.20,359.74,338.47,
400.42,206.37,219.40,422.03,523.45,460.38,439.68,437.86,392.48,369.25,347.30,
400.85,210.91,224.36,431.92,536.03,471.20,450.08,448.25,401.71,377.96,355.55,
401.27,215.03,228.83,440.92,547.64,481.45,459.55,457.74,410.18,386.00,362.96,
401.70,218.29,232.20,447.93,556.88,489.32,467.02,465.49,416.84,392.50,368.67,
402.12,220.43,234.60,453.11,563.52,494.83,471.92,470.85,421.74,396.91,372.97,
402.55,221.93,236.40,456.74,568.63,499.17,475.93,474.46,425.05,400.60,376.20,
402.97,222.73,237.38,458.64,571.20,501.49,477.90,477.07,426.83,402.45,377.77,
403.40,223.06,237.90,459.68,572.94,503.00,478.86,478.95,428.06,403.36,378.92,
403.82,223.32,238.17,460.83,574.26,504.25,480.17,479.78,429.02,404.29,379.91,
404.25,223.53,238.30,461.64,575.50,505.12,480.93,480.49,429.39,405.16,380.22,
404.67,223.63,238.23,461.89,576.40,505.63,481.69,481.25,429.96,405.49,380.79,
405.10,223.77,238.09,462.73,577.20,506.37,482.06,482.06,430.46,406.11,381.48,
405.52,223.80,238.24,463.65,578.66,507.54,482.72,483.18,430.85,406.76,382.08,
405.95,223.58,238.35,463.98,579.02,508.00,483.32,484.06,431.13,407.06,382.34,
406.37,223.40,238.18,464.02,579.54,508.26,483.67,484.32,431.89,407.49,382.76,
406.80,223.50,238.38,465.05,581.24,509.60,484.79,485.49,432.84,408.40,383.63,
407.22,224.22,238.92,466.73,583.55,511.16,486.81,487.52,434.51,409.78,384.97,
407.65,224.46,238.98,467.76,584.77,511.90,487.66,488.84,435.59,410.55,385.84,
408.07,224.98,239.57,469.39,586.84,513.74,489.22,490.17,436.90,411.90,387.48,
408.50,225.92,240.73,472.23,589.88,516.65,491.91,493.10,439.22,414.00,389.30,
408.92,226.74,241.66,474.46,592.66,519.43,494.35,496.46,441.64,416.03,391.37,
409.35,227.96,242.99,477.48,596.55,522.81,497.80,499.73,444.82,418.79,394.36,
409.77,229.36,244.58,481.05,600.89,526.52,501.57,503.32,447.96,421.98,397.18,
410.20,230.72,245.91,483.99,605.16,530.12,505.19,507.25,451.26,424.85,399.87,
410.62,232.10,247.19,487.29,609.58,533.58,508.51,511.03,454.71,427.56,403.09,
411.04,233.37,248.73,490.85,614.29,537.86,511.94,514.73,457.99,430.67,406.09,
411.47,234.20,250.08,493.30,617.82,540.78,514.81,517.77,460.64,433.00,408.23,
411.89,234.93,250.91,495.39,620.14,543.41,516.81,520.21,462.92,434.91,410.19,
412.32,235.82,251.88,497.80,623.45,546.62,519.32,522.65,465.39,437.02,412.23,
412.74,237.03,253.23,500.96,627.23,549.79,522.71,525.71,468.10,439.58,414.26,
413.17,237.91,254.02,503.17,629.47,551.69,524.88,528.21,470.41,441.61,416.00,
413.59,238.48,254.73,505.02,631.88,553.96,526.57,529.67,472.14,443.38,417.83,
414.02,239.38,255.88,507.74,635.07,556.88,529.00,532.09,474.05,445.48,419.68,
414.44,240.15,256.73,509.83,637.62,559.32,531.25,535.19,476.10,447.23,421.32,
