Date,2016/03/29,2016/03/29,2016/03/29,2016/03/29,2016/03/29,2016/03/29,
Time,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),1000,1000,2000,2000,2000,1000,
Sensor Temp.(deg),24.6,24.5,24.5,24.5,24.5,24.5,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
287.77,0.00,0.00,0.00,0.00,0.00,0.00,
288.21,0.00,-0.00,0.00,0.00,0.00,0.00,
288.65,0.00,-0.00,0.00,0.00,0.00,0.00,
289.08,0.00,-0.00,0.00,0.00,-0.00,0.00,
289.52,-0.00,-0.00,0.00,0.00,-0.00,0.00,
289.95,0.00,-0.00,0.00,0.00,-0.00,0.00,
290.39,0.00,0.00,0.00,0.00,-0.00,0.00,
290.82,0.00,0.00,0.00,0.00,0.00,0.00,
291.26,0.00,-0.00,0.00,0.00,0.00,0.00,
291.69,0.00,-0.00,0.00,0.00,-0.00,0.00,
292.13,0.00,-0.00,0.00,0.00,-0.00,0.00,
292.56,-0.00,-0.00,0.00,0.00,-0.00,0.00,
293.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
293.43,0.00,-0.00,0.00,0.00,0.00,0.00,
293.87,0.00,-0.00,0.00,0.00,0.00,0.00,
294.30,0.00,-0.00,0.00,0.00,0.00,0.00,
294.74,0.08,-0.04,0.04,0.00,-0.01,0.20,
295.17,0.09,0.01,0.04,-0.04,0.01,0.25,
295.61,0.16,0.04,0.04,-0.01,0.04,0.21,
296.04,0.26,0.12,0.02,0.02,0.07,0.18,
296.47,0.28,0.15,0.03,0.00,0.11,0.22,
296.91,0.24,0.06,0.10,0.00,0.11,0.22,
297.34,0.20,0.02,0.09,0.02,0.08,0.15,
297.78,0.19,0.01,0.07,0.01,0.07,0.16,
298.21,0.16,0.06,0.05,0.01,0.04,0.21,
298.65,0.19,0.11,0.07,0.04,0.08,0.14,
299.08,0.24,0.12,0.08,0.05,0.10,0.14,
299.51,0.22,0.14,0.09,0.05,0.11,0.17,
299.95,0.26,0.06,0.08,0.07,0.12,0.18,
300.38,0.22,0.08,0.07,0.05,0.09,0.22,
300.82,0.17,0.14,0.04,0.02,0.11,0.26,
301.25,0.25,0.17,0.06,0.03,0.14,0.23,
301.68,0.30,0.21,0.06,0.07,0.14,0.20,
302.12,0.32,0.21,0.08,0.06,0.16,0.21,
302.55,0.28,0.15,0.13,0.06,0.16,0.26,
302.99,0.24,0.09,0.15,0.10,0.12,0.20,
303.42,0.23,0.07,0.13,0.11,0.10,0.23,
303.85,0.20,0.13,0.13,0.12,0.11,0.37,
304.29,0.23,0.16,0.14,0.15,0.14,0.39,
304.72,0.33,0.22,0.19,0.18,0.18,0.41,
305.15,0.42,0.29,0.20,0.20,0.19,0.51,
305.59,0.51,0.27,0.23,0.23,0.24,0.59,
306.02,0.54,0.29,0.28,0.25,0.24,0.72,
306.46,0.58,0.36,0.28,0.25,0.25,0.79,
306.89,0.66,0.36,0.30,0.29,0.32,0.90,
307.32,0.76,0.43,0.34,0.35,0.34,0.96,
307.76,0.85,0.48,0.37,0.42,0.39,1.04,
308.19,0.95,0.47,0.44,0.47,0.47,1.20,
308.62,1.01,0.49,0.51,0.56,0.52,1.33,
309.06,1.16,0.54,0.55,0.65,0.58,1.51,
309.49,1.25,0.65,0.57,0.70,0.67,1.82,
309.92,1.43,0.82,0.64,0.77,0.77,2.02,
310.35,1.69,0.99,0.73,0.89,0.89,2.25,
310.79,1.90,1.18,0.79,1.00,1.02,2.49,
311.22,2.11,1.27,0.90,1.10,1.18,2.79,
311.65,2.29,1.38,1.04,1.22,1.30,3.13,
312.09,2.49,1.54,1.14,1.35,1.41,3.37,
312.52,2.73,1.69,1.23,1.49,1.58,3.76,
312.95,2.95,1.92,1.38,1.70,1.74,4.14,
313.38,3.29,2.21,1.56,1.90,1.93,4.56,
313.82,3.62,2.44,1.73,2.09,2.16,5.01,
314.25,3.97,2.67,1.93,2.28,2.38,5.48,
314.68,4.39,2.96,2.09,2.50,2.58,5.98,
315.12,4.78,3.29,2.26,2.71,2.79,6.59,
315.55,5.18,3.65,2.46,2.90,3.04,7.11,
315.98,5.73,4.05,2.71,3.18,3.35,7.68,
316.41,6.30,4.47,2.93,3.47,3.64,8.32,
316.85,6.81,4.79,3.17,3.72,3.95,8.90,
317.28,7.33,5.14,3.47,4.00,4.22,9.57,
317.71,7.86,5.52,3.71,4.31,4.48,10.18,
318.14,8.38,5.90,3.92,4.57,4.75,10.87,
318.57,8.89,6.33,4.17,4.89,5.02,11.58,
319.01,9.56,6.83,4.45,5.21,5.35,12.24,
319.44,10.26,7.31,4.75,5.52,5.69,12.96,
319.87,10.92,7.76,5.03,5.80,6.01,13.61,
320.30,11.65,8.18,5.34,6.15,6.34,14.40,
320.73,12.35,8.73,5.67,6.51,6.70,15.31,
321.17,13.06,9.26,6.00,6.86,7.08,16.15,
321.60,13.99,9.90,6.40,7.32,7.59,17.17,
322.03,14.96,10.62,6.83,7.83,8.08,18.22,
322.46,15.96,11.27,7.26,8.29,8.58,19.27,
322.89,16.85,11.84,7.72,8.75,9.04,20.30,
323.33,17.85,12.51,8.19,9.26,9.52,21.38,
323.76,18.80,13.19,8.60,9.76,10.01,22.48,
324.19,19.74,13.92,9.00,10.23,10.50,23.58,
324.62,20.72,14.62,9.45,10.73,11.02,24.63,
325.05,21.91,15.48,9.99,11.28,11.63,25.86,
325.48,22.96,16.23,10.42,11.78,12.17,26.96,
325.92,23.98,16.86,10.87,12.25,12.68,28.03,
326.35,24.98,17.56,11.35,12.77,13.17,29.24,
326.78,25.82,18.24,11.71,13.18,13.61,30.21,
327.21,26.71,18.83,12.08,13.62,14.04,31.13,
327.64,27.47,19.48,12.45,14.05,14.46,31.97,
328.07,28.22,20.00,12.78,14.38,14.81,32.68,
328.50,28.90,20.42,13.10,14.68,15.12,33.42,
328.93,29.32,20.77,13.33,14.95,15.35,33.91,
329.37,29.75,21.09,13.52,15.19,15.55,34.43,
329.80,30.18,21.46,13.70,15.42,15.76,34.97,
330.23,30.54,21.75,13.86,15.57,15.93,35.30,
330.66,31.15,22.19,14.15,15.85,16.21,35.89,
331.09,31.58,22.57,14.31,16.05,16.42,36.31,
331.52,31.86,22.70,14.43,16.18,16.56,36.62,
331.95,31.98,22.82,14.54,16.26,16.60,36.78,
332.38,32.12,22.96,14.61,16.36,16.68,36.91,
332.81,32.20,23.06,14.65,16.43,16.75,37.01,
333.24,32.28,23.16,14.71,16.50,16.76,37.00,
333.68,32.43,23.29,14.77,16.54,16.83,37.05,
334.11,32.67,23.41,14.89,16.64,16.93,37.29,
334.54,32.79,23.52,14.96,16.73,16.98,37.39,
334.97,32.94,23.59,15.01,16.81,17.03,37.51,
335.40,33.20,23.82,15.10,16.94,17.13,37.84,
335.83,33.48,24.09,15.22,17.08,17.27,38.08,
336.26,33.88,24.39,15.40,17.26,17.48,38.45,
336.69,34.22,24.69,15.53,17.46,17.66,38.77,
337.12,34.52,24.89,15.66,17.62,17.82,39.12,
337.55,34.83,25.11,15.86,17.81,17.99,39.50,
337.98,35.11,25.35,16.00,17.98,18.14,39.80,
338.41,35.43,25.57,16.15,18.16,18.31,40.19,
338.84,35.65,25.84,16.28,18.33,18.44,40.53,
339.27,35.92,26.05,16.41,18.45,18.56,40.78,
339.70,36.26,26.34,16.59,18.64,18.78,41.24,
340.13,36.56,26.60,16.74,18.80,18.93,41.60,
340.56,36.73,26.71,16.83,18.91,19.04,41.81,
340.99,36.79,26.85,16.90,18.98,19.09,42.05,
341.42,36.83,26.99,16.95,19.03,19.15,42.15,
341.85,36.89,27.08,16.98,19.06,19.21,42.16,
342.28,36.87,27.11,16.98,19.08,19.22,42.14,
342.71,36.85,27.12,16.99,19.07,19.21,42.13,
343.14,36.89,27.18,17.08,19.11,19.27,42.21,
343.57,36.84,27.20,17.11,19.13,19.27,42.21,
344.00,36.75,27.19,17.09,19.11,19.24,42.16,
344.43,36.71,27.30,17.11,19.13,19.25,42.23,
344.86,36.70,27.37,17.12,19.15,19.25,42.23,
345.29,36.86,27.50,17.21,19.22,19.34,42.39,
345.72,36.95,27.65,17.27,19.28,19.41,42.51,
346.15,37.10,27.74,17.35,19.37,19.52,42.68,
346.58,37.20,27.89,17.43,19.45,19.57,42.89,
347.01,37.37,28.12,17.52,19.57,19.69,43.14,
347.44,37.68,28.38,17.67,19.74,19.87,43.48,
347.87,37.93,28.63,17.80,19.88,20.04,43.82,
348.30,38.23,28.86,17.97,20.04,20.20,44.15,
348.73,38.60,29.16,18.20,20.26,20.41,44.66,
349.16,38.88,29.42,18.38,20.44,20.57,45.05,
349.59,39.11,29.63,18.49,20.60,20.70,45.41,
350.02,39.08,29.68,18.48,20.62,20.70,45.44,
350.44,39.41,29.98,18.65,20.80,20.89,45.82,
350.87,39.78,30.26,18.83,21.00,21.10,46.22,
351.30,40.11,30.59,18.98,21.18,21.30,46.60,
351.73,40.38,30.81,19.14,21.35,21.48,46.97,
352.16,40.65,31.05,19.31,21.52,21.64,47.38,
352.59,40.81,31.27,19.42,21.66,21.75,47.67,
353.02,40.83,31.32,19.45,21.69,21.78,47.75,
353.45,40.71,31.32,19.45,21.68,21.74,47.69,
353.88,40.60,31.28,19.43,21.63,21.71,47.58,
354.31,40.34,31.10,19.35,21.51,21.58,47.31,
354.73,39.95,30.87,19.22,21.34,21.40,46.93,
355.16,39.57,30.59,19.04,21.15,21.23,46.52,
355.59,39.16,30.40,18.87,20.98,21.06,46.16,
356.02,38.96,30.30,18.80,20.90,20.96,45.92,
356.45,38.84,30.26,18.78,20.83,20.91,45.74,
356.88,38.71,30.23,18.70,20.76,20.86,45.59,
357.31,38.49,30.09,18.64,20.66,20.78,45.46,
357.74,38.29,29.98,18.63,20.60,20.72,45.34,
358.16,38.17,29.95,18.57,20.57,20.67,45.23,
358.59,37.99,29.84,18.52,20.52,20.60,45.08,
359.02,38.02,29.97,18.56,20.56,20.62,45.16,
359.45,38.17,30.13,18.65,20.65,20.73,45.31,
359.88,38.44,30.37,18.81,20.81,20.90,45.63,
360.31,38.79,30.68,19.01,21.02,21.11,46.05,
360.73,39.30,31.11,19.26,21.32,21.39,46.62,
361.16,39.86,31.67,19.55,21.67,21.71,47.42,
361.59,40.51,32.33,19.91,22.09,22.11,48.25,
362.02,41.22,32.92,20.28,22.50,22.51,49.07,
362.45,41.86,33.51,20.60,22.87,22.89,49.88,
362.88,42.47,34.04,20.93,23.25,23.26,50.70,
363.30,43.04,34.53,21.28,23.63,23.62,51.49,
363.73,43.69,35.11,21.62,24.01,23.98,52.21,
364.16,44.21,35.61,21.88,24.34,24.29,52.92,
364.59,44.68,36.10,22.17,24.67,24.59,53.58,
365.02,45.25,36.61,22.47,25.01,24.94,54.29,
365.44,45.73,37.03,22.76,25.32,25.24,54.87,
365.87,46.17,37.46,23.02,25.61,25.52,55.47,
366.30,46.54,37.81,23.24,25.85,25.77,55.96,
366.73,46.88,38.20,23.46,26.11,25.99,56.53,
367.16,47.14,38.54,23.63,26.33,26.17,57.00,
367.58,47.34,38.78,23.77,26.48,26.34,57.29,
368.01,47.45,38.92,23.84,26.55,26.44,57.47,
368.44,47.44,38.97,23.87,26.56,26.47,57.53,
368.87,47.30,38.90,23.88,26.54,26.43,57.41,
369.29,47.00,38.69,23.78,26.41,26.27,57.09,
369.72,46.62,38.44,23.63,26.22,26.07,56.66,
370.15,46.04,38.15,23.40,25.99,25.80,56.18,
370.58,45.60,37.87,23.21,25.77,25.60,55.65,
371.00,45.24,37.65,23.07,25.58,25.43,55.23,
371.43,44.88,37.45,22.91,25.41,25.24,54.80,
371.86,44.59,37.17,22.76,25.24,25.10,54.41,
372.29,44.37,37.06,22.71,25.16,24.99,54.24,
372.71,44.21,37.07,22.64,25.13,24.94,54.16,
373.14,44.07,36.95,22.58,25.07,24.87,53.97,
373.57,44.08,37.05,22.62,25.10,24.90,53.98,
374.00,44.16,37.18,22.68,25.17,24.96,54.12,
374.42,44.23,37.32,22.79,25.28,25.05,54.33,
374.85,44.41,37.57,22.95,25.43,25.18,54.58,
375.28,44.66,37.87,23.10,25.60,25.35,54.99,
375.70,44.88,38.24,23.26,25.82,25.52,55.47,
376.13,45.19,38.60,23.44,26.02,25.73,55.92,
376.56,45.51,38.88,23.63,26.22,25.96,56.31,
376.99,45.74,39.18,23.76,26.37,26.11,56.65,
377.41,45.78,39.26,23.83,26.44,26.18,56.79,
377.84,45.76,39.32,23.90,26.48,26.20,56.93,
378.27,45.60,39.32,23.86,26.45,26.17,56.89,
378.69,45.20,39.06,23.69,26.28,25.99,56.50,
379.12,44.68,38.72,23.48,26.03,25.73,55.96,
379.55,44.13,38.35,23.23,25.74,25.44,55.29,
379.97,43.32,37.76,22.88,25.35,25.04,54.43,
380.40,42.50,37.11,22.53,24.91,24.60,53.45,
380.83,41.71,36.44,22.14,24.48,24.17,52.44,
381.25,40.94,35.87,21.77,24.09,23.76,51.64,
381.68,40.29,35.39,21.46,23.75,23.42,50.85,
382.11,39.77,34.95,21.22,23.45,23.16,50.14,
382.53,39.32,34.71,21.00,23.24,22.98,49.65,
382.96,39.03,34.52,20.92,23.10,22.84,49.31,
383.39,38.81,34.42,20.88,23.02,22.75,49.09,
383.81,38.76,34.44,20.85,23.01,22.74,49.03,
384.24,38.70,34.46,20.84,23.02,22.75,49.01,
384.67,38.75,34.61,20.92,23.12,22.80,49.15,
385.09,39.04,34.94,21.10,23.32,23.00,49.49,
385.52,39.48,35.40,21.36,23.59,23.30,50.03,
385.95,39.94,35.92,21.64,23.91,23.61,50.67,
386.37,40.59,36.49,22.01,24.29,24.00,51.46,
386.80,41.25,37.19,22.38,24.74,24.43,52.40,
387.22,41.90,37.95,22.80,25.21,24.87,53.39,
387.65,42.53,38.63,23.19,25.61,25.29,54.25,
388.08,43.06,39.20,23.51,25.97,25.66,54.99,
388.50,43.47,39.67,23.81,26.29,25.94,55.62,
388.93,43.73,39.96,24.04,26.50,26.12,56.06,
389.36,43.86,40.14,24.13,26.62,26.23,56.28,
389.78,43.84,40.19,24.16,26.67,26.25,56.37,
390.21,43.63,40.14,24.12,26.64,26.19,56.30,
390.63,43.47,40.08,24.09,26.58,26.13,56.11,
391.06,43.33,40.03,24.05,26.50,26.08,55.95,
391.49,43.12,39.96,23.98,26.43,25.99,55.74,
391.91,42.92,39.81,23.90,26.35,25.92,55.54,
392.34,42.81,39.78,23.90,26.34,25.90,55.50,
392.76,42.68,39.76,23.88,26.33,25.89,55.44,
393.19,42.55,39.75,23.84,26.27,25.84,55.28,
393.61,42.41,39.64,23.78,26.21,25.77,55.07,
394.04,42.35,39.66,23.79,26.21,25.78,54.98,
394.47,42.35,39.74,23.88,26.27,25.82,55.07,
394.89,42.59,40.05,24.03,26.47,26.00,55.37,
395.32,43.18,40.62,24.38,26.86,26.38,56.09,
395.74,44.02,41.59,24.93,27.49,26.96,57.35,
396.17,45.23,42.89,25.66,28.32,27.79,58.96,
396.59,46.84,44.49,26.59,29.33,28.78,61.02,
397.02,48.58,46.27,27.61,30.45,29.89,63.30,
397.45,50.32,48.00,28.65,31.59,31.02,65.66,
397.87,52.06,49.79,29.73,32.75,32.15,68.13,
398.30,53.73,51.53,30.77,33.89,33.24,70.48,
398.72,55.29,53.17,31.71,34.96,34.26,72.68,
399.15,56.82,54.83,32.64,35.98,35.28,74.81,
399.57,58.35,56.41,33.61,37.06,36.31,76.95,
400.00,59.91,58.05,34.60,38.10,37.34,79.14,
400.42,61.33,59.56,35.48,39.08,38.30,81.15,
400.85,62.69,60.94,36.29,39.98,39.20,82.98,
401.27,63.80,62.16,37.04,40.80,39.98,84.74,
401.70,64.64,63.23,37.60,41.43,40.59,86.02,
402.12,65.25,63.99,38.03,41.86,41.05,86.90,
402.55,65.68,64.53,38.34,42.16,41.37,87.56,
402.97,65.82,64.75,38.52,42.32,41.54,87.91,
403.40,65.77,64.86,38.60,42.39,41.60,88.09,
403.82,65.73,64.99,38.66,42.48,41.63,88.20,
404.25,65.66,65.02,38.67,42.50,41.65,88.17,
404.67,65.52,65.12,38.65,42.51,41.62,88.09,
405.10,65.44,65.21,38.68,42.51,41.65,88.01,
405.52,65.37,65.22,38.73,42.56,41.66,88.01,
405.95,65.24,65.29,38.73,42.54,41.62,87.95,
406.37,65.12,65.29,38.71,42.54,41.62,87.89,
406.80,65.04,65.41,38.76,42.59,41.63,88.00,
407.22,65.01,65.67,38.84,42.70,41.69,88.17,
407.65,65.04,65.85,38.87,42.74,41.75,88.19,
408.07,65.11,66.05,38.98,42.83,41.83,88.34,
408.50,65.30,66.31,39.15,43.02,42.00,88.68,
408.92,65.38,66.59,39.32,43.20,42.11,88.95,
409.35,65.60,66.95,39.53,43.43,42.34,89.32,
409.77,65.90,67.35,39.75,43.74,42.59,89.85,
410.20,66.13,67.81,39.96,43.98,42.81,90.31,
410.62,66.41,68.26,40.19,44.22,43.07,90.77,
411.04,66.73,68.65,40.46,44.47,43.36,91.29,
411.47,66.88,68.99,40.66,44.68,43.54,91.69,
411.89,67.02,69.30,40.82,44.82,43.71,91.95,
412.32,67.18,69.59,41.01,45.01,43.90,92.39,
412.74,67.34,69.94,41.21,45.22,44.12,92.80,
413.17,67.45,70.24,41.36,45.38,44.26,93.03,
413.59,67.60,70.48,41.48,45.49,44.39,93.24,
414.02,67.77,70.77,41.68,45.70,44.54,93.55,
414.44,67.80,71.03,41.84,45.86,44.70,93.85,
414.86,67.80,71.23,41.92,45.98,44.77,93.91,
415.29,67.74,71.27,41.97,46.03,44.82,94.00,
415.71,67.56,71.40,41.96,46.05,44.78,93.97,
416.14,67.45,71.50,41.99,46.01,44.77,93.82,
416.56,67.30,71.44,41.99,45.96,44.76,93.65,
416.99,67.12,71.42,41.98,45.93,44.69,93.49,
417.41,66.93,71.39,41.92,45.86,44.62,93.36,
417.83,66.80,71.35,41.94,45.86,44.56,93.36,
418.26,66.66,71.39,41.95,45.90,44.53,93.41,
418.68,66.48,71.46,41.93,45.89,44.48,93.27,
419.11,66.32,71.52,41.88,45.83,44.35,93.06,
419.53,66.23,71.44,41.87,45.81,44.33,92.96,
419.95,66.00,71.38,41.90,45.83,44.30,92.91,
420.38,65.77,71.35,41.86,45.75,44.23,92.67,
420.80,65.60,71.10,41.77,45.66,44.12,92.47,
421.23,65.34,71.03,41.69,45.58,43.99,92.41,
421.65,65.22,71.08,41.68,45.52,43.92,92.27,
422.07,65.08,71.02,41.64,45.47,43.89,92.08,
422.50,64.92,71.00,41.60,45.46,43.86,91.98,
422.92,64.73,70.94,41.57,45.40,43.82,91.92,
423.34,64.43,70.80,41.53,45.32,43.70,91.77,
423.77,64.12,70.65,41.44,45.29,43.56,91.56,
424.19,63.82,70.52,41.25,45.15,43.45,91.22,
424.62,63.43,70.27,41.06,44.93,43.24,90.60,
425.04,63.04,69.88,40.84,44.72,43.06,90.06,
425.46,62.52,69.47,40.67,44.52,42.86,89.54,
425.89,61.98,69.15,40.44,44.22,42.57,88.82,
426.31,61.40,68.51,40.06,43.83,42.22,88.00,
426.73,60.70,68.00,39.71,43.48,41.83,87.42,
427.16,60.04,67.71,39.46,43.18,41.52,86.69,
427.58,59.38,67.12,39.13,42.80,41.23,85.79,
428.00,58.73,66.60,38.76,42.42,40.88,84.97,
428.43,58.22,66.18,38.52,42.16,40.61,84.34,
428.85,57.65,65.83,38.34,41.95,40.38,83.85,
429.27,57.38,65.60,38.22,41.88,40.21,83.51,
429.70,57.28,65.55,38.11,41.84,40.17,83.39,
430.12,57.18,65.77,38.15,41.90,40.23,83.35,
430.54,57.26,65.95,38.30,42.03,40.35,83.49,
430.97,57.45,66.31,38.51,42.24,40.54,83.92,
431.39,57.68,66.76,38.81,42.46,40.76,84.27,
431.81,58.01,67.15,39.06,42.74,41.03,84.82,
432.24,58.43,67.69,39.33,43.15,41.35,85.70,
432.66,58.87,68.57,39.81,43.64,41.78,86.60,
433.08,59.49,69.46,40.33,44.16,42.34,87.52,
433.51,60.20,70.28,40.78,44.68,42.85,88.48,
433.93,60.96,71.25,41.35,45.30,43.42,89.76,
434.35,61.62,72.19,41.97,45.92,43.99,90.97,
434.77,62.21,72.98,42.41,46.45,44.43,91.93,
435.20,62.69,73.51,42.73,46.80,44.74,92.68,
435.62,62.93,74.15,43.01,47.06,45.03,93.26,
436.04,63.16,74.64,43.27,47.30,45.31,93.61,
436.47,63.35,74.82,43.46,47.43,45.44,93.84,
436.89,63.44,75.16,43.65,47.56,45.55,94.14,
437.31,63.54,75.39,43.81,47.76,45.74,94.48,
437.73,63.65,75.63,43.93,47.98,45.88,94.99,
438.16,63.91,76.12,44.18,48.29,46.11,95.46,
438.58,64.17,76.66,44.47,48.55,46.40,95.91,
439.00,64.48,77.18,44.66,48.80,46.67,96.38,
439.43,64.79,77.54,44.92,49.13,46.90,96.87,
439.85,64.99,78.05,45.24,49.44,47.14,97.41,
440.27,65.29,78.56,45.48,49.75,47.38,97.82,
440.69,65.52,78.86,45.65,49.97,47.56,98.23,
441.12,65.77,79.46,45.97,50.27,47.83,98.90,
441.54,66.16,80.21,46.31,50.63,48.18,99.48,
441.96,66.52,80.64,46.62,50.92,48.46,99.94,
442.38,66.79,81.25,46.90,51.24,48.73,100.58,
442.81,67.06,81.85,47.23,51.56,49.09,101.28,
443.23,67.30,82.28,47.49,51.88,49.35,101.89,
443.65,67.52,82.77,47.76,52.15,49.57,102.37,
444.07,67.76,83.38,48.00,52.41,49.86,102.85,
444.50,67.95,83.88,48.24,52.66,50.12,103.22,
444.92,68.19,84.19,48.47,52.91,50.38,103.61,
445.34,68.36,84.62,48.82,53.17,50.57,104.12,
445.76,68.57,85.13,49.06,53.39,50.80,104.55,
446.19,68.79,85.33,49.23,53.61,51.00,104.96,
446.61,68.94,85.84,49.46,53.87,51.20,105.52,
447.03,69.22,86.49,49.77,54.17,51.52,106.05,
447.45,69.50,86.99,50.09,54.46,51.85,106.52,
447.87,69.73,87.47,50.39,54.77,52.14,107.05,
448.30,70.01,88.08,50.72,55.10,52.50,107.69,
448.72,70.26,88.54,51.07,55.46,52.83,108.25,
449.14,70.49,89.07,51.31,55.81,53.06,108.79,
449.56,70.72,89.57,51.55,56.03,53.28,109.16,
449.99,70.92,89.97,51.72,56.24,53.48,109.44,
450.41,71.03,90.17,51.93,56.42,53.62,109.66,
450.83,71.05,90.33,52.05,56.48,53.66,109.86,
451.25,70.94,90.60,52.15,56.56,53.70,109.89,
451.67,70.83,90.53,52.15,56.57,53.76,109.92,
452.10,70.70,90.63,52.15,56.64,53.75,110.04,
452.52,70.70,90.99,52.27,56.71,53.86,110.08,
452.94,70.63,91.04,52.31,56.67,53.91,110.01,
453.36,70.56,91.16,52.36,56.71,53.94,110.01,
453.78,70.49,91.20,52.36,56.73,53.91,109.96,
454.20,70.34,91.20,52.43,56.77,53.89,110.03,
454.63,70.24,91.22,52.40,56.86,53.83,110.05,
455.05,70.16,91.20,52.35,56.77,53.73,109.93,
455.47,70.01,91.32,52.39,56.77,53.76,109.91,
455.89,69.96,91.45,52.43,56.87,53.83,110.02,
456.31,69.85,91.52,52.49,56.89,53.81,110.11,
456.74,69.77,91.71,52.58,56.94,53.88,110.19,
457.16,69.79,91.85,52.66,57.08,54.00,110.37,
457.58,69.83,92.00,52.74,57.16,54.08,110.70,
458.00,69.83,92.34,52.86,57.27,54.18,110.82,
458.42,69.89,92.62,53.00,57.36,54.33,110.87,
458.84,69.84,92.80,53.06,57.44,54.38,111.11,
459.27,69.86,92.96,53.18,57.58,54.46,111.29,
459.69,69.79,93.10,53.32,57.69,54.51,111.45,
460.11,69.74,93.21,53.34,57.83,54.55,111.55,
460.53,69.72,93.22,53.30,57.82,54.55,111.46,
460.95,69.52,93.38,53.35,57.76,54.60,111.44,
461.37,69.44,93.58,53.40,57.88,54.67,111.53,
461.79,69.41,93.52,53.41,57.83,54.66,111.44,
462.22,69.24,93.54,53.41,57.74,54.65,111.24,
462.64,69.25,93.65,53.51,57.88,54.79,111.37,
463.06,69.10,93.62,53.47,57.91,54.76,111.50,
463.48,68.97,93.83,53.50,57.91,54.72,111.43,
463.90,68.81,93.92,53.52,57.94,54.75,111.26,
464.32,68.74,93.94,53.50,57.93,54.72,111.08,
464.74,68.63,93.73,53.46,57.86,54.66,110.93,
465.16,68.38,93.62,53.46,57.86,54.57,110.74,
465.59,68.17,93.44,53.36,57.81,54.47,110.55,
466.01,67.97,93.08,53.15,57.67,54.32,110.23,
466.43,67.58,93.00,53.02,57.48,54.24,109.97,
466.85,67.43,93.13,53.00,57.48,54.27,109.92,
467.27,67.39,92.94,52.93,57.43,54.20,109.64,
467.69,67.14,92.82,52.91,57.27,54.12,109.39,
468.11,67.07,92.82,52.96,57.30,54.12,109.37,
468.53,66.98,92.78,53.05,57.41,54.08,109.51,
468.95,66.74,92.78,53.02,57.33,53.99,109.39,
469.38,66.57,92.84,53.03,57.32,53.97,109.09,
469.80,66.63,93.00,53.08,57.40,54.06,109.15,
470.22,66.71,92.92,53.13,57.50,54.11,109.27,
470.64,66.54,92.97,53.14,57.54,54.03,109.37,
471.06,66.42,93.26,53.13,57.70,54.03,109.48,
471.48,66.43,93.00,53.06,57.68,54.05,109.40,
471.90,66.24,93.19,53.02,57.66,53.94,109.38,
472.32,66.11,93.68,53.14,57.75,54.06,109.40,
472.74,66.21,93.79,53.33,57.84,54.19,109.50,
473.16,66.10,93.73,53.33,57.80,54.08,109.28,
473.58,65.93,93.75,53.37,57.77,54.11,109.41,
474.01,65.92,93.95,53.49,58.00,54.16,109.74,
474.43,65.79,93.92,53.45,58.10,54.13,109.69,
474.85,65.53,93.93,53.30,58.02,54.04,109.50,
475.27,65.47,94.13,53.26,58.00,54.11,109.36,
475.69,65.54,94.21,53.41,58.11,54.29,109.58,
476.11,65.43,94.07,53.42,58.01,54.15,109.52,
476.53,65.21,94.26,53.46,57.99,54.16,109.47,
476.95,65.35,94.42,53.68,58.23,54.43,109.83,
477.37,65.16,94.39,53.69,58.17,54.38,109.96,
477.79,65.05,94.98,53.79,58.23,54.48,109.86,
478.21,65.20,95.25,54.01,58.33,54.86,110.17,
478.63,65.20,95.23,54.06,58.38,54.85,110.20,
479.05,65.27,95.24,54.14,58.42,54.84,110.23,
479.47,65.12,95.51,54.37,58.62,54.99,110.64,
479.89,65.15,95.56,54.48,58.89,54.96,110.79,
480.31,64.95,95.37,54.29,58.72,54.89,110.42,
480.74,64.57,95.66,54.22,58.60,54.91,110.29,
481.16,64.70,95.82,54.35,58.70,55.06,110.36,
481.58,64.41,95.52,54.31,58.66,54.84,110.19,
482.00,64.00,95.32,53.99,58.36,54.55,109.63,
482.42,63.66,94.84,53.79,58.21,54.42,109.19,
482.84,63.27,94.35,53.42,57.90,54.04,108.91,
483.26,62.55,93.77,52.95,57.41,53.57,107.90,
483.68,62.07,93.36,52.61,56.97,53.22,106.92,
484.10,61.71,92.67,52.37,56.58,52.83,106.31,
484.52,61.23,91.93,52.01,56.22,52.36,105.45,
484.94,60.63,91.53,51.78,55.88,52.02,104.91,
485.36,60.34,91.27,51.46,55.75,51.72,104.51,
485.78,60.04,90.76,51.05,55.37,51.36,103.75,
486.20,59.48,90.63,50.74,55.03,51.23,103.17,
486.62,59.37,90.66,50.83,55.03,51.22,103.11,
487.04,59.48,90.64,50.91,55.07,51.21,103.05,
487.46,59.38,90.79,50.83,54.98,51.16,102.66,
