Date,2016/03/29,2016/03/29,2016/03/29,2016/03/29,2016/03/29,2016/03/29,
Time,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),1000,1000,2000,2000,2000,1000,
Sensor Temp.(deg),24.6,24.5,24.5,24.5,24.5,24.5,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
871.18,18.24,62.80,34.34,35.96,30.76,55.87,
871.59,18.08,62.65,34.26,36.10,30.72,55.86,
871.99,17.98,62.52,34.10,36.06,31.03,55.79,
872.39,17.84,62.58,34.07,36.00,31.06,55.99,
872.79,17.75,62.18,34.24,36.16,30.95,56.05,
873.20,17.89,62.03,34.16,36.25,30.82,56.20,
873.60,17.98,62.49,34.04,36.12,30.87,56.04,
874.00,18.01,62.51,33.93,36.01,30.85,55.67,
874.40,17.92,62.36,33.86,35.85,30.70,55.36,
874.80,17.94,62.38,33.86,35.70,30.71,55.34,
875.21,18.00,62.34,34.03,35.64,30.66,55.71,
875.61,17.62,62.34,34.10,35.74,30.52,55.73,
876.01,17.40,62.00,34.15,35.65,30.47,55.64,
876.41,17.41,61.65,34.20,35.52,30.38,55.87,
876.82,17.19,61.65,34.13,35.61,30.38,55.77,
877.22,17.37,61.38,33.90,35.58,30.61,55.74,
877.62,17.27,61.46,33.74,35.33,30.59,55.67,
878.02,17.35,61.32,33.69,35.39,30.38,55.76,
878.42,17.80,61.27,33.74,35.49,30.14,55.67,
878.82,17.80,61.76,33.59,35.30,30.16,55.46,
879.23,17.87,61.70,33.50,35.18,30.22,55.03,
879.63,17.93,61.42,33.40,35.03,29.97,54.71,
880.03,17.93,61.26,33.29,34.94,30.06,54.52,
880.43,18.05,61.25,33.36,34.86,30.19,54.74,
880.83,17.73,61.09,33.49,34.91,30.00,54.82,
881.24,17.74,60.72,33.51,34.93,29.92,54.73,
881.64,17.85,60.60,33.39,34.80,29.98,54.69,
882.04,17.80,60.59,33.21,34.97,30.05,54.58,
882.44,17.92,60.55,33.00,34.89,30.14,54.18,
882.84,17.92,60.44,32.75,34.55,30.14,53.82,
883.24,17.81,60.36,32.81,34.56,30.02,53.87,
883.65,18.14,60.57,32.93,34.56,29.91,54.04,
884.05,17.98,60.92,32.86,34.59,29.79,53.93,
884.45,17.71,60.91,32.77,34.47,29.79,53.57,
884.85,17.56,60.55,32.79,34.33,29.50,53.49,
885.25,17.31,60.51,32.69,34.30,29.46,53.42,
885.65,17.17,60.50,32.68,34.27,29.59,53.58,
886.05,16.78,60.51,32.76,34.24,29.44,53.86,
886.46,16.54,60.04,32.76,34.34,29.34,53.88,
886.86,16.61,59.94,32.65,34.23,29.31,54.00,
887.26,16.59,59.94,32.49,34.19,29.29,53.80,
887.66,16.61,59.80,32.39,34.09,29.27,53.51,
888.06,16.71,59.65,32.18,33.83,29.20,53.21,
888.46,16.62,59.48,32.12,33.64,28.98,53.26,
888.86,16.80,59.32,32.22,33.71,28.80,53.43,
889.26,16.56,59.43,32.11,33.68,28.52,53.18,
889.66,16.33,59.07,31.95,33.54,28.39,52.83,
890.07,16.18,58.51,31.90,33.22,28.19,52.23,
890.47,16.00,58.08,31.66,33.10,28.01,51.82,
890.87,15.96,57.48,31.40,32.77,28.04,51.29,
891.27,15.77,56.99,31.07,32.31,27.75,51.01,
891.67,15.57,56.06,30.70,31.99,27.34,50.62,
892.07,15.74,55.26,30.29,31.55,26.94,50.13,
892.47,15.64,54.70,29.75,30.95,26.58,49.23,
892.87,15.46,53.89,29.14,30.39,26.15,48.23,
893.27,15.19,53.06,28.52,29.69,25.61,47.15,
893.67,14.96,52.02,27.82,28.94,25.07,46.32,
894.07,14.69,51.13,27.37,28.38,24.42,45.64,
894.47,14.12,50.38,26.84,27.88,23.77,44.69,
894.87,13.65,49.01,26.21,27.15,23.11,43.69,
895.27,13.43,47.73,25.61,26.40,22.57,42.87,
895.67,13.05,46.49,24.97,25.83,22.03,41.89,
896.08,12.89,45.23,24.23,25.12,21.71,41.09,
896.48,12.62,44.12,23.52,24.23,21.22,40.23,
896.88,12.40,43.00,22.93,23.62,20.52,39.72,
897.28,12.44,42.00,22.43,23.24,19.97,38.92,
897.68,12.22,41.38,21.90,22.58,19.56,37.96,
898.08,12.00,40.72,21.39,22.14,19.20,36.95,
898.48,11.73,40.12,21.04,21.66,18.70,36.40,
898.88,11.56,39.59,20.80,21.32,18.50,35.89,
899.28,11.39,39.30,20.67,21.15,18.35,35.91,
899.68,11.06,39.27,20.73,21.21,18.14,35.89,
900.08,11.04,38.95,20.77,21.24,18.16,35.82,
900.48,11.17,38.82,20.83,21.30,18.34,36.04,
900.88,11.34,39.18,21.00,21.57,18.55,36.11,
901.28,11.58,39.39,21.13,21.72,18.85,36.32,
901.68,11.67,39.85,21.19,21.76,19.14,36.54,
902.08,11.80,40.20,21.51,22.08,19.26,37.09,
902.48,12.09,40.76,21.94,22.58,19.37,37.60,
902.88,11.88,41.61,22.14,22.85,19.60,37.77,
903.28,11.82,41.87,22.34,23.01,19.83,37.93,
903.68,11.81,42.08,22.57,23.18,19.76,38.05,
904.08,11.70,42.19,22.57,23.38,19.84,38.16,
904.48,11.70,42.26,22.61,23.42,20.15,38.19,
904.88,11.54,42.14,22.71,23.47,19.99,38.31,
905.28,11.48,41.67,22.65,23.44,19.83,38.28,
905.68,11.62,41.33,22.55,23.26,19.73,38.14,
906.07,11.51,41.04,22.26,22.97,19.59,37.90,
906.47,11.40,40.56,21.89,22.68,19.45,37.28,
906.87,11.20,39.99,21.36,22.15,19.19,36.37,
907.27,11.13,39.60,21.02,21.78,18.78,35.99,
907.67,11.12,39.16,20.90,21.63,18.43,35.74,
908.07,10.71,38.91,20.60,21.36,18.12,35.26,
908.47,10.50,38.46,20.25,21.00,17.87,34.67,
908.87,10.58,37.96,20.10,20.65,17.55,34.32,
909.27,10.42,37.38,19.88,20.63,17.33,33.99,
909.67,10.51,37.11,19.67,20.44,17.44,33.71,
910.07,10.41,36.84,19.51,20.18,17.23,33.74,
910.47,10.39,36.40,19.43,20.14,16.97,33.79,
910.87,10.58,36.17,19.34,20.09,16.88,33.81,
911.27,10.47,36.57,19.23,19.98,16.94,33.53,
911.66,10.51,36.45,19.02,19.84,16.95,33.17,
912.06,10.56,36.40,18.90,19.72,16.97,32.83,
912.46,10.55,36.27,18.81,19.61,16.91,32.80,
912.86,10.49,36.38,18.89,19.61,16.82,33.06,
913.26,10.19,36.40,18.97,19.64,16.71,33.03,
913.66,10.04,36.07,18.85,19.52,16.62,32.90,
914.06,10.13,36.05,18.82,19.37,16.54,32.88,
914.46,10.07,35.78,18.80,19.45,16.50,32.71,
914.85,10.07,35.63,18.65,19.42,16.74,32.51,
915.25,9.97,35.81,18.60,19.29,16.82,32.55,
915.65,10.00,35.90,18.74,19.36,16.80,32.84,
916.05,10.29,36.07,18.99,19.54,16.84,33.11,
916.45,10.18,36.80,19.14,19.76,17.04,33.22,
916.85,10.31,37.15,19.27,19.96,17.36,33.19,
917.25,10.49,37.30,19.51,20.15,17.50,33.48,
917.64,10.58,37.94,19.76,20.47,17.78,33.84,
918.04,10.62,38.57,20.19,20.81,17.98,34.52,
918.44,10.57,39.18,20.59,21.21,18.11,35.04,
918.84,10.52,39.38,20.98,21.60,18.36,35.57,
919.24,10.72,39.86,21.19,21.79,18.65,36.05,
919.64,10.77,40.32,21.52,22.16,18.85,36.41,
920.03,10.88,40.64,21.66,22.39,19.20,36.54,
920.43,10.84,41.11,21.67,22.46,19.43,36.67,
920.83,11.08,41.22,21.95,22.57,19.49,37.11,
921.23,11.47,41.48,22.20,22.72,19.40,37.32,
921.63,11.14,41.90,22.12,22.72,19.51,37.26,
922.02,11.09,41.98,22.02,22.57,19.56,36.96,
922.42,11.24,41.75,21.97,22.45,19.34,36.77,
922.82,11.10,41.88,21.80,22.40,19.29,36.66,
923.22,10.97,41.73,21.68,22.23,19.35,36.65,
923.62,10.84,41.53,21.70,22.08,19.04,36.49,
924.01,10.65,40.97,21.52,21.88,18.76,36.27,
924.41,10.80,40.37,21.31,21.55,18.58,36.05,
924.81,10.70,39.89,20.93,21.21,18.29,35.33,
925.21,10.66,39.22,20.50,20.78,18.00,34.51,
925.60,10.47,38.51,19.78,20.09,17.69,33.51,
926.00,10.46,37.53,19.29,19.56,17.21,32.97,
926.40,10.32,36.56,18.90,19.02,16.60,32.44,
926.80,9.74,35.85,18.26,18.50,15.98,31.58,
927.19,9.26,34.66,17.62,17.76,15.50,30.53,
927.59,9.13,33.43,17.10,17.12,14.74,29.54,
927.99,8.71,32.09,16.33,16.57,14.14,28.29,
928.39,8.34,30.61,15.60,15.79,13.72,27.19,
928.78,7.82,28.88,14.88,14.88,12.90,26.08,
929.18,7.40,26.98,14.07,14.02,11.92,24.80,
929.58,7.17,25.19,13.06,13.10,11.17,23.54,
929.98,6.65,23.53,12.06,12.11,10.36,21.98,
930.37,6.17,21.92,10.98,11.15,9.57,20.17,
930.77,5.94,20.27,10.01,10.11,8.89,18.56,
931.17,5.57,18.60,9.13,9.23,8.20,17.38,
931.56,5.29,17.23,8.54,8.59,7.44,16.45,
931.96,4.67,16.16,7.91,7.93,6.80,15.28,
932.36,4.19,14.85,7.33,7.25,6.32,14.26,
932.75,4.06,13.62,6.79,6.64,5.75,13.42,
933.15,3.88,12.59,6.29,6.32,5.35,12.59,
933.55,3.75,11.60,5.73,5.83,5.20,11.80,
933.94,3.37,10.81,5.20,5.25,4.87,11.36,
934.34,3.33,10.10,5.00,4.97,4.44,11.11,
934.74,3.60,9.70,4.80,4.77,4.21,10.76,
935.13,3.37,9.60,4.57,4.65,4.16,10.42,
935.53,3.34,9.55,4.49,4.55,4.19,10.12,
935.93,3.51,9.67,4.42,4.52,4.21,9.82,
936.32,3.44,9.79,4.50,4.56,4.35,10.10,
936.72,3.30,10.28,4.80,4.80,4.41,10.60,
937.12,3.23,10.89,5.13,5.13,4.47,11.00,
937.51,3.04,11.14,5.46,5.41,4.64,11.46,
937.91,3.22,11.43,5.74,5.61,4.78,12.08,
938.31,3.35,11.89,5.95,5.97,4.92,12.27,
938.70,3.54,12.20,6.02,6.24,5.31,12.53,
939.10,3.40,12.63,6.01,6.12,5.52,12.63,
939.49,3.54,12.83,6.19,6.39,5.47,13.10,
939.89,3.95,13.13,6.57,6.68,5.51,13.41,
940.29,3.53,13.61,6.61,6.78,5.66,13.39,
940.68,3.49,13.75,6.65,6.85,5.86,13.30,
941.08,3.51,13.82,6.74,6.88,5.72,13.20,
941.47,3.53,13.79,6.78,6.95,5.81,13.22,
941.87,3.44,13.93,6.88,6.96,5.87,13.52,
942.27,3.45,13.99,7.02,7.05,5.61,13.64,
942.66,3.23,13.45,6.96,6.99,5.51,13.74,
943.06,3.36,13.21,6.84,6.86,5.50,13.67,
943.45,3.60,13.06,6.74,6.76,5.52,13.41,
943.85,3.55,12.80,6.51,6.66,5.50,12.97,
944.24,3.49,12.64,6.23,6.23,5.59,12.52,
944.64,3.49,12.35,6.20,6.17,5.47,12.52,
945.04,3.90,12.28,6.46,6.31,5.30,12.86,
945.43,3.66,12.62,6.45,6.28,5.23,12.79,
945.83,3.54,12.61,6.48,6.19,5.37,12.61,
946.22,3.77,12.76,6.61,6.23,5.25,12.58,
946.62,3.82,13.02,6.68,6.51,5.35,12.67,
947.01,3.98,13.22,6.78,6.52,5.72,12.99,
947.41,3.92,13.54,6.88,6.63,5.76,13.37,
947.80,3.85,13.43,7.00,6.80,5.71,13.66,
948.20,4.18,13.62,7.07,6.92,5.89,13.91,
948.59,4.28,13.81,7.13,6.96,6.02,13.92,
948.99,4.32,14.04,7.10,7.08,6.11,13.75,
949.38,4.36,14.27,6.88,6.97,6.14,13.48,
949.78,4.40,14.40,6.95,7.03,6.13,13.72,
950.17,4.56,14.75,7.18,7.29,6.08,14.30,
950.57,4.27,15.28,7.36,7.41,6.09,14.38,
950.96,4.03,15.29,7.39,7.45,6.13,14.45,
951.36,4.13,15.41,7.54,7.48,6.14,14.74,
951.75,4.06,15.64,7.51,7.79,6.21,14.86,
952.15,4.33,15.60,7.49,7.85,6.55,15.04,
952.54,4.10,15.68,7.42,7.75,6.56,15.40,
952.94,4.20,15.70,7.60,7.91,6.41,15.81,
953.33,4.47,15.66,7.72,8.00,6.45,15.99,
953.73,4.46,15.95,7.70,8.06,6.60,16.01,
954.12,4.44,16.13,7.68,8.12,6.72,15.80,
954.51,4.60,16.58,7.83,8.13,6.76,15.76,
954.91,4.64,16.60,7.86,8.22,6.96,15.94,
955.30,4.79,17.00,8.20,8.45,7.11,16.46,
955.70,4.79,17.62,8.51,8.62,7.18,16.86,
956.09,4.67,17.58,8.68,8.79,7.27,16.87,
956.49,4.92,17.70,8.79,8.82,7.39,17.26,
956.88,5.02,17.98,8.93,9.10,7.50,17.44,
957.27,5.17,18.09,8.97,9.26,7.86,17.50,
957.67,5.16,18.26,8.94,9.24,8.00,17.46,
958.06,5.25,18.54,9.14,9.38,7.98,17.90,
958.46,5.72,18.82,9.49,9.65,8.05,18.28,
958.85,5.50,19.32,9.55,9.77,8.27,18.20,
959.24,5.60,19.78,9.73,9.91,8.53,18.28,
959.64,5.64,20.17,10.06,10.03,8.49,18.36,
960.03,5.58,20.53,10.21,10.16,8.70,18.61,
960.42,5.53,20.89,10.39,10.45,9.01,19.14,
960.82,5.53,21.42,10.79,10.68,9.01,19.72,
961.21,5.47,21.40,11.05,10.94,9.13,20.07,
961.61,5.63,21.55,11.20,11.17,9.39,20.38,
962.00,5.89,22.06,11.40,11.51,9.62,20.89,
962.39,6.10,22.37,11.53,11.77,9.94,21.05,
962.79,6.21,23.02,11.59,11.93,10.32,21.06,
963.18,6.42,23.52,11.95,12.11,10.43,21.66,
963.57,6.80,24.08,12.46,12.49,10.55,22.48,
963.97,6.70,24.94,12.74,12.84,10.82,22.76,
964.36,6.81,25.52,13.00,13.05,11.17,23.13,
964.75,7.12,26.26,13.47,13.31,11.24,23.86,
965.15,7.22,27.08,13.78,13.65,11.58,24.21,
965.54,7.59,27.87,14.07,14.09,12.23,25.05,
965.93,7.85,28.65,14.56,14.62,12.49,25.94,
966.32,8.11,29.21,15.11,15.16,12.70,26.77,
966.72,8.58,29.88,15.50,15.58,13.14,27.55,
967.11,8.74,30.82,15.81,16.15,13.61,28.28,
967.50,9.05,31.77,16.23,16.60,14.08,28.75,
967.90,9.27,32.68,16.52,16.82,14.51,28.97,
968.29,9.48,33.31,16.87,17.24,14.83,29.65,
968.68,9.64,33.96,17.40,17.59,15.02,30.72,
969.07,9.49,34.82,17.81,17.96,15.26,31.16,
969.47,9.43,35.24,18.02,18.15,15.53,31.53,
969.86,9.55,35.43,18.30,18.35,15.62,32.04,
970.25,9.50,35.84,18.50,18.61,15.80,32.18,
970.64,9.73,35.83,18.50,18.77,16.19,32.27,
971.04,9.53,35.82,18.44,18.90,16.21,32.74,
971.43,9.44,35.57,18.48,18.96,15.94,32.90,
971.82,9.72,35.52,18.45,18.83,15.89,32.85,
972.21,9.53,35.49,18.22,18.76,15.87,32.54,
972.61,9.44,35.51,18.05,18.61,15.88,32.18,
973.00,9.51,35.47,17.90,18.27,15.78,31.60,
973.39,9.53,35.11,17.74,18.09,15.62,31.50,
973.78,9.49,35.01,17.75,18.10,15.46,31.83,
974.17,9.40,35.34,17.86,18.13,15.21,31.67,
974.57,9.25,35.15,17.87,18.04,15.20,31.53,
974.96,9.42,35.08,17.84,18.03,15.10,31.67,
975.35,9.53,35.10,17.90,18.15,15.17,31.58,
975.74,9.86,35.06,17.88,18.21,15.39,31.43,
976.13,9.82,35.04,17.68,18.25,15.51,31.73,
976.53,9.93,35.07,17.94,18.40,15.36,32.03,
976.92,10.49,35.11,18.23,18.53,15.41,32.17,
977.31,10.28,35.57,18.27,18.63,15.69,32.25,
977.70,10.23,35.91,18.42,18.77,15.86,32.37,
978.09,10.39,36.13,18.72,18.83,15.97,32.38,
978.48,10.40,36.53,18.81,19.03,16.12,32.78,
978.87,10.46,36.95,19.10,19.35,16.27,33.57,
979.27,10.47,37.64,19.45,19.64,16.39,34.14,
979.66,10.59,37.89,19.74,19.76,16.51,34.34,
980.05,10.55,37.95,19.93,19.90,16.76,34.88,
980.44,10.74,38.42,20.17,20.25,17.02,35.30,
980.83,10.93,38.79,20.27,20.46,17.47,35.43,
981.22,10.91,39.29,20.28,20.50,17.77,35.71,
981.61,10.83,39.68,20.59,20.83,17.82,36.31,
982.00,11.20,40.19,21.07,21.09,17.96,36.65,
982.39,11.01,40.88,21.22,21.36,18.33,37.04,
982.79,10.81,41.47,21.43,21.52,18.53,37.18,
983.18,11.06,41.85,21.85,21.71,18.55,37.38,
983.57,11.20,42.22,22.00,22.00,18.81,37.57,
983.96,11.38,42.78,22.26,22.23,19.06,38.18,
984.35,11.51,43.28,22.62,22.56,19.17,38.62,
984.74,11.57,43.26,22.89,22.81,19.35,38.87,
985.13,11.97,43.29,23.13,22.94,19.62,39.19,
985.52,11.93,43.54,23.26,23.29,19.89,39.66,
985.91,12.21,43.83,23.35,23.49,20.20,39.72,
986.30,12.37,44.14,23.25,23.31,20.38,39.47,
986.69,12.36,44.22,23.38,23.49,20.45,39.79,
987.08,12.58,44.61,23.65,23.79,20.51,40.23,
987.47,12.58,44.98,23.73,23.95,20.61,40.15,
987.86,12.40,44.99,23.81,24.01,20.81,40.17,
988.25,12.61,45.24,23.99,24.11,20.69,40.25,
988.64,12.89,45.45,24.07,24.24,20.85,40.19,
989.03,12.99,45.59,24.02,24.36,21.22,40.38,
989.42,12.87,45.72,24.14,24.51,21.26,40.79,
989.81,12.97,45.57,24.27,24.74,21.33,40.87,
990.20,13.28,45.66,24.39,24.78,21.43,40.91,
990.59,12.92,45.90,24.40,24.93,21.58,41.16,
990.98,12.82,46.02,24.29,25.04,21.62,40.97,
991.37,13.03,46.34,24.16,24.88,21.60,40.54,
991.76,12.90,46.50,24.16,24.98,21.66,40.79,
992.15,12.81,46.60,24.36,25.21,21.61,41.32,
992.54,12.75,47.05,24.47,25.34,21.56,41.00,
992.93,12.72,46.96,24.58,25.27,21.56,41.03,
993.32,12.61,47.22,24.67,25.25,21.58,41.21,
993.71,12.79,47.43,24.73,25.46,21.53,41.14,
994.10,12.90,47.49,24.59,25.41,21.85,41.30,
994.49,12.76,47.59,24.47,25.43,21.91,41.71,
994.87,12.86,47.47,24.65,25.61,21.84,42.04,
995.26,13.13,47.49,24.73,25.65,21.79,42.03,
995.65,12.74,47.63,24.69,25.63,21.93,42.20,
996.04,12.59,47.68,24.60,25.64,21.99,42.10,
996.43,12.92,47.84,24.55,25.49,21.83,41.63,
996.82,12.96,47.83,24.57,25.43,21.90,41.73,
997.21,12.95,47.81,24.72,25.51,21.89,42.11,
997.60,12.94,47.87,24.79,25.59,21.74,41.97,
997.99,12.94,47.59,24.86,25.55,21.70,41.89,
998.38,12.88,47.50,24.81,25.51,21.70,42.08,
998.76,12.91,47.36,24.75,25.63,21.71,41.97,
999.15,12.98,47.16,24.62,25.55,21.83,41.93,
999.54,12.93,46.89,24.42,25.24,21.82,42.00,
999.93,12.91,46.64,24.42,25.33,21.69,41.99,
1000.32,13.06,46.40,24.50,25.31,21.62,41.81,
1000.71,12.76,46.43,24.38,25.15,21.56,41.62,
1001.09,12.58,46.27,24.26,25.03,21.56,41.42,
1001.48,12.71,46.18,24.28,24.88,21.33,41.01,
1001.87,12.82,45.94,24.17,24.74,21.28,40.88,
1002.26,12.77,45.81,24.15,24.63,21.29,40.96,
1002.65,12.57,45.78,24.20,24.67,21.13,40.82,
1003.03,12.56,45.39,24.17,24.56,21.11,40.66,
1003.42,12.58,45.13,24.13,24.45,21.13,40.63,
1003.81,12.55,45.14,24.02,24.50,21.11,40.56,
1004.20,12.62,44.75,23.91,24.42,21.14,40.36,
1004.59,12.69,44.73,23.72,24.09,21.16,40.22,
1004.97,12.65,44.56,23.67,24.08,21.00,40.28,
1005.36,12.69,44.50,23.80,24.15,20.91,40.24,
1005.75,12.48,44.88,23.80,24.01,20.87,39.92,
1006.14,12.29,44.91,23.80,23.85,20.81,39.62,
1006.52,12.43,44.85,23.91,23.81,20.64,39.36,
1006.91,12.61,44.92,23.93,23.72,20.65,39.18,
1007.30,12.62,45.01,23.86,23.72,20.91,39.39,
1007.69,12.39,45.00,23.83,23.89,20.87,39.68,
1008.07,12.35,44.79,23.93,24.09,20.87,39.84,
1008.46,12.64,44.70,23.89,24.06,20.95,39.97,
1008.85,12.11,44.93,23.83,24.18,21.07,40.16,
1009.23,12.11,44.93,23.71,24.19,21.16,40.01,
1009.62,12.28,45.13,23.65,23.89,21.26,39.44,
1010.01,12.32,45.28,23.63,23.84,21.32,39.55,
1010.40,12.23,45.23,23.90,24.15,21.23,39.83,
1010.78,12.18,45.79,24.07,24.27,21.24,39.54,
1011.17,11.99,45.87,24.07,24.36,21.31,39.45,
1011.56,12.11,45.59,24.18,24.38,21.25,39.87,
1011.94,12.07,45.70,24.18,24.55,21.35,39.83,
1012.33,12.17,45.64,24.07,24.54,21.67,40.30,
1012.72,11.92,45.49,23.84,24.60,21.72,40.63,
1013.10,12.00,45.17,23.94,24.77,21.40,40.86,
1013.49,12.51,45.11,24.10,24.77,21.47,40.62,
1013.87,12.03,45.28,23.96,24.70,21.57,40.58,
1014.26,11.88,45.15,24.01,24.66,21.53,40.10,
1014.65,12.38,45.22,23.92,24.32,21.37,39.46,
1015.03,12.37,45.15,23.90,24.16,21.39,39.25,
1015.42,12.21,45.27,23.87,24.39,21.22,39.76,
1015.81,11.96,45.51,24.14,24.52,20.99,39.71,
1016.19,11.63,45.47,24.22,24.30,21.03,39.54,
1016.58,11.75,45.10,24.16,24.12,20.97,40.03,
1016.96,11.80,45.02,24.10,24.22,20.96,40.05,
1017.35,11.92,44.94,23.92,24.12,21.26,39.84,
1017.73,11.97,44.69,23.61,23.93,21.32,39.86,
1018.12,11.93,44.43,23.65,24.18,21.17,39.94,
1018.51,12.29,44.38,23.89,24.33,21.02,39.93,
1018.89,11.77,44.69,23.82,24.27,21.28,39.38,
1019.28,11.29,44.68,23.66,24.23,21.31,39.15,
1019.66,11.55,44.64,23.65,23.94,21.03,38.82,
1020.05,11.82,44.50,23.51,23.89,21.12,38.80,
1020.43,11.92,44.62,23.45,24.00,21.25,39.04,
1020.82,11.76,44.75,23.61,24.33,21.01,39.63,
1021.20,11.69,44.42,23.67,24.23,20.97,39.87,
1021.59,11.70,44.46,23.62,24.14,21.15,39.78,
1021.97,11.44,44.28,23.58,24.58,21.13,40.08,
1022.36,11.78,44.05,23.34,24.44,21.45,39.56,
1022.74,11.95,44.18,23.06,24.17,21.65,39.05,
1023.13,11.94,43.76,23.04,24.37,21.43,39.30,
1023.51,12.20,43.68,23.37,24.58,21.26,39.47,
1023.90,11.84,44.27,23.36,24.40,21.32,39.03,
1024.28,11.37,44.30,23.33,24.24,21.47,38.75,
1024.67,11.44,44.28,23.51,24.01,21.09,39.06,
1025.05,11.79,44.29,23.53,23.85,21.04,38.95,
1025.44,12.05,44.66,23.49,24.00,21.27,39.38,
1025.82,11.75,44.87,23.56,24.21,21.13,39.84,
1026.21,11.55,44.52,23.86,24.28,20.90,40.10,
1026.59,12.02,44.50,23.76,24.14,21.02,39.77,
1026.97,11.36,44.57,23.72,24.43,21.14,39.61,
1027.36,11.44,44.21,23.40,24.37,21.34,39.31,
1027.74,12.11,44.57,23.11,23.88,21.27,38.37,
1028.13,12.22,44.27,23.11,24.09,21.16,38.31,
1028.51,12.12,44.23,23.35,24.23,20.93,38.81,
1028.89,12.22,45.19,23.49,24.13,20.86,38.54,
1029.28,11.73,45.31,23.36,24.16,20.95,38.39,
1029.66,11.72,44.97,23.50,24.00,20.67,39.11,
1030.05,11.93,45.16,23.39,23.95,20.69,39.04,
1030.43,12.34,45.26,23.30,24.07,21.09,38.88,
1030.81,12.03,45.22,23.13,24.17,21.06,39.31,
1031.20,11.72,44.57,23.17,24.27,20.98,39.34,
1031.58,12.04,44.45,23.23,24.28,21.06,38.96,
1031.96,11.41,44.46,22.97,24.41,21.22,38.81,
1032.35,10.95,43.89,22.86,24.31,21.36,38.63,
1032.73,11.78,43.87,22.64,23.67,21.07,37.82,
1033.11,12.20,43.89,22.60,23.47,20.96,38.01,
1033.50,12.06,43.76,22.81,23.69,20.89,38.82,
1033.88,11.70,44.59,23.12,23.78,20.58,39.07,
1034.26,11.68,44.71,23.19,23.58,20.63,39.04,
1034.65,11.53,44.34,23.23,23.40,20.55,39.41,
1035.03,11.03,44.14,23.31,23.36,20.38,39.30,
1035.41,11.55,43.95,23.05,23.34,20.73,38.63,
1035.79,11.41,43.80,22.70,23.10,20.76,38.78,
1036.18,11.25,43.03,22.66,23.30,20.54,38.90,
1036.56,11.80,43.02,22.96,23.36,20.59,39.09,
1036.94,11.78,43.63,22.63,23.27,20.71,38.85,
1037.32,11.16,43.48,22.50,23.03,20.62,38.54,
1037.71,11.70,43.51,22.58,22.64,20.33,37.95,
1038.09,12.39,43.73,22.34,22.52,20.26,37.77,
1038.47,12.37,43.85,22.41,22.89,20.30,38.08,
1038.85,11.86,44.30,22.70,23.30,20.21,38.49,
1039.24,11.48,44.10,22.84,23.21,20.16,38.24,
1039.62,11.11,43.84,22.84,23.09,20.31,38.40,
1040.00,10.10,43.38,22.94,23.68,20.32,38.52,
1040.38,10.56,42.88,22.64,23.45,20.75,37.85,
1040.76,11.19,42.97,21.99,23.20,20.91,37.12,
1041.15,10.79,42.40,22.16,23.45,20.62,37.52,
1041.53,11.56,42.20,22.72,23.89,20.64,37.78,
1041.91,11.55,43.32,22.45,23.76,20.61,37.02,
1042.29,10.75,43.27,22.50,23.62,20.57,36.63,
1042.67,10.84,43.23,22.82,23.29,20.08,36.27,
1043.05,11.35,43.10,22.83,23.17,20.13,35.94,
1043.44,11.88,43.43,22.81,23.35,20.21,36.60,
1043.82,11.30,43.56,23.09,23.64,20.12,37.22,
1044.20,10.99,42.55,23.36,23.78,19.95,37.40,
1044.58,10.96,42.42,23.10,23.53,19.94,37.08,
1044.96,10.36,42.43,23.13,23.98,20.15,37.46,
1045.34,10.57,41.41,22.71,23.71,20.35,36.99,
1045.72,11.51,41.45,22.09,22.67,20.29,35.70,
1046.10,11.90,41.51,22.06,22.86,20.10,36.14,
1046.48,11.98,41.33,22.71,23.15,19.64,36.95,
1046.87,11.91,42.48,22.64,23.08,19.55,36.16,
1047.25,11.26,42.51,22.59,22.81,19.63,35.99,
1047.63,10.89,42.06,22.97,22.52,19.16,37.14,
1048.01,10.64,41.66,22.78,22.33,19.11,37.01,
1048.39,11.62,41.33,22.33,22.48,19.38,37.41,
1048.77,11.25,41.50,22.42,22.72,19.53,38.15,
1049.15,10.56,40.71,22.57,22.88,19.59,38.57,
1049.53,10.19,40.62,22.47,22.70,19.54,38.45,
1049.91,9.67,41.03,22.23,23.01,20.05,38.22,
1050.29,9.43,40.72,22.09,22.88,20.44,37.42,
1050.67,10.45,40.38,21.53,21.85,20.11,36.26,
1051.05,11.34,40.74,21.57,21.81,19.81,35.95,
1051.43,11.77,40.94,21.84,22.40,19.50,37.07,
1051.81,11.22,41.80,22.12,22.53,19.27,36.76,
1052.19,10.51,41.70,21.67,22.49,19.54,36.45,
1052.57,10.12,41.47,21.81,22.23,19.16,37.32,
1052.95,9.55,40.90,21.62,22.04,19.11,37.38,
1053.33,10.68,40.53,21.20,22.04,19.59,36.63,
