Date,2016/09/28,
Time,16:00:00,
Memo,EKO WISER,
Sensor,MS-711,
Exposure Time(msec),200,
Sensor Temp.(deg),25.3,
Power(V),5.9,
Wavelength(nm),Irradiance(W/m2/um),
910.07,326.97,
910.47,326.09,
910.87,323.34,
911.27,320.63,
911.66,318.97,
912.06,318.92,
912.46,318.89,
912.86,318.10,
913.26,317.10,
913.66,317.25,
914.06,315.36,
914.46,314.14,
914.85,313.63,
915.25,314.45,
915.65,316.87,
916.05,319.58,
916.45,322.40,
916.85,327.80,
917.25,332.43,
917.64,338.17,
918.04,342.62,
918.44,348.01,
918.84,353.33,
919.24,358.17,
919.64,361.24,
920.03,364.66,
920.43,367.85,
920.83,371.10,
921.23,372.50,
921.63,373.55,
922.02,373.90,
922.42,372.04,
922.82,368.99,
923.22,364.81,
923.62,360.84,
924.01,356.72,
924.41,351.34,
924.81,344.14,
925.21,336.25,
925.60,326.24,
926.00,317.02,
926.40,305.17,
926.80,294.19,
927.19,282.26,
927.59,269.43,
927.99,253.77,
928.39,238.89,
928.78,224.09,
929.18,209.59,
929.58,194.26,
929.98,178.33,
930.37,164.77,
930.77,148.83,
931.17,135.24,
931.56,122.37,
931.96,112.25,
932.36,103.36,
932.75,95.10,
933.15,87.32,
933.55,81.51,
933.94,76.14,
934.34,72.96,
934.74,69.55,
935.13,69.21,
935.53,70.11,
935.93,71.33,
936.32,72.11,
936.72,75.80,
937.12,79.84,
937.51,85.00,
937.91,89.09,
938.31,92.70,
938.70,97.51,
939.10,99.93,
939.49,100.90,
939.89,102.11,
940.29,104.76,
940.68,106.79,
941.08,107.37,
941.47,106.53,
941.87,107.16,
942.27,105.89,
942.66,104.49,
943.06,101.67,
943.45,101.32,
943.85,99.45,
944.24,99.28,
944.64,96.96,
945.04,96.31,
945.43,96.52,
945.83,99.04,
946.22,100.32,
946.62,102.11,
947.01,104.50,
947.41,105.42,
947.80,105.33,
948.20,104.16,
948.59,106.41,
948.99,108.83,
949.38,109.87,
949.78,109.84,
950.17,110.64,
950.57,111.76,
950.96,113.67,
951.36,113.89,
951.75,115.76,
952.15,117.40,
952.54,117.71,
952.94,117.75,
953.33,117.73,
953.73,120.48,
954.12,124.83,
954.51,127.25,
954.91,129.39,
955.30,133.77,
955.70,135.95,
956.09,137.52,
956.49,137.72,
956.88,140.64,
957.27,143.77,
957.67,145.57,
958.06,147.07,
958.46,151.57,
958.85,153.95,
959.24,158.59,
959.64,161.00,
960.03,165.40,
960.42,169.05,
960.82,172.22,
961.21,173.92,
961.61,177.52,
962.00,181.62,
962.39,187.69,
962.79,193.07,
963.18,198.05,
963.57,205.15,
963.97,211.40,
964.36,216.69,
964.75,222.16,
965.15,229.65,
965.54,237.80,
965.93,246.44,
966.32,253.40,
966.72,263.32,
967.11,270.87,
967.50,280.07,
967.90,288.11,
968.29,296.28,
968.68,303.53,
969.07,309.22,
969.47,313.73,
969.86,316.38,
970.25,319.90,
970.64,322.41,
971.04,324.17,
971.43,323.67,
971.82,323.14,
972.21,322.21,
972.61,319.69,
973.00,316.58,
973.39,315.26,
973.78,315.32,
974.17,314.26,
974.57,313.39,
974.96,313.41,
975.35,313.36,
975.74,315.38,
976.13,317.05,
976.53,320.56,
976.92,324.44,
977.31,327.12,
977.70,329.41,
978.09,331.94,
978.48,335.93,
978.87,342.49,
979.27,346.90,
979.66,351.31,
980.05,357.04,
980.44,360.91,
980.83,365.33,
981.22,368.67,
981.61,374.70,
982.00,379.21,
982.39,384.31,
982.79,386.83,
983.18,392.78,
983.57,397.80,
983.96,403.97,
984.35,408.91,
984.74,413.74,
985.13,418.28,
985.52,421.08,
985.91,423.65,
986.30,426.21,
986.69,429.32,
987.08,433.16,
987.47,436.08,
987.86,438.71,
988.25,442.06,
988.64,444.45,
989.03,446.34,
989.42,446.80,
989.81,448.96,
990.20,450.43,
990.59,451.73,
990.98,452.13,
991.37,453.46,
991.76,454.57,
992.15,456.48,
992.54,459.46,
992.93,461.07,
993.32,463.25,
993.71,464.41,
994.10,464.15,
994.49,463.36,
994.87,464.56,
995.26,467.63,
995.65,468.72,
996.04,468.45,
996.43,469.84,
996.82,469.75,
997.21,469.72,
997.60,467.81,
997.99,468.08,
998.38,467.14,
998.76,465.57,
999.15,462.65,
999.54,461.09,
999.93,459.05,
1000.32,458.94,
1000.71,457.50,
1001.09,455.73,
1001.48,454.60,
1001.87,452.52,
1002.26,449.78,
1002.65,447.07,
1003.03,446.15,
1003.42,446.47,
1003.81,445.75,
1004.20,444.32,
1004.59,444.47,
1004.97,444.45,
1005.36,444.05,
1005.75,442.58,
1006.14,443.67,
1006.52,443.92,
1006.91,443.98,
1007.30,442.95,
1007.69,443.49,
1008.07,443.74,
1008.46,445.01,
1008.85,446.38,
1009.23,446.96,
1009.62,447.65,
1010.01,446.94,
1010.40,446.95,
1010.78,446.09,
1011.17,447.02,
1011.56,449.36,
1011.94,449.29,
1012.33,447.61,
1012.72,448.42,
1013.10,447.84,
1013.49,449.39,
1013.87,448.53,
1014.26,449.29,
1014.65,449.61,
1015.03,448.88,
1015.42,447.15,
1015.81,445.28,
1016.19,445.60,
1016.58,445.98,
1016.96,447.45,
1017.35,446.67,
1017.73,447.73,
1018.12,447.88,
1018.51,446.22,
1018.89,443.26,
1019.28,442.64,
1019.66,443.86,
1020.05,443.36,
1020.43,440.28,
1020.82,442.80,
1021.20,441.65,
1021.59,442.90,
1021.97,439.70,
1022.36,441.79,
1022.74,440.48,
1023.13,439.78,
1023.51,435.95,
1023.90,434.60,
1024.28,433.88,
1024.67,435.00,
1025.05,436.44,
1025.44,435.99,
1025.82,436.61,
1026.21,436.73,
1026.59,435.06,
1026.97,432.34,
1027.36,433.48,
1027.74,435.03,
1028.13,434.88,
1028.51,433.94,
1028.89,436.51,
1029.28,436.57,
1029.66,436.57,
1030.05,437.81,
1030.43,439.70,
1030.81,438.76,
1031.20,435.76,
1031.58,434.48,
1031.96,433.37,
1032.35,431.41,
1032.73,433.35,
1033.11,435.61,
1033.50,435.39,
1033.88,434.83,
1034.26,434.87,
1034.65,432.18,
1035.03,427.86,
1035.41,428.21,
1035.79,428.90,
1036.18,429.19,
1036.56,427.33,
1036.94,431.61,
1037.32,431.23,
1037.71,432.11,
1038.09,432.53,
1038.47,434.31,
1038.85,432.73,
1039.24,431.83,
1039.62,428.49,
1040.00,425.07,
1040.38,425.05,
1040.76,429.06,
1041.15,429.81,
1041.53,428.46,
1041.91,431.19,
1042.29,429.34,
1042.67,425.62,
1043.05,419.50,
1043.44,421.34,
1043.82,421.09,
1044.20,419.93,
1044.58,417.85,
1044.96,419.34,
1045.34,418.41,
1045.72,419.57,
1046.10,417.97,
1046.48,420.60,
1046.87,421.83,
1047.25,418.43,
1047.63,413.86,
1048.01,410.58,
1048.39,409.55,
1048.77,413.44,
1049.15,413.98,
1049.53,413.88,
1049.91,417.31,
1050.29,415.08,
1050.67,414.04,
1051.05,409.01,
1051.43,411.02,
1051.81,411.52,
1052.19,408.79,
1052.57,403.07,
1052.95,404.81,
1053.33,404.43,
1053.71,405.86,
1054.09,406.23,
1054.47,409.25,
1054.85,407.88,
1055.23,405.39,
1055.60,399.78,
1055.98,394.33,
1056.36,394.65,
1056.74,398.38,
1057.12,398.10,
1057.50,399.68,
1057.88,401.32,
1058.26,400.88,
1058.64,399.03,
1059.01,390.14,
1059.39,393.58,
1059.77,392.76,
1060.15,392.93,
1060.53,386.88,
1060.91,386.19,
1061.28,387.63,
1061.66,393.38,
1062.04,395.70,
1062.42,398.95,
1062.80,401.25,
1063.17,394.79,
1063.55,389.26,
1063.93,383.84,
1064.31,384.20,
1064.68,386.43,
1065.06,385.18,
1065.44,383.45,
1065.82,386.02,
1066.19,382.90,
1066.57,382.26,
1066.95,374.70,
1067.32,378.47,
1067.70,376.16,
1068.08,372.41,
1068.45,366.06,
1068.83,365.96,
1069.21,365.13,
1069.58,370.98,
1069.96,376.35,
1070.34,383.34,
1070.71,388.78,
1071.09,385.60,
1071.47,376.83,
1071.84,373.87,
1072.22,372.95,
1072.59,378.38,
1072.97,378.22,
1073.35,374.08,
1073.72,376.90,
1074.10,373.10,
1074.47,376.59,
1074.85,364.88,
1075.22,368.82,
1075.60,360.94,
1075.97,357.47,
1076.35,349.12,
1076.72,349.12,
1077.10,352.52,
1077.47,357.09,
1077.85,363.30,
1078.22,365.15,
1078.60,366.90,
1078.97,363.91,
1079.35,357.91,
1079.72,345.44,
1080.10,345.47,
1080.47,354.14,
1080.84,352.69,
1081.22,347.72,
1081.59,355.13,
1081.97,353.37,
1082.34,350.94,
1082.71,338.78,
1083.09,344.86,
1083.46,339.77,
1083.83,334.30,
1084.21,324.53,
1084.58,322.88,
1084.95,322.94,
1085.33,334.09,
1085.70,339.78,
1086.07,349.87,
1086.45,355.53,
1086.82,351.55,
1087.19,338.48,
1087.57,325.51,
1087.94,319.94,
1088.31,322.96,
1088.68,316.93,
1089.06,310.56,
1089.43,313.65,
1089.80,308.71,
1090.17,307.51,
1090.54,294.13,
1090.92,299.67,
1091.29,292.93,
1091.66,278.21,
1092.03,261.28,
1092.40,251.92,
1092.78,247.22,
1093.15,259.15,
1093.52,273.53,
1093.89,279.11,
1094.26,291.73,
1094.63,290.13,
1095.00,282.87,
1095.37,262.52,
1095.75,267.75,
1096.12,273.30,
1096.49,267.81,
1096.86,251.11,
1097.23,262.51,
1097.60,255.16,
1097.97,260.94,
1098.34,249.75,
1098.71,261.65,
1099.08,253.72,
1099.45,247.39,
1099.82,226.23,
1100.19,217.90,
1100.56,0.00,
1100.93,0.00,
1101.30,0.00,
1101.67,0.00,
1102.04,0.00,
1102.41,0.00,
1102.78,0.00,
1103.15,0.00,
1103.52,0.00,
1103.88,0.00,
1104.25,0.00,
1104.62,0.00,
1104.99,0.00,
1105.36,0.00,
1105.73,0.00,
1106.10,0.00,
1106.47,0.00,
1106.83,0.00,
1107.20,0.00,
1107.57,0.00,
1107.94,0.00,
1108.31,0.00,
1108.67,0.00,
1109.04,0.00,
1109.41,0.00,
1109.78,0.00,
1110.15,0.00,
1110.51,0.00,
1110.88,0.00,
1111.25,0.00,
1111.62,0.00,
1111.98,0.00,
1112.35,0.00,
1112.72,0.00,
1113.08,0.00,
1113.45,0.00,
1113.82,0.00,
1114.18,0.00,
1114.55,0.00,
1114.92,0.00,
1115.28,0.00,
1115.65,0.00,
1116.02,0.00,
1116.38,0.00,
1116.75,0.00,
1117.11,0.00,
1117.48,0.00,
1117.84,0.00,
1118.21,0.00,
1118.58,0.00,
1118.94,0.00,
1119.31,0.00,
1119.67,0.00,
1120.04,0.00,
1120.40,0.00,
1120.77,0.00,
1121.13,0.00,
1121.50,0.00,
1121.86,0.00,
