Date,2016/05/04,2016/05/04,2016/05/04,2016/05/04,
312.95,57.08,66.77,47.16,36.99,
313.38,59.99,70.06,49.62,39.01,
313.82,62.24,73.74,51.64,40.93,
314.25,65.13,76.99,53.69,42.62,
314.68,68.49,80.23,55.85,44.17,
315.12,71.08,83.38,57.99,45.92,
315.55,73.28,86.20,60.00,47.92,
315.98,76.46,90.21,62.95,50.47,
316.41,79.59,93.60,65.87,52.63,
316.85,82.20,96.72,67.63,54.26,
317.28,84.66,100.07,69.74,56.38,
317.71,87.77,103.56,72.23,58.01,
318.14,90.22,106.56,74.17,59.56,
318.57,92.68,109.74,76.03,61.60,
319.01,95.36,113.16,78.11,63.62,
319.44,98.19,116.57,80.10,65.50,
319.87,100.45,118.91,81.63,66.81,
320.30,103.45,121.86,83.62,68.31,
320.73,106.59,125.21,86.07,70.19,
321.17,109.11,128.39,88.41,72.15,
321.60,113.06,133.69,92.08,75.20,
322.03,117.50,138.96,96.22,78.33,
322.46,121.57,143.69,99.46,80.91,
322.89,124.98,148.85,102.23,83.73,
323.33,129.26,154.08,105.80,86.53,
323.76,134.01,159.41,109.19,88.89,
324.19,137.71,164.28,112.36,91.73,
324.62,141.62,169.46,115.69,94.68,
325.05,146.60,175.69,119.88,98.08,
325.48,150.85,180.68,123.32,100.80,
325.92,154.72,185.15,126.34,103.15,
326.35,159.01,190.72,130.08,106.08,
326.78,162.24,195.03,132.83,108.25,
327.21,165.44,199.30,135.66,110.12,
327.64,168.22,203.03,138.13,112.20,
328.07,170.53,205.94,139.96,113.79,
328.50,172.41,209.06,141.12,115.14,
328.93,173.46,210.58,141.98,115.91,
329.37,174.98,211.99,142.74,116.36,
329.80,176.01,213.31,143.39,116.80,
330.23,176.07,213.86,143.75,117.18,
330.66,177.55,215.86,145.12,118.47,
331.09,178.52,216.74,146.04,119.05,
331.52,178.75,216.90,145.93,119.00,
331.95,178.09,216.86,145.60,118.93,
332.38,178.07,216.98,145.53,118.71,
332.81,177.73,216.80,145.17,118.17,
333.24,176.83,216.38,144.42,117.86,
333.68,176.27,216.38,144.20,117.92,
334.11,176.70,217.03,144.40,118.22,
334.54,176.67,216.98,144.11,118.13,
334.97,176.87,216.94,144.07,117.87,
335.40,177.75,217.98,144.71,118.14,
335.83,178.32,218.95,145.30,118.49,
336.26,179.61,220.62,146.41,119.27,
336.69,180.92,222.29,147.58,120.23,
337.12,182.02,223.80,148.41,120.81,
337.55,182.97,225.98,149.14,121.58,
337.98,184.28,227.66,150.16,122.15,
338.41,185.96,229.61,151.19,122.63,
338.84,187.00,231.06,151.88,123.16,
339.27,187.75,232.36,152.57,123.85,
339.70,189.51,234.35,154.04,124.89,
340.13,190.80,235.73,154.84,125.57,
340.56,191.44,236.83,155.22,125.59,
340.99,191.96,237.49,155.51,125.90,
341.42,192.23,238.09,155.72,125.95,
341.85,192.18,238.42,155.73,125.60,
342.28,191.86,238.57,155.79,125.59,
342.71,191.42,238.42,155.64,125.47,
343.14,191.54,239.41,155.66,125.56,
343.57,191.51,239.79,155.35,125.40,
344.00,191.57,239.63,155.16,125.17,
344.43,191.68,239.83,155.13,125.08,
344.86,191.43,240.06,155.04,125.27,
345.29,191.85,241.14,155.51,125.78,
345.72,192.50,241.82,156.12,126.19,
346.15,193.27,242.96,156.54,126.43,
346.58,193.85,244.65,157.27,127.02,
347.01,194.99,246.25,158.19,127.61,
347.44,196.58,248.44,159.51,128.28,
347.87,197.70,250.43,160.38,129.22,
348.30,199.10,252.53,161.64,130.42,
348.73,201.21,255.50,163.08,131.78,
349.16,203.13,257.97,164.16,132.74,
349.59,204.78,259.87,165.30,133.49,
350.02,204.84,259.89,165.47,133.38,
350.44,206.52,262.34,166.83,134.42,
350.87,208.25,264.87,168.28,135.68,
351.30,210.19,267.12,169.96,136.86,
351.73,211.99,269.22,171.23,137.81,
352.16,213.37,271.94,172.11,139.00,
352.59,214.61,273.74,172.94,139.77,
353.02,215.27,274.04,173.05,139.70,
353.45,214.81,273.78,172.56,139.40,
353.88,214.07,273.33,171.94,139.29,
354.31,213.07,272.00,171.01,138.58,
354.73,211.49,269.90,169.58,137.40,
355.16,209.79,267.68,167.96,136.09,
355.59,207.99,266.03,166.60,135.03,
356.02,207.02,264.95,165.94,134.27,
356.45,206.31,264.55,165.43,133.76,
356.88,205.63,264.04,165.12,133.47,
357.31,204.83,263.46,164.47,132.91,
357.74,204.12,263.31,163.81,132.43,
358.16,203.72,263.37,163.36,132.20,
358.59,203.63,262.98,162.99,131.46,
359.02,204.07,263.78,163.36,131.61,
359.45,204.75,265.41,163.91,132.25,
359.88,206.46,267.81,165.41,133.54,
360.31,208.84,270.79,167.53,134.77,
360.73,211.60,274.73,169.67,136.32,
361.16,214.91,279.55,172.36,138.67,
361.59,218.86,284.58,175.46,141.08,
362.02,222.86,289.73,178.68,143.23,
362.45,226.31,294.58,181.18,145.60,
362.88,229.80,299.36,183.99,147.98,
363.30,233.22,304.13,186.47,150.09,
363.73,236.98,309.11,189.20,152.29,
364.16,240.23,313.18,191.45,154.00,
364.59,243.38,317.18,193.82,155.87,
365.02,246.35,321.18,196.16,157.97,
365.44,248.98,325.08,198.33,159.78,
365.87,251.66,328.46,200.77,161.53,
366.30,253.90,331.76,202.24,162.78,
366.73,255.73,335.43,203.54,164.29,
367.16,257.73,338.19,204.91,165.53,
367.58,259.42,340.32,205.92,165.97,
368.01,260.10,341.65,206.07,166.27,
368.44,260.27,342.12,206.13,166.51,
368.87,259.91,342.21,205.73,166.34,
369.29,258.74,340.71,204.66,165.32,
369.72,257.10,338.55,203.05,163.88,
370.15,254.46,335.39,201.10,162.60,
370.58,252.15,332.58,199.38,161.12,
371.00,250.19,330.44,198.09,159.78,
371.43,248.26,328.34,196.87,158.58,
371.86,246.74,326.70,195.84,157.57,
372.29,245.84,326.29,194.91,156.96,
372.71,245.58,326.21,194.53,156.44,
373.14,245.55,325.36,194.11,155.76,
373.57,246.05,326.05,194.48,155.93,
374.00,246.60,327.25,194.97,156.46,
374.42,247.51,329.07,196.13,157.23,
374.85,249.03,331.24,197.51,158.21,
375.28,250.96,334.00,198.91,159.29,
375.70,252.66,337.23,200.22,160.75,
376.13,254.78,339.95,202.11,162.16,
376.56,256.69,342.86,203.73,162.71,
376.99,257.99,345.31,204.65,163.51,
377.41,258.50,346.47,205.16,164.05,
377.84,259.15,347.31,205.37,164.27,
378.27,258.74,347.00,204.74,164.02,
378.69,257.21,344.69,203.20,162.73,
379.12,254.77,341.35,201.22,161.39,
379.55,251.43,337.43,198.79,159.55,
379.97,247.19,332.28,195.51,157.03,
380.40,242.70,326.59,192.55,154.27,
380.83,238.37,320.82,188.92,151.54,
381.25,234.31,316.25,185.58,149.05,
381.68,231.02,311.70,182.95,146.71,
382.11,228.44,307.85,180.76,144.41,
382.53,226.32,305.44,178.84,142.91,
382.96,224.93,303.75,177.63,142.14,
383.39,224.40,302.72,177.11,141.89,
383.81,224.47,302.96,176.94,141.70,
384.24,224.46,303.55,176.85,141.68,
384.67,225.35,304.88,177.51,142.24,
385.09,227.25,307.72,179.18,143.40,
385.52,229.86,311.60,181.41,144.78,
385.95,232.89,315.89,184.02,146.68,
386.37,236.66,321.30,187.07,148.97,
386.80,240.82,327.35,190.10,151.58,
387.22,245.27,333.61,193.43,154.21,
387.65,249.50,339.00,196.39,156.50,
388.08,252.79,343.69,198.99,158.55,
388.50,255.37,347.77,201.04,160.42,
388.93,256.97,350.58,202.43,161.73,
389.36,257.96,351.96,203.36,162.43,
389.78,257.98,352.53,203.34,162.42,
390.21,257.25,352.00,202.75,162.23,
390.63,256.58,350.87,202.32,161.69,
391.06,255.81,350.02,201.76,160.78,
391.49,254.86,349.01,200.92,160.24,
391.91,254.03,348.15,200.39,159.74,
392.34,253.91,348.28,199.93,159.52,
392.76,253.70,348.36,199.55,159.18,
393.19,253.41,347.77,198.91,158.70,
393.61,252.58,346.76,198.34,158.17,
394.04,252.31,346.74,198.12,157.95,
394.47,252.72,348.00,198.66,158.33,
394.89,254.85,350.70,200.68,159.55,
395.32,259.10,356.50,203.91,161.89,
395.74,265.04,365.77,208.53,165.63,
396.17,273.34,377.14,214.97,170.54,
396.59,283.33,390.57,222.80,176.21,
397.02,294.08,405.66,231.06,182.82,
397.45,304.96,421.05,239.42,189.91,
397.87,316.01,436.60,248.15,196.99,
398.30,326.71,451.46,256.35,203.56,
398.72,337.12,465.40,264.04,209.68,
399.15,347.03,478.99,271.84,216.13,
399.57,356.95,492.96,279.70,222.40,
400.00,366.96,507.39,287.68,228.49,
400.42,375.94,520.11,295.23,234.39,
400.85,384.59,531.95,301.68,239.56,
401.27,391.89,543.01,306.95,244.17,
401.70,397.51,550.90,311.20,247.67,
402.12,401.82,556.08,313.90,249.96,
402.55,404.18,559.96,315.79,251.46,
402.97,405.24,562.46,316.54,252.40,
403.40,405.73,563.65,316.95,252.70,
403.82,406.14,564.27,317.36,252.79,
404.25,406.41,564.94,317.28,252.60,
404.67,406.25,565.58,317.03,252.86,
405.10,406.02,565.80,317.39,252.93,
405.52,405.94,566.30,317.43,252.33,
405.95,405.63,566.48,317.28,252.14,
406.37,405.41,566.55,317.21,252.07,
406.80,405.79,567.65,317.20,252.26,
407.22,406.41,569.19,317.60,252.63,
407.65,406.96,569.63,317.87,252.55,
408.07,407.83,570.99,318.32,252.96,
408.50,409.22,573.59,319.71,253.93,
408.92,410.74,576.08,321.03,254.96,
409.35,413.23,579.37,323.04,256.47,
409.77,415.65,583.20,324.76,258.00,
410.20,417.74,587.00,326.36,259.56,
410.62,419.85,590.34,328.13,260.88,
411.04,422.24,593.60,329.76,261.60,
411.47,423.60,596.31,330.49,262.65,
411.89,425.08,598.87,331.73,263.85,
412.32,426.70,601.58,332.84,264.90,
412.74,428.83,604.55,333.82,265.88,
413.17,430.45,606.73,334.46,266.43,
413.59,431.68,608.28,335.22,267.26,
414.02,433.01,610.82,336.16,268.05,
414.44,434.06,613.18,337.30,268.92,
414.86,434.58,614.29,338.33,269.67,
415.29,434.99,615.10,338.22,269.70,
415.71,434.38,615.55,337.94,269.44,
416.14,434.18,615.57,337.81,269.13,
416.56,434.17,615.05,337.44,268.18,
416.99,433.55,614.47,336.69,267.60,
417.41,432.94,613.70,336.49,267.38,
417.83,432.81,614.11,336.40,267.27,
418.26,432.80,614.18,336.19,267.04,
418.68,432.80,614.48,335.96,266.94,
419.11,432.07,613.93,335.37,266.83,
419.53,431.57,613.58,335.19,266.52,
419.95,431.14,613.64,335.27,265.95,
420.38,430.40,612.74,334.98,265.59,
420.80,429.32,611.52,334.18,264.96,
421.23,428.57,611.73,333.07,263.98,
421.65,428.17,611.51,332.63,263.48,
422.07,428.22,610.57,331.87,262.83,
422.50,428.09,610.28,331.21,262.41,
422.92,427.00,609.69,330.57,262.30,
423.34,425.88,608.57,329.82,261.90,
423.77,424.70,607.67,328.92,261.26,
424.19,423.48,606.09,327.58,260.14,
424.62,420.84,603.82,325.68,259.06,
425.04,418.59,599.93,323.80,257.19,
425.46,416.10,596.50,322.14,255.06,
425.89,412.86,592.47,319.27,253.26,
426.31,409.17,587.80,316.53,251.23,
426.73,406.26,584.17,313.67,249.32,
427.16,403.54,580.18,310.78,247.12,
427.58,400.27,574.72,307.51,244.62,
428.00,396.74,569.76,304.52,242.72,
428.43,393.63,565.99,302.28,240.73,
428.85,391.00,563.32,300.90,239.12,
429.27,390.09,562.40,300.62,238.39,
429.70,390.36,563.19,300.65,238.22,
430.12,390.63,564.90,300.90,238.42,
430.54,391.70,567.05,301.74,238.96,
430.97,394.43,569.71,303.61,239.63,
431.39,396.33,573.25,305.02,240.74,
431.81,398.69,577.41,306.97,242.35,
432.24,402.30,583.12,310.27,244.57,
432.66,406.65,589.83,313.62,247.12,
433.08,411.28,596.80,317.20,249.88,
433.51,415.81,604.61,321.10,253.35,
433.93,421.42,613.00,325.91,256.74,
434.35,426.66,621.15,330.44,259.47,
434.77,431.12,627.72,334.63,262.35,
435.20,434.22,633.22,337.35,264.79,
435.62,436.38,637.56,338.95,266.39,
436.04,438.53,640.31,340.29,267.64,
436.47,440.58,641.51,340.98,268.27,
436.89,441.94,643.07,341.77,269.25,
437.31,443.22,645.85,343.09,270.07,
437.73,445.03,649.63,344.92,271.55,
438.16,447.89,653.84,347.57,273.24,
438.58,450.83,658.14,349.21,274.67,
439.00,453.41,662.34,350.89,276.22,
439.43,455.98,666.22,352.91,277.43,
439.85,458.77,669.81,355.14,278.22,
440.27,460.97,673.58,356.89,279.87,
440.69,462.81,677.36,358.63,281.28,
441.12,466.08,682.48,360.85,283.41,
441.54,469.69,687.32,362.66,285.14,
441.96,472.56,691.01,364.28,286.46,
442.38,475.57,695.88,366.28,288.42,
442.81,478.16,700.92,368.76,289.97,
443.23,480.45,705.29,370.93,291.42,
443.65,482.81,709.09,372.95,293.41,
444.07,485.45,712.83,374.45,294.80,
444.50,487.02,716.60,375.52,295.89,
444.92,489.04,719.78,376.91,297.01,
445.34,491.81,723.37,378.79,298.10,
445.76,493.71,726.10,380.27,299.38,
446.19,495.50,729.39,381.69,300.73,
446.61,498.23,733.52,383.60,302.37,
447.03,501.27,737.89,385.64,304.29,
447.45,503.65,742.14,387.05,305.48,
447.87,506.22,746.10,389.06,307.27,
448.30,509.36,750.86,391.89,309.25,
448.72,511.88,754.80,394.12,310.45,
449.14,514.09,758.55,396.09,312.14,
449.56,516.44,762.36,397.77,313.57,
449.99,517.80,765.16,398.64,314.22,
450.41,518.97,767.13,399.45,314.88,
450.83,520.30,767.73,399.78,315.22,
451.25,520.89,768.35,400.14,315.66,
451.67,520.31,768.03,400.15,315.54,
452.10,520.65,769.59,400.42,315.85,
452.52,521.79,771.35,401.41,316.35,
452.94,521.73,771.99,401.14,315.91,
453.36,521.20,772.74,401.04,316.10,
453.78,521.36,772.73,401.27,316.00,
454.20,521.50,772.88,401.59,315.50,
454.63,520.94,772.31,401.27,315.42,
455.05,520.50,772.56,401.36,315.35,
455.47,521.03,773.82,401.42,315.46,
455.89,521.77,774.84,401.59,315.72,
456.31,522.40,775.45,401.58,316.03,
456.74,523.35,776.95,401.93,316.90,
457.16,524.32,778.98,402.86,317.27,
457.58,525.10,781.07,403.86,317.65,
458.00,526.29,784.11,405.23,318.43,
458.42,527.66,785.98,405.57,319.02,
458.84,527.72,787.72,405.62,319.40,
459.27,528.75,789.17,406.36,320.06,
459.69,530.38,790.82,407.17,319.98,
460.11,530.62,791.72,407.57,320.15,
460.53,530.52,792.51,407.41,320.19,
460.95,531.33,794.52,407.72,320.42,
461.37,532.14,795.51,407.73,321.01,
461.79,531.98,794.82,406.71,320.57,
462.22,531.90,795.10,406.51,320.72,
462.64,532.35,796.61,407.06,320.94,
463.06,532.20,797.00,407.64,320.12,
463.48,531.90,797.95,408.19,320.55,
463.90,531.77,798.42,407.96,320.59,
464.32,530.82,797.56,406.46,320.36,
464.74,529.53,796.95,406.04,319.40,
465.16,529.64,795.53,405.47,318.54,
465.59,528.13,793.70,404.18,317.98,
466.01,526.49,791.16,402.83,316.97,
466.43,525.56,790.50,402.16,316.55,
466.85,525.68,791.45,402.45,316.95,
467.27,524.93,790.43,401.35,316.04,
467.69,523.44,790.03,400.59,315.62,
468.11,523.48,791.08,401.41,315.73,
468.53,523.18,791.25,401.98,314.51,
468.95,522.82,791.22,402.35,314.72,
469.38,522.52,792.04,401.97,315.22,
469.80,523.60,793.66,402.22,315.44,
470.22,524.31,794.46,402.41,315.16,
470.64,525.38,794.72,402.86,314.56,
471.06,526.65,795.62,402.76,315.85,
471.48,526.42,795.90,403.02,315.68,
471.90,526.86,796.86,403.62,315.89,
472.32,527.89,800.42,405.83,317.21,
472.74,529.17,802.23,405.96,317.71,
473.16,527.87,801.91,404.96,317.52,
473.58,527.91,803.24,405.31,317.87,
474.01,530.47,804.81,406.96,317.16,
474.43,530.75,805.20,407.47,317.28,
474.85,530.25,805.55,407.45,317.66,
475.27,531.15,806.95,407.80,318.36,
475.69,532.44,808.66,408.96,318.62,
476.11,532.52,807.50,407.14,318.36,
476.53,532.71,809.12,406.52,319.56,
476.95,534.52,812.79,408.80,321.09,
477.37,534.27,814.00,410.02,320.46,
477.79,534.93,816.92,411.75,321.27,
478.21,536.81,820.48,412.76,322.36,
478.63,536.74,821.60,411.58,322.18,
479.05,536.89,822.20,411.71,322.00,
479.47,539.73,824.09,413.09,321.91,
479.89,540.09,823.73,412.57,322.05,
480.31,538.01,822.67,411.77,321.58,
480.74,538.00,823.08,411.01,321.99,
481.16,539.02,824.09,411.51,323.13,
481.58,537.90,820.68,408.73,320.96,
482.00,534.21,817.16,406.07,319.45,
482.42,531.94,814.45,404.80,318.12,
482.84,528.82,810.30,403.25,314.00,
483.26,524.29,803.36,399.69,311.49,
483.68,520.42,798.25,396.49,309.09,
484.10,516.77,793.57,392.41,307.44,
484.52,512.83,786.80,388.37,304.48,
484.94,510.81,781.51,385.26,302.60,
485.36,508.94,777.02,382.81,302.46,
485.78,504.75,771.84,380.22,300.57,
486.20,502.76,769.90,379.97,299.96,
486.62,502.38,770.33,381.09,300.17,
487.04,501.70,770.65,380.96,300.53,
487.46,500.27,770.21,379.90,299.71,
487.88,500.42,772.27,380.07,299.65,
488.30,502.53,773.82,381.76,299.57,
488.72,503.26,774.21,382.98,299.85,
489.14,504.27,776.60,384.17,301.47,
489.56,506.97,780.80,385.79,303.43,
489.98,510.34,784.99,387.48,305.26,
490.40,513.07,786.71,388.63,305.61,
490.82,515.26,791.47,390.33,308.06,
491.24,516.86,794.10,392.40,309.17,
491.66,516.61,796.60,393.73,307.19,
492.08,518.85,801.38,396.20,308.33,
492.50,520.63,803.94,397.18,309.39,
492.92,520.30,804.16,396.13,309.38,
493.34,520.60,804.84,395.79,308.09,
493.76,522.54,805.90,396.78,307.66,
494.18,522.48,805.27,396.84,307.92,
494.60,521.96,804.98,396.30,307.96,
495.02,522.20,807.11,395.62,308.33,
495.44,523.47,809.07,397.35,309.66,
495.86,523.41,808.69,396.49,308.96,
496.28,521.02,808.70,396.59,309.23,
496.70,521.58,809.31,396.68,309.72,
497.12,520.08,808.44,396.92,307.42,
497.54,518.30,806.24,396.70,307.01,
497.95,517.57,804.93,396.05,307.39,
498.37,514.97,801.56,394.67,306.57,
498.79,512.66,798.01,392.53,305.28,
499.21,512.80,795.16,391.21,303.98,
499.63,510.44,791.51,388.74,303.57,
500.05,507.19,787.14,386.50,302.10,
500.47,505.73,785.95,386.23,301.12,
500.89,504.96,785.65,387.24,301.12,
501.31,504.07,784.53,386.62,300.60,
501.73,501.54,783.51,384.56,300.10,
502.15,501.38,783.53,384.81,299.97,
502.57,502.04,782.44,385.23,297.91,
502.99,501.50,781.75,385.67,297.61,
503.41,501.78,782.17,385.93,298.13,
503.83,502.74,784.79,386.11,298.74,
504.25,503.55,785.27,386.59,298.97,
504.67,504.64,785.54,385.38,299.37,
505.08,506.27,788.26,385.41,300.66,
505.50,505.80,789.00,385.78,301.16,
505.92,506.03,790.08,387.52,301.15,
506.34,507.81,793.90,389.22,301.73,
506.76,508.80,795.69,389.16,302.58,
507.18,508.04,796.42,387.74,302.78,
507.60,508.55,797.57,388.54,303.20,
508.02,510.19,797.91,388.99,301.83,
508.44,510.20,797.84,388.65,302.05,
508.86,509.57,798.04,388.21,302.51,
509.28,509.28,798.97,387.69,303.06,
509.70,509.99,799.69,388.03,303.42,
510.11,509.47,797.78,386.57,302.37,
510.53,508.24,798.48,385.71,303.52,
510.95,508.06,799.07,385.85,303.20,
511.37,506.43,797.23,386.28,301.20,
511.79,505.45,796.44,386.14,301.14,
512.21,505.08,796.23,385.76,300.70,
512.63,502.58,793.11,384.11,299.97,
513.05,500.16,788.19,381.73,298.06,
513.47,500.01,784.46,380.37,296.48,
513.88,497.04,778.78,376.65,294.74,
514.30,492.96,772.14,373.43,292.98,
514.72,489.62,767.82,371.53,291.56,
515.14,486.72,763.30,369.80,290.77,
515.56,483.90,758.61,367.72,288.64,
515.98,479.63,754.95,364.91,287.34,
516.40,478.24,753.33,363.91,286.84,
516.82,477.18,750.86,363.24,283.65,
517.23,475.85,748.77,362.97,282.95,
517.65,475.23,748.58,362.53,283.05,
518.07,476.03,749.97,362.32,283.52,
518.49,476.73,749.09,362.40,282.91,
518.91,478.89,750.21,361.77,283.62,
519.33,480.67,753.51,362.97,285.97,
519.75,480.37,755.93,364.62,286.24,
520.17,481.17,758.94,367.04,286.94,
520.58,484.42,765.35,370.66,289.57,
521.00,486.78,770.28,372.99,290.45,
521.42,488.07,774.26,373.98,290.83,
521.84,490.90,779.26,375.75,291.47,
522.26,495.17,782.13,377.42,291.84,
522.68,495.51,782.66,377.65,292.03,
523.09,495.49,783.08,378.42,292.87,
523.51,495.57,784.19,377.96,293.93,
523.93,496.97,783.88,379.13,294.40,
524.35,495.59,782.45,377.81,293.37,
524.77,494.59,784.10,377.12,294.66,
525.19,493.66,783.87,376.98,294.17,
525.60,492.69,784.17,377.40,293.27,
526.02,493.15,785.78,378.76,293.82,
526.44,494.59,789.50,379.78,295.71,
526.86,495.26,790.82,379.60,295.76,
527.28,495.74,791.69,380.32,296.16,
527.70,498.92,793.16,380.21,296.66,
528.11,499.19,792.40,379.02,298.83,
528.53,497.45,791.14,379.81,298.71,
528.95,497.41,793.44,381.44,299.65,
529.37,499.53,796.35,382.66,301.05,
529.79,500.46,797.47,383.31,300.64,
530.21,499.35,799.76,382.73,301.02,
530.62,501.12,801.40,383.52,301.89,
531.04,503.10,802.42,384.51,300.12,
531.46,503.16,801.44,386.23,300.11,
531.88,503.36,802.81,386.70,300.67,
532.30,504.04,803.90,386.21,301.08,
532.71,504.33,802.73,386.63,300.24,
533.13,504.85,801.94,385.81,300.55,
533.55,506.17,802.37,384.26,301.91,
533.97,504.46,800.61,384.00,301.25,
534.39,502.29,799.91,385.48,299.66,
534.80,503.02,802.25,385.90,300.87,
535.22,503.17,802.00,385.35,300.47,
535.64,501.30,801.01,383.13,298.90,
536.06,501.19,801.33,383.67,298.30,
536.48,503.61,800.33,383.45,297.33,
536.89,502.52,798.33,381.82,296.22,
537.31,499.98,796.44,381.19,295.84,
537.73,499.53,796.21,380.45,295.86,
538.15,498.87,794.44,379.85,295.37,
538.56,497.75,792.78,377.89,294.21,
538.98,496.33,792.45,376.37,294.67,
539.40,494.89,790.38,374.71,293.43,
539.82,492.28,788.31,375.02,290.89,
540.24,490.89,788.48,375.90,290.78,
540.65,491.57,790.02,376.32,291.01,
541.07,491.04,789.47,374.90,289.75,
541.49,490.69,788.58,376.50,289.20,
541.91,492.80,788.65,376.70,289.21,
542.32,493.08,787.64,375.25,289.37,
542.74,491.15,786.05,375.51,289.92,
543.16,490.26,787.53,377.28,290.84,
543.58,491.82,790.61,377.95,292.56,
543.99,492.23,791.07,378.06,292.80,
544.41,491.08,791.85,377.93,293.28,
544.83,492.11,791.92,378.56,293.56,
545.25,493.46,791.82,378.70,292.11,
545.66,492.83,791.09,379.76,292.19,
546.08,493.23,792.52,380.34,293.22,
546.50,494.79,793.39,380.01,293.77,
546.92,495.29,792.50,380.18,293.22,
547.33,496.54,791.94,379.56,293.51,
547.75,497.44,794.01,377.30,295.09,
548.17,496.40,792.76,376.46,294.68,
548.59,494.45,793.22,377.00,294.77,
549.00,495.37,795.72,377.98,294.85,
549.42,496.54,796.84,377.65,295.21,
549.84,494.26,795.02,376.42,294.18,
550.26,494.88,796.49,376.15,293.53,
550.67,497.99,796.91,376.63,292.11,
551.09,497.38,795.63,375.64,291.65,
551.51,495.95,795.52,376.33,291.47,
551.93,496.30,798.39,376.66,291.84,
552.34,496.62,798.11,376.80,291.64,
552.76,496.07,796.75,376.01,291.26,
553.18,495.86,797.92,374.73,291.98,
553.59,494.13,796.31,374.03,291.24,
554.01,491.25,793.30,374.13,288.53,
554.43,489.68,792.91,375.06,288.60,
554.85,489.31,792.51,374.37,287.89,
555.26,487.24,790.04,372.34,287.46,
555.68,485.87,787.14,372.68,286.55,
556.10,487.50,786.08,372.41,285.99,
556.51,486.73,783.16,369.94,286.21,
556.93,483.03,779.67,369.07,285.55,
557.35,480.85,778.76,368.91,285.50,
557.77,480.97,779.12,368.70,285.48,
558.18,480.18,776.12,366.97,284.79,
558.60,478.06,774.52,364.94,284.43,
559.02,477.83,774.52,363.58,284.42,
559.43,477.69,773.53,363.04,281.78,
559.85,476.76,772.59,363.62,281.74,
560.27,477.59,773.47,363.88,282.85,
560.68,478.57,774.53,363.25,283.34,
561.10,479.31,774.08,363.75,283.24,
561.52,480.44,774.21,363.33,283.11,
561.93,480.79,775.86,360.98,284.38,
562.35,478.64,774.33,360.54,283.66,
562.77,476.88,773.98,361.56,282.83,
563.19,477.61,775.73,362.57,283.79,
563.60,478.17,776.68,361.54,283.04,
564.02,475.98,774.82,359.46,282.00,
