Date,2016/05/04,2016/05/04,2016/05/04,2016/05/04,
564.44,475.75,775.44,359.57,281.44,
564.85,477.34,774.95,359.93,279.77,
565.27,476.23,771.92,359.49,278.27,
565.69,474.20,770.69,359.73,278.58,
566.10,473.85,771.25,359.70,278.53,
566.52,473.69,770.95,359.03,278.11,
566.94,472.10,768.28,357.10,276.55,
567.35,471.30,768.58,355.13,277.61,
567.77,470.18,766.31,354.53,277.12,
568.19,468.17,763.79,354.28,273.84,
568.60,466.83,763.65,354.72,273.39,
569.02,467.14,765.12,353.98,273.55,
569.44,466.06,765.45,352.02,272.62,
569.85,465.20,764.31,353.24,271.81,
570.27,467.26,763.77,353.11,271.45,
570.69,467.24,762.46,351.94,271.74,
571.10,465.59,761.41,352.10,270.94,
571.52,463.65,761.65,352.05,271.90,
571.93,463.40,762.37,352.46,272.34,
572.35,462.97,761.09,351.44,271.94,
572.77,461.28,760.29,351.23,272.32,
573.18,462.01,760.86,351.44,272.56,
573.60,460.99,759.54,351.68,269.16,
574.02,459.20,759.37,352.94,269.07,
574.43,459.72,760.61,353.36,270.40,
574.85,460.77,761.79,353.17,271.39,
575.27,461.06,760.20,354.46,270.41,
575.68,462.24,759.38,354.47,270.73,
576.10,463.06,759.21,352.42,272.54,
576.52,461.43,757.76,352.40,272.47,
576.93,459.96,758.00,352.73,272.01,
577.35,460.99,760.10,353.23,273.72,
577.76,462.45,760.74,353.01,273.82,
578.18,461.88,761.94,352.48,273.62,
578.60,463.12,764.16,352.09,273.58,
579.01,466.05,764.68,351.95,272.10,
579.43,465.54,763.90,352.47,272.03,
579.85,466.61,765.83,354.61,273.58,
580.26,467.87,769.68,354.42,274.42,
580.68,469.09,770.89,355.46,274.85,
581.09,469.77,771.60,356.03,274.37,
581.51,470.03,774.06,355.14,275.55,
581.93,470.47,773.55,354.74,275.80,
582.34,468.71,773.87,355.13,273.23,
582.76,468.63,775.11,356.54,273.75,
583.17,469.02,775.99,356.66,273.92,
583.59,466.74,774.88,354.71,272.84,
584.01,464.92,772.17,355.31,271.20,
584.42,465.51,769.38,353.98,270.22,
584.84,463.43,764.75,351.75,270.09,
585.25,459.65,761.07,351.13,268.95,
585.67,457.24,758.78,349.83,268.28,
586.09,455.09,754.70,347.73,267.53,
586.50,452.87,749.68,345.70,265.70,
586.92,449.99,746.28,341.75,264.90,
587.33,447.08,742.08,338.77,263.10,
587.75,444.01,737.37,336.65,259.72,
588.17,441.36,735.11,337.09,257.83,
588.58,440.50,734.82,336.51,257.60,
589.00,438.40,732.50,334.08,256.34,
589.41,438.03,729.88,334.36,255.31,
589.83,438.78,728.48,333.50,254.61,
590.25,439.76,728.45,330.57,256.28,
590.66,438.26,727.19,330.31,256.02,
591.08,437.43,729.21,331.19,255.37,
591.49,438.94,731.57,331.83,255.42,
591.91,440.04,732.74,331.41,255.98,
592.32,439.28,733.96,330.40,255.73,
592.74,440.52,736.11,331.58,255.62,
593.16,442.18,735.96,332.76,254.31,
593.57,442.59,736.40,333.57,254.55,
593.99,443.75,739.33,335.38,256.04,
594.40,444.62,740.96,335.66,257.26,
594.82,445.38,740.38,336.35,258.16,
595.23,447.18,741.11,336.32,258.83,
595.65,447.66,741.58,334.80,260.07,
596.07,447.27,740.35,334.95,260.24,
596.48,445.26,740.68,336.51,258.84,
596.90,445.51,741.59,336.95,259.23,
597.31,446.35,741.91,336.96,259.43,
597.73,444.75,740.41,336.57,259.77,
598.14,444.68,740.55,337.78,258.98,
598.56,447.34,740.96,337.83,258.21,
598.97,447.14,739.28,336.36,258.99,
599.39,445.52,740.28,337.98,259.57,
599.81,445.53,741.80,338.48,260.33,
600.22,445.56,741.59,338.76,261.86,
600.64,445.66,741.43,338.45,261.12,
601.05,446.35,743.07,337.90,262.33,
601.47,446.39,743.98,337.99,262.46,
601.88,445.68,743.39,338.59,260.34,
602.30,445.15,745.09,339.56,260.07,
602.71,446.57,746.12,340.20,260.67,
603.13,446.09,745.91,340.71,260.93,
603.54,446.11,746.28,342.05,260.80,
603.96,448.83,746.47,341.52,260.78,
604.37,449.62,746.69,339.72,262.70,
604.79,447.91,745.18,339.38,262.93,
605.21,447.39,746.65,340.37,263.17,
605.62,448.65,746.83,340.31,263.82,
606.04,449.08,746.05,340.07,263.39,
606.45,447.97,744.85,338.73,262.06,
606.87,447.77,744.44,337.77,261.59,
607.28,447.93,742.12,336.51,258.64,
607.70,445.72,738.53,335.35,257.52,
608.11,444.66,739.35,335.50,258.39,
608.53,444.18,738.55,334.70,258.29,
608.94,443.55,737.74,334.54,257.86,
609.36,443.66,736.52,333.94,257.78,
609.77,443.53,735.96,331.77,258.85,
610.19,441.66,734.60,329.74,258.39,
610.60,438.74,733.39,330.43,256.14,
611.02,438.23,733.05,331.36,256.28,
611.43,437.52,732.12,330.64,255.80,
611.85,434.47,730.37,328.67,254.88,
612.26,433.61,728.68,328.83,253.81,
612.68,434.08,727.13,327.81,253.29,
613.09,432.51,725.52,326.01,253.01,
613.51,430.40,724.32,326.92,253.69,
613.92,430.11,724.93,327.83,254.56,
614.34,430.02,724.79,328.27,255.01,
614.75,430.20,723.50,328.02,254.57,
615.17,430.23,723.38,326.61,254.94,
615.58,429.58,723.87,325.74,254.85,
616.00,428.43,723.19,326.43,251.87,
616.41,428.06,723.17,328.03,251.95,
616.83,429.20,724.15,328.14,252.78,
617.24,428.58,725.19,327.80,252.71,
617.66,430.23,724.77,328.72,251.65,
618.07,433.19,725.89,328.63,251.53,
618.49,433.66,727.76,326.05,252.90,
618.90,432.54,727.30,326.21,252.33,
619.32,431.74,727.88,327.61,252.45,
619.73,432.27,728.61,328.57,253.11,
620.15,432.59,728.07,327.69,252.51,
620.56,431.61,726.34,325.95,251.52,
620.98,431.00,725.83,325.06,250.35,
621.39,430.94,723.31,323.83,247.68,
621.80,429.49,720.14,324.11,246.45,
622.22,428.31,719.68,324.35,246.64,
622.63,426.73,718.97,323.48,246.49,
623.05,426.67,717.28,322.88,245.85,
623.46,426.24,715.40,321.43,244.89,
623.88,424.65,714.68,318.55,246.48,
624.29,421.71,712.35,317.41,245.62,
624.71,418.38,709.47,318.35,243.07,
625.12,417.42,708.46,318.32,242.99,
625.54,417.00,706.59,317.13,242.54,
625.95,414.93,704.91,314.77,241.15,
626.37,414.28,703.32,314.09,239.95,
626.78,415.37,702.90,312.59,238.89,
627.19,413.64,701.69,310.61,239.91,
627.61,411.87,701.33,311.03,239.55,
628.02,411.34,703.33,311.08,240.22,
628.44,411.69,702.49,309.90,240.53,
628.85,412.31,701.18,309.49,239.34,
629.27,411.95,701.35,309.03,239.82,
629.68,411.55,700.76,308.09,239.38,
630.10,410.78,700.67,308.78,236.49,
630.51,411.40,700.47,310.51,236.35,
630.92,412.85,702.22,311.09,237.36,
631.34,412.75,703.92,310.63,238.09,
631.75,414.19,704.99,312.29,237.69,
632.17,416.50,706.22,312.50,238.36,
632.58,417.63,708.71,312.08,240.45,
633.00,416.99,708.99,313.25,241.64,
633.41,417.10,710.94,315.61,241.20,
633.82,418.14,712.25,316.64,242.98,
634.24,419.58,712.85,316.77,243.51,
634.65,419.80,713.71,317.88,243.70,
635.07,420.18,714.99,317.47,244.20,
635.48,421.36,715.23,317.96,243.18,
635.90,420.54,715.91,319.41,244.31,
636.31,420.40,716.05,320.60,244.75,
636.72,420.09,716.96,320.22,245.69,
637.14,420.53,716.96,320.90,246.24,
637.55,421.29,716.50,321.01,246.29,
637.97,421.01,716.74,319.42,247.13,
638.38,419.70,716.06,318.41,247.41,
638.80,418.46,715.23,319.62,245.31,
639.21,418.05,715.84,320.70,244.58,
639.62,418.52,715.02,319.68,244.02,
640.04,417.53,714.69,318.01,243.77,
640.45,417.88,713.85,317.99,242.89,
640.87,418.73,713.16,316.91,241.93,
641.28,417.84,712.34,315.59,243.04,
641.69,415.92,711.43,315.69,243.05,
642.11,415.83,709.38,315.47,242.81,
642.52,415.79,709.03,316.22,243.56,
642.94,415.68,708.00,315.87,243.27,
643.35,414.40,706.16,314.16,242.71,
643.76,413.10,704.56,313.14,241.80,
644.18,412.01,702.06,312.70,239.35,
644.59,410.25,699.62,313.18,238.68,
645.01,408.75,698.07,312.24,238.64,
645.42,406.69,696.19,310.73,237.41,
645.83,406.05,693.85,310.58,237.29,
646.25,406.39,691.89,309.60,236.70,
646.66,405.06,691.15,307.24,236.98,
647.07,403.09,689.63,306.55,236.54,
647.49,402.41,688.82,307.39,235.46,
647.90,401.75,688.91,306.48,235.63,
648.32,401.42,689.55,305.63,235.25,
648.73,400.73,688.16,304.10,234.63,
649.14,400.88,688.16,303.13,234.30,
649.56,402.34,688.06,302.83,232.52,
649.97,401.68,687.75,302.98,232.72,
650.38,401.00,688.23,303.96,233.31,
650.80,400.77,688.92,303.97,233.24,
651.21,400.87,688.14,303.31,233.36,
651.63,400.86,686.81,302.05,232.99,
652.04,399.35,685.37,299.93,233.22,
652.45,397.45,683.26,298.85,232.54,
652.87,395.01,680.01,298.87,230.47,
653.28,393.24,676.84,297.95,229.63,
653.69,391.40,673.68,296.54,228.48,
654.11,389.79,671.63,294.87,227.57,
654.52,388.83,669.11,293.63,225.92,
654.93,389.57,667.78,292.67,224.90,
655.35,388.82,666.73,291.32,225.65,
655.76,387.19,666.64,292.82,225.99,
656.17,386.86,667.22,293.06,226.09,
656.59,388.07,668.39,292.97,227.29,
657.00,389.26,669.46,292.36,227.14,
657.42,390.09,670.97,292.99,228.19,
657.83,391.74,673.93,293.38,229.02,
658.24,394.31,677.11,296.11,227.60,
658.66,395.02,680.12,299.25,228.70,
659.07,397.41,684.83,301.08,230.52,
659.48,399.65,689.97,302.57,232.26,
659.90,402.29,693.57,304.58,233.25,
660.31,405.14,696.54,305.07,234.65,
660.72,407.16,699.79,305.72,237.24,
661.14,406.75,702.10,306.89,238.12,
661.55,406.15,703.53,309.23,238.14,
661.96,406.98,704.77,309.69,238.81,
662.38,408.41,705.06,309.76,238.75,
662.79,407.24,704.87,308.83,238.29,
663.20,408.06,703.54,308.30,238.00,
663.62,409.05,703.16,308.74,235.57,
664.03,407.74,701.96,308.97,235.24,
664.44,406.75,701.91,308.59,236.13,
664.85,407.32,702.47,308.17,236.21,
665.27,407.85,703.22,309.09,236.43,
665.68,408.18,701.66,308.29,235.80,
666.09,408.74,701.97,306.88,236.66,
666.51,408.09,702.27,307.13,236.28,
666.92,407.55,701.29,308.05,234.87,
667.33,406.33,700.41,308.03,234.41,
667.75,406.39,700.24,307.45,234.14,
668.16,405.46,700.29,305.78,233.94,
668.57,405.41,699.51,305.13,233.48,
668.99,406.28,698.20,304.85,232.55,
669.40,406.02,698.95,303.94,233.10,
669.81,404.68,698.06,304.29,232.98,
670.23,404.57,697.49,304.74,233.62,
670.64,404.34,697.61,304.99,233.69,
671.05,404.44,697.12,304.46,233.23,
671.46,404.20,696.33,303.54,233.32,
671.88,404.06,696.38,303.40,233.48,
672.29,403.39,695.76,304.39,231.92,
672.70,402.46,694.57,304.79,231.57,
673.12,402.21,695.12,305.23,231.66,
673.53,402.53,695.59,305.19,232.42,
673.94,402.71,694.75,304.76,232.09,
674.35,403.26,693.59,304.56,231.90,
674.77,403.21,693.87,303.85,233.16,
675.18,402.33,694.36,304.37,233.53,
675.59,401.38,694.09,305.44,233.56,
676.01,401.25,694.70,305.81,234.45,
676.42,401.80,695.13,305.64,234.10,
676.83,400.80,694.51,304.58,233.87,
677.24,400.51,694.00,304.32,233.46,
677.66,400.94,693.36,304.17,232.67,
678.07,399.52,692.29,304.16,232.39,
678.48,398.90,692.12,304.07,232.73,
678.89,398.54,692.72,303.97,232.95,
679.31,398.42,691.80,303.58,232.50,
679.72,398.41,691.11,302.14,232.00,
680.13,397.99,691.68,301.51,232.77,
680.55,397.26,691.42,301.38,232.31,
680.96,395.43,690.52,301.52,230.70,
681.37,394.79,688.21,300.61,229.58,
681.78,393.47,686.27,299.00,228.64,
682.20,390.70,683.55,296.25,227.61,
682.61,388.12,678.53,293.85,225.69,
683.02,386.91,673.28,291.88,223.45,
683.43,383.79,668.58,288.87,222.36,
683.85,379.00,662.11,286.31,220.52,
684.26,375.41,656.63,283.51,218.81,
684.67,371.49,649.96,281.36,216.85,
685.08,367.99,642.66,277.40,214.29,
685.50,364.47,636.09,273.79,212.88,
685.91,361.26,630.21,271.34,210.73,
686.32,357.49,623.49,270.03,206.75,
686.73,354.11,616.80,267.57,205.26,
687.15,351.75,612.32,265.51,203.35,
687.56,349.40,609.31,264.28,202.89,
687.97,349.20,606.69,263.37,201.46,
688.38,350.35,605.10,262.55,201.35,
688.79,350.65,605.54,261.88,201.92,
689.21,349.44,606.27,262.14,202.44,
689.62,349.74,608.21,264.43,202.53,
690.03,351.85,610.99,265.96,203.52,
690.44,354.62,613.87,266.93,203.77,
690.86,356.09,615.79,266.32,204.55,
691.27,358.29,618.75,267.75,205.11,
691.68,360.30,620.76,269.52,204.19,
692.09,360.60,621.54,269.85,204.94,
692.50,361.05,623.07,270.13,206.16,
692.92,361.43,626.90,271.90,207.20,
693.33,362.12,628.85,273.22,208.50,
693.74,363.83,630.76,272.59,208.97,
694.15,364.19,632.92,272.40,210.67,
694.57,363.07,634.03,273.53,210.80,
694.98,362.42,634.66,275.08,211.24,
695.39,362.79,635.61,276.45,211.63,
695.80,362.96,636.11,276.35,211.46,
696.21,361.78,636.83,276.06,211.52,
696.63,362.73,637.36,275.66,212.02,
697.04,364.36,639.27,276.49,210.72,
697.45,363.87,640.33,275.92,212.37,
697.86,362.12,640.19,276.98,212.85,
698.27,361.60,642.22,278.68,213.80,
698.69,362.47,643.74,280.14,214.67,
699.10,364.03,643.16,278.56,214.39,
699.51,365.13,642.49,277.36,214.55,
699.92,364.52,641.61,277.66,214.83,
700.33,364.50,640.51,278.93,212.04,
700.75,364.92,639.42,278.92,212.65,
701.16,366.17,640.57,279.75,213.23,
701.57,366.11,642.71,279.29,214.34,
701.98,368.29,642.62,279.15,214.41,
702.39,370.68,642.41,278.08,215.45,
702.80,371.47,644.29,278.91,217.71,
703.22,371.73,644.87,280.18,218.63,
703.63,371.59,646.20,282.93,218.58,
704.04,372.99,649.64,284.70,220.57,
704.45,375.24,650.83,285.87,220.16,
704.86,376.07,651.71,284.40,220.57,
705.27,377.02,652.47,285.20,221.05,
705.69,378.59,654.16,287.58,219.63,
706.10,377.98,653.77,286.58,219.30,
706.51,377.93,655.16,287.75,220.83,
706.92,377.94,656.59,288.26,221.32,
707.33,377.65,656.95,289.91,221.45,
707.74,379.00,656.07,289.33,220.95,
708.16,380.03,658.25,288.92,223.74,
708.57,379.36,658.66,289.73,223.57,
708.98,378.26,658.36,290.57,221.52,
709.39,378.12,658.02,291.72,222.41,
709.80,379.64,658.03,290.26,222.97,
710.21,379.84,657.45,288.85,222.35,
710.63,380.10,656.62,286.82,221.75,
711.04,381.69,655.38,286.69,221.02,
711.45,379.98,652.49,284.90,221.29,
711.86,377.46,649.71,283.68,220.83,
712.27,375.36,648.68,284.81,221.29,
712.68,373.36,645.23,284.77,220.28,
713.09,371.85,639.84,281.95,217.93,
713.51,368.62,634.32,276.98,216.11,
713.92,364.21,628.10,274.54,213.03,
714.33,357.29,619.73,271.76,205.89,
714.74,352.00,610.56,266.51,202.13,
715.15,346.13,603.29,262.72,199.47,
715.56,338.63,594.88,257.64,196.55,
715.97,333.10,584.24,252.89,191.59,
716.38,327.88,574.58,246.00,188.36,
716.80,323.02,568.02,241.82,187.81,
717.21,316.84,559.96,239.22,184.65,
717.62,312.27,555.19,237.94,182.45,
718.03,309.21,552.01,237.08,182.45,
718.44,308.99,548.88,234.16,181.17,
718.85,307.64,546.44,229.83,179.64,
719.26,307.38,546.53,229.10,179.18,
719.67,310.37,545.31,229.19,176.38,
720.08,309.57,543.10,228.14,176.85,
720.50,310.66,543.92,229.68,178.44,
720.91,309.65,546.55,231.88,180.63,
721.32,312.55,547.41,234.86,180.44,
721.73,316.00,548.98,235.12,180.73,
722.14,318.09,554.06,237.40,183.61,
722.55,318.20,556.22,239.82,184.45,
722.96,318.06,556.52,242.06,181.54,
723.37,318.01,557.69,242.93,182.65,
723.78,319.01,558.46,244.14,183.02,
724.19,317.99,557.38,241.93,181.81,
724.61,318.36,555.04,240.31,180.41,
725.02,318.83,553.49,239.76,178.54,
725.43,316.77,551.51,239.13,178.34,
725.84,312.65,549.80,239.00,178.97,
726.25,311.06,551.96,240.53,179.66,
726.66,311.38,552.86,242.98,180.92,
727.07,313.47,553.93,242.72,181.01,
727.48,313.71,556.19,240.59,183.00,
727.89,314.13,558.88,241.32,183.75,
728.30,316.26,559.39,243.13,181.49,
728.71,317.02,561.03,243.63,182.14,
729.12,320.27,565.29,246.18,185.99,
729.54,321.47,569.36,247.88,187.85,
729.95,325.68,572.08,250.29,189.27,
730.36,330.52,575.59,251.70,190.82,
730.77,332.57,580.14,254.23,196.64,
731.18,333.67,584.41,258.60,198.87,
731.59,336.31,589.82,262.97,201.47,
732.00,341.66,597.02,267.63,204.68,
732.41,346.27,601.71,269.72,207.05,
732.82,350.26,605.11,269.55,207.93,
733.23,353.85,609.28,270.97,209.20,
733.64,359.31,612.71,272.98,209.03,
734.05,360.65,613.10,273.69,209.98,
734.46,360.49,617.70,275.69,213.00,
734.87,361.74,621.85,278.26,215.35,
735.28,362.97,623.28,280.92,215.84,
735.69,365.51,625.25,280.41,216.39,
736.10,366.15,628.68,278.37,219.85,
736.51,365.55,630.97,279.66,220.23,
736.93,364.98,631.97,281.28,217.60,
737.34,364.70,633.62,281.20,218.98,
737.75,366.80,635.54,281.05,219.92,
738.16,366.38,636.24,280.54,219.75,
738.57,368.36,635.88,279.87,218.96,
738.98,369.85,636.92,279.86,219.60,
739.39,368.64,637.57,278.86,219.28,
739.80,366.48,636.37,281.50,220.14,
740.21,366.45,640.14,284.51,222.95,
740.62,368.47,641.49,287.61,224.25,
741.03,371.77,642.03,288.23,224.73,
741.44,372.83,643.15,286.63,226.80,
741.85,372.78,643.66,286.82,227.69,
742.26,373.98,644.60,289.52,224.39,
742.67,374.21,642.22,291.19,225.03,
743.08,375.87,644.90,292.67,225.95,
743.49,375.90,645.56,292.51,227.32,
743.90,377.47,645.95,293.07,227.33,
744.31,379.44,644.87,291.38,227.58,
744.72,378.67,648.48,291.15,231.39,
745.13,376.53,647.80,290.95,231.91,
745.54,376.10,648.30,293.67,233.56,
745.95,376.17,650.65,295.59,235.27,
746.36,378.10,651.31,295.23,235.23,
746.77,377.78,649.23,291.76,233.84,
747.18,377.35,648.99,290.70,233.51,
747.59,379.26,647.75,290.64,230.25,
748.00,379.06,644.41,289.74,229.18,
748.41,377.49,644.45,290.55,229.82,
748.82,375.01,646.95,290.80,230.71,
749.23,375.68,647.22,291.32,230.68,
749.64,377.52,645.79,290.30,229.51,
750.05,376.67,647.67,287.81,232.10,
750.46,374.36,646.83,287.97,232.59,
750.87,373.80,645.06,289.45,228.19,
751.28,374.23,646.44,291.36,228.55,
751.69,375.27,645.67,290.49,228.02,
752.10,375.10,644.37,287.58,225.96,
752.51,375.78,642.72,286.65,224.39,
752.92,377.46,641.68,285.34,224.23,
753.33,374.84,640.20,282.03,225.71,
753.74,370.03,636.60,282.38,225.00,
754.15,365.94,635.29,282.50,225.82,
754.56,362.99,630.58,281.67,225.34,
754.96,360.48,621.75,276.28,221.21,
755.37,353.84,609.07,269.83,217.78,
755.78,344.19,595.92,263.18,213.29,
756.19,334.30,576.43,256.80,201.77,
756.60,321.84,553.57,248.28,193.57,
757.01,308.72,531.27,237.76,186.15,
757.42,291.22,505.83,224.76,177.69,
757.83,277.43,478.11,214.09,166.92,
758.24,262.90,452.08,199.84,156.72,
758.65,246.79,428.51,187.30,151.05,
759.06,229.71,404.44,177.06,142.11,
759.47,215.48,381.88,169.67,132.75,
759.88,202.64,363.53,161.36,125.24,
760.29,194.26,346.18,152.39,118.06,
760.70,185.13,328.34,141.79,110.70,
761.11,179.00,316.43,135.07,105.32,
761.52,176.54,308.59,131.57,99.39,
761.92,174.19,304.72,128.63,97.77,
762.33,174.55,306.78,130.80,100.36,
762.74,176.60,316.92,133.64,103.57,
763.15,184.53,329.86,142.46,109.00,
763.56,196.41,345.88,148.99,114.49,
763.97,205.84,366.48,156.31,122.64,
764.38,217.10,387.88,165.48,130.74,
764.79,228.77,408.21,177.02,136.39,
765.20,241.31,428.23,186.93,143.23,
765.61,254.09,450.26,196.65,149.92,
766.02,268.10,470.88,204.24,157.94,
766.43,281.00,489.19,213.07,163.72,
766.83,293.37,507.27,221.75,168.76,
767.24,302.38,526.08,228.13,177.98,
767.65,309.53,541.18,237.57,185.32,
768.06,316.28,556.96,247.10,193.23,
768.47,323.30,570.85,256.46,199.52,
768.88,333.51,581.16,261.55,203.48,
769.29,340.27,588.37,264.04,208.25,
769.70,343.99,594.98,267.49,209.99,
770.11,348.94,600.11,271.23,207.56,
770.52,351.07,601.54,272.10,209.74,
770.92,353.94,604.51,274.78,211.25,
771.33,354.36,606.75,275.61,213.02,
771.74,357.48,606.25,278.10,213.88,
772.15,357.53,607.03,276.89,214.52,
772.56,356.57,609.88,276.20,218.72,
772.97,355.58,610.81,277.64,221.09,
773.38,353.67,611.76,280.07,220.79,
773.79,352.84,613.88,281.55,221.04,
774.19,355.87,614.55,281.82,219.59,
774.60,357.51,613.38,278.06,217.70,
775.01,356.39,615.02,276.73,217.25,
775.42,356.94,615.82,275.48,213.23,
775.83,356.44,614.02,274.23,213.35,
776.24,354.67,614.41,274.87,215.41,
776.65,352.11,616.32,277.82,216.08,
777.05,352.41,618.82,280.56,217.11,
777.46,354.89,618.83,279.18,217.67,
777.87,355.39,621.15,276.30,220.41,
778.28,353.92,622.26,277.32,220.27,
778.69,354.03,621.26,278.88,217.50,
779.10,353.05,619.56,279.78,217.14,
779.50,355.65,619.73,281.12,216.69,
779.91,355.17,619.14,278.37,217.05,
780.32,356.78,617.27,276.01,215.56,
780.73,358.66,617.45,274.90,214.23,
781.14,358.57,617.53,273.50,216.97,
781.55,354.92,614.90,274.01,218.45,
781.95,352.99,614.63,276.23,219.47,
782.36,352.59,614.73,277.30,219.89,
782.77,356.18,613.15,277.03,217.94,
783.18,357.04,610.28,273.35,217.38,
783.59,354.56,610.54,271.77,216.76,
784.00,355.76,608.40,271.73,211.71,
784.40,354.07,603.07,269.25,211.24,
784.81,353.03,601.90,268.61,209.95,
785.22,348.83,600.04,267.11,208.42,
785.63,349.69,597.28,267.35,208.06,
786.04,350.63,595.20,264.90,206.09,
786.44,347.64,594.78,263.61,208.69,
786.85,343.40,593.54,263.31,209.55,
787.26,341.03,591.45,264.15,207.59,
787.67,340.17,591.71,264.76,206.41,
788.08,340.96,591.85,263.60,205.57,
788.48,340.16,589.86,259.14,204.20,
788.89,337.92,587.18,257.07,202.98,
789.30,340.27,585.65,254.92,199.34,
789.71,337.10,582.57,252.26,199.66,
790.12,332.25,580.30,252.60,200.26,
790.52,329.09,581.50,254.69,200.32,
790.93,329.30,582.60,257.33,201.49,
791.34,331.83,583.17,255.97,202.11,
791.75,331.67,583.04,253.70,203.08,
792.15,329.79,583.57,253.19,204.07,
792.56,329.09,582.36,256.22,202.74,
792.97,330.02,580.94,256.23,202.50,
793.38,330.52,581.68,257.07,203.17,
793.78,330.18,581.53,256.68,203.33,
794.19,332.18,579.69,258.17,201.32,
794.60,335.66,580.16,256.33,199.50,
795.01,334.51,583.33,255.91,203.90,
795.42,331.39,581.70,257.36,205.65,
795.82,329.95,582.81,260.46,205.56,
796.23,329.76,584.05,262.42,206.68,
796.64,332.19,584.21,262.41,205.89,
797.05,333.50,582.19,259.00,205.71,
797.45,333.36,581.39,257.70,205.93,
797.86,333.52,580.55,257.20,201.81,
798.27,333.44,577.47,256.40,201.86,
798.67,331.92,577.22,256.48,201.16,
799.08,330.42,577.54,257.12,201.58,
799.49,331.87,577.59,258.42,199.89,
799.90,334.38,577.61,256.41,199.31,
800.30,333.08,579.34,255.54,201.48,
800.71,330.69,579.38,256.30,202.54,
801.12,329.39,577.24,258.11,200.33,
801.53,328.85,577.11,258.46,198.82,
801.93,332.90,578.02,259.04,198.02,
802.34,335.93,578.01,256.48,198.36,
802.75,337.09,577.57,254.28,196.95,
803.15,338.12,577.29,252.93,193.66,
803.56,337.74,578.37,253.30,194.20,
803.97,336.37,576.18,252.41,195.21,
804.38,333.06,577.52,254.36,193.90,
804.78,334.37,578.53,257.64,194.92,
805.19,335.53,578.30,256.68,195.86,
805.60,335.85,576.98,253.42,198.13,
806.00,333.19,574.82,252.31,198.39,
806.41,333.27,573.48,253.36,196.72,
806.82,330.91,569.79,251.96,196.13,
807.22,331.77,568.97,252.21,195.66,
807.63,330.48,567.39,251.35,196.10,
808.04,329.44,563.90,250.79,195.39,
808.44,327.70,559.95,247.01,191.41,
808.85,324.10,559.94,245.16,193.18,
809.26,319.08,555.71,245.41,192.23,
809.67,313.70,549.70,244.74,190.36,
810.07,309.81,546.04,244.95,188.31,
810.48,310.22,540.71,242.09,185.55,
810.89,306.51,534.47,235.67,182.65,
811.29,301.86,525.38,231.20,179.77,
811.70,298.49,518.75,227.46,172.28,
812.11,293.71,509.32,221.36,170.57,
812.51,289.23,499.59,218.48,166.85,
812.92,280.99,493.41,215.75,164.31,
813.32,277.61,487.37,214.97,160.40,
813.73,273.06,481.28,209.17,156.64,
814.14,268.44,476.02,204.75,155.69,
814.54,261.77,469.50,203.03,154.15,
814.95,257.95,462.07,202.24,151.21,
815.36,254.52,456.83,199.98,150.10,
815.76,254.13,455.30,198.38,149.13,
816.17,254.62,454.61,195.36,149.07,
816.58,253.95,451.67,194.03,148.87,
816.98,255.77,450.46,192.40,146.02,
817.39,254.11,452.82,192.76,146.06,
817.79,252.53,452.18,194.64,148.14,
818.20,249.54,454.62,198.27,148.82,
818.61,249.86,459.05,200.16,150.00,
819.01,253.47,460.56,200.34,150.37,
819.42,253.95,459.98,197.52,153.18,
819.83,253.11,459.42,197.85,153.73,
820.23,254.38,459.93,198.44,153.60,
820.64,255.02,458.33,197.57,153.81,
821.04,255.54,459.61,198.36,155.26,
821.45,256.27,461.72,198.01,155.08,
821.86,259.94,461.87,200.19,154.83,
822.26,261.82,463.28,199.29,152.84,
822.67,261.82,467.38,199.50,155.79,
823.07,259.40,469.68,199.94,156.85,
823.48,259.50,470.10,202.45,158.27,
823.89,261.31,470.95,203.67,159.26,
824.29,264.58,473.44,203.76,159.09,
824.70,266.26,472.84,202.77,160.86,
825.10,267.42,472.93,202.98,161.71,
825.51,269.35,473.66,203.06,160.68,
825.91,269.82,474.90,202.15,161.22,
826.32,269.28,475.80,204.03,161.65,
826.73,268.94,478.71,206.88,161.36,
827.13,271.56,480.89,210.16,160.30,
827.54,272.52,481.84,209.73,159.65,
827.94,271.88,482.84,208.51,161.49,
828.35,269.60,482.59,208.92,162.90,
828.75,268.53,480.28,210.12,161.85,
829.16,267.82,477.87,208.44,162.79,
829.57,269.31,478.64,209.33,162.63,
829.97,269.56,479.75,207.78,162.86,
830.38,271.28,479.04,208.96,162.61,
830.78,273.90,480.13,207.42,159.25,
831.19,273.92,483.92,207.62,160.38,
831.59,273.56,484.66,209.91,160.89,
832.00,273.33,487.98,213.07,161.48,
832.40,275.11,490.96,216.24,162.87,
832.81,278.67,494.41,216.92,164.54,
833.21,279.69,495.98,215.90,167.66,
833.62,281.90,498.36,216.46,169.99,
834.02,282.35,499.89,217.93,170.49,
834.43,284.17,500.37,218.12,171.27,
834.83,286.48,503.36,220.70,171.74,
835.24,287.81,506.24,223.39,172.69,
835.64,290.45,508.76,227.04,173.51,
836.05,293.03,510.82,226.49,172.04,
836.45,293.19,515.53,226.87,175.61,
836.86,292.13,517.43,227.93,177.61,
837.26,291.21,518.50,229.91,178.32,
837.67,291.85,520.42,231.55,179.43,
