Date,2016/03/16,2016/03/16,2016/03/16,2016/03/16,2016/03/16,2016/03/16,2016/03/16,2016/03/16,2016/03/162016/03/16,2016/03/16,
Time,14:00:00,14:05:00,14:10:00,14:15:00,14:20:00,14:25:00,14:30:00,14:35:00,14:40:0014:53:16,14:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISEREKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),100,100,100,100,100,100,100,100,100,100,
Sensor Temp.(deg),24.6,24.6,24.6,24.6,24.6,24.7,24.6,24.7,24.6,24.6,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
287.77,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,
288.21,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,
288.65,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,
289.08,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
289.52,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
289.95,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
290.39,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
290.82,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
291.26,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
291.69,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
292.13,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
292.56,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
293.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
293.43,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
293.87,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
294.30,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
294.74,1.00,-0.13,-1.88,1.13,2.13,2.00,1.88,2.13,0.13,2.63,
295.17,0.62,-0.75,-1.37,2.25,1.75,2.00,2.37,0.87,0.87,2.37,
295.61,0.99,0.25,-0.25,1.36,1.36,1.73,2.72,0.74,1.23,1.98,
296.04,1.59,-0.85,-0.37,2.20,1.46,1.83,2.69,1.34,0.98,1.22,
296.47,0.36,-0.61,-0.73,2.92,0.85,2.67,1.82,1.82,0.24,0.61,
296.91,0.96,0.24,-0.12,2.89,0.96,2.17,0.60,1.93,0.12,0.12,
297.34,2.49,0.12,0.36,2.14,0.48,1.66,1.19,2.61,0.59,0.24,
297.78,2.89,0.72,-0.72,2.41,0.48,1.69,1.81,2.65,0.72,1.08,
298.21,2.66,1.21,0.12,2.42,1.94,1.21,1.94,2.30,0.97,2.54,
298.65,3.71,2.51,1.55,1.31,2.27,0.84,1.67,2.39,1.55,3.59,
299.08,3.35,2.63,3.11,1.79,1.43,1.79,2.51,2.63,1.67,3.71,
299.51,2.88,3.12,3.36,3.00,0.72,2.64,2.64,2.76,0.96,3.96,
299.95,2.63,3.59,2.87,3.59,1.55,2.99,1.67,2.63,0.96,4.54,
300.38,3.08,4.50,3.32,3.79,2.37,3.20,2.01,2.72,1.42,3.43,
300.82,5.08,5.43,3.90,4.72,1.89,4.13,3.78,3.07,2.48,2.95,
301.25,6.07,5.83,5.47,5.47,2.26,4.52,4.40,3.33,3.33,3.09,
301.68,7.57,6.74,6.15,6.27,3.66,4.73,4.49,4.26,3.90,3.78,
302.12,7.98,6.58,6.81,7.04,4.46,6.11,4.93,5.17,4.34,3.87,
302.55,8.21,7.16,7.98,7.75,5.40,6.69,5.40,6.57,4.69,4.11,
302.99,8.25,7.09,8.72,8.95,6.51,7.32,6.62,7.55,5.58,5.81,
303.42,8.69,8.92,9.74,9.51,7.98,7.98,7.98,8.33,6.46,7.04,
303.85,10.14,10.14,10.84,10.84,10.02,9.08,9.43,8.25,7.78,8.37,
304.29,11.74,10.80,13.15,11.86,11.63,9.75,10.57,8.57,8.81,8.69,
304.72,13.31,12.49,14.71,13.19,12.38,11.09,11.91,9.81,10.16,9.81,
305.15,14.48,13.55,15.18,15.42,13.20,13.55,13.08,11.56,10.86,11.09,
305.59,16.13,16.37,15.90,17.41,15.32,15.55,13.81,12.88,11.84,11.95,
306.02,18.26,17.22,17.68,19.30,17.56,16.99,15.25,14.10,13.40,12.71,
306.46,20.27,19.46,19.46,21.08,18.77,18.77,17.74,16.24,15.55,14.40,
306.89,22.48,22.25,21.20,24.23,21.09,21.20,20.27,18.29,17.71,17.01,
307.32,25.14,25.03,24.21,26.66,25.14,22.69,22.10,20.58,19.76,18.71,
307.76,28.81,26.25,27.18,28.46,27.88,25.31,23.91,23.45,22.16,20.41,
308.19,30.85,29.33,30.73,30.73,29.91,28.51,26.76,27.46,23.60,22.78,
308.62,33.93,34.05,33.46,33.93,32.64,31.58,29.70,30.41,25.83,25.60,
309.06,37.77,38.59,36.59,36.95,35.77,34.94,31.77,32.59,28.71,28.24,
309.49,42.92,42.57,40.09,39.85,39.02,37.49,35.36,35.00,31.57,30.27,
309.92,47.08,45.78,43.77,43.77,41.99,40.34,38.33,37.50,34.66,33.24,
310.35,51.22,50.74,47.77,46.70,45.04,43.25,41.59,41.23,37.67,35.17,
310.79,55.82,54.51,51.78,50.35,48.34,46.32,43.59,45.25,40.26,37.77,
311.22,58.74,57.67,55.42,54.12,51.28,49.98,46.54,48.67,42.16,39.44,
311.65,62.74,61.55,61.31,58.57,55.36,53.57,50.00,52.27,45.24,42.26,
312.09,66.17,64.50,64.74,61.06,58.80,56.90,53.45,55.95,48.35,45.73,
312.52,70.22,68.78,68.90,65.55,63.28,60.77,57.90,59.57,51.44,48.93,
312.95,74.59,72.42,73.75,69.66,68.69,64.48,61.84,62.92,55.46,52.21,
313.38,78.75,75.85,80.19,72.60,73.08,67.89,65.48,66.32,59.33,55.59,
313.82,82.70,80.90,84.99,76.32,76.20,72.35,69.34,70.42,62.84,59.35,
314.25,86.07,86.19,88.72,81.02,80.06,76.80,73.07,74.76,65.85,62.60,
314.68,90.52,90.40,92.44,85.10,84.50,81.01,76.07,78.48,69.33,66.08,
315.12,95.33,93.77,96.77,88.85,89.21,84.52,79.24,81.52,72.76,69.04,
315.55,100.26,97.75,100.98,93.20,92.24,88.77,83.63,85.42,76.21,72.38,
315.98,105.05,103.24,105.89,98.29,97.45,93.59,88.40,90.21,80.68,75.26,
316.41,110.34,107.20,111.31,102.61,102.61,98.26,92.21,95.48,84.48,78.92,
316.85,114.18,110.09,115.75,106.95,106.83,102.74,95.39,99.25,88.16,82.62,
317.28,117.34,113.73,119.87,111.92,111.08,107.71,100.25,103.86,91.82,86.53,
317.71,122.29,118.32,123.98,116.87,115.54,112.41,104.22,108.80,96.15,91.81,
318.14,126.22,122.61,127.30,120.45,119.61,116.96,107.59,111.91,99.17,95.57,
318.57,130.90,127.29,131.98,125.13,124.53,120.68,111.67,114.91,103.13,98.69,
319.01,136.13,132.28,136.97,129.28,128.67,123.98,115.45,118.33,107.27,102.70,
319.44,140.97,137.73,141.21,133.28,132.08,128.71,119.70,122.70,110.57,105.64,
319.87,145.68,141.26,143.65,137.80,135.29,133.13,123.10,126.80,113.30,108.63,
320.30,149.37,144.97,147.23,142.23,139.49,137.58,125.79,130.79,116.26,112.21,
320.73,155.13,149.90,152.52,147.76,144.55,141.45,129.79,134.20,120.51,115.52,
321.17,160.15,153.88,156.96,152.58,148.21,146.43,134.60,138.39,125.02,118.99,
321.60,166.33,160.26,163.59,159.91,154.67,152.53,140.76,144.45,131.25,124.95,
322.03,174.07,166.44,171.68,167.15,162.98,158.81,147.01,150.70,137.35,131.15,
322.46,181.08,173.24,178.94,173.59,169.55,165.03,152.43,156.11,143.51,137.69,
322.89,186.73,179.64,184.96,180.11,175.15,171.84,158.96,162.15,148.79,143.00,
323.33,194.16,186.97,192.04,187.32,181.43,179.19,164.92,169.40,154.43,149.48,
323.76,201.72,194.32,199.72,193.15,188.34,185.64,170.62,175.31,159.71,155.95,
324.19,208.52,200.71,206.88,199.31,194.65,191.27,176.81,181.01,165.39,160.84,
324.62,215.75,206.84,213.56,207.19,200.48,196.42,183.81,187.16,171.77,165.87,
325.05,223.69,214.79,222.19,215.02,208.31,204.26,191.42,195.70,179.28,173.03,
325.48,232.74,220.79,229.98,222.28,214.81,211.36,197.34,203.32,185.27,178.49,
325.92,238.55,226.69,237.64,228.97,221.11,218.03,202.53,209.60,191.25,184.30,
326.35,245.29,234.74,245.18,236.55,227.93,223.96,208.98,216.36,197.41,189.70,
326.78,250.93,240.47,250.70,241.70,233.49,229.22,214.93,222.25,202.90,194.46,
327.21,256.12,246.84,256.79,247.40,239.13,235.11,220.92,227.96,207.62,200.25,
327.64,261.16,252.50,262.27,252.72,245.50,239.29,225.63,232.74,212.53,204.98,
328.07,265.26,256.56,267.02,255.90,249.95,243.12,229.46,236.51,216.46,208.53,
328.50,268.79,261.57,269.88,259.05,252.81,246.36,233.45,240.67,219.78,211.13,
328.93,271.60,263.47,272.36,261.74,254.91,249.49,235.72,243.96,221.20,213.94,
329.37,273.56,265.29,274.74,264.75,257.55,251.86,236.71,246.05,223.06,215.75,
329.80,275.49,267.29,276.56,266.97,260.15,253.33,239.47,247.57,225.08,216.77,
330.23,277.17,268.95,277.17,268.84,260.62,254.82,241.85,248.71,227.20,217.50,
330.66,280.67,272.05,279.93,271.84,264.17,257.54,244.93,251.76,230.53,220.86,
331.09,283.63,274.13,282.69,272.98,267.23,260.03,246.24,254.28,232.98,223.06,
331.52,284.51,275.93,283.38,273.76,267.87,260.94,246.37,255.05,233.86,223.31,
331.95,284.14,277.91,283.22,273.82,267.79,261.46,246.23,255.33,233.97,224.27,
332.38,284.69,278.61,283.17,274.57,268.39,262.42,245.62,256.55,233.68,225.18,
332.81,284.63,278.41,283.12,274.41,269.30,263.49,245.35,256.27,233.63,225.02,
333.24,284.78,278.33,283.19,274.27,269.81,262.87,245.52,255.44,233.13,224.81,
333.68,285.75,278.60,283.40,274.67,269.97,262.81,245.55,255.45,233.59,224.96,
334.11,287.23,280.71,284.70,275.46,270.69,264.66,246.76,256.58,234.69,225.84,
334.54,288.50,281.00,285.71,276.57,271.09,265.89,247.04,257.62,234.44,226.07,
334.97,288.24,281.21,286.25,277.42,272.19,266.88,246.94,257.86,234.50,226.81,
335.40,290.45,283.13,288.20,279.00,274.40,268.11,248.21,258.91,236.66,227.83,
335.83,292.45,285.31,290.23,280.49,275.85,270.10,250.62,260.36,238.47,229.57,
336.26,294.83,287.67,292.44,282.98,278.76,272.61,253.23,263.15,241.19,231.92,
336.69,297.33,289.61,295.24,285.16,282.34,274.44,254.54,265.63,243.46,234.38,
337.12,299.96,292.51,297.80,287.21,284.88,277.61,256.43,267.38,245.57,236.05,
337.55,301.92,295.71,300.59,290.29,287.01,280.44,259.05,269.96,247.06,238.01,
337.98,304.45,297.25,303.40,293.21,289.53,283.03,261.16,272.84,248.87,240.61,
338.41,306.98,298.90,306.03,295.68,292.99,285.86,263.43,275.60,250.99,242.39,
338.84,309.78,301.69,308.23,298.00,295.59,287.68,266.87,277.10,253.03,243.66,
339.27,312.45,303.87,309.90,300.64,296.65,289.26,268.95,279.14,255.10,245.75,
339.70,316.17,306.81,313.64,303.52,299.56,292.39,271.21,282.18,258.73,248.35,
340.13,319.05,308.16,316.29,305.82,302.47,295.02,273.24,284.97,260.93,250.30,
340.56,320.64,309.60,317.32,307.78,303.46,296.99,274.34,286.70,262.47,251.85,
340.99,321.48,310.37,318.27,309.47,304.04,297.46,275.41,287.91,263.40,252.87,
341.42,321.56,310.62,319.60,310.29,304.74,298.86,276.56,289.46,264.80,253.36,
341.85,321.02,310.97,319.65,310.97,305.29,299.53,277.06,290.37,264.65,253.62,
342.28,322.04,311.41,319.54,311.17,305.85,299.41,276.86,290.47,265.43,254.39,
342.71,322.48,311.61,319.52,311.29,306.09,299.30,276.59,290.18,265.32,254.45,
343.14,323.43,313.00,321.13,312.44,306.15,300.58,277.88,291.42,266.09,254.94,
343.57,323.68,313.31,322.10,313.15,306.26,301.35,278.21,292.55,266.33,255.56,
344.00,324.49,313.39,321.65,313.70,306.54,301.50,277.96,293.08,266.55,255.92,
344.43,325.39,314.18,322.33,314.42,307.29,301.72,278.45,293.34,267.33,255.81,
344.86,325.58,314.28,322.78,315.30,306.96,302.52,279.37,293.55,267.99,256.46,
345.29,327.35,315.53,324.39,316.93,308.14,304.96,280.70,295.16,269.67,258.00,
345.72,328.72,316.49,326.40,317.96,310.68,306.04,281.88,297.21,270.97,259.59,
346.15,330.19,318.08,328.26,319.47,312.46,307.91,283.32,298.89,272.60,260.80,
346.58,331.26,319.83,330.80,321.37,314.01,310.17,285.71,300.82,273.98,262.17,
347.01,333.62,321.65,333.93,323.78,316.77,312.27,287.71,303.27,275.65,264.59,
347.44,336.64,325.70,337.25,326.46,320.46,315.75,290.60,306.10,278.22,267.43,
347.87,340.86,329.07,340.10,329.45,323.94,318.20,293.49,308.53,280.88,270.22,
348.30,345.00,332.07,343.87,332.75,327.26,320.95,296.68,311.03,283.83,272.55,
348.73,349.56,336.74,348.74,336.66,331.42,324.97,300.30,315.29,287.10,275.48,
349.16,353.65,340.95,353.20,340.27,334.59,328.32,303.36,319.20,290.14,278.40,
349.59,356.56,343.47,355.81,343.77,338.04,331.43,305.48,322.21,292.40,280.95,
350.02,357.02,343.58,356.65,344.39,338.95,331.53,305.83,321.98,292.61,280.93,
350.44,360.07,347.49,360.58,347.64,341.56,335.20,309.30,324.96,295.91,283.26,
350.87,363.38,351.43,364.18,351.28,345.16,338.60,312.96,328.62,299.48,286.87,
351.30,367.41,355.15,368.36,354.71,349.85,342.01,316.18,332.00,302.97,289.69,
351.73,370.50,357.86,371.80,357.42,353.74,344.63,318.98,334.81,306.12,292.46,
352.16,373.50,362.03,375.60,360.95,356.12,348.26,322.43,337.44,308.87,294.59,
352.59,376.06,365.11,378.00,364.03,358.55,351.21,324.77,340.19,310.87,297.47,
353.02,377.33,366.63,377.98,364.98,359.67,352.13,324.84,341.07,311.49,298.42,
353.45,377.41,366.88,378.06,365.16,360.29,352.20,325.13,341.03,312.03,297.77,
353.88,378.07,366.63,378.00,365.27,359.55,351.68,324.29,340.52,311.99,297.61,
354.31,376.48,366.06,376.55,363.71,357.78,350.58,323.40,339.02,310.63,296.36,
354.73,374.14,364.11,374.07,361.06,355.44,348.26,321.17,337.73,308.87,295.07,
355.16,370.91,361.14,371.13,358.52,352.36,346.12,318.71,335.22,307.10,292.65,
355.59,367.86,358.40,368.99,356.43,350.22,343.79,316.34,333.07,305.05,290.45,
356.02,366.85,357.69,367.84,354.79,349.44,343.44,315.58,332.16,304.37,289.42,
356.45,366.14,357.32,367.12,354.57,349.14,343.14,315.48,332.20,304.27,289.10,
356.88,366.28,356.27,366.63,354.08,349.99,342.16,315.16,331.87,304.02,288.58,
357.31,365.75,355.34,366.32,353.08,349.42,341.75,314.45,330.77,303.33,287.84,
357.74,364.87,355.46,366.21,352.71,348.36,341.68,314.20,330.71,302.74,287.77,
358.16,364.79,355.80,366.41,353.13,348.07,342.03,314.00,331.84,302.33,288.00,
358.59,364.52,354.57,365.78,353.03,348.12,341.53,313.08,332.07,301.80,288.14,
359.02,366.24,355.80,367.71,354.26,349.56,342.83,314.10,333.09,302.82,288.66,
359.45,368.58,358.08,370.83,357.03,351.21,345.19,316.12,335.24,305.19,290.48,
359.88,372.92,361.64,373.90,360.59,354.42,348.47,319.19,338.38,307.91,293.70,
360.31,377.35,365.30,378.61,364.81,359.63,352.28,323.30,343.39,311.89,296.91,
360.73,383.02,369.44,384.21,370.14,365.03,357.68,327.09,348.86,316.87,301.54,
361.16,389.68,376.03,391.99,377.08,371.19,364.68,333.09,355.01,322.24,306.62,
361.59,396.88,383.20,399.76,384.74,378.85,371.83,339.55,362.50,328.19,312.75,
362.02,404.22,390.36,407.03,392.05,386.42,379.24,346.18,369.40,333.94,318.68,
362.45,411.65,397.48,414.26,399.17,392.96,385.14,352.13,375.76,340.21,324.91,
362.88,419.52,404.22,421.43,405.64,399.90,391.69,358.27,381.50,346.23,330.87,
363.30,425.99,411.61,429.13,412.32,405.70,398.15,363.98,387.90,351.87,336.71,
363.73,433.76,418.54,436.34,419.76,412.65,404.97,369.93,395.06,357.79,342.50,
364.16,440.08,424.66,442.39,426.25,418.65,410.84,374.80,400.92,363.29,347.37,
364.59,446.36,430.22,448.62,432.41,424.30,416.27,379.74,405.38,368.42,352.13,
365.02,453.04,437.45,454.67,438.78,429.92,422.46,385.52,410.93,373.85,357.23,
365.44,457.95,442.87,459.66,444.36,435.40,427.64,390.69,416.52,379.12,361.88,
365.87,464.01,447.86,465.06,449.14,441.75,432.47,395.35,421.38,383.73,366.53,
366.30,467.95,452.33,470.54,453.32,445.85,436.40,399.15,425.51,388.10,370.05,
366.73,472.02,458.00,475.49,458.00,449.53,441.59,404.30,428.96,391.90,374.10,
367.16,475.65,462.87,479.62,462.33,453.37,445.58,407.87,433.27,395.18,377.34,
367.58,478.61,465.23,481.84,464.76,456.57,448.14,410.12,435.94,397.28,380.12,
368.01,480.85,467.73,484.03,466.61,458.42,450.07,412.62,437.27,399.34,381.69,
368.44,482.60,468.80,485.08,467.84,458.37,451.07,413.62,437.76,400.87,382.82,
368.87,482.58,469.40,484.76,467.46,458.58,451.55,413.40,437.97,400.80,382.78,
369.29,480.85,467.62,482.72,466.16,457.06,449.43,411.51,437.58,399.17,381.22,
369.72,478.27,464.51,479.90,463.86,454.57,447.24,409.12,435.11,396.99,379.39,
370.15,474.70,460.93,476.65,459.95,450.18,444.23,405.62,431.28,393.40,375.64,
370.58,471.37,457.03,472.84,456.13,446.68,440.97,402.18,428.50,390.53,372.76,
371.00,468.25,454.88,469.97,453.33,444.45,437.93,400.35,426.35,388.28,370.59,
371.43,465.92,451.52,468.04,450.54,442.81,435.08,398.13,423.93,386.90,368.75,
371.86,464.42,449.72,466.45,447.86,440.80,432.92,395.90,421.31,385.27,367.09,
372.29,462.57,449.51,465.40,447.40,439.13,432.64,395.66,421.13,384.55,365.90,
372.71,462.72,449.35,465.48,447.73,439.14,432.98,396.27,421.80,384.20,366.37,
373.14,461.95,448.14,464.93,447.25,439.09,432.80,394.85,422.22,383.62,366.18,
373.57,464.11,449.36,466.61,448.55,440.89,434.19,396.13,423.07,385.16,367.10,
374.00,466.33,452.16,468.42,451.11,442.50,436.22,398.24,425.20,387.77,368.13,
374.42,469.48,454.31,470.36,454.31,445.00,438.57,400.20,427.74,390.08,370.82,
374.85,473.47,457.84,474.83,457.92,449.67,441.34,403.12,431.80,393.10,373.87,
375.28,477.38,461.06,479.13,462.18,453.47,445.31,407.49,435.48,397.01,376.54,
375.70,481.70,465.57,483.85,466.61,457.19,449.77,411.78,439.15,401.16,380.01,
376.13,486.20,469.69,488.11,470.80,461.55,454.54,415.70,444.17,405.10,384.44,
376.56,489.72,473.79,491.87,474.67,466.15,458.02,419.40,447.83,408.65,388.58,
376.99,493.33,477.11,495.15,477.82,469.64,460.97,422.98,450.72,411.61,391.26,
377.41,495.23,478.67,497.29,479.38,470.91,462.75,424.49,451.90,413.56,392.65,
377.84,496.09,480.99,498.30,480.67,471.90,464.24,425.75,453.49,414.29,393.74,
378.27,496.11,480.19,497.85,480.90,471.28,464.42,425.63,453.94,413.97,393.71,
378.69,493.69,477.36,495.10,478.38,468.72,461.50,422.88,451.30,411.81,391.56,
379.12,489.46,473.35,490.55,474.52,464.60,457.87,418.47,446.93,408.47,387.36,
379.55,484.24,468.20,484.40,469.99,459.56,453.17,414.24,441.96,404.66,383.25,
379.97,476.50,461.19,476.89,463.20,452.60,446.26,408.43,435.35,398.61,377.49,
380.40,469.34,453.37,469.42,455.60,446.00,439.01,401.61,428.34,392.48,371.82,
380.83,461.28,445.98,462.04,447.43,438.67,431.82,394.29,420.78,385.45,365.20,
381.25,453.59,438.27,454.65,440.76,431.93,426.04,388.83,414.49,379.24,359.61,
381.68,447.45,432.41,448.72,434.95,426.28,420.29,382.96,409.67,373.76,355.43,
382.11,442.37,427.42,443.33,429.71,421.49,415.57,377.88,405.35,369.00,351.16,
382.53,439.59,424.63,439.88,426.54,418.25,412.53,374.99,401.83,366.04,348.01,
382.96,437.28,422.24,437.50,424.71,415.85,410.40,372.91,400.09,364.85,346.32,
383.39,436.33,421.85,436.69,424.09,415.23,409.18,372.30,399.45,364.02,345.72,
383.81,437.30,422.36,436.94,424.58,416.43,409.28,372.18,400.56,364.03,345.67,
384.24,437.23,422.35,437.65,425.75,416.61,410.31,372.41,401.31,364.62,346.13,
384.67,438.90,424.78,440.17,427.45,418.81,412.62,374.19,403.21,365.97,347.50,
385.09,442.99,428.25,444.59,431.26,423.09,416.60,378.13,407.17,369.33,350.83,
385.52,449.02,433.95,450.48,436.52,429.08,421.86,383.18,412.69,374.42,356.23,
385.95,455.84,440.23,457.50,442.71,435.25,427.52,388.90,418.74,380.06,361.27,
386.37,464.10,447.65,465.62,450.06,442.76,434.78,395.40,426.04,386.94,367.94,
386.80,473.05,456.07,474.76,458.68,450.92,443.22,403.22,434.49,393.67,374.77,
387.22,482.56,465.37,484.21,467.64,459.32,451.83,410.78,443.23,401.78,382.59,
387.65,490.61,474.44,492.40,475.20,467.08,459.10,417.07,450.92,408.40,389.56,
388.08,497.86,481.05,499.03,482.36,474.02,465.83,423.39,457.01,414.23,394.66,
388.50,504.25,487.26,504.94,488.29,479.66,471.85,428.74,461.97,420.04,399.66,
388.93,508.39,491.48,508.94,492.10,484.41,475.20,432.58,465.70,423.99,402.79,
389.36,511.12,494.22,511.89,494.78,487.68,477.25,434.76,468.21,426.20,404.71,
389.78,512.05,494.81,513.10,495.50,488.10,478.81,435.52,468.76,427.35,405.42,
390.21,511.71,493.48,512.55,495.02,487.24,478.83,435.64,468.31,426.95,405.35,
390.63,511.33,492.79,511.89,493.71,486.95,478.07,434.80,468.06,426.06,404.78,
391.06,510.20,491.28,510.63,493.12,486.17,476.67,434.00,467.10,425.56,404.08,
391.49,509.15,490.05,508.51,491.76,485.06,475.37,432.70,465.47,424.72,403.63,
391.91,508.21,488.31,507.64,490.39,483.88,474.29,431.77,463.98,423.83,402.50,
392.34,509.05,489.46,508.12,490.40,484.42,474.62,431.76,464.39,423.62,402.66,
392.76,509.21,489.57,508.49,490.80,484.78,475.14,431.65,465.07,423.39,402.58,
393.19,508.43,489.26,507.70,490.13,484.15,474.67,431.07,464.54,422.90,402.56,
393.61,507.50,487.41,506.69,489.39,483.60,474.07,430.61,463.89,422.40,401.44,
394.04,508.23,487.79,506.90,490.37,483.51,474.88,431.50,463.96,423.46,401.18,
394.47,509.45,490.07,509.15,492.00,485.09,476.48,432.88,465.78,425.83,403.10,
394.89,514.03,493.62,514.03,496.68,490.33,480.46,436.79,470.44,429.62,406.74,
395.32,522.20,501.87,523.03,505.26,497.88,488.69,443.44,478.75,436.59,413.77,
395.74,534.47,513.99,536.29,517.94,509.44,501.25,454.90,491.01,447.54,423.95,
396.17,550.27,530.10,553.56,534.38,525.59,517.03,469.28,506.87,461.49,437.80,
396.59,569.74,550.26,574.21,554.03,544.87,536.16,485.72,525.38,478.02,454.07,
397.02,592.59,571.56,596.24,575.60,566.05,557.36,505.04,545.79,497.28,471.75,
397.45,615.54,594.36,619.53,597.80,588.03,578.57,524.33,565.68,516.52,489.63,
397.87,639.34,617.84,643.36,620.60,610.36,600.20,544.27,587.83,536.32,507.65,
398.30,662.40,640.17,666.45,642.24,631.36,621.20,563.02,609.06,554.92,526.11,
398.72,683.35,659.21,687.75,662.81,651.37,641.46,580.93,628.35,572.62,542.96,
399.15,703.66,679.41,708.65,682.87,670.79,660.64,598.69,647.19,590.23,559.14,
399.57,724.21,700.33,729.57,703.42,690.99,680.35,616.59,667.52,608.38,575.81,
400.00,744.90,721.04,750.39,723.74,710.87,700.22,634.55,687.02,626.59,593.23,
400.42,764.54,738.83,769.83,742.55,730.07,718.00,651.12,704.94,642.69,609.22,
400.85,783.01,755.51,788.09,760.09,747.26,734.43,666.27,721.35,657.44,623.11,
401.27,798.50,772.51,804.80,775.12,761.91,749.64,680.59,736.69,670.67,636.11,
401.70,810.87,783.98,817.15,786.95,773.72,762.02,691.19,749.12,681.10,646.49,
402.12,819.71,791.93,824.93,794.58,782.01,770.39,697.56,756.63,686.87,652.76,
402.55,826.56,798.36,830.61,800.94,788.35,775.51,702.81,762.83,692.20,656.85,
402.97,830.46,801.87,834.29,804.13,791.78,778.14,705.91,766.15,695.66,659.76,
403.40,832.30,802.87,836.33,806.02,793.84,779.22,707.13,767.57,697.23,661.23,
403.82,834.37,803.45,837.82,807.52,795.77,780.66,708.58,770.59,698.42,662.91,
404.25,834.82,803.82,839.55,808.10,796.16,782.44,709.04,771.57,699.06,663.69,
404.67,834.78,803.89,840.26,809.19,797.06,783.14,709.77,772.72,699.53,663.69,
405.10,834.57,805.24,840.91,810.04,798.54,783.43,710.28,774.37,700.05,664.65,
405.52,835.05,805.77,840.44,810.97,799.56,784.32,711.15,775.02,700.84,665.62,
405.95,836.26,805.57,841.31,811.27,799.87,784.62,711.11,774.24,701.65,666.36,
406.37,836.98,806.19,842.89,811.92,800.83,784.46,711.43,773.92,702.00,666.12,
406.80,838.67,808.04,845.00,813.53,802.08,786.81,712.61,776.11,703.49,667.27,
407.22,841.43,811.12,847.34,815.72,804.27,790.67,714.48,778.75,705.47,669.91,
407.65,842.70,811.29,848.45,817.32,804.78,792.33,714.23,779.50,706.59,670.84,
408.07,845.44,812.90,851.04,819.83,807.02,793.83,716.33,780.27,708.64,672.21,
408.50,849.78,816.73,855.70,824.46,810.99,798.38,720.71,784.63,713.74,676.48,
408.92,854.35,820.61,860.02,828.21,814.66,802.55,724.42,787.55,717.21,679.82,
409.35,860.23,825.20,864.97,834.10,819.59,807.97,729.31,792.40,721.76,684.50,
409.77,866.10,832.18,871.16,840.46,824.87,814.14,734.61,799.04,727.01,689.39,
410.20,871.00,838.12,877.38,845.68,829.78,819.57,739.77,804.26,732.22,694.13,
410.62,876.78,843.85,883.01,851.17,835.15,824.77,744.37,809.64,736.85,699.17,
411.04,881.58,849.57,887.26,856.35,840.50,829.73,749.26,814.37,741.48,703.99,
411.47,886.60,853.94,892.03,860.87,843.89,834.04,752.64,817.76,746.00,707.81,
411.89,890.78,858.06,896.96,864.55,847.22,837.09,755.54,820.98,749.46,711.07,
412.32,895.00,863.00,900.52,868.42,851.45,841.33,759.23,825.79,752.07,713.73,
412.74,900.03,867.38,904.68,872.24,855.91,846.20,763.43,831.52,755.88,717.55,
413.17,902.84,870.91,907.95,875.61,859.02,848.90,765.64,834.19,758.65,720.46,
413.59,905.72,872.85,911.83,878.64,862.10,850.20,768.33,837.13,760.95,721.54,
414.02,909.30,876.79,915.27,882.44,866.87,854.40,772.00,841.29,764.43,725.52,
414.44,912.70,881.07,917.88,885.06,870.17,857.86,775.08,845.02,767.96,728.02,
414.86,915.59,883.80,919.63,887.51,872.98,858.89,776.63,846.87,770.29,730.31,
