Date,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,2016/03/31,
403.82,139.49,155.62,117.25,124.10,113.94,135.34,168.94,206.63,211.68,219.07,242.07,
404.25,139.62,155.85,117.27,124.11,113.98,135.43,168.91,206.61,211.79,219.31,242.15,
404.67,139.65,155.96,117.17,123.97,113.97,135.36,168.75,206.69,211.70,219.30,242.27,
405.10,139.68,155.98,117.14,123.84,113.90,135.37,168.65,206.69,211.76,219.28,242.25,
405.52,139.73,156.10,117.14,123.83,113.93,135.28,168.60,206.74,211.79,219.49,242.40,
405.95,139.63,155.97,117.08,123.81,113.79,135.07,168.56,206.80,211.76,219.44,242.47,
406.37,139.42,155.84,116.92,123.68,113.70,134.93,168.54,206.71,211.68,219.24,242.50,
406.80,139.60,156.19,116.92,123.81,113.62,135.02,168.76,207.02,211.88,219.59,242.68,
407.22,139.93,156.65,117.02,124.15,113.79,135.43,169.20,207.47,212.50,220.21,243.20,
407.65,139.96,156.81,116.98,124.07,113.83,135.41,169.20,207.53,212.59,220.23,243.38,
408.07,140.34,157.04,117.25,124.31,114.01,135.52,169.49,208.08,213.03,220.54,243.88,
408.50,141.07,157.84,117.70,124.77,114.47,136.14,170.07,209.05,213.88,221.54,245.01,
408.92,141.52,158.49,118.07,124.95,114.80,136.56,170.64,209.92,214.71,222.50,246.02,
409.35,142.13,159.37,118.69,125.56,115.40,137.27,171.68,211.06,215.92,223.76,247.33,
409.77,143.08,160.59,119.26,126.38,116.16,138.21,172.61,212.26,217.22,225.34,248.80,
410.20,143.93,161.58,119.75,126.95,116.76,139.08,173.44,213.50,218.55,226.67,250.17,
410.62,144.60,162.54,120.21,127.59,117.39,139.85,174.51,214.68,219.78,227.87,251.64,
411.04,145.54,163.51,120.83,128.27,117.94,140.58,175.40,215.86,221.25,229.16,253.12,
411.47,146.21,164.19,121.34,128.94,118.49,141.08,176.13,216.90,222.32,230.24,254.38,
411.89,146.65,164.82,121.63,129.35,118.89,141.54,176.86,217.75,223.22,230.96,255.29,
412.32,147.31,165.71,121.93,129.86,119.25,142.01,177.61,218.69,224.23,231.98,256.25,
412.74,148.01,166.70,122.31,130.51,119.70,142.77,178.48,219.85,225.35,233.24,257.40,
413.17,148.33,167.34,122.60,130.78,120.07,143.19,178.86,220.53,226.12,233.82,258.32,
413.59,148.88,167.78,122.92,131.07,120.20,143.47,179.18,221.23,226.83,234.40,259.01,
414.02,149.65,168.62,123.44,131.50,120.59,144.10,179.83,222.07,227.89,235.27,259.96,
414.44,150.09,169.28,123.82,131.75,120.91,144.52,180.27,222.89,228.71,236.23,260.92,
414.86,150.19,169.57,124.06,131.93,121.04,144.62,180.67,223.39,229.26,236.69,261.40,
415.29,150.55,169.90,124.14,132.10,121.24,144.67,180.88,223.59,229.56,237.08,261.55,
415.71,150.56,170.08,123.95,132.11,121.20,144.78,180.74,223.73,229.76,237.08,261.54,
416.14,150.47,170.06,123.70,132.08,121.07,144.68,180.80,223.73,229.84,236.87,261.48,
416.56,150.33,169.85,123.60,131.90,120.81,144.38,180.57,223.40,229.67,236.52,261.31,
416.99,150.28,169.74,123.59,131.77,120.68,144.18,180.15,223.39,229.54,236.31,261.25,
417.41,149.89,169.55,123.33,131.58,120.45,143.83,180.03,223.30,229.17,236.01,260.99,
417.83,149.77,169.71,123.17,131.43,120.26,143.47,180.24,223.36,229.12,235.88,260.95,
418.26,149.79,169.81,123.27,131.33,120.08,143.40,180.21,223.50,229.14,236.09,260.97,
418.68,149.63,169.81,123.25,131.17,120.09,143.36,180.11,223.38,229.12,236.13,260.92,
419.11,149.53,169.70,123.06,130.95,119.73,142.96,179.75,223.02,228.78,235.67,260.53,
419.53,149.66,169.71,123.04,130.76,119.63,142.90,179.51,222.97,228.67,235.61,260.29,
419.95,149.46,169.78,123.01,130.47,119.60,142.74,179.35,222.95,228.52,235.65,260.35,
420.38,149.02,169.46,122.81,130.31,119.46,142.34,179.12,222.80,228.14,235.41,260.10,
420.80,148.70,169.15,122.40,130.00,119.14,141.98,178.76,222.26,227.68,234.87,259.43,
421.23,148.56,169.19,121.95,129.80,118.82,141.82,178.54,222.14,227.44,234.66,259.10,
421.65,148.32,169.11,121.52,129.70,118.58,141.71,178.57,222.06,227.28,234.42,259.02,
422.07,148.14,168.95,121.28,129.35,118.16,141.22,178.21,221.59,226.79,234.03,258.68,
422.50,148.12,168.84,121.34,129.25,117.94,141.02,177.90,221.60,226.63,233.92,258.74,
422.92,147.86,169.01,121.02,129.04,117.75,140.94,177.75,221.60,226.60,233.82,258.66,
423.34,147.43,168.69,120.62,128.60,117.26,140.33,177.45,221.06,226.18,233.31,258.06,
423.77,146.99,168.54,120.26,128.12,116.87,140.05,177.05,220.57,225.63,232.94,257.28,
424.19,146.62,168.12,119.73,127.64,116.71,139.90,176.31,219.75,225.06,232.55,256.59,
424.62,146.04,167.45,118.97,126.88,116.09,139.24,175.28,218.72,224.10,231.25,255.31,
425.04,145.41,166.63,118.25,125.97,115.32,138.44,174.12,217.51,222.82,229.73,253.85,
425.46,144.67,165.80,117.75,125.13,114.72,137.61,172.97,216.45,221.63,228.71,252.65,
425.89,143.63,164.50,116.85,124.50,114.00,136.56,171.87,215.21,220.31,227.38,251.37,
426.31,142.35,163.11,115.70,123.39,112.92,135.24,170.45,213.45,218.48,225.38,249.01,
426.73,141.38,162.09,114.55,122.53,111.76,134.21,169.21,211.93,216.96,223.84,247.23,
427.16,140.36,161.09,113.50,121.62,110.90,133.32,168.08,210.34,215.46,222.15,245.55,
427.58,139.06,159.57,112.54,120.45,109.86,131.98,166.50,208.24,213.51,219.90,243.42,
428.00,137.85,158.07,111.61,119.28,108.69,130.64,164.75,206.26,211.44,217.74,241.23,
428.43,136.90,157.15,110.88,118.39,108.00,129.84,163.65,205.01,210.07,216.27,239.78,
428.85,135.99,156.49,110.17,117.47,107.19,128.84,162.65,203.86,208.79,215.02,238.19,
429.27,135.55,155.86,109.90,117.11,106.82,128.28,162.22,203.20,208.00,214.43,237.12,
429.70,135.56,155.87,109.83,116.87,106.92,128.38,162.02,203.03,207.82,214.48,236.97,
430.12,136.01,156.22,109.98,117.01,107.00,128.64,162.28,203.34,208.39,214.73,237.46,
430.54,136.46,156.71,110.28,117.12,107.10,128.94,162.82,204.00,208.83,215.00,237.88,
430.97,137.18,157.56,110.86,117.73,107.60,129.45,163.60,204.87,209.75,216.35,239.17,
431.39,137.87,158.38,111.54,118.65,108.24,130.17,164.63,206.23,211.04,217.84,241.03,
431.81,138.75,159.44,112.01,119.39,108.86,130.91,165.87,207.59,212.53,219.01,242.61,
432.24,139.94,161.23,112.95,120.26,109.48,132.04,167.58,209.48,214.22,221.01,244.46,
432.66,141.44,163.16,114.00,121.59,110.58,133.63,169.47,211.69,216.64,223.49,247.19,
433.08,142.92,165.08,115.33,122.85,112.03,135.06,171.35,214.10,219.19,225.96,250.08,
433.51,144.76,167.11,116.81,124.28,113.22,136.47,173.23,216.71,221.71,228.78,253.13,
433.93,146.93,169.76,118.57,125.91,114.81,138.52,175.50,220.04,224.84,231.99,256.74,
434.35,148.73,172.08,120.00,127.27,116.32,140.20,177.59,223.22,228.00,235.18,260.17,
434.77,150.28,173.87,121.37,128.59,117.55,141.45,179.57,225.74,230.62,237.78,262.85,
435.20,151.76,175.36,122.26,129.64,118.76,142.70,181.10,227.51,232.56,239.91,264.93,
435.62,152.86,176.83,122.98,130.46,119.54,143.79,182.23,229.19,234.37,241.51,266.93,
436.04,153.65,177.81,123.32,131.19,119.91,144.49,183.31,230.19,235.62,242.57,268.13,
436.47,154.12,178.47,123.74,131.57,120.21,144.72,183.64,230.80,236.26,243.42,268.97,
436.89,154.51,178.95,124.20,132.20,120.52,145.09,184.09,231.56,237.16,244.31,270.43,
437.31,154.84,179.84,124.53,132.64,120.89,145.72,184.83,232.69,238.09,244.98,271.42,
437.73,155.47,180.71,124.86,133.11,121.22,146.15,185.79,233.70,239.13,245.90,272.36,
438.16,156.28,181.91,125.60,133.93,121.88,147.14,187.01,235.02,240.50,247.64,273.83,
438.58,157.23,183.17,126.29,134.75,122.89,148.02,187.98,236.31,242.09,249.05,275.65,
439.00,158.15,184.26,127.01,135.50,123.55,148.79,189.05,237.65,243.50,250.31,277.20,
439.43,159.42,185.74,127.77,136.14,124.02,149.63,190.08,238.96,244.85,251.83,278.67,
439.85,160.34,186.84,128.56,136.74,124.73,150.46,191.04,240.43,246.33,253.31,280.43,
440.27,161.08,187.80,129.17,137.38,125.35,151.06,192.20,241.76,247.66,254.76,281.88,
440.69,161.89,188.76,129.69,138.25,125.96,151.83,193.26,242.79,248.84,256.05,282.93,
441.12,163.13,190.30,130.42,139.22,126.55,153.11,194.62,244.60,250.45,257.95,284.99,
441.54,164.24,191.79,131.02,140.27,127.25,154.26,196.22,246.35,252.32,259.64,287.28,
441.96,165.26,192.77,131.72,141.01,127.80,154.88,197.11,247.63,253.72,261.05,288.92,
442.38,166.29,194.07,132.80,141.80,128.57,155.81,198.09,249.28,255.10,262.69,291.01,
442.81,167.31,195.39,133.46,142.78,129.49,156.97,199.54,251.00,256.77,264.39,293.06,
443.23,168.34,196.52,134.13,143.38,130.09,157.67,200.89,252.63,258.16,265.98,294.51,
443.65,169.32,197.65,134.81,144.07,130.67,158.38,201.96,253.95,259.45,267.46,295.85,
444.07,170.21,198.83,135.47,144.69,131.50,159.41,202.93,255.10,260.78,269.26,297.26,
444.50,171.13,199.79,136.05,145.20,132.04,160.11,203.66,256.37,262.14,270.32,298.66,
444.92,172.08,200.87,136.71,145.58,132.42,160.77,204.39,257.35,263.33,271.50,299.78,
445.34,172.93,201.93,137.51,146.08,132.95,161.42,205.09,258.49,264.57,272.88,301.35,
445.76,173.44,202.58,138.22,146.78,133.67,162.09,206.05,259.82,265.93,273.92,302.91,
446.19,174.06,203.53,138.67,147.43,134.12,162.68,206.93,260.95,267.03,274.90,304.03,
446.61,174.99,204.61,139.25,148.24,134.74,163.55,208.03,262.33,268.50,276.43,305.59,
447.03,175.93,206.07,139.84,149.04,135.42,164.58,209.37,263.87,270.24,278.12,307.68,
447.45,176.95,207.15,140.55,149.73,136.23,165.11,210.38,265.09,271.83,279.53,309.32,
447.87,177.90,208.22,141.56,150.55,136.83,166.01,211.22,266.55,273.26,280.87,310.93,
448.30,178.93,209.84,142.31,151.43,137.75,167.21,212.58,268.29,275.10,282.51,312.97,
448.72,179.85,211.13,142.99,152.16,138.38,167.75,213.80,269.96,276.85,284.16,314.70,
449.14,180.73,212.32,143.71,152.89,138.96,168.53,214.85,271.43,278.20,285.54,316.24,
449.56,181.51,213.51,144.13,153.54,139.70,169.34,215.58,272.54,279.62,286.92,317.42,
449.99,182.17,214.37,144.62,154.00,140.21,169.92,216.19,273.41,280.91,287.99,318.71,
450.41,182.92,215.09,144.97,154.35,140.45,170.21,216.63,274.19,281.69,288.46,319.50,
450.83,183.22,215.51,145.13,154.43,140.64,170.32,216.76,274.38,282.05,289.04,320.08,
451.25,183.12,215.58,145.29,154.79,140.83,170.44,217.03,274.86,282.62,289.45,320.82,
451.67,183.15,215.69,145.04,154.86,140.75,170.41,217.25,275.10,282.72,289.41,320.78,
452.10,183.26,216.01,144.91,154.87,140.61,170.48,217.60,275.26,282.86,289.90,320.99,
452.52,183.54,216.51,144.92,155.17,140.87,170.78,217.97,275.77,283.50,290.53,321.47,
452.94,183.58,216.78,144.91,155.11,140.85,170.77,217.90,275.79,283.59,290.54,321.51,
453.36,183.78,216.92,145.19,155.24,140.81,170.72,217.84,276.06,283.56,290.58,321.66,
453.78,183.92,217.26,145.23,155.21,140.73,170.88,217.72,276.10,283.53,290.40,321.53,
454.20,183.84,217.42,145.13,154.86,140.73,170.60,217.79,276.41,283.68,290.51,321.70,
454.63,183.77,217.39,145.31,154.87,140.59,170.41,217.99,276.57,283.71,290.76,321.53,
455.05,183.81,217.47,145.16,154.74,140.69,170.53,217.78,276.44,283.54,290.70,321.15,
455.47,183.98,217.64,145.16,154.79,140.69,170.61,217.84,276.83,284.05,291.08,321.40,
455.89,184.35,218.00,145.27,154.91,140.72,170.92,218.14,277.11,284.53,291.16,321.97,
456.31,184.47,218.19,145.40,154.99,140.67,170.92,218.13,277.37,284.57,291.22,322.11,
456.74,184.52,218.39,145.56,155.26,140.76,171.24,218.47,277.99,285.01,291.63,322.97,
457.16,184.75,219.04,145.78,155.69,140.99,171.48,219.28,278.95,285.69,292.24,323.63,
457.58,185.16,219.70,145.83,155.82,140.83,171.56,219.88,279.61,285.97,292.78,324.14,
458.00,185.45,220.38,146.10,156.18,141.22,171.96,220.38,280.36,286.77,293.69,324.89,
458.42,185.98,221.09,146.36,156.48,141.61,172.41,220.53,281.05,287.51,294.40,325.57,
458.84,186.39,221.35,146.77,156.68,141.67,172.60,220.81,281.51,287.96,294.79,326.23,
459.27,187.04,221.97,146.99,156.89,141.95,172.99,221.05,282.04,288.39,295.32,327.00,
459.69,187.33,222.37,147.20,156.87,142.10,173.15,221.17,282.52,289.01,295.95,327.69,
460.11,187.24,222.51,147.36,156.79,142.35,173.12,221.48,283.04,289.34,296.47,328.20,
460.53,187.28,222.68,147.20,156.93,142.33,173.26,221.43,282.96,289.53,296.78,328.18,
460.95,187.59,223.06,147.03,156.94,142.25,173.51,221.35,283.30,289.99,296.90,328.47,
461.37,187.85,223.58,147.00,157.10,142.23,173.68,221.74,283.69,290.59,297.17,329.18,
461.79,187.79,223.63,146.92,156.98,141.90,173.45,221.57,283.22,290.34,296.86,329.08,
462.22,187.56,223.49,147.01,156.99,141.79,173.12,221.26,283.04,290.06,296.94,329.17,
462.64,187.85,224.02,147.09,157.25,141.99,173.21,221.89,283.71,290.65,297.33,329.91,
463.06,187.91,224.30,146.97,157.16,141.86,173.02,222.10,283.94,290.81,297.56,329.81,
463.48,187.96,224.38,146.94,157.08,141.82,173.19,221.91,283.97,291.04,297.72,329.89,
463.90,188.12,224.54,146.98,157.07,142.31,173.35,221.68,283.80,291.38,297.95,329.92,
464.32,188.20,224.53,147.08,156.95,142.04,173.21,221.50,283.57,291.44,297.69,329.89,
464.74,188.30,224.35,147.07,156.49,141.82,172.99,221.19,283.12,291.10,297.23,329.44,
465.16,188.02,224.22,146.88,155.98,141.54,172.68,220.75,282.62,290.75,297.07,329.11,
465.59,187.33,223.73,146.66,155.81,141.25,172.11,220.69,282.42,290.57,296.85,328.67,
466.01,186.67,223.26,146.10,155.37,140.76,171.64,220.42,281.99,289.87,295.93,327.60,
466.43,186.43,222.96,145.45,155.29,140.22,171.40,220.03,281.48,289.68,295.64,326.91,
466.85,186.58,223.16,145.27,155.38,140.20,171.53,220.42,281.58,289.84,295.75,327.13,
467.27,186.33,222.76,144.96,155.09,140.01,171.03,220.05,280.92,289.29,295.46,326.98,
467.69,185.95,222.19,144.99,155.00,139.71,170.80,219.52,280.38,288.55,294.98,326.67,
468.11,185.73,222.49,144.98,154.98,139.86,171.08,219.58,280.85,288.59,295.16,326.90,
468.53,185.70,222.71,144.95,154.79,139.77,170.83,219.98,281.27,288.85,295.52,326.96,
468.95,185.60,222.66,145.01,154.57,139.71,170.89,219.72,281.14,288.55,295.75,326.69,
469.38,185.62,222.88,144.86,154.53,140.06,170.95,219.37,280.76,288.68,295.94,326.48,
469.80,186.21,223.38,145.15,154.84,140.33,171.14,219.69,281.53,289.52,296.60,327.36,
470.22,186.73,223.74,145.54,154.72,140.29,171.30,219.96,281.89,289.76,296.63,327.60,
470.64,186.86,223.90,145.63,154.49,140.26,171.24,219.55,281.76,289.60,296.63,327.93,
471.06,186.51,223.75,145.70,154.89,140.15,171.11,219.79,282.33,290.14,297.07,328.75,
471.48,186.62,223.92,145.49,155.07,140.25,171.24,220.03,282.80,290.13,297.23,328.73,
471.90,186.67,224.25,145.23,154.98,140.03,171.26,220.10,282.96,290.11,297.27,328.79,
472.32,187.07,224.89,145.11,155.53,140.26,171.92,220.69,283.30,291.05,298.27,329.76,
472.74,187.45,225.23,145.49,155.66,140.53,172.19,221.05,283.72,291.65,298.73,330.76,
473.16,187.40,225.03,145.64,155.82,140.33,172.10,220.59,283.50,291.40,298.37,330.82,
473.58,187.37,225.73,145.86,155.97,140.46,172.55,220.71,284.00,291.53,298.31,331.28,
474.01,187.64,226.31,146.10,155.94,140.61,172.24,221.26,285.17,292.40,299.23,331.89,
474.43,188.03,226.31,146.44,155.91,140.86,172.20,221.97,285.29,292.95,299.96,331.81,
474.85,187.93,226.41,146.11,155.69,141.18,172.37,221.69,285.12,292.93,299.89,331.74,
475.27,188.39,226.69,145.90,155.94,141.24,172.76,221.84,285.67,293.92,300.37,332.29,
475.69,189.15,227.31,145.95,155.91,141.18,172.87,222.53,286.46,294.66,300.52,333.02,
476.11,188.88,227.17,145.98,155.54,140.90,172.68,221.89,285.79,294.06,300.03,332.62,
476.53,188.53,226.93,145.90,155.86,140.71,172.63,221.74,286.41,294.32,300.05,333.26,
476.95,189.04,227.91,146.05,156.57,141.30,173.22,223.09,287.83,295.47,301.45,334.33,
477.37,189.20,228.62,145.79,156.55,141.30,173.19,223.44,288.39,295.44,301.65,334.37,
477.79,189.20,229.13,145.74,157.09,141.52,173.56,224.07,288.85,296.11,302.27,335.00,
478.21,189.88,229.71,146.16,157.47,142.48,174.26,224.44,289.54,297.24,303.49,336.38,
478.63,190.26,229.90,146.58,157.69,142.48,174.15,224.49,289.48,297.26,303.44,336.70,
479.05,190.69,230.54,146.81,157.73,142.43,174.35,224.28,289.66,297.17,303.43,337.09,
479.47,191.02,231.33,147.14,157.48,142.95,174.60,224.62,290.86,297.92,304.06,337.95,
479.89,191.13,231.33,147.42,157.38,143.14,174.43,225.37,291.32,298.41,304.86,337.98,
480.31,191.08,231.24,146.99,157.18,143.05,174.63,224.91,290.81,298.19,304.52,337.37,
480.74,191.11,231.24,146.74,157.41,142.50,174.79,224.53,291.22,298.57,304.36,337.29,
481.16,191.71,231.97,146.39,157.56,142.34,174.92,225.07,291.65,299.19,304.45,337.32,
481.58,191.18,231.15,146.22,156.93,141.73,174.06,223.87,290.02,297.94,303.37,336.34,
482.00,190.06,229.86,145.82,156.77,140.74,173.38,222.35,288.71,296.51,302.02,335.38,
482.42,188.97,229.18,144.80,156.09,140.20,173.07,221.98,287.80,295.21,300.68,334.27,
482.84,187.90,228.51,143.74,155.23,139.26,171.64,221.21,286.25,293.48,299.26,331.85,
483.26,186.32,226.52,142.34,154.15,138.14,170.52,219.57,284.11,291.14,297.00,329.02,
483.68,185.13,225.03,141.15,153.15,137.45,169.50,217.91,281.65,289.35,295.31,327.08,
484.10,184.32,223.63,140.41,151.86,136.47,168.42,216.26,279.87,288.11,292.99,325.01,
484.52,183.42,222.31,139.63,150.67,135.03,166.97,214.35,277.80,285.70,290.08,322.32,
484.94,182.18,221.26,139.00,149.12,134.16,165.91,212.46,276.54,284.01,288.19,320.16,
485.36,180.92,220.05,138.63,148.27,133.85,164.89,211.74,275.58,283.15,286.90,318.82,
485.78,179.97,218.68,137.81,147.31,132.74,163.64,210.73,273.64,281.51,285.63,316.39,
486.20,179.27,217.84,136.94,146.97,131.86,163.12,209.66,272.86,280.53,284.58,315.26,
486.62,179.40,217.92,136.44,146.96,131.92,163.25,209.77,272.58,280.73,283.99,315.17,
487.04,179.13,217.84,136.34,146.44,132.03,162.71,209.37,271.86,280.03,283.74,315.39,
487.46,178.53,217.07,136.63,146.53,131.49,162.45,208.81,271.32,279.14,283.30,315.60,
487.88,178.60,217.56,136.65,146.65,131.50,163.07,209.35,272.19,279.50,283.23,316.30,
488.30,178.69,218.46,137.05,146.71,131.74,162.74,210.37,273.43,280.17,284.29,316.87,
488.72,179.09,219.39,137.65,147.26,132.17,163.02,211.06,274.11,280.94,285.59,317.56,
489.14,179.90,220.05,138.03,147.58,133.07,163.74,211.33,274.86,282.15,286.58,319.06,
489.56,181.15,221.33,138.86,148.06,133.81,164.64,212.13,276.66,284.13,287.82,320.77,
489.98,182.67,222.74,140.02,148.49,134.35,165.35,213.06,278.08,285.49,289.04,321.93,
490.40,183.06,223.61,140.70,148.64,134.50,165.82,213.17,278.53,285.94,289.72,322.78,
490.82,183.36,224.53,141.27,149.31,135.20,166.22,214.30,280.34,287.55,291.57,324.48,
491.24,184.02,225.52,141.45,150.04,135.68,166.92,215.56,281.39,288.76,293.39,325.62,
491.66,184.35,226.12,141.14,150.57,135.43,167.23,216.08,282.04,289.04,293.99,325.87,
492.08,185.30,227.25,141.14,151.37,135.94,168.26,216.94,283.11,290.60,294.96,327.35,
492.50,185.78,228.03,141.39,151.59,136.64,168.76,217.53,283.70,291.52,296.04,328.55,
492.92,185.78,227.85,141.79,151.54,136.34,168.59,217.18,283.59,291.26,296.02,328.88,
493.34,186.24,228.32,141.93,152.01,136.31,169.08,217.24,284.01,291.55,296.01,329.24,
493.76,186.49,229.31,142.20,151.46,136.72,168.97,217.50,285.02,292.11,296.74,329.77,
494.18,186.34,229.71,142.34,151.39,136.93,168.79,218.11,285.15,292.34,297.75,329.53,
494.60,186.28,229.51,142.13,151.18,137.18,168.81,217.45,284.41,292.14,297.63,329.18,
495.02,186.58,229.17,141.83,151.05,137.03,169.09,217.17,284.75,292.81,297.37,329.19,
495.44,187.04,229.57,141.79,151.03,136.82,169.26,217.61,284.90,293.05,297.39,329.14,
495.86,186.77,229.24,141.83,150.83,136.24,168.76,216.82,283.81,292.19,296.85,328.99,
496.28,185.81,228.52,141.55,150.95,136.04,168.34,216.64,283.88,292.11,296.54,329.38,
496.70,185.99,228.79,141.16,151.12,136.26,168.56,217.43,284.89,292.29,297.11,329.56,
497.12,185.62,228.50,140.56,150.83,135.50,168.03,217.45,284.38,291.47,296.52,328.74,
497.54,184.98,227.94,140.16,150.66,135.18,167.71,217.05,283.74,291.13,295.57,328.26,
497.95,184.71,227.09,139.52,150.02,135.40,167.36,216.13,282.85,290.40,295.14,327.57,
498.37,184.02,226.09,139.24,149.64,134.74,166.56,215.22,281.89,289.27,293.77,326.75,
498.79,183.48,225.57,138.98,149.04,134.03,165.75,214.35,280.82,287.71,291.89,325.40,
499.21,182.66,225.04,138.50,147.92,133.79,164.98,213.54,280.08,286.80,291.82,324.32,
499.63,181.26,224.02,138.04,147.04,133.35,163.88,213.10,279.23,286.00,291.38,322.76,
500.05,180.27,222.74,137.11,146.58,132.68,163.00,211.89,277.66,284.76,289.88,320.35,
500.47,180.10,221.75,136.10,146.06,132.30,162.55,210.80,277.07,284.14,288.54,319.40,
500.89,180.26,221.59,135.21,145.51,131.88,162.54,210.69,276.63,283.98,287.76,318.72,
501.31,179.72,221.28,135.07,144.93,131.38,161.72,210.21,275.41,283.02,287.08,317.95,
501.73,178.79,220.20,134.91,144.93,130.80,161.22,209.51,274.69,282.24,286.50,317.89,
502.15,178.42,220.15,134.62,144.72,130.83,161.57,209.83,274.88,281.93,286.68,317.50,
502.57,178.26,220.42,134.49,144.51,130.44,161.09,209.88,274.80,281.43,286.74,317.03,
502.99,177.95,220.40,134.32,144.69,130.23,161.21,209.66,274.34,281.57,286.54,317.01,
503.41,178.19,220.55,134.10,144.74,130.91,161.68,209.33,273.84,282.02,287.09,317.14,
503.83,178.85,220.90,134.49,144.76,131.12,161.62,209.42,274.16,282.62,287.07,317.65,
504.25,178.88,221.68,135.01,145.04,130.96,161.53,209.53,274.30,282.90,286.88,317.66,
504.67,178.64,221.84,135.37,144.51,130.79,161.40,209.24,274.18,282.56,287.41,317.80,
505.08,178.51,222.25,135.61,144.68,131.08,161.56,209.69,275.13,283.43,288.45,318.44,
505.50,178.70,222.56,135.59,145.06,131.10,161.70,209.85,275.33,283.83,288.45,318.57,
505.92,179.15,222.73,135.44,145.09,130.52,162.12,209.73,275.54,284.09,288.46,318.84,
506.34,179.81,223.31,135.30,145.56,130.68,162.62,210.53,276.18,284.74,288.82,320.08,
506.76,180.23,223.57,135.68,145.81,130.69,162.82,210.74,276.16,285.27,289.45,320.71,
507.18,180.03,223.59,136.39,146.31,130.56,163.00,210.59,276.27,285.32,289.55,321.38,
507.60,180.55,224.22,136.55,146.55,130.75,163.48,210.89,277.09,285.63,290.16,322.30,
508.02,180.57,225.06,136.67,146.57,130.96,163.30,211.45,277.99,286.03,290.94,322.42,
508.44,180.43,225.61,136.85,146.72,131.28,163.41,211.70,278.40,286.61,291.38,322.52,
508.86,180.71,225.69,136.59,146.50,131.70,163.47,211.29,277.94,286.79,291.41,322.72,
509.28,181.01,225.82,136.66,146.43,131.65,163.06,211.10,278.48,287.12,291.41,322.76,
509.70,181.32,226.21,137.03,146.35,131.28,163.21,211.00,278.56,286.96,290.99,322.59,
510.11,180.89,225.95,136.83,145.96,130.74,162.96,210.14,277.82,286.10,290.40,322.02,
510.53,180.65,225.68,136.68,145.72,130.84,162.85,210.20,278.15,285.98,290.77,322.25,
510.95,180.72,225.86,136.37,145.79,130.83,163.09,210.37,278.49,286.17,290.84,321.83,
511.37,180.55,225.46,135.72,145.85,130.21,162.77,209.89,277.81,285.53,290.23,321.04,
511.79,180.55,225.03,134.92,145.67,130.05,162.84,209.82,277.41,285.39,289.31,320.54,
512.21,180.35,224.67,134.60,145.51,130.71,162.48,209.60,276.90,285.15,289.24,319.99,
512.63,179.54,223.84,134.62,145.19,130.29,162.02,208.52,275.83,284.21,288.26,318.96,
513.05,178.35,223.30,133.95,144.53,129.60,161.34,207.60,274.68,282.57,286.65,317.63,
513.47,177.33,222.61,133.17,143.43,129.34,160.24,206.91,274.02,280.93,285.88,316.22,
513.88,175.69,221.38,132.38,142.64,128.72,159.10,205.92,272.42,279.45,284.23,313.90,
514.30,174.55,219.67,131.27,141.38,127.94,158.07,204.04,269.96,277.31,281.70,311.55,
514.72,173.69,217.93,130.23,140.49,126.96,156.73,202.62,268.59,275.71,279.56,309.41,
515.14,172.99,216.67,129.53,139.30,126.08,155.97,201.37,267.03,274.14,277.81,307.04,
515.56,171.92,215.35,128.92,138.11,125.01,154.98,199.86,264.93,271.96,275.86,305.25,
515.98,170.58,213.63,127.97,137.37,124.19,153.76,198.99,263.45,270.51,274.59,304.24,
516.40,169.79,213.03,127.21,136.98,123.98,153.20,199.15,263.09,269.77,274.47,303.09,
516.82,169.30,212.59,126.46,136.73,123.14,152.76,198.41,262.01,268.73,273.38,302.04,
517.23,168.95,212.25,125.88,136.57,122.83,152.17,198.51,261.41,268.32,272.33,301.29,
517.65,168.67,211.96,125.53,136.06,123.37,152.18,198.08,260.92,267.94,272.56,301.07,
518.07,168.80,212.40,125.94,136.37,123.16,152.13,197.92,261.04,268.32,272.75,301.64,
518.49,168.84,212.92,126.35,136.37,122.66,152.27,197.70,261.06,267.92,272.21,301.82,
518.91,168.93,213.65,126.62,136.00,122.76,151.97,197.84,261.71,268.52,272.99,302.28,
519.33,169.37,214.25,127.16,136.37,123.21,152.26,198.73,262.54,269.54,274.10,303.00,
519.75,169.87,214.80,127.62,136.62,123.19,152.71,199.24,263.09,270.79,274.53,303.52,
520.17,171.06,215.41,127.78,137.11,123.49,153.39,199.50,264.12,271.92,275.28,304.57,
520.58,172.63,216.75,127.97,137.58,124.05,154.41,200.99,265.71,273.93,276.70,306.14,
521.00,173.65,217.78,128.68,138.24,124.43,154.90,201.50,266.15,274.86,277.87,308.11,
521.42,173.65,218.28,129.33,139.31,124.61,155.63,202.27,267.01,276.06,279.07,309.94,
521.84,174.45,219.35,129.71,140.20,125.68,156.82,203.82,268.67,277.53,280.87,311.47,
522.26,175.14,220.60,130.15,140.75,125.86,157.05,204.62,269.81,278.46,282.28,312.38,
522.68,175.45,221.04,130.26,141.21,126.12,157.47,204.77,269.98,279.29,282.65,312.83,
523.09,175.49,220.99,130.23,141.03,126.62,157.79,204.54,269.77,279.40,283.08,312.84,
