Date,2016/10/19,2016/10/19,2016/10/19,2016/10/19,2016/10/19,2016/10/19,2016/10/19,
314.25,0.05,0.14,0.34,1.19,1.29,1.99,2.14,
314.68,0.06,0.15,0.39,1.31,1.42,2.21,2.32,
315.12,0.07,0.16,0.42,1.44,1.56,2.39,2.55,
315.55,0.09,0.19,0.45,1.57,1.70,2.57,2.79,
315.98,0.10,0.22,0.50,1.73,1.86,2.80,3.07,
316.41,0.10,0.24,0.54,1.87,2.02,3.04,3.33,
316.85,0.11,0.26,0.57,2.01,2.18,3.26,3.56,
317.28,0.12,0.27,0.61,2.15,2.34,3.54,3.77,
317.71,0.13,0.30,0.66,2.32,2.50,3.81,4.06,
318.14,0.15,0.32,0.70,2.49,2.67,4.01,4.33,
318.57,0.19,0.36,0.73,2.68,2.84,4.23,4.54,
319.01,0.19,0.39,0.78,2.86,3.02,4.52,4.85,
319.44,0.19,0.42,0.84,3.02,3.18,4.84,5.20,
319.87,0.22,0.43,0.89,3.19,3.36,5.06,5.43,
320.30,0.24,0.45,0.95,3.39,3.55,5.38,5.70,
320.73,0.25,0.48,1.02,3.61,3.79,5.73,6.05,
321.17,0.27,0.52,1.06,3.82,4.00,6.01,6.38,
321.60,0.28,0.57,1.13,4.08,4.28,6.41,6.81,
322.03,0.28,0.62,1.21,4.35,4.56,6.80,7.24,
322.46,0.29,0.66,1.28,4.59,4.83,7.21,7.62,
322.89,0.32,0.68,1.36,4.84,5.08,7.62,7.97,
323.33,0.34,0.73,1.45,5.12,5.35,8.08,8.40,
323.76,0.36,0.79,1.54,5.42,5.64,8.47,8.84,
324.19,0.39,0.83,1.61,5.69,5.92,8.85,9.23,
324.62,0.41,0.89,1.69,5.96,6.19,9.27,9.67,
325.05,0.41,0.94,1.79,6.25,6.49,9.76,10.22,
325.48,0.44,0.97,1.88,6.51,6.76,10.14,10.61,
325.92,0.47,1.01,1.95,6.76,7.03,10.54,10.95,
326.35,0.48,1.04,2.04,7.04,7.31,11.01,11.38,
326.78,0.51,1.10,2.09,7.26,7.56,11.31,11.74,
327.21,0.52,1.14,2.15,7.49,7.80,11.65,12.10,
327.64,0.53,1.18,2.21,7.69,8.01,11.96,12.42,
328.07,0.54,1.23,2.27,7.85,8.18,12.24,12.68,
328.50,0.56,1.24,2.31,8.00,8.33,12.53,12.91,
328.93,0.58,1.27,2.36,8.13,8.42,12.75,13.08,
329.37,0.60,1.30,2.40,8.25,8.53,12.90,13.27,
329.80,0.63,1.32,2.43,8.37,8.65,13.04,13.40,
330.23,0.64,1.35,2.45,8.44,8.71,13.15,13.52,
330.66,0.64,1.37,2.50,8.56,8.83,13.38,13.75,
331.09,0.65,1.38,2.53,8.65,8.92,13.49,13.87,
331.52,0.66,1.38,2.55,8.70,8.97,13.59,13.89,
331.95,0.66,1.39,2.56,8.72,8.99,13.68,13.92,
332.38,0.66,1.40,2.57,8.75,9.03,13.69,13.96,
332.81,0.67,1.41,2.57,8.78,9.04,13.70,14.01,
333.24,0.66,1.42,2.58,8.79,9.04,13.72,14.01,
333.68,0.66,1.43,2.59,8.79,9.03,13.74,14.01,
334.11,0.67,1.43,2.60,8.82,9.06,13.84,14.06,
334.54,0.67,1.43,2.62,8.85,9.07,13.89,14.05,
334.97,0.68,1.44,2.64,8.88,9.09,13.90,14.06,
335.40,0.69,1.44,2.64,8.93,9.15,13.95,14.13,
335.83,0.70,1.46,2.65,8.99,9.21,14.02,14.23,
336.26,0.69,1.47,2.68,9.05,9.29,14.14,14.41,
336.69,0.70,1.48,2.71,9.12,9.36,14.24,14.51,
337.12,0.71,1.48,2.73,9.19,9.42,14.34,14.59,
337.55,0.71,1.50,2.76,9.25,9.50,14.51,14.68,
337.98,0.72,1.51,2.77,9.33,9.58,14.60,14.80,
338.41,0.73,1.53,2.78,9.42,9.67,14.69,14.93,
338.84,0.74,1.54,2.79,9.48,9.73,14.81,15.03,
339.27,0.73,1.56,2.81,9.52,9.78,14.90,15.10,
339.70,0.74,1.57,2.83,9.59,9.85,15.05,15.26,
340.13,0.76,1.57,2.85,9.66,9.91,15.18,15.34,
340.56,0.77,1.58,2.87,9.71,9.94,15.25,15.39,
340.99,0.78,1.58,2.87,9.74,9.97,15.26,15.43,
341.42,0.79,1.60,2.87,9.76,9.99,15.31,15.47,
341.85,0.78,1.61,2.88,9.76,9.99,15.33,15.50,
342.28,0.77,1.60,2.88,9.75,9.99,15.32,15.47,
342.71,0.78,1.59,2.87,9.73,9.97,15.33,15.41,
343.14,0.77,1.59,2.87,9.74,9.98,15.40,15.43,
343.57,0.77,1.60,2.88,9.73,9.99,15.42,15.44,
344.00,0.78,1.60,2.87,9.73,9.97,15.39,15.45,
344.43,0.79,1.61,2.88,9.73,9.98,15.40,15.45,
344.86,0.78,1.62,2.88,9.72,9.97,15.42,15.46,
345.29,0.78,1.63,2.89,9.73,9.99,15.49,15.52,
345.72,0.78,1.62,2.90,9.75,10.01,15.53,15.55,
346.15,0.79,1.62,2.93,9.78,10.06,15.61,15.58,
346.58,0.80,1.63,2.94,9.83,10.11,15.66,15.65,
347.01,0.81,1.64,2.95,9.88,10.17,15.73,15.75,
347.44,0.81,1.66,2.97,9.94,10.26,15.87,15.90,
347.87,0.81,1.67,2.99,10.00,10.34,15.97,16.02,
348.30,0.82,1.68,3.01,10.07,10.42,16.11,16.14,
348.73,0.83,1.69,3.04,10.16,10.51,16.33,16.29,
349.16,0.83,1.71,3.07,10.24,10.60,16.48,16.45,
349.59,0.85,1.73,3.09,10.33,10.67,16.57,16.58,
350.02,0.86,1.73,3.08,10.33,10.67,16.55,16.57,
350.44,0.87,1.75,3.11,10.41,10.75,16.71,16.71,
350.87,0.86,1.77,3.13,10.49,10.83,16.88,16.87,
351.30,0.88,1.77,3.16,10.57,10.91,17.02,16.98,
351.73,0.89,1.78,3.19,10.65,11.00,17.14,17.07,
352.16,0.90,1.79,3.21,10.74,11.08,17.27,17.20,
352.59,0.91,1.81,3.22,10.81,11.14,17.35,17.29,
353.02,0.90,1.81,3.22,10.82,11.16,17.38,17.33,
353.45,0.90,1.81,3.22,10.80,11.15,17.36,17.32,
353.88,0.89,1.81,3.20,10.77,11.11,17.33,17.26,
354.31,0.89,1.79,3.18,10.70,11.04,17.27,17.14,
354.73,0.88,1.78,3.16,10.62,10.94,17.16,17.00,
355.16,0.88,1.76,3.13,10.54,10.85,16.98,16.84,
355.59,0.88,1.75,3.10,10.44,10.76,16.82,16.69,
356.02,0.87,1.74,3.09,10.38,10.71,16.76,16.61,
356.45,0.86,1.73,3.07,10.33,10.68,16.73,16.56,
356.88,0.86,1.71,3.06,10.29,10.64,16.67,16.50,
357.31,0.85,1.70,3.05,10.24,10.59,16.61,16.40,
357.74,0.84,1.69,3.04,10.20,10.56,16.56,16.34,
358.16,0.85,1.69,3.02,10.17,10.54,16.52,16.34,
358.59,0.84,1.68,3.00,10.12,10.51,16.48,16.30,
359.02,0.84,1.69,3.01,10.13,10.54,16.53,16.35,
359.45,0.84,1.71,3.01,10.16,10.57,16.61,16.40,
359.88,0.84,1.71,3.04,10.23,10.64,16.77,16.50,
360.31,0.85,1.73,3.07,10.33,10.73,16.95,16.66,
360.73,0.87,1.76,3.11,10.47,10.88,17.17,16.89,
361.16,0.88,1.78,3.16,10.63,11.06,17.43,17.17,
361.59,0.90,1.82,3.21,10.82,11.26,17.77,17.51,
362.02,0.90,1.85,3.28,11.01,11.45,18.11,17.83,
362.45,0.92,1.89,3.33,11.18,11.63,18.38,18.10,
362.88,0.94,1.91,3.38,11.36,11.80,18.68,18.36,
363.30,0.95,1.94,3.43,11.54,11.98,18.97,18.62,
363.73,0.97,1.98,3.48,11.72,12.16,19.26,18.93,
364.16,0.99,2.01,3.52,11.87,12.33,19.51,19.20,
364.59,1.00,2.03,3.56,12.03,12.49,19.78,19.43,
365.02,1.01,2.08,3.60,12.18,12.65,20.03,19.68,
365.44,1.02,2.10,3.64,12.30,12.78,20.28,19.87,
365.87,1.03,2.11,3.68,12.44,12.91,20.51,20.09,
366.30,1.05,2.13,3.72,12.55,13.02,20.68,20.27,
366.73,1.07,2.15,3.74,12.67,13.15,20.84,20.45,
367.16,1.08,2.16,3.76,12.75,13.24,21.01,20.60,
367.58,1.08,2.18,3.79,12.81,13.30,21.11,20.73,
368.01,1.08,2.19,3.80,12.83,13.34,21.14,20.76,
368.44,1.09,2.18,3.80,12.83,13.34,21.19,20.74,
368.87,1.08,2.17,3.79,12.81,13.33,21.21,20.69,
369.29,1.08,2.17,3.78,12.74,13.27,21.09,20.59,
369.72,1.08,2.16,3.74,12.64,13.18,20.92,20.46,
370.15,1.06,2.14,3.71,12.51,13.06,20.74,20.26,
370.58,1.05,2.14,3.67,12.39,12.93,20.57,20.08,
371.00,1.04,2.13,3.65,12.29,12.83,20.45,19.92,
371.43,1.03,2.09,3.63,12.19,12.71,20.34,19.77,
371.86,1.04,2.08,3.60,12.11,12.63,20.22,19.63,
372.29,1.04,2.06,3.59,12.06,12.59,20.14,19.55,
372.71,1.04,2.06,3.58,12.03,12.57,20.13,19.54,
373.14,1.02,2.06,3.57,11.98,12.53,20.10,19.51,
373.57,1.02,2.06,3.58,11.99,12.55,20.10,19.53,
374.00,1.03,2.05,3.58,12.02,12.58,20.18,19.54,
374.42,1.03,2.05,3.59,12.07,12.62,20.31,19.60,
374.85,1.03,2.06,3.61,12.14,12.69,20.41,19.72,
375.28,1.05,2.08,3.63,12.22,12.78,20.53,19.88,
375.70,1.05,2.09,3.65,12.30,12.86,20.69,20.02,
376.13,1.05,2.11,3.68,12.40,12.96,20.86,20.19,
376.56,1.05,2.12,3.70,12.46,13.04,21.02,20.33,
376.99,1.07,2.11,3.73,12.53,13.10,21.14,20.44,
377.41,1.07,2.11,3.73,12.55,13.13,21.17,20.47,
377.84,1.09,2.11,3.74,12.57,13.15,21.18,20.49,
378.27,1.08,2.10,3.73,12.54,13.12,21.13,20.47,
378.69,1.07,2.10,3.71,12.45,13.03,21.01,20.34,
379.12,1.06,2.07,3.67,12.33,12.91,20.79,20.13,
379.55,1.05,2.05,3.62,12.18,12.74,20.56,19.88,
379.97,1.03,2.01,3.56,11.97,12.53,20.29,19.53,
380.40,1.01,1.99,3.50,11.76,12.32,19.92,19.19,
380.83,1.00,1.96,3.44,11.54,12.09,19.55,18.86,
381.25,0.99,1.93,3.38,11.35,11.89,19.21,18.57,
381.68,0.97,1.91,3.34,11.17,11.71,18.96,18.30,
382.11,0.95,1.89,3.29,11.01,11.56,18.74,18.08,
382.53,0.95,1.86,3.25,10.89,11.43,18.60,17.90,
382.96,0.95,1.85,3.24,10.83,11.35,18.49,17.75,
383.39,0.95,1.84,3.22,10.79,11.31,18.42,17.68,
383.81,0.95,1.84,3.22,10.77,11.30,18.42,17.69,
384.24,0.94,1.84,3.22,10.77,11.30,18.44,17.70,
384.67,0.95,1.86,3.23,10.80,11.34,18.50,17.76,
385.09,0.95,1.88,3.25,10.88,11.42,18.64,17.90,
385.52,0.97,1.90,3.28,11.00,11.55,18.89,18.10,
385.95,0.98,1.92,3.33,11.14,11.69,19.14,18.32,
386.37,1.01,1.96,3.38,11.32,11.87,19.43,18.61,
386.80,1.03,1.99,3.43,11.50,12.07,19.78,18.93,
387.22,1.04,2.03,3.48,11.71,12.29,20.13,19.27,
387.65,1.05,2.06,3.54,11.87,12.47,20.46,19.58,
388.08,1.08,2.08,3.59,12.03,12.63,20.73,19.82,
388.50,1.09,2.10,3.64,12.16,12.76,20.97,20.00,
388.93,1.11,2.11,3.66,12.25,12.85,21.11,20.13,
389.36,1.12,2.12,3.67,12.30,12.92,21.20,20.21,
389.78,1.12,2.13,3.67,12.31,12.93,21.21,20.25,
390.21,1.11,2.13,3.67,12.27,12.90,21.17,20.20,
390.63,1.11,2.13,3.66,12.23,12.87,21.12,20.14,
391.06,1.10,2.11,3.65,12.19,12.82,21.10,20.05,
391.49,1.10,2.10,3.64,12.15,12.78,21.03,19.96,
391.91,1.10,2.10,3.63,12.10,12.74,20.94,19.88,
392.34,1.11,2.09,3.62,12.08,12.72,20.90,19.86,
392.76,1.09,2.09,3.62,12.05,12.70,20.88,19.84,
393.19,1.08,2.09,3.61,12.02,12.67,20.86,19.80,
393.61,1.09,2.08,3.60,11.96,12.62,20.80,19.73,
394.04,1.09,2.08,3.59,11.96,12.61,20.79,19.68,
394.47,1.08,2.08,3.59,11.98,12.63,20.86,19.72,
394.89,1.10,2.10,3.61,12.06,12.73,21.01,19.87,
395.32,1.11,2.13,3.67,12.22,12.92,21.33,20.18,
395.74,1.13,2.18,3.74,12.48,13.19,21.81,20.64,
396.17,1.15,2.26,3.85,12.83,13.57,22.48,21.24,
396.59,1.20,2.33,3.97,13.28,14.04,23.30,21.96,
397.02,1.24,2.40,4.12,13.77,14.56,24.19,22.78,
397.45,1.31,2.49,4.28,14.28,15.09,25.06,23.63,
397.87,1.36,2.57,4.42,14.78,15.63,25.96,24.50,
398.30,1.42,2.66,4.58,15.28,16.15,26.83,25.35,
398.72,1.45,2.74,4.72,15.74,16.64,27.70,26.15,
399.15,1.50,2.82,4.86,16.19,17.11,28.51,26.90,
399.57,1.55,2.90,4.99,16.64,17.59,29.33,27.66,
400.00,1.60,2.97,5.13,17.12,18.08,30.17,28.42,
400.42,1.64,3.05,5.27,17.53,18.54,30.91,29.12,
400.85,1.68,3.12,5.38,17.91,18.95,31.57,29.78,
401.27,1.71,3.18,5.49,18.26,19.33,32.18,30.37,
401.70,1.73,3.24,5.57,18.53,19.62,32.66,30.80,
402.12,1.74,3.28,5.62,18.69,19.80,33.03,31.09,
402.55,1.77,3.29,5.67,18.82,19.93,33.24,31.29,
402.97,1.78,3.31,5.69,18.87,20.00,33.32,31.41,
403.40,1.79,3.31,5.68,18.89,20.02,33.33,31.45,
403.82,1.79,3.31,5.68,18.88,20.01,33.38,31.48,
404.25,1.78,3.33,5.69,18.88,20.01,33.42,31.51,
404.67,1.77,3.33,5.69,18.84,20.00,33.42,31.47,
405.10,1.77,3.32,5.68,18.84,19.99,33.42,31.40,
405.52,1.77,3.31,5.68,18.84,19.99,33.44,31.36,
405.95,1.78,3.32,5.67,18.81,19.99,33.40,31.32,
406.37,1.78,3.31,5.66,18.78,19.97,33.38,31.31,
406.80,1.78,3.31,5.65,18.79,19.98,33.41,31.33,
407.22,1.77,3.33,5.66,18.81,20.02,33.49,31.39,
407.65,1.77,3.34,5.65,18.80,20.02,33.54,31.39,
408.07,1.77,3.32,5.65,18.81,20.02,33.60,31.42,
408.50,1.80,3.33,5.68,18.88,20.10,33.70,31.51,
408.92,1.81,3.33,5.70,18.93,20.18,33.83,31.64,
409.35,1.82,3.36,5.73,19.01,20.27,34.03,31.80,
409.77,1.82,3.38,5.77,19.10,20.38,34.27,31.97,
410.20,1.84,3.40,5.80,19.19,20.49,34.46,32.13,
410.62,1.85,3.42,5.82,19.29,20.58,34.65,32.25,
411.04,1.85,3.42,5.86,19.42,20.69,34.87,32.40,
411.47,1.86,3.44,5.88,19.48,20.78,34.99,32.54,
411.89,1.87,3.46,5.89,19.54,20.84,35.08,32.67,
412.32,1.88,3.47,5.91,19.61,20.92,35.23,32.80,
412.74,1.88,3.51,5.94,19.68,21.03,35.41,32.95,
413.17,1.88,3.51,5.96,19.72,21.07,35.56,33.04,
413.59,1.90,3.51,5.97,19.79,21.09,35.68,33.09,
414.02,1.92,3.51,6.01,19.86,21.17,35.80,33.20,
414.44,1.93,3.53,6.02,19.91,21.24,35.89,33.31,
414.86,1.93,3.53,6.02,19.93,21.27,35.96,33.39,
415.29,1.92,3.54,6.02,19.92,21.29,36.00,33.41,
415.71,1.92,3.55,6.01,19.92,21.30,36.01,33.38,
416.14,1.93,3.55,6.00,19.92,21.27,35.99,33.34,
416.56,1.92,3.54,5.99,19.89,21.25,35.98,33.24,
416.99,1.93,3.54,5.98,19.84,21.23,35.92,33.19,
417.41,1.94,3.55,5.95,19.78,21.20,35.82,33.15,
417.83,1.95,3.54,5.95,19.77,21.19,35.79,33.13,
418.26,1.95,3.55,5.95,19.74,21.17,35.80,33.12,
418.68,1.93,3.56,5.94,19.72,21.14,35.83,33.11,
419.11,1.93,3.53,5.93,19.69,21.07,35.79,33.04,
419.53,1.94,3.51,5.93,19.67,21.04,35.74,32.99,
419.95,1.94,3.49,5.91,19.63,21.06,35.69,32.94,
420.38,1.94,3.49,5.89,19.59,21.02,35.64,32.87,
420.80,1.92,3.47,5.88,19.53,20.97,35.57,32.78,
421.23,1.92,3.47,5.86,19.49,20.94,35.51,32.70,
421.65,1.91,3.47,5.85,19.48,20.90,35.48,32.63,
422.07,1.90,3.45,5.84,19.44,20.84,35.43,32.51,
422.50,1.90,3.45,5.82,19.39,20.81,35.36,32.46,
422.92,1.91,3.45,5.81,19.36,20.78,35.25,32.45,
423.34,1.90,3.42,5.79,19.32,20.73,35.15,32.38,
423.77,1.89,3.41,5.77,19.26,20.65,35.06,32.30,
424.19,1.86,3.41,5.75,19.15,20.56,35.01,32.20,
424.62,1.85,3.37,5.72,19.07,20.44,34.82,32.02,
425.04,1.85,3.33,5.68,18.93,20.31,34.60,31.79,
425.46,1.85,3.31,5.65,18.80,20.20,34.34,31.54,
425.89,1.84,3.30,5.60,18.65,20.06,34.11,31.31,
426.31,1.82,3.29,5.53,18.46,19.86,33.80,31.07,
426.73,1.79,3.27,5.48,18.29,19.70,33.49,30.79,
427.16,1.78,3.28,5.43,18.16,19.53,33.27,30.55,
427.58,1.75,3.23,5.38,18.00,19.33,33.01,30.22,
428.00,1.73,3.19,5.33,17.80,19.14,32.65,29.92,
428.43,1.73,3.17,5.30,17.66,19.00,32.38,29.75,
428.85,1.74,3.14,5.26,17.56,18.91,32.22,29.59,
429.27,1.73,3.14,5.25,17.47,18.81,32.13,29.49,
429.70,1.71,3.15,5.26,17.41,18.79,32.16,29.47,
430.12,1.72,3.14,5.27,17.43,18.81,32.26,29.49,
430.54,1.75,3.13,5.26,17.49,18.83,32.32,29.52,
430.97,1.76,3.14,5.29,17.56,18.94,32.48,29.59,
431.39,1.78,3.16,5.32,17.65,19.06,32.67,29.80,
431.81,1.79,3.19,5.35,17.74,19.19,32.93,30.00,
432.24,1.80,3.23,5.39,17.88,19.34,33.16,30.25,
432.66,1.81,3.27,5.45,18.07,19.55,33.53,30.57,
433.08,1.83,3.30,5.51,18.28,19.76,34.02,30.92,
433.51,1.85,3.32,5.59,18.46,19.97,34.37,31.25,
433.93,1.90,3.37,5.66,18.70,20.23,34.78,31.68,
434.35,1.94,3.40,5.72,18.95,20.50,35.25,32.09,
434.77,1.96,3.45,5.78,19.16,20.69,35.63,32.43,
435.20,1.95,3.47,5.83,19.28,20.85,35.94,32.65,
435.62,1.96,3.50,5.86,19.43,20.98,36.19,32.86,
436.04,1.98,3.50,5.88,19.53,21.08,36.34,32.96,
436.47,1.99,3.51,5.90,19.59,21.14,36.39,32.97,
436.89,1.98,3.52,5.93,19.63,21.23,36.50,33.06,
437.31,1.98,3.56,5.93,19.69,21.27,36.62,33.23,
437.73,1.98,3.58,5.95,19.74,21.34,36.73,33.30,
438.16,1.98,3.61,5.98,19.84,21.45,36.92,33.47,
438.58,1.98,3.62,6.02,19.96,21.56,37.22,33.66,
439.00,2.01,3.62,6.05,20.03,21.62,37.40,33.82,
439.43,2.03,3.63,6.08,20.12,21.75,37.54,33.97,
439.85,2.06,3.64,6.11,20.23,21.87,37.77,34.18,
440.27,2.07,3.65,6.14,20.30,21.97,37.99,34.37,
440.69,2.06,3.68,6.16,20.35,22.04,38.16,34.55,
441.12,2.07,3.68,6.20,20.48,22.19,38.41,34.76,
441.54,2.09,3.71,6.24,20.62,22.31,38.64,34.97,
441.96,2.10,3.71,6.28,20.70,22.43,38.82,35.09,
442.38,2.11,3.73,6.30,20.80,22.56,39.04,35.29,
442.81,2.13,3.76,6.33,20.92,22.69,39.32,35.54,
443.23,2.15,3.79,6.38,21.03,22.79,39.51,35.71,
443.65,2.17,3.81,6.41,21.12,22.90,39.73,35.88,
444.07,2.17,3.83,6.45,21.24,23.00,40.01,36.08,
444.50,2.19,3.83,6.48,21.33,23.08,40.17,36.24,
444.92,2.21,3.84,6.51,21.41,23.18,40.29,36.34,
445.34,2.24,3.85,6.54,21.51,23.32,40.47,36.54,
445.76,2.25,3.87,6.55,21.59,23.41,40.66,36.74,
446.19,2.24,3.90,6.59,21.64,23.49,40.83,36.85,
446.61,2.25,3.94,6.62,21.74,23.60,41.05,37.02,
447.03,2.27,3.96,6.65,21.87,23.74,41.31,37.20,
447.45,2.28,3.98,6.69,21.98,23.84,41.51,37.37,
447.87,2.30,4.01,6.73,22.07,23.98,41.73,37.54,
448.30,2.32,4.05,6.76,22.19,24.10,41.99,37.81,
448.72,2.35,4.08,6.80,22.33,24.24,42.23,38.02,
449.14,2.35,4.11,6.83,22.42,24.35,42.42,38.22,
449.56,2.34,4.15,6.84,22.49,24.45,42.65,38.38,
449.99,2.35,4.16,6.86,22.57,24.51,42.82,38.52,
450.41,2.37,4.15,6.89,22.61,24.57,42.91,38.57,
450.83,2.39,4.16,6.89,22.62,24.59,42.93,38.60,
451.25,2.40,4.17,6.89,22.64,24.62,43.03,38.65,
451.67,2.38,4.19,6.89,22.63,24.60,43.06,38.64,
452.10,2.39,4.21,6.91,22.63,24.62,43.09,38.59,
452.52,2.40,4.23,6.89,22.68,24.63,43.15,38.64,
452.94,2.39,4.22,6.90,22.68,24.62,43.17,38.59,
453.36,2.39,4.21,6.91,22.66,24.63,43.17,38.57,
453.78,2.41,4.23,6.91,22.63,24.63,43.17,38.55,
454.20,2.41,4.22,6.90,22.65,24.62,43.15,38.54,
454.63,2.40,4.22,6.91,22.61,24.62,43.17,38.51,
455.05,2.37,4.23,6.90,22.55,24.58,43.16,38.49,
455.47,2.38,4.20,6.91,22.56,24.58,43.20,38.50,
455.89,2.40,4.18,6.93,22.58,24.61,43.23,38.54,
456.31,2.40,4.16,6.93,22.57,24.63,43.16,38.53,
456.74,2.40,4.18,6.92,22.58,24.63,43.22,38.59,
457.16,2.39,4.18,6.92,22.59,24.68,43.31,38.68,
457.58,2.39,4.20,6.92,22.60,24.70,43.34,38.70,
458.00,2.39,4.21,6.93,22.64,24.73,43.43,38.72,
458.42,2.38,4.19,6.95,22.68,24.76,43.55,38.76,
458.84,2.38,4.18,6.96,22.67,24.80,43.57,38.74,
459.27,2.40,4.20,6.95,22.69,24.83,43.56,38.83,
459.69,2.40,4.20,6.94,22.74,24.88,43.60,38.88,
460.11,2.39,4.21,6.93,22.73,24.87,43.63,38.93,
460.53,2.37,4.21,6.92,22.68,24.85,43.69,38.94,
460.95,2.36,4.19,6.92,22.70,24.82,43.70,38.95,
461.37,2.39,4.17,6.93,22.73,24.86,43.69,38.94,
