Date,2016/10/05,2016/10/05,2016/10/05,2016/10/05,2016/10/05,2016/10/05,2016/10/05,2016/10/05,2016/10/05,2016/10/05,
314.25,105.58,104.49,103.53,81.80,105.46,104.49,106.18,65.73,106.18,100.40,
314.68,110.26,109.90,108.69,85.10,110.98,109.53,110.38,68.67,110.86,105.08,
315.12,114.18,113.94,112.62,88.73,115.74,114.30,114.78,71.08,115.86,109.50,
315.55,118.21,118.21,116.77,92.30,120.24,119.16,119.52,73.58,120.48,113.90,
315.98,123.50,123.74,123.14,96.72,125.79,124.82,125.79,77.25,126.03,119.76,
316.41,128.71,129.56,128.59,100.86,131.25,129.92,131.01,80.31,131.49,125.45,
316.85,132.97,134.17,132.85,104.61,136.10,135.26,135.38,82.99,136.34,129.96,
317.28,138.04,138.28,137.56,108.07,140.57,138.64,140.81,85.75,141.41,135.15,
317.71,143.74,144.22,142.05,111.81,146.15,143.26,145.55,88.80,146.87,140.36,
318.14,147.62,149.06,146.65,115.22,151.70,148.34,149.18,91.90,151.94,144.97,
318.57,151.94,152.90,151.58,118.52,155.90,153.02,154.46,94.30,155.78,150.37,
319.01,157.05,157.54,157.17,121.94,160.06,157.66,159.58,96.81,160.18,154.77,
319.44,162.00,162.36,162.12,125.47,164.77,162.00,164.05,99.39,164.77,159.00,
319.87,165.28,166.60,165.88,128.11,169.35,165.52,167.67,101.28,168.99,163.13,
320.30,169.86,170.93,171.17,131.27,174.75,170.10,171.41,103.51,173.44,167.60,
320.73,174.53,176.07,176.43,134.79,180.35,175.12,176.43,106.24,179.16,172.86,
321.17,178.96,181.09,180.50,138.62,185.35,180.61,181.44,108.64,185.35,177.54,
321.60,186.06,188.20,188.08,144.33,193.31,187.96,189.27,113.00,192.60,184.87,
322.03,193.50,195.53,196.36,149.69,200.54,195.17,197.56,117.20,199.94,193.15,
322.46,200.46,202.49,203.56,155.22,207.84,202.49,204.51,120.98,207.72,199.51,
322.89,207.53,208.71,209.54,160.08,214.38,208.83,211.31,124.62,214.74,205.88,
323.33,216.21,216.91,217.03,165.22,222.69,215.62,218.80,128.85,222.10,214.08,
323.76,223.31,224.60,224.60,170.56,230.70,223.78,225.19,133.13,229.53,220.73,
324.19,229.15,230.66,231.36,175.30,237.54,230.89,231.83,136.43,236.49,227.40,
324.62,236.01,237.28,238.56,180.45,244.34,237.98,239.60,140.00,243.07,233.46,
325.05,244.74,246.01,247.86,186.91,252.84,246.36,248.44,144.64,251.91,241.27,
325.48,251.13,253.08,255.27,192.46,260.44,253.54,255.61,148.55,259.52,248.83,
325.92,257.70,259.98,261.68,197.75,267.95,260.55,261.91,152.27,266.47,255.42,
326.35,265.71,267.07,269.11,203.08,275.47,267.53,269.80,156.51,274.45,263.44,
326.78,271.40,273.76,274.10,207.40,281.52,273.76,275.33,159.77,281.41,269.15,
327.21,276.57,279.14,280.03,211.92,288.08,279.92,280.70,163.09,287.41,274.89,
327.64,281.70,284.48,285.81,215.52,293.03,284.81,286.26,165.78,291.81,280.59,
328.07,286.08,288.84,290.27,218.33,296.66,289.06,290.27,167.77,296.00,284.10,
328.50,290.34,292.52,293.73,220.92,300.40,292.52,293.62,169.62,299.85,287.16,
328.93,293.06,294.68,295.55,222.01,302.49,294.03,295.44,170.53,301.29,289.48,
329.37,295.16,297.20,298.49,222.95,304.93,296.23,297.41,171.38,303.43,290.97,
329.80,296.27,298.94,300.22,224.02,306.83,298.41,299.05,171.90,305.65,292.33,
330.23,296.67,299.63,299.94,224.46,307.32,299.31,300.15,171.80,306.37,292.88,
330.66,299.80,302.11,303.48,226.74,309.89,301.90,303.38,173.13,309.16,295.49,
331.09,301.59,304.41,305.25,227.86,311.62,303.47,305.45,173.72,310.88,297.41,
331.52,301.88,304.67,305.09,228.38,312.22,304.26,305.40,173.74,311.60,298.16,
331.95,301.92,303.66,304.27,227.74,311.83,302.84,305.49,172.98,311.42,297.73,
332.38,302.80,304.12,304.12,227.15,311.81,303.10,305.33,172.50,312.01,297.84,
332.81,301.76,303.86,303.46,226.27,311.58,302.76,304.56,171.92,311.48,297.25,
333.24,301.03,302.72,303.11,225.20,310.55,302.02,303.91,170.84,310.15,296.97,
333.68,301.15,301.94,302.62,224.51,309.49,301.15,303.99,169.99,309.39,296.05,
334.11,302.31,302.41,303.68,224.81,310.00,301.93,304.75,170.03,309.90,296.57,
334.54,301.87,302.54,303.51,224.62,310.34,301.78,304.76,169.55,309.86,296.77,
334.97,302.10,302.86,303.90,224.20,311.12,302.01,304.38,169.04,310.26,296.78,
335.40,303.22,304.44,305.09,224.78,312.79,303.31,306.03,169.21,312.13,298.33,
335.83,304.70,305.72,305.72,225.62,314.44,305.35,307.67,169.37,314.16,299.97,
336.26,306.87,307.88,308.24,227.42,317.15,307.88,309.80,170.33,316.60,302.55,
336.69,309.23,310.23,311.32,228.79,319.50,310.41,312.77,171.15,319.04,305.51,
337.12,311.36,312.43,313.24,230.40,321.95,312.88,314.77,171.88,321.59,307.59,
337.55,314.26,314.44,315.77,231.88,324.12,315.06,317.28,172.67,324.47,310.36,
337.98,317.19,317.45,318.07,232.89,327.02,317.36,319.65,173.48,326.85,312.53,
338.41,319.68,320.81,321.24,234.26,330.20,320.20,321.85,174.79,330.02,315.07,
338.84,321.21,322.93,323.62,235.75,332.65,322.67,323.96,175.22,331.87,317.08,
339.27,322.99,324.44,325.46,237.00,334.04,324.86,326.05,175.69,333.44,318.49,
339.70,326.21,327.65,328.91,239.24,337.35,327.82,329.50,177.11,336.93,321.15,
340.13,328.26,330.69,331.78,240.92,340.07,330.69,332.03,178.28,339.82,323.82,
340.56,329.44,332.18,333.25,241.93,342.22,332.34,333.42,178.66,341.72,325.29,
340.99,330.85,333.32,334.23,242.26,343.77,333.07,334.47,178.63,343.11,326.25,
341.42,332.18,334.96,335.04,242.83,344.84,334.30,335.28,178.67,344.68,327.36,
341.85,332.22,335.46,335.38,243.00,345.92,335.06,335.14,178.60,345.19,327.92,
342.28,332.35,335.57,335.81,242.72,346.20,335.09,335.65,178.37,345.39,328.48,
342.71,332.79,335.43,336.07,242.42,345.74,335.11,335.99,177.91,345.34,328.32,
343.14,334.19,336.42,337.45,242.83,346.69,335.62,336.89,178.08,346.69,329.33,
343.57,335.09,337.23,337.79,242.53,347.45,335.73,337.47,178.00,346.97,329.78,
344.00,335.04,337.95,338.34,242.18,348.26,335.98,337.24,177.75,347.47,329.84,
344.43,335.57,338.63,338.86,242.30,348.97,336.67,337.61,177.46,348.26,330.79,
344.86,336.02,338.91,338.83,242.59,349.43,337.43,338.83,177.21,348.88,330.96,
345.29,337.84,340.64,340.56,243.55,351.05,338.85,341.18,177.78,350.90,332.55,
345.72,339.25,342.58,342.42,244.41,352.72,340.57,342.81,178.33,353.03,334.14,
346.15,341.21,344.37,344.14,245.69,354.78,342.75,344.60,178.86,355.09,336.20,
346.58,343.45,346.21,346.06,246.68,357.10,344.14,346.82,179.32,357.56,338.24,
347.01,346.67,349.64,348.73,248.04,359.71,346.89,349.26,180.08,360.78,340.49,
347.44,349.71,353.05,352.37,250.15,363.77,350.70,352.29,181.85,364.37,343.94,
347.87,352.19,355.36,355.44,252.06,367.00,353.70,355.36,183.01,367.30,347.20,
348.30,355.82,358.67,359.20,254.18,370.32,356.94,359.35,184.52,370.85,349.80,
348.73,360.21,363.06,363.96,257.22,374.30,361.33,363.66,186.44,375.43,354.13,
349.16,363.81,366.72,368.07,259.54,378.68,365.08,367.40,187.99,379.13,357.91,
349.59,366.89,370.24,371.28,261.54,382.72,368.67,370.16,189.32,382.65,361.02,
350.02,367.67,370.90,372.22,261.72,383.75,369.65,370.90,189.23,383.53,361.87,
350.44,371.12,374.63,375.80,264.31,388.02,373.97,374.92,190.72,387.87,365.70,
350.87,374.96,378.17,379.99,266.98,392.23,378.10,379.12,192.51,392.09,369.43,
351.30,378.73,382.58,384.32,269.56,396.08,381.93,383.09,194.16,395.93,373.94,
351.73,382.14,386.19,388.35,271.86,399.99,385.75,386.55,195.66,400.13,377.51,
352.16,386.27,389.73,392.04,274.28,404.16,389.23,390.45,196.99,404.09,381.51,
352.59,389.67,392.91,395.00,275.94,407.75,391.83,393.20,198.15,407.39,384.34,
353.02,390.76,394.35,396.65,276.41,409.36,393.13,394.14,198.76,408.78,385.66,
353.45,390.52,394.10,396.75,276.36,409.64,393.52,394.38,198.48,408.92,386.36,
353.88,390.59,393.74,396.38,276.15,409.12,393.31,394.95,197.87,408.90,386.01,
354.31,389.39,392.67,395.31,274.96,407.30,391.82,393.96,196.69,407.51,384.32,
354.73,386.72,390.56,393.34,273.24,404.85,389.50,391.56,194.89,405.21,382.46,
355.16,384.51,388.19,390.67,271.37,403.21,387.20,388.62,193.14,402.71,379.98,
355.59,382.54,385.85,388.04,269.38,400.81,384.79,386.98,191.41,400.88,377.81,
356.02,381.66,385.47,386.60,268.51,400.14,383.99,386.32,190.48,400.56,376.87,
356.45,380.95,384.97,386.17,268.25,400.14,383.84,386.03,189.95,400.49,376.86,
356.88,380.94,384.96,385.95,267.75,399.70,383.27,386.30,189.45,400.05,377.07,
357.31,380.74,384.82,385.88,267.19,399.04,382.64,386.44,188.68,399.32,376.59,
357.74,380.90,384.34,385.54,266.71,398.89,382.59,386.24,188.24,399.25,376.12,
358.16,381.87,384.89,385.45,266.32,399.36,382.64,386.15,187.91,399.15,376.32,
358.59,381.76,385.05,385.89,265.75,399.48,382.67,385.89,187.62,399.34,376.22,
359.02,383.27,386.84,387.89,266.55,401.28,384.81,387.68,187.89,401.28,378.22,
359.45,385.68,389.04,389.81,268.24,403.75,387.50,390.58,188.42,403.82,380.42,
359.88,389.66,393.16,394.14,270.69,408.08,391.34,395.05,189.89,407.94,383.98,
360.31,394.50,398.21,399.33,273.73,413.40,396.53,399.89,191.75,413.33,389.04,
360.73,400.80,404.37,405.21,277.81,420.40,403.11,406.05,194.31,419.56,395.20,
361.16,408.31,411.53,412.37,282.32,428.69,410.20,413.91,197.40,427.50,402.50,
361.59,416.81,420.11,420.53,287.42,437.23,418.28,422.21,200.86,436.46,410.28,
362.02,424.55,428.35,428.70,292.96,446.43,426.45,429.54,204.40,445.16,418.01,
362.45,431.96,435.56,436.69,297.90,454.53,433.87,437.11,207.52,452.77,425.97,
362.88,439.48,443.10,444.51,302.90,462.28,441.40,445.01,210.68,460.65,433.04,
363.30,446.93,450.27,452.19,307.69,469.71,448.56,452.19,213.78,468.43,439.66,
363.73,454.65,457.74,459.97,312.66,478.20,456.23,459.54,217.06,476.62,447.19,
364.16,461.35,464.61,467.07,316.98,485.67,463.09,466.06,219.68,483.79,453.97,
364.59,467.47,470.97,474.04,321.20,492.74,469.95,473.02,222.19,491.06,460.53,
365.02,474.09,477.71,480.37,325.65,499.80,476.68,480.00,224.93,498.25,466.63,
365.44,480.04,483.40,486.31,329.52,505.94,482.43,486.16,227.33,504.75,472.50,
365.87,485.66,489.81,492.45,333.18,512.07,488.53,492.37,229.63,511.24,478.94,
366.30,490.88,494.99,497.43,336.64,517.39,493.77,497.36,231.73,516.78,483.72,
366.73,496.21,499.91,502.53,339.78,523.10,498.52,502.91,233.74,522.41,488.66,
367.16,501.27,505.01,507.04,342.44,527.84,502.83,507.27,235.53,527.68,492.94,
367.58,504.52,508.77,511.05,344.45,531.36,506.64,510.19,237.10,531.44,496.80,
368.01,506.13,510.75,513.53,345.55,533.81,508.76,512.42,237.80,533.65,499.14,
368.44,507.78,511.87,515.08,346.13,534.49,510.03,514.12,238.01,534.81,500.00,
368.87,508.03,511.83,515.62,346.09,533.81,509.81,514.82,237.61,535.26,500.11,
369.29,506.51,510.33,514.23,344.48,532.25,508.06,513.01,236.41,533.47,498.47,
369.72,504.01,507.76,511.42,342.29,530.32,506.13,510.12,234.54,530.81,496.11,
370.15,499.87,504.27,507.12,339.02,525.78,502.23,505.74,231.93,526.84,492.29,
370.58,495.90,501.12,503.24,336.45,522.47,498.92,502.26,229.74,523.77,488.57,
371.00,492.95,498.09,500.37,334.60,519.69,496.21,499.39,228.13,520.75,485.54,
371.43,490.34,495.55,497.91,332.70,517.44,494.00,497.25,226.49,518.25,484.07,
371.86,488.12,493.80,496.08,331.37,515.32,492.42,495.43,224.98,516.13,481.87,
372.29,488.27,492.81,495.81,330.58,515.11,491.60,494.76,224.27,515.68,480.73,
372.71,489.14,493.19,496.19,330.27,515.56,491.89,495.05,223.91,515.96,481.36,
373.14,489.00,493.44,496.42,329.68,515.88,491.90,494.41,223.58,516.21,481.65,
373.57,490.24,495.00,498.39,330.32,517.82,493.71,495.89,223.75,518.15,483.55,
374.00,492.88,496.99,500.05,331.84,520.17,496.35,498.52,224.27,520.65,485.00,
374.42,496.21,500.07,503.20,333.65,522.95,499.27,502.40,224.99,524.07,488.35,
374.85,499.67,504.64,507.28,335.89,527.39,503.76,506.48,226.16,528.91,492.70,
375.28,504.24,509.76,511.68,338.64,532.79,509.12,510.48,228.01,533.43,497.05,
375.70,509.23,514.58,516.10,341.42,538.05,514.34,515.62,229.71,538.93,501.73,
376.13,513.95,520.33,521.28,344.61,543.37,519.37,520.88,231.57,545.13,506.85,
376.56,518.47,524.69,526.20,347.84,549.21,524.13,525.40,233.71,550.01,511.23,
376.99,522.50,528.30,530.29,350.04,552.94,527.67,529.57,235.14,553.50,515.50,
377.41,524.85,530.08,532.69,351.26,554.95,529.05,531.74,235.69,556.30,517.80,
377.84,526.36,531.18,534.34,351.93,556.15,530.07,533.07,235.99,557.81,519.08,
378.27,526.54,531.20,533.96,351.41,556.58,529.62,532.69,235.76,557.29,518.90,
378.69,523.44,528.62,531.13,349.40,553.42,526.81,529.64,234.13,554.45,516.14,
379.12,518.15,524.24,526.67,346.12,548.63,521.98,524.95,231.52,549.88,511.66,
379.55,512.35,518.43,520.68,342.53,542.33,516.40,519.67,228.50,543.89,505.66,
379.97,504.58,510.46,513.25,337.54,534.21,508.84,512.47,224.72,535.76,498.16,
380.40,496.14,502.59,505.28,331.70,525.48,500.83,504.51,220.54,527.40,491.00,
380.83,488.31,494.40,496.68,326.26,517.01,492.88,496.07,216.63,518.84,482.37,
381.25,481.30,486.96,489.22,321.23,509.83,485.30,489.07,213.06,511.19,475.03,
381.68,475.65,480.89,482.98,316.64,503.63,479.17,483.13,209.85,505.50,468.77,
382.11,470.21,475.61,477.91,312.77,498.05,473.61,477.09,207.38,500.49,463.62,
382.53,467.09,471.19,474.42,310.35,494.66,470.17,473.54,205.28,496.49,460.27,
382.96,465.18,468.60,472.37,308.55,491.84,468.16,472.08,203.71,494.17,458.57,
383.39,464.42,467.73,471.69,307.62,490.64,467.44,471.12,202.93,493.73,457.51,
383.81,465.25,468.53,471.97,307.57,491.69,468.53,471.61,202.89,494.05,457.88,
384.24,466.56,469.74,473.00,307.98,493.19,470.10,472.37,202.85,495.25,458.91,
384.67,468.97,471.99,475.79,308.85,495.46,472.70,474.59,203.26,497.99,461.66,
385.09,473.36,476.78,479.92,311.56,500.44,477.54,479.36,204.81,502.82,466.03,
385.52,479.85,482.70,486.17,315.46,507.43,484.44,486.31,207.39,509.58,472.35,
385.95,486.92,490.10,494.04,319.69,515.04,491.97,493.62,210.06,516.90,480.02,
386.37,495.63,498.94,502.31,325.09,524.41,500.38,502.52,213.50,526.33,488.20,
386.80,505.42,508.44,511.88,330.95,534.83,509.54,511.95,217.11,536.41,497.31,
387.22,515.42,518.58,521.74,336.91,545.60,519.27,521.61,220.96,546.91,507.24,
387.65,524.11,527.41,530.99,342.50,555.13,528.30,530.09,224.63,556.71,515.99,
388.08,531.61,534.65,538.92,347.61,563.23,535.68,538.02,227.54,564.61,523.69,
388.50,537.90,541.01,545.56,351.95,569.81,541.90,544.94,229.88,570.57,530.23,
388.93,542.20,545.74,549.89,354.53,573.80,546.29,549.41,231.57,575.74,534.72,
389.36,544.58,548.96,552.71,356.27,576.92,549.03,552.16,232.37,578.59,537.00,
389.78,545.43,550.04,553.53,356.89,578.46,550.18,553.18,232.42,579.65,537.54,
390.21,544.51,549.84,552.93,356.00,577.89,549.56,553.07,231.63,579.36,537.01,
390.63,543.46,549.31,551.71,355.17,577.08,548.47,551.99,230.89,578.91,535.71,
391.06,542.18,548.13,550.47,354.74,576.63,547.28,551.04,230.36,577.69,534.31,
391.49,541.21,546.69,549.40,353.72,575.19,546.05,549.83,229.53,576.26,533.58,
391.91,540.13,545.43,548.36,352.80,573.98,544.71,548.50,228.63,575.56,532.40,
392.34,540.53,545.21,548.53,352.64,574.53,544.64,548.31,228.42,576.33,532.10,
392.76,540.96,544.73,548.71,352.28,574.81,544.73,548.21,228.11,576.33,532.26,
393.19,540.88,544.38,548.90,351.85,574.49,544.38,547.59,227.93,576.32,531.91,
393.61,539.60,543.19,548.25,351.01,573.61,543.48,546.71,227.18,575.44,530.95,
394.04,540.10,543.56,548.73,351.24,573.81,544.01,547.47,226.89,575.29,531.54,
394.47,542.13,545.84,550.74,351.90,575.77,546.06,549.78,227.17,577.33,533.66,
394.89,547.38,550.96,555.90,354.40,581.62,551.64,555.15,228.60,583.26,538.40,
395.32,557.14,560.53,565.57,360.04,592.53,561.73,565.05,231.92,593.28,546.75,
395.74,571.57,574.75,579.76,368.09,607.60,575.97,579.99,236.97,608.66,560.42,
396.17,590.23,593.74,597.72,379.24,627.13,594.43,598.71,244.04,628.74,578.69,
396.59,612.33,615.72,620.49,393.15,651.07,616.80,620.19,252.83,651.68,600.16,
397.02,636.29,639.47,645.06,408.30,676.65,641.10,644.98,262.42,676.73,624.73,
397.45,660.71,664.31,669.86,423.75,702.45,666.03,670.48,272.13,703.62,649.46,
397.87,685.81,689.20,695.11,439.28,729.21,690.78,695.66,281.98,730.16,673.68,
398.30,709.95,713.44,719.55,454.23,754.95,714.79,719.79,291.43,755.19,697.01,
398.72,732.76,737.08,742.52,468.52,779.22,737.80,743.08,300.18,779.14,719.89,
399.15,754.89,760.04,765.44,482.37,802.66,760.13,765.36,308.53,802.74,742.08,
399.57,776.93,782.94,787.81,496.41,826.23,783.02,787.98,317.11,826.40,763.61,
400.00,799.74,805.89,810.65,510.83,849.83,806.06,811.14,325.88,850.74,786.22,
400.42,820.00,826.86,831.57,523.70,871.83,827.28,832.40,333.75,872.91,807.11,
400.85,838.83,846.58,850.67,535.82,892.25,846.67,850.83,341.13,893.33,825.17,
401.27,855.85,863.42,867.96,546.63,910.85,863.67,867.96,347.74,911.52,842.23,
401.70,868.97,877.03,881.36,554.80,924.70,876.86,881.19,352.68,925.89,855.74,
402.12,878.01,886.05,890.67,560.65,934.35,885.88,889.47,356.64,935.89,864.85,
402.55,884.16,892.18,897.96,564.88,941.51,892.44,895.80,358.78,942.37,871.92,
402.97,887.48,895.47,901.04,567.24,944.84,895.99,899.47,359.69,946.58,875.83,
403.40,889.41,897.38,903.16,568.16,946.17,897.38,901.15,359.87,949.06,877.06,
403.82,891.27,899.04,904.78,568.91,948.24,898.86,902.31,360.16,950.54,878.19,
404.25,892.20,900.57,906.09,569.48,949.75,900.66,903.15,359.82,952.15,879.01,
404.67,892.89,901.78,906.36,569.35,950.64,901.78,903.94,359.51,953.24,879.87,
405.10,893.96,902.56,906.54,569.64,951.45,902.29,904.19,359.21,954.98,879.84,
405.52,894.36,903.49,907.14,570.40,952.58,903.76,905.86,359.36,956.32,880.58,
405.95,894.88,904.35,908.12,570.71,953.69,904.35,906.92,359.19,957.09,882.30,
406.37,895.04,904.56,909.37,570.67,954.58,904.65,907.52,358.72,957.63,882.56,
406.80,897.98,906.08,911.29,571.47,957.38,905.80,909.52,359.05,960.36,883.27,
407.22,901.66,908.98,914.61,572.90,961.15,908.98,913.20,359.82,964.15,886.18,
407.65,903.54,911.55,916.65,573.68,962.77,910.71,914.20,360.23,966.55,887.97,
408.07,905.58,913.84,919.34,575.12,966.30,912.89,916.87,360.63,969.24,891.07,
408.50,910.35,918.76,924.11,577.94,971.59,917.71,922.10,361.79,973.69,896.02,
408.92,915.27,923.25,928.73,580.22,975.72,922.00,926.61,363.07,978.80,899.99,
409.35,920.90,929.70,935.02,583.34,982.63,927.77,932.70,364.70,984.95,905.61,
409.77,927.69,936.76,941.92,587.29,990.56,935.39,939.29,366.48,992.32,912.00,
410.20,933.82,943.15,947.76,590.53,996.74,941.87,946.58,368.02,999.49,918.02,
410.62,940.17,949.96,953.92,593.90,1003.47,947.69,952.73,370.11,1006.93,923.96,
411.04,945.79,956.26,960.85,598.04,1010.11,953.37,959.36,372.19,1013.60,930.24,
411.47,949.81,960.77,965.79,601.03,1015.24,958.66,964.59,373.86,1018.35,935.74,
411.89,954.40,964.53,970.61,603.28,1020.35,963.12,968.59,374.98,1022.99,940.02,
412.32,959.62,968.31,975.06,605.77,1026.07,967.39,973.62,376.14,1028.53,944.08,
412.74,965.44,974.33,980.22,608.89,1032.20,972.68,978.98,377.89,1034.47,948.91,
413.17,968.78,978.70,984.12,610.85,1036.08,976.50,982.03,378.91,1038.80,953.86,
413.59,971.05,981.80,987.59,612.60,1039.43,979.58,984.75,379.16,1042.28,957.67,
414.02,975.39,986.16,991.81,615.35,1043.83,984.03,989.57,380.03,1046.71,961.75,
414.44,979.29,990.41,996.13,617.71,1047.07,988.36,994.08,381.28,1051.07,965.91,
