Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
5	01.07.2016	06:10:44	34,565	0,0480	1,658	42,157	0,0521	75,5	9,6	16,2	2,0	2	0	400
5	01.07.2016	06:15:44	34,440	0,0421	1,449	41,637	0,0467	74,6	8,4	16,2	1,4	2	0	400
5	01.07.2016	06:20:44	34,446	0,0455	1,568	41,925	0,0507	73,8	9,4	16,2	2,7	2	0	400
5	01.07.2016	06:25:44	35,657	0,0698	2,489	43,476	0,0742	77,1	13,6	16,3	9,5	2	0	400
5	01.07.2016	06:30:44	35,438	0,0807	2,860	43,880	0,0857	76,1	15,9	16,3	14,3	2	0	400
5	01.07.2016	06:35:44	36,064	0,0644	2,322	43,268	0,0715	75,1	13,2	16,4	10,0	2	0	400
5	01.07.2016	06:45:44	30,525	0,0180	0,550	36,275	0,0190	79,7	3,5	16,3	0,2	2	0	400
5	01.07.2016	06:55:44	32,044	0,0250	0,802	39,036	0,0279	73,6	4,9	16,2	0,5	2	0	400
5	01.07.2016	07:00:44	33,393	0,0319	1,065	40,373	0,0359	73,4	6,2	16,2	0,7	2	0	400
5	01.07.2016	07:05:44	34,658	0,0413	1,433	41,631	0,0458	75,1	8,1	16,2	1,1	2	0	400
5	01.07.2016	07:10:44	35,107	0,0424	1,490	41,790	0,0470	75,9	10,0	16,2	1,8	2	0	400
5	01.07.2016	07:15:44	35,435	0,0502	1,778	42,419	0,0556	75,3	10,7	16,2	2,3	2	0	400
5	01.07.2016	07:20:44	36,116	0,0720	2,600	43,601	0,0782	76,2	15,4	16,3	13,6	2	0	400
5	01.07.2016	07:25:44	32,844	0,0346	1,136	40,722	0,0371	75,2	7,1	16,4	1,1	2	0	400
5	01.07.2016	07:30:44	34,125	0,0356	1,214	40,968	0,0397	74,6	7,4	16,4	0,9	2	0	400
5	01.07.2016	07:35:44	35,223	0,0475	1,672	42,210	0,0537	73,8	10,0	16,3	2,7	2	0	400
5	01.07.2016	07:40:44	35,640	0,0584	2,081	42,950	0,0642	75,5	12,4	16,2	9,3	2	0	400
5	01.07.2016	07:45:44	34,012	0,0616	2,094	42,989	0,0664	73,4	11,2	16,2	4,8	2	0	400
5	01.07.2016	07:50:44	35,602	0,0665	2,367	43,373	0,0723	75,5	14,7	16,2	10,4	2	0	400
5	01.07.2016	07:55:44	37,814	0,1109	4,193	45,013	0,1211	77,0	25,0	16,2	23,1	2	0	400
5	01.07.2016	08:00:44	37,667	0,1473	5,549	45,716	0,1557	77,9	32,0	16,2	30,6	2	0	400
5	01.07.2016	08:05:44	37,972	0,1121	4,257	45,000	0,1226	77,1	24,2	16,3	23,6	2	0	400
5	01.07.2016	08:10:44	38,139	0,1191	4,543	45,194	0,1298	77,5	24,6	16,4	23,4	2	0	400
5	01.07.2016	08:15:44	38,113	0,1360	5,185	45,547	0,1457	78,1	28,9	16,3	27,4	2	0	400
5	01.07.2016	08:20:44	38,010	0,1506	5,726	45,775	0,1609	77,8	31,8	16,3	30,6	2	0	400
5	01.07.2016	08:25:44	38,945	0,1722	6,707	46,108	0,1847	78,8	37,9	16,3	36,1	2	0	400
5	01.07.2016	08:30:44	38,993	0,1687	6,577	46,106	0,1785	79,9	38,2	16,2	36,1	2	0	400
5	01.07.2016	08:35:44	40,232	0,2591	10,423	47,140	0,2778	79,6	55,7	16,2	53,1	2	0	400
5	01.07.2016	08:40:44	37,474	0,1238	4,638	45,147	0,1291	79,6	32,2	16,3	31,1	2	0	400
5	01.07.2016	08:45:44	37,705	0,1247	4,704	45,111	0,1344	77,6	25,4	16,2	23,6	2	0	400
5	01.07.2016	08:50:44	39,815	0,3009	11,980	47,366	0,3187	79,4	62,5	16,6	60,5	2	0	400
5	01.07.2016	08:55:44	39,725	0,2813	11,173	47,212	0,2976	79,5	59,6	16,7	56,7	2	0	400
5	01.07.2016	09:00:44	40,444	0,3282	13,276	47,548	0,3482	80,2	71,6	16,8	68,5	2	0	400
5	01.07.2016	09:05:44	40,473	0,4375	17,709	48,158	0,4566	80,5	96,3	17,1	92,5	2	0	400
5	01.07.2016	09:10:44	40,586	0,3958	16,065	47,901	0,4189	80,1	85,7	17,3	81,9	2	0	400
5	01.07.2016	09:15:44	39,105	0,2448	9,574	46,740	0,2597	78,9	50,6	17,3	48,1	2	0	400
5	01.07.2016	09:20:44	36,867	0,1056	3,894	44,569	0,1121	77,9	22,6	16,7	20,6	2	0	400
5	01.07.2016	09:25:44	36,064	0,0720	2,597	43,582	0,0777	76,6	15,8	16,2	11,3	2	0	400
5	01.07.2016	09:30:44	36,161	0,0913	3,300	44,384	0,0968	76,8	19,6	15,8	16,1	2	0	400
