Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
1	01.07.2016	06:10:00	7,488	0,0309	0,231	10,865	0,0465	45,8	6,8	15,8	1,6	2	0	500
1	01.07.2016	06:15:00	8,249	0,0390	0,322	12,141	0,0586	45,3	8,4	16,0	2,0	2	0	500
1	01.07.2016	06:20:00	8,407	0,0438	0,368	12,697	0,0641	45,2	9,5	16,0	2,7	2	0	500
1	01.07.2016	06:25:00	8,898	0,0449	0,399	13,006	0,0684	44,9	10,2	16,0	3,4	2	0	500
1	01.07.2016	06:30:00	9,630	0,0592	0,571	14,313	0,0869	45,9	13,3	16,1	8,8	2	0	500
1	01.07.2016	06:35:00	10,295	0,0757	0,779	15,365	0,1086	46,7	16,2	16,1	14,5	2	0	500
1	01.07.2016	06:45:00	7,126	0,0263	0,187	9,933	0,0400	47,1	5,8	16,0	1,1	2	0	500
1	01.07.2016	06:55:00	7,045	0,0247	0,174	9,779	0,0384	46,2	5,6	16,0	1,1	2	0	500
1	01.07.2016	07:00:00	7,437	0,0240	0,179	9,867	0,0385	47,1	5,6	16,0	1,1	2	0	500
1	01.07.2016	07:05:00	7,565	0,0281	0,213	10,527	0,0430	47,0	6,5	16,0	1,4	2	0	500
1	01.07.2016	07:10:00	8,246	0,0445	0,367	12,687	0,0632	45,8	9,8	15,8	2,3	2	0	500
1	01.07.2016	07:15:00	9,389	0,0585	0,549	14,248	0,0843	45,8	12,8	16,0	8,2	2	0	500
1	01.07.2016	07:20:00	9,938	0,0759	0,755	15,342	0,1048	46,9	16,1	16,1	14,7	2	0	500
1	01.07.2016	07:25:00	6,984	0,0354	0,248	11,062	0,0479	46,8	7,1	16,1	1,6	2	0	500
1	01.07.2016	07:30:00	7,498	0,0348	0,261	11,299	0,0492	47,0	7,4	16,0	1,6	2	0	500
1	01.07.2016	07:35:00	9,129	0,0477	0,436	13,328	0,0713	45,9	11,1	16,0	4,8	2	0	500
1	01.07.2016	07:40:00	8,921	0,0538	0,480	13,706	0,0758	46,2	12,0	15,8	8,2	2	0	500
1	01.07.2016	07:45:00	10,000	0,0683	0,683	14,992	0,0983	46,4	15,5	16,0	14,1	2	0	500
1	01.07.2016	07:50:00	10,337	0,0776	0,803	15,549	0,1111	46,5	17,1	16,0	15,4	2	0	500
1	01.07.2016	07:55:00	12,045	0,1099	1,324	16,940	0,1583	49,4	24,7	16,0	23,4	2	0	500
1	01.07.2016	08:00:00	12,848	0,1455	1,869	17,659	0,2042	51,8	31,7	16,0	30,6	2	0	500
1	01.07.2016	08:05:00	12,533	0,1456	1,825	17,611	0,2014	51,5	31,2	16,1	30,8	2	0	500
1	01.07.2016	08:10:00	9,672	0,0753	0,728	15,273	0,1029	46,4	16,1	16,1	15,4	2	0	500
1	01.07.2016	08:15:00	10,375	0,0925	0,960	16,088	0,1253	47,6	19,5	16,1	18,8	2	0	500
1	01.07.2016	08:20:00	13,162	0,1449	1,907	17,734	0,2072	51,9	32,1	16,1	31,1	2	0	500
1	01.07.2016	08:25:00	13,548	0,1966	2,664	18,265	0,2685	54,3	41,4	16,1	39,9	2	0	500
1	01.07.2016	08:30:00	13,185	0,1590	2,096	17,856	0,2247	52,2	34,6	16,1	33,6	2	0	500
1	01.07.2016	08:35:00	15,121	0,2742	4,146	18,959	0,3771	58,0	58,6	16,1	56,5	2	0	500
1	01.07.2016	08:40:00	12,395	0,1587	1,967	17,706	0,2137	52,0	32,5	16,4	31,7	2	0	500
1	01.07.2016	08:45:00	10,655	0,0823	0,877	15,726	0,1190	46,9	18,2	16,1	17,5	2	0	500
1	01.07.2016	08:50:00	14,980	0,3195	4,787	19,179	0,4226	59,1	66,3	16,2	64,9	2	0	500
1	01.07.2016	08:55:00	14,029	0,2810	3,943	18,893	0,3635	57,4	56,8	16,5	54,4	2	0	500
1	01.07.2016	09:00:00	14,807	0,3401	5,036	19,254	0,4419	59,2	69,2	16,6	66,4	2	0	500
1	01.07.2016	09:05:00	15,317	0,4523	6,927	19,654	0,5724	61,6	89,6	16,9	86,4	2	0	500
1	01.07.2016	09:10:00	14,839	0,4255	6,314	19,539	0,5318	60,8	82,6	17,5	79,1	2	0	500
1	01.07.2016	09:15:00	14,363	0,3011	4,325	18,970	0,3913	58,3	61,0	17,8	58,7	2	0	500
1	01.07.2016	09:20:00	10,780	0,1038	1,119	16,422	0,1424	47,8	22,0	17,5	20,4	2	0	500
1	01.07.2016	09:25:00	10,394	0,0762	0,792	15,507	0,1095	46,6	16,8	16,5	13,6	2	0	500
1	01.07.2016	09:30:00	10,886	0,0947	1,031	16,361	0,1309	48,1	20,6	15,6	17,5	2	0	500
1	01.07.2016	09:35:00	13,037	0,1418	1,849	17,803	0,2015	51,5	31,8	15,6	28,6	2	0	500
1	01.07.2016	09:40:00	14,190	0,2170	3,079	18,739	0,2948	55,7	46,9	15,6	42,9	2	0	500
1	01.07.2016	09:45:00	13,805	0,2309	3,187	18,822	0,3040	55,7	48,7	15,5	44,0	2	0	500
1	01.07.2016	09:50:00	14,736	0,2521	3,715	19,046	0,3418	57,1	54,9	15,6	50,3	2	0	500
