Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
4	01.02.2016	14:35:38	55,196	0,3534	19,506	63,961	0,3822	79,8	59,8	13,4	60,3	2	0	100
4	01.02.2016	14:40:38	54,378	0,3976	21,618	64,310	0,4230	79,5	66,6	13,2	68,0	2	0	100
4	01.02.2016	14:45:38	55,119	0,4813	26,531	64,836	0,5141	79,6	80,7	13,2	83,0	2	0	100
4	01.02.2016	14:50:38	56,991	0,5357	30,529	65,078	0,5911	79,4	93,8	13,4	95,5	2	0	100
4	01.02.2016	14:55:38	55,778	0,3530	19,691	63,973	0,3850	80,0	60,9	13,4	61,9	2	0	100
4	01.02.2016	15:00:38	54,882	0,4569	25,077	64,661	0,4862	79,8	77,0	13,2	77,8	2	0	100
4	01.02.2016	15:05:23	56,012	0,6727	37,679	65,634	0,7173	80,0	114,2	13,4	114,3	2	0	200
4	01.02.2016	15:10:38	54,464	0,4147	22,588	64,336	0,4422	79,4	70,0	13,4	70,5	2	0	100
4	01.02.2016	15:15:38	54,490	0,3274	17,839	63,677	0,3530	79,4	55,5	13,4	55,6	2	0	100
4	01.02.2016	15:20:38	54,416	0,2613	14,217	63,116	0,2838	79,4	44,9	13,1	44,0	2	0	100
4	01.02.2016	15:25:38	54,188	0,2616	14,178	63,198	0,2821	79,5	44,4	13,0	43,8	2	0	100
4	01.02.2016	15:30:38	54,557	0,2407	13,130	63,013	0,2629	79,3	41,2	12,9	41,3	2	0	100
4	01.02.2016	15:35:38	53,738	0,2064	11,094	62,567	0,2240	79,2	35,3	12,9	34,9	2	0	100
4	01.02.2016	15:40:38	54,830	0,3285	18,011	63,870	0,3539	79,7	55,8	12,9	56,5	2	0	100
4	01.02.2016	15:45:38	53,337	0,2605	13,896	63,172	0,2778	79,2	43,6	12,9	44,9	2	0	100
4	01.02.2016	15:50:38	53,446	0,1550	8,287	61,747	0,1699	79,0	26,6	12,9	27,0	2	0	100
4	01.02.2016	15:55:38	52,640	0,1309	6,890	61,290	0,1434	78,4	22,3	12,9	22,4	2	0	100
4	01.02.2016	16:00:38	52,737	0,1037	5,466	60,645	0,1173	76,8	18,1	12,9	18,4	2	0	100
4	01.02.2016	16:05:38	52,371	0,1267	6,636	61,194	0,1386	78,2	21,6	12,9	22,0	2	0	100
4	01.02.2016	16:10:38	52,300	0,1174	6,139	60,953	0,1295	77,8	20,1	12,9	21,1	2	0	100
4	01.02.2016	16:15:38	51,876	0,1067	5,536	60,676	0,1177	77,5	18,2	12,7	18,4	2	0	100
4	01.02.2016	16:20:38	51,449	0,0859	4,418	60,018	0,0957	76,9	14,8	12,6	15,0	2	0	100
4	01.02.2016	16:25:38	51,404	0,0833	4,281	59,934	0,0933	76,5	14,3	12,5	14,3	2	0	100
4	01.02.2016	16:30:38	52,014	0,0919	4,779	60,296	0,1038	76,3	15,9	12,3	16,6	2	0	100
4	01.02.2016	16:35:38	51,545	0,0913	4,704	60,227	0,1013	77,1	15,6	12,3	15,9	2	0	100
4	04.02.2016	10:00:38	55,126	0,1287	7,093	62,719	0,1449	78,0	22,8	4,9	22,0	2	0	100
4	04.02.2016	09:55:38	52,618	0,1065	5,602	62,091	0,1161	77,7	18,3	4,8	17,9	2	0	100
4	04.02.2016	10:00:38	52,274	0,0894	4,674	61,535	0,0983	77,3	15,3	4,9	14,7	2	0	150
4	04.02.2016	10:05:38	53,938	0,1184	6,385	62,481	0,1302	78,5	20,5	4,8	19,3	2	0	150
4	04.02.2016	10:10:38	55,399	0,1570	8,698	63,336	0,1735	79,2	27,7	4,8	26,1	2	0	150
4	04.02.2016	10:16:08	55,315	0,2100	11,616	64,083	0,2286	79,3	36,6	4,8	34,5	2	0	150
4	04.02.2016	10:31:08	54,426	0,1614	8,786	63,362	0,1756	79,0	28,0	4,7	26,3	2	0	100
4	04.02.2016	10:36:08	54,272	0,1700	9,227	63,534	0,1835	79,2	29,6	4,8	27,9	2	0	100
4	04.02.2016	10:41:08	52,249	0,1082	5,653	62,149	0,1161	78,3	18,4	4,6	17,2	2	0	100
4	04.02.2016	10:46:08	55,614	0,1597	8,882	63,425	0,1765	79,3	28,3	4,6	27,0	2	0	100
4	04.02.2016	10:51:08	54,952	0,2061	11,324	64,039	0,2218	79,7	35,5	4,7	33,6	2	0	100
4	04.02.2016	10:56:08	56,250	0,1679	9,446	63,568	0,1881	79,0	30,0	4,8	28,8	2	0	100
4	04.02.2016	11:01:08	55,681	0,1746	9,719	63,572	0,1928	79,3	31,0	4,9	29,7	2	0	100
4	04.02.2016	11:06:08	54,599	0,1319	7,200	62,821	0,1467	78,1	23,3	4,8	22,2	2	0	100
4	04.02.2016	11:11:08	54,230	0,1364	7,397	62,889	0,1494	78,7	24,0	4,8	22,2	2	0	100
4	04.02.2016	11:16:08	56,747	0,2652	15,049	64,780	0,2913	79,7	46,9	5,0	45,4	2	0	100
4	04.02.2016	11:21:08	54,904	0,1846	10,136	63,694	0,2000	79,6	32,3	5,1	30,4	2	0	100
4	04.02.2016	11:26:08	56,173	0,2580	14,490	64,672	0,2801	80,0	45,5	5,0	42,9	2	0	100
4	04.02.2016	11:31:08	55,322	0,2201	12,174	64,150	0,2397	79,2	38,7	5,2	37,9	2	0	100
4	04.02.2016	11:36:08	54,692	0,1742	9,526	63,479	0,1885	79,6	30,4	5,1	28,6	2	0	100
4	04.02.2016	11:41:08	55,877	0,1925	10,754	63,826	0,2123	79,4	34,5	5,1	31,7	2	0	100
4	04.02.2016	11:46:08	55,858	0,1458	8,147	63,081	0,1638	78,8	26,6	5,2	24,7	2	0	100
4	04.02.2016	11:51:08	55,874	0,2439	13,625	64,414	0,2656	79,6	42,6	5,4	40,6	2	0	100
4	04.02.2016	11:56:08	54,914	0,1641	9,013	63,295	0,1803	79,0	29,2	5,5	27,0	2	0	100
4	04.02.2016	12:01:08	53,225	0,1238	6,587	62,407	0,1349	78,3	21,5	5,6	20,2	2	0	100
4	04.02.2016	12:06:08	54,728	0,1694	9,271	63,337	0,1862	78,6	29,9	5,9	28,6	2	0	100
4	04.02.2016	12:11:08	55,119	0,1804	9,946	63,502	0,1975	79,3	31,9	6,0	29,5	2	0	100
