Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
4	01.08.2016	06:30:37	47,974	0,0393	1,883	56,675	0,0465	71,4	8,5	15,0	2,0	2	0	400
4	01.08.2016	06:35:37	50,312	0,0619	3,117	58,488	0,0744	71,6	13,4	14,9	10,9	2	0	400
4	01.08.2016	06:40:37	50,961	0,0881	4,488	59,615	0,1030	73,1	18,4	15,0	17,2	2	0	400
4	01.08.2016	06:45:37	52,188	0,0932	4,865	59,788	0,1107	73,5	20,7	15,3	20,4	2	0	400
4	01.08.2016	06:50:37	52,798	0,1075	5,673	60,228	0,1278	73,7	23,5	15,3	23,4	2	0	400
4	01.08.2016	06:55:37	52,650	0,1295	6,820	60,723	0,1507	74,5	28,4	15,5	28,1	2	0	400
4	01.08.2016	07:00:37	52,505	0,1351	7,091	60,768	0,1576	74,1	29,7	15,7	29,3	2	0	400
4	01.08.2016	07:05:37	52,592	0,1263	6,645	60,535	0,1492	73,5	29,4	15,9	29,0	2	0	400
4	01.08.2016	07:10:37	52,794	0,1083	5,718	60,103	0,1296	73,4	26,3	16,0	25,4	2	0	400
4	01.08.2016	07:15:37	51,465	0,0943	4,855	59,628	0,1129	72,1	21,7	16,1	20,6	2	0	400
4	01.08.2016	07:20:37	51,805	0,1105	5,726	60,111	0,1309	72,8	25,5	16,0	24,5	2	0	400
4	01.08.2016	07:25:37	52,859	0,1207	6,380	60,380	0,1433	73,7	28,8	16,2	27,9	2	0	400
4	01.08.2016	07:30:37	52,265	0,1274	6,661	60,499	0,1495	73,7	29,9	16,2	29,3	2	0	400
4	01.08.2016	07:35:37	53,356	0,1571	8,384	61,114	0,1844	74,4	35,9	16,2	34,9	2	0	400
4	01.08.2016	07:40:37	53,999	0,2220	11,989	62,114	0,2567	75,2	50,0	16,3	49,7	2	0	400
4	01.08.2016	07:45:37	54,699	0,2598	14,211	62,534	0,3007	75,6	61,8	16,6	62,4	2	0	400
4	01.08.2016	07:50:37	54,683	0,2294	12,543	62,070	0,2691	75,1	54,9	16,7	54,0	2	0	400
4	01.08.2016	07:55:37	53,199	0,1928	10,258	61,566	0,2244	74,3	44,9	16,8	43,8	2	0	400
4	01.08.2016	08:00:37	53,488	0,1850	9,894	61,488	0,2149	74,9	42,6	16,7	42,2	2	0	400
4	01.08.2016	08:05:37	54,522	0,2073	11,302	61,903	0,2443	74,7	49,8	16,8	50,1	2	0	400
4	01.08.2016	08:10:37	55,367	0,2764	15,301	62,661	0,3298	74,0	67,4	16,9	67,3	2	0	400
4	01.08.2016	08:15:37	54,862	0,2580	14,152	62,393	0,3034	74,8	63,4	17,2	63,0	2	0	400
4	01.08.2016	08:20:37	54,936	0,2251	12,365	61,945	0,2725	73,2	56,5	17,6	56,2	2	0	400
4	01.08.2016	08:25:37	55,055	0,2919	16,073	62,664	0,3407	75,3	73,8	17,6	71,9	2	0	400
4	01.08.2016	08:30:37	54,901	0,2673	14,674	62,399	0,3095	76,0	65,3	17,7	63,5	2	0	400
4	01.08.2016	08:35:37	54,349	0,2782	15,120	62,480	0,3228	75,0	63,2	17,7	61,5	2	0	400
4	01.08.2016	08:40:37	55,238	0,3623	20,015	63,220	0,4217	75,1	81,3	17,8	81,0	2	0	400
4	01.08.2016	08:45:34	55,639	0,4416	24,570	63,624	0,5108	75,6	102,4	18,3	102,3	2	0	800
4	01.08.2016	08:50:37	54,699	0,2989	16,351	62,541	0,3518	74,3	69,3	18,5	68,3	2	0	400
4	01.08.2016	08:55:37	54,814	0,3328	18,241	62,867	0,3827	75,8	74,8	18,2	76,6	2	0	400
4	01.08.2016	09:00:22	56,577	0,5728	32,410	64,306	0,6608	76,3	130,8	18,3	132,4	2	0	800
4	01.08.2016	09:05:22	56,173	0,5045	28,340	63,783	0,5855	75,9	112,7	19,1	115,2	2	0	800
4	01.08.2016	09:10:37	54,686	0,4678	25,584	63,532	0,5258	76,6	88,9	19,2	93,4	2	0	400
4	01.08.2016	09:15:15	58,481	1,8954	110,845	66,814	2,2089	75,1	419,1	21,0	404,5	2	0	2000
4	01.08.2016	09:20:15	55,514	0,9919	55,062	64,041	1,1386	75,5	211,2	25,5	224,9	2	0	1200
4	01.08.2016	09:25:17	55,855	1,7177	95,939	65,402	1,9611	74,8	349,2	25,8	408,2	2	0	1600
4	01.08.2016	09:30:18	55,078	1,0836	59,683	64,089	1,2308	75,7	222,2	26,5	221,8	2	0	1200
4	01.08.2016	09:35:22	55,145	0,5860	32,313	63,254	0,6735	75,8	111,8	23,8	114,1	2	0	800
4	01.08.2016	09:40:13	57,810	2,1473	124,139	66,099	2,5095	74,8	461,2	25,7	489,3	2	0	2000
4	01.08.2016	09:45:13	56,539	2,2349	126,360	65,427	2,5874	74,6	476,6	29,5	503,2	2	0	2000
4	01.08.2016	09:50:15	56,532	2,1861	123,586	65,325	2,5210	75,0	453,0	29,3	424,7	2	0	2000
4	01.08.2016	09:55:13	56,629	2,6222	148,490	65,664	3,0122	75,1	548,6	29,3	573,5	2	0	2400
4	01.08.2016	10:00:18	54,204	0,8734	47,340	62,790	0,9954	75,7	175,4	29,3	178,7	2	0	800
4	01.08.2016	10:05:13	56,796	2,6927	152,934	65,848	3,0913	75,1	562,4	28,9	594,1	2	1	2400
4	01.08.2016	10:10:12	55,957	2,9882	167,211	65,432	3,4327	74,4	638,3	31,0	660,8	2	1	2800
4	01.08.2016	10:15:12	54,917	3,1976	175,604	65,003	3,6253	74,5	666,9	33,5	682,5	2	1	2800
4	01.08.2016	10:20:37	51,215	0,2845	14,568	59,885	0,3283	74,1	61,4	29,1	56,5	2	0	400
4	01.08.2016	10:25:37	52,762	0,2264	11,947	60,565	0,2720	72,5	54,3	24,1	52,6	2	0	400
4	01.08.2016	10:30:37	55,225	0,4429	24,461	62,914	0,5095	76,3	96,2	22,3	96,8	2	0	400
