Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
4	02.05.2016	08:25:22	56,799	1,1887	67,518	66,995	1,2790	78,8	187,2	13,4	210,7	2	0	800
4	02.05.2016	08:30:17	57,149	1,6394	93,690	67,676	1,7594	78,7	258,4	13,6	300,5	2	0	1200
4	02.05.2016	08:35:17	59,747	1,7481	104,442	67,760	2,2166	69,5	274,7	14,9	315,0	2	0	1200
4	02.05.2016	08:40:17	57,319	1,7666	101,260	67,524	1,9164	78,3	282,8	15,1	321,8	2	0	1200
4	02.05.2016	08:45:17	56,959	1,8431	104,984	67,482	1,9873	78,3	294,1	15,8	329,7	2	0	1200
4	02.05.2016	08:50:15	57,598	1,8716	107,801	67,464	2,0412	78,3	303,4	16,2	337,4	2	0	1600
4	02.05.2016	08:55:15	57,129	2,0365	116,342	67,492	2,2014	78,3	328,3	16,5	361,9	2	0	1600
4	02.05.2016	09:00:15	56,189	2,3690	133,111	67,700	2,5125	78,3	375,4	17,1	412,0	2	0	1600
4	02.05.2016	09:05:15	57,139	2,3594	134,816	67,568	2,5577	78,0	382,9	17,6	415,9	2	0	1600
4	02.05.2016	09:10:13	56,153	2,5516	143,283	67,552	2,7190	78,0	407,6	18,3	442,4	2	0	2000
4	02.05.2016	09:15:13	56,095	2,5845	144,980	67,528	2,7523	78,0	413,6	18,7	445,8	2	0	2000
4	02.05.2016	09:20:13	55,787	2,6536	148,036	67,401	2,8104	78,2	423,0	19,1	453,3	2	0	2000
4	02.05.2016	09:25:13	55,546	2,6796	148,841	67,327	2,8333	78,0	427,1	19,6	459,4	2	0	2000
4	02.05.2016	09:30:13	56,921	2,7051	153,976	67,271	2,9444	77,7	445,3	20,1	471,7	2	0	2000
4	02.05.2016	09:35:13	55,720	2,8552	159,093	67,213	3,0478	77,7	461,8	20,5	488,0	2	0	2000
4	02.05.2016	09:40:13	55,627	3,1077	172,870	67,710	3,2832	77,8	497,5	18,5	527,2	2	0	2000
4	02.05.2016	09:45:13	55,588	3,2034	178,069	67,570	3,3830	77,9	513,9	19,3	544,2	2	0	2400
4	02.05.2016	09:50:13	55,569	3,2811	182,328	67,445	3,4723	77,9	529,5	20,4	556,5	2	0	2400
4	02.05.2016	09:55:12	55,662	3,1318	174,325	67,255	3,3417	77,6	510,5	20,5	535,6	2	0	2400
4	02.05.2016	10:00:13	55,421	3,2744	181,470	67,370	3,4627	77,8	531,3	21,0	555,1	2	0	2400
4	02.05.2016	10:05:12	54,981	3,6019	198,034	67,228	3,8146	77,2	585,3	22,5	613,4	2	1	2400
