
01.02.2016	14:35:50
V	I	G
[V]	[A]	[W/m²]
2,1804	0,3668	62,0107
4,1970	0,3663	61,6917
6,2232	0,3669	62,0817
8,2944	0,3662	61,5498
10,2789	0,3659	62,0107
12,2345	0,3654	61,7271
14,2671	0,3649	62,4717
16,2869	0,3660	62,0107
18,2618	0,3659	62,3298
20,2752	0,3660	61,7626
22,2275	0,3652	62,0462
24,2441	0,3652	61,6207
26,1772	0,3648	61,9753
28,1842	0,3649	61,5498
30,2426	0,3648	62,0462
32,1628	0,3637	61,6917
34,0413	0,3615	62,0462
36,0644	0,3567	61,9398
38,0199	0,3517	62,3298
39,9274	0,3421	61,9398
41,7352	0,3268	62,2589
43,3922	0,2997	61,7271
44,7441	0,2571	62,0462
46,0574	0,2025	62,0107
46,9598	0,1438	62,1880
47,4479	0,0942	61,6562
47,7658	0,0570	62,1880
48,1190	0,0343	61,9398
48,2217	0,0212	62,1526
48,2346	0,0137	61,6917
48,1672	0,0090	62,0107
48,2185	0,0053	61,9044
48,2828	0,0040	62,4008
48,3149	0,0025	62,0107
48,3470	0,0029	62,4362

01.02.2016	14:40:50
V	I	G
[V]	[A]	[W/m²]
2,2189	0,3939	66,2299
4,5791	0,3947	67,0454
6,6984	0,3944	66,0881
8,9527	0,3945	67,0099
11,0303	0,3940	66,2653
13,2235	0,3945	66,6199
15,4809	0,3944	66,5135
17,5200	0,3934	66,7263
19,6939	0,3930	66,4781
21,8101	0,3922	66,7617
24,0611	0,3936	66,3008
26,0905	0,3928	66,8681
28,2934	0,3938	66,2299
30,4160	0,3926	66,9744
32,4936	0,3901	66,0526
34,6932	0,3885	66,9035
36,6777	0,3836	66,1944
38,8227	0,3780	66,7972
40,7623	0,3632	66,4426
42,6311	0,3403	66,6199
44,4358	0,2997	66,3717
45,7556	0,2409	66,8681
46,8731	0,1739	66,2299
47,5859	0,1111	67,0454
47,9905	0,0676	66,1590
48,2250	0,0388	67,0454
48,3117	0,0232	66,1590
48,4754	0,0134	67,0099
48,4208	0,0085	66,3717
48,4401	0,0054	66,6554
48,5814	0,0052	66,4426
48,4626	0,0029	66,9035
48,4690	0,0026	66,0881

01.02.2016	14:45:50
V	I	G
[V]	[A]	[W/m²]
2,9671	0,4880	81,8301
5,5585	0,4871	82,2201
8,1820	0,4881	81,6883
11,0014	0,4880	82,4683
13,6088	0,4872	81,6883
16,3800	0,4875	82,3974
18,8558	0,4857	81,8655
21,6592	0,4857	82,1492
24,4047	0,4861	81,9010
26,8933	0,4854	82,1846
29,5843	0,4865	81,7592
32,2399	0,4839	82,4328
34,8024	0,4806	81,6174
37,4002	0,4754	82,1137
40,0365	0,4624	81,9364
42,3871	0,4340	82,3974
44,5482	0,3804	81,6174
46,3336	0,2941	82,1846
47,6309	0,1911	81,9010
48,2314	0,1070	82,1846
48,6938	0,0552	81,6528
48,7612	0,0285	82,3619
48,9378	0,0163	81,5464
48,9443	0,0096	82,3619
49,0021	0,0077	81,7592
48,9282	0,0053	82,4683
48,9796	0,0044	81,5819
49,0663	0,0037	82,2555

01.02.2016	14:50:50
V	I	G
[V]	[A]	[W/m²]
3,0442	0,5468	92,1120
6,3227	0,5459	91,7220
9,2866	0,5457	91,8638
12,3212	0,5450	91,5802
15,2915	0,5457	91,8638
18,2393	0,5450	91,8284
21,3027	0,5451	92,1475
24,1671	0,5443	92,0057
27,1695	0,5430	92,1120
30,0756	0,5427	91,5802
33,1069	0,5411	91,8638
36,0098	0,5367	91,8993
38,7553	0,5267	92,0766
41,6325	0,5021	91,8638
44,1372	0,4465	91,7929
46,2951	0,3468	91,5802
47,8043	0,2194	92,0411
48,3919	0,1153	91,7575
48,8768	0,0559	91,7575
49,1273	0,0280	91,7929
49,1305	0,0148	92,0766
49,1466	0,0092	91,8284
49,0245	0,0063	91,6511
49,1979	0,0055	91,5802
49,2140	0,0036	92,1120
49,2236	0,0033	91,5447

01.02.2016	14:55:50
V	I	G
[V]	[A]	[W/m²]
2,1001	0,3615	61,5498
4,2066	0,3622	61,1598
6,1301	0,3611	61,7626
8,1402	0,3621	60,8762
10,1986	0,3621	61,8689
12,0996	0,3611	60,9826
14,1772	0,3614	61,7271
16,0718	0,3611	60,8407
18,1109	0,3603	61,7980
20,0343	0,3605	60,8407
21,9353	0,3606	61,7626
24,0450	0,3615	61,0889
25,9396	0,3603	61,7980
27,8727	0,3600	60,8407
29,8668	0,3596	61,8689
31,8770	0,3588	61,0889
33,7459	0,3570	61,4435
35,6405	0,3535	61,1598
37,5897	0,3503	61,6562
39,3815	0,3410	60,9826
41,2696	0,3273	61,7626
42,9073	0,3040	60,9826
44,3812	0,2657	61,5144
45,6817	0,2148	61,0889
46,7221	0,1586	61,7626
47,3804	0,1066	61,0889
47,6951	0,0654	61,7271
48,0162	0,0399	60,9116
48,1479	0,0236	61,7980
48,1800	0,0148	60,9116
48,2410	0,0088	61,8689
48,2892	0,0071	60,8762
48,2250	0,0045	61,7271
48,3277	0,0033	61,1953
48,3181	0,0029	61,6207

01.02.2016	15:00:50
V	I	G
[V]	[A]	[W/m²]
2,4148	0,4503	75,8736
5,2406	0,4507	75,6964
7,3888	0,4503	75,4836
10,0669	0,4499	75,6255
12,3757	0,4496	75,8027
15,1502	0,4498	75,8027
17,3434	0,4494	75,6255
19,9573	0,4488	75,4482
22,2886	0,4486	75,4836
24,9506	0,4488	75,6609
27,3044	0,4487	75,8736
29,8508	0,4483	75,8027
32,1211	0,4467	75,8027
34,6707	0,4443	75,7318
36,9185	0,4391	75,6609
39,3943	0,4299	75,5900
41,5361	0,4095	75,7318
