Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
2	03.10.2016	14:10:07	28,383	0,0743	2,110	39,527	0,1055	50,6	56,6	28,9	60,3	2	0	100
2	03.10.2016	14:20:03	36,777	1,1086	40,772	50,151	1,5020	54,1	830,0	28,5	852,8	2	0	900
2	03.10.2016	14:25:03	35,319	1,1259	39,767	48,811	1,5109	53,9	835,1	33,1	856,5	2	0	900
2	03.10.2016	14:30:03	34,751	1,1159	38,778	48,359	1,4820	54,1	818,0	33,7	839,5	2	0	900
2	03.10.2016	14:35:03	35,043	1,0891	38,167	48,066	1,4622	54,3	807,2	32,4	828,3	2	0	900
2	03.10.2016	14:40:03	35,075	1,0880	38,163	47,922	1,4652	54,4	807,7	33,4	827,2	2	0	900
2	03.10.2016	14:45:03	34,035	1,1279	38,388	47,641	1,4796	54,5	816,4	34,6	835,8	2	0	900
2	03.10.2016	14:50:03	34,780	1,1660	40,555	47,865	1,5570	54,4	861,4	33,0	877,8	2	0	900
2	03.10.2016	14:55:03	35,608	1,1400	40,595	47,675	1,5650	54,4	863,8	36,1	884,8	2	0	900
2	03.10.2016	15:00:03	34,931	1,1117	38,833	47,655	1,4928	54,6	822,1	37,4	841,5	2	0	900
2	03.10.2016	15:05:03	34,757	1,0651	37,020	47,527	1,4241	54,7	784,9	37,6	802,5	2	0	800
2	03.10.2016	15:10:03	34,902	1,0431	36,407	47,770	1,3927	54,7	766,9	36,5	785,9	2	0	800
2	03.10.2016	15:15:03	35,323	1,0261	36,244	48,044	1,3799	54,7	759,3	35,8	776,9	2	0	800
2	03.10.2016	15:20:03	34,908	1,0226	35,699	48,102	1,3604	54,6	752,3	35,8	770,3	2	0	800
2	03.10.2016	15:25:06	29,366	0,1051	3,087	39,849	0,1495	51,8	78,3	35,4	80,5	2	0	100
2	03.10.2016	15:30:03	36,289	0,9774	35,468	48,894	1,3249	54,8	732,9	32,9	750,1	2	0	800
2	03.10.2016	15:35:03	35,531	0,9862	35,042	48,353	1,3271	54,6	733,9	34,7	751,5	2	0	800
2	03.10.2016	15:40:05	32,025	0,2291	7,338	43,370	0,3125	54,1	167,4	34,5	167,3	2	0	200
2	03.10.2016	15:45:05	31,900	0,1409	4,496	43,094	0,1964	53,1	105,1	29,6	108,2	2	0	200
2	03.10.2016	15:50:06	32,189	0,1181	3,802	43,363	0,1676	52,3	88,2	25,2	92,3	2	0	100
2	03.10.2016	15:55:03	36,642	0,6939	25,426	49,999	0,9197	55,3	508,9	24,5	553,1	2	0	600
2	03.10.2016	16:00:03	36,880	0,8708	32,115	49,667	1,1841	54,6	658,4	27,7	675,5	2	0	700
2	03.10.2016	16:05:04	31,957	0,2266	7,240	44,381	0,3044	53,6	162,1	29,9	181,9	2	0	200
