Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
2	01.02.2016	14:35:12	29,286	0,0824	2,414	41,556	0,1188	48,9	58,3	13,0	59,0	2	0	100
2	01.02.2016	14:40:13	28,801	0,0981	2,826	42,084	0,1379	48,7	67,5	12,9	68,9	2	0	100
2	01.02.2016	14:45:13	32,272	0,1116	3,602	44,028	0,1642	49,8	80,9	12,9	83,7	2	0	100
2	01.02.2016	14:50:12	31,511	0,1364	4,298	44,981	0,1897	50,4	93,9	13,0	95,7	2	0	100
2	01.02.2016	14:55:13	29,934	0,0855	2,559	41,659	0,1269	48,4	62,6	12,9	64,6	2	0	100
2	01.02.2016	15:00:13	31,463	0,1078	3,392	43,755	0,1545	50,2	76,4	12,9	76,6	2	0	100
2	01.02.2016	15:05:07	31,903	0,1642	5,240	46,395	0,2182	51,8	108,6	13,0	108,6	2	0	200
2	01.02.2016	15:10:13	30,124	0,1008	3,037	42,882	0,1448	48,9	71,5	12,9	71,7	2	0	100
2	01.02.2016	15:15:12	27,102	0,0840	2,277	41,137	0,1144	48,4	56,8	12,9	56,7	2	0	100
2	01.02.2016	15:20:12	26,707	0,0665	1,776	39,460	0,0920	48,9	45,8	12,7	44,9	2	0	100
2	01.02.2016	15:25:13	27,825	0,0644	1,792	39,888	0,0922	48,7	45,6	12,7	44,9	2	0	100
2	01.02.2016	15:30:12	29,154	0,0558	1,627	39,567	0,0844	48,7	41,8	12,6	41,7	2	0	100
2	01.02.2016	15:35:13	25,374	0,0507	1,285	37,834	0,0694	49,0	34,5	12,5	34,0	2	0	100
2	01.02.2016	15:40:12	30,721	0,0780	2,397	42,569	0,1107	50,9	54,9	12,6	55,6	2	0	100
2	01.02.2016	15:45:13	27,475	0,0629	1,729	40,058	0,0879	49,1	43,3	12,6	44,9	2	0	100
2	01.02.2016	15:50:13	23,184	0,0408	0,947	35,760	0,0545	48,6	26,8	12,6	27,2	2	0	100
2	01.02.2016	15:55:13	23,441	0,0319	0,748	34,042	0,0444	49,5	21,8	12,5	21,8	2	0	100
2	01.02.2016	16:00:13	25,484	0,0249	0,635	33,050	0,0383	50,1	18,7	12,5	19,0	2	0	100
2	01.02.2016	16:05:12	24,899	0,0313	0,779	35,098	0,0434	51,1	21,4	12,5	21,8	2	0	100
2	01.02.2016	16:10:13	25,811	0,0302	0,779	35,378	0,0432	51,0	21,2	12,5	22,4	2	0	100
2	01.02.2016	16:15:13	24,071	0,0266	0,641	33,878	0,0362	52,2	17,9	12,5	18,1	2	0	100
2	01.02.2016	16:20:13	23,390	0,0211	0,493	31,735	0,0300	51,8	14,5	12,3	14,7	2	0	100
2	01.02.2016	16:25:13	24,048	0,0216	0,519	32,341	0,0299	53,8	14,6	12,4	15,0	2	0	100
2	01.02.2016	16:30:13	27,160	0,0224	0,610	34,246	0,0337	52,8	16,5	12,2	17,0	2	0	100
2	01.02.2016	16:35:13	25,570	0,0227	0,580	33,870	0,0323	53,0	15,8	12,2	16,3	2	0	100
2	04.02.2016	10:00:13	26,123	0,0356	0,929	37,220	0,0470	53,2	23,0	4,4	22,2	2	0	100
2	04.02.2016	09:55:13	24,456	0,0271	0,663	33,192	0,0386	51,8	18,4	4,4	17,9	2	0	100
2	04.02.2016	10:00:13	23,425	0,0218	0,511	30,525	0,0313	53,6	14,9	4,4	14,5	2	0	150
2	04.02.2016	10:05:12	24,440	0,0308	0,752	33,895	0,0424	52,4	20,5	4,4	19,3	2	0	150
2	04.02.2016	10:10:13	26,476	0,0391	1,036	36,605	0,0547	51,7	26,7	4,5	25,2	2	0	150
2	04.02.2016	10:15:22	27,853	0,0520	1,449	38,965	0,0721	51,5	35,4	4,4	33,3	2	0	150
2	04.02.2016	10:30:23	26,248	0,0406	1,066	35,723	0,0574	52,0	27,5	4,3	25,9	2	0	100
2	04.02.2016	10:35:23	26,010	0,0438	1,139	36,294	0,0603	52,0	29,6	4,3	27,9	2	0	100
2	04.02.2016	10:40:22	21,871	0,0303	0,663	31,657	0,0401	52,2	19,3	4,2	18,4	2	0	100
2	04.02.2016	10:45:23	25,291	0,0393	0,993	35,520	0,0545	51,3	26,1	4,2	25,2	2	0	100
2	04.02.2016	10:50:23	26,370	0,0594	1,566	39,295	0,0779	51,1	37,7	4,3	36,1	2	0	100
2	04.02.2016	10:55:23	26,126	0,0466	1,218	36,999	0,0632	52,1	30,4	4,3	28,8	2	0	100
2	04.02.2016	11:00:22	26,530	0,0494	1,311	37,652	0,0679	51,3	32,8	4,4	31,5	2	0	100
2	04.02.2016	11:05:22	23,563	0,0393	0,925	35,111	0,0517	51,0	24,5	4,4	23,4	2	0	100
2	04.02.2016	11:10:22	25,891	0,0313	0,810	34,401	0,0464	50,7	21,9	4,4	20,6	2	0	100
2	04.02.2016	11:15:22	30,223	0,0704	2,128	42,543	0,0966	51,8	47,1	4,6	44,9	2	0	100
2	04.02.2016	11:20:23	27,686	0,0487	1,348	38,338	0,0698	50,4	33,4	4,6	32,4	2	0	100
2	04.02.2016	11:25:23	28,370	0,0601	1,705	40,529	0,0820	51,3	39,7	4,4	37,9	2	0	100
2	04.02.2016	11:30:22	29,302	0,0758	2,221	42,494	0,1015	51,5	49,5	4,7	47,4	2	0	100
2	04.02.2016	11:35:23	26,058	0,0401	1,045	36,721	0,0559	51,0	26,7	4,7	25,2	2	0	100
2	04.02.2016	11:40:23	28,390	0,0551	1,564	40,266	0,0763	50,9	36,5	4,7	34,7	2	0	100
2	04.02.2016	11:45:23	27,975	0,0400	1,119	37,890	0,0574	51,4	27,4	4,8	25,4	2	0	100
2	04.02.2016	11:50:23	31,537	0,0649	2,046	42,913	0,0898	53,1	43,7	4,9	40,8	2	0	100
2	04.02.2016	11:55:22	28,627	0,0448	1,282	38,978	0,0635	51,8	30,3	5,1	27,9	2	0	100
2	04.02.2016	12:00:22	26,977	0,0354	0,956	37,224	0,0500	51,4	23,5	5,2	21,8	2	0	100
2	04.02.2016	12:05:23	30,930	0,0478	1,480	40,922	0,0697	51,8	33,1	5,3	31,1	2	0	100
2	04.02.2016	12:10:22	28,409	0,0375	1,066	38,427	0,0533	52,1	25,6	5,6	24,0	2	0	100
2	04.02.2016	12:15:22	33,823	0,1160	3,925	47,151	0,1532	54,3	75,2	5,8	74,4	2	0	100
2	04.02.2016	12:20:22	30,185	0,0849	2,562	44,360	0,1088	53,1	53,5	6,1	51,7	2	0	100
2	04.02.2016	12:25:22	33,614	0,1160	3,901	46,519	0,1560	53,7	77,1	6,5	76,0	2	0	100
2	04.02.2016	12:30:23	30,872	0,0908	2,802	44,236	0,1208	52,4	59,3	7,0	56,9	2	0	100
2	04.02.2016	12:35:22	30,647	0,0696	2,132	42,593	0,0954	52,5	46,4	7,1	44,0	2	0	100
2	04.02.2016	12:40:22	29,472	0,0644	1,898	41,645	0,0873	52,2	42,7	7,4	40,4	2	0	100
2	04.02.2016	12:45:23	27,064	0,0401	1,086	37,717	0,0556	51,8	26,8	7,3	24,9	2	0	100
2	04.02.2016	12:50:22	29,054	0,0546	1,586	40,647	0,0745	52,4	36,0	7,3	34,7	2	0	100
2	04.02.2016	12:55:23	30,699	0,0520	1,597	41,019	0,0721	54,0	35,3	7,4	33,1	2	0	100
2	04.02.2016	13:00:23	28,364	0,0446	1,266	39,371	0,0606	53,0	29,3	7,4	27,7	2	0	100
2	04.02.2016	13:05:22	28,525	0,0503	1,435	40,378	0,0669	53,1	32,2	7,4	30,6	2	0	100
2	04.02.2016	13:10:23	30,442	0,0410	1,247	39,588	0,0592	53,2	28,7	7,3	27,0	2	0	100
2	04.02.2016	13:15:23	32,760	0,0752	2,463	44,132	0,1008	55,4	49,4	7,4	46,7	2	0	100
2	04.02.2016	13:20:22	31,993	0,0801	2,563	44,449	0,1057	54,5	51,4	7,4	49,4	2	0	100
2	04.02.2016	13:25:22	31,826	0,0648	2,061	43,003	0,0892	53,8	43,1	7,3	41,3	2	0	100
2	04.02.2016	13:30:22	34,324	0,0989	3,393	46,052	0,1344	54,8	65,4	7,6	63,9	2	0	100
2	04.02.2016	13:35:23	36,055	0,1667	6,010	48,938	0,2196	55,9	108,2	7,8	106,3	2	0	200
2	08.02.2016	10:20:23	0,000	0,0000	0,000	NaN	NaN	NaN	NaN	10,8	88,7	2	0	100
2	08.02.2016	14:06:22	26,771	0,0965	2,584	40,432	0,1379	46,3	69,1	9,7	66,2	2	0	100
2	08.02.2016	14:12:22	0,000	0,0000	0,000	NaN	NaN	NaN	NaN	9,9	72,3	2	0	100
2	09.02.2016	09:05:22	29,103	0,0325	0,946	38,861	0,0431	56,4	22,6	6,5	22,2	2	0	100
2	09.02.2016	09:10:22	29,453	0,0326	0,961	39,141	0,0453	54,1	23,6	6,5	22,9	2	0	100
2	09.02.2016	09:15:23	31,084	0,0429	1,335	41,140	0,0589	55,1	31,1	6,5	29,3	2	0	100
2	09.02.2016	09:20:23	30,994	0,0564	1,749	42,535	0,0746	55,1	39,3	6,5	38,1	2	0	100
2	09.02.2016	09:25:22	32,359	0,0697	2,255	44,007	0,0929	55,1	48,6	6,5	48,1	2	0	100
2	09.02.2016	09:30:23	31,835	0,0758	2,413	44,221	0,0996	54,8	51,7	6,6	51,5	2	0	100
2	09.02.2016	09:35:22	29,003	0,0418	1,213	39,685	0,0565	54,1	29,3	6,7	28,1	2	0	100
2	09.02.2016	09:40:23	30,355	0,0475	1,441	40,981	0,0640	54,9	32,9	6,7	32,2	2	0	100
2	09.02.2016	09:45:22	33,287	0,0772	2,568	44,493	0,1040	55,5	53,5	6,7	51,7	2	0	100
2	09.02.2016	09:50:22	33,540	0,0824	2,765	44,756	0,1116	55,3	57,2	6,7	56,2	2	0	100
2	09.02.2016	10:10:23	32,625	0,0726	2,369	43,724	0,0996	54,4	50,7	6,7	48,3	2	0	100
2	09.02.2016	10:15:03	0,000	0,0000	0,000	NaN	NaN	NaN	NaN	6,7	53,7	2	0	100
2	11.02.2016	10:40:12	29,973	0,1706	5,114	43,903	0,2496	46,7	126,3	10,4	129,3	2	0	200
2	11.02.2016	10:45:12	29,369	0,2017	5,923	44,190	0,2915	46,0	148,2	11,3	151,7	2	0	200
2	11.02.2016	10:50:23	23,894	0,0819	1,958	35,454	0,1256	44,0	62,7	10,0	63,5	2	0	100
2	11.02.2016	10:55:23	23,881	0,1142	2,727	39,055	0,1575	44,3	77,8	9,0	81,6	2	0	100
2	11.02.2016	11:00:22	26,775	0,1347	3,606	41,553	0,1908	45,5	94,8	8,3	99,1	2	0	100
2	11.02.2016	11:05:12	38,794	0,8047	31,216	54,078	1,0782	53,5	566,9	8,1	588,9	2	0	600
2	11.02.2016	11:10:22	27,709	0,1430	3,963	41,808	0,2107	45,0	103,9	8,6	108,6	2	0	200
2	11.02.2016	11:15:12	27,828	0,1557	4,332	41,117	0,2340	45,0	115,5	12,1	120,9	2	0	200
2	11.02.2016	11:20:05	37,336	0,9057	33,817	52,254	1,2105	53,5	631,6	14,9	650,1	2	0	700
2	11.02.2016	11:25:06	36,421	0,8586	31,273	51,367	1,1486	53,0	595,8	17,1	607,7	2	0	600
