Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
5	01.09.2016	07:05:44	31,161	0,0184	0,573	36,818	0,0194	80,1	6,7	17,0	1,1	2	0	400
5	01.09.2016	07:10:44	31,013	0,0280	0,867	39,472	0,0294	74,8	11,3	17,0	5,2	2	0	400
5	01.09.2016	07:15:44	33,258	0,0433	1,440	41,673	0,0464	74,5	21,5	17,0	19,3	2	0	400
5	01.09.2016	07:20:44	34,976	0,0520	1,819	42,510	0,0572	74,8	22,7	17,1	20,9	2	0	400
5	01.09.2016	07:25:44	34,600	0,0516	1,787	42,394	0,0543	77,7	20,7	17,5	19,5	2	0	400
5	01.09.2016	07:30:44	34,857	0,0491	1,710	42,170	0,0527	76,9	19,9	17,6	19,5	2	0	400
5	01.09.2016	07:35:44	34,173	0,0542	1,853	42,447	0,0573	76,2	21,9	17,7	20,6	2	0	400
5	01.09.2016	07:40:44	37,330	0,0902	3,366	44,205	0,0996	76,4	38,2	18,1	36,5	2	0	400
5	01.09.2016	07:45:44	37,509	0,0868	3,258	44,067	0,0962	76,8	35,2	18,2	34,2	2	0	400
5	01.09.2016	07:50:44	37,599	0,1037	3,897	44,532	0,1160	75,4	40,3	18,5	39,9	2	0	400
5	01.09.2016	07:55:44	35,981	0,0897	3,226	43,997	0,0990	74,0	35,9	18,6	35,6	2	0	400
5	01.09.2016	08:00:44	36,909	0,0962	3,549	44,221	0,1075	74,7	39,7	18,7	39,5	2	0	400
5	01.09.2016	08:05:44	37,792	0,1354	5,118	45,110	0,1488	76,3	54,3	19,0	54,0	2	0	400
5	01.09.2016	08:10:44	39,060	0,1822	7,115	45,864	0,2026	76,6	68,1	19,5	68,7	2	0	400
5	01.09.2016	08:15:39	39,963	0,2652	10,598	46,728	0,2945	77,0	104,8	19,8	103,9	2	0	800
5	01.09.2016	08:20:27	40,223	0,3906	15,709	47,510	0,4179	79,1	142,7	20,5	144,0	2	0	800
5	01.09.2016	08:25:44	39,314	0,2577	10,132	46,371	0,2756	79,3	89,8	21,4	91,2	2	0	400
5	01.09.2016	08:30:44	38,505	0,1933	7,444	45,720	0,2095	77,7	74,0	21,0	73,9	2	0	400
5	01.09.2016	08:35:44	37,818	0,1666	6,300	45,325	0,1778	78,2	58,8	20,9	59,2	2	0	400
5	01.09.2016	08:40:44	36,755	0,1153	4,238	44,332	0,1235	77,4	41,5	21,4	42,2	2	0	400
5	01.09.2016	08:45:44	35,820	0,0779	2,790	43,234	0,0834	77,4	27,3	20,6	29,3	2	0	400
5	01.09.2016	08:50:44	36,752	0,1250	4,594	44,718	0,1307	78,6	43,2	20,1	43,8	2	0	400
5	01.09.2016	08:55:42	39,709	0,2686	10,667	46,776	0,2937	77,6	105,0	20,5	104,5	2	0	800
5	01.09.2016	09:00:27	40,448	0,3617	14,631	47,356	0,3966	77,9	132,2	21,4	134,9	2	0	800
5	01.09.2016	09:05:27	40,081	0,4227	16,942	47,493	0,4414	80,8	134,5	22,8	140,1	2	0	800
5	01.09.2016	09:10:23	41,225	0,6975	28,753	48,284	0,7328	81,3	225,6	25,0	216,1	2	0	1200
5	01.09.2016	09:15:22	40,345	0,8385	33,830	48,393	0,8637	80,9	264,8	26,5	275,3	2	0	1200
5	01.09.2016	09:20:19	41,343	1,1611	48,005	48,989	1,2027	81,5	380,3	27,5	408,2	2	0	1600
5	01.09.2016	09:25:27	40,040	0,3985	15,957	46,607	0,4295	79,7	146,0	28,0	145,1	2	0	800
5	01.09.2016	09:30:44	37,506	0,1598	5,995	44,557	0,1710	78,7	55,3	26,1	56,2	2	0	400
5	01.09.2016	09:35:44	39,067	0,3224	12,594	46,646	0,3381	79,9	99,9	23,9	98,6	2	0	400
5	01.09.2016	09:40:25	41,867	0,9698	40,602	49,025	1,0256	80,8	288,4	24,6	361,5	2	0	1600
5	01.09.2016	09:45:27	39,947	0,2962	11,833	46,328	0,3190	80,1	104,7	25,1	104,1	2	0	800
5	01.09.2016	09:50:29	39,558	0,3585	14,183	46,825	0,3774	80,3	114,4	24,6	115,0	2	0	800
5	01.09.2016	09:55:27	40,354	0,6397	25,814	48,039	0,6682	80,4	211,8	25,3	206,3	2	0	1200
5	01.09.2016	10:00:22	40,133	0,8050	32,309	48,159	0,8303	80,8	244,9	27,5	255,8	2	0	1200
5	01.09.2016	10:05:17	41,851	1,5324	64,134	49,393	1,6032	81,0	454,8	28,3	458,5	2	0	2000
5	01.09.2016	10:10:17	41,146	1,6989	69,902	48,866	1,7804	80,3	494,6	32,8	514,3	1	0	2000
5	01.09.2016	10:15:16	41,082	1,8241	74,939	48,572	1,9279	80,0	530,9	35,6	547,6	1	0	2400
5	01.09.2016	10:20:16	40,555	1,8915	76,709	48,367	1,9830	80,0	539,8	36,6	555,6	1	0	2400
5	01.09.2016	10:25:16	40,604	1,9415	78,831	48,265	2,0426	80,0	559,9	38,3	577,8	1	1	2400
5	01.09.2016	10:30:16	40,526	2,0783	84,225	48,212	2,1925	79,7	590,3	39,7	609,1	1	1	2400
5	01.09.2016	10:35:15	40,230	2,1986	88,447	48,127	2,3090	79,6	620,5	40,8	638,3	1	1	2800
5	01.09.2016	10:40:15	39,932	2,3435	93,580	48,157	2,4518	79,3	658,3	41,1	672,8	1	1	2800
5	01.09.2016	10:45:15	39,395	1,8596	73,258	47,650	1,9354	79,4	534,9	41,5	557,8	1	0	2400
5	01.09.2016	10:50:16	39,864	1,8411	73,391	47,612	1,9442	79,3	511,3	42,1	534,2	1	0	2400
5	01.09.2016	10:55:15	40,488	2,4117	97,645	48,426	2,5360	79,5	674,3	40,3	685,7	1	1	2800
5	01.09.2016	11:00:15	39,865	2,5036	99,805	48,086	2,6187	79,3	712,7	41,7	724,9	1	1	3200
5	01.09.2016	11:05:15	39,802	2,5842	102,856	47,984	2,7090	79,1	709,2	43,5	732,7	1	1	3200
5	01.09.2016	11:10:15	39,847	2,4004	95,651	47,838	2,5329	78,9	653,0	44,3	667,6	1	1	2800
5	01.09.2016	11:15:14	39,563	2,9938	118,443	48,288	3,1110	78,8	825,9	42,6	842,6	1	1	3600
5	01.09.2016	11:20:14	40,666	2,9195	118,724	49,179	3,0452	79,3	795,7	37,5	815,0	1	1	3200
5	01.09.2016	11:25:22	38,427	0,5922	22,757	45,899	0,6335	78,3	210,0	37,2	212,0	1	0	1200
5	01.09.2016	11:30:27	37,952	0,4807	18,244	46,187	0,4964	79,6	171,8	32,1	173,9	1	0	800
5	01.09.2016	11:35:22	41,266	0,6172	25,471	47,311	0,6701	80,3	236,7	30,2	240,8	1	0	1200
5	01.09.2016	11:40:22	39,636	0,6553	25,972	47,177	0,6932	79,4	210,9	30,7	214,7	1	0	1200
5	01.09.2016	11:45:27	39,156	0,4705	18,424	46,563	0,5047	78,4	173,8	30,3	174,8	1	0	800
5	01.09.2016	11:50:22	40,122	0,6578	26,394	46,980	0,7105	79,1	226,8	31,7	224,0	1	0	1200
5	01.09.2016	11:55:27	38,889	0,4155	16,157	46,326	0,4494	77,6	151,0	29,7	150,6	1	0	800
5	01.09.2016	12:00:27	39,446	0,4274	16,858	46,796	0,4527	79,6	131,7	27,5	134,9	2	0	800
5	01.09.2016	12:05:21	42,464	2,8359	120,425	50,692	2,9661	80,1	732,8	28,0	718,4	2	1	3200
5	01.09.2016	12:10:14	40,591	3,2700	132,731	49,379	3,4008	79,0	872,2	35,8	899,5	1	1	3600
5	01.09.2016	12:15:18	40,329	3,6192	145,959	49,081	3,7982	78,3	952,9	40,6	851,5	1	1	4000
5	01.09.2016	12:20:27	38,323	0,6011	23,034	45,593	0,6533	77,3	200,0	40,1	206,1	1	0	800
5	01.09.2016	12:25:22	38,909	0,7606	29,595	45,726	0,8205	78,9	275,2	41,5	268,7	1	0	1200
5	01.09.2016	12:30:22	38,902	0,7734	30,087	46,186	0,8350	78,0	253,4	40,1	254,9	1	0	1200
5	01.09.2016	12:35:13	39,464	3,9699	156,667	48,480	4,1711	77,5	1054,5	43,9	1076,0	1	1	4400
5	01.09.2016	12:40:15	38,440	2,6189	100,671	47,476	2,7203	77,9	666,1	45,8	730,4	1	1	2800
5	01.09.2016	12:45:27	38,852	0,5525	21,465	45,863	0,6110	76,6	185,1	37,5	188,2	1	0	800
5	01.09.2016	12:50:27	39,799	0,4899	19,498	46,365	0,5331	78,9	167,7	32,7	170,7	1	0	800
5	01.09.2016	12:55:22	40,028	0,6842	27,388	47,092	0,7146	81,4	215,6	32,1	219,5	1	0	1200
5	01.09.2016	13:00:14	40,977	3,6515	149,624	49,709	3,8149	78,9	950,9	35,6	978,7	1	1	4000
5	01.09.2016	13:05:21	38,741	0,8118	31,450	45,579	0,8831	78,1	282,4	43,1	283,4	1	0	1200
5	01.09.2016	13:10:14	38,930	3,8570	150,153	48,460	3,9962	77,5	1024,2	44,0	1055,3	1	1	4400
5	01.09.2016	13:15:14	38,593	3,5662	137,630	47,684	3,7218	77,6	946,0	48,2	967,1	1	1	4000
5	01.09.2016	13:20:18	39,236	2,8816	113,063	47,331	3,0372	78,7	828,3	48,5	772,1	1	1	3600
5	01.09.2016	13:25:22	37,360	0,6695	25,012	44,895	0,7227	77,1	241,2	44,8	240,4	1	0	1200
5	01.09.2016	13:30:27	38,359	0,5422	20,797	45,868	0,5742	79,0	173,7	36,8	170,7	1	0	800
5	01.09.2016	13:35:14	42,709	3,8673	165,168	50,384	4,1816	78,4	1066,8	33,2	1087,1	1	1	4400
5	01.09.2016	13:40:17	40,200	2,4869	99,976	48,642	2,6043	78,9	650,8	38,9	658,3	1	1	2800
5	01.09.2016	13:45:14	39,289	3,9088	153,575	48,553	4,0760	77,6	1030,3	43,1	1062,4	1	1	4400
5	01.09.2016	13:50:14	39,395	4,1578	163,799	48,780	4,3167	77,8	1095,3	42,0	1123,4	1	1	4400
5	01.09.2016	13:55:19	40,157	1,0850	43,568	46,966	1,1841	78,3	347,1	38,8	347,6	1	0	1600
5	01.09.2016	14:00:14	40,391	3,6182	146,143	49,128	3,7978	78,3	971,3	39,2	990,9	1	1	4000
5	01.09.2016	14:05:15	39,561	2,8156	111,390	48,605	2,9195	78,5	714,4	41,1	792,7	1	1	3200
5	01.09.2016	14:10:18	39,524	2,5678	101,490	48,877	2,6395	78,7	735,3	36,9	661,9	1	1	3200
5	01.09.2016	14:15:14	39,610	3,6681	145,293	48,785	3,8087	78,2	979,5	39,4	1000,9	1	1	4000
5	01.09.2016	14:20:15	39,197	1,9478	76,346	47,396	2,0474	78,7	472,3	42,0	621,8	1	0	2400
5	01.09.2016	14:25:22	39,413	0,7662	30,197	46,658	0,8294	78,0	266,0	35,7	269,8	1	0	1200
5	01.09.2016	14:30:22	38,772	0,6583	25,525	46,583	0,6963	78,7	227,7	34,0	231,7	1	0	1200
5	01.09.2016	14:35:19	40,526	0,9587	38,854	47,527	1,0257	79,7	307,4	33,6	315,2	1	0	1600
5	01.09.2016	14:40:22	39,107	0,7160	28,000	46,509	0,7713	78,1	229,5	35,5	236,7	1	0	1200
5	01.09.2016	14:45:14	41,821	3,0603	127,984	50,137	3,2022	79,7	832,3	31,4	826,5	1	1	3600
5	01.09.2016	14:50:14	41,151	3,5029	144,145	49,953	3,6525	79,0	948,7	33,1	968,3	1	1	4000
5	01.09.2016	14:55:22	39,330	0,7896	31,054	47,180	0,8276	79,5	255,0	33,5	259,2	1	0	1200
