
01.02.2016	14:35:25
V	I	G
[V]	[A]	[W/m²]
1,6184	0,5403	58,5716
-0,6005	0,5398	58,9971
2,0969	0,5385	58,1816
-1,2106	0,5370	58,8198
1,0436	0,5358	58,5007
-2,1226	0,5300	59,0325
1,0757	0,5289	58,2171
-1,5092	0,5287	58,9971
2,4084	0,5266	58,5007
-1,0340	0,5018	59,1744
1,6634	0,4010	58,5007
-1,8689	0,2066	58,7843
0,7996	0,0716	58,2171
-1,7758	0,0244	58,8553
1,8400	0,0107	58,5007
-0,8188	0,0061	59,0325
2,3891	0,0047	58,4653
-1,1207	0,0043	59,1034
1,0468	0,0033	58,2525
-2,3056	0,0021	58,7489

01.02.2016	14:40:25
V	I	G
[V]	[A]	[W/m²]
-0,3532	0,6158	67,5417
0,8734	0,6133	66,7617
-1,0533	0,6118	67,5063
0,6872	0,6099	66,9035
-0,4142	0,6067	67,5417
1,4322	0,6025	67,1163
-0,6487	0,6025	67,5772
0,7289	0,5984	66,8326
-0,9858	0,5603	67,3999
1,0757	0,3928	66,7263
-0,6776	0,1506	67,4354
0,9730	0,0437	67,0099
-0,9312	0,0167	67,6126
1,0565	0,0082	66,8326
-0,5298	0,0060	67,2935
0,8477	0,0044	66,7617
-1,1271	0,0029	67,3290
0,6776	0,0028	67,0099

01.02.2016	14:45:25
V	I	G
[V]	[A]	[W/m²]
-1,0854	0,7362	80,4119
0,0128	0,7354	80,0219
-0,4881	0,7330	80,8019
0,8413	0,7298	80,0928
0,7771	0,7241	80,5182
1,6859	0,7224	80,2701
-0,3500	0,7137	80,6246
-0,0385	0,5936	79,9864
-1,4257	0,2506	80,7310
0,3500	0,0611	80,2346
-0,1862	0,0190	80,4473
1,8721	0,0092	80,2346
0,1734	0,0072	80,5892
0,4688	0,0037	80,1992
-1,1978	0,0043	80,8373
0,1124	0,0036	79,9510

01.02.2016	14:50:25
V	I	G
[V]	[A]	[W/m²]
-0,3083	0,8582	94,3102
2,4951	0,8552	93,8139
-1,0404	0,8524	94,3102
0,9858	0,8426	93,9202
-1,8496	0,8417	94,4875
1,2556	0,8334	94,1684
-0,6326	0,6534	94,7002
2,6460	0,2037	94,1330
-0,8510	0,0420	94,3102
1,3198	0,0142	93,7784
-1,9652	0,0085	94,5584
0,7546	0,0065	94,1330
-1,5060	0,0053	94,4521
1,6377	0,0040	93,8139
-0,2151	0,0033	94,5230

01.02.2016	14:55:25
V	I	G
[V]	[A]	[W/m²]
-0,1060	0,5586	60,9116
-1,3262	0,5582	61,2307
0,7996	0,5568	61,0535
0,1028	0,5552	61,2662
1,9363	0,5530	60,8407
-0,3661	0,5478	61,5144
0,7996	0,5471	60,5926
-1,7180	0,5472	61,5498
0,3885	0,5417	60,8053
-0,6968	0,4984	61,2662
1,9042	0,3468	60,9116
0,1509	0,1460	61,2662
1,2202	0,0455	60,8053
-0,9344	0,0171	61,5144
-0,0514	0,0082	60,6635
-0,8766	0,0059	61,5144
0,9344	0,0048	60,6280
0,1188	0,0032	61,6562
1,9973	0,0023	60,6280

01.02.2016	15:00:25
V	I	G
[V]	[A]	[W/m²]
-0,8188	0,7058	77,8946
0,3629	0,7042	77,5046
-0,8092	0,7022	77,6464
0,6679	0,6992	77,5046
-0,7675	0,6926	77,6818
0,6165	0,6922	77,3273
-1,1303	0,6899	77,8591
0,3500	0,6299	77,1146
-0,8542	0,3652	78,0364
0,6551	0,1039	77,2209
-0,8156	0,0276	77,8946
0,4303	0,0124	77,1855
-0,8510	0,0070	77,9300
0,4977	0,0055	77,3982
-1,2716	0,0042	77,6818
0,2762	0,0032	77,5046
-0,8124	0,0029	77,7882

01.02.2016	15:05:15
V	I	G
[V]	[A]	[W/m²]
-1,2042	1,0147	111,3995
0,4624	1,0119	111,2577
-0,3243	1,0106	111,9668
0,5395	1,0084	111,6123
-0,7771	1,0071	111,3641
1,1592	1,0036	110,9386
0,9344	0,9970	111,6477
0,0032	0,9964	111,5059
0,2665	0,9947	111,5059
0,1541	0,9904	111,2223
0,6294	0,9379	111,8250
-1,0822	0,7500	111,3995
-0,9666	0,4190	111,2223
-0,2569	0,1730	111,0804
-0,4463	0,0689	112,0377
-0,3757	0,0323	111,6123
-1,5542	0,0195	111,2223
1,0918	0,0139	111,1159
-0,0385	0,0105	112,0377
0,3757	0,0082	111,4350
-0,3532	0,0079	111,4704
0,8349	0,0070	111,1868
0,8124	0,0060	111,7186
-0,9633	0,0053	111,4704

01.02.2016	15:10:25
V	I	G
[V]	[A]	[W/m²]
0,1541	0,6495	70,9454
0,6069	0,6480	71,4063
0,5620	0,6471	71,1581
0,1028	0,6435	71,4772
-0,0803	0,6376	70,8036
-0,6326	0,6366	71,3709
-0,3436	0,6344	71,1227
-0,0835	0,6248	71,3354
0,6904	0,5287	71,0872
0,5844	0,2640	71,4772
0,5427	0,0772	70,8036
-0,4046	0,0226	71,4063
-0,3757	0,0102	71,1581
-0,7418	0,0063	71,3709
0,3564	0,0044	71,1227
0,2473	0,0043	71,3709
0,8670	0,0033	71,1581
0,0385	0,0021	71,4063

01.02.2016	15:15:25
V	I	G
[V]	[A]	[W/m²]
1,4065	0,5163	56,3734
-1,3679	0,5147	56,9761
2,8322	0,5140	56,0898
-1,3134	0,5124	57,0825
2,0455	0,5100	56,4089
-2,4758	0,5083	56,8343
1,2042	0,5059	56,1252
-1,9106	0,5054	56,9407
2,3313	0,5040	56,3380
-0,9826	0,4940	56,9052
2,4308	0,4438	56,1252
-1,6891	0,3013	56,8698
1,2780	0,1294	56,4089
-2,3923	0,0439	56,8343
1,6152	0,0172	56,0898
