Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
1	01.06.2016	05:55:00	6,991	0,0209	0,146	8,937	0,0333	48,9	5,1	15,6	1,4	2	0	500
1	01.06.2016	06:00:00	7,132	0,0264	0,188	9,948	0,0386	49,0	6,2	15,6	1,6	2	0	500
1	01.06.2016	06:05:00	7,418	0,0312	0,231	10,748	0,0462	46,6	7,3	15,6	2,0	2	0	500
1	01.06.2016	06:10:00	7,739	0,0415	0,321	12,002	0,0570	46,9	9,1	15,6	2,5	2	0	500
1	01.06.2016	06:15:00	8,365	0,0476	0,398	12,998	0,0671	45,7	10,9	15,8	8,4	2	0	500
1	01.06.2016	06:20:00	9,685	0,0660	0,639	14,686	0,0952	45,7	15,2	15,8	15,4	2	0	500
1	01.06.2016	06:25:00	10,430	0,0794	0,828	15,566	0,1144	46,5	18,3	16,0	18,4	2	0	500
1	01.06.2016	06:30:00	9,871	0,0675	0,666	14,907	0,0972	46,0	15,6	16,0	15,6	2	0	500
1	01.06.2016	06:35:00	9,248	0,0708	0,655	14,760	0,0957	46,3	15,2	16,0	14,7	2	0	500
1	01.06.2016	06:40:00	10,777	0,0726	0,783	15,450	0,1088	46,5	17,4	16,0	17,2	2	0	500
1	01.06.2016	06:45:00	10,401	0,0754	0,785	15,455	0,1093	46,5	17,3	15,8	17,0	2	0	500
1	01.06.2016	06:50:00	10,683	0,0776	0,830	15,612	0,1135	46,8	17,8	15,8	17,0	2	0	500
1	01.06.2016	06:55:00	11,778	0,1073	1,264	16,807	0,1541	48,8	24,4	15,7	23,4	2	0	500
1	01.06.2016	07:00:00	11,849	0,1029	1,219	16,762	0,1512	48,1	23,8	15,8	22,9	2	0	500
1	01.06.2016	07:05:00	10,873	0,1008	1,096	16,459	0,1388	48,0	21,6	15,8	20,4	2	0	500
1	01.06.2016	07:10:00	12,649	0,1487	1,880	17,709	0,2061	51,5	31,8	16,0	30,4	2	0	500
1	01.06.2016	07:15:00	13,577	0,2052	2,786	18,387	0,2767	54,8	43,3	16,1	42,0	2	0	500
1	01.06.2016	07:20:00	14,347	0,2457	3,525	18,765	0,3316	56,7	52,2	16,2	51,0	2	0	500
1	01.06.2016	07:25:00	13,808	0,1926	2,659	18,293	0,2687	54,1	41,7	16,5	40,4	2	0	500
1	01.06.2016	07:30:00	14,408	0,2770	3,991	18,953	0,3660	57,5	56,6	16,5	54,9	2	0	500
1	01.06.2016	07:35:00	15,606	0,4788	7,472	19,877	0,6050	62,1	94,3	17,0	92,7	2	0	500
1	01.06.2016	07:40:00	16,053	0,5566	8,936	20,033	0,7050	63,3	110,6	17,5	109,3	2	0	1000
1	01.06.2016	07:45:00	15,972	0,6154	9,829	20,140	0,7661	63,7	119,6	18,0	118,6	2	0	1000
1	01.06.2016	07:50:00	16,149	0,9088	14,676	20,641	1,0885	65,3	170,2	18,8	169,2	2	0	1000
1	01.06.2016	07:55:00	16,030	1,0603	16,997	20,756	1,2467	65,7	200,8	20,0	199,3	2	0	1500
1	01.06.2016	08:00:00	15,853	0,7756	12,296	20,280	0,9386	64,6	185,5	20,8	173,2	2	0	1000
1	01.06.2016	08:05:00	15,940	0,6123	9,761	19,987	0,7692	63,5	172,7	20,6	180,7	2	0	1000
1	01.06.2016	08:10:00	15,507	0,6053	9,387	19,951	0,7451	63,1	173,3	20,4	166,2	2	0	1000
1	01.06.2016	08:15:00	15,616	0,6136	9,581	19,994	0,7597	63,1	119,9	20,6	122,7	2	0	1000
1	01.06.2016	08:20:00	15,635	0,5747	8,985	19,840	0,7226	62,7	116,8	20,6	117,5	2	0	1000
1	01.06.2016	08:25:00	15,240	0,5532	8,431	19,749	0,6810	62,7	110,8	20,8	111,3	2	0	1000
1	01.06.2016	08:30:00	15,462	0,5879	9,090	19,856	0,7277	62,9	149,4	20,9	119,5	2	0	1000
1	01.06.2016	08:35:00	15,654	0,6082	9,520	19,953	0,7555	63,2	122,0	21,2	123,4	2	0	1000
1	01.06.2016	08:40:00	15,625	0,6455	10,086	20,030	0,7914	63,6	129,6	21,4	130,4	2	0	1000
1	01.06.2016	08:45:00	15,388	0,6045	9,302	19,863	0,7450	62,9	137,2	21,7	129,3	2	0	1000
1	01.06.2016	08:50:00	16,139	0,8099	13,072	20,341	0,9933	64,7	203,9	21,8	158,5	2	0	1000
1	01.06.2016	08:55:00	16,431	0,9532	15,663	20,534	1,1723	65,1	262,3	22,3	193,2	2	0	1500
1	01.06.2016	09:00:00	16,306	0,9010	14,691	20,388	1,1058	65,2	334,0	23,3	358,5	2	0	2000
1	01.06.2016	09:05:00	16,284	1,0534	17,154	20,537	1,2758	65,5	208,4	23,9	206,8	2	0	1500
1	01.06.2016	09:10:00	15,998	1,1038	17,659	20,465	1,3231	65,2	207,9	24,9	208,8	2	0	1500
1	01.06.2016	09:15:00	14,347	0,4644	6,663	19,020	0,5771	60,7	91,5	25,1	91,8	2	0	500
1	01.06.2016	09:20:00	16,040	0,9190	14,740	20,260	1,1209	64,9	176,5	24,6	177,1	2	0	1000
1	01.06.2016	09:25:00	15,902	1,1373	18,085	20,519	1,3450	65,5	209,8	25,0	214,1	2	0	1500
1	01.06.2016	09:30:00	15,998	0,8184	13,093	20,101	1,0153	64,2	159,8	25,0	161,0	2	0	1000
1	01.06.2016	09:35:00	16,158	1,2563	20,300	20,594	1,5023	65,6	237,8	25,5	244,7	2	0	1500
1	01.06.2016	09:40:00	15,796	1,2800	20,218	20,393	1,5192	65,3	237,9	26,9	241,0	2	0	1500
1	01.06.2016	09:45:00	15,869	1,1873	18,841	20,183	1,4348	65,1	223,0	28,2	222,0	2	0	1500
1	01.06.2016	09:50:00	15,741	0,9359	14,732	19,966	1,1457	64,4	180,8	27,4	182,3	2	0	1000
1	01.06.2016	09:55:00	15,600	1,0809	16,862	20,197	1,2857	64,9	204,1	27,1	207,9	2	0	1500
1	01.06.2016	10:00:00	15,898	1,4444	22,963	20,668	1,6938	65,6	267,1	27,0	267,6	2	0	1500
1	01.06.2016	10:05:00	16,236	1,5595	25,320	20,669	1,8726	65,4	298,5	28,2	306,8	2	0	1500
1	01.06.2016	10:10:00	15,349	1,1353	17,425	20,063	1,3405	64,8	212,6	28,7	213,8	2	0	1500
1	01.06.2016	10:15:00	15,735	1,2299	19,353	20,289	1,4675	65,0	231,3	28,4	228,8	2	0	1500
1	01.06.2016	10:20:00	15,539	1,2178	18,923	20,146	1,4496	64,8	231,8	28,9	233,6	2	0	1500
1	01.06.2016	10:25:00	15,808	1,2729	20,122	20,290	1,5305	64,8	243,1	28,2	238,3	2	0	1500
1	01.06.2016	10:30:00	16,053	1,9160	30,757	20,867	2,2529	65,4	356,0	28,2	350,8	2	0	2000
