Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
3	02.05.2016	08:25:17	31,083	1,4943	46,448	36,028	1,6442	78,4	177,0	12,7	200,2	1	0	800
3	02.05.2016	08:30:13	32,505	2,2833	74,218	36,742	2,7001	74,8	258,1	13,2	300,0	1	0	1200
3	02.05.2016	08:35:13	31,246	2,3094	72,159	36,452	2,5432	77,8	273,9	14,2	314,7	1	0	1200
3	02.05.2016	08:40:13	31,209	2,3993	74,879	36,493	2,6340	77,9	283,9	14,5	322,7	1	0	1200
3	02.05.2016	08:45:13	31,191	2,4874	77,583	36,469	2,7278	78,0	293,7	15,0	328,8	1	0	1200
3	02.05.2016	08:50:11	31,147	2,5837	80,473	36,459	2,8202	78,3	303,4	15,4	337,0	1	0	1600
3	02.05.2016	08:55:11	30,826	2,8414	87,589	36,521	3,0702	78,1	327,8	15,5	361,9	1	0	1600
3	02.05.2016	09:00:11	30,527	3,2719	99,882	36,625	3,5156	77,6	375,0	16,1	412,2	1	1	1600
3	02.05.2016	09:05:11	30,937	3,2614	100,898	36,521	3,5667	77,5	380,7	16,9	412,9	1	1	1600
3	02.05.2016	09:10:10	30,831	3,4948	107,749	36,514	3,8103	77,4	407,1	17,5	441,5	1	1	2000
3	02.05.2016	09:15:10	30,294	3,6080	109,301	36,505	3,8668	77,4	413,9	17,9	445,8	1	1	2000
3	02.05.2016	09:20:10	29,946	3,7175	111,324	36,461	3,9549	77,2	423,0	18,0	453,7	1	1	2000
3	02.05.2016	09:25:10	30,561	3,7172	113,602	36,412	4,0389	77,2	432,4	18,5	461,9	1	1	2000
3	02.05.2016	09:30:10	30,314	3,8448	116,550	36,362	4,1512	77,2	444,7	19,2	471,7	1	1	2000
3	02.05.2016	09:35:10	30,193	3,9785	120,124	36,327	4,2922	77,0	460,4	20,1	486,2	1	1	2000
3	02.05.2016	09:40:10	30,060	4,3407	130,480	36,669	4,6472	76,6	497,0	18,3	526,5	1	1	2000
3	02.05.2016	09:45:09	30,457	4,4255	134,786	36,603	4,8029	76,7	515,0	19,0	544,9	1	1	2400
3	02.05.2016	09:50:09	30,259	4,5652	138,138	36,486	4,9515	76,5	528,8	20,1	555,1	1	1	2400
3	02.05.2016	09:55:09	30,481	4,3846	133,650	36,393	4,7954	76,6	511,4	20,6	537,4	1	1	2400
3	02.05.2016	10:00:09	30,473	4,5401	138,351	36,380	4,9327	77,1	530,0	21,3	554,4	1	1	2400
