Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
1	01.04.2016	07:20:00	7,691	0,0237	0,182	10,037	0,0376	48,2	5,4	2,0	0,9	2	0	500
1	01.04.2016	07:25:00	7,880	0,0384	0,303	12,223	0,0535	46,3	7,9	2,4	5,0	2	0	500
1	01.04.2016	07:30:00	9,531	0,0467	0,445	13,836	0,0696	46,3	10,5	2,6	9,3	2	0	500
1	01.04.2016	07:35:00	9,890	0,0592	0,586	14,991	0,0855	45,7	12,9	3,0	12,0	2	0	500
1	01.04.2016	07:40:00	10,911	0,0694	0,758	15,937	0,1020	46,6	15,5	3,4	15,0	2	0	500
1	01.04.2016	07:45:00	11,133	0,0851	0,948	16,721	0,1204	47,1	18,3	3,4	17,9	2	0	500
1	01.04.2016	07:50:00	11,820	0,0983	1,161	17,401	0,1399	47,7	21,2	3,3	20,9	2	0	500
1	01.04.2016	07:55:00	12,838	0,1092	1,402	17,908	0,1588	49,3	24,1	3,7	24,5	2	0	500
1	01.04.2016	08:00:00	12,411	0,1324	1,643	18,302	0,1783	50,3	26,9	3,9	27,9	2	0	500
1	01.04.2016	08:05:00	15,449	0,2458	3,798	19,932	0,3538	53,8	35,0	4,4	62,4	2	0	500
1	01.04.2016	08:10:00	16,695	0,4913	8,202	21,063	0,6913	56,3	44,1	5,2	103,6	2	0	500
1	01.04.2016	08:15:00	16,634	0,4645	7,727	20,822	0,5973	62,1	49,6	5,4	109,5	2	0	500
1	01.04.2016	08:20:00	16,794	0,5819	9,773	21,183	0,7509	61,4	95,2	6,4	134,9	2	0	500
1	01.04.2016	08:25:00	17,289	0,7598	13,136	21,554	1,0420	58,5	152,1	6,6	192,3	2	0	1000
1	01.04.2016	08:30:00	16,663	0,7417	12,359	21,402	0,8959	64,5	127,0	6,8	163,5	2	0	1000
1	01.04.2016	08:35:00	17,976	1,0096	18,149	22,070	1,5361	53,5	196,9	7,2	244,4	2	0	1000
1	01.04.2016	08:40:00	12,623	0,5820	7,347	21,155	1,0471	33,2	82,9	7,6	125,6	2	0	500
1	01.04.2016	08:45:00	18,226	1,0886	19,842	22,113	1,5813	56,7	213,0	8,2	289,1	2	0	1500
1	01.04.2016	08:50:00	17,408	1,1644	20,270	22,012	1,4228	64,7	206,1	8,3	244,0	2	0	1500
1	01.04.2016	08:55:00	17,379	1,2217	21,232	22,005	1,4632	65,9	227,5	8,7	265,5	2	0	1500
1	01.04.2016	09:00:00	17,083	1,2540	21,422	21,995	1,4787	65,9	231,2	9,1	259,4	2	0	1500
1	01.04.2016	09:05:00	17,045	1,2901	21,989	21,992	1,5193	65,8	237,5	9,2	270,3	2	0	1500
1	01.04.2016	09:10:00	17,051	1,5373	26,213	22,098	1,7972	66,0	281,0	9,9	318,4	2	0	1500
1	01.04.2016	09:15:00	17,257	1,5923	27,478	22,003	1,8986	65,8	298,5	10,1	335,1	2	0	1500
1	01.04.2016	09:20:00	16,720	1,7417	29,122	21,959	2,0241	65,5	319,9	10,6	356,5	2	0	2000
1	01.04.2016	09:25:00	16,698	1,5577	26,010	21,693	1,8352	65,3	292,5	10,6	323,8	2	0	1500
1	01.04.2016	09:30:00	16,769	1,9229	32,244	21,957	2,2584	65,0	360,1	10,8	395,9	2	0	2000
1	01.04.2016	09:35:00	16,939	1,9891	33,693	21,905	2,3749	64,8	381,3	11,4	415,4	2	0	2000
1	01.04.2016	09:40:00	16,650	2,1299	35,463	21,834	2,5199	64,5	406,6	12,3	439,9	2	0	2500
1	01.04.2016	09:45:00	16,242	1,5146	24,601	21,262	1,7980	64,4	292,7	12,3	309,1	2	0	1500
1	01.04.2016	09:50:00	16,743	2,3321	39,046	21,752	2,8062	64,0	456,3	14,2	489,1	2	0	2500
1	01.04.2016	09:55:00	16,842	2,4163	40,697	21,757	2,9301	63,8	478,3	13,3	513,2	2	0	2500
1	01.04.2016	10:00:00	16,586	2,5061	41,566	21,808	2,9876	63,8	488,8	14,2	520,9	2	0	2500
1	01.04.2016	10:05:00	16,370	2,3954	39,213	21,636	2,8368	63,9	465,7	13,4	500,9	2	0	2500
1	01.04.2016	10:10:00	16,030	2,7222	43,636	21,672	3,1784	63,3	523,1	14,9	554,6	2	0	3000
1	01.04.2016	10:15:00	16,354	2,4697	40,390	21,546	2,9504	63,5	486,8	15,2	514,7	2	0	2500
1	01.04.2016	10:20:00	16,049	2,5540	40,990	21,553	2,9928	63,5	494,6	17,0	526,8	2	0	2500
1	01.04.2016	10:25:00	16,152	2,9132	47,053	21,616	3,4539	63,0	573,6	16,8	605,7	2	1	3000
1	01.04.2016	10:30:00	16,280	2,8031	45,636	21,532	3,3575	63,1	558,5	16,6	590,9	2	0	3000
1	01.04.2016	10:35:00	15,860	2,8784	45,651	21,456	3,3806	62,9	565,6	17,0	590,7	2	0	3000
1	01.04.2016	10:40:00	15,857	3,1947	50,657	21,493	3,7770	62,4	632,3	17,2	665,8	2	1	3500
1	01.04.2016	10:45:00	16,001	3,1761	50,822	21,362	3,8271	62,2	645,0	18,4	661,5	2	1	3500
1	01.04.2016	10:50:00	15,407	3,3665	51,868	21,257	3,9429	61,9	666,8	20,0	699,1	2	1	3500
1	01.04.2016	10:55:00	16,033	3,2443	52,017	21,165	3,9928	61,6	675,9	20,4	707,0	2	1	3500
1	01.04.2016	11:00:00	15,394	2,7836	42,852	20,904	3,3141	61,9	561,0	20,3	598,0	2	1	3000
1	01.04.2016	11:05:00	15,314	3,4907	53,456	21,066	4,1326	61,4	700,9	23,9	730,6	2	1	4000
