Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
2	01.06.2016	05:55:06	2,033	0,0099	0,020	1,850	0,0114	96,2	5,2	15,8	0,9	2	0	100
2	01.06.2016	06:00:06	7,370	0,0108	0,080	7,534	0,0123	85,6	6,3	16,1	1,1	2	0	100
2	01.06.2016	06:05:06	11,920	0,0108	0,129	12,064	0,0145	73,6	7,3	16,1	1,4	2	0	100
2	01.06.2016	06:10:06	16,608	0,0114	0,189	17,730	0,0176	60,9	9,1	16,2	3,4	2	0	100
2	01.06.2016	06:15:06	18,997	0,0132	0,252	22,937	0,0210	52,2	11,0	16,2	5,9	2	0	100
2	01.06.2016	06:20:06	22,905	0,0179	0,410	30,139	0,0297	45,9	15,4	16,3	14,7	2	0	100
2	01.06.2016	06:25:06	25,387	0,0210	0,533	33,431	0,0352	45,3	18,4	16,4	17,7	2	0	100
2	01.06.2016	06:30:06	22,170	0,0190	0,422	29,882	0,0303	46,5	15,7	16,4	15,0	2	0	100
2	01.06.2016	06:35:06	24,440	0,0161	0,393	29,169	0,0297	45,3	15,2	16,4	14,3	2	0	100
2	01.06.2016	06:40:06	24,016	0,0207	0,498	32,630	0,0345	44,2	17,8	16,4	16,6	2	0	100
2	01.06.2016	06:45:06	22,851	0,0204	0,465	31,533	0,0334	44,2	17,2	16,4	16,1	2	0	100
2	01.06.2016	06:50:06	24,922	0,0202	0,504	32,547	0,0347	44,7	18,1	16,4	16,8	2	0	100
2	01.06.2016	06:55:06	25,644	0,0313	0,802	37,825	0,0466	45,5	24,6	16,2	23,1	2	0	100
2	01.06.2016	07:00:06	26,354	0,0283	0,747	36,992	0,0451	44,7	23,6	16,4	22,2	2	0	100
