Station no.	Date	Time	Vmpp	Impp	Pmpp	Voc	Isc	FF	G	Tmodul	G_pyranometer	V Range	I Range	Scan Rate	
			[V]	[A]	[W]	[V]	[A]	[%]	[W/m²]	[°C]	[W/m²]			[S/sec.]	
1	02.03.2016	12:10:00	17,552	3,0959	54,340	22,481	4,2897	56,3	599,1	16,7	448,3	2	0	600
1	02.03.2016	12:15:00	16,258	4,3966	71,480	22,606	5,5530	56,9	824,9	18,0	954,4	2	1	900
1	02.03.2016	12:20:00	16,685	4,6786	78,064	22,103	6,6776	52,9	948,3	22,7	988,2	2	1	1000
1	01.03.2016	12:25:00	16,101	2,6900	43,311	20,858	3,3636	61,7	568,4	26,4	889,8	2	1	800
1	01.03.2016	12:30:00	15,279	0,9624	14,704	20,344	1,2485	57,9	181,7	18,9	189,3	2	0	200
1	01.03.2016	12:35:00	15,006	0,7962	11,948	20,442	0,9682	60,4	149,9	16,1	154,2	2	0	200
1	01.03.2016	12:40:00	17,295	1,0711	18,525	20,897	1,4342	61,8	225,0	17,5	237,6	2	0	300
1	01.03.2016	12:45:00	15,420	0,5961	9,193	20,197	0,7470	60,9	118,7	15,8	124,0	2	0	200
1	01.03.2016	12:50:00	14,582	0,4577	6,673	20,162	0,6046	54,7	89,2	13,2	91,2	2	0	100
1	01.03.2016	12:55:00	17,533	0,8812	15,450	21,594	1,1609	61,6	177,2	10,5	173,9	2	0	200
1	01.03.2016	13:00:00	18,544	1,3430	24,906	22,262	1,8377	60,9	278,5	9,7	255,6	2	0	300
1	01.03.2016	13:05:00	16,248	1,0339	16,800	21,577	1,3186	59,0	194,6	10,1	201,4	2	0	200
1	01.03.2016	13:10:00	14,736	0,3204	4,721	19,965	0,4270	55,4	65,4	8,7	61,7	2	0	100
1	01.03.2016	13:15:00	18,628	3,8917	72,494	23,416	5,2760	58,7	804,1	9,4	992,5	2	1	900
1	01.03.2016	13:20:00	15,080	0,3242	4,889	19,995	0,4379	55,8	67,4	8,2	72,1	2	0	100
1	01.03.2016	13:25:00	15,365	0,3929	6,037	20,468	0,5217	56,5	79,7	7,2	86,8	2	0	100
1	01.03.2016	13:30:00	16,932	4,5056	76,291	22,975	5,8705	56,6	848,1	12,3	885,3	2	1	900
1	01.03.2016	13:35:00	16,547	4,3807	72,488	22,429	5,7378	56,3	830,4	15,9	866,2	2	1	900
1	01.03.2016	13:40:00	16,586	4,2490	70,472	21,912	5,9777	53,8	839,1	20,1	876,6	2	1	900
1	01.03.2016	13:45:00	15,844	1,1646	18,451	19,736	1,5718	59,5	240,3	22,0	569,2	2	0	300
1	01.03.2016	13:50:00	16,287	1,1938	19,443	20,140	1,6145	59,8	243,3	22,2	252,6	2	0	300
1	01.03.2016	13:55:00	14,636	1,1694	17,115	20,104	1,3936	61,1	216,8	20,5	229,3	2	0	300
1	01.03.2016	14:00:00	16,868	4,4110	74,406	22,502	5,9452	55,6	846,5	17,5	887,1	2	1	900
1	01.03.2016	14:05:01	15,465	0,5234	8,094	19,924	0,6686	60,8	105,7	14,8	113,2	2	0	200
1	01.03.2016	14:10:00	15,796	0,4788	7,562	20,262	0,6886	54,2	98,5	12,0	101,8	2	0	100
1	01.03.2016	14:15:00	13,785	0,2612	3,600	19,320	0,3471	53,7	53,4	11,0	52,4	2	0	100
1	01.03.2016	14:20:00	14,444	0,2700	3,900	19,608	0,3660	54,3	56,5	9,6	53,3	2	0	100
1	01.03.2016	14:50:00	16,727	1,1162	18,671	21,407	1,3627	64,0	215,9	12,9	226,5	2	0	300
1	01.03.2016	14:55:00	16,422	0,5463	8,972	20,512	0,7160	61,1	115,0	11,3	118,8	2	0	200
1	01.03.2016	15:00:00	15,863	1,5350	24,350	21,859	1,8537	60,1	279,9	11,8	284,6	2	0	300
1	01.03.2016	15:05:00	15,658	0,7000	10,961	20,599	0,8645	61,5	136,0	12,2	140,4	2	0	200
1	01.03.2016	15:10:00	16,242	0,4829	7,844	20,306	0,6367	60,7	101,3	10,3	105,4	2	0	200
1	01.03.2016	15:15:00	17,302	1,1408	19,737	21,737	1,4082	64,5	220,8	10,0	221,5	2	0	300
1	01.03.2016	15:20:00	15,391	0,3861	5,943	20,014	0,5292	56,1	79,7	9,9	82,3	2	0	100
1	01.03.2016	15:25:00	12,719	0,1544	1,964	18,260	0,2143	50,2	33,9	9,1	32,2	2	0	100
1	01.03.2016	15:35:00	9,171	0,0491	0,450	13,805	0,0731	44,6	11,4	6,6	8,8	2	0	100
1	01.03.2016	15:40:00	13,220	0,1330	1,758	18,409	0,1930	49,5	31,0	5,8	26,8	2	0	100
1	01.03.2016	15:45:00	10,757	0,0806	0,867	16,413	0,1155	45,7	18,5	5,4	15,9	2	0	100
1	01.03.2016	15:50:00	10,279	0,0623	0,641	15,296	0,0921	45,4	14,5	5,2	12,5	2	0	100
1	01.03.2016	15:55:00	8,789	0,0439	0,386	13,240	0,0647	45,1	10,1	5,1	7,9	2	0	100
1	01.03.2016	16:00:00	8,115	0,0318	0,258	11,549	0,0483	46,2	7,5	4,7	5,0	2	0	100
1	01.03.2016	16:05:00	15,975	0,4052	6,473	20,754	0,5466	57,1	84,0	3,9	81,0	2	0	100
1	01.03.2016	16:10:00	15,118	0,4788	7,238	20,912	0,6228	55,6	93,4	4,5	91,8	2	0	100
1	01.03.2016	16:15:00	15,324	0,2467	3,780	19,880	0,3483	54,6	54,6	4,9	53,7	2	0	100
1	01.03.2016	16:20:00	15,651	0,2489	3,895	19,924	0,3578	54,6	56,0	5,2	55,3	2	0	100
1	01.03.2016	16:50:00	10,587	0,0630	0,668	15,507	0,0955	45,1	14,9	4,9	13,8	2	0	100
1	01.03.2016	17:00:00	9,319	0,0421	0,392	13,315	0,0655	45,0	10,0	4,5	9,1	2	0	100
1	01.03.2016	17:05:00	8,349	0,0394	0,329	12,601	0,0575	45,3	8,8	4,4	8,2	2	0	100
1	01.03.2016	17:10:00	7,835	0,0310	0,243	11,352	0,0467	45,9	7,1	4,3	6,1	2	0	100
1	02.03.2016	07:40:00	7,341	0,0228	0,167	9,967	0,0351	47,9	5,7	0,1	4,5	2	0	100
1	02.03.2016	07:45:00	8,802	0,0516	0,455	14,032	0,0715	45,3	11,5	0,5	11,6	2	0	100
1	02.03.2016	07:50:00	10,051	0,0740	0,743	15,927	0,1024	45,6	16,3	0,6	16,6	2	0	100
1	02.03.2016	07:55:00	11,268	0,0969	1,092	17,196	0,1345	47,2	21,3	1,1	21,5	2	0	100
1	02.03.2016	08:00:00	12,735	0,1216	1,548	18,165	0,1741	49,0	27,1	1,4	27,4	2	0	100
1	02.03.2016	08:05:00	13,705	0,1382	1,895	18,608	0,2022	50,4	31,4	1,8	32,0	2	0	100
1	02.03.2016	08:10:00	14,331	0,1706	2,445	19,111	0,2464	51,9	38,7	2,1	39,2	2	0	100
1	02.03.2016	08:15:00	15,067	0,2467	3,717	19,786	0,3433	54,7	52,4	2,9	53,7	2	0	100
1	02.03.2016	08:20:00	15,343	0,3334	5,115	20,228	0,4477	56,5	66,6	3,5	68,3	2	0	100
1	02.03.2016	08:25:00	15,706	0,2497	3,922	19,837	0,3613	54,7	56,0	3,9	57,6	2	0	100
1	02.03.2016	08:30:00	14,958	0,3286	4,915	20,186	0,4346	56,0	66,8	4,2	69,2	2	0	100
1	02.03.2016	08:35:00	16,486	0,4102	6,762	20,655	0,5755	56,9	85,6	4,4	87,5	2	0	100
1	02.03.2016	08:40:00	16,720	0,5679	9,496	21,028	0,7308	61,8	113,2	5,3	109,8	2	0	200
1	02.03.2016	08:45:00	14,717	0,2772	4,080	19,752	0,3756	55,0	57,8	5,7	54,6	2	0	100
1	02.03.2016	08:50:00	16,139	0,8599	13,878	21,541	1,0594	60,8	144,0	6,1	154,9	2	0	200
1	02.03.2016	08:55:00	16,820	0,5021	8,445	20,757	0,6630	61,4	104,9	6,3	106,3	2	0	200
1	02.03.2016	09:00:00	17,404	2,1727	37,815	22,632	2,8344	59,0	399,2	8,1	413,4	2	0	400
1	02.03.2016	09:05:00	17,456	0,7420	12,952	21,208	0,9905	61,7	152,5	8,7	156,0	2	0	200
1	02.03.2016	09:10:00	16,454	0,8693	14,304	21,314	1,0814	62,1	165,0	9,4	166,2	2	0	200
1	02.03.2016	09:15:00	16,226	0,8532	13,845	21,093	1,0663	61,6	163,0	10,0	169,8	2	0	200
1	02.03.2016	09:20:00	15,182	0,3241	4,920	19,714	0,4467	55,9	70,0	8,7	72,1	2	0	100
1	02.03.2016	09:25:00	17,648	2,2611	39,904	22,650	2,7931	63,1	425,1	8,7	438,3	2	0	500
1	02.03.2016	09:30:00	17,629	1,7748	31,289	22,037	2,2695	62,6	346,1	10,9	368,9	2	0	400
1	02.03.2016	09:35:00	16,948	2,0968	35,538	22,012	2,7784	58,1	397,3	12,8	416,6	2	0	400
1	02.03.2016	09:40:00	16,377	2,5578	41,888	22,009	3,2448	58,7	477,9	15,1	499,1	2	0	500
1	02.03.2016	09:45:00	15,163	1,2211	18,516	20,753	1,4514	61,5	232,5	17,4	234,2	2	0	300
1	02.03.2016	09:50:00	16,881	2,5460	42,979	21,794	3,1760	62,1	500,3	19,4	520,4	2	0	600
1	02.03.2016	09:55:00	17,353	2,5120	43,591	21,750	3,3410	60,0	522,6	20,9	542,6	2	0	600
1	02.03.2016	10:00:00	15,118	2,8693	43,379	21,585	3,4274	58,6	534,9	21,4	554,6	2	0	600
1	02.03.2016	10:05:00	15,041	0,7882	11,856	19,824	1,0016	59,7	158,7	20,8	161,7	2	0	200
1	02.03.2016	10:10:00	16,056	2,1063	33,817	21,979	3,7106	41,5	577,6	19,3	481,0	2	0	600
1	02.03.2016	10:15:00	15,327	3,3704	51,658	21,964	4,0194	58,5	597,0	21,5	607,5	2	1	700
1	02.03.2016	10:20:00	15,667	0,6705	10,505	19,623	0,8898	60,2	138,0	21,3	133,1	2	0	200
1	02.03.2016	10:25:00	15,568	0,4718	7,344	19,944	0,6843	53,8	97,5	15,7	92,7	2	0	100
1	02.03.2016	10:30:00	15,902	0,5472	8,701	20,600	0,6897	61,2	109,9	11,8	107,0	2	0	200
1	02.03.2016	10:35:00	16,589	0,8712	14,451	21,452	1,0852	62,1	170,1	10,1	174,6	2	0	200
1	02.03.2016	10:40:00	18,361	1,7839	32,755	22,328	2,3997	61,1	373,6	11,1	376,6	2	0	400
1	02.03.2016	10:45:00	15,712	1,2575	19,759	21,108	1,4957	62,6	242,1	14,4	225,6	2	0	300
1	02.03.2016	10:50:00	16,175	3,9831	64,425	22,677	4,8737	58,3	736,5	15,5	736,3	2	1	800
1	02.03.2016	10:55:00	15,253	2,4134	36,812	21,280	2,9386	58,9	456,1	19,9	537,6	2	0	500
1	02.03.2016	11:00:00	15,584	3,8084	59,348	21,870	4,7293	57,4	721,9	21,5	747,8	2	1	800
1	02.03.2016	11:05:00	15,818	3,7786	59,769	21,576	4,9272	56,2	743,7	23,6	767,3	2	1	800
1	02.03.2016	11:20:00	16,335	2,3989	39,187	20,906	3,4207	54,8	497,9	28,4	379,6	2	0	500
1	02.03.2016	11:25:00	14,874	1,1740	17,462	19,997	1,4255	61,3	225,0	25,2	236,5	2	0	300
1	02.03.2016	11:30:00	14,778	3,1269	46,209	21,829	4,9083	43,1	599,8	23,3	292,1	2	0	400
1	02.03.2016	11:35:00	16,492	4,2429	69,976	21,843	5,9310	54,0	858,6	25,5	890,5	2	1	900
1	02.03.2016	11:40:00	14,537	2,2817	33,168	20,404	2,8079	57,9	448,1	28,3	422,2	2	0	500
1	02.03.2016	11:45:00	14,749	2,2927	33,815	20,330	2,9188	57,0	432,4	28,6	503,9	2	0	500
